energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.75987994,1.30182676,0.00066712,0.03779329,0.42703694,0.37547314,0.00686129,0.78675807,0.45571512,0.10043471
-5.75387694,1.20176650,0.00060476,0.03507964,0.39298454,0.34904938,0.00622980,0.72575307,0.41939576,0.09246581
-5.74787394,1.10528332,0.00054516,0.03259096,0.36004226,0.32315474,0.00565406,0.66685739,0.38402407,0.08484334
-5.74187094,1.01372137,0.00048872,0.03037375,0.32863602,0.29820628,0.00513988,0.61087209,0.35004580,0.07766860
-5.73586793,0.92828770,0.00043572,0.02847006,0.29914444,0.27458834,0.00469199,0.55851529,0.31785746,0.07103137
-5.72986493,0.85003612,0.00038638,0.02691694,0.27189458,0.25264582,0.00431406,0.51041281,0.28780078,0.06500898
-5.72386193,0.77985624,0.00034085,0.02574599,0.24715940,0.23267905,0.00400871,0.46709210,0.26015928,0.05966570
-5.71785893,0.71846711,0.00029920,0.02498295,0.22515696,0.21494009,0.00377760,0.42897885,0.23515680,0.05505250
-5.71185593,0.66641500,0.00026144,0.02464745,0.20605083,0.19963044,0.00362143,0.39639618,0.21295778,0.05120705
-5.70585293,0.62407435,0.00022752,0.02475266,0.18995168,0.18689990,0.00354004,0.36956575,0.19366896,0.04815396
-5.69984992,0.59165138,0.00019732,0.02530505,0.17691963,0.17684658,0.00353239,0.34861044,0.17734224,0.04590512
-5.69384692,0.56918952,0.00017071,0.02630415,0.16696719,0.16951765,0.00359668,0.33355812,0.16397837,0.04446018
-5.68784392,0.55657610,0.00014748,0.02774234,0.16006234,0.16491082,0.00373028,0.32434608,0.15353115,0.04380708
-5.68184092,0.55354986,0.00012742,0.02960461,0.15613183,0.16297641,0.00392981,0.32082591,0.14591190,0.04392251
-5.67583792,0.55970898,0.00011029,0.03186846,0.15506434,0.16361978,0.00419113,0.32276857,0.14099409,0.04477255
-5.66983492,0.57451952,0.00009585,0.03450382,0.15671345,0.16670412,0.00450934,0.32986952,0.13861774,0.04631316
-5.66383192,0.59732442,0.00008383,0.03747314,0.16090044,0.17205368,0.00487884,0.34175410,0.13859379,0.04849075
-5.65782891,0.62735306,0.00007398,0.04073158,0.16741703,0.17945719,0.00529334,0.35798294,0.14070819,0.05124284
-5.65182591,0.66373200,0.00006604,0.04422743,0.17602788,0.18867181,0.00574591,0.37805798,0.14472581,0.05449875
-5.64582291,0.70549694,0.00005977,0.04790276,0.18647327,0.19942750,0.00622908,0.40142895,0.15039420,0.05818041
-5.63981991,0.75160657,0.00005492,0.05169432,0.19847188,0.21143182,0.00673496,0.42750073,0.15744738,0.06220338
-5.63381691,0.80095829,0.00005128,0.05553465,0.21172388,0.22437538,0.00725535,0.45564182,0.16560947,0.06647801
-5.62781391,0.85240632,0.00004863,0.05935346,0.22591451,0.23793787,0.00778198,0.48519383,0.17459864,0.07091081
-5.62181091,0.90478203,0.00004680,0.06307933,0.24071813,0.25179453,0.00830666,0.51548246,0.18413107,0.07540603
-5.61580790,0.95691641,0.00004560,0.06664144,0.25580286,0.26562329,0.00882159,0.54582946,0.19392521,0.07986746
-5.60980490,1.00766435,0.00004489,0.06997160,0.27083585,0.27911213,0.00931956,0.57556592,0.20370620,0.08420041
-5.60380190,1.05593025,0.00004452,0.07300621,0.28548911,0.29196677,0.00979424,0.60404623,0.21321054,0.08831377
-5.59779890,1.10069413,0.00004439,0.07568836,0.29944573,0.30391826,0.01024048,0.63066264,0.22219080,0.09212220
-5.59179590,1.14103750,0.00004441,0.07796969,0.31240650,0.31473039,0.01065452,0.65485984,0.23042037,0.09554827
-5.58579290,1.17616803,0.00004449,0.07981222,0.32409652,0.32420651,0.01103423,0.67614903,0.23769804,0.09852459
-5.57978989,1.20544183,0.00004458,0.08118976,0.33427182,0.33219555,0.01137929,0.69412109,0.24385235,0.10099571
-5.57378689,1.22838271,0.00004465,0.08208917,0.34272554,0.33859691,0.01169130,0.70845811,0.24874538,0.10291981
-5.56778389,1.24469713,0.00004468,0.08251103,0.34929350,0.34336408,0.01197386,0.71894281,0.25227600,0.10427006
-5.56178089,1.25428434,0.00004467,0.08247004,0.35385893,0.34650659,0.01223253,0.72546552,0.25438230,0.10503562
-5.55577789,1.25724100,0.00004466,0.08199487,0.35635611,0.34809032,0.01247469,0.72802813,0.25504318,0.10522221
-5.54977489,1.25385999,0.00004468,0.08112757,0.35677276,0.34823598,0.01270938,0.72674497,0.25427887,0.10485217
-5.54377189,1.24462327,0.00004481,0.07992259,0.35515101,0.34711583,0.01294700,0.72184028,0.25215050,0.10396415
-5.53776888,1.23018888,0.00004513,0.07844530,0.35158695,0.34494860,0.01319895,0.71364255,0.24875857,0.10261223
-5.53176588,1.21137273,0.00004575,0.07677035,0.34622861,0.34199293,0.01347719,0.70257559,0.24424044,0.10086471
-5.52576288,1.18912553,0.00004681,0.07497965,0.33927253,0.33853940,0.01379374,0.68914689,0.23876687,0.09880250
-5.51975988,1.16450591,0.00004848,0.07316025,0.33095902,0.33490148,0.01416015,0.67393351,0.23253782,0.09651716
-5.51375688,1.13865067,0.00005094,0.07140216,0.32156615,0.33140581,0.01458698,0.65756604,0.22577749,0.09410881
-5.50775388,1.11274327,0.00005441,0.06979622,0.31140278,0.32838202,0.01508322,0.64071126,0.21872893,0.09168378
-5.50175088,1.08798172,0.00005914,0.06843209,0.30080077,0.32615265,0.01565581,0.62405399,0.21164834,0.08935230
-5.49574787,1.06554694,0.00006542,0.06739640,0.29010671,0.32502336,0.01630918,0.60827891,0.20479915,0.08722616
-5.48974487,1.04657278,0.00007356,0.06677127,0.27967332,0.32527393,0.01704486,0.59405275,0.19844627,0.08541649
-5.48374187,1.03211855,0.00008394,0.06663305,0.26985089,0.32715027,0.01786120,0.58200757,0.19285043,0.08403169
-5.47773887,1.02314487,0.00009694,0.06705144,0.26097888,0.33085778,0.01875324,0.57272562,0.18826293,0.08317558
-5.47173587,1.02049361,0.00011302,0.06808896,0.25337809,0.33655616,0.01971264,0.56672603,0.18492081,0.08294579
-5.46573287,1.02487209,0.00013265,0.06980069,0.24734332,0.34435596,0.02072784,0.56445379,0.18304257,0.08343245
-5.45972986,1.03684206,0.00015635,0.07223436,0.24313707,0.35431674,0.02178426,0.56627130,0.18282455,0.08471707
-5.45372686,1.05681324,0.00018468,0.07543065,0.24098404,0.36644700,0.02286468,0.57245237,0.18443788,0.08687175
-5.44772386,1.08504142,0.00021824,0.07942357,0.24106680,0.38070570,0.02394979,0.58317896,0.18802614,0.08995858
-5.44172086,1.12163076,0.00025764,0.08424106,0.24352262,0.39700527,0.02501875,0.59854042,0.19370366,0.09402920
-5.43571786,1.16653978,0.00030350,0.08990552,0.24844146,0.41521587,0.02604987,0.61853519,0.20155437,0.09912458
-5.42971486,1.21959058,0.00035646,0.09643429,0.25586518,0.43517071,0.02702137,0.64307467,0.21163139,0.10527487
-5.42371186,1.28048059,0.00041712,0.10384003,0.26578787,0.45667206,0.02791210,0.67198908,0.22395698,0.11249928
-5.41770885,1.34879620,0.00048606,0.11213091,0.27815743,0.47949782,0.02870229,0.70503484,0.23852310,0.12080610
-5.41170585,1.42402766,0.00056378,0.12131068,0.29287799,0.50340813,0.02937425,0.74190339,0.25529243,0.13019258
-5.40570285,1.50558445,0.00065073,0.13137842,0.30981346,0.52815197,0.02991291,0.78223075,0.27419968,0.14064497
-5.39969985,1.59281079,0.00074721,0.14232822,0.32879169,0.55347335,0.03030638,0.82560777,0.29515339,0.15213841
-5.39369685,1.68500059,0.00085339,0.15414868,0.34960938,0.57911688,0.03054632,0.87159049,0.31803799,0.16463689
-5.38769385,1.78141142,0.00096930,0.16682233,0.37203742,0.60483261,0.03062808,0.91971037,0.34271618,0.17809327
-5.38169085,1.88127741,0.00109472,0.18032507,0.39582652,0.63038001,0.03055087,0.96948403,0.36903155,0.19244927
-5.37568784,1.98382063,0.00122924,0.19462570,0.42071294,0.65553097,0.03031761,1.02042233,0.39681154,0.20763563
-5.36968484,2.08826111,0.00137220,0.20968558,0.44642414,0.68007193,0.02993472,1.07203839,0.42587048,0.22357246
-5.36368184,2.19382527,0.00152267,0.22545870,0.47268419,0.70380505,0.02941177,1.12385462,0.45601295,0.24016965
-5.35767884,2.29975319,0.00167946,0.24189193,0.49921879,0.72654868,0.02876103,1.17540841,0.48703725,0.25732775
-5.35167584,2.40530455,0.00184112,0.25892581,0.52575973,0.74813720,0.02799688,1.22625667,0.51873899,0.27493887
-5.34567284,2.50976378,0.00200591,0.27649570,0.55204875,0.76842034,0.02713528,1.27597916,0.55091471,0.29288814
-5.33966983,2.61244445,0.00217188,0.29453336,0.57784072,0.78726224,0.02619310,1.32418065,0.58336558,0.31105527
-5.33366683,2.71269319,0.00233684,0.31296895,0.60290603,0.80454049,0.02518756,1.37049211,0.61590088,0.32931654
-5.32766383,2.80989334,0.00249846,0.33173319,0.62703239,0.82014508,0.02413562,1.41457118,0.64834137,0.34754694
-5.32166083,2.90346854,0.00265428,0.35075982,0.65002585,0.83397771,0.02305352,1.45610191,0.68052231,0.36562261
-5.31565783,2.99288611,0.00280176,0.36998800,0.67171129,0.84595131,0.02195633,1.49479422,0.71229599,0.38342323
-5.30965483,3.07766047,0.00293841,0.38936449,0.69193236,0.85598994,0.02085763,1.53038316,0.74353379,0.40083453
-5.30365183,3.15735619,0.00306177,0.40884556,0.71055110,0.86402908,0.01976927,1.56262815,0.77412739,0.41775066
-5.29764882,3.23159087,0.00316956,0.42839829,0.72744715,0.87001624,0.01870127,1.59131241,0.80398923,0.43407623
-5.29164582,3.30003723,0.00325971,0.44800120,0.74251690,0.87391188,0.01766175,1.61624270,0.83305208,0.44972813
-5.28564282,3.36242447,0.00333044,0.46764404,0.75567254,0.87569044,0.01665699,1.63724931,0.86126754,0.46463680
-5.27963982,3.41853857,0.00338030,0.48732666,0.76684106,0.87534147,0.01569157,1.65418653,0.88860370,0.47874695
-5.27363682,3.46822125,0.00340825,0.50705697,0.77596346,0.87287065,0.01476854,1.66693342,0.91504174,0.49201772
-5.26763382,3.51136775,0.00341369,0.52684802,0.78299403,0.86830064,0.01388964,1.67539488,0.94057185,0.50442220
-5.26163082,3.54792313,0.00339646,0.54671435,0.78789989,0.86167161,0.01305552,1.67950301,0.96518851,0.51594638
-5.25562781,3.57787755,0.00335685,0.56666777,0.79066066,0.85304140,0.01226604,1.67921855,0.98888540,0.52658745
-5.24962481,3.60126061,0.00329563,0.58671283,0.79126846,0.84248533,0.01152043,1.67453244,1.01165029,0.53635186
-5.24362181,3.61813529,0.00321398,0.60684238,0.78972811,0.83009558,0.01081759,1.66546738,1.03346035,0.54525291
-5.23761881,3.62859202,0.00311347,0.62703340,0.78605748,0.81598018,0.01015622,1.65207932,1.05427806,0.55330832
-5.23161581,3.63274343,0.00299602,0.64724363,0.78028814,0.80026188,0.00953501,1.63445880,1.07404833,0.56053786
-5.22561281,3.63072050,0.00286383,0.66740920,0.77246618,0.78307667,0.00895276,1.61273225,1.09269711,0.56696122
-5.21960980,3.62267074,0.00271930,0.68744367,0.76265308,0.76457246,0.00840849,1.58706306,1.11013167,0.57259638
-5.21360680,3.60875882,0.00256496,0.70723867,0.75092683,0.74490768,0.00790151,1.55765248,1.12624305,0.57745856
-5.20760380,3.58917001,0.00240343,0.72666628,0.73738300,0.72425013,0.00743144,1.52474041,1.14091051,0.58155995
-5.20160080,3.56411676,0.00223729,0.74558328,0.72213584,0.70277612,0.00699827,1.48860585,1.15400806,0.58491024
-5.19559780,3.53384810,0.00206908,0.76383716,0.70531932,0.68066986,0.00660238,1.44956715,1.16541298,0.58751811
-5.18959480,3.49866163,0.00190117,0.78127373,0.68708795,0.65812315,0.00624450,1.40798182,1.17501586,0.58939341
-5.18359180,3.45891738,0.00173578,0.79774601,0.66761736,0.63533539,0.00592582,1.36424588,1.18273182,0.59055014
-5.17758879,3.41505280,0.00157488,0.81312404,0.64710444,0.61251369,0.00564790,1.31879252,1.18851215,0.59101004
-5.17158579,3.36759759,0.00142019,0.82730512,0.62576709,0.58987303,0.00541275,1.27209004,1.19235599,0.59080640
-5.16558279,3.31718719,0.00127318,0.84022383,0.60384322,0.56763631,0.00522283,1.22463868,1.19432087,0.58998809
-5.15957979,3.26457372,0.00113503,0.85186139,0.58158915,0.54603411,0.00508103,1.17696649,1.19453182,0.58862328
-5.15357679,3.21063281,0.00100664,0.86225359,0.55927717,0.52530392,0.00499076,1.12962385,1.19318787,0.58680274
-5.14757379,3.15636533,0.00088866,0.87149676,0.53719229,0.50568883,0.00495587,1.08317667,1.19056559,0.58464223
-5.14157079,3.10289286,0.00078151,0.87975138,0.51562808,0.48743542,0.00498070,1.03819830,1.18701903,0.58228395
-5.13556778,3.05144620,0.00068538,0.88724269,0.49488182,0.47079079,0.00507003,0.99526003,1.18297567,0.57989653
-5.12956478,3.00334645,0.00060028,0.89425819,0.47524875,0.45599871,0.00522903,0.95492057,1.17892818,0.57767360
-5.12356178,2.95997877,0.00052607,0.90114180,0.45701582,0.44329503,0.00546315,0.91771447,1.17542218,0.57583083
-5.11755878,2.92275906,0.00046249,0.90828469,0.44045492,0.43290215,0.00577807,0.88413988,1.17304014,0.57460122
-5.11155578,2.89309455,0.00040919,0.91611303,0.42581588,0.42502304,0.00617949,0.85464615,1.17238201,0.57422897
-5.10555278,2.87233945,0.00036573,0.92507288,0.41331949,0.41983483,0.00667300,0.82962143,1.17404321,0.57496189
-5.09954977,2.86174730,0.00033165,0.93561299,0.40315073,0.41748215,0.00726382,0.80938098,1.17859104,0.57704273
-5.09354677,2.86242196,0.00030647,0.94816590,0.39545265,0.41807081,0.00795660,0.79415656,1.18654041,0.58069961
-5.08754377,2.87526940,0.00028970,0.96312838,0.39032099,0.42166181,0.00875518,0.78408745,1.19833012,0.58613616
-5.08154077,2.90095250,0.00028083,0.98084188,0.38779993,0.42826616,0.00966227,0.77921351,1.21430080,0.59352153
-5.07553777,2.93985115,0.00027939,1.00157410,0.38787919,0.43784085,0.01067923,0.77947069,1.23467574,0.60298098
-5.06953477,2.99202991,0.00028492,1.02550241,0.39049274,0.45028616,0.01180581,0.78468948,1.25954562,0.61458743
-5.06353177,3.05721509,0.00029695,1.05270022,0.39551903,0.46544462,0.01303989,0.79459625,1.28885809,0.62835440
-5.05752876,3.13478290,0.00031503,1.08312682,0.40278327,0.48310174,0.01437735,0.80881796,1.32241294,0.64423087
-5.05152576,3.22375997,0.00033872,1.11662155,0.41206124,0.50298867,0.01581186,0.82688992,1.35986329,0.66209823
-5.04552276,3.32283687,0.00036756,1.15290276,0.42308510,0.52478686,0.01733487,0.84826682,1.40072319,0.68176986
-5.03951976,3.43039474,0.00040108,1.19157165,0.43555060,0.54813453,0.01893553,0.87233641,1.44438129,0.70299320
-5.03351676,3.54454476,0.00043879,1.23212128,0.44912589,0.57263494,0.02060081,0.89843579,1.49012045,0.72545465
-5.02751376,3.66317917,0.00048016,1.27395041,0.46346128,0.59786620,0.02231565,0.92586957,1.53714258,0.74878698
-5.02151076,3.78403237,0.00052466,1.31638177,0.47819994,0.62339228,0.02406317,0.95392941,1.58459763,0.77257924
-5.01550775,3.90474990,0.00057168,1.35868416,0.49298883,0.64877482,0.02582499,0.98191427,1.63161581,0.79638868
-5.00950475,4.02296262,0.00062062,1.40009745,0.50748978,0.67358535,0.02758161,1.00915049,1.67734155,0.81975441
-5.00350175,4.13636328,0.00067081,1.43985961,0.52138987,0.69741745,0.02931290,1.03501111,1.72096775,0.84221215
-4.99749875,4.24278223,0.00072158,1.47723440,0.53441113,0.71989828,0.03099851,1.05893358,1.76176895,0.86330951
-4.99149575,4.34025903,0.00077223,1.51153885,0.54631868,0.74069902,0.03261848,1.08043512,1.79913173,0.88262116
-4.98549275,4.42710707,0.00082207,1.54216895,0.55692741,0.75954380,0.03415372,1.09912517,1.83258111,0.89976331
-4.97948974,4.50196804,0.00087039,1.56862276,0.56610649,0.77621663,0.03558651,1.11471436,1.86180158,0.91440669
-4.97348674,4.56385407,0.00091652,1.59051958,0.57378179,0.79056610,0.03690105,1.12701968,1.88665181,0.92628768
-4.96748374,4.61217547,0.00095983,1.60761445,0.57993600,0.80250754,0.03808383,1.13596554,1.90717217,0.93521694
-4.96148074,4.64675281,0.00099971,1.61980731,0.58460642,0.81202255,0.03912398,1.14158084,1.92358480,0.94108516
-4.95547774,4.66781285,0.00103565,1.62714626,0.58788060,0.81915593,0.04001358,1.14399206,1.93628583,0.94386576
-4.94947474,4.67596842,0.00106719,1.62982481,0.58988995,0.82401019,0.04074777,1.14341284,1.94583020,0.94361436
-4.94347174,4.67218333,0.00109396,1.62817323,0.59080182,0.82673783,0.04132481,1.14013051,1.95290961,0.94046506
-4.93746873,4.65772378,0.00111571,1.62264437,0.59081022,0.82753186,0.04174604,1.13449030,1.95832438,0.93462370
-4.93146573,4.63409884,0.00113224,1.61379448,0.59012588,0.82661503,0.04201568,1.12687786,1.96295041,0.92635850
-4.92546273,4.60299254,0.00114348,1.60226002,0.58896596,0.82422826,0.04214057,1.11770121,1.96770276,0.91598837
-4.91945973,4.56619102,0.00114945,1.58873143,0.58754413,0.82061908,0.04212981,1.10737277,1.97349722,0.90386965
-4.91345673,4.52550799,0.00115025,1.57392504,0.58606131,0.81603038,0.04199437,1.09629246,1.98121159,0.89038165
-4.90745373,4.48271200,0.00114607,1.55855435,0.58469772,0.81069036,0.04174659,1.08483261,1.99164837,0.87591186
-4.90145073,4.43945877,0.00113716,1.54330195,0.58360649,0.80480397,0.04139973,1.07332548,2.00550037,0.86084135
-4.89544772,4.39723163,0.00112384,1.52879337,0.58290913,0.79854641,0.04096750,1.06205373,2.02332079,0.84553106
-4.88944472,4.35729238,0.00110646,1.51557379,0.58269317,0.79205887,0.04046357,1.05124436,2.04549897,0.83030954
-4.88344172,4.32064465,0.00108541,1.50408883,0.58301173,0.78544674,0.03990123,1.04106618,2.07224280,0.81546262
-4.87743872,4.28801081,0.00106110,1.49466984,0.58388529,0.77878023,0.03929300,1.03163075,2.10356848,0.80122541
-4.87143572,4.25982290,0.00103393,1.48752450,0.58530511,0.77209729,0.03865038,1.02299649,2.13929805,0.78777680
-4.86543272,4.23622731,0.00100431,1.48273280,0.58723829,0.76540853,0.03798371,1.01517559,2.17906447,0.77523679
-4.85942971,4.21710220,0.00097264,1.48024847,0.58963379,0.75870360,0.03730199,1.00814298,2.22232417,0.76366632
-4.85342671,4.20208598,0.00093929,1.47990557,0.59242921,0.75195877,0.03661290,1.00184677,2.26837611,0.75306977
-4.84742371,4.19061479,0.00090461,1.48142984,0.59555765,0.74514481,0.03592285,0.99621924,2.31638657,0.74339969
-4.84142071,4.18196643,0.00086893,1.48445390,0.59895414,0.73823486,0.03523702,0.99118770,2.36541839,0.73456339
-4.83541771,4.17530797,0.00083255,1.48853577,0.60256143,0.73121157,0.03455957,0.98668435,2.41446328,0.72643111
-4.82941471,4.16974447,0.00079575,1.49317948,0.60633437,0.72407303,0.03389369,0.98265457,2.46247574,0.71884515
-4.82341171,4.16436598,0.00075880,1.49785686,0.61024292,0.71683707,0.03324187,0.97906300,2.50840719,0.71162951
-4.81740870,4.15829062,0.00072192,1.50202955,0.61427339,0.70954374,0.03260598,0.97589715,2.55123878,0.70459957
-4.81140570,4.15070177,0.00068533,1.50517020,0.61842785,0.70225562,0.03198744,0.97316829,2.59001160,0.69757140
-4.80540270,4.14087786,0.00064924,1.50678200,0.62272197,0.69505622,0.03138733,0.97090963,2.62385335,0.69037012
-4.79939970,4.12821400,0.00061385,1.50641581,0.62718111,0.68804641,0.03080646,0.96917208,2.65200033,0.68283728
-4.79339670,4.11223497,0.00057932,1.50368436,0.63183539,0.68133926,0.03024546,0.96801788,2.67381439,0.67483669
-4.78739370,4.09259992,0.00054584,1.49827307,0.63671372,0.67505378,0.02970477,0.96751269,2.68879447,0.66625885
-4.78139070,4.06909950,0.00051354,1.48994733,0.64183755,0.66930779,0.02918468,0.96771683,2.69658252,0.65702366
-4.77538769,4.04164651,0.00048258,1.47855623,0.64721462,0.66421083,0.02868532,0.96867625,2.69696431,0.64708167
-4.76938469,4.01026155,0.00045307,1.46403283,0.65283330,0.65985725,0.02820666,0.97041408,2.68986537,0.63641385
-4.76338169,3.97505533,0.00042512,1.44639132,0.65865796,0.65632028,0.02774848,0.97292334,2.67534276,0.62502998
-4.75737869,3.93620937,0.00039882,1.42572150,0.66462574,0.65364748,0.02731044,0.97616152,2.65357349,0.61296615
-4.75137569,3.89395661,0.00037422,1.40218101,0.67064503,0.65185783,0.02689205,0.98004743,2.62484040,0.60028126
-4.74537269,3.84856362,0.00035137,1.37598590,0.67659583,0.65094080,0.02649274,0.98446066,2.58951642,0.58705313
-4.73936968,3.80031538,0.00033028,1.34740013,0.68233220,0.65085751,0.02611192,0.98924391,2.54804799,0.57337422
-4.73336668,3.74950380,0.00031094,1.31672451,0.68768650,0.65154394,0.02574908,0.99420798,2.50093854,0.55934743
-4.72736368,3.69642031,0.00029333,1.28428558,0.69247549,0.65291610,0.02540383,0.99913949,2.44873257,0.54508196
-4.72136068,3.64135281,0.00027740,1.25042499,0.69650790,0.65487681,0.02507603,1.00381065,2.39200104,0.53068964
-4.71535768,3.58458676,0.00026307,1.21548957,0.69959297,0.65732376,0.02476585,1.00799088,2.33132822,0.51628171
-4.70935468,3.52640989,0.00025027,1.17982250,0.70154977,0.66015847,0.02447386,1.01145948,2.26730051,0.50196618
-4.70335168,3.46711976,0.00023891,1.14375579,0.70221654,0.66329556,0.02420104,1.01401867,2.20049715,0.48784588
-4.69734867,3.40703320,0.00022889,1.10760410,0.70145967,0.66667182,0.02394885,1.01550635,2.13148282,0.47401706
-4.69134567,3.34649659,0.00022011,1.07165994,0.69918178,0.67025462,0.02371915,1.01580787,2.06080209,0.46056856
-4.68534267,3.28589572,0.00021248,1.03619028,0.69532842,0.67404912,0.02351420,1.01486604,1.98897532,0.44758158
-4.67933967,3.22566435,0.00020591,1.00143442,0.68989313,0.67810384,0.02333658,1.01268890,1.91649599,0.43512971
-4.67333667,3.16629024,0.00020033,0.96760294,0.68292030,0.68251421,0.02318905,1.00935474,1.84382897,0.42327941
-4.66733367,3.10831810,0.00019567,0.93487769,0.67450593,0.68742397,0.02307445,1.00501404,1.77140956,0.41209049
-4.66133067,3.05234857,0.00019187,0.90341253,0.66479607,0.69302396,0.02299556,0.99988815,1.69964303,0.40161682
-4.65532766,2.99903319,0.00018892,0.87333462,0.65398291,0.69954849,0.02295494,0.99426457,1.62890443,0.39190685
-4.64932466,2.94906488,0.00018678,0.84474624,0.64229890,0.70726920,0.02295482,0.98848922,1.55953850,0.38300407
-4.64332166,2.90316436,0.00018547,0.81772680,0.63000893,0.71648654,0.02299693,0.98295562,1.49185960,0.37494730
