energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.31328244,0.01347947,0.00000000,0.10453917,0.00000000,0.19758724,0.06619303
-5.99399700,0.33273516,0.01420264,0.00000000,0.11372041,0.00000000,0.20072373,0.07016239
-5.98799400,0.35305276,0.01487687,0.00000000,0.12297975,0.00000000,0.20472429,0.07446095
-5.98199100,0.37389367,0.01549230,0.00000000,0.13220119,0.00000000,0.20939865,0.07901041
-5.97598799,0.39488430,0.01603976,0.00000000,0.14125936,0.00000000,0.21454110,0.08372247
-5.96998499,0.41562680,0.01651095,0.00000000,0.15002194,0.00000000,0.21993540,0.08850067
-5.96398199,0.43570818,0.01689867,0.00000000,0.15835259,0.00000000,0.22536014,0.09324263
-5.95797899,0.45471055,0.01719701,0.00000000,0.16611420,0.00000000,0.23059441,0.09784261
-5.95197599,0.47222215,0.01740149,0.00000000,0.17317261,0.00000000,0.23542355,0.10219431
-5.94597299,0.48784877,0.01750921,0.00000000,0.17940032,0.00000000,0.23964479,0.10619384
-5.93996998,0.50122526,0.01751893,0.00000000,0.18468042,0.00000000,0.24307269,0.10974274
-5.93396698,0.51202655,0.01743112,0.00000000,0.18891030,0.00000000,0.24554409,0.11275091
-5.92796398,0.51997784,0.01724802,0.00000000,0.19200518,0.00000000,0.24692245,0.11513936
-5.92196098,0.52486356,0.01697357,0.00000000,0.19390116,0.00000000,0.24710152,0.11684271
-5.91595798,0.52653465,0.01661345,0.00000000,0.19455774,0.00000000,0.24600807,0.11781117
-5.90995498,0.52491385,0.01617493,0.00000000,0.19395971,0.00000000,0.24360374,0.11801216
-5.90395198,0.51999889,0.01566685,0.00000000,0.19211825,0.00000000,0.23988581,0.11743125
-5.89794897,0.51186331,0.01509949,0.00000000,0.18907123,0.00000000,0.23488706,0.11607261
-5.89194597,0.50065491,0.01448442,0.00000000,0.18488272,0.00000000,0.22867456,0.11395873
-5.88594297,0.48659204,0.01383443,0.00000000,0.17964168,0.00000000,0.22134755,0.11112960
-5.87993997,0.46995773,0.01316337,0.00000000,0.17345993,0.00000000,0.21303457,0.10764133
-5.87393697,0.45109209,0.01248601,0.00000000,0.16646956,0.00000000,0.20388984,0.10356426
-5.86793397,0.43038332,0.01181794,0.00000000,0.15881974,0.00000000,0.19408910,0.09898068
-5.86193097,0.40825760,0.01117547,0.00000000,0.15067331,0.00000000,0.18382516,0.09398227
-5.85592796,0.38516859,0.01057547,0.00000000,0.14220308,0.00000000,0.17330322,0.08866732
-5.84992496,0.36158666,0.01003532,0.00000000,0.13358814,0.00000000,0.16273617,0.08313795
-5.84392196,0.33798849,0.00957278,0.00000000,0.12501034,0.00000000,0.15234005,0.07749738
-5.83791896,0.31484739,0.00920587,0.00000000,0.11665099,0.00000000,0.14232974,0.07184730
-5.83191596,0.29262453,0.00895279,0.00000000,0.10868791,0.00000000,0.13291507,0.06628556
-5.82591296,0.27176139,0.00883177,0.00000000,0.10129298,0.00000000,0.12429729,0.06090420
-5.81990995,0.25267363,0.00886091,0.00000000,0.09463015,0.00000000,0.11666603,0.05578775
-5.81390695,0.23574626,0.00905794,0.00000000,0.08885398,0.00000000,0.11019670,0.05101201
-5.80790395,0.22133025,0.00944004,0.00000000,0.08410870,0.00000000,0.10504830,0.04664319
