energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,6.47756233,0.00947900,1.38847445,2.90820904,3.82355343,0.01469995,0.93384012
-5.99399700,6.45571740,0.00959809,1.36898546,2.95643008,3.79902566,0.01467782,0.93785085
-5.98799400,6.43809152,0.00978361,1.34951077,3.00850945,3.77587104,0.01466771,0.94346457
-5.98199100,6.42392719,0.01003420,1.32991702,3.06380959,3.75370553,0.01466971,0.95053247
-5.97598799,6.41243117,0.01034711,1.31007865,3.12161130,3.73216247,0.01468345,0.95887496
-5.96998499,6.40282345,0.01071834,1.28988811,3.18113957,3.71091854,0.01470819,0.96829089
-5.96398199,6.39437946,0.01114273,1.26926418,3.24158842,3.68971451,0.01474298,0.97856641
-5.95797899,6.38646318,0.01161417,1.24815812,3.30214340,3.66836987,0.01478686,0.98948306
-5.95197599,6.37854992,0.01212573,1.22655727,3.36200110,3.64679046,0.01483890,1.00082475
-5.94597299,6.37023774,0.01266987,1.20448605,3.42038491,3.62496906,0.01489837,1.01238342
-5.93996998,6.36124761,0.01323856,1.18200445,3.47655674,3.60297899,0.01496479,1.02396309
-5.93396698,6.35141287,0.01382351,1.15920419,3.52982462,3.58096135,0.01503797,1.03538238
-5.92796398,6.34065922,0.01441626,1.13620286,3.57954640,3.55910689,0.01511800,1.04647547
-5.92196098,6.32897688,0.01500838,1.11313653,3.62512998,3.53763362,0.01520523,1.05709160
-5.91595798,6.31638731,0.01559155,1.09015120,3.66603067,3.51676172,0.01530018,1.06709330
-5.90995498,6.30290666,0.01615770,1.06739388,3.70174647,3.49668730,0.01540343,1.07635371
-5.90395198,6.28850873,0.01669907,1.04500356,3.73181220,3.47755652,0.01551553,1.08475316
-5.89794897,6.27308989,0.01720831,1.02310280,3.75579329,3.45944180,0.01563680,1.09217544
-5.89194597,6.25643832,0.01767852,1.00179033,3.77328024,3.44232152,0.01576725,1.09850414
-5.88594297,6.23820995,0.01810332,0.98113504,3.78388445,3.42606438,0.01590635,1.10361928
-5.87993997,6.21791258,0.01847683,0.96117179,3.78723616,3.41041962,0.01605299,1.10739472
-5.87393697,6.19489966,0.01879377,0.94189900,3.78298509,3.39501357,0.01620533,1.10969652
-5.86793397,6.16837452,0.01904944,0.92327833,3.77080387,3.37935314,0.01636073,1.11038249
-5.86193097,6.13740505,0.01923978,0.90523637,3.75039463,3.36283608,0.01651575,1.10930317
-5.85592796,6.10094865,0.01936136,0.88766811,3.72149829,3.34476780,0.01666613,1.10630416
-5.84992496,6.05788631,0.01941148,0.87044213,3.68390638,3.32438392,0.01680690,1.10122992
-5.84392196,6.00706445,0.01938815,0.85340706,3.63747462,3.30087780,0.01693246,1.09392883
-5.83791896,5.94734247,0.01929018,0.83639908,3.58213758,3.27343160,0.01703674,1.08425932
-5.83191596,5.87764380,0.01911720,0.81925002,3.51792332,3.24124951,0.01711340,1.07209685
-5.82591296,5.79700782,0.01886975,0.80179561,3.44496732,3.20359164,0.01715606,1.05734122
-5.81990995,5.70464026,0.01854928,0.78388353,3.36352429,3.15980692,0.01715851,1.03992403
-5.81390695,5.59995917,0.01815818,0.76538087,3.27397724,3.10936345,0.01711499,1.01981566
-5.80790395,5.48263442,0.01769987,0.74618064,3.17684287,3.05187493,0.01702041,0.99703147
-5.80190095,5.35261852,0.01717870,0.72620706,3.07277254,2.98712177,0.01687055,0.97163673
-5.79589795,5.21016708,0.01660000,0.70541945,2.96254855,2.91506616,0.01666229,0.94375007
-5.78989495,5.05584799,0.01597001,0.68381450,2.84707549,2.83586013,0.01639373,0.91354499
-5.78389195,4.89053865,0.01529578,0.66142700,2.72736673,2.74984655,0.01606430,0.88124941
-5.77788894,4.71541133,0.01458512,0.63832892,2.60452652,2.65755286,0.01567480,0.84714313
-5.77188594,4.53190740,0.01384639,0.61462705,2.47972813,2.55967809,0.01522740,0.81155324
-5.76588294,4.34170143,0.01308843,0.59045923,2.35418902,2.45707362,0.01472559,0.77484752
-5.75987994,4.14665697,0.01232033,0.56598955,2.22914385,2.35071887,0.01417408,0.73742629
-5.75387694,3.94877584,0.01155129,0.54140261,2.10581642,2.24169283,0.01357859,0.69971279
-5.74787394,3.75014313,0.01079038,0.51689719,1.98539168,2.13114292,0.01294574,0.66214265
-5.74187094,3.55287034,0.01004641,0.49267965,1.86898868,2.02025229,0.01228282,0.62515272
-5.73586793,3.35903880,0.00932770,0.46895724,1.75763576,1.91020724,0.01159753,0.58916992
-5.72986493,3.17064571,0.00864196,0.44593165,1.65224841,1.80216565,0.01089779,0.55460027
-5.72386193,2.98955469,0.00799611,0.42379309,1.55361096,1.69722798,0.01019154,0.52181881
-5.71785893,2.81745261,0.00739618,0.40271499,1.46236229,1.59641150,0.00948648,0.49116061
-5.71185593,2.65581402,0.00684724,0.38284957,1.37898616,1.50062887,0.00878996,0.46291320
-5.70585293,2.50587429,0.00635332,0.36432440,1.30380622,1.41067139,0.00810879,0.43731076
-5.69984992,2.36861202,0.00591742,0.34724010,1.23698578,1.32719751,0.00744916,0.41453025
-5.69384692,2.24474112,0.00554152,0.33166909,1.17853233,1.25072668,0.00681653,0.39468949
-5.68784392,2.13471237,0.00522662,0.31765554,1.12830636,1.18163850,0.00621563,0.37784734
-5.68184092,2.03872430,0.00497286,0.30521646,1.08603429,1.12017701,0.00565044,0.36400590
-5.67583792,1.95674244,0.00477958,0.29434381,1.05132505,1.06645969,0.00512417,0.35311458
-5.66983492,1.88852623,0.00464551,0.28500764,1.02368966,1.02049063,0.00463940,0.34507595
-5.66383192,1.83366239,0.00456892,0.27715997,1.00256333,0.98217727,0.00419805,0.33975305
-5.65782891,1.79160318,0.00454774,0.27073947,0.98732934,0.95134986,0.00380154,0.33697795
-5.65182591,1.76170833,0.00457978,0.26567650,0.97734391,0.92778288,0.00345082,0.33656114
-5.64582291,1.74328856,0.00466285,0.26189858,0.97196141,0.91121735,0.00314651,0.33830143
-5.63981991,1.73564931,0.00479496,0.25933576,0.97055896,0.90138327,0.00288896,0.34199598
-5.63381691,1.73813242,0.00497444,0.25792593,0.97255963,0.89802095,0.00267835,0.34744998
-5.62781391,1.75015432,0.00520001,0.25761965,0.97745346,0.90090049,0.00251474,0.35448558
-5.62181091,1.77123870,0.00547091,0.25838439,0.98481540,0.90983834,0.00239815,0.36294971
-5.61580790,1.80104221,0.00578691,0.26020784,0.99431951,0.92471007,0.00232858,0.37272034
-5.60980490,1.83937183,0.00614828,0.26310029,1.00574882,0.94545881,0.00230605,0.38371100
-5.60380190,1.88619278,0.00655578,0.26709576,1.01900037,0.97209863,0.00233058,0.39587313
-5.59779890,1.94162646,0.00701049,0.27225198,1.03408505,1.00471266,0.00240219,0.40919625
-5.59179590,2.00593825,0.00751375,0.27864902,1.05112234,1.04344584,0.00252087,0.42370584
-5.58579290,2.07951531,0.00806688,0.28638672,1.07033002,1.08849244,0.00268649,0.43945900
-5.57978989,2.16283552,0.00867101,0.29558100,1.09200916,1.14007897,0.00289882,0.45653804
-5.57378689,2.25642874,0.00932685,0.30635914,1.11652518,1.19844303,0.00315736,0.47504235
-5.56778389,2.36083226,0.01003438,0.31885437,1.14428572,1.26380938,0.00346133,0.49507884
-5.56178089,2.47654272,0.01079262,0.33319984,1.17571634,1.33636416,0.00380956,0.51675159
-5.55577789,2.60396699,0.01159944,0.34952242,1.21123521,1.41622887,0.00420041,0.54015116
-5.54977489,2.74337459,0.01245129,0.36793650,1.25122790,1.50343550,0.00463170,0.56534411
-5.54377189,2.89485442,0.01334311,0.38853804,1.29602352,1.59790423,0.00510065,0.59236343
-5.53776888,3.05827816,0.01426819,0.41139930,1.34587340,1.69942515,0.00560381,0.62120040
-5.53176588,3.23327261,0.01521822,0.43656422,1.40093298,1.80764514,0.00613707,0.65179835
-5.52576288,3.41920257,0.01618330,0.46404481,1.46124810,1.92206087,0.00669564,0.68404871
-5.51975988,3.61516543,0.01715213,0.49381850,1.52674582,2.04201854,0.00727406,0.71778969
-5.51375688,3.81999798,0.01811223,0.52582663,1.59723037,2.16672056,0.00786624,0.75280761
-5.50775388,4.03229508,0.01905026,0.55997394,1.67238394,2.29523915,0.00846560,0.78884100
-5.50175088,4.25043945,0.01995238,0.59612904,1.75177229,2.42653605,0.00906509,0.82558711
-5.49574787,4.47264087,0.02080472,0.63412574,1.83485441,2.55948764,0.00965740,0.86271071
-5.48974487,4.69698282,0.02159379,0.67376506,1.92099573,2.69291417,0.01023508,0.89985448
-5.48374187,4.92147398,0.02230698,0.71481776,2.00948385,2.82561153,0.01079070,0.93665066
-5.47773887,5.14410195,0.02293303,0.75702721,2.09954593,2.95638402,0.01131707,0.97273325
-5.47173587,5.36288626,0.02346241,0.80011251,2.19036675,3.08407631,0.01180745,1.00774999
-5.46573287,5.57592807,0.02388772,0.84377157,2.28110646,3.20760315,0.01225570,1.04137374
-5.45972986,5.78145405,0.02420396,0.88768424,2.37091737,3.32597508,0.01265650,1.07331239
-5.45372686,5.97785244,0.02440874,0.93151528,2.45895888,3.43831920,0.01300551,1.10331697
-5.44772386,6.16369987,0.02450234,0.97491728,2.54441029,3.54389377,0.01329954,1.13118749
-5.44172086,6.33777799,0.02448777,1.01753349,2.62648105,3.64209645,0.01353663,1.15677632
-5.43571786,6.49907968,0.02437057,1.05900059,2.70441859,3.73246572,0.01371619,1.17998891
-5.42971486,6.64680549,0.02415867,1.09895158,2.77751362,3.81467593,0.01383900,1.20078194
-5.42371186,6.78035092,0.02386203,1.13701881,2.84510344,3.88852656,0.01390722,1.21915917
-5.41770885,6.89928654,0.02349234,1.17283723,2.90657356,3.95392666,0.01392436,1.23516518
-5.41170585,7.00333249,0.02306256,1.20604801,2.96135826,4.01087567,0.01389516,1.24887756
-5.40570285,7.09232975,0.02258647,1.23630252,3.00894062,4.05944202,0.01382547,1.26039802
-5.39969985,7.16621035,0.02207827,1.26326671,3.04885257,4.09974101,0.01372211,1.26984298
-5.39369685,7.22496881,0.02155210,1.28662588,3.08067561,4.13191340,0.01359259,1.27733432
-5.38769385,7.26863683,0.02102164,1.30608974,3.10404239,4.15610610,0.01344496,1.28299064
-5.38169085,7.29726289,0.02049980,1.32139773,3.11863968,4.17245617,0.01328751,1.28691982
-5.37568784,7.31089815,0.01999839,1.33232441,3.12421267,4.18107897,0.01312852,1.28921302
-5.36968484,7.30958946,0.01952793,1.33868474,3.12057068,4.18206114,0.01297601,1.28994062
-5.36368184,7.29337966,0.01909746,1.34033913,3.10759401,4.17545871,0.01283751,1.28915018
-5.35767884,7.26231500,0.01871449,1.33719804,3.08524166,4.16130029,0.01271979,1.28686645
-5.35167584,7.21645889,0.01838498,1.32922580,3.05355933,4.13959480,0.01262868,1.28309341
-5.34567284,7.15591078,0.01811335,1.31644372,3.01268721,4.11034328,0.01256894,1.27781802
-5.33966983,7.08082853,0.01790255,1.29893206,2.96286690,4.07355361,0.01254403,1.27101547
-5.33366683,6.99145245,0.01775417,1.27683083,2.90444676,4.02925710,0.01255613,1.26265537
-5.32766383,6.88812913,0.01766855,1.25033936,2.83788510,3.97752569,0.01260600,1.25270857
-5.32166083,6.77133293,0.01764488,1.21971439,2.76375069,3.91848847,0.01269304,1.24115388
-5.31565783,6.64168348,0.01768131,1.18526685,2.68272011,3.85234625,0.01281528,1.22798458
-5.30965483,6.49995749,0.01777503,1.14735726,2.59557162,3.77938318,0.01296947,1.21321385
-5.30365183,6.34709369,0.01792233,1.10638978,2.50317559,3.69997437,0.01315119,1.19687908
-5.29764882,6.18419020,0.01811870,1.06280513,2.40648138,3.61458911,0.01335500,1.17904468
-5.29164582,6.01249401,0.01835877,1.01707251,2.30650107,3.52378915,0.01357455,1.15980320
-5.28564282,5.83338285,0.01863643,0.96968066,2.20429054,3.42822220,0.01380283,1.13927479
-5.27963982,5.64834022,0.01894479,0.92112851,2.10092837,3.32861081,0.01403231,1.11760508
-5.27363682,5.45892479,0.01927625,0.87191544,1.99749358,3.22573745,0.01425517,1.09496168
-5.26763382,5.26673585,0.01962255,0.82253166,1.89504275,3.12042651,0.01446348,1.07152958
-5.26163082,5.07337651,0.01997483,0.77344887,1.79458779,3.01352422,0.01464942,1.04750589
-5.25562781,4.88041677,0.02032380,0.72511165,1.69707497,2.90587791,0.01480549,1.02309413
-5.24962481,4.68935843,0.02065989,0.67792963,1.60336621,2.79831554,0.01492466,0.99849882
-5.24362181,4.50160375,0.02097348,0.63227088,1.51422336,2.69162680,0.01500058,0.97392036
-5.23761881,4.31842930,0.02125516,0.58845665,1.43029597,2.58654684,0.01502770,0.94955080
-5.23161581,4.14096647,0.02149603,0.54675754,1.35211307,2.48374338,0.01500144,0.92557071
-5.22561281,3.97018929,0.02168802,0.50739124,1.28007916,2.38380779,0.01491829,0.90214711
