energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.42971486,5.94285970,0.89820041,1.96533117,0.01332846,0.42464140,1.35248334,2.31093249,1.26478366,0.00000000
-5.42371186,5.80886694,0.87392249,1.89758579,0.01324034,0.41854535,1.33863422,2.27358978,1.24777669,0.00000000
-5.41770885,5.67956707,0.84973805,1.83263482,0.01315478,0.41288278,1.32563211,2.23703741,1.23132472,0.00000000
-5.41170585,5.55638753,0.82580738,1.77124041,0.01307444,0.40765665,1.31350735,2.20166091,1.21564501,0.00000000
-5.40570285,5.44060577,0.80228673,1.71405971,0.01300206,0.40287194,1.30228018,2.16781655,1.20094181,0.00000000
-5.39969985,5.33332941,0.77932791,1.66163367,0.01294035,0.39853663,1.29196406,2.13582531,1.18740327,0.00000000
-5.39369685,5.23548063,0.75707719,1.61437994,0.01289193,0.39466225,1.28256838,2.10596765,1.17519820,0.00000000
-5.38769385,5.14778509,0.73567353,1.57258985,0.01285930,0.39126361,1.27410053,2.07847922,1.16447268,0.00000000
-5.38169085,5.07076502,0.71524650,1.53642926,0.01284472,0.38835812,1.26656715,2.05354725,1.15534671,0.00000000
-5.37568784,5.00473633,0.69591365,1.50594278,0.01285017,0.38596441,1.25997443,2.03130783,1.14791098,0.00000000
-5.36968484,4.94980947,0.67777792,1.48106106,0.01287734,0.38410063,1.25432764,2.01184396,1.14222388,0.00000000
-5.36368184,4.90589357,0.66092490,1.46161050,0.01292755,0.38278241,1.24962960,1.99518421,1.13830900,0.00000000
-5.35767884,4.87270361,0.64542046,1.44732487,0.01300172,0.38202064,1.24587861,1.98130212,1.13615318,0.00000000
-5.35167584,4.84977023,0.63130866,1.43785822,0.01310037,0.38181917,1.24306557,1.97011621,1.13570529,0.00000000
-5.34567284,4.83645194,0.61861028,1.43279874,0.01322363,0.38217273,1.24117076,1.96149064,1.13687586,0.00000000
-5.33966983,4.83194945,0.60732203,1.43168278,0.01337116,0.38306497,1.24016037,1.95523657,1.13953772,0.00000000
-5.33366683,4.83532213,0.59741650,1.43400896,0.01354224,0.38446697,1.23998317,1.95111430,1.14352761,0.00000000
-5.32766383,4.84550636,0.58884297,1.43925182,0.01373571,0.38633622,1.24056738,1.94883620,1.14864892,0.00000000
-5.32166083,4.86133586,0.58152898,1.44687474,0.01395002,0.38861614,1.24181829,1.94807079,1.15467553,0.00000000
-5.31565783,4.88156399,0.57538271,1.45634217,0.01418322,0.39123624,1.24361670,1.94844781,1.16135665,0.00000000
-5.30965483,4.90488793,0.57029609,1.46713069,0.01443300,0.39411297,1.24581853,1.94956462,1.16842279,0.00000000
-5.30365183,4.92997477,0.56614839,1.47873910,0.01469670,0.39715121,1.24825567,1.95099399,1.17559242,0.00000000
-5.29764882,4.95548928,0.56281036,1.49069741,0.01497134,0.40024637,1.25073839,1.95229319,1.18257950,0.00000000
-5.29164582,4.98012304,0.56014857,1.50257459,0.01525369,0.40328710,1.25305910,1.95301445,1.18910145,0.00000000
-5.28564282,5.00262443,0.55802988,1.51398522,0.01554024,0.40615841,1.25499762,1.95271669,1.19488737,0.00000000
-5.27963982,5.02182897,0.55632577,1.52459495,0.01582732,0.40874524,1.25632767,1.95097810,1.19968628,0.00000000
-5.27363682,5.03668903,0.55491643,1.53412466,0.01611116,0.41093608,1.25682445,1.94740942,1.20327497,0.00000000
-5.26763382,5.04630193,0.55369438,1.54235348,0.01638788,0.41262686,1.25627284,1.94166734,1.20546528,0.00000000
-5.26163082,5.04993550,0.55256740,1.54912039,0.01665366,0.41372451,1.25447592,1.93346752,1.20611036,0.00000000
-5.25562781,5.04704981,0.55146080,1.55432453,0.01690476,0.41415040,1.25126339,1.92259670,1.20510960,0.00000000
-5.24962481,5.03731395,0.55031875,1.55792409,0.01713759,0.41384329,1.24649926,1.90892312,1.20241213,0.00000000
-5.24362181,5.02061696,0.54910469,1.55993380,0.01734882,0.41276168,1.24008849,1.89240492,1.19801845,0.00000000
-5.23761881,4.99707198,0.54780085,1.56042100,0.01753545,0.41088551,1.23198217,1.87309570,1.19198022,0.00000000
-5.23161581,4.96701311,0.54640672,1.55950049,0.01769484,0.40821704,1.22218075,1.85114700,1.18439804,0.00000000
-5.22561281,4.93098473,0.54493688,1.55732800,0.01782478,0.40478095,1.21073527,1.82680734,1.17541737,0.00000000
-5.21960980,4.88972349,0.54341790,1.55409284,0.01792357,0.40062357,1.19774633,1.80041770,1.16522263,0.00000000
-5.21360680,4.84413352,0.54188482,1.55000960,0.01798997,0.39581138,1.18336088,1.77240340,1.15402984,0.00000000
-5.20760380,4.79525571,0.54037726,1.54530949,0.01802329,0.39042875,1.16776696,1.74326287,1.14207806,0.00000000
-5.20160080,4.74423249,0.53893538,1.54023152,0.01802335,0.38457516,1.15118674,1.71355338,1.12962004,0.00000000
-5.19559780,4.69226972,0.53759597,1.53501392,0.01799048,0.37836195,1.13386807,1.68387469,1.11691271,0.00000000
-5.18959480,4.64059721,0.53638887,1.52988616,0.01792549,0.37190879,1.11607529,1.65485099,1.10420775,0.00000000
-5.18359180,4.59042996,0.53533399,1.52506197,0.01782966,0.36534018,1.09807952,1.62711216,1.09174297,0.00000000
-5.17758879,4.54293182,0.53443907,1.52073361,0.01770468,0.35878192,1.08014920,1.60127501,1.07973478,0.00000000
-5.17158579,4.49918314,0.53369825,1.51706773,0.01755267,0.35235789,1.06254131,1.57792540,1.06837227,0.00000000
-5.16558279,4.46015373,0.53309176,1.51420278,0.01737608,0.34618725,1.04549360,1.55760188,1.05781302,0.00000000
-5.15957979,4.42668226,0.53258643,1.51224826,0.01717769,0.34038207,1.02921844,1.54078158,1.04818101,0.00000000
-5.15357679,4.39946242,0.53213729,1.51128550,0.01696058,0.33504556,1.01389820,1.52786867,1.03956641,0.00000000
-5.14757379,4.37903610,0.53168992,1.51137001,0.01672810,0.33027079,0.99968263,1.51918588,1.03202744,0.00000000
-5.14157079,4.36579319,0.53118351,1.51253500,0.01648384,0.32613999,0.98668788,1.51496899,1.02559375,0.00000000
-5.13556778,4.35997725,0.53055433,1.51479574,0.01623159,0.32272429,0.97499727,1.51536447,1.02027133,0.00000000
-5.12956478,4.36169590,0.52973954,1.51815440,0.01597529,0.32008378,0.96466341,1.52042992,1.01604826,0.00000000
-5.12356178,4.37093479,0.52868082,1.52260493,0.01571904,0.31826783,0.95571145,1.53013701,1.01290096,0.00000000
-5.11755878,4.38757351,0.52732785,1.52813759,0.01546696,0.31731553,0.94814299,1.54437656,1.01080043,0.00000000
-5.11155578,4.41140217,0.52564117,1.53474262,0.01522320,0.31725603,0.94194034,1.56296513,1.00971799,0.00000000
-5.10555278,4.44213721,0.52359449,1.54241302,0.01499183,0.31810882,0.93707069,1.58565283,1.00963016,0.00000000
-5.09954977,4.47943531,0.52117599,1.55114588,0.01477671,0.31988380,0.93348992,1.61213159,1.01052220,0.00000000
-5.09354677,4.52290462,0.51838887,1.56094240,0.01458147,0.32258096,0.93114573,1.64204369,1.01239021,0.00000000
-5.08754377,4.57211264,0.51525085,1.57180650,0.01440931,0.32618992,0.92997998,1.67499001,1.01524165,0.00000000
-5.08154077,4.62659072,0.51179288,1.58374206,0.01426296,0.33068916,0.92993008,1.71053780,1.01909412,0.00000000
-5.07553777,4.68583514,0.50805705,1.59674905,0.01414451,0.33604502,0.93092952,1.74822775,1.02397272,0.00000000
-5.06953477,4.74930544,0.50409389,1.61081891,0.01405535,0.34221065,0.93290762,1.78758029,1.02990605,0.00000000
-5.06353177,4.81642056,0.49995927,1.62592921,0.01399609,0.34912502,0.93578856,1.82810110,1.03692126,0.00000000
-5.05752876,4.88655374,0.49571111,1.64203842,0.01396646,0.35671199,0.93949014,1.86928598,1.04503841,0.00000000
-5.05152576,4.95902717,0.49140613,1.65908066,0.01396534,0.36487976,0.94392226,1.91062515,1.05426472,0.00000000
-5.04552276,5.03310750,0.48709678,1.67696125,0.01399070,0.37352071,0.94898558,1.95160724,1.06458890,0.00000000
-5.03951976,5.10800303,0.48282875,1.69555307,0.01403969,0.38251179,0.95457044,1.99172318,1.07597617,0.00000000
-5.03351676,5.18286366,0.47863890,1.71469417,0.01410872,0.39171544,0.96055645,2.03047018,1.08836428,0.00000000
-5.02751376,5.25678411,0.47455407,1.73418682,0.01419355,0.40098125,0.96681265,2.06735611,1.10166077,0.00000000
-5.02151076,5.32881104,0.47059046,1.75379811,0.01428946,0.41014822,0.97319860,2.10190432,1.11574177,0.00000000
-5.01550775,5.39795424,0.46675400,1.77326226,0.01439144,0.41904766,0.97956627,2.13365917,1.13045256,0.00000000
-5.00950475,5.46320203,0.46304126,1.79228447,0.01449441,0.42750660,0.98576273,2.16219231,1.14560979,0.00000000
-5.00350175,5.52354046,0.45944113,1.81054645,0.01459338,0.43535169,0.99163373,2.18710968,1.16100550,0.00000000
-4.99749875,5.57797611,0.45593693,1.82771334,0.01468376,0.44241338,0.99702769,2.20805928,1.17641271,0.00000000
-4.99149575,5.62556165,0.45250896,1.84344190,0.01476150,0.44853024,1.00180037,2.22473942,1.19159248,0.00000000
-4.98549275,5.66542342,0.44913720,1.85738969,0.01482335,0.45355333,1.00581961,2.23690750,1.20630210,0.00000000
-4.97948974,5.69679003,0.44580400,1.86922495,0.01486698,0.45735032,1.00897023,2.24438873,1.22030412,0.00000000
-4.97348674,5.71902097,0.44249668,1.87863684,0.01489118,0.45980937,1.01115869,2.24708481,1.23337587,0.00000000
-4.96748374,5.73163402,0.43920971,1.88534581,0.01489592,0.46084242,1.01231736,2.24498190,1.24531902,0.00000000
-4.96148074,5.73433026,0.43594649,1.88911350,0.01488241,0.46038799,1.01240821,2.23815762,1.25596876,0.00000000
-4.95547774,5.72701563,0.43272052,1.88975198,0.01485311,0.45841320,1.01142571,2.22678668,1.26520229,0.00000000
-4.94947474,5.70981785,0.42955599,1.88713187,0.01481168,0.45491502,1.00939881,2.21114460,1.27294603,0.00000000
-4.94347174,5.68309771,0.42648756,1.88118899,0.01476289,0.44992067,1.00639187,2.19160916,1.27918135,0.00000000
-4.93746873,5.64745388,0.42355960,1.87192926,0.01471246,0.44348726,1.00250446,2.16865934,1.28394845,0.00000000
-4.93146573,5.60372069,0.42082469,1.85943145,0.01466690,0.43570047,0.99787004,2.14287131,1.28734806,0.00000000
-4.92546273,5.55295837,0.41834164,1.84384775,0.01463327,0.42667256,0.99265345,2.11491140,1.28954099,0.00000000
-4.91945973,5.49643557,0.41617298,1.82540187,0.01461894,0.41653958,0.98704734,2.08552595,1.29074517,0.00000000
-4.91345673,5.43560457,0.41438224,1.80438476,0.01463136,0.40545803,0.98126753,2.05552808,1.29123053,0.00000000
-4.90745373,5.37206936,0.41303097,1.78114793,0.01467776,0.39360094,0.97554755,2.02578154,1.29131153,0.00000000
-4.90145073,5.30754762,0.41217581,1.75609462,0.01476492,0.38115361,0.97013246,1.99718210,1.29133786,0.00000000
-4.89544772,5.24382756,0.41186569,1.72966911,0.01489889,0.36830910,0.96527212,1.97063669,1.29168334,0.00000000
-4.88944472,5.18272110,0.41213935,1.70234446,0.01508481,0.35526363,0.96121426,1.94704111,1.29273376,0.00000000
-4.88344172,5.12601484,0.41302331,1.67460934,0.01532669,0.34221201,0.95819746,1.92725679,1.29487376,0.00000000
-4.87743872,5.07542058,0.41453029,1.64695426,0.01562725,0.32934326,0.95644440,1.91208744,1.29847363,0.00000000
-4.87143572,5.03252733,0.41665843,1.61985790,0.01598784,0.31683657,0.95615549,1.90225629,1.30387632,0.00000000
-4.86543272,4.99875637,0.41939095,1.59377412,0.01640835,0.30485767,0.95750334,1.89838485,1.31138523,0.00000000
-4.85942971,4.97532124,0.42269668,1.56912006,0.01688718,0.29355573,0.96062798,1.90097385,1.32125348,0.00000000
-4.85342671,4.96319412,0.42653110,1.54626591,0.01742132,0.28306091,0.96563334,1.91038712,1.33367479,0.00000000
-4.84742371,4.96307992,0.43083799,1.52552673,0.01800638,0.27348253,0.97258476,1.92683915,1.34877662,0.00000000
-4.84142071,4.97539893,0.43555157,1.50715652,0.01863675,0.26490789,0.98150789,1.95038670,1.36661567,0.00000000
-4.83541771,5.00027878,0.44059904,1.49134475,0.01930570,0.25740185,0.99238884,1.98092504,1.38717594,0.00000000
-4.82941471,5.03755579,0.44590320,1.47821530,0.02000562,0.25100702,1.00517560,2.01818892,1.41036944,0.00000000
-4.82341171,5.08678552,0.45138534,1.46782782,0.02072819,0.24574452,1.01978061,2.06175841,1.43603934,0.00000000
-4.81740870,5.14726198,0.45696797,1.46018104,0.02146464,0.24161534,1.03608433,2.11106946,1.46396560,0.00000000
-4.81140570,5.21804448,0.46257729,1.45521789,0.02220594,0.23860206,1.05393963,2.16542893,1.49387240,0.00000000
-4.80540270,5.29799079,0.46814552,1.45283193,0.02294306,0.23667101,1.07317681,2.22403353,1.52543747,0.00000000
-4.79939970,5.38579525,0.47361261,1.45287454,0.02366718,0.23577456,1.09360896,2.28599207,1.55830238,0.00000000
-4.79339670,5.48002994,0.47892764,1.45516251,0.02436989,0.23585363,1.11503740,2.35035036,1.59208375,0.00000000
-4.78739370,5.57918729,0.48404953,1.45948553,0.02504340,0.23684016,1.13725702,2.41611763,1.62638448,0.00000000
-4.78139070,5.68172229,0.48894736,1.46561300,0.02568069,0.23865951,1.16006131,2.48229377,1.66080488,0.00000000
-4.77538769,5.78609271,0.49360005,1.47330014,0.02627562,0.24123275,1.18324671,2.54789627,1.69495294,0.00000000
-4.76938469,5.89079580,0.49799559,1.48229284,0.02682308,0.24447862,1.20661638,2.61198586,1.72845364,0.00000000
-4.76338169,5.99440031,0.50212993,1.49233137,0.02731901,0.24831528,1.22998311,2.67369008,1.76095672,0.00000000
-4.75737869,6.09557293,0.50600544,1.50315273,0.02776049,0.25266166,1.25317135,2.73222386,1.79214292,0.00000000
-4.75137569,6.19309858,0.50962929,1.51449192,0.02814574,0.25743855,1.27601838,2.78690653,1.82172849,0.00000000
-4.74537269,6.28589435,0.51301155,1.52608228,0.02847406,0.26256924,1.29837469,2.83717461,1.84946796,0.00000000
-4.73936968,6.37301732,0.51616351,1.53765506,0.02874587,0.26797992,1.32010353,2.88259036,1.87515522,0.00000000
-4.73336668,6.45366668,0.51909593,1.54893876,0.02896259,0.27359978,1.34108000,2.92284575,1.89862315,0.00000000
-4.72736368,6.52718092,0.52181759,1.55965842,0.02912657,0.27936082,1.36118960,2.95776208,1.91974200,0.00000000
-4.72136068,6.59303112,0.52433411,1.56953528,0.02924102,0.28519757,1.38032656,2.98728556,1.93841679,0.00000000
-4.71535768,6.65081128,0.52664709,1.57828719,0.02930991,0.29104664,1.39839211,3.01147926,1.95458402,0.00000000
-4.70935468,6.70022701,0.52875368,1.58562985,0.02933784,0.29684627,1.41529278,3.03051208,1.96820804,0.00000000
-4.70335168,6.74108350,0.53064645,1.59127925,0.02932991,0.30253593,1.43093910,3.04464536,1.97927736,0.00000000
-4.69734867,6.77327382,0.53231375,1.59495519,0.02929164,0.30805597,1.44524455,3.05421797,1.98780107,0.00000000
-4.69134567,6.79676836,0.53374033,1.59638604,0.02922886,0.31334750,1.45812507,3.05963037,1.99380576,0.00000000
-4.68534267,6.81160589,0.53490830,1.59531439,0.02914754,0.31835241,1.46949916,3.06132867,1.99733282,0.00000000
-4.67933967,6.81788673,0.53579829,1.59150354,0.02905372,0.32301364,1.47928848,3.05978886,1.99843638,0.00000000
-4.67333667,6.81576789,0.53639077,1.58474442,0.02895338,0.32727568,1.48741899,3.05550211,1.99718185,0.00000000
-4.66733367,6.80546018,0.53666742,1.57486269,0.02885234,0.33108533,1.49382265,3.04896126,1.99364501,0.00000000
-4.66133067,6.78722691,0.53661251,1.56172543,0.02875618,0.33439262,1.49843942,3.04064885,1.98791145,0.00000000
-4.65532766,6.76138364,0.53621411,1.54524726,0.02867008,0.33715195,1.50121960,3.03102688,1.98007649,0.00000000
-4.64932466,6.72829843,0.53546519,1.52539539,0.02859882,0.33932334,1.50212630,3.02052824,1.97024512,0.00000000
-4.64332166,6.68839208,0.53436448,1.50219330,0.02854664,0.34087371,1.50113789,3.00954997,1.95853207,0.00000000
