energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up
-5.70585293,6.92487266,1.35888449,5.12913059,0.03114338,0.07632140,0.00452158,0.07147315,1.33286969
-5.69984992,7.03932956,1.36508461,5.19626971,0.03386905,0.07375773,0.00533102,0.07781185,1.36236632
-5.69384692,7.13985081,1.36929405,5.25073488,0.03665184,0.07124886,0.00625997,0.08439273,1.39064043
-5.68784392,7.22529740,1.37160008,5.29153235,0.03947450,0.06882408,0.00731329,0.09119111,1.41761341
-5.68184092,7.29475403,1.37211172,5.31786546,0.04231933,0.06650900,0.00849460,0.09818049,1.44323095
-5.67583792,7.34755258,1.37095770,5.32915896,0.04516841,0.06432537,0.00980583,0.10533254,1.46746073
-5.66983492,7.38328845,1.36828298,5.32507846,0.04800380,0.06229084,0.01124668,0.11261707,1.49028888
-5.66383192,7.40182772,1.36424375,5.30554298,0.05080764,0.06041878,0.01281427,0.12000170,1.51171512
-5.65782891,7.40330375,1.35900107,5.27072914,0.05356224,0.05871820,0.01450271,0.12745156,1.53174668
-5.65182591,7.38810227,1.35271331,5.22106587,0.05625001,0.05719367,0.01630280,0.13492879,1.55039115
-5.64582291,7.35683549,1.34552787,5.15721917,0.05885349,0.05584527,0.01820190,0.14239200,1.56764872
-5.63981991,7.31030611,1.33757250,5.08006748,0.06135513,0.05466861,0.02018377,0.14979581,1.58350417
-5.63381691,7.24946337,1.32894704,4.99066851,0.06373729,0.05365498,0.02222870,0.15709039,1.59791928
-5.62781391,7.17535390,1.31971601,4.89021945,0.06598206,0.05279151,0.02431369,0.16422128,1.61082633
-5.62181091,7.08907056,1.30990279,4.78001260,0.06807127,0.05206148,0.02641280,0.17112934,1.62212325
-5.61580790,6.99170299,1.29948593,4.66138922,0.06998645,0.05144468,0.02849769,0.17775119,1.63167114
-5.60980490,6.88429320,1.28839797,4.53569427,0.07170897,0.05091800,0.03053823,0.18401988,1.63929462
-5.60380190,6.76779960,1.27652719,4.40423462,0.07322025,0.05045601,0.03250333,0.18986611,1.64478533
-5.59779890,6.64307193,1.26372238,4.26824326,0.07450212,0.05003172,0.03436177,0.19521978,1.64790884
-5.59179590,6.51083879,1.24980043,4.12885143,0.07553727,0.04961741,0.03608315,0.20001203,1.64841473
-5.58579290,6.37170871,1.23455665,3.98706975,0.07630979,0.04918550,0.03763889,0.20417752,1.64604960
-5.57978989,6.22618422,1.21777713,3.84377925,0.07680585,0.04870950,0.03900316,0.20765704,1.64057233
-5.57378689,6.07468767,1.19925269,3.69973193,0.07701438,0.04816485,0.04015378,0.21040020,1.63177092
-5.56778389,5.91759640,1.17879345,3.55556006,0.07692776,0.04752983,0.04107309,0.21236806,1.61947971
-5.56178089,5.75528413,1.15624333,3.41179286,0.07654248,0.04678631,0.04174853,0.21353566,1.60359611
-5.55577789,5.58816505,1.13149349,3.26887848,0.07585973,0.04592039,0.04217324,0.21389409,1.58409554
-5.54977489,5.41673659,1.10449401,3.12720917,0.07488582,0.04492289,0.04234630,0.21345216,1.56104361
-5.54377189,5.24161739,1.07526299,2.98714724,0.07363245,0.04378971,0.04227289,0.21223736,1.53460453
-5.53776888,5.06357686,1.04389254,2.84904963,0.07211680,0.04252194,0.04196414,0.21029614,1.50504500
-5.53176588,4.88355382,1.01055132,2.71328898,0.07036137,0.04112580,0.04143685,0.20769336,1.47273313
-5.52576288,4.70266241,0.97548349,2.58026980,0.06839359,0.03961244,0.04071295,0.20451092,1.43813221
-5.51975988,4.52218439,0.93900403,2.45043856,0.06624524,0.03799755,0.03981889,0.20084562,1.40178944
-5.51375688,4.34354824,0.90149089,2.32428724,0.06395170,0.03630082,0.03878482,0.19680634,1.36432019
-5.50775388,4.16829630,0.86337441,2.20235048,0.06155095,0.03454533,0.03764374,0.19251056,1.32638845
-5.50175088,3.99804222,0.82512461,2.08519699,0.05908257,0.03275688,0.03643063,0.18808058,1.28868470
-5.49574787,3.83442174,0.78723724,1.97341633,0.05658663,0.03096330,0.03518157,0.18363941,1.25190227
-5.48974487,3.67904026,0.75021936,1.86760252,0.05410255,0.02919371,0.03393292,0.17930671,1.21671359
-5.48374187,3.53342099,0.71457530,1.76833613,0.05166812,0.02747795,0.03272065,0.17519489,1.18374771
-5.47773887,3.39895717,0.68079384,1.67616676,0.04931847,0.02584602,0.03157979,0.17140563,1.15357039
-5.47173587,3.27687203,0.64933715,1.59159723,0.04708536,0.02432762,0.03054401,0.16802696,1.12666779
-5.46573287,3.16818881,0.62063219,1.51507129,0.04499658,0.02295184,0.02964541,0.16513112,1.10343481
-5.45972986,3.07371324,0.59506474,1.44696562,0.04307550,0.02174695,0.02891449,0.16277313,1.08416850
-5.45372686,2.99402919,0.57297625,1.38758692,0.04134100,0.02074036,0.02838026,0.16099039,1.06906695
-5.44772386,2.92950771,0.55466342,1.33717435,0.03980745,0.01995852,0.02807046,0.15980304,1.05823342
-5.44172086,2.88032846,0.54038016,1.29590694,0.03848502,0.01942712,0.02801193,0.15921521,1.05168542
-5.43571786,2.84651167,0.53034154,1.26391529,0.03738003,0.01917107,0.02823095,0.15921698,1.04936778
-5.42971486,2.82795799,0.52472903,1.24129656,0.03649557,0.01921471,0.02875362,0.15978687,1.05116886
-5.42371186,2.82449291,0.52369634,1.22813122,0.03583206,0.01958178,0.02960614,0.16089478,1.05693855
-5.41770885,2.83591223,0.52737516,1.22450018,0.03538796,0.02029546,0.03081500,0.16250508,1.06650668
-5.41170585,2.86202494,0.53587996,1.23050046,0.03516037,0.02137818,0.03240693,0.16457966,1.07970062
-5.40570285,2.90268978,0.54931128,1.24625815,0.03514564,0.02285139,0.03440868,0.16708077,1.09636057
-5.39969985,2.95784264,0.56775690,1.27193698,0.03533985,0.02473503,0.03684652,0.16997342,1.11635154
-5.39369685,3.02751216,0.59129057,1.30774165,0.03573914,0.02704698,0.03974545,0.17322718,1.13957109
-5.38769385,3.11182212,0.61996812,1.35391514,0.03633995,0.02980228,0.04312818,0.17681734,1.16595216
-5.38169085,3.21097980,0.65382096,1.41072981,0.03713906,0.03301216,0.04701382,0.18072522,1.19546086
-5.37568784,3.32525087,0.69284735,1.47847238,0.03813348,0.03668309,0.05141640,0.18493781,1.22808935
-5.36968484,3.45492215,0.73700188,1.55742358,0.03932024,0.04081568,0.05634324,0.18944666,1.26384424
-5.36368184,3.60025459,0.78618389,1.64783351,0.04069603,0.04540363,0.06179321,0.19424616,1.30273147
-5.35767884,3.76142962,0.84022568,1.74989408,0.04225674,0.05043274,0.06775514,0.19933137,1.34473879
-5.35167584,3.93849268,0.89888145,1.86371033,0.04399709,0.05588013,0.07420622,0.20469559,1.38981712
-5.34567284,4.13129773,0.96181797,1.98927235,0.04591003,0.06171359,0.08111082,0.21032793,1.43786249
-5.33966983,4.33945714,1.02860794,2.12642967,0.04798638,0.06789136,0.08841952,0.21621099,1.48869974
-5.33366683,4.56230053,1.09872677,2.27486991,0.05021441,0.07436212,0.09606873,0.22231893,1.54206975
-5.32766383,4.79884606,1.17155361,2.43410311,0.05257957,0.08106546,0.10398078,0.22861623,1.59762109
-5.32166083,5.04778658,1.24637691,2.60345279,0.05506430,0.08793279,0.11206466,0.23505703,1.65490723
-5.31565783,5.30749235,1.32240472,2.78205470,0.05764795,0.09488863,0.12021739,0.24158540,1.71338979
-5.30965483,5.57603074,1.39877961,2.96886328,0.06030692,0.10185228,0.12832607,0.24813647,1.77244797
-5.30365183,5.85120230,1.47459774,3.16266559,0.06301479,0.10873988,0.13627047,0.25463834,1.83139394
-5.29764882,6.13059138,1.54893130,3.36210213,0.06574270,0.11546676,0.14392625,0.26101480,1.88949334
-5.29164582,6.41162865,1.62085343,3.56569313,0.06845971,0.12194984,0.15116858,0.26718857,1.94599003
-5.28564282,6.69166186,1.68946433,3.77186909,0.07113333,0.12811027,0.15787601,0.27308498,2.00013344
-5.27963982,6.96803071,1.75391737,3.97900354,0.07373004,0.13387586,0.16393457,0.27863572,2.05120702
-5.27363682,7.23814150,1.81344377,4.18544650,0.07621589,0.13918339,0.16924181,0.28378250,2.09855609
-5.26763382,7.49953709,1.86737458,4.38955654,0.07855711,0.14398060,0.17371054,0.28848026,2.14161322
-5.26163082,7.74995824,1.91515889,4.58973005,0.08072068,0.14822771,0.17727233,0.29269978,2.17991965
-5.25562781,7.98739293,1.95637714,4.78442625,0.08267492,0.15189849,0.17988029,0.29642932,2.21314138
-5.24962481,8.21011111,1.99074907,4.97218702,0.08439007,0.15498070,0.18151126,0.29967535,2.24107885
-5.24362181,8.41668342,2.01813572,5.15165100,0.08583880,0.15747591,0.18216710,0.30246206,2.26366965
-5.23761881,8.60598365,2.03853568,5.32156195,0.08699670,0.15939875,0.18187518,0.30482979,2.28098410
-5.23161581,8.77717559,2.05207580,5.48077167,0.08784277,0.16077555,0.18068785,0.30683231,2.29321398
-5.22561281,8.92968628,2.05899693,5.62823853,0.08835983,0.16164242,0.17868108,0.30853325,2.30065517
-5.21960980,9.06316843,2.05963574,5.76302243,0.08853490,0.16204306,0.17595223,0.31000171,2.30368541
-5.21360680,9.17745552,2.05440372,5.88427796,0.08835955,0.16202613,0.17261705,0.31130747,2.30273844
-5.20760380,9.27251348,2.04376443,5.99124702,0.08783023,0.16164260,0.16880608,0.31251598,2.29827644
-5.20160080,9.34839310,2.02821060,6.08325251,0.08694844,0.16094301,0.16466057,0.31368355,2.29076226
-5.19559780,9.40518705,2.00824207,6.15969451,0.08572093,0.15997497,0.16032816,0.31485296,2.28063337
-5.18959480,9.44299503,1.98434592,6.22005002,0.08415979,0.15878090,0.15595838,0.31604990,2.26827900
-5.18359180,9.46189987,1.95697972,6.26387714,0.08228237,0.15739621,0.15169832,0.31728036,2.25402187
-5.17758879,9.46195648,1.92655858,6.29082401,0.08011121,0.15584798,0.14768847,0.31852924,2.23810547
-5.17158579,9.44319465,1.89344667,6.30064261,0.07767371,0.15415424,0.14405904,0.31976029,2.22068765
-5.16558279,9.40563553,1.85795313,6.29320677,0.07500181,0.15232382,0.14092680,0.32091735,2.20184054
-5.15957979,9.34932079,1.82033256,6.26853368,0.07213140,0.15035679,0.13839253,0.32192687,2.18155683
-5.15357679,9.27435214,1.78078955,6.22680749,0.06910169,0.14824549,0.13653921,0.32270159,2.15976160
-5.14757379,9.18093865,1.73948670,6.16840356,0.06595451,0.14597602,0.13543099,0.32314506,2.13632883
-5.14157079,9.06944812,1.69655542,6.09391160,0.06273338,0.14353009,0.13511279,0.32315690,2.11110151
-5.13556778,8.94045886,1.65210853,6.00415585,0.05948265,0.14088713,0.13561075,0.32263831,2.08391366
-5.12956478,8.79480795,1.60625369,5.90021060,0.05624656,0.13802653,0.13693325,0.32149761,2.05461303
-5.12356178,8.63363199,1.55910682,5.78340932,0.05306824,0.13492986,0.13907243,0.31965545,2.02308286
-5.11755878,8.45839729,1.51080441,5.65534609,0.04998887,0.13158294,0.14200633,0.31704937,1.98926130
-5.11155578,8.27091619,1.46151398,5.51786812,0.04704673,0.12797767,0.14570117,0.31363743,1.95315746
-5.10555278,8.07334788,1.41144214,5.37305877,0.04427653,0.12411342,0.15011390,0.30940083,1.91486282
-5.09954977,7.86818211,1.36083954,5.22321082,0.04170869,0.11999806,0.15519482,0.30434516,1.87455772
-5.09354677,7.65820568,1.31000261,5.07078995,0.03936886,0.11564849,0.16089001,0.29850047,1.83251231
-5.08754377,7.44645216,1.25927192,4.91838941,0.03727752,0.11109058,0.16714359,0.29192006,1.78908209
-5.08154077,7.23613638,1.20902719,4.76867657,0.03544981,0.10635871,0.17389959,0.28467814,1.74469841
-5.07553777,7.03057603,1.15967947,4.62433308,0.03389537,0.10149482,0.18110342,0.27686646,1.69985439
-5.06953477,6.83310306,1.11166060,4.48799019,0.03261847,0.09654705,0.18870271,0.26859025,1.65508723
-5.06353177,6.64696864,1.06541085,4.36216142,0.03161816,0.09156810,0.19664769,0.25996371,1.61095786
-5.05752876,6.47524526,1.02136515,4.24917473,0.03088854,0.08661332,0.20489091,0.25110522,1.56802910
-5.05152576,6.32073007,0.97993873,4.15110646,0.03041918,0.08173876,0.21338643,0.24213272,1.52684345
-5.04552276,6.18585338,0.94151289,4.06971953,0.03019554,0.07699915,0.22208852,0.23315939,1.48790173
-5.03951976,6.07259617,0.90642154,4.00640805,0.03019947,0.07244600,0.23095003,0.22428991,1.45164356
-5.03351676,5.98242011,0.87493925,3.96215061,0.03040978,0.06812586,0.23992042,0.21561752,1.41843067
-5.02751376,5.91621307,0.84727124,3.93747408,0.03080277,0.06407884,0.24894378,0.20722186,1.38853383
-5.02151076,5.87425258,0.82354596,3.93242968,0.03135282,0.06033749,0.25795690,0.19916781,1.36212382
-5.01550775,5.85618910,0.80381035,3.94658254,0.03203297,0.05692591,0.26688764,0.19150522,1.33926698
-5.00950475,5.86105008,0.78802823,3.97901571,0.03281548,0.05385938,0.27565373,0.18426946,1.31992527
-5.00350175,5.88726505,0.77608175,4.02834900,0.03367236,0.05114427,0.28416219,0.17748269,1.30396073
-4.99749875,5.93271135,0.76777582,4.09277260,0.03457597,0.04877832,0.29230949,0.17115580,1.29114421
-4.99149575,5.99477903,0.76284537,4.17009491,0.03549944,0.04675126,0.29998248,0.16529053,1.28116757
-4.98549275,6.07045306,0.76096514,4.25780349,0.03641720,0.04504575,0.30706025,0.15988202,1.27365894
-4.97948974,6.15640998,0.76176152,4.35313740,0.03730541,0.04363843,0.31341675,0.15492111,1.26820012
-4.97348674,6.24912572,0.76482590,4.45316906,0.03814229,0.04250130,0.31892419,0.15039669,1.26434531
-4.96748374,6.34499097,0.76972901,4.55489286,0.03890850,0.04160304,0.32345701,0.14629753,1.26164032
-4.96148074,6.44042977,0.77603573,4.65531792,0.03958736,0.04091049,0.32689632,0.14261376,1.25964132
-4.95547774,6.53201733,0.78331950,4.75156173,0.04016504,0.04039007,0.32913454,0.13933786,1.25793236
-4.94947474,6.61659273,0.79117597,4.84094173,0.04063066,0.04000910,0.33007990,0.13646507,1.25614091
-4.94347174,6.69136248,0.79923528,4.92106143,0.04097634,0.03973703,0.32966081,0.13399329,1.25395075
-4.93746873,6.75399137,0.80717239,4.98988827,0.04119710,0.03954650,0.32782951,0.13192252,1.25111183
-4.93146573,6.80267733,0.81471521,5.04582048,0.04129077,0.03941420,0.32456507,0.13025394,1.24744667
-4.92546273,6.83620794,0.82165017,5.08774051,0.04125780,0.03932152,0.31987540,0.12898871,1.24285322
-4.91945973,6.85399674,0.82782519,5.11505339,0.04110097,0.03925497,0.31379817,0.12812666,1.23730426
-4.91345673,6.85609844,0.83314981,5.12770868,0.04082516,0.03920640,0.30640060,0.12766488,1.23084336
-4.90745373,6.84320285,0.83759288,5.12620533,0.04043702,0.03917294,0.29777815,0.12759650,1.22357791
-4.90145073,6.81660825,0.84117778,5.11157957,0.03994464,0.03915678,0.28805196,0.12790966,1.21566960
-4.89544772,6.77817539,0.84397564,5.08537613,0.03935731,0.03916482,0.27736551,0.12858668,1.20732292
-4.88944472,6.73026428,0.84609692,5.04960407,0.03868522,0.03920800,0.26588035,0.12960372,1.19877224
-4.88344172,6.67565605,0.84768175,5.00667860,0.03793925,0.03930070,0.25377119,0.13093063,1.19026826
-4.87743872,6.61746280,0.84888968,4.95935084,0.03713082,0.03945989,0.24122074,0.13253132,1.18206428
-4.87143572,6.55902835,0.84988917,4.91062751,0.03627171,0.03970430,0.22841424,0.13436436,1.17440305
-4.86543272,6.50382300,0.85084739,4.86368308,0.03537407,0.04005351,0.21553423,0.13638392,1.16750464
-4.85942971,6.45533542,0.85192077,4.82176654,0.03445035,0.04052708,0.20275553,0.13854088,1.16155583
-4.85342671,6.41696452,0.85324659,4.78810541,0.03351331,0.04114368,0.19024069,0.14078412,1.15670135
-4.84742371,6.39191408,0.85493597,4.76580932,0.03257602,0.04192029,0.17813619,0.14306181,1.15303719
-4.84142071,6.38309278,0.85706846,4.75777554,0.03165193,0.04287145,0.16656925,0.14532275,1.15060621
-4.83541771,6.39302184,0.85968835,4.76659875,0.03075479,0.04400862,0.15564555,0.14751753,1.14939588
-4.82941471,6.42375257,0.86280261,4.79448737,0.02989863,0.04533966,0.14544777,0.14959961,1.14933838
-4.82341171,6.47679558,0.86638060,4.84318848,0.02909766,0.04686843,0.13603494,0.15152618,1.15031260
-4.81740870,6.55306352,0.87035528,4.91392352,0.02836609,0.04859445,0.12744261,0.15325878,1.15214806
-4.81140570,6.65282890,0.87462584,5.00733662,0.02771789,0.05051277,0.11968370,0.15476374,1.15463034
-4.80540270,6.77569824,0.87906135,5.12345743,0.02716645,0.05261395,0.11274998,0.15601239,1.15750787
-4.79939970,6.92060369,0.88350549,5.26167998,0.02672421,0.05488412,0.10661415,0.15698111,1.16049964
-4.79339670,7.08581301,0.88778180,5.42075885,0.02640227,0.05730518,0.10123216,0.15765121,1.16330354
-4.78739370,7.26895816,0.89169933,5.59882367,0.02620985,0.05985519,0.09654604,0.15800869,1.16560517
-4.78139070,7.46708260,0.89505853,5.79341220,0.02615388,0.06250870,0.09248676,0.15804396,1.16708664
-4.77538769,7.67670675,0.89765699,6.00152203,0.02623850,0.06523730,0.08897725,0.15775155,1.16743523
-4.76938469,7.89391039,0.89929504,6.21968004,0.02646472,0.06801020,0.08593541,0.15712978,1.16635161
-4.76338169,8.11443023,0.89978093,6.44402828,0.02683001,0.07079485,0.08327699,0.15618053,1.16355756
-4.75737869,8.33377032,0.89893556,6.67042391,0.02732814,0.07355764,0.08091836,0.15490896,1.15880281
-4.75137569,8.54732204,0.89659668,6.89455057,0.02794904,0.07626459,0.07877898,0.15332345,1.15187109
-4.74537269,8.75049028,0.89262250,7.11203760,0.02867886,0.07888204,0.07678364,0.15143542,1.14258515
-4.73936968,8.93882154,0.88689477,7.31858309,0.02950017,0.08137742,0.07486433,0.14925933,1.13081079
-4.73336668,9.10812967,0.87932129,7.51007663,0.03039229,0.08371990,0.07296175,0.14681262,1.11645976
-4.72736368,9.25461481,0.86983780,7.68271695,0.03133182,0.08588103,0.07102641,0.14411573,1.09949163
-4.72136068,9.37497111,0.85840948,7.83312035,0.03229323,0.08783538,0.06901944,0.14119200,1.07991456
-4.71535768,9.46647905,0.84503192,7.95841539,0.03324967,0.08956104,0.06691283,0.13806761,1.05778506
-4.70935468,9.52707895,0.82973157,8.05632043,0.03417378,0.09104007,0.06468947,0.13477141,1.03320672
-4.70335168,9.55542275,0.81256583,8.12520068,0.03503857,0.09225890,0.06234272,0.13133469,1.00632806
-4.69734867,9.55090190,0.79362261,8.16410286,0.03581839,0.09320855,0.05987569,0.12779082,0.97733946
-4.69134567,9.51365065,0.77301945,8.17276593,0.03648974,0.09388479,0.05730032,0.12417482,0.94646939
-4.68534267,9.44452441,0.75090217,8.15160806,0.03703218,0.09428816,0.05463610,0.12052285,0.91397984
-4.67933967,9.34505456,0.72744296,8.10169029,0.03742902,0.09442383,0.05190878,0.11687159,0.88016126
-4.67333667,9.21738160,0.70283801,8.02465918,0.03766793,0.09430145,0.04914888,0.11325757,0.84532691
-4.66733367,9.06416984,0.67730450,7.92267092,0.03774145,0.09393471,0.04639019,0.10971647,0.80980691
-4.66133067,8.88850728,0.65107724,7.79830079,0.03764720,0.09334091,0.04366828,0.10628242,0.77394202
-4.65532766,8.69379518,0.62440467,7.65444188,0.03738807,0.09254038,0.04101909,0.10298734,0.73807724
-4.64932466,8.48363212,0.59754455,7.49419789,0.03697209,0.09155582,0.03847763,0.09986029,0.70255560
-4.64332166,8.26169739,0.57075934,7.32077461,0.03641223,0.09041158,0.03607681,0.09692694,0.66771197
-4.63731866,8.03163853,0.54431136,7.13737466,0.03572599,0.08913291,0.03384652,0.09420924,0.63386745
-4.63131566,7.79696774,0.51845800,6.94710003,0.03493485,0.08774521,0.03181280,0.09172506,0.60132410
-4.62531266,7.56097081,0.49344706,6.75286601,0.03406366,0.08627331,0.02999734,0.08948820,0.57036055
-4.61930965,7.32663211,0.46951240,6.55732970,0.03313992,0.08474084,0.02841712,0.08750845,0.54122839
-4.61330665,7.09657786,0.44687026,6.36283547,0.03219303,0.08316963,0.02708428,0.08579186,0.51414957
-4.60730365,6.87303926,0.42571616,6.17137857,0.03125350,0.08157931,0.02600616,0.08434121,0.48931492
-4.60130065,6.65783568,0.40622276,5.98458750,0.03035229,0.07998701,0.02518556,0.08315660,0.46688379
-4.59529765,6.45237768,0.38853863,5.80372446,0.02952007,0.07840720,0.02462108,0.08223623,0.44698490
-4.58929465,6.25768811,0.37278815,5.62970262,0.02878667,0.07685176,0.02430765,0.08157722,0.42971823
-4.58329165,6.07443902,0.35907243,5.46311805,0.02818058,0.07533009,0.02423711,0.08117649,0.41515803
-4.57728864,5.90300157,0.34747119,5.30429350,0.02772859,0.07384947,0.02439882,0.08103168,0.40335657
-4.57128564,5.74350521,0.33804572,5.15333102,0.02745554,0.07241540,0.02478041,0.08114197,0.39434864
-4.56528264,5.59590251,0.33084242,5.01016980,0.02738421,0.07103218,0.02536841,0.08150883,0.38815632
-4.55927964,5.46003587,0.32589707,4.87464599,0.02753532,0.06970335,0.02614893,0.08213660,0.38479394
-4.55327664,5.33570216,0.32323930,4.74655108,0.02792768,0.06843229,0.02710828,0.08303283,0.38427281
-4.54727364,5.22271213,0.32289722,4.62568584,0.02857833,0.06722265,0.02823351,0.08420842,0.38660543
-4.54127064,5.12094162,0.32490178,4.51190739,0.02950289,0.06607877,0.02951285,0.08567747,0.39180891
-4.53526763,5.03037222,0.32929071,4.40516733,0.03071585,0.06500598,0.03093608,0.08745679,0.39990734
-4.52926463,4.95111997,0.33611164,4.30553973,0.03223091,0.06401077,0.03249472,0.08956519,0.41093297
-4.52326163,4.88345100,0.34542439,4.21323811,0.03406132,0.06310076,0.03418217,0.09202245,0.42492592
-4.51725863,4.82778435,0.35730196,4.12862152,0.03622017,0.06228459,0.03599368,0.09484806,0.44193254
-4.51125563,4.78468233,0.37183042,4.05219026,0.03872059,0.06157163,0.03792617,0.09805980,0.46200230
-4.50525263,4.75482961,0.38910732,3.98457204,0.04157585,0.06097152,0.03997799,0.10167215,0.48518338
-4.49924962,4.73900288,0.40923877,3.92650023,0.04479938,0.06049371,0.04214851,0.10569467,0.51151712
-4.49324662,4.73803296,0.43233518,3.87878564,0.04840460,0.06014682,0.04443765,0.11013044,0.54103157
