energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,4.90638269,0.21037672,0.00000000,0.05611129,3.11962374,2.41606552,0.94271977
-5.99399700,4.94423547,0.20902684,0.00000000,0.05769104,3.14892398,2.43940126,0.95590549
-5.98799400,4.98338686,0.20769693,0.00000000,0.05926905,3.17913372,2.46426230,0.96929264
-5.98199100,5.02326416,0.20645365,0.00000000,0.06081955,3.20980489,2.49031319,0.98268696
-5.97598799,5.06313467,0.20535689,0.00000000,0.06231561,3.24038611,2.51712118,0.99587081
-5.96998499,5.10213278,0.20445856,0.00000000,0.06372989,3.27024205,2.54417214,1.00861010
-5.96398199,5.13929681,0.20380198,0.00000000,0.06503548,3.29867867,2.57089202,1.02066266
-5.95797899,5.17361312,0.20342165,0.00000000,0.06620682,3.32497316,2.59667282,1.03178756
-5.95197599,5.20406490,0.20334349,0.00000000,0.06722057,3.34840661,2.62090142,1.04175480
-5.94597299,5.22968275,0.20358545,0.00000000,0.06805649,3.36829755,2.64298974,1.05035495
-5.93996998,5.24959391,0.20415846,0.00000000,0.06869820,3.38403452,2.66240434,1.05740799
-5.93396698,5.26306747,0.20506757,0.00000000,0.06913385,3.39510560,2.67869390,1.06277115
-5.92796398,5.26955283,0.20631325,0.00000000,0.06935661,3.40112351,2.69151284,1.06634501
-5.92196098,5.26870955,0.20789282,0.00000000,0.06936502,3.40184469,2.70064005,1.06807789
-5.91595798,5.26042683,0.20980182,0.00000000,0.06916314,3.39718173,2.70599134,1.06796802
-5.90995498,5.24483220,0.21203538,0.00000000,0.06876050,3.38720834,2.70762547,1.06606373
-5.90395198,5.22228890,0.21458938,0.00000000,0.06817186,3.37215710,2.70574321,1.06246155
-5.89794897,5.19338285,0.21746151,0.00000000,0.06741678,3.35241023,2.70067992,1.05730241
-5.89194597,5.15890027,0.22065213,0.00000000,0.06651908,3.32848425,2.69289224,1.05076632
-5.88594297,5.11979769,0.22416489,0.00000000,0.06550608,3.30100974,2.68293987,1.04306585
-5.87993997,5.07716637,0.22800708,0.00000000,0.06440781,3.27070749,2.67146384,1.03443881
-5.87393697,5.03219364,0.23218979,0.00000000,0.06325614,3.23836273,2.65916251,1.02514055
-5.86793397,4.98612325,0.23672779,0.00000000,0.06208379,3.20479884,2.64676714,1.01543636
-5.86193097,4.94021720,0.24163924,0.00000000,0.06092349,3.17085223,2.63501821,1.00559437
-5.85592796,4.89572097,0.24694506,0.00000000,0.05980703,3.13734955,2.62464396,0.99587918
-5.84992496,4.85383371,0.25266828,0.00000000,0.05876442,3.10508831,2.61634230,0.98654657
-5.84392196,4.81568454,0.25883306,0.00000000,0.05782323,3.07482175,2.61076665,0.97783943
-5.83791896,4.78231551,0.26546367,0.00000000,0.05700787,3.04724814,2.60851631,0.96998488
-5.83191596,4.75467128,0.27258334,0.00000000,0.05633918,3.02300464,2.61013112,0.96319270
-5.82591296,4.73359490,0.28021303,0.00000000,0.05583402,3.00266516,2.61609030,0.95765475
-5.81990995,4.71982877,0.28837020,0.00000000,0.05550509,2.98674176,2.62681435,0.95354531
-5.81390695,4.71401945,0.29706759,0.00000000,0.05536086,2.97568839,2.64266940,0.95102201
-5.80790395,4.71672453,0.30631207,0.00000000,0.05540568,2.96990603,2.66397247,0.95022703
-5.80190095,4.72842008,0.31610353,0.00000000,0.05563993,2.96974791,2.69099653,0.95128831
-5.79589795,4.74950678,0.32643403,0.00000000,0.05606039,2.97552375,2.72397402,0.95432041
-5.78989495,4.78031337,0.33728697,0.00000000,0.05666065,2.98750202,2.76309787,0.95942477
-5.78389195,4.82109618,0.34863657,0.00000000,0.05743156,3.00590923,2.80851894,0.96668923
-5.77788894,4.87203399,0.36044748,0.00000000,0.05836180,3.03092600,2.86033958,0.97618657
-5.77188594,4.93321792,0.37267465,0.00000000,0.05943839,3.06267950,2.91860314,0.98797214
-5.76588294,5.00463667,0.38526337,0.00000000,0.06064725,3.10123269,2.98327974,1.00208062
-5.75987994,5.08615787,0.39814956,0.00000000,0.06197369,3.14657067,3.05424902,1.01852204
-5.75387694,5.17750681,0.41126022,0.00000000,0.06340286,3.19858535,3.13128119,1.03727735
-5.74787394,5.27824430,0.42451409,0.00000000,0.06492015,3.25705930,3.21401765,1.05829380
-5.74187094,5.38774554,0.43782243,0.00000000,0.06651146,3.32165047,3.30195306,1.08148067
-5.73586793,5.50518229,0.45109002,0.00000000,0.06816342,3.39187898,3.39442048,1.10670545
-5.72986493,5.62951024,0.46421616,0.00000000,0.06986346,3.46711769,3.49058154,1.13379127
-5.72386193,5.75946377,0.47709595,0.00000000,0.07159987,3.54658769,3.58942313,1.16251552
-5.71785893,5.89355949,0.48962150,0.00000000,0.07336169,3.62935995,3.68976184,1.19261039
-5.71185593,6.03010990,0.50168340,0.00000000,0.07513857,3.71436391,3.79025724,1.22376514
-5.70585293,6.16724759,0.51317208,0.00000000,0.07692057,3.80040331,3.88943415,1.25563056
-5.69984992,6.30295995,0.52397942,0.00000000,0.07869793,3.88617921,3.98571378,1.28782541
-5.69384692,6.43513357,0.53400024,0.00000000,0.08046081,3.97031975,4.07745305,1.31994469
-5.68784392,6.56160692,0.54313391,0.00000000,0.08219905,4.05141553,4.16299052,1.35156958
-5.68184092,6.68022915,0.55128588,0.00000000,0.08390192,4.12805917,4.24069739,1.38227854
-5.67583792,6.78892253,0.55836923,0.00000000,0.08555799,4.19888747,4.30903094,1.41165918
-5.66983492,6.88574547,0.56430605,0.00000000,0.08715496,4.26262388,4.36658821,1.43932014
-5.66383192,6.96895315,0.56902868,0.00000000,0.08867961,4.31811943,4.41215697,1.46490265
-5.65782891,7.03705245,0.57248085,0.00000000,0.09011781,4.36438978,4.44476149,1.48809089
-5.65182591,7.08884847,0.57461847,0.00000000,0.09145459,4.40064657,4.46370061,1.50862077
-5.64582291,7.12347988,0.57541020,0.00000000,0.09267430,4.42632122,4.46857593,1.52628646
-5.63981991,7.14044137,0.57483771,0.00000000,0.09376078,4.44107995,4.45930853,1.54094444
-5.63381691,7.13959171,0.57289563,0.00000000,0.09469764,4.44482910,4.43614317,1.55251469
-5.62781391,7.12114699,0.56959118,0.00000000,0.09546857,4.43771034,4.39963945,1.56097905
