energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,0.84337094,0.26368413,0.11088887,0.00208970,0.16565243,0.00272731,0.18555893
-5.99399700,0.85703306,0.26252252,0.11458696,0.00244835,0.16834672,0.00326758,0.18852767
-5.98799400,0.87249815,0.26097253,0.11887215,0.00285632,0.17139970,0.00389306,0.19188534
-5.98199100,0.89082014,0.25932694,0.12391496,0.00331767,0.17503398,0.00461160,0.19584325
-5.97598799,0.91311209,0.25790678,0.12989426,0.00383637,0.17948775,0.00543077,0.20062039
-5.96998499,0.94051519,0.25705403,0.13699257,0.00441619,0.18500882,0.00635759,0.20643655
-5.96398199,0.97416558,0.25712371,0.14539083,0.00506061,0.19184803,0.00739824,0.21350493
-5.95797899,1.01515970,0.25847548,0.15526296,0.00577270,0.20025231,0.00855778,0.22202490
-5.95197599,1.06451947,0.26146517,0.16677013,0.00655503,0.21045746,0.00983980,0.23217469
-5.94597299,1.12315810,0.26643626,0.18005507,0.00740954,0.22268088,0.01124615,0.24410469
-5.93996998,1.19184761,0.27371167,0.19523646,0.00833745,0.23711453,0.01277663,0.25793119
-5.93396698,1.27118912,0.28358589,0.21240375,0.00933915,0.25391814,0.01442868,0.27373110
-5.92796398,1.36158671,0.29631769,0.23161237,0.01041414,0.27321306,0.01619720,0.29153758
-5.92196098,1.46322578,0.31212348,0.25287970,0.01156090,0.29507676,0.01807431,0.31133694
-5.91595798,1.57605672,0.33117142,0.27618188,0.01277691,0.31953832,0.02004927,0.33306682
-5.90995498,1.69978436,0.35357645,0.30145158,0.01405862,0.34657489,0.02210843,0.35661580
-5.90395198,1.83386394,0.37939614,0.32857701,0.01540143,0.37610945,0.02423525,0.38182444
-5.89794897,1.97750377,0.40862762,0.35740215,0.01679981,0.40800977,0.02641051,0.40848789
-5.89194597,2.12967482,0.44120553,0.38772825,0.01824734,0.44208891,0.02861250,0.43635992
-5.88594297,2.28912730,0.47700110,0.41931680,0.01973690,0.47810706,0.03081738,0.46515829
-5.87993997,2.45441382,0.51582238,0.45189380,0.02126081,0.51577487,0.03299964,0.49457147
-5.87393697,2.62391882,0.55741567,0.48515525,0.02281107,0.55475824,0.03513262,0.52426636
-5.86793397,2.79589346,0.60146823,0.51877384,0.02437963,0.59468440,0.03718908,0.55389691
-5.86193097,2.96849506,0.64761221,0.55240656,0.02595859,0.63514918,0.03914192,0.58311337
-5.85592796,3.13982995,0.69542985,0.58570301,0.02754055,0.67572536,0.04096481,0.61157171
-5.84992496,3.30799826,0.74445980,0.61831412,0.02911882,0.71597167,0.04263292,0.63894315
-5.84392196,3.47113929,0.79420458,0.64990102,0.03068770,0.75544243,0.04412360,0.66492317
-5.83791896,3.62747581,0.84413907,0.68014351,0.03224267,0.79369722,0.04541699,0.68923985
