energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,7.24446754,0.90567547,0.00000000,2.25262315,2.20097488,3.47667956,0.00000000
-5.99399700,7.19487337,0.91193736,0.00000000,2.22975196,2.20721945,3.42963545,0.00000000
-5.98799400,7.12790289,0.91690807,0.00000000,2.20147621,2.20948907,3.37149748,0.00000000
-5.98199100,7.04598587,0.92069105,0.00000000,2.16874087,2.20801160,3.30380636,0.00000000
-5.97598799,6.95177800,0.92340096,0.00000000,2.13254435,2.20307304,3.22825672,0.00000000
-5.96998499,6.84805679,0.92515507,0.00000000,2.09390151,2.19499830,3.14663838,0.00000000
-5.96398199,6.73761542,0.92606498,0.00000000,2.05380723,2.18413105,3.06077572,0.00000000
-5.95797899,6.62315989,0.92622910,0.00000000,2.01320234,2.17081410,2.97246779,0.00000000
-5.95197599,6.50721438,0.92572663,0.00000000,1.97294338,2.15537143,2.88343159,0.00000000
-5.94597299,6.39203903,0.92461327,0.00000000,1.93377759,2.13809323,2.79525084,0.00000000
-5.93996998,6.27956376,0.92291900,0.00000000,1.89632397,2.11922485,2.70933222,0.00000000
-5.93396698,6.17134077,0.92064809,0.00000000,1.86106109,2.09896013,2.62687070,0.00000000
-5.92796398,6.06851710,0.91778121,0.00000000,1.82832198,2.07743958,2.54882495,0.00000000
-5.92196098,5.97182790,0.91427961,0.00000000,1.79829573,2.05475318,2.47590360,0.00000000
-5.91595798,5.88160946,0.91009080,0.00000000,1.77103554,2.03094760,2.40856234,0.00000000
-5.90995498,5.79783060,0.90515555,0.00000000,1.74647226,2.00603702,2.34701142,0.00000000
-5.90395198,5.72013962,0.89941560,0.00000000,1.72443241,1.98001675,2.29123271,0.00000000
-5.89794897,5.64792381,0.89282152,0.00000000,1.70465950,1.95287855,2.24100506,0.00000000
-5.89194597,5.58037746,0.88534023,0.00000000,1.68683719,1.92462659,2.19593615,0.00000000
-5.88594297,5.51657460,0.87696178,0.00000000,1.67061308,1.89529275,2.15549913,0.00000000
-5.87993997,5.45554226,0.86770473,0.00000000,1.65562177,1.86495036,2.11907194,0.00000000
-5.87393697,5.39633038,0.85762005,0.00000000,1.64150593,1.83372535,2.08597730,0.00000000
-5.86793397,5.33807484,0.84679318,0.00000000,1.62793463,1.80180392,2.05552145,0.00000000
-5.86193097,5.28005069,0.83534412,0.00000000,1.61461794,1.76943645,2.02702981,0.00000000
-5.85592796,5.22171317,0.82342558,0.00000000,1.60131744,1.73693703,1.99987812,0.00000000
-5.84992496,5.16272522,0.81121932,0.00000000,1.58785237,1.70467886,1.97351788,0.00000000
-5.84392196,5.10297056,0.79893081,0.00000000,1.57410153,1.67308540,1.94749535,0.00000000
-5.83791896,5.04255273,0.78678254,0.00000000,1.56000117,1.64261802,1.92146373,0.00000000
-5.83191596,4.98178085,0.77500628,0.00000000,1.54553945,1.61376050,1.89518853,0.00000000
-5.82591296,4.92114381,0.76383467,0.00000000,1.53074809,1.58700129,1.86854675,0.00000000
-5.81990995,4.86127513,0.75349256,0.00000000,1.51569218,1.56281448,1.84152035,0.00000000
-5.81390695,4.80291109,0.74418844,0.00000000,1.50045882,1.54164037,1.81418536,0.00000000
-5.80790395,4.74684506,0.73610642,0.00000000,1.48514576,1.52386664,1.78669763,0.00000000
-5.80190095,4.69388108,0.72939903,0.00000000,1.46985066,1.50981123,1.75927666,0.00000000
-5.79589795,4.64478958,0.72418117,0.00000000,1.45466189,1.49970767,1.73218881,0.00000000
-5.78989495,4.60026780,0.72052550,0.00000000,1.43965131,1.49369384,1.70573110,0.00000000
-5.78389195,4.56090741,0.71845941,0.00000000,1.42486972,1.49180459,1.68021673,0.00000000
-5.77788894,4.52717081,0.71796370,0.00000000,1.41034499,1.49396889,1.65596311,0.00000000
-5.77188594,4.49937739,0.71897300,0.00000000,1.39608297,1.50001154,1.63328302,0.00000000
-5.76588294,4.47770013,0.72137804,0.00000000,1.38207108,1.50965966,1.61247912,0.00000000
-5.75987994,4.46217233,0.72502939,0.00000000,1.36828422,1.52255354,1.59384185,0.00000000
-5.75387694,4.45270358,0.72974284,0.00000000,1.35469231,1.53826147,1.57765025,0.00000000
-5.74787394,4.44910351,0.73530596,0.00000000,1.34126913,1.55629789,1.56417530,0.00000000
-5.74187094,4.45111141,0.74148564,0.00000000,1.32800149,1.57614391,1.55368486,0.00000000
-5.73586793,4.45842935,0.74803632,0.00000000,1.31489814,1.59726926,1.54644939,0.00000000
-5.72986493,4.47075633,0.75470853,0.00000000,1.30199764,1.61915447,1.54274746,0.00000000
-5.72386193,4.48782097,0.76125738,0.00000000,1.28937458,1.64131230,1.54287011,0.00000000
-5.71785893,4.50941023,0.76745065,0.00000000,1.27714364,1.66330702,1.54712317,0.00000000
-5.71185593,4.53539209,0.77307625,0.00000000,1.26546105,1.68477082,1.55582691,0.00000000
-5.70585293,4.56573046,0.77794853,0.00000000,1.25452327,1.70541626,1.56931240,0.00000000
-5.69984992,4.60049103,0.78191357,0.00000000,1.24456290,1.72504424,1.58791449,0.00000000
-5.69384692,4.63983759,0.78485287,0.00000000,1.23584193,1.74354707,1.61196127,0.00000000
-5.68784392,4.68401871,0.78668575,0.00000000,1.22864271,1.76090646,1.64176030,0.00000000
-5.68184092,4.73334557,0.78737021,0.00000000,1.22325717,1.77718684,1.67758218,0.00000000
-5.67583792,4.78816211,0.78690239,0.00000000,1.21997478,1.79252424,1.71964221,0.00000000
-5.66983492,4.84880936,0.78531492,0.00000000,1.21907019,1.80711180,1.76808088,0.00000000
-5.66383192,4.91558604,0.78267412,0.00000000,1.22079098,1.82118261,1.82294443,0.00000000
-5.65782891,4.98870798,0.77907668,0.00000000,1.22534656,1.83499136,1.88416639,0.00000000
-5.65182591,5.06826886,0.77464576,0.00000000,1.23289857,1.84879568,1.95155120,0.00000000
-5.64582291,5.15420473,0.76952712,0.00000000,1.24355363,1.86283884,2.02476093,0.00000000
-5.63981991,5.24626486,0.76388540,0.00000000,1.25735854,1.87733456,2.10330599,0.00000000
-5.63381691,5.34399056,0.75790089,0.00000000,1.27429851,1.89245532,2.18654038,0.00000000
-5.62781391,5.44670380,0.75176697,0.00000000,1.29429809,1.90832471,2.27366219,0.00000000
-5.62181091,5.55350640,0.74568829,0.00000000,1.31722502,1.92501437,2.36371933,0.00000000
-5.61580790,5.66329019,0.73987984,0.00000000,1.34289645,1.94254576,2.45562076,0.00000000
-5.60980490,5.77475794,0.73456667,0.00000000,1.37108714,1.96089650,2.54815284,0.00000000
-5.60380190,5.88645406,0.72998429,0.00000000,1.40153910,1.98001081,2.64000038,0.00000000
-5.59779890,5.99680373,0.72637929,0.00000000,1.43397193,1.99981312,2.72977182,0.00000000
-5.59179590,6.10415852,0.72400997,0.00000000,1.46809309,2.02022387,2.81602771,0.00000000
-5.58579290,6.20684614,0.72314661,0.00000000,1.50360767,2.04117613,2.89731162,0.00000000
-5.57978989,6.30322205,0.72407085,0.00000000,1.54022667,2.06263160,2.97218242,0.00000000
-5.57378689,6.39172009,0.72707388,0.00000000,1.57767349,2.08459460,3.03924713,0.00000000
-5.56778389,6.47089974,0.73245304,0.00000000,1.61568824,2.10712273,3.09719304,0.00000000
-5.56178089,6.53948763,0.74050651,0.00000000,1.65402944,2.13033283,3.14481841,0.00000000
-5.55577789,6.59641131,0.75152597,0.00000000,1.69247324,2.15440158,3.18106073,0.00000000
-5.54977489,6.64082364,0.76578704,0.00000000,1.73081016,2.17955987,3.20502177,0.00000000
-5.54377189,6.67211678,0.78353785,0.00000000,1.76883967,2.20608094,3.21598869,0.00000000
-5.53776888,6.68992513,0.80498576,0.00000000,1.80636303,2.23426244,3.21345076,0.00000000
