energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,2.76775524,0.14009376,0.00000000,1.73028049,1.01817401,0.00795447,0.29237903
-5.99399700,2.79807798,0.13983245,0.00000000,1.75002009,1.03560784,0.00800829,0.29064635
-5.98799400,2.81606087,0.13889510,0.00000000,1.76098062,1.05005477,0.00802666,0.28736618
-5.98199100,2.82175153,0.13733288,0.00000000,1.76308491,1.06165700,0.00800941,0.28259718
-5.97598799,2.81557692,0.13521414,0.00000000,1.75647763,1.07070508,0.00795755,0.27643075
-5.96998499,2.79833345,0.13262278,0.00000000,1.74152052,1.07763429,0.00787324,0.26898791
-5.96398199,2.77116478,0.12965618,0.00000000,1.71878059,1.08301600,0.00775975,0.26041523
-5.95797899,2.73552820,0.12642264,0.00000000,1.68901195,1.08754420,0.00762136,0.25088027
-5.95197599,2.69315090,0.12303854,0.00000000,1.65313217,1.09201770,0.00746321,0.24056647
-5.94597299,2.64597769,0.11962518,0.00000000,1.61219406,1.09731835,0.00729116,0.22966777
-5.93996998,2.59611221,0.11630549,0.00000000,1.56735433,1.10438608,0.00711161,0.21838316
-5.93396698,2.54575391,0.11320059,0.00000000,1.51984026,1.11419152,0.00693128,0.20691126
-5.92796398,2.49713296,0.11042641,0.00000000,1.47091585,1.12770702,0.00675706,0.19544526
-5.92196098,2.45244542,0.10809042,0.00000000,1.42184864,1.14587712,0.00659574,0.18416820
-5.91595798,2.41379086,0.10628851,0.00000000,1.37387828,1.16958927,0.00645386,0.17324880
-5.90995498,2.38311434,0.10510224,0.00000000,1.32818792,1.19964574,0.00633751,0.16283803
-5.90395198,2.36215447,0.10459643,0.00000000,1.28587897,1.23673769,0.00625214,0.15306627
-5.89794897,2.35239889,0.10481723,0.00000000,1.24794981,1.28142209,0.00620243,0.14404132
-5.89194597,2.35504827,0.10579068,0.00000000,1.21527863,1.33410232,0.00619215,0.13584715
-5.88594297,2.37098943,0.10752192,0.00000000,1.18861041,1.39501297,0.00622409,0.12854333
-5.87993997,2.40077808,0.10999496,0.00000000,1.16854796,1.46420935,0.00629995,0.12216524
-5.87393697,2.44463106,0.11317309,0.00000000,1.15554654,1.54156221,0.00642035,0.11672485
-5.86793397,2.50242805,0.11699996,0.00000000,1.14991181,1.62675763,0.00658478,0.11221208
-5.86193097,2.57372218,0.12140128,0.00000000,1.15180066,1.71930248,0.00679165,0.10859656
-5.85592796,2.65775894,0.12628711,0.00000000,1.16122432,1.81853498,0.00703832,0.10582989
-5.84992496,2.75350263,0.13155462,0.00000000,1.17805364,1.92364054,0.00732119,0.10384805
-5.84392196,2.85966937,0.13709138,0.00000000,1.20202592,2.03367211,0.00763579,0.10257408
-5.83791896,2.97476573,0.14277892,0.00000000,1.23275327,2.14757473,0.00797689,0.10192086
-5.83191596,3.09713177,0.14849658,0.00000000,1.26973228,2.26421351,0.00833863,0.10179393
-5.82591296,3.22498743,0.15412544,0.00000000,1.31235490,2.38240419,0.00871467,0.10209426
-5.81990995,3.35648111,0.15955215,0.00000000,1.35992058,2.50094553,0.00909837,0.10272097
-5.81390695,3.48973906,0.16467269,0.00000000,1.41164969,2.61865231,0.00948285,0.10357390
-5.80790395,3.62291457,0.16939577,0.00000000,1.46669816,2.73438820,0.00986127,0.10455595
-5.80190095,3.75423549,0.17364574,0.00000000,1.52417344,2.84709725,0.01022688,0.10557530
