energy_ev,total_up,total_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,3.30550153,-1.27330815,0.36807228,-0.18733703,1.59111970,-0.22589208,0.55761565,-0.14239113,0.01094955,-0.01237942,0.52036605,-0.22989028,0.03654550,-0.01510344,1.23173456,-0.47271896
-5.92196098,3.43074686,-1.31919815,0.38195503,-0.19181304,1.66052893,-0.23749225,0.57497585,-0.14590099,0.01110264,-0.01212391,0.54008648,-0.23891290,0.03799939,-0.01610816,1.27971621,-0.48979936
-5.91595798,3.54641139,-1.37093419,0.39495720,-0.19751809,1.72496976,-0.25104416,0.59024449,-0.14974192,0.01120225,-0.01191999,0.55790401,-0.24870718,0.03938945,-0.01714292,1.32473646,-0.50954068
-5.90995498,3.65039255,-1.42925002,0.40684569,-0.20465301,1.78344891,-0.26676904,0.60311676,-0.15397828,0.01124605,-0.01178511,0.57352527,-0.25935493,0.04068985,-0.01820618,1.36595883,-0.53228605
-5.90395198,3.74080350,-1.49481551,0.41741068,-0.21340093,1.83505369,-0.28486955,0.61333887,-0.15867141,0.01123323,-0.01173620,0.58669400,-0.27093121,0.04187663,-0.01929718,1.40261770,-0.55834763
-5.89794897,3.81601231,-1.56820915,0.42647010,-0.22392063,1.87897140,-0.30552270,0.62071342,-0.16387726,0.01116450,-0.01178916,0.59719625,-0.28350086,0.04292826,-0.02041593,1.43403425,-0.58799449
-5.89194597,3.87467382,-1.64989123,0.43387326,-0.23634017,1.91450616,-0.32887298,0.62510300,-0.16964411,0.01104203,-0.01195841,0.60486434,-0.29711495,0.04382592,-0.02156305,1.45962998,-0.62144078
-5.88594297,3.91575365,-1.74017808,0.43950384,-0.25075093,1.94109302,-0.35502583,0.62643202,-0.17601032,0.01086934,-0.01225644,0.60957950,-0.31180746,0.04455390,-0.02273971,1.47893775,-0.65883442
-5.87993997,3.93854407,-1.83921836,0.44328189,-0.26720227,1.95830886,-0.38404162,0.62468666,-0.18300218,0.01065121,-0.01269341,0.61127312,-0.32759212,0.04509977,-0.02394736,1.49160993,-0.70024672
-5.87393697,3.94267165,-1.94697198,0.44516496,-0.28569698,1.96588002,-0.41593035,0.61991324,-0.19063190,0.01039341,-0.01327679,0.60992671,-0.34445951,0.04545448,-0.02518752,1.49742367,-0.74566334
-5.86793397,3.92809682,-2.06319266,0.44514834,-0.30618771,1.96368652,-0.45064722,0.61221499,-0.19889582,0.01010256,-0.01401099,0.60557068,-0.36237457,0.04561242,-0.02646150,1.49628333,-0.79497676
-5.86193097,3.89510595,-2.18741468,0.44326435,-0.32857456,1.95176285,-0.48808921,0.60174754,-0.20777292,0.00978584,-0.01489711,0.59828189,-0.38127465,0.04557141,-0.02777007,1.48822000,-0.84798096
-5.85592796,3.84429645,-2.31894487,0.43958079,-0.35270398,1.93029541,-0.52809299,0.58871337,-0.21722367,0.00945076,-0.01593270,0.58818037,-0.40106795,0.04533254,-0.02911320,1.47338830,-0.90436828
-5.84992496,3.77655554,-2.45686037,0.43419859,-0.37836919,1.89961678,-0.57043411,0.57335541,-0.22718925,0.00910490,-0.01711163,0.57542520,-0.42163286,0.04490002,-0.03048970,1.45206056,-0.96372917
-5.84392196,3.69303366,-2.60001289,0.42724871,-0.40531211,1.86019695,-0.61482775,0.55595004,-0.23759136,0.00875570,-0.01842402,0.56020975,-0.44281786,0.04428101,-0.03189694,1.42461869,-1.02555473
-5.83791896,3.59511324,-2.74703982,0.41888837,-0.43322703,1.81263184,-0.66093113,0.53679983,-0.24833250,0.00841017,-0.01985624,0.54275654,-0.46444232,0.04348533,-0.03333069,1.39154384,-1.08924249
-5.83191596,3.48437382,-2.89638261,0.40929674,-0.46176588,1.75762936,-0.70834756,0.51622608,-0.25929689,0.00807473,-0.02139103,0.52331177,-0.48629826,0.04252520,-0.03478484,1.35340411,-1.15410538
-5.82591296,3.36255424,-3.04631224,0.39867016,-0.49054517,1.69599334,-0.75663223,0.49456151,-0.27035198,0.00775504,-0.02300776,0.50213975,-0.50815289,0.04141495,-0.03625134,1.31084073,-1.21938385
-5.81990995,3.23151281,-3.19496164,0.38721708,-0.51915444,1.62860577,-0.80529981,0.47214307,-0.28135069,0.00745584,-0.02468270,0.47951734,-0.52975228,0.04017068,-0.03772020,1.26455289,-1.28426096
-5.81390695,3.09318642,-3.34036445,0.37515271,-0.54716600,1.55640774,-0.85383352,0.44930512,-0.29213415,0.00718083,-0.02638948,0.45572848,-0.55082577,0.03880995,-0.03917947,1.21528144,-1.34788025
-5.80790395,2.94954910,-3.48049930,0.36269364,-0.57414584,1.48037941,-0.90169578,0.42637305,-0.30253512,0.00693266,-0.02809963,0.43105894,-0.57109136,0.03735147,-0.04061546,1.16379211,-1.40936570
-5.80190095,2.80257116,-3.61333831,0.35005250,-0.59966517,1.40151968,-0.94834021,0.40365732,-0.31238187,0.00671288,-0.02978317,0.40579139,-0.59026180,0.03581469,-0.04201293,1.11085830,-1.46784353
-5.79589795,2.65417948,-3.73689872,0.33743278,-0.62331246,1.32082583,-0.99322447,0.38144808,-0.32150247,0.00652194,-0.03140935,0.38020080,-0.60805136,0.03421950,-0.04335541,1.05724395,-1.52246491
-5.78989495,2.50621980,-3.84929564,0.32502403,-0.64470540,1.23927382,-1.03582394,0.36001036,-0.32972934,0.00635924,-0.03294740,0.35455021,-0.62418293,0.03258588,-0.04462561,1.00368701,-1.57242895
-5.78389195,2.36042187,-3.94879451,0.31299742,-0.66350235,1.15779949,-1.07564564,0.33957983,-0.33690395,0.00622326,-0.03436732,0.32908705,-0.63839549,0.03093351,-0.04580585,0.95088366,-1.61700520
-5.77788894,2.21836807,-4.03386127,0.30150202,-0.67941292,1.07728141,-1.11224197,0.32035928,-0.34288144,0.00611162,-0.03564071,0.30403986,-0.65045145,0.02928148,-0.04687855,0.89947394,-1.65555482
-5.77188594,2.08146637,-4.10320840,0.29066161,-0.69220721,0.99852560,-1.14522395,0.30251570,-0.34753507,0.00602125,-0.03674156,0.27961557,-0.66014383,0.02764796,-0.04782673,0.85002910,-1.68754962
-5.76588294,1.95092820,-4.15583520,0.28057245,-0.70172324,0.92225256,-1.17427328,0.28617821,-0.35076022,0.00594851,-0.03764698,0.25599732,-0.66730283,0.02604988,-0.04863456,0.80304096,-1.71258836
-5.75987994,1.82775182,-4.19106068,0.27130183,-0.70787236,0.84908699,-1.19915290,0.27143669,-0.35247792,0.00588941,-0.03833790,0.23334288,-0.67180168,0.02450266,-0.04928788,0.75891373,-1.73040951
-5.75387694,1.71271169,-4.20854767,0.26288755,-0.71064231,0.77955041,-1.21971557,0.25834138,-0.35263760,0.00583973,-0.03879963,0.21178362,-0.67356140,0.02302003,-0.04977464,0.71795851,-1.74090016
-5.74787394,1.60635406,-4.20831723,0.25533843,-0.71009785,0.71405675,-1.23590996,0.24690325,-0.35121909,0.00579524,-0.03902227,0.19142407,-0.67255437,0.02161380,-0.05008537,0.68039065,-1.74410056
-5.74187094,1.50899899,-4.19075269,0.24863570,-0.70637873,0.65291105,-1.24778403,0.23709536,-0.34823364,0.00575184,-0.03900105,0.17234207,-0.66880640,0.02029379,-0.05021352,0.64632997,-1.74020424
-5.73586793,1.42074855,-4.15659285,0.24273530,-0.69969526,0.59631119,-1.25548546,0.22885519,-0.34372409,0.00570574,-0.03873642,0.15458946,-0.66239735,0.01906773,-0.05015579,0.61580408,-1.72955352
-5.72986493,1.34150110,-4.10691468,0.23757102,-0.69032155,0.54435241,-1.25925879,0.22208780,-0.33776393,0.00565358,-0.03823404,0.13819328,-0.65345997,0.01794131,-0.04991229,0.58875430,-1.71263071
-5.72386193,1.27097096,-4.04310598,0.23305833,-0.67858655,0.49703445,-1.25943956,0.21666990,-0.33045553,0.00559260,-0.03750456,0.12315750,-0.64217730,0.01691822,-0.04948668,0.56504430,-1.69004513
-5.71785893,1.20871270,-3.96682870,0.22909880,-0.66486347,0.45427087,-1.25644519,0.21245467,-0.32192741,0.00552068,-0.03656328,0.10946507,-0.62877829,0.01600033,-0.04888613,0.54447090,-1.66251657
-5.71185593,1.15414930,-3.87997449,0.22558481,-0.64955781,0.41590020,-1.25076320,0.20927722,-0.31233079,0.00543644,-0.03542965,0.09708034,-0.61353218,0.01518783,-0.04812126,0.52677662,-1.63085563
-5.70585293,1.10660288,-3.78461375,0.22240459,-0.63309453,0.38169838,-1.24293675,0.20696053,-0.30183547,0.00533928,-0.03412662,0.08595174,-0.59674144,0.01447950,-0.04720591,0.51166354,-1.59594164
-5.69984992,1.06532689,-3.68293996,0.21944714,-0.61590482,0.35139199,-1.23354833,0.20532162,-0.29062520,0.00522937,-0.03267995,0.07601460,-0.57873383,0.01387296,-0.04615685,0.49880779,-1.55869895
-5.69384692,1.02953851,-3.57721137,0.21660697,-0.59841308,0.32467179,-1.22320191,0.20417779,-0.27889282,0.00510765,-0.03111741,0.06719403,-0.55985367,0.01336500,-0.04499339,0.48787421,-1.52007232
-5.68784392,0.99844996,-3.46969181,0.21378845,-0.58102438,0.30120600,-1.21250429,0.20335271,-0.26683515,0.00497577,-0.02946797,0.05940779,-0.54045268,0.01295180,-0.04373692,0.47853035,-1.48100231
-5.68184092,0.97129751,-3.36259263,0.21090952,-0.56411311,0.28065297,-1.20204634,0.20268206,-0.25464808,0.00483598,-0.02776094,0.05256900,-0.52088076,0.01262926,-0.04241044,0.47045951,-1.44240120
-5.67583792,0.94736719,-3.25801775,0.20790474,-0.54801293,0.26267263,-1.19238477,0.20201851,-0.24252174,0.00469107,-0.02602523,0.04658878,-0.50147707,0.01239319,-0.04103796,0.46337210,-1.40513053
-5.66983492,0.92601617,-3.15791330,0.20472735,-0.53300857,0.24693667,-1.18402517,0.20123591,-0.23063614,0.00454425,-0.02428855,0.04137845,-0.48256155,0.01223956,-0.03964399,0.45701495,-1.36998056
-5.66383192,0.90668927,-3.06402345,0.20135056,-0.51932955,0.23313690,-1.17740685,0.20023247,-0.21915729,0.00439896,-0.02257676,0.03685165,-0.46442739,0.01216464,-0.03825292,0.45117825,-1.33765238
-5.65782891,0.88893006,-2.97785357,0.19776774,-0.50714601,0.22099183,-1.17289003,0.19893288,-0.20823394,0.00425880,-0.02091330,0.03292596,-0.44733455,0.01216503,-0.03688855,0.44570000,-1.30874309
-5.65182591,0.87238646,-2.90064151,0.19399177,-0.49656670,0.21025134,-1.17074586,0.19728916,-0.19799498,0.00412732,-0.01931871,0.02952423,-0.43150454,0.01223777,-0.03557355,0.44046771,-1.28373435
-5.64582291,0.85681090,-2.83333750,0.19005344,-0.48763909,0.20069946,-1.17114945,0.19528049,-0.18854755,0.00400795,-0.01781032,0.02657559,-0.41711663,0.01238022,-0.03432905,0.43541757,-1.26298431
-5.63981991,0.84205556,-2.77659292,0.18599913,-0.48035145,0.19215532,-1.17417609,0.19291185,-0.17997593,0.00390379,-0.01640199,0.02401606,-0.40430544,0.01259002,-0.03317421,0.43053135,-1.24672332
-5.63381691,0.82806313,-2.73075764,0.18188787,-0.47463670,0.18447256,-1.17980076,0.19021172,-0.17234105,0.00381757,-0.01510406,0.02178891,-0.39316009,0.01286495,-0.03212599,0.42583105,-1.23505296
-5.62781391,0.81485402,-2.69588559,0.17778788,-0.47037783,0.17753733,-1.18790069,0.18722895,-0.16568070,0.00375148,-0.01392331,0.01984467,-0.38372463,0.01320270,-0.03119886,0.42137211,-1.22794842
-5.62181091,0.80251108,-2.67174771,0.17377293,-0.46741453,0.17126521,-1.19826082,0.18402899,-0.16001030,0.00370715,-0.01286312,0.01814099,-0.37599984,0.01360076,-0.03040471,0.41723530,-1.22526399
-5.61580790,0.79116259,-2.65785149,0.16991859,-0.46555075,0.16559728,-1.21058179,0.18068981,-0.15532415,0.00368557,-0.01192370,0.01664224,-0.36994605,0.01405616,-0.02975273,0.41351803,-1.22674113
-5.60980490,0.78096494,-2.65346602,0.16629860,-0.46456283,0.16049579,-1.22449005,0.17729759,-0.15159710,0.00368705,-0.01110234,0.01531906,-0.36548697,0.01456534,-0.02924942,0.41032554,-1.23201887
-5.60380190,0.77208573,-2.65765126,0.16298156,-0.46420792,0.15593958,-1.23954973,0.17394250,-0.14878653,0.00371124,-0.01039377,0.01414775,-0.36251415,0.01512397,-0.02889863,0.40776246,-1.24064611
-5.59779890,0.76468847,-2.66929062,0.16002805,-0.46423238,0.15191957,-1.25527567,0.17071490,-0.14683446,0.00375715,-0.00979060,0.01310964,-0.36089197,0.01572684,-0.02870165,0.40592518,-1.25209530
-5.59179590,0.75891941,-2.68712555,0.15748834,-0.46437984,0.14843457,-1.27114728,0.16770188,-0.14566987,0.00382318,-0.00928370,0.01219054,-0.36046290,0.01636786,-0.02865730,0.40489546,-1.26577716
-5.58579290,0.75489728,-2.70979102,0.15540073,-0.46439876,0.14548760,-1.28662269,0.16498459,-0.14521103,0.00390718,-0.00886266,0.01138016,-0.36105281,0.01703999,-0.02876208,0.40473549,-1.28105599
-5.57978989,0.75270625,-2.73585117,0.15379059,-0.46404924,0.14308280,-1.30115279,0.16263625,-0.14536779,0.00400656,-0.00851619,0.01067161,-0.36247617,0.01773538,-0.02901027,0.40548464,-1.29726521
-5.57378689,0.75239219,-2.76383393,0.15267009,-0.46310904,0.14122310,-1.31419495,0.16072100,-0.14604382,0.00411835,-0.00823260,0.01006107,-0.36454098,0.01844542,-0.02939408,0.40715781,-1.31372281
-5.56778389,0.75396228,-2.79226428,0.15203854,-0.46137852,0.13990856,-1.32522587,0.15929358,-0.14713871,0.00423933,-0.00800010,0.00954749,-0.36705336,0.01916099,-0.02990377,0.40974556,-1.32974640
-5.56178089,0.75738762,-2.81969524,0.15188333,-0.45868471,0.13913547,-1.33375353,0.15839979,-0.14855000,0.00436611,-0.00780723,0.00913245,-0.36982154,0.01987263,-0.03052772,0.41321557,-1.34466760
-5.55577789,0.76260841,-2.84473635,0.15218133,-0.45488428,0.13889610,-1.33932790,0.15807761,-0.15017503,0.00449526,-0.00764309,0.00882019,-0.37265950,0.02057083,-0.03125257,0.41751545,-1.35784553
-5.54977489,0.76954122,-2.86607924,0.15290061,-0.44986554,0.13917895,-1.34155035,0.15835891,-0.15191262,0.00462337,-0.00749766,0.00861768,-0.37538990,0.02124622,-0.03206329,0.42257646,-1.36867930
-5.54377189,0.77808761,-2.88252004,0.15400242,-0.44354949,0.13996956,-1.34008152,0.15927164,-0.15366465,0.00474720,-0.00736196,0.00853483,-0.37784658,0.02188995,-0.03294326,0.42831785,-1.37661917
-5.53776888,0.78814357,-2.89297854,0.15544323,-0.43588995,0.14125157,-1.33464770,0.16084219,-0.15533752,0.00486369,-0.00722820,0.00858483,-0.37987647,0.02249382,-0.03387445,0.43465150,-1.38117641
-5.53176588,0.79960897,-2.89651396,0.15717670,-0.42687299,0.14300796,-1.32504557,0.16309797,-0.15684341,0.00497009,-0.00708990,0.00878454,-0.38134112,0.02305059,-0.03483748,0.44148648,-1.38193166
-5.52576288,0.81239665,-2.89233742,0.15915565,-0.41651553,0.14522253,-1.31114531,0.16606991,-0.15810149,0.00506395,-0.00694191,0.00915493,-0.38211776,0.02355413,-0.03581186,0.44873333,-1.37854166
-5.51975988,0.82644046,-2.87982104,0.16133364,-0.40486340,0.14788125,-1.29289205,0.16979474,-0.15903896,0.00514320,-0.00678042,0.00972164,-0.38210004,0.02399955,-0.03677616,0.45630777,-1.37074435
-5.51375688,0.84170207,-2.85850386,0.16366644,-0.39198889,0.15097367,-1.27030571,0.17431703,-0.15959208,0.00520613,-0.00660297,0.01051544,-0.38119855,0.02438333,-0.03770835,0.46413364,-1.35836226
-5.50775388,0.85817615,-2.82809456,0.16611310,-0.37798789,0.15449413,-1.24347924,0.17969088,-0.15970693,0.00525143,-0.00640829,0.01157282,-0.37934107,0.02470332,-0.03858611,0.47214516,-1.34130412
-5.50175088,0.87589395,-2.78847129,0.16863677,-0.36297667,0.15844299,-1.21257535,0.18598102,-0.15934018,0.00527813,-0.00619630,0.01293652,-0.37647273,0.02495873,-0.03938721,0.48028817,-1.31956482
-5.49574787,0.89492524,-2.73967867,0.17120518,-0.34708855,0.16282767,-1.17782191,0.19326361,-0.15845971,0.00528563,-0.00596793,0.01465602,-0.37255605,0.02515011,-0.04008998,0.48852075,-1.29322360
-5.48974487,0.91537874,-2.68192222,0.17379093,-0.33047031,0.16766362,-1.13950605,0.20162642,-0.15704503,0.00527364,-0.00572504,0.01678805,-0.36757088,0.02527920,-0.04067380,0.49681300,-1.26244073
-5.48374187,0.93740123,-2.61556038,0.17637152,-0.31327872,0.17297535,-1.09796716,0.21116862,-0.15508767,0.00524216,-0.00547026,0.01939695,-0.36151437,0.02534888,-0.04111960,0.50514638,-1.22745265
-5.47773887,0.96117570,-2.54109454,0.17892922,-0.29567699,0.17879737,-1.05358906,0.22200010,-0.15259128,0.00519146,-0.00520689,0.02255511,-0.35440083,0.02536292,-0.04141037,0.51351248,-1.18856583
-5.47173587,0.98691867,-2.45915713,0.18145090,-0.27783144,0.18517523,-1.00679150,0.23424049,-0.14957174,0.00512201,-0.00493876,0.02634319,-0.34626153,0.02532592,-0.04153172,0.52191171,-1.14614949
-5.46573287,1.01487717,-2.37049819,0.18392768,-0.25990835,0.19216668,-0.95802124,0.24801781,-0.14605688,0.00503449,-0.00467010,0.03085034,-0.33714445,0.02524306,-0.04147227,0.53035176,-1.10062734
-5.45972986,1.04532544,-2.27597074,0.18635469,-0.24207104,0.19984284,-0.90774296,0.26346700,-0.14208624,0.00492974,-0.00440550,0.03617432,-0.32711388,0.02511996,-0.04122415,0.53884621,-1.05246875
-5.45372686,1.07856170,-2.17651505,0.18873078,-0.22447731,0.20828957,-0.85643024,0.28072822,-0.13771051,0.00480874,-0.00414975,0.04242147,-0.31624990,0.02496252,-0.04078325,0.54741326,-1.00217929
-5.44772386,1.11490515,-2.07314231,0.19105822,-0.20727723,0.21760877,-0.80455687,0.29994520,-0.13299084,0.00467262,-0.00390782,0.04970660,-0.30464762,0.02477672,-0.04014950,0.55607473,-0.95029123
-5.44172086,1.15469313,-1.96691783,0.19334253,-0.19061132,0.22791965,-0.75258863,0.32126350,-0.12799794,0.00452260,-0.00368478,0.05815264,-0.29241619,0.02456850,-0.03932695,0.56485528,-0.89735390
-5.43571786,1.19827863,-1.85894401,0.19559230,-0.17460909,0.23935991,-0.70097579,0.34482892,-0.12281106,0.00436002,-0.00348573,0.06789022,-0.27967756,0.02434357,-0.03832377,0.57378208,-0.84392435
-5.42971486,1.24602790,-1.75034338,0.19781899,-0.15938806,0.25208648,-0.65014641,0.37078596,-0.11751675,0.00418631,-0.00331582,0.07905694,-0.26656490,0.02410732,-0.03715214,0.58288454,-0.79055838
-5.42371186,1.29831808,-1.64224192,0.20003679,-0.14505308,0.26627585,-0.60050065,0.39927636,-0.11220747,0.00400301,-0.00318012,0.09179645,-0.25322069,0.02386466,-0.03582793,0.59219445,-0.73780211
-5.41770885,1.35553459,-1.53575266,0.20226242,-0.13169601,0.28212363,-0.55240601,0.43043784,-0.10698007,0.00381171,-0.00308366,0.10625711,-0.23979456,0.02361988,-0.03437033,0.60174610,-0.68618426
-5.41170585,1.41806798,-1.43196003,0.20451490,-0.11939579,0.29984326,-0.50619358,0.46440268,-0.10193411,0.00361411,-0.00303136,0.12259044,-0.22644074,0.02337662,-0.03280141,0.61157649,-0.63620917
-5.40570285,1.48630991,-1.33190479,0.20681522,-0.10821864,0.31966347,-0.46215541,0.50129648,-0.09717009,0.00341193,-0.00302794,0.14094898,-0.21331528,0.02313773,-0.03114547,0.62172548,-0.58835059
-5.39969985,1.56064783,-1.23656984,0.20918594,-0.09821856,0.34182454,-0.42054273,0.54123653,-0.09278753,0.00320695,-0.00307791,0.16148378,-0.20057306,0.02290519,-0.02942850,0.63223565,-0.54304635
-5.39369685,1.64145816,-1.14686695,0.21165061,-0.08943784,0.36657297,-0.38156507,0.58433012,-0.08888302,0.00300096,-0.00318546,0.18434131,-0.18836462,0.02268014,-0.02767741,0.64315191,-0.50069383
-5.38769385,1.72909746,-1.06362457,0.21423314,-0.08190771,0.39415468,-0.34539025,0.63067223,-0.08554819,0.00279574,-0.00335435,0.20965976,-0.17683290,0.02246277,-0.02591946,0.65452070,-0.46164618
-5.38169085,1.82389143,-0.98757668,0.21695695,-0.07564896,0.42480656,-0.31214496,0.68034273,-0.08286761,0.00259304,-0.00358782,0.23756486,-0.16610995,0.02225244,-0.02418149,0.66638865,-0.42620930
-5.37568784,1.92612167,-0.91935295,0.21984402,-0.07067248,0.45874650,-0.28191596,0.73340292,-0.08091680,0.00239452,-0.00388845,0.26816494,-0.15631385,0.02204763,-0.02248937,0.67880068,-0.39463949
-5.36968484,2.03601003,-0.85947015,0.22291381,-0.06697964,0.49616220,-0.25475170,0.78989116,-0.07976019,0.00220175,-0.00425804,0.30154565,-0.14754563,0.02184609,-0.02086738,0.69179756,-0.36714174
-5.36368184,2.15370083,-0.80832501,0.22618206,-0.06456265,0.53719886,-0.23066433,0.84981775,-0.07944922,0.00201617,-0.00469740,0.33776410,-0.13988669,0.02164494,-0.01933777,0.70541286,-0.34386851
-5.35767884,2.27924142,-0.76618861,0.22965952,-0.06340460,0.58194638,-0.20963191,0.91315899,-0.08002061,0.00183908,-0.00520629,0.37684281,-0.13339639,0.02144079,-0.01792027,0.71966942,-0.32491912
-5.35167584,2.41256155,-0.73320245,0.23335065,-0.06347948,0.63042651,-0.19160080,0.97985052,-0.08149480,0.00167156,-0.00578322,0.41876348,-0.12811027,0.02122996,-0.01663187,0.73457546,-0.31033956
-5.34567284,2.55345245,-0.70937629,0.23725234,-0.06475196,0.68258063,-0.17648820,1.04978024,-0.08387470,0.00151452,-0.00642535,0.46346101,-0.12403870,0.02100862,-0.01548655,0.75012042,-0.30012281
-5.33966983,2.70154691,-0.69458795,0.24135275,-0.06717711,0.73825883,-0.16418464,1.12278112,-0.08714475,0.00136865,-0.00712837,0.51081800,-0.12116623,0.02077302,-0.01449514,0.76627090,-0.29420960
-5.33366683,2.85630126,-0.68858512,0.24563026,-0.07070011,0.79721114,-0.15455661,1.19862420,-0.09127037,0.00123441,-0.00788647,0.56065997,-0.11945148,0.02051969,-0.01366536,0.78296679,-0.29248972
-5.32766383,3.01698110,-0.69098942,0.25005275,-0.07525586,0.85908155,-0.14744911,1.27701254,-0.09619789,0.00111206,-0.00869231,0.61275189,-0.11882785,0.02024560,-0.01300182,0.80011805,-0.29480383
-5.32166083,3.18265186,-0.70130262,0.25457715,-0.08076879,0.92340560,-0.14268829,1.35757645,-0.10185500,0.00100164,-0.00953705,0.66679620,-0.11920484,0.01994839,-0.01250615,0.81760234,-0.30094579
-5.31565783,3.35217588,-0.71891522,0.25914941,-0.08715277,0.98961210,-0.14008407,1.43987071,-0.10815162,0.00090298,-0.01041045,0.72243274,-0.12047008,0.01962646,-0.01217720,0.83526387,-0.31066567
-5.30965483,3.52421726,-0.74311725,0.26370501,-0.09431127,1.05702939,-0.13943280,1.52337441,-0.11498149,0.00081577,-0.01130098,0.77924093,-0.12249202,0.01927913,-0.01201126,0.85291382,-0.32367330
-5.30365183,3.69725530,-0.77311123,0.26816991,-0.10213777,1.12489639,-0.14051998,1.60749376,-0.12222410,0.00073950,-0.01219609,0.83674428,-0.12512326,0.01890668,-0.01200231,0.87033236,-0.33964247
-5.29764882,3.86960741,-0.80802715,0.27246213,-0.11051659,1.19237841,-0.14312309,1.69156841,-0.12974733,0.00067355,-0.01308243,0.89441751,-0.12820429,0.01851041,-0.01214234,0.88727270,-0.35821582
-5.29164582,4.03946146,-0.84693915,0.27649388,-0.11932397,1.25858746,-0.14701442,1.77488139,-0.13741037,0.00061720,-0.01394616,0.95169615,-0.13156775,0.01809265,-0.01242159,0.90346704,-0.37901015
-5.28564282,4.20491725,-0.88888348,0.28017418,-0.12842967,1.32260642,-0.15196403,1.85667274,-0.14506710,0.00056965,-0.01477332,1.00798847,-0.13504292,0.01765666,-0.01282884,0.91863439,-0.40162237
-5.27963982,4.36403598,-0.93287752,0.28341199,-0.13769881,1.38351635,-0.15774274,1.93615654,-0.15256973,0.00053007,-0.01555018,1.06268952,-0.13846036,0.01720662,-0.01335175,0.93249016,-0.42563578
-5.27363682,4.51489615,-0.97793909,0.28611962,-0.14699409,1.44042578,-0.16412511,2.01254087,-0.15977258,0.00049758,-0.01626366,1.11519657,-0.14165654,0.01674750,-0.01397702,0.94475717,-0.45062663
-5.26763382,4.65565376,-1.02310564,0.28821640,-0.15617828,1.49250074,-0.17089244,2.08504997,-0.16653585,0.00047134,-0.01690165,1.16492571,-0.14447828,0.01628489,-0.01469071,0.95517755,-0.47617076
-5.26163082,4.78460396,-1.06745278,0.28963240,-0.16511687,1.53899414,-0.17783565,2.15294760,-0.17272927,0.00045053,-0.01745345,1.21132852,-0.14678693,0.01582494,-0.01547842,0.96352519,-0.50185028
