energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,10.17296721,2.12330452,5.09745660,0.28268772,0.00000000,0.08275676,1.63823551
-5.99399700,10.16028374,2.10260521,5.11600811,0.27739390,0.00000000,0.08338958,1.64894127
-5.98799400,10.10224934,2.07148232,5.11261136,0.27076913,0.00000000,0.08382121,1.65171457
-5.98199100,10.00045125,2.03051526,5.08775293,0.26291587,0.00000000,0.08407166,1.64657198
-5.97598799,9.85712744,1.98043244,5.04223748,0.25395364,0.00000000,0.08416405,1.63365335
-5.96998499,9.67510565,1.92209260,4.97716423,0.24401602,0.00000000,0.08412383,1.61321677
-5.96398199,9.45772893,1.85646316,4.89389684,0.23324733,0.00000000,0.08397790,1.58563051
-5.95797899,9.20877072,1.78459658,4.79402778,0.22179922,0.00000000,0.08375373,1.55136225
-5.95197599,8.93234227,1.70760532,4.67933870,0.20982712,0.00000000,0.08347847,1.51096600
-5.94597299,8.63279567,1.62663637,4.55175804,0.19748679,0.00000000,0.08317810,1.46506728
-5.93996998,8.31462590,1.54284607,4.41331738,0.18493098,0.00000000,0.08287657,1.41434706
-5.93396698,7.98237486,1.45737621,4.26610804,0.17230643,0.00000000,0.08259515,1.35952511
-5.92796398,7.64054044,1.37133178,4.11223910,0.15975115,0.00000000,0.08235172,1.30134331
-5.92196098,7.29349289,1.28576128,3.95379795,0.14739212,0.00000000,0.08216038,1.24054942
-5.91595798,6.94540064,1.20163980,3.79281443,0.13534345,0.00000000,0.08203103,1.17788197
-5.90995498,6.60016691,1.11985533,3.63122899,0.12370508,0.00000000,0.08196927,1.11405636
-5.90395198,6.26137791,1.04119836,3.47086552,0.11256190,0.00000000,0.08197628,1.04975291
-5.89794897,5.93226293,0.96635472,3.31340883,0.10198338,0.00000000,0.08204905,0.98560666
-5.89194597,5.61566611,0.89590171,3.16038685,0.09202368,0.00000000,0.08218056,0.92219929
-5.88594297,5.31402898,0.83030702,3.01315727,0.08272209,0.00000000,0.08236028,0.86005320
-5.87993997,5.02938291,0.76993025,2.87289830,0.07410387,0.00000000,0.08257462,0.79962747
-5.87393697,4.76335011,0.71502659,2.74060306,0.06618134,0.00000000,0.08280753,0.74131581
-5.86793397,4.51715167,0.66575211,2.61707713,0.05895520,0.00000000,0.08304118,0.68544619
-5.86193097,4.29162129,0.62217034,2.50293884,0.05241591,0.00000000,0.08325659,0.63228193
-5.85592796,4.08722344,0.58425962,2.39862184,0.04654524,0.00000000,0.08343432,0.58202411
-5.84992496,3.90407456,0.55192087,2.30437953,0.04131776,0.00000000,0.08355509,0.53481486
-5.84392196,3.74196662,0.52498549,2.22029137,0.03670225,0.00000000,0.08360036,0.49074157
-5.83791896,3.60039209,0.50322310,2.14627054,0.03266314,0.00000000,0.08355281,0.44984152
-5.83191596,3.47857016,0.48634897,2.08207324,0.02916168,0.00000000,0.08339673,0.41210693
-5.82591296,3.37547367,0.47403116,2.02730944,0.02615712,0.00000000,0.08311839,0.37749016
-5.81990995,3.28985705,0.46589721,1.98145516,0.02360758,0.00000000,0.08270617,0.34590904
-5.81390695,3.22028513,0.46154053,1.94386647,0.02147093,0.00000000,0.08215073,0.31725202
-5.80790395,3.16516314,0.46052658,1.91379511,0.01970539,0.00000000,0.08144503,0.29138328
-5.80190095,3.12276800,0.46239890,1.89040575,0.01827009,0.00000000,0.08058426,0.26814757
-5.79589795,3.09128102,0.46668515,1.87279503,0.01712546,0.00000000,0.07956580,0.24737486
-5.78989495,3.06882202,0.47290328,1.86001186,0.01623357,0.00000000,0.07838906,0.22888467
-5.78389195,3.05348466,0.48056781,1.85107904,0.01555833,0.00000000,0.07705534,0.21249010
-5.77788894,3.04337271,0.48919641,1.84501566,0.01506569,0.00000000,0.07556770,0.19800156
-5.77188594,3.03663664,0.49831661,1.84085982,0.01472376,0.00000000,0.07393080,0.18523014
-5.76588294,3.03150987,0.50747270,1.83769115,0.01450289,0.00000000,0.07215082,0.17399072
-5.75987994,3.02634391,0.51623262,1.83465258,0.01437582,0.00000000,0.07023537,0.16410462
-5.75387694,3.01964134,0.52419476,1.83097057,0.01431764,0.00000000,0.06819342,0.15540203
-5.74787394,3.01008572,0.53099441,1.82597334,0.01430595,0.00000000,0.06603527,0.14772400
-5.74187094,2.99656747,0.53630975,1.81910640,0.01432082,0.00000000,0.06377258,0.14092411
-5.73586793,2.97820480,0.53986704,1.80994492,0.01434488,0.00000000,0.06141829,0.13486981
-5.72986493,2.95435889,0.54144494,1.79820244,0.01436332,0.00000000,0.05898671,0.12944336
-5.72386193,2.92464288,0.54087767,1.78373570,0.01436386,0.00000000,0.05649343,0.12454250
-5.71785893,2.88892397,0.53805692,1.76654540,0.01433678,0.00000000,0.05395531,0.12008070
-5.71185593,2.84731888,0.53293238,1.74677274,0.01427481,0.00000000,0.05139037,0.11598715
-5.70585293,2.80018242,0.52551083,1.72469209,0.01417309,0.00000000,0.04881771,0.11220643
-5.69984992,2.74808970,0.51585381,1.70069973,0.01402900,0.00000000,0.04625729,0.10869782
-5.69384692,2.69181242,0.50407398,1.67529932,0.01384206,0.00000000,0.04372969,0.10543443
-5.68784392,2.63229014,0.49033012,1.64908437,0.01361367,0.00000000,0.04125588,0.10240201
-5.68184092,2.57059727,0.47482115,1.62271835,0.01334696,0.00000000,0.03885681,0.09959753
