energy_ev,total_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.17858929,3.86029793,0.58978932,2.84464017,0.36317772,0.16600724,0.04760032,0.29169134,0.05286661,0.29803337
-3.17258629,3.88394650,0.61212220,2.85190220,0.37528818,0.16787813,0.04655517,0.29852696,0.05472798,0.30011550
-3.16658329,3.91715712,0.63618760,2.86792394,0.38836802,0.16986404,0.04550430,0.30597437,0.05672086,0.30241244
-3.16058029,3.95916893,0.66170867,2.89208968,0.40234237,0.17193963,0.04446094,0.31395330,0.05881631,0.30486428
-3.15457729,4.00883398,0.68834849,2.92347044,0.41709637,0.17406849,0.04343492,0.32235155,0.06097991,0.30739438
-3.14857429,4.06464343,0.71571461,2.96085052,0.43247390,0.17620355,0.04243247,0.33102621,0.06317244,0.30991141
-3.14257129,4.12476738,0.74336588,3.00276370,0.44827812,0.17828797,0.04145612,0.33980625,0.06535078,0.31231195
-3.13656828,4.18710700,0.77082150,3.04753789,0.46427400,0.18025661,0.04050487,0.34849657,0.06746895,0.31448358
-3.13056528,4.24935721,0.79757200,3.09334665,0.48019275,0.18203794,0.03957456,0.35688331,0.06947933,0.31630843
-3.12456228,4.30907763,0.82309174,3.13826570,0.49573800,0.18355630,0.03865840,0.36474014,0.07133402,0.31766695
-3.11855928,4.36376922,0.84685260,3.18033241,0.51059359,0.18473457,0.03774763,0.37183559,0.07298620,0.31844184
-3.11255628,4.41095382,0.86833830,3.21760616,0.52443266,0.18549693,0.03683236,0.37794078,0.07439161,0.31852195
-3.10655328,4.44825344,0.88705872,3.24822745,0.53692767,0.18577176,0.03590231,0.38283741,0.07550997,0.31780604
-3.10055028,4.47346663,0.90256384,3.27047371,0.54776089,0.18549449,0.03494770,0.38632567,0.07630627,0.31620624
-3.09454727,4.48463880,0.91445667,3.28280993,0.55663511,0.18461025,0.03396003,0.38823162,0.07675205,0.31365115
-3.08854427,4.48012412,0.92240457,3.28393251,0.56328382,0.18307626,0.03293274,0.38841380,0.07682641,0.31008836
-3.08254127,4.45863676,0.92614882,3.27280485,0.56748072,0.18086381,0.03186180,0.38676867,0.07651682,0.30548647
-3.07653827,4.41928974,0.92551181,3.24868395,0.56904793,0.17795976,0.03074617,0.38323479,0.07581968,0.29983637
-3.07053527,4.36162027,0.92040185,3.21113714,0.56786268,0.17436754,0.02958804,0.37779542,0.07474062,0.29315187
-3.06453227,4.28560087,0.91081525,3.16004887,0.56386218,0.17010747,0.02839292,0.37047946,0.07329446,0.28546965
-3.05852926,4.19163635,0.89683594,3.09561769,0.55704639,0.16521655,0.02716960,0.36136080,0.07150489,0.27684850
-3.05252626,4.08054715,0.87863248,3.01834394,0.54747871,0.15974768,0.02592989,0.35055602,0.06940385,0.26736784
-3.04652326,3.95354003,0.85645270,2.92900888,0.53528448,0.15376823,0.02468828,0.33822060,0.06703066,0.25712579
-3.04052026,3.81216771,0.83061631,2.82864655,0.52064742,0.14735820,0.02346143,0.32454386,0.06443085,0.24623658
-3.03451726,3.65827914,0.80150579,2.71850946,0.50380413,0.14060794,0.02226761,0.30974285,0.06165490,0.23482756
-3.02851426,3.49396273,0.76955582,2.60002955,0.48503700,0.13361553,0.02112602,0.29405546,0.05875672,0.22303597
-3.02251126,3.32148459,0.73524176,2.47477612,0.46466568,0.12648399,0.02005613,0.27773307,0.05579211,0.21100537
-3.01650825,3.14322422,0.69906754,2.34441190,0.44303758,0.11931828,0.01907698,0.26103311,0.05281712,0.19888203
-3.01050525,2.96160981,0.66155342,2.21064907,0.42051781,0.11222245,0.01820652,0.24421161,0.04988652,0.18681136
-3.00450225,2.77905549,0.62322383,2.07520629,0.39747874,0.10529673,0.01746091,0.22751640,0.04705225,0.17493438
-2.99849925,2.59790214,0.58459580,1.93976815,0.37428992,0.09863494,0.01685400,0.21118075,0.04436204,0.16338450
-2.99249625,2.42036378,0.54616827,1.80594807,0.35130832,0.09232212,0.01639678,0.19541802,0.04185819,0.15228454
-2.98649325,2.24848067,0.50841235,1.67525537,0.32886958,0.08643257,0.01609694,0.18041731,0.03957652,0.14174419
-2.98049025,2.08408022,0.47176295,1.54906741,0.30728025,0.08102822,0.01595859,0.16634009,0.03754560,0.13185791
-2.97448724,1.92874651,0.43661182,1.42860699,0.28681147,0.07615753,0.01598198,0.15331816,0.03578617,0.12270337
-2.96848424,1.78379867,0.40330206,1.31492552,0.26769411,0.07185479,0.01616342,0.14145262,0.03431086,0.11434031
-2.96248124,1.65027824,0.37212420,1.20889179,0.25011543,0.06813995,0.01649527,0.13081395,0.03312415,0.10681011
-2.95647824,1.52894519,0.34331381,1.11118636,0.23421744,0.06501885,0.01696604,0.12144320,0.03222254,0.10013575
-2.95047524,1.42028226,0.31705064,1.02230123,0.22009676,0.06248393,0.01756065,0.11335391,0.03159507,0.09432240
-2.94447224,1.32450669,0.29345899,0.94254442,0.20780593,0.06051531,0.01826074,0.10653489,0.03122393,0.08935839
-2.93846923,1.24158852,0.27260952,0.87204879,0.19735610,0.05908220,0.01904511,0.10095361,0.03108533,0.08521669
-2.93246623,1.17127438,0.25452200,0.81078462,0.18872075,0.05814464,0.01989028,0.09655989,0.03115053,0.08185674
-2.92646323,1.11311556,0.23916902,0.75857521,0.18184044,0.05765538,0.02077109,0.09328999,0.03138692,0.07922652
-2.92046023,1.06649921,0.22648039,0.71511469,0.17662812,0.05756194,0.02166136,0.09107068,0.03175934,0.07726489
-2.91445723,1.03068126,0.21634811,0.67998741,0.17297488,0.05780875,0.02253467,0.08982334,0.03223124,0.07590403
-2.90845423,1.00482002,0.20863158,0.65268814,0.17075599,0.05833920,0.02336504,0.08946774,0.03276600,0.07507187
-2.90245123,0.98800910,0.20316297,0.63264238,0.16983670,0.05909770,0.02412773,0.08992555,0.03332811,0.07469455
-2.89644822,0.97930876,0.19975262,0.61922618,0.17007793,0.06003144,0.02479990,0.09112336,0.03388433,0.07469867
-2.89044522,0.97777458,0.19819420,0.61178492,0.17134139,0.06109206,0.02536132,0.09299509,0.03440464,0.07501332
-2.88444222,0.98248288,0.19826964,0.60965058,0.17349416,0.06223692,0.02579489,0.09548388,0.03486311,0.07557187
-2.87843922,0.99255201,0.19975366,0.61215716,0.17641246,0.06343010,0.02608716,0.09854315,0.03523855,0.07631341
-2.87243622,1.00715942,0.20241792,0.61865404,0.17998469,0.06464301,0.02622862,0.10213710,0.03551493,0.07718379
-2.86643322,1.02555406,0.20603474,0.62851702,0.18411354,0.06585465,0.02621396,0.10624044,0.03568156,0.07813627
-2.86043022,1.04706424,0.21038032,0.64115712,0.18871731,0.06705148,0.02604210,0.11083745,0.03573316,0.07913182
-2.85442721,1.07110108,0.21523770,0.65602717,0.19373032,0.06822693,0.02571611,0.11592050,0.03566955,0.08013901
-2.84842421,1.09715796,0.22039918,0.67262616,0.19910265,0.06938064,0.02524298,0.12148801,0.03549524,0.08113356
-2.84242121,1.12480637,0.22566851,0.69050179,0.20479913,0.07051740,0.02463327,0.12754205,0.03521886,0.08209759
-2.83641821,1.15368885,0.23086286,0.70925119,0.21079776,0.07164586,0.02390061,0.13408560,0.03485234,0.08301869
-2.83041521,1.18350964,0.23581441,0.72852023,0.21708770,0.07277719,0.02306120,0.14111975,0.03441012,0.08388877
-2.82441221,1.21402385,0.24037191,0.74800159,0.22366684,0.07392358,0.02213312,0.14864084,0.03390823,0.08470287
-2.81840920,1.24502569,0.24440193,0.76743192,0.23053917,0.07509685,0.02113575,0.15663775,0.03336335,0.08545794
-2.81240620,1.27633663,0.24778998,0.78658820,0.23771203,0.07630710,0.02008905,0.16508953,0.03279196,0.08615173
-2.80640320,1.30779397,0.25044146,0.80528373,0.24519332,0.07756155,0.01901299,0.17396340,0.03220950,0.08678177
-2.80040020,1.33924040,0.25228236,0.82336368,0.25298874,0.07886357,0.01792698,0.18321323,0.03162971,0.08734455
-2.79439720,1.37051507,0.25325968,0.84070062,0.26109926,0.08021197,0.01684935,0.19277871,0.03106408,0.08783496
-2.78839420,1.40144634,0.25334159,0.85719000,0.26951876,0.08160064,0.01579698,0.20258505,0.03052144,0.08824593
-2.78239120,1.43184658,0.25251720,0.87274583,0.27823200,0.08301839,0.01478499,0.21254351,0.03000775,0.08856834
-2.77638819,1.46150909,0.25079597,0.88729657,0.28721294,0.08444921,0.01382663,0.22255242,0.02952608,0.08879127
-2.77038519,1.49020724,0.24820673,0.90078148,0.29642352,0.08587269,0.01293313,0.23249904,0.02907672,0.08890230
-2.76438219,1.51769572,0.24479626,0.91314742,0.30581293,0.08726480,0.01211385,0.24226187,0.02865749,0.08888821
-2.75837919,1.54371386,0.24062751,0.92434631,0.31531736,0.08859883,0.01137636,0.25171348,0.02826409,0.08873564
-2.75237619,1.56799090,0.23577745,0.93433328,0.32486045,0.08984649,0.01072673,0.26072384,0.02789066,0.08843200
-2.74637319,1.59025294,0.23033468,0.94306576,0.33435424,0.09097912,0.01016980,0.26916385,0.02753034,0.08796629
-2.74037019,1.61023140,0.22439677,0.95050336,0.34370088,0.09196901,0.00970956,0.27690908,0.02717584,0.08733002
-2.73436718,1.62767268,0.21806753,0.95660881,0.35279488,0.09279060,0.00934950,0.28384354,0.02682009,0.08651800
-2.72836418,1.64234867,0.21145428,0.96134991,0.36152601,0.09342175,0.00909300,0.28986341,0.02645676,0.08552900
-2.72236118,1.65406783,0.20466513,0.96470233,0.36978267,0.09384479,0.00894372,0.29488050,0.02608084,0.08436634
-2.71635818,1.66268634,0.19780653,0.96665335,0.37745582,0.09404752,0.00890585,0.29882540,0.02568898,0.08303823
-2.71035518,1.66811893,0.19098100,0.96720621,0.38444306,0.09402392,0.00898446,0.30165024,0.02527991,0.08155797
-2.70435218,1.67034880,0.18428522,0.96638491,0.39065290,0.09377471,0.00918560,0.30333082,0.02485459,0.07994391
-2.69834917,1.66943626,0.17780841,0.96423909,0.39600897,0.09330769,0.00951645,0.30386823,0.02441635,0.07821925
-2.69234617,1.66552547,0.17163115,0.96084877,0.40045397,0.09263777,0.00998528,0.30328966,0.02397086,0.07641157
-2.68634317,1.65884875,0.16582447,0.95632843,0.40395304,0.09178682,0.01060136,0.30164857,0.02352599,0.07455233
-2.68034017,1.64972812,0.16044932,0.95083012,0.40649648,0.09078320,0.01137471,0.29902405,0.02309163,0.07267605
-2.67433717,1.63857360,0.15555632,0.94454529,0.40810161,0.08966112,0.01231574,0.29551937,0.02267930,0.07081952
-2.66833417,1.62587808,0.15118566,0.93770493,0.40881353,0.08845976,0.01343484,0.29125985,0.02230180,0.06902084
-2.66233117,1.61220855,0.14736729,0.93057791,0.40870473,0.08722222,0.01474183,0.28638992,0.02197276,0.06731839
-2.65632816,1.59819391,0.14412113,0.92346724,0.40787356,0.08599428,0.01624533,0.28106963,0.02170611,0.06574987
-2.65032516,1.58450937,0.14145736,0.91670441,0.40644153,0.08482309,0.01795207,0.27547048,0.02151564,0.06435125
-2.64432216,1.57185810,0.13937681,0.91064175,0.40454949,0.08375578,0.01986620,0.26977097,0.02141442,0.06315584
-2.63831916,1.56095056,0.13787130,0.90564309,0.40235293,0.08283798,0.02198858,0.26415169,0.02141438,0.06219338
-2.63231616,1.55248230,0.13692400,0.90207309,0.40001659,0.08211250,0.02431607,0.25879042,0.02152581,0.06148930
-2.62631316,1.54711116,0.13650982,0.90028560,0.39770854,0.08161794,0.02684099,0.25385716,0.02175701,0.06106404
-2.62031016,1.54543480,0.13659584,0.90061156,0.39559413,0.08138754,0.02955054,0.24950948,0.02211394,0.06093260
-2.61430715,1.54796951,0.13714184,0.90334701,0.39383009,0.08144817,0.03242649,0.24588814,0.02260001,0.06110419
-2.60830415,1.55513140,0.13810085,0.90874170,0.39255892,0.08181947,0.03544500,0.24311338,0.02321589,0.06158209
-2.60230115,1.56722071,0.13941989,0.91698890,0.39190412,0.08251339,0.03857666,0.24128194,0.02395951,0.06236373
-2.59629815,1.58441010,0.14104089,0.92821683,0.39196619,0.08353382,0.04178670,0.24046480,0.02482606,0.06344092
-2.59029515,1.60673759,0.14290171,0.94248225,0.39281976,0.08487670,0.04503555,0.24070601,0.02580815,0.06480026
-2.58429215,1.63410447,0.14493744,0.95976629,0.39451198,0.08653027,0.04827957,0.24202244,0.02689608,0.06642378
-2.57828914,1.66627832,0.14708172,0.97997306,0.39706209,0.08847573,0.05147202,0.24440459,0.02807809,0.06828968
-2.57228614,1.70290128,0.14926836,1.00293090,0.40046230,0.09068806,0.05456426,0.24781836,0.02934081,0.07037325
-2.56628314,1.74350313,0.15143297,1.02839633,0.40467990,0.09313715,0.05750716,0.25220775,0.03066969,0.07264787
-2.56028014,1.78751877,0.15351467,1.05606071,0.40966036,0.09578908,0.06025257,0.25749843,0.03204945,0.07508607
-2.55427714,1.83430938,0.15545781,1.08555916,0.41533146,0.09860758,0.06275496,0.26360186,0.03346458,0.07766068
-2.54827414,1.88318645,0.15721364,1.11648159,0.42160799,0.10155552,0.06497301,0.27042004,0.03489982,0.08034593
-2.54227114,1.93343772,0.15874180,1.14838547,0.42839708,0.10459641,0.06687116,0.27785042,0.03634061,0.08311854
-2.53626813,1.98435395,0.16001175,1.18080974,0.43560371,0.10769595,0.06842111,0.28579095,0.03777345,0.08595867
-2.53026513,2.03525554,0.16100385,1.21328946,0.44313621,0.11082337,0.06960302,0.29414499,0.03918631,0.08885083
-2.52426213,2.08551785,0.16171021,1.24537064,0.45091162,0.11395263,0.07040656,0.30282583,0.04056877,0.09178455
-2.51825913,2.13459422,0.16213524,1.27662477,0.45886052,0.11706348,0.07083163,0.31176069,0.04191229,0.09475491
-2.51225613,2.18203592,0.16229587,1.30666235,0.46693132,0.12014217,0.07088875,0.32089396,0.04321018,0.09776284
-2.50625313,2.22750796,0.16222133,1.33514510,0.47509367,0.12318194,0.07059905,0.33018966,0.04445766,0.10081515
-2.50025013,2.27080043,0.16195265,1.36179625,0.48334096,0.12618321,0.06999391,0.33963282,0.04565168,0.10392438
-2.49424712,2.31183462,0.16154181,1.38640848,0.49169173,0.12915345,0.06911429,0.34922992,0.04679080,0.10710828
-2.48824412,2.35066384,0.16105044,1.40884931,0.50018993,0.13210671,0.06800955,0.35900824,0.04787494,0.11038917
-2.48224112,2.38746869,0.16054831,1.42906354,0.50890405,0.13506298,0.06673613,0.36901417,0.04890507,0.11379300
-2.47623812,2.42254708,0.16011142,1.44707267,0.51792490,0.13804717,0.06535587,0.37931057,0.04988295,0.11734815
-2.47023512,2.45629904,0.15981994,1.46297132,0.52736236,0.14108791,0.06393406,0.38997318,0.05081083,0.12108415
-2.46423212,2.48920707,0.15975579,1.47692057,0.53734089,0.14421618,0.06253749,0.40108638,0.05169115,0.12503016
-2.45822911,2.52181253,0.16000015,1.48913873,0.54799406,0.14746377,0.06123229,0.41273819,0.05252629,0.12921345
-2.45222611,2.55468893,0.16063083,1.49988958,0.55945815,0.15086169,0.06008185,0.42501498,0.05331836,0.13365771
-2.44622311,2.58841303,0.16171956,1.50946870,0.57186512,0.15443843,0.05914469,0.43799584,0.05406902,0.13838148
-2.44022011,2.62353489,0.16332933,1.51818844,0.58533501,0.15821836,0.05847262,0.45174689,0.05477939,0.14339658
-2.43421711,2.66054783,0.16551183,1.52636202,0.59996816,0.16222009,0.05810895,0.46631582,0.05544994,0.14870671
-2.42821411,2.69985953,0.16830501,1.53428758,0.61583744,0.16645500,0.05808704,0.48172667,0.05608046,0.15430617
-2.42221111,2.74176538,0.17173105,1.54223278,0.63298086,0.17092583,0.05842907,0.49797526,0.05667012,0.16017891
-2.41620810,2.78642522,0.17579450,1.55042057,0.65139495,0.17562561,0.05914523,0.51502527,0.05721742,0.16629777
-2.41020510,2.83384436,0.18048107,1.55901688,0.67102902,0.18053675,0.06023316,0.53280531,0.05772027,0.17262415
-2.40420210,2.88385988,0.18575672,1.56812074,0.69178092,0.18563043,0.06167793,0.55120698,0.05817603,0.17910797
-2.39819910,2.93613295,0.19156757,1.57775724,0.71349431,0.19086632,0.06345221,0.57008419,0.05858154,0.18568812
-2.39219610,2.99014759,0.19784027,1.58787370,0.73595790,0.19619273,0.06551700,0.58925376,0.05893312,0.19229321
-2.38619310,3.04521632,0.20448317,1.59833932,0.75890678,0.20154706,0.06782263,0.60849742,0.05922664,0.19884279
-2.38019010,3.10049275,0.21138810,1.60894821,0.78202588,0.20685670,0.07031013,0.62756512,0.05945747,0.20524902
-2.37418709,3.15499081,0.21843288,1.61942589,0.80495573,0.21204032,0.07291292,0.64617982,0.05962050,0.21141856
-2.36818409,3.20761038,0.22548438,1.62943878,0.82730038,0.21700959,0.07555872,0.66404356,0.05971014,0.21725491
-2.36218109,3.25716830,0.23240222,1.63860653,0.84863724,0.22167120,0.07817172,0.68084464,0.05972031,0.22266092
-2.35617809,3.30243410,0.23904281,1.64651649,0.86852876,0.22592928,0.08067484,0.69626586,0.05964450,0.22754153
-2.35017509,3.34216890,0.24526371,1.65273980,0.88653531,0.22968802,0.08299201,0.70999352,0.05947580,0.23180652
-2.34417209,3.37516638,0.25092817,1.65684842,0.90222909,0.23285447,0.08505058,0.72172680,0.05920702,0.23537333
-2.33816908,3.40029402,0.25590963,1.65843231,0.91520827,0.23534152,0.08678341,0.73118737,0.05883085,0.23816967
-2.33216608,3.41653312,0.26009591,1.65711606,0.92511099,0.23707069,0.08813099,0.73812869,0.05834002,0.24013601
-2.32616308,3.42301595,0.26339315,1.65257424,0.93162846,0.23797496,0.08904315,0.74234479,0.05772758,0.24122763
-2.32016008,3.41905834,0.26572903,1.64454489,0.93451671,0.23800120,0.08948055,0.74367795,0.05698714,0.24141627
-2.31415708,3.40418649,0.26705537,1.63284036,0.93360634,0.23711235,0.08941572,0.74202516,0.05611323,0.24069136
-2.30815408,3.37815649,0.26734980,1.61735535,0.92880981,0.23528903,0.08883375,0.73734289,0.05510159,0.23906053
-2.30215108,3.34096595,0.26661650,1.59807154,0.92012592,0.23253066,0.08773248,0.72964988,0.05394950,0.23654964
-2.29614807,3.29285685,0.26488595,1.57505881,0.90764120,0.22885593,0.08612230,0.71902796,0.05265608,0.23320209
-2.29014507,3.23430967,0.26221365,1.54847300,0.89152808,0.22430261,0.08402550,0.70562059,0.05122259,0.22907756
-2.28414207,3.16602873,0.25867789,1.51855032,0.87203988,0.21892668,0.08147523,0.68962926,0.04965257,0.22425021
-2.27813907,3.08891958,0.25437667,1.48559872,0.84950279,0.21280079,0.07851415,0.67130786,0.04795203,0.21880627
-2.27213607,3.00405928,0.24942381,1.44998677,0.82430522,0.20601220,0.07519277,0.65095505,0.04612948,0.21284137
-2.26613307,2.91266086,0.24394460,1.41213041,0.79688488,0.19866011,0.07156759,0.62890523,0.04419589,0.20645745
-2.26013007,2.81603365,0.23807099,1.37247838,0.76771422,0.19085266,0.06769921,0.60551818,0.04216453,0.19975960
-2.25412706,2.71554116,0.23193672,1.33149694,0.73728492,0.18270362,0.06365027,0.58116799,0.04005080,0.19285280
-2.24812406,2.61255832,0.22567245,1.28965457,0.70609193,0.17432898,0.05948359,0.55623171,0.03787187,0.18583889
-2.24212106,2.50843011,0.21940133,1.24740744,0.67461805,0.16584352,0.05526031,0.53107816,0.03564633,0.17881365
-2.23611806,2.40443317,0.21323491,1.20518605,0.64331940,0.15735760,0.05103832,0.50605750,0.03339375,0.17186433
-2.23011506,2.30174197,0.20726995,1.16338389,0.61261264,0.14897420,0.04687088,0.48149176,0.03113421,0.16506770
-2.22411206,2.20140091,0.20158592,1.12234823,0.58286431,0.14078641,0.04280552,0.45766705,0.02888787,0.15848851
-2.21810905,2.10430330,0.19624347,1.08237346,0.55438275,0.13287541,0.03888325,0.43482738,0.02667445,0.15217862
-2.21210605,2.01117766,0.19128397,1.04369717,0.52741278,0.12530907,0.03513810,0.41317060,0.02451283,0.14617677
-2.20610305,1.92258172,0.18672989,1.00649886,0.50213342,0.11814112,0.03159689,0.39284639,0.02242064,0.14050881
-2.20010005,1.83890381,0.18258619,0.97090115,0.47865836,0.11141093,0.02827934,0.37395631,0.02041394,0.13518855
-2.19409705,1.76037112,0.17884248,0.93697333,0.45703924,0.10514398,0.02519835,0.35655591,0.01850698,0.13021909
-2.18809405,1.68706392,0.17547586,0.90473679,0.43727133,0.09935268,0.02236054,0.34065852,0.01671200,0.12559442
-2.18209105,1.61893474,0.17245421,0.87417194,0.41930115,0.09403786,0.01976689,0.32624065,0.01503914,0.12130136
-2.17608804,1.55583112,0.16973976,0.84522626,0.40303567,0.08919042,0.01741353,0.31324839,0.01349640,0.11732164
-2.17008504,1.49752056,0.16729272,0.81782283,0.38835242,0.08479334,0.01529252,0.30160469,0.01208975,0.11363388
-2.16408204,1.44371641,0.16507473,0.79186917,0.37511002,0.08082378,0.01339276,0.29121690,0.01082317,0.11021566
-2.15807904,1.39410320,0.16305198,0.76726573,0.36315860,0.07725520,0.01170073,0.28198427,0.00969887,0.10704525
-2.15207604,1.34836039,0.16119777,0.74391385,0.35234949,0.07405935,0.01020131,0.27380497,0.00871747,0.10410311
-2.14607304,1.30618344,0.15949437,0.72172300,0.34254387,0.07120809,0.00887847,0.26658233,0.00787826,0.10137305
-2.14007004,1.26730151,0.15793417,0.70061688,0.33361996,0.06867497,0.00771583,0.26023001,0.00717940,0.09884301
-2.13406703,1.23149111,0.15651994,0.68053855,0.32547848,0.06643641,0.00669724,0.25467586,0.00661820,0.09650541
-2.12806403,1.19858566,0.15526425,0.66145433,0.31804622,0.06447254,0.00580708,0.24986445,0.00619133,0.09435712
-2.12206103,1.16848069,0.15418820,0.64335665,0.31127779,0.06276772,0.00503066,0.24575814,0.00589502,0.09239910
-2.11605803,1.14113504,0.15331937,0.62626578,0.30515546,0.06131059,0.00435434,0.24233674,0.00572529,0.09063563
-2.11005503,1.11656835,0.15268923,0.61023052,0.29968739,0.06009388,0.00376571,0.23959602,0.00567801,0.08907344
-2.10405203,1.09485540,0.15233022,0.59532802,0.29490444,0.05911386,0.00325361,0.23754505,0.00574908,0.08772050
-2.09804902,1.07611788,0.15227256,0.58166277,0.29085586,0.05836958,0.00280815,0.23620288,0.00593447,0.08658479
-2.09204602,1.06051437,0.15254116,0.56936474,0.28760429,0.05786200,0.00242065,0.23559455,0.00623027,0.08567312
-2.08604302,1.04822914,0.15315261,0.55858692,0.28522030,0.05759295,0.00208355,0.23574704,0.00663264,0.08498987
-2.08004002,1.03946053,0.15411268,0.54950211,0.28377706,0.05756415,0.00179031,0.23668516,0.00713785,0.08453600
-2.07403702,1.03440950,0.15541433,0.54229919,0.28334524,0.05777626,0.00153531,0.23842792,0.00774218,0.08430819
-2.06803402,1.03326889,0.15703639,0.53717877,0.28398859,0.05822807,0.00131373,0.24098542,0.00844186,0.08429824
-2.06203102,1.03621393,0.15894308,0.53434840,0.28576043,0.05891583,0.00112146,0.24435659,0.00923298,0.08449274
-2.05602801,1.04339427,0.16108430,0.53401729,0.28870119,0.05983281,0.00095494,0.24852782,0.01011140,0.08487309
-2.05002501,1.05492776,0.16339681,0.53639086,0.29283707,0.06096911,0.00081114,0.25347263,0.01107268,0.08541568
-2.04402201,1.07089620,0.16580613,0.54166490,0.29817986,0.06231165,0.00068744,0.25915234,0.01211197,0.08609253
-2.03801901,1.09134296,0.16822917,0.55001997,0.30472789,0.06384442,0.00058158,0.26551759,0.01322394,0.08687199
-2.03201601,1.11627252,0.17057739,0.56161574,0.31246788,0.06554896,0.00049161,0.27251080,0.01440274,0.08771975
-2.02601301,1.14565164,0.17276030,0.57658583,0.32137757,0.06740493,0.00041586,0.28006909,0.01564198,0.08860000
-2.02001001,1.17941198,0.17468926,0.59503325,0.33142888,0.06939089,0.00035290,0.28812774,0.01693470,0.08947658
-2.01400700,1.21745393,0.17628116,0.61702650,0.34259121,0.07148504,0.00030154,0.29662371,0.01827340,0.09031427
-2.00800400,1.25965116,0.17746196,0.64259670,0.35483482,0.07366613,0.00026081,0.30549911,0.01965008,0.09107998
-2.00200100,1.30585569,0.17816986,0.67173579,0.36813375,0.07591416,0.00023000,0.31470431,0.02105634,0.09174385
-1.99599800,1.35590293,0.17835787,0.70439578,0.38246817,0.07821117,0.00020863,0.32420046,0.02248345,0.09228024
-1.98999500,1.40961648,0.17799576,0.74048917,0.39782594,0.08054173,0.00019648,0.33396124,0.02392251,0.09266845
-1.98399200,1.46681210,0.17707125,0.77989044,0.41420306,0.08289343,0.00019363,0.34397373,0.02536455,0.09289337
-1.97798899,1.52730073,0.17559035,0.82243842,0.43160310,0.08525704,0.00020047,0.35423822,0.02680069,0.09294570
-1.97198599,1.59089024,0.17357695,0.86793943,0.45003539,0.08762655,0.00021775,0.36476702,0.02822231,0.09282211
-1.96598299,1.65738557,0.17107163,0.91617081,0.46951206,0.08999897,0.00024659,0.37558226,0.02962116,0.09252499
-1.95997999,1.72658742,0.16812981,0.96688480,0.49004416,0.09237396,0.00028854,0.38671275,0.03098949,0.09206213
-1.95397699,1.79828928,0.16481933,1.01981233,0.51163673,0.09475322,0.00034559,0.39819012,0.03232018,0.09144605
-1.94797399,1.87227314,0.16121766,1.07466655,0.53428349,0.09713981,0.00042025,0.41004438,0.03360676,0.09069331
-1.94197099,1.94830396,0.15740885,1.13114606,0.55796102,0.09953731,0.00051554,0.42229917,0.03484350,0.08982357
-1.93596798,2.02612347,0.15348040,1.18893754,0.58262307,0.10194893,0.00063504,0.43496698,0.03602533,0.08885866
-1.92996498,2.10544379,0.14952029,1.24771795,0.60819532,0.10437662,0.00078288,0.44804458,0.03714783,0.08782160
-1.92396198,2.18594131,0.14561413,1.30715639,0.63457078,0.10682023,0.00096378,0.46150903,0.03820715,0.08673559
-1.91795898,2.26725181,0.14184287,1.36691567,0.66160643,0.10927672,0.00118302,0.47531443,0.03919984,0.08562315
-1.91195598,2.34896715,0.13828085,1.42665395,0.68912124,0.11173958,0.00144641,0.48938972,0.04012275,0.08450527
-1.90595298,2.43063444,0.13499448,1.48602678,0.71689596,0.11419837,0.00176022,0.50363768,0.04097284,0.08340078
-1.89994997,2.51175804,0.13204150,1.54468964,0.74467472,0.11663854,0.00213115,0.51793523,0.04174702,0.08232581
-1.89394697,2.59180488,0.12947076,1.60230149,0.77216863,0.11904143,0.00256618,0.53213523,0.04244204,0.08129351
-1.88794397,2.67021317,0.12732265,1.65852931,0.79906134,0.12138459,0.00307241,0.54606952,0.04305430,0.08031386
-1.88194097,2.74640453,0.12562985,1.71305376,0.82501642,0.12364228,0.00365698,0.55955332,0.04357986,0.07939374
-1.87593797,2.81979904,0.12441851,1.76557597,0.84968623,0.12578622,0.00432679,0.57239071,0.04401436,0.07853712
-1.86993497,2.88983272,0.12370965,1.81582507,0.87272212,0.12778659,0.00508828,0.58438100,0.04435306,0.07774543
-1.86393197,2.95597643,0.12352057,1.86356622,0.89378524,0.12961305,0.00594724,0.59532560,0.04459095,0.07701801
-1.85792896,3.01775511,0.12386623,1.90860849,0.91255775,0.13123600,0.00690847,0.60503519,0.04472287,0.07635267
-1.85192596,3.07476607,0.12476041,1.95081204,0.92875362,0.13262771,0.00797556,0.61333669,0.04474374,0.07574624
-1.84592296,3.12669501,0.12621653,1.99009381,0.94212863,0.13376353,0.00915057,0.62007977,0.04464879,0.07519514
-1.83991996,3.17332849,0.12824796,2.02643106,0.95248889,0.13462288,0.01043374,0.62514239,0.04443380,0.07469591
-1.83391696,3.21456160,0.13086792,2.05986212,0.95969753,0.13519017,0.01182331,0.62843530,0.04409544,0.07424562
-1.82791396,3.25039999,0.13408870,2.09048384,0.96367912,0.13545536,0.01331521,0.62990501,0.04363147,0.07384215
-1.82191096,3.28095564,0.13792045,2.11844551,0.96442150,0.13541437,0.01490292,0.62953519,0.04304106,0.07348438
-1.81590795,3.30643626,0.14236939,2.14393905,0.96197500,0.13506906,0.01657737,0.62734642,0.04232493,0.07317215
