energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92196098,4.08441429,-4.69349013,0.02049859,-0.06202378,0.28470803,-0.44569337,0.21749391,-0.70381156,0.15992724,-0.53099317,0.71797094,-0.55109948,0.62684560,-0.39498679,0.12347563,-0.07281766,1.73302036,-1.96631111
-5.91595798,4.01823497,-4.43238100,0.01882221,-0.05813075,0.27900122,-0.42699495,0.20369465,-0.66004280,0.15820835,-0.50709104,0.69388386,-0.52436361,0.62148350,-0.37254222,0.12640549,-0.06945102,1.70394372,-1.84932217
-5.90995498,3.95865014,-4.18674484,0.01728121,-0.05431373,0.27457039,-0.40926961,0.19168644,-0.61875793,0.15637573,-0.48413017,0.67293538,-0.50140766,0.61723355,-0.35110539,0.12908559,-0.06628103,1.67658092,-1.73967864
-5.90395198,3.90448512,-3.95877684,0.01587192,-0.05060676,0.27134594,-0.39273707,0.18147092,-0.58039234,0.15440212,-0.46247458,0.65503669,-0.48260023,0.61388847,-0.33083575,0.13145369,-0.06331009,1.65045047,-1.63830085
-5.89794897,3.85453904,-3.75034938,0.01459001,-0.04704065,0.26924050,-0.37758975,0.17303036,-0.54531009,0.15226336,-0.44246486,0.64007951,-0.46826057,0.61122687,-0.31186621,0.13345088,-0.06053711,1.62508508,-1.54596397
-5.89194597,3.80763685,-3.56300844,0.01343053,-0.04364258,0.26815278,-0.36399176,0.16633255,-0.51380259,0.14993991,-0.42441524,0.62794864,-0.45865400,0.60901937,-0.29430345,0.13502309,-0.05795848,1.60005395,-1.46329712
-5.88594297,3.76267953,-3.39797967,0.01238809,-0.04043598,0.26797192,-0.35207897,0.16133570,-0.48608928,0.14741818,-0.40861165,0.61853363,-0.45398845,0.60703538,-0.27822922,0.13612258,-0.05556903,1.57498315,-1.39078658
-5.87993997,3.71869075,-3.25618225,0.01145698,-0.03744043,0.26858219,-0.34195986,0.15799342,-0.46231997,0.14469161,-0.39531070,0.61173921,-0.45441204,0.60505047,-0.26370222,0.13670925,-0.05336299,1.54957341,-1.32878218
-5.87393697,3.67485842,-3.13824814,0.01063138,-0.03467173,0.26986776,-0.33371697,0.15625931,-0.44257847,0.14176154,-0.38473933,0.60749387,-0.46001147,0.60285400,-0.25076042,0.13675188,-0.05133489,1.52361450,-1.27750597
-5.86793397,3.63056954,-3.04454461,0.00990553,-0.03214215,0.27171752,-0.32740883,0.15609118,-0.42688721,0.13863772,-0.37709472,0.60575636,-0.47081129,0.60025666,-0.23942378,0.13622907,-0.04948046,1.49699605,-1.23706216
-5.86193097,3.58543738,-2.97519778,0.00927390,-0.02986062,0.27402952,-0.32307199,0.15745455,-0.41521249,0.13533855,-0.37254442,0.60651987,-0.48677384,0.59709784,-0.22969685,0.13513004,-0.04779721,1.46971425,-1.20744751
-5.85592796,3.53932016,-2.93011538,0.00873136,-0.02783309,0.27671502,-0.32072313,0.16032543,-0.40747007,0.13189103,-0.37122637,0.60981375,-0.50779983,0.59325224,-0.22157139,0.13345505,-0.04628501,1.44187454,-1.18856149
-5.84992496,3.49233050,-2.90900711,0.00827328,-0.02606284,0.27970197,-0.32036095,0.16469222,-0.40353086,0.12833037,-0.37324854,0.61570267,-0.53372943,0.58863569,-0.21502861,0.13121567,-0.04494630,1.41369012,-1.18021539
-5.84392196,3.44483570,-2.91140149,0.00789570,-0.02455080,0.28293769,-0.32196765,0.17055675,-0.40322651,0.12469933,-0.37868819,0.62428357,-0.56434392,0.58320975,-0.21004106,0.12843458,-0.04378624,1.38547656,-1.18214015
-5.83791896,3.39744874,-2.93665856,0.00759533,-0.02329591,0.28639071,-0.32551014,0.17793440,-0.40635493,0.12104740,-0.38759066,0.63568028,-0.59936766,0.57698502,-0.20657406,0.12514524,-0.04281252,1.35764285,-1.19399264
-5.83191596,3.35101043,-2.98397834,0.00736964,-0.02229533,0.29005169,-0.33094058,0.18685335,-0.41268537,0.11742962,-0.39996758,0.65003638,-0.63847063,0.57002277,-0.20458653,0.12139113,-0.04203502,1.33067908,-1.21536037
-5.82591296,3.30656356,-3.05240517,0.00721687,-0.02154470,0.29393333,-0.33819648,0.19735302,-0.42196344,0.11390531,-0.41579466,0.66750651,-0.68127133,0.56243502,-0.20403139,0.11722476,-0.04146527,1.30514151,-1.24576470
-5.81990995,3.26531976,-3.14082880,0.00713601,-0.02103825,0.29806935,-0.34720034,0.20948184,-0.43391574,0.11053668,-0.43500926,0.68824656,-0.72734009,0.55438281,-0.20485547,0.11270647,-0.04111575,1.28163546,-1.28466305
-5.81390695,3.22862061,-3.24798317,0.00712674,-0.02076898,0.30251258,-0.35785884,0.22329439,-0.44825440,0.10738729,-0.45750777,0.71240340,-0.77620296,0.54607286,-0.20699905,0.10790293,-0.04099906,1.26079660,-1.33145029
-5.80790395,3.19789419,-3.37244415,0.00718942,-0.02072863,0.30733219,-0.37006176,0.23884811,-0.46468144,0.10452052,-0.48314320,0.74010432,-0.82734602,0.53775258,-0.21039511,0.10288561,-0.04112698,1.24327150,-1.38546004
-5.80190095,3.17460881,-3.51262769,0.00732495,-0.02090775,0.31261029,-0.38368079,0.25619973,-0.48289310,0.10199800,-0.51172317,0.77144700,-0.88022038,0.52970374,-0.21496846,0.09772895,-0.04150955,1.22969783,-1.44596622
-5.79589795,3.16022550,-3.66678988,0.00753475,-0.02129567,0.31843804,-0.39856831,0.27540153,-0.50258411,0.09987816,-0.54300862,0.80649024,-0.93424766,0.52223492,-0.22063487,0.09250871,-0.04215409,1.22068516,-1.51218559
-5.78989495,3.15615113,-3.83303029,0.00782065,-0.02188047,0.32491139,-0.41455650,0.29649763,-0.52345201,0.09821477,-0.57671353,0.84524597,-0.98882637,0.51567312,-0.22730033,0.08730011,-0.04306426,1.21679673,-1.58328157
-5.78389195,3.16369360,-4.00930005,0.00818476,-0.02264896,0.33212671,-0.43145684,0.31952036,-0.54520141,0.09705572,-0.61250590,0.88767288,-1.04333885,0.51035486,-0.23486062,0.08217616,-0.04423931,1.21853289,-1.65836985
-5.77788894,3.18402083,-4.19341548,0.00862943,-0.02358672,0.34017660,-0.44906023,0.34448701,-0.56754829,0.09644187,-0.65001015,0.93367188,-1.09715912,0.50661705,-0.24320128,0.07720610,-0.04567336,1.22631659,-1.73652614
-5.77188594,3.21812470,-4.38307841,0.00915715,-0.02467809,0.34914580,-0.46713791,0.37139680,-0.59022419,0.09640623,-0.68881128,0.98308360,-1.14966152,0.50478804,-0.25219809,0.07245392,-0.04735492,1.24048139,-1.81679619
-5.76588294,3.26679113,-4.57590330,0.00977045,-0.02590636,0.35910772,-0.48544343,0.40022839,-0.61298017,0.09697321,-0.72846058,1.03568793,-1.20023009,0.50517911,-0.26171810,0.06797721,-0.04926660,1.26126209,-1.89820805
-5.75987994,3.33057694,-4.76945146,0.01047184,-0.02725386,0.37012139,-0.50371555,0.43093781,-0.63559060,0.09815818,-0.76848324,1.09120561,-1.24826880,0.50807676,-0.27162137,0.06382613,-0.05138505,1.28878832,-1.97978660
-5.75387694,3.40979400,-4.96127176,0.01126374,-0.02870223,0.38222913,-0.52168234,0.46345686,-0.65785648,0.09996734,-0.80838739,1.14930165,-1.29321230,0.51373596,-0.28176321,0.06004271,-0.05368117,1.32308088,-2.06056999
-5.74787394,3.50450057,-5.14894715,0.01214840,-0.03023274,0.39545490,-0.53906633,0.49769209,-0.67960828,0.10239770,-0.84767474,1.20959036,-1.33453719,0.52237446,-0.29199711,0.05666039,-0.05612053,1.36405097,-2.13962759
-5.74187094,3.61449978,-5.33014563,0.01312789,-0.03182665,0.40980338,-0.55559069,0.53352411,-0.70070812,0.10543741,-0.88585224,1.27164174,-1.37177349,0.53416840,-0.30217805,0.05370383,-0.05866414,1.41150192,-2.21607893
-5.73586793,3.73934441,-5.50267413,0.01420398,-0.03346562,0.42525965,-0.57098624,0.57080743,-0.72105124,0.10906624,-0.92244459,1.33498874,-1.40451601,0.54924903,-0.31216631,0.05118896,-0.06126931,1.46513328,-2.28911293
-5.72986493,3.87834735,-5.66453315,0.01537810,-0.03513223,0.44178947,-0.58499909,0.60937060,-0.74056664,0.11325629,-0.95700701,1.39913518,-1.43243525,0.56770057,-0.32183139,0.04912328,-0.06389086,1.52454687,-2.35800673
-5.72386193,4.03059673,-5.81397009,0.01665128,-0.03681043,0.45934001,-0.59739864,0.64901675,-0.75921679,0.11797285,-0.98913792,1.46356378,-1.45528739,0.58955910,-0.33105599,0.04750637,-0.06648243,1.58925442,-2.42214331
-5.71785893,4.19497445,-5.94952877,0.01802404,-0.03848607,0.47784092,-0.60798543,0.68952435,-0.77699645,0.12317539,-1.01849088,1.52774415,-1.47292298,0.61481224,-0.33973987,0.04633052,-0.06899788,1.65868656,-2.48102704
-5.71185593,4.37017722,-6.07009272,0.01949633,-0.04014737,0.49720558,-0.61659876,0.73064839,-0.79393050,0.12881863,-1.04478529,1.59114034,-1.48529365,0.64339945,-0.34780327,0.04558157,-0.07139287,1.73220253,-2.53429647
-5.70585293,4.55473896,-6.17491992,0.02106741,-0.04178533,0.51733237,-0.62312336,0.77212168,-0.81007086,0.13485368,-1.06781543,1.65321770,-1.49245665,0.67521272,-0.35518973,0.04523980,-0.07362628,1.80910065,-2.58173348
-5.69984992,4.74705360,-6.26366687,0.02273567,-0.04339411,0.53810596,-0.62749490,0.81365667,-0.82549265,0.14122914,-1.08745719,1.71344912,-1.49457656,0.71009755,-0.36186823,0.04528089,-0.07566174,1.88862890,-2.62326842
-5.69384692,4.94539767,-6.33640020,0.02449857,-0.04497125,0.55939837,-0.62970393,0.85494746,-0.84028944,0.14789218,-1.10367234,1.77132039,-1.49192390,0.74785398,-0.36783423,0.04567689,-0.07746888,1.96999576,-2.65898048
-5.68784392,5.14795206,-6.39359460,0.02635237,-0.04651785,0.58106986,-0.62979792,0.89567231,-0.85456799,0.15478954,-1.11650985,1.82633481,-1.48487055,0.78823752,-0.37310976,0.04639718,-0.07902451,2.05238086,-2.68909327
-5.68184092,5.35282275,-6.43611623,0.02829206,-0.04803849,0.60296963,-0.62788121,0.93549667,-0.86844247,0.16186840,-1.12610423,1.87801717,-1.47388156,0.83096011,-0.37774230,0.04740940,-0.08031342,2.13494559,-2.71396534
-5.67583792,5.55806046,-6.46519178,0.03031110,-0.04954114,0.62493629,-0.62411273,0.97407669,-0.88202833,0.16907717,-1.13267077,1.92591731,-1.45950377,0.87569101,-0.38180251,0.04868031,-0.08132904,2.21684344,-2.73407590
-5.66983492,5.76167942,-6.48236362,0.03240125,-0.05103676,0.64679824,-0.61870143,1.01106336,-0.89543618,0.17636597,-1.13649789,1.96961326,-1.44235125,0.92205773,-0.38538082,0.05017655,-0.08207362,2.29723026,-2.75000604
-5.66383192,5.96167560,-6.48943249,0.03455244,-0.05253891,0.66837402,-0.61189958,1.04610729,-0.90876567,0.18368714,-1.13793672,2.00871442,-1.42308797,0.96964719,-0.38858298,0.05186530,-0.08255817,2.37527432,-2.76241612
-5.65782891,6.15604476,-6.48838977,0.03675264,-0.05406302,0.68947280,-0.60399419,1.07886404,-0.92209976,0.19099541,-1.13738837,2.04286476,-1.40240845,1.01800738,-0.39152486,0.05371483,-0.08280196,2.45016624,-2.77202000
-5.65182591,6.34280098,-6.48134189,0.03898770,-0.05562569,0.70989505,-0.59529676,1.10900005,-0.93549950,0.19824796,-1.13528936,2.07174627,-1.38101692,1.06664960,-0.39432643,0.05569496,-0.08283176,2.52112886,-2.77955730
-5.64582291,6.51999596,-6.47042997,0.04124142,-0.05724379,0.72943370,-0.58613202,1.13619897,-0.94899965,0.20540438,-1.13209568,2.09508276,-1.35960589,1.11505171,-0.39710560,0.05777738,-0.08268072,2.58742686,-2.78576454
-5.63981991,6.68573949,-6.45774807,0.04349550,-0.05893351,0.74787575,-0.57682592,1.16016832,-0.96260512,0.21242641,-1.12826634,2.11264392,-1.33883514,1.16266250,-0.39997179,0.05993584,-0.08238699,2.64837625,-2.79134658
-5.63381691,6.83822133,-6.44526366,0.04572973,-0.06070934,0.76500444,-0.56769363,1.18064614,-0.97628869,0.21927767,-1.12424681,2.12424968,-1.31931188,1.20890742,-0.40301993,0.06214631,-0.08199216,2.70335345,-2.79694933
-5.62781391,6.97573429,-6.43474378,0.04792220,-0.06258312,0.78060224,-0.55902808,1.19740757,-0.98998987,0.22592327,-1.12045318,2.12977467,-1.30157316,1.25319578,-0.40632487,0.06438695,-0.08153949,2.75180387,-2.80313519
-5.62181091,7.09669847,-6.42769022,0.05004958,-0.06456307,0.79445432,-0.55108954,1.21027083,-1.00361516,0.23232941,-1.11725769,2.12915252,-1.28607122,1.29492946,-0.40993677,0.06663809,-0.08107218,2.79324966,-2.81036193
-5.61580790,7.19968595,-6.42528652,0.05208760,-0.06665291,0.80635276,-0.54409680,1.21910264,-1.01703972,0.23846297,-1.11497603,2.12237979,-1.27316265,1.33351304,-0.41387756,0.06888204,-0.08063159,2.82729653,-2.81896626
-5.60980490,7.28344532,-6.42835933,0.05401150,-0.06885118,0.81610124,-0.53822045,1.22382245,-1.03011038,0.24429119,-1.11385713,2.10951915,-1.26310159,1.36836522,-0.41813874,0.07110296,-0.08025549,2.85363914,-2.82915253
-5.60380190,7.34692504,-6.43735539,0.05579667,-0.07115070,0.82352008,-0.53357838,1.22440545,-1.04264996,0.24978133,-1.11407559,2.09070153,-1.25603768,1.39893111,-0.42268060,0.07328656,-0.07997664,2.87206505,-2.84098715
-5.59779890,7.38929469,-6.45233543,0.05741924,-0.07353822,0.82845143,-0.53023395,1.22088414,-1.05446274,0.25490048,-1.11572716,2.06612694,-1.25201842,1.42469521,-0.42743308,0.07541982,-0.07982140,2.88245671,-2.85439886
-5.59179590,7.40996304,-6.47298450,0.05885676,-0.07599432,0.83076431,-0.52819663,1.21334816,-1.06534090,0.25961545,-1.11882724,2.03606369,-1.25099607,1.44519442,-0.43229801,0.07749073,-0.07980874,2.88479152,-2.86918474
-5.58579290,7.40859178,-6.49863823,0.06008889,-0.07849359,0.83035942,-0.52742525,1.20194243,-1.07507165,0.26389277,-1.12331254,2.00084584,-1.25283852,1.46003061,-0.43715287,0.07948788,-0.07994950,2.87913979,-2.88502161
-5.57978989,7.38510420,-6.52832326,0.06109804,-0.08100503,0.82717324,-0.52783336,1.18686367,-1.08344471,0.26769876,-1.12904558,1.96086881,-1.25734359,1.46888227,-0.44185572,0.08140022,-0.08024604,2.86566049,-2.90148211
-5.57378689,7.33968806,-6.56080946,0.06186990,-0.08349275,0.82118134,-0.52929666,1.16835518,-1.09026000,0.27099983,-1.13582183,1.91658323,-1.26425586,1.47151459,-0.44625116,0.08321670,-0.08069218,2.84459512,-2.91805466
-5.56778389,7.27279230,-6.59467117,0.06239394,-0.08591677,0.81240068,-0.53166173,1.14670033,-1.09533487,0.27376273,-1.14337909,1.86848709,-1.27328514,1.46778755,-0.45017693,0.08492602,-0.08127348,2.81625960,-2.93416619
-5.56178089,7.18511751,-6.62835406,0.06266379,-0.08823420,0.80089066,-0.53475574,1.12221488,-1.09851086,0.27595501,-1.15140867,1.81711662,-1.28412545,1.45766155,-0.45347093,0.08651634,-0.08196790,2.78103488,-2.94920661
-5.55577789,7.07760050,-6.66024436,0.06267741,-0.09040042,0.78675298,-0.53839649,1.09523849,-1.09965946,0.27754555,-1.15956781,1.76303613,-1.29647360,1.44120029,-0.45597813,0.08797513,-0.08274660,2.73935633,-2.96255367
-5.54977489,6.95139371,-6.68873667,0.06243716,-0.09237044,0.77013026,-0.54240217,1.06612583,-1.09868668,0.27850511,-1.16749277,1.70682746,-1.31004608,1.41857078,-0.45755722,0.08928907,-0.08357515,2.69170267,-2.97359715
-5.54377189,6.80784024,-6.71229748,0.06194970,-0.09410029,0.75120335,-0.54660039,1.03523773,-1.09553618,0.27880702,-1.17481213,1.64907935,-1.32459358,1.39004033,-0.45808649,0.09044401,-0.08441478,2.63858490,-2.98176115
-5.53776888,6.64844606,-6.72952120,0.06122571,-0.09554840,0.73018771,-0.55083591,1.00293270,-1.09019086,0.27842791,-1.18115957,1.59037754,-1.33991219,1.35597073,-0.45746874,0.09142502,-0.08522382,2.58053571,-2.98652373
-5.53176588,6.47485054,-6.73917645,0.06027954,-0.09667696,0.70732885,-0.55497667,0.96955923,-1.08267280,0.27734846,-1.18618590,1.53129595,-1.35585071,1.31680988,-0.45563496,0.09221667,-0.08595920,2.51810009,-2.98743291
-5.52576288,6.28879692,-6.74024098,0.05912868,-0.09745304,0.68289719,-0.55891797,0.93544931,-1.07304161,0.27555427,-1.18956964,1.47238941,-1.37231372,1.27308112,-0.45254667,0.09280323,-0.08657796,2.45182740,-2.98411862
-5.51975988,6.09210416,-6.73192403,0.05779316,-0.09784970,0.65718251,-0.56258450,0.90091327,-1.06139129,0.27303665,-1.19102602,1.41418852,-1.38926034,1.22537094,-0.44819674,0.09316921,-0.08703873,2.38226542,-2.97630025
-5.51375688,5.88664146,-6.71367601,0.05629496,-0.09784682,0.63048837,-0.56593023,0.86623622,-1.04784577,0.26979357,-1.19031400,1.35719660,-1.40669870,1.17431549,-0.44260885,0.09329980,-0.08730303,2.30995658,-2.96378977
-5.50775388,5.67430642,-6.68518591,0.05465731,-0.09743164,0.60312669,-0.56893641,0.83167615,-1.03255351,0.26583046,-1.18724127,1.30188900,-1.42467662,1.12058644,-0.43583543,0.09318158,-0.08733658,2.23543640,-2.94649062
-5.50175088,5.45700765,-6.64636741,0.05290417,-0.09659916,0.57541271,-0.57160770,0.79746376,-1.01568120,0.26116109,-1.18166712,1.24871466,-1.44326907,1.06487701,-0.42795457,0.09280318,-0.08711027,2.15923419,-2.92439271
-5.49574787,5.23665204,-6.59733557,0.05105959,-0.09535219,0.54766058,-0.57396694,0.76380366,-0.99740727,0.25580832,-1.17350322,1.19809958,-1.46256311,1.00788832,-0.41906580,0.09215607,-0.08660107,2.08187563,-2.89756420
-5.48974487,5.01513658,-6.53837591,0.04914732,-0.09370120,0.52017956,-0.57604886,0.73087707,-0.97791519,0.24980483,-1.16271250,1.15045186,-1.48264134,0.95031696,-0.40928518,0.09123532,-0.08579258,2.00388691,-2.86614069
-5.48374187,4.79434420,-6.46990851,0.04719045,-0.09166390,0.49327106,-0.57789321,0.69884543,-0.95738713,0.24319358,-1.14930628,1.10616754,-1.50356485,0.89284387,-0.39874003,0.09004032,-0.08467546,1.92579992,-2.83031269
-5.47773887,4.57614276,-6.39244933,0.04521115,-0.08926465,0.46722635,-0.57953784,0.66785477,-0.93599823,0.23602822,-1.13334001,1.06563683,-1.52535666,0.83612490,-0.38756337,0.08857546,-0.08324754,1.84815777,-2.79031211
-5.47173587,4.36238575,-6.30657139,0.04323063,-0.08653360,0.44232488,-0.58101207,0.63804034,-0.91391165,0.22837316,-1.11490790,1.02924969,-1.54798659,0.78078325,-0.37588872,0.08685069,-0.08151375,1.77151999,-2.74639869
-5.46573287,4.15491356,-6.21286800,0.04126908,-0.08350579,0.41883316,-0.58233091,0.60953118,-0.89127465,0.22030344,-1.09413674,0.99740005,-1.57135867,0.72740368,-0.36384515,0.08488191,-0.07948580,1.69646672,-2.69884705
-5.45972986,3.95555347,-6.11192012,0.03934585,-0.08022009,0.39700392,-0.58349033,0.58245418,-0.86821584,0.21190419,-1.07117944,0.97048806,-1.59530168,0.67652856,-0.35155307,0.08269117,-0.07718167,1.62360110,-2.64793504
-5.45372686,3.76611697,-6.00426932,0.03747955,-0.07671811,0.37707539,-0.58446399,0.55693734,-0.84484357,0.20326986,-1.04620845,0.94891945,-1.61956345,0.62865548,-0.33912088,0.08030669,-0.07462490,1.55354938,-2.59393391
-5.44772386,3.58839314,-5.89039764,0.03568837,-0.07304307,0.35927050,-0.58520153,0.53311187,-0.82124547,0.19450301,-1.01940951,0.93310172,-1.64380950,0.58423610,-0.32664247,0.07776258,-0.07184382,1.48695817,-2.53710067
-5.44172086,3.42413666,-5.77071499,0.03399022,-0.06923872,0.34379580,-0.58562847,0.51111292,-0.79748908,0.18571274,-0.99097600,0.92343670,-1.66762589,0.54367610,-0.31419577,0.07509839,-0.06887055,1.42448850,-2.47767293
-5.43571786,3.27505006,-5.64555422,0.03240302,-0.06534830,0.33083997,-0.58564780,0.49107887,-0.77362340,0.17701285,-0.96110410,0.92030949,-1.69052656,0.50733569,-0.30184228,0.07235839,-0.06574003,1.36680663,-2.41586625
-5.42971486,3.14275968,-5.51517376,0.03094484,-0.06141363,0.32057174,-0.58514296,0.47314907,-0.74968113,0.16851961,-0.92998893,0.92407389,-1.71196460,0.47553044,-0.28962755,0.06959062,-0.06248896,1.31457161,-2.35187390
-5.42371186,3.02878564,-5.37976695,0.02963400,-0.05747426,0.31313726,-0.58398223,0.45746018,-0.72568153,0.16034936,-0.89782174,0.93503478,-1.73134720,0.44853203,-0.27758235,0.06684581,-0.05915478,1.26841993,-2.28586888
-5.41770885,2.93450636,-5.23947716,0.02848905,-0.05356680,0.30865693,-0.58202404,0.44414113,-0.70163356,0.15261582,-0.86478831,0.95342817,-1.74805348,0.42656876,-0.26572471,0.06417605,-0.05577462,1.22894772,-2.21800786
-5.41170585,2.86111910,-5.09441742,0.02752870,-0.04972439,0.30722169,-0.57912305,0.43330717,-0.67753917,0.14542743,-0.83106828,0.97939987,-1.76145452,0.40982546,-0.25406219,0.06163349,-0.05238443,1.19669121,-2.14843668
-5.40570285,2.80959781,-4.94469294,0.02677155,-0.04597631,0.30888901,-0.57513656,0.42505312,-0.65339659,0.13888456,-0.79683550,1.01298386,-1.77093454,0.39844275,-0.24259471,0.05926887,-0.04901810,1.17210630,-2.07729686
-5.39969985,2.78065050,-4.79042509,0.02623578,-0.04234771,0.31367878,-0.56993100,0.41944643,-0.62920330,0.13307690,-0.76225915,1.05408169,-1.77591253,0.39251556,-0.23131728,0.05713016,-0.04570678,1.15554821,-2.00473271
-5.39369685,2.77467826,-4.63177525,0.02593868,-0.03885957,0.32156924,-0.56338803,0.41652020,-0.60495880,0.12808097,-0.72750536,1.10244420,-1.77586314,0.39209106,-0.22022282,0.05526115,-0.04247831,1.14725222,-1.93089850
-5.38769385,2.79173828,-4.46896694,0.02589616,-0.03552864,0.33249348,-0.55541014,0.41626693,-0.58066685,0.12395800,-0.69273920,1.15765698,-1.77033609,0.39716581,-0.20930466,0.05370029,-0.03935678,1.14731661,-1.85596521
-5.38169085,2.83151324,-4.30230502,0.02612211,-0.03236769,0.34633643,-0.54592532,0.41863311,-0.55633734,0.12075208,-0.65812670,1.21913069,-1.75897327,0.40768280,-0.19855880,0.05247954,-0.03636232,1.15568873,-1.78012647
-5.37568784,2.89328919,-4.13219085,0.02662782,-0.02938562,0.36293299,-0.53489074,0.42351523,-0.53198753,0.11848888,-0.62383662,1.28609743,-1.74152273,0.42352807,-0.18798560,0.05162358,-0.03351093,1.17215513,-1.70360316
-5.36968484,2.97594396,-3.95913247,0.02742127,-0.02658787,0.38206730,-0.52229524,0.43075751,-0.50764297,0.11717480,-0.59004186,1.35761392,-1.71784920,0.44452776,-0.17759110,0.05114911,-0.03081455,1.19633662,-1.62664663
-5.36368184,3.07794741,-3.78374937,0.02850661,-0.02397674,0.40347342,-0.50816062,0.44015151,-0.48333783,0.11679673,-0.55692017,1.43257201,-1.68794068,0.47044544,-0.16738774,0.05106450,-0.02828122,1.22768858,-1.54954012
-5.35767884,3.19737466,-3.60677162,0.02988351,-0.02155178,0.42683765,-0.49254167,0.45143786,-0.45911490,0.11732230,-0.52465414,1.50971669,-1.65191084,0.50098032,-0.15739456,0.05136964,-0.02591535,1.26550710,-1.47259832
-5.35167584,3.33193261,-3.42903339,0.03154674,-0.01931018,0.45180240,-0.47552503,0.46431016,-0.43502523,0.11870084,-0.49343032,1.58767134,-1.60999748,0.53576661,-0.14763698,0.05205608,-0.02371808,1.30894081,-1.39616524
-5.34567284,3.47899952,-3.25146135,0.03348582,-0.01724723,0.47797168,-0.45722703,0.47842092,-0.41112751,0.12086472,-0.46343746,1.66496956,-1.56255703,0.57437417,-0.13814605,0.05310739,-0.02168771,1.35700827,-1.32061022
