energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.80190095,2.75704010,-1.84625333,0.73546284,-0.49274009,1.02142182,-0.28635262,0.00612283,-0.03611178,0.68694649,-0.53004479,0.02989682,-0.01596234,0.47204922,-0.31505733
-5.79589795,2.93682700,-1.78712034,0.79369028,-0.48643367,1.08227860,-0.27579252,0.00633176,-0.03379473,0.73200332,-0.51882453,0.03183291,-0.01608288,0.50463818,-0.29945899
-5.78989495,3.12156954,-1.72697427,0.85393961,-0.47949370,1.14455153,-0.26491930,0.00653819,-0.03148303,0.77823875,-0.50671918,0.03377261,-0.01612536,0.53827324,-0.28443814
-5.78389195,3.30984001,-1.66647179,0.91564654,-0.47201121,1.20790294,-0.25384647,0.00674021,-0.02919906,0.82535160,-0.49384468,0.03569779,-0.01608598,0.57258832,-0.27019317
-5.77788894,3.50005364,-1.60623056,0.97818128,-0.46407650,1.27196505,-0.24268405,0.00693562,-0.02696345,0.87301550,-0.48031975,0.03758969,-0.01596258,0.60716516,-0.25689966
-5.77188594,3.69050183,-1.54682244,1.04085843,-0.45577849,1.33634975,-0.23153681,0.00712190,-0.02479475,0.92088548,-0.46626439,0.03942939,-0.01575477,0.64154182,-0.24470883
-5.76588294,3.87939279,-1.48876928,1.10294983,-0.44720471,1.40066039,-0.22050289,0.00729630,-0.02270921,0.96860621,-0.45179865,0.04119836,-0.01546400,0.67522309,-0.23374668
-5.75987994,4.06489818,-1.43254088,1.16369991,-0.43844172,1.46450513,-0.20967275,0.00745592,-0.02072071,1.01582136,-0.43704180,0.04287901,-0.01509348,0.70769257,-0.22411396
-5.75387694,4.24520397,-1.37855476,1.22234328,-0.42957581,1.52751107,-0.19912844,0.00759777,-0.01884069,1.06218387,-0.42211161,0.04445515,-0.01464822,0.73842591,-0.21588673
-5.74787394,4.41856323,-1.32717734,1.27812379,-0.42069399,1.58933843,-0.18894321,0.00771887,-0.01707819,1.10736654,-0.40712392,0.04591248,-0.01413476,0.76690494,-0.20911747
-5.74187094,4.58334843,-1.27872611,1.33031443,-0.41188506,1.64969400,-0.17918123,0.00781636,-0.01544001,1.15107231,-0.39219215,0.04723901,-0.01356107,0.79263201,-0.20383653
-5.73586793,4.73810089,-1.23347246,1.37823733,-0.40324056,1.70834293,-0.16989771,0.00788759,-0.01393081,1.19304382,-0.37742696,0.04842531,-0.01293623,0.81514415,-0.20005390
-5.72986493,4.88157475,-1.19164496,1.42128296,-0.39485574,1.76511806,-0.16113903,0.00793021,-0.01255338,1.23307155,-0.36293581,0.04946475,-0.01227016,0.83402651,-0.19776122
-5.72386193,5.01277342,-1.15343273,1.45892784,-0.38683020,1.81992620,-0.15294316,0.00794228,-0.01130886,1.27100000,-0.34882259,0.05035348,-0.01157333,0.84892451,-0.19693385
-5.71785893,5.13097645,-1.11898907,1.49074982,-0.37926840,1.87275065,-0.14534013,0.00792232,-0.01019699,1.30673164,-0.33518720,0.05109046,-0.01085639,0.85955435,-0.19753310
-5.71185593,5.23575557,-1.08843499,1.51644044,-0.37227975,1.92364975,-0.13835262,0.00786941,-0.00921645,1.34022823,-0.32212508,0.05167722,-0.01012988,0.86571146,-0.19950848
-5.70585293,5.32697894,-1.06186288,1.53581367,-0.36597857,1.97275133,-0.13199673,0.00778319,-0.00836506,1.37150931,-0.30972687,0.05211754,-0.00940395,0.86727644,-0.20279993
-5.69984992,5.40480342,-1.03934031,1.54881076,-0.36048360,2.02024318,-0.12628274,0.00766391,-0.00764011,1.40064799,-0.29807810,0.05241712,-0.00868806,0.86421857,-0.20734013
-5.69384692,5.46965534,-1.02091386,1.55550091,-0.35591736,2.06635995,-0.12121602,0.00751243,-0.00703858,1.42776418,-0.28725893,0.05258306,-0.00799076,0.85659641,-0.21305675
-5.68784392,5.52220070,-1.00661314,1.55607778,-0.35240518,2.11136717,-0.11679797,0.00733020,-0.00655739,1.45301557,-0.27734412,0.05262336,-0.00731954,0.84455583,-0.21987467
-5.68184092,5.56330658,-0.99645474,1.55085196,-0.35007386,2.15554317,-0.11302698,0.00711923,-0.00619357,1.47658689,-0.26840296,0.05254646,-0.00668068,0.82832530,-0.22771805
-5.67583792,5.59399571,-0.99044609,1.54023987,-0.34905018,2.19915992,-0.10989944,0.00688199,-0.00594447,1.49867803,-0.26049945,0.05236067,-0.00607922,0.80820887,-0.23651232
-5.66983492,5.61539673,-0.98858899,1.52474951,-0.34945897,2.24246385,-0.10741066,0.00662140,-0.00580782,1.51949164,-0.25369240,0.05207377,-0.00551889,0.78457699,-0.24618586
-5.66383192,5.62869269,-0.99088239,1.50496373,-0.35142079,2.28565778,-0.10555568,0.00634071,-0.00578181,1.53922106,-0.24803561,0.05169266,-0.00500218,0.75785560,-0.25667136
-5.65782891,5.63507055,-0.99732418,1.48152181,-0.35504931,2.32888494,-0.10432996,0.00604342,-0.00586514,1.55803902,-0.24357781,0.05122308,-0.00453040,0.72851395,-0.26790678
-5.65182591,5.63567410,-1.00791150,1.45510012,-0.36044806,2.37221611,-0.10372986,0.00573318,-0.00605696,1.57608803,-0.24036257,0.05066947,-0.00410378,0.69705168,-0.27983564
-5.64582291,5.63156263,-1.02263936,1.42639274,-0.36770687,2.41564051,-0.10375279,0.00541367,-0.00635676,1.59347268,-0.23842780,0.05003495,-0.00372161,0.66398544,-0.29240685
-5.63981991,5.62367716,-1.04149715,1.39609265,-0.37689771,2.45906110,-0.10439710,0.00508857,-0.00676427,1.61025455,-0.23780487,0.04932143,-0.00338236,0.62983589,-0.30557365
-5.63381691,5.61281565,-1.06446285,1.36487450,-0.38807023,2.50229448,-0.10566157,0.00476141,-0.00727921,1.62644974,-0.23851744,0.04852979,-0.00308389,0.59511516,-0.31929195
-5.62781391,5.59961793,-1.09149509,1.33337934,-0.40124683,2.54507545,-0.10754462,0.00443553,-0.00790106,1.64202923,-0.24057970,0.04766018,-0.00282352,0.56031548,-0.33351790
-5.62181091,5.58456073,-1.12252305,1.30220191,-0.41641777,2.58706603,-0.11004302,0.00411401,-0.00862882,1.65692197,-0.24399424,0.04671243,-0.00259825,0.52589912,-0.34820484
-5.61580790,5.56796231,-1.15743470,1.27188084,-0.43353619,2.62786843,-0.11315050,0.00379960,-0.00946061,1.67102053,-0.24874964,0.04568641,-0.00240485,0.49229010,-0.36329970
-5.60980490,5.54999618,-1.19606392,1.24289205,-0.45251353,2.66704138,-0.11685589,0.00349472,-0.01039345,1.68418887,-0.25481775,0.04458246,-0.00224004,0.45986761,-0.37873919
-5.60380190,5.53071242,-1.23817738,1.21564521,-0.47321568,2.70411902,-0.12114133,0.00320142,-0.01142286,1.69627188,-0.26215098,0.04340182,-0.00210050,0.42896150,-0.39444582
-5.59779890,5.51006545,-1.28346201,1.19048352,-0.49546009,2.73863140,-0.12598032,0.00292135,-0.01254262,1.70710615,-0.27067971,0.04214696,-0.00198306,0.39984967,-0.41032419
-5.59179590,5.48794614,-1.33151429,1.16768626,-0.51901426,2.77012581,-0.13133595,0.00265582,-0.01374448,1.71653148,-0.28031014,0.04082187,-0.00188470,0.37275736,-0.42625783
-5.58579290,5.46421694,-1.38183233,1.14747406,-0.54359598,2.79818793,-0.13715940,0.00240574,-0.01501799,1.72440252,-0.29092279,0.03943228,-0.00180264,0.34785822,-0.44210683
-5.57978989,5.43874782,-1.43381183,1.13001642,-0.56887559,2.82246201,-0.14338886,0.00217173,-0.01635039,1.73060007,-0.30237190,0.03798574,-0.00173438,0.32527688,-0.45770663
-5.57378689,5.41145168,-1.48674690,1.11544096,-0.59448040,2.84266934,-0.14994899,0.00195408,-0.01772655,1.73504168,-0.31448589,0.03649165,-0.00167772,0.30509296,-0.47286815
-5.56778389,5.38231749,-1.53983631,1.10384397,-0.62000148,2.85862428,-0.15675106,0.00175285,-0.01912912,1.73769101,-0.32706921,0.03496116,-0.00163080,0.28734599,-0.48737953
-5.56178089,5.35143995,-1.59219583,1.09530170,-0.64500271,2.87024743,-0.16369387,0.00156784,-0.02053872,1.73856562,-0.33990547,0.03340699,-0.00159211,0.27204121,-0.50100945
-5.55577789,5.31904444,-1.64287640,1.08988177,-0.66903201,2.87757545,-0.17066543,0.00139870,-0.02193421,1.73774315,-0.35276204,0.03184319,-0.00156051,0.25915578,-0.51351215
-5.54977489,5.28550649,-1.69088821,1.08765420,-0.69163438,2.88076727,-0.17754548,0.00124493,-0.02329322,1.73536535,-0.36539597,0.03028483,-0.00153526,0.24864523,-0.52463391
-5.54377189,5.25136491,-1.73522964,1.08870162,-0.71236636,2.88010640,-0.18420868,0.00110595,-0.02459261,1.73164013,-0.37756110,0.02874770,-0.00151602,0.24044976,-0.53412092
-5.53776888,5.21732814,-1.77492029,1.09312791,-0.73081133,2.87599934,-0.19052850,0.00098109,-0.02580913,1.72684129,-0.38901613,0.02724795,-0.00150288,0.23450032,-0.54172816
-5.53176588,5.18427354,-1.80903657,1.10106505,-0.74659500,2.86896989,-0.19638154,0.00086967,-0.02692011,1.72130603,-0.39953320,0.02580179,-0.00149638,0.23072414,-0.54722890
-5.52576288,5.15323919,-1.83674821,1.11267767,-0.75940042,2.85964947,-0.20165218,0.00077102,-0.02790417,1.71543013,-0.40890678,0.02442521,-0.00149753,0.22904954,-0.55042437
-5.51975988,5.12540850,-1.85735405,1.12816497,-0.76898168,2.84876353,-0.20623722,0.00068447,-0.02874192,1.70966078,-0.41696229,0.02313372,-0.00150784,0.22941002,-0.55115324
-5.51375688,5.10208742,-1.87031509,1.14775985,-0.77517574,2.83711413,-0.21005035,0.00060940,-0.02941672,1.70448722,-0.42356396,0.02194221,-0.00152936,0.23174734,-0.54930028
-5.50775388,5.08467477,-1.87528322,1.17172502,-0.77791160,2.82555915,-0.21302632,0.00054526,-0.02991520,1.70042922,-0.42862168,0.02086476,-0.00156466,0.23601379,-0.54480389
-5.50175088,5.07462617,-1.87212387,1.20034609,-0.77721637,2.81498820,-0.21512422,0.00049153,-0.03022791,1.69802350,-0.43209619,0.01991462,-0.00161691,0.24217337,-0.53766205
-5.49574787,5.07341218,-1.86093141,1.23392186,-0.77321781,2.80629610,-0.21633013,0.00044781,-0.03034960,1.69780851,-0.43400246,0.01910415,-0.00168985,0.25020209,-0.52793644
-5.48974487,5.08247185,-1.84203630,1.27275188,-0.76614320,2.80035419,-0.21665860,0.00041374,-0.03027959,1.70030770,-0.43441088,0.01844480,-0.00178784,0.26008741,-0.51575449
-5.48374187,5.10316263,-1.81600339,1.31712177,-0.75631437,2.79798066,-0.21615307,0.00038903,-0.03002179,1.70601180,-0.43344618,0.01794720,-0.00191581,0.27182676,-0.50130929
-5.47773887,5.13670848,-1.78362146,1.36728668,-0.74413911,2.79991044,-0.21488505,0.00037348,-0.02958468,1.71536064,-0.43128408,0.01762109,-0.00207932,0.28542546,-0.48485738
-5.47173587,5.18414752,-1.74588427,1.42345357,-0.73009938,2.80676594,-0.21295216,0.00036691,-0.02898103,1.72872500,-0.42814561,0.01747538,-0.00228449,0.30089388,-0.46671453
-5.46573287,5.24628143,-1.70396386,1.48576305,-0.71473666,2.81902971,-0.21047504,0.00036924,-0.02822753,1.74638926,-0.42428951,0.01751810,-0.00253798,0.31824422,-0.44724980
-5.45972986,5.32362834,-1.65917760,1.55427129,-0.69863521,2.83702008,-0.20759331,0.00038037,-0.02734425,1.76853539,-0.42000292,0.01775631,-0.00284695,0.33748685,-0.42687805
-5.45372686,5.41638135,-1.61295003,1.62893312,-0.68240380,2.86087106,-0.20446069,0.00040026,-0.02635399,1.79522922,-0.41559069,0.01819601,-0.00321896,0.35862636,-0.40605136
-5.44772386,5.52437462,-1.56677163,1.70958682,-0.66665698,2.89051733,-0.20123958,0.00042886,-0.02528152,1.82640940,-0.41136404,0.01884192,-0.00366195,0.38165761,-0.38524968
-5.44172086,5.64705867,-1.52215590,1.79594154,-0.65199631,2.92568548,-0.19809532,0.00046610,-0.02415279,1.86187991,-0.40762872,0.01969728,-0.00418403,0.40656163,-0.36497109
-5.43571786,5.78348655,-1.48059692,1.88756792,-0.63899264,2.96589197,-0.19519031,0.00051189,-0.02299412,1.90130640,-0.40467356,0.02076354,-0.00479345,0.43330177,-0.34572202
-5.42971486,5.93231173,-1.44352871,1.98389257,-0.62816994,3.01044829,-0.19267843,0.00056609,-0.02183137,1.94421698,-0.40275967,0.02204011,-0.00549839,0.46182004,-0.32800769
-5.42371186,6.09179870,-1.41228811,2.08419681,-0.61999135,3.05847344,-0.19069979,0.00062847,-0.02068920,1.99000743,-0.40211084,0.02352396,-0.00630679,0.49203383,-0.31232308
-5.41770885,6.25984612,-1.38808234,2.18762003,-0.61484790,3.10891358,-0.18937619,0.00069875,-0.01959037,2.03795106,-0.40290559,0.02520938,-0.00722620,0.52383312,-0.29914450
-5.41170585,6.43402246,-1.37196207,2.29316776,-0.61305015,3.16056815,-0.18880734,0.00077651,-0.01855511,2.08721288,-0.40527107,0.02708767,-0.00826350,0.55707828,-0.28892202
-5.40570285,6.61161315,-1.36480067,2.39972447,-0.61482298,3.21212181,-0.18906814,0.00086125,-0.01760069,2.13686784,-0.40927914,0.02914692,-0.00942473,0.59159853,-0.28207254
-5.39969985,6.78967788,-1.36727974,2.50607083,-0.62030350,3.26218094,-0.19020680,0.00095233,-0.01674105,2.18592259,-0.41494468,0.03137189,-0.01071482,0.62719130,-0.27897374
-5.39369685,6.96511646,-1.37988095,2.61090515,-0.62954190,3.30931338,-0.19224419,0.00104901,-0.01598657,2.23333999,-0.42222613,0.03374390,-0.01213737,0.66362233,-0.27995861
-5.38769385,7.13474099,-1.40288370,2.71286838,-0.64250502,3.35209005,-0.19517411,0.00115038,-0.01534396,2.27806561,-0.43102814,0.03624100,-0.01369436,0.70062684,-0.28531058
-5.38169085,7.29535206,-1.43636794,2.81057203,-0.65908217,3.38912665,-0.19896448,0.00125547,-0.01481635,2.31905534,-0.44120616,0.03883807,-0.01538595,0.73791160,-0.29525913
-5.37568784,7.44381647,-1.48022148,2.90262820,-0.67909287,3.41912405,-0.20355950,0.00136315,-0.01440341,2.35530306,-0.45257275,0.04150718,-0.01721023,0.77515802,-0.30997567
-5.36968484,7.57714378,-1.53415072,2.98768086,-0.70229583,3.44090582,-0.20888229,0.00147224,-0.01410160,2.38586752,-0.46490510,0.04421807,-0.01916303,0.81202627,-0.32956977
-5.36368184,7.69255931,-1.59769402,3.06443732,-0.72839884,3.45345138,-0.21483824,0.00158146,-0.01390453,2.40989735,-0.47795349,0.04693862,-0.02123772,0.84816021,-0.35408555
-5.35767884,7.78757102,-1.67023659,3.13169897,-0.75706884,3.45592385,-0.22131861,0.00168952,-0.01380334,2.42665352,-0.49145035,0.04963559,-0.02342507,0.88319320,-0.38349833
-5.35167584,7.86002811,-1.75102630,3.18839018,-0.78794186,3.44769144,-0.22820427,0.00179509,-0.01378717,2.43552825,-0.50511929,0.05227526,-0.02571320,0.91675455,-0.41771162
-5.34567284,7.90816954,-1.83918956,3.23358451,-0.82063234,3.42834184,-0.23536951,0.00189686,-0.01384362,2.43606006,-0.51868397,0.05482423,-0.02808749,0.94847640,-0.45655445
-5.33966983,7.93066081,-1.93374672,3.26652708,-0.85474149,3.39768932,-0.24268562,0.00199358,-0.01395923,2.42794412,-0.53187624,0.05725015,-0.03053064,0.97800083,-0.49977937
-5.33366683,7.92661798,-2.03362684,3.28665257,-0.88986445,3.35577427,-0.25002421,0.00208405,-0.01411995,2.41103793,-0.54444341,0.05952246,-0.03302272,1.00498699,-0.54706127
-5.32766383,7.89561836,-2.13768138,3.29359792,-0.92559616,3.30285572,-0.25726014,0.00216720,-0.01431157,2.38536201,-0.55615428,0.06161303,-0.03554139,1.02911790,-0.59799721
-5.32166083,7.83769754,-2.24469714,3.28720944,-0.96153579,3.23939713,-0.26427394,0.00224208,-0.01452013,2.35109575,-0.56680396,0.06349678,-0.03806208,1.05010675,-0.65210758
-5.31565783,7.75333344,-2.35340837,3.26754396,-0.99728995,3.16604634,-0.27095380,0.00230789,-0.01473229,2.30856864,-0.57621713,0.06515208,-0.04055834,1.06770240,-0.70883884
-5.30965483,7.64341799,-2.46250858,3.23486397,-1.03247468,3.08361066,-0.27719699,0.00236399,-0.01493559,2.25824735,-0.58424997,0.06656111,-0.04300217,1.08169397,-0.76756799
-5.30365183,7.50921792,-2.57066226,3.18962706,-1.06671654,2.99302809,-0.28291085,0.00240991,-0.01511874,2.20071913,-0.59079076,0.06771005,-0.04536451,1.09191423,-0.82760904
-5.29764882,7.35232649,-2.67651710,3.13247000,-1.09965311,2.89533610,-0.28801326,0.00244536,-0.01527174,2.13667238,-0.59575913,0.06858911,-0.04761576,1.09824189,-0.88822147
-5.29164582,7.17460811,-2.77871701,3.06418811,-1.13093308,2.79163914,-0.29243285,0.00247022,-0.01538609,2.06687503,-0.59910437,0.06919244,-0.04972625,1.10060258,-0.94862078
-5.28564282,6.97813837,-2.87591640,2.98571100,-1.16021647,2.68307617,-0.29610884,0.00248455,-0.01545477,1.99215169,-0.60080288,0.06951796,-0.05166695,1.09896877,-1.00799109
-5.27963982,6.76514195,-2.96679594,2.89807540,-1.18717508,2.57078942,-0.29899073,0.00248855,-0.01547232,1.91336046,-0.60085501,0.06956703,-0.05340998,1.09335853,-1.06549952
-5.27363682,6.53793085,-3.05007997,2.80239652,-1.21149364,2.45589560,-0.30103782,0.00248257,-0.01543483,1.83137021,-0.59928155,0.06934412,-0.05492931,1.08383348,-1.12031214
-5.26763382,6.29884552,-3.12455545,2.69983888,-1.23287176,2.33946037,-0.30221874,0.00246710,-0.01533981,1.74703922,-0.59612021,0.06885639,-0.05620135,1.07049599,-1.17161122
-5.26163082,6.05020096,-3.18909236,2.59158791,-1.25102688,2.22247691,-0.30251098,0.00244273,-0.01518618,1.66119582,-0.59142214,0.06811329,-0.05720552,1.05348592,-1.21861313
-5.25562781,5.79423966,-3.24266505,2.47882330,-1.26569823,2.10584915,-0.30190055,0.00241018,-0.01497412,1.57462176,-0.58524878,0.06712615,-0.05792484,1.03297710,-1.26058652
-5.24962481,5.53309280,-3.28437405,2.36269509,-1.27665183,1.99037989,-0.30038169,0.00237026,-0.01470496,1.48803857,-0.57766926,0.06590785,-0.05834636,1.00917372,-1.29687019
-5.24362181,5.26875059,-3.31346755,2.24430318,-1.28368631,1.87676395,-0.29795673,0.00232388,-0.01438106,1.40209747,-0.56875831,0.06447249,-0.05846159,0.98230682,-1.32688997
-5.23761881,5.00304209,-3.32936189,2.12468079,-1.28663941,1.76558607,-0.29463611,0.00227204,-0.01400562,1.31737258,-0.55859476,0.06283517,-0.05826676,0.95263097,-1.35017409
-5.23161581,4.73762437,-3.33165994,2.00478218,-1.28539479,1.65732329,-0.29043844,0.00221584,-0.01358263,1.23435771,-0.54726075,0.06101176,-0.05776307,0.92042127,-1.36636638
-5.22561281,4.47398024,-3.32016672,1.88547455,-1.27988882,1.55235107,-0.28539066,0.00215649,-0.01311665,1.15346630,-0.53484142,0.05901883,-0.05695668,0.88597052,-1.37523682
-5.21960980,4.21342356,-3.29490121,1.76753404,-1.27011692,1.45095260,-0.27952822,0.00209532,-0.01261275,1.07503415,-0.52142518,0.05687355,-0.05585872,0.84958673,-1.37668904
-5.21360680,3.95711048,-3.25610373,1.65164530,-1.25613909,1.35333028,-0.27289516,0.00203378,-0.01207635,0.99932454,-0.50710427,0.05459365,-0.05448507,0.81159070,-1.37076427
-5.20760380,3.70605517,-3.20423806,1.53840423,-1.23808417,1.25961874,-0.26554417,0.00197349,-0.01151310,0.92653523,-0.49197560,0.05219741,-0.05285603,0.77231365,-1.35764167
-5.20160080,3.46114812,-3.13998818,1.42832314,-1.21615248,1.16989826,-0.25753648,0.00191619,-0.01092881,0.85680655,-0.47614163,0.04970362,-0.05099593,0.73209484,-1.33763493
-5.19559780,3.22317531,-3.06424906,1.32183758,-1.19061657,1.08420810,-0.24894152,0.00186379,-0.01032934,0.79023025,-0.45971123,0.04713156,-0.04893255,0.69127888,-1.31118511
-5.18959480,2.99283679,-2.97811174,1.21931435,-1.16181977,1.00255881,-0.23983642,0.00181838,-0.00972046,0.72685845,-0.44280029,0.04450092,-0.04669651,0.65021289,-1.27884998
-5.18359180,2.77076321,-2.88284277,1.12105986,-1.13017250,0.92494301,-0.23030525,0.00178219,-0.00910786,0.66671214,-0.42553201,0.04183168,-0.04432058,0.60924324,-1.24129016
-5.17758879,2.55752946,-2.77985870,1.02732835,-1.09614616,0.85134436,-0.22043799,0.00175761,-0.00849699,0.60978904,-0.40803676,0.03914398,-0.04183888,0.56871198,-1.19925250
-5.17158579,2.35366471,-2.67069594,0.93832959,-1.06026482,0.78174432,-0.21032931,0.00174714,-0.00789301,0.55607031,-0.39045145,0.03645792,-0.03928616,0.52895297,-1.15355123
-5.16558279,2.15965862,-2.55697717,0.85423574,-1.02309469,0.71612675,-0.20007710,0.00175337,-0.00730075,0.50552618,-0.37291832,0.03379330,-0.03669697,0.49028781,-1.10504751
