energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.48059286,0.00061888,0.78738354,0.80043713,0.00000000,1.80755035,0.99714934
-5.99399700,2.44062953,0.00064460,0.78339356,0.78092046,0.00000000,1.81874896,0.97203814
-5.98799400,2.40489882,0.00068262,0.78094981,0.76274896,0.00000000,1.83726463,0.94690948
-5.98199100,2.37510307,0.00073301,0.78054952,0.74650323,0.00000000,1.86409940,0.92250099
-5.97598799,2.35272956,0.00079597,0.78260646,0.73270687,0.00000000,1.90000564,0.89949733
-5.96998499,2.33899352,0.00087184,0.78742968,0.72181148,0.00000000,1.94544419,0.87850644
-5.96398199,2.33479193,0.00096107,0.79520659,0.71418424,0.00000000,2.00055244,0.86003953
-5.95797899,2.34067008,0.00106419,0.80599120,0.71009842,0.00000000,2.06512381,0.84449578
-5.95197599,2.35680222,0.00118182,0.81969823,0.70972708,0.00000000,2.13860009,0.83215200
-5.94597299,2.38298676,0.00131463,0.83610341,0.71313989,0.00000000,2.22007703,0.82315773
-5.93996998,2.41865626,0.00146335,0.85484996,0.72030321,0.00000000,2.30832353,0.81753560
-5.93396698,2.46290140,0.00162869,0.87546111,0.73108311,0.00000000,2.40181389,0.81518677
-5.92796398,2.51450787,0.00181138,0.89735812,0.74525124,0.00000000,2.49877206,0.81590101
-5.92196098,2.57200429,0.00201212,0.91988294,0.76249305,0.00000000,2.59722640,0.81937060
-5.91595798,2.63371904,0.00223158,0.94232453,0.78241824,0.00000000,2.69507275,0.82520742
-5.90995498,2.69784347,0.00247034,0.96394770,0.80457270,0.00000000,2.79014341,0.83296219
-5.90395198,2.76249869,0.00272894,0.98402295,0.82845189,0.00000000,2.88027922,0.84214495
-5.89794897,2.82580313,0.00300781,1.00185612,0.85351491,0.00000000,2.96340176,0.85224579
-5.89194597,2.88593805,0.00330728,1.01681625,0.87919909,0.00000000,3.03758277,0.86275495
-5.88594297,2.94120850,0.00362758,1.02836062,0.90493458,0.00000000,3.10110779,0.87318140
-5.87993997,2.99009734,0.00396882,1.03605554,0.93015866,0.00000000,3.15253161,0.88306926
-5.87393697,3.03131041,0.00433102,1.03959212,0.95432952,0.00000000,3.19072314,0.89201152
-5.86793397,3.06381148,0.00471412,1.03879638,0.97693910,0.00000000,3.21489809,0.89966063
-5.86193097,3.08684597,0.00511796,1.03363324,0.99752488,0.00000000,3.22463834,0.90573580
-5.85592796,3.09995315,0.00554232,1.02420426,1.01568034,0.00000000,3.21989743,0.91002693
-5.84992496,3.10296688,0.00598695,1.01073966,1.03106389,0.00000000,3.20099227,0.91239541
-5.84392196,3.09600544,0.00645159,0.99358487,1.04340624,0.00000000,3.16858199,0.91277191
-5.83791896,3.07945170,0.00693596,0.97318253,1.05251579,0.00000000,3.12363499,0.91115163
-5.83191596,3.05392480,0.00743982,0.95005104,1.05828216,0.00000000,3.06738615,0.90758753
-5.82591296,3.02024505,0.00796293,0.92476067,1.06067755,0.00000000,3.00128622,0.90218187
-5.81990995,2.97939387,0.00850505,0.89790851,1.05975603,0.00000000,2.92694585,0.89507677
-5.81390695,2.93247058,0.00906595,0.87009355,1.05565043,0.00000000,2.84607660,0.88644426
-5.80790395,2.88064792,0.00964532,0.84189304,1.04856711,0.00000000,2.76043160,0.87647622
-5.80190095,2.82512791,0.01024275,0.81384111,1.03877845,0.00000000,2.67174795,0.86537479
-5.79589795,2.76709969,0.01085763,0.78641063,1.02661330,0.00000000,2.58169318,0.85334341
-5.78989495,2.70770071,0.01148906,0.75999888,1.01244553,0.00000000,2.49181738,0.84057899
-5.78389195,2.64798220,0.01213577,0.73491760,0.99668105,0.00000000,2.40351253,0.82726523
-5.77788894,2.58888000,0.01279600,0.71138734,0.97974360,0.00000000,2.31797991,0.81356720
