energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,7.04834901,0.00816831,0.26645971,0.57249117,5.96425869,1.57107411,0.00000000,0.10262538,0.11558610
-5.99399700,6.79023770,0.00736183,0.24425127,0.53581996,5.79188987,1.48036562,0.00000000,0.09356321,0.10788233
-5.98799400,6.51627289,0.00658988,0.22259434,0.49958524,5.60139320,1.38956538,0.00000000,0.08488414,0.10025514
-5.98199100,6.22850342,0.00585850,0.20169185,0.46399920,5.39422866,1.29929113,0.00000000,0.07663020,0.09276580
-5.97598799,5.92915300,0.00517240,0.18171381,0.42926466,5.17210823,1.21013724,0.00000000,0.06883612,0.08546923
-5.96998499,5.62058544,0.00453502,0.16279632,0.39557132,4.93696722,1.12266595,0.00000000,0.06152880,0.07841329
-5.96398199,5.30526741,0.00394852,0.14504187,0.36309273,4.69092992,1.03740006,0.00000000,0.05472705,0.07163845
-5.95797899,4.98572952,0.00341387,0.12852061,0.33198416,4.43627031,0.95481752,0.00000000,0.04844173,0.06517774
-5.95197599,4.66452611,0.00293095,0.11327247,0.30238133,4.17536893,0.87534752,0.00000000,0.04267615,0.05905683
-5.94597299,4.34419481,0.00249870,0.09931005,0.27439982,3.91066698,0.79936830,0.00000000,0.03742668,0.05329442
-5.93996998,4.02721659,0.00211528,0.08662190,0.24813535,3.64461924,0.72720638,0.00000000,0.03268363,0.04790271
-5.93396698,3.71597747,0.00177818,0.07517616,0.22366456,3.37964691,0.65913722,0.00000000,0.02843220,0.04288806
-5.92796398,3.41273259,0.00148443,0.06492425,0.20104636,3.11809231,0.59538690,0.00000000,0.02465356,0.03825162
-5.92196098,3.11957396,0.00123073,0.05580463,0.18032371,2.86217641,0.53613487,0.00000000,0.02132594,0.03399011
-5.91595798,2.83840246,0.00101360,0.04774627,0.16152560,2.61396082,0.48151741,0.00000000,0.01842569,0.03009654
-5.90995498,2.57090508,0.00082950,0.04067195,0.14466925,2.37531524,0.43163154,0.00000000,0.01592835,0.02656096
-5.90395198,2.31853777,0.00067496,0.03450121,0.12976227,2.14789122,0.38653929,0.00000000,0.01380957,0.02337114
-5.89794897,2.08251439,0.00054665,0.02915285,0.11680477,1.93310286,0.34627206,0.00000000,0.01204596,0.02051325
-5.89194597,1.86380171,0.00044147,0.02454713,0.10579123,1.73211472,0.31083478,0.00000000,0.01061585,0.01797244
-5.88594297,1.66312044,0.00035665,0.02060748,0.09671211,1.54583680,0.28020982,0.00000000,0.00949987,0.01573340
-5.87993997,1.48095174,0.00028974,0.01726194,0.08955504,1.37492644,0.25436040,0.00000000,0.00868149,0.01378086
-5.87393697,1.31754869,0.00023869,0.01444414,0.08430568,1.21979625,0.23323340,0.00000000,0.00814738,0.01209996
-5.86793397,1.17295191,0.00020189,0.01209409,0.08094797,1.08062748,0.21676139,0.00000000,0.00788769,0.01067669
-5.86193097,1.04700840,0.00017819,0.01015864,0.07946407,0.95738773,0.20486393,0.00000000,0.00789629,0.00949816
-5.85592796,0.93939268,0.00016692,0.00859176,0.07983377,0.84985188,0.19744803,0.00000000,0.00817084,0.00855291
-5.84992496,0.84962932,0.00016793,0.00735472,0.08203354,0.75762534,0.19440788,0.00000000,0.00871288,0.00783113
-5.84392196,0.77711588,0.00018160,0.00641602,0.08603524,0.68016829,0.19562385,0.00000000,0.00952787,0.00732486
-5.83791896,0.72114565,0.00020891,0.00575135,0.09180471,0.61682024,0.20096093,0.00000000,0.01062515,0.00702816
-5.83191596,0.68092942,0.00025145,0.00534346,0.09930014,0.56682396,0.21026691,0.00000000,0.01201789,0.00693720
-5.82591296,0.65561598,0.00031149,0.00518193,0.10847072,0.52934820,0.22337032,0.00000000,0.01372309,0.00705038
-5.81990995,0.64431094,0.00039198,0.00526299,0.11925529,0.50350881,0.24007858,0.00000000,0.01576145,0.00736836
-5.81390695,0.64609397,0.00049663,0.00558921,0.13158159,0.48838793,0.26017650,0.00000000,0.01815731,0.00789404
-5.80790395,0.66003424,0.00062995,0.00616923,0.14536586,0.48305126,0.28342551,0.00000000,0.02093849,0.00863252
-5.80190095,0.68520440,0.00079727,0.00701735,0.16051324,0.48656343,0.30956378,0.00000000,0.02413617,0.00959100
-5.79589795,0.72069316,0.00100478,0.00815314,0.17691882,0.49800157,0.33830747,0.00000000,0.02778464,0.01077855
-5.78989495,0.76561671,0.00125954,0.00960087,0.19446946,0.51646745,0.36935329,0.00000000,0.03192098,0.01220586
-5.78389195,0.81912912,0.00156945,0.01138886,0.21304649,0.54109819,0.40238231,0.00000000,0.03658466,0.01388494
-5.77788894,0.88043182,0.00194321,0.01354872,0.23252898,0.57107592,0.43706517,0.00000000,0.04181703,0.01582862
-5.77188594,0.94878210,0.00239026,0.01611439,0.25279765,0.60563649,0.47306840,0.00000000,0.04766060,0.01805009
-5.76588294,1.02350059,0.00292062,0.01912110,0.27373915,0.64407718,0.51006173,0.00000000,0.05415826,0.02056227
-5.75987994,1.10397745,0.00354478,0.02260410,0.29525045,0.68576351,0.54772603,0.00000000,0.06135224,0.02337713
-5.75387694,1.18967702,0.00427343,0.02659730,0.31724313,0.73013498,0.58576160,0.00000000,0.06928299,0.02650495
-5.74787394,1.28014049,0.00511722,0.03113182,0.33964715,0.77670960,0.62389622,0.00000000,0.07798788,0.02995355
-5.74187094,1.37498647,0.00608645,0.03623437,0.36241397,0.82508691,0.66189264,0.00000000,0.08749980,0.03372746
-5.73586793,1.47390894,0.00719066,0.04192570,0.38551853,0.87494929,0.69955513,0.00000000,0.09784568,0.03782717
-5.72986493,1.57667252,0.00843828,0.04821901,0.40896005,0.92606139,0.73673448,0.00000000,0.10904504,0.04224836
-5.72386193,1.68310503,0.00983616,0.05511846,0.43276126,0.97826748,0.77333133,0.00000000,0.12110856,0.04698128
-5.71785893,1.79308737,0.01138911,0.06261790,0.45696620,1.03148664,0.80929760,0.00000000,0.13403679,0.05201024
-5.71185593,1.90654112,0.01309947,0.07069975,0.48163637,1.08570584,0.84463569,0.00000000,0.14781911,0.05731327
-5.70585293,2.02341434,0.01496662,0.07933426,0.50684548,1.14097118,0.87939580,0.00000000,0.16243294,0.06286197
-5.69984992,2.14366620,0.01698662,0.08847912,0.53267289,1.19737743,0.91367118,0.00000000,0.17784336,0.06862164
-5.69384692,2.26725138,0.01915185,0.09807945,0.55919622,1.25505641,0.94759177,0.00000000,0.19400310,0.07455162
-5.68784392,2.39410491,0.02145072,0.10806833,0.58648325,1.31416469,0.98131655,0.00000000,0.21085300,0.08060588
-5.68184092,2.52412855,0.02386755,0.11836766,0.61458382,1.37487113,1.01502491,0.00000000,0.22832299,0.08673390
-5.67583792,2.65717940,0.02638250,0.12888964,0.64352205,1.43734494,1.04890768,0.00000000,0.24633342,0.09288171
-5.66983492,2.79306156,0.02897171,0.13953844,0.67328935,1.50174467,1.08315806,0.00000000,0.26479688,0.09899316
-5.66383192,2.93152121,0.03160750,0.15021243,0.70383883,1.56820877,1.11796311,0.00000000,0.28362035,0.10501128
-5.65782891,3.07224557,0.03425880,0.16080649,0.73508125,1.63684805,1.15349608,0.00000000,0.30270752,0.11087973
-5.65182591,3.21486553,0.03689171,0.17121461,0.76688306,1.70774016,1.18990981,0.00000000,0.32196133,0.11654424
-5.64582291,3.35896186,0.03947020,0.18133239,0.79906660,1.78092632,1.22733154,0.00000000,0.34128649,0.12195396
-5.63981991,3.50407445,0.04195693,0.19105961,0.83141249,1.85641016,1.26585911,0.00000000,0.36059189,0.12706267
-5.63381691,3.64971363,0.04431417,0.20030248,0.86366427,1.93415832,1.30555866,0.00000000,0.37979281,0.13182979
-5.62781391,3.79537297,0.04650486,0.20897568,0.89553497,2.01410258,1.34646349,0.00000000,0.39881279,0.13622112
-5.62181091,3.94054232,0.04849359,0.21700395,0.92671542,2.09614291,1.38857423,0.00000000,0.41758515,0.14020931
-5.61580790,4.08472021,0.05024771,0.22432332,0.95688380,2.18015099,1.43185979,0.00000000,0.43605407,0.14377396
-5.60980490,4.22742463,0.05173827,0.23088180,0.98571596,2.26597351,1.47625895,0.00000000,0.45417524,0.14690153
-5.60380190,4.36820142,0.05294105,0.23663971,1.01289604,2.35343494,1.52168239,0.00000000,0.47191604,0.14958486
-5.59779890,4.50662979,0.05383725,0.24156946,1.03812684,2.44233920,1.56801480,0.00000000,0.48925547,0.15182256
-5.59179590,4.64232456,0.05441424,0.24565511,1.06113932,2.53246993,1.61511694,0.00000000,0.50618361,0.15361816
-5.58579290,4.77493523,0.05466599,0.24889158,1.08170095,2.62358944,1.66282758,0.00000000,0.52270100,0.15497925
-5.57978989,4.90414208,0.05459333,0.25128371,1.09962241,2.71543609,1.71096525,0.00000000,0.53881776,0.15591651
-5.57378689,5.02964989,0.05420402,0.25284524,1.11476240,2.80772066,1.75932970,0.00000000,0.55455269,0.15644289
-5.56778389,5.15118001,0.05351255,0.25359789,1.12703045,2.90012177,1.80770341,0.00000000,0.56993232,0.15657289
-5.56178089,5.26846168,0.05253975,0.25357052,1.13638759,2.99228118,1.85585305,0.00000000,0.58499002,0.15632198
-5.55577789,5.38122363,0.05131223,0.25279848,1.14284511,3.08379942,1.90353118,0.00000000,0.59976506,0.15570637
-5.54977489,5.48918682,0.04986155,0.25132326,1.14646146,3.17423237,1.95047838,0.00000000,0.61430181,0.15474288
-5.54377189,5.59205928,0.04822337,0.24919233,1.14733770,3.26308960,1.99642594,0.00000000,0.62864882,0.15344919
-5.53776888,5.68953372,0.04643641,0.24645925,1.14561181,3.34983484,2.04109922,0.00000000,0.64285790,0.15184423
-5.53176588,5.78128830,0.04454132,0.24318391,1.14145218,3.43388919,2.08422180,0.00000000,0.65698309,0.14994875
-5.52576288,5.86699100,0.04257965,0.23943290,1.13505087,3.51463714,2.12552044,0.00000000,0.67107949,0.14778606
-5.51975988,5.94630718,0.04059270,0.23527987,1.12661689,3.59143567,2.16473065,0.00000000,0.68520189,0.14538274
-5.51375688,6.01891021,0.03862052,0.23080577,1.11636991,3.66362604,2.20160290,0.00000000,0.69940316,0.14276931
-5.50775388,6.08449441,0.03670096,0.22609887,1.10453471,3.73054810,2.23590904,0.00000000,0.71373255,0.13998087
-5.50175088,6.14278946,0.03486889,0.22125450,1.09133664,3.79155635,2.26744876,0.00000000,0.72823375,0.13705738
-5.49574787,6.19357527,0.03315550,0.21637436,1.07699809,3.84603710,2.29605573,0.00000000,0.74294293,0.13404384
-5.48974487,6.23669619,0.03158781,0.21156540,1.06173615,3.89342587,2.32160299,0.00000000,0.75788678,0.13099002
-5.48374187,6.27207344,0.03018836,0.20693826,1.04576135,3.93322400,2.34400727,0.00000000,0.77308069,0.12795000
-5.47773887,6.29971486,0.02897494,0.20260524,1.02927737,3.96501372,2.36323198,0.00000000,0.78852713,0.12498119
-5.47173587,6.31972090,0.02796068,0.19867793,1.01248148,3.98847061,2.37928845,0.00000000,0.80421451,0.12214324
-5.46573287,6.33228645,0.02715403,0.19526450,0.99556551,4.00337305,2.39223538,0.00000000,0.82011629,0.11949650
-5.45972986,6.33769802,0.02655906,0.19246684,0.97871710,4.00960787,2.40217629,0.00000000,0.83619082,0.11710033
-5.45372686,6.33632626,0.02617571,0.19037760,0.96212087,4.00717209,2.40925519,0.00000000,0.85238152,0.11501134
-5.44772386,6.32861409,0.02600017,0.18907745,0.94595937,3.99617067,2.41365034,0.00000000,0.86861779,0.11328143
-5.44172086,6.31506106,0.02602525,0.18863244,0.93041343,3.97681047,2.41556664,0.00000000,0.88481627,0.11195605
