energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.57378689,7.00449393,0.00725534,1.36174759,0.05481571,0.00000000,2.49630442,2.12619804,0.08470949,2.81688621
-5.56778389,7.04916902,0.00705238,1.40593640,0.05337298,0.00000000,2.52184006,2.19601926,0.08444232,2.79788393
-5.56178089,7.07028189,0.00688727,1.44579746,0.05169953,0.00000000,2.53856066,2.25930191,0.08390594,2.76873635
-5.55577789,7.06762847,0.00675835,1.48064045,0.04982332,0.00000000,2.54617620,2.31503755,0.08309858,2.73010319
-5.54977489,7.04139838,0.00666410,1.50986216,0.04777533,0.00000000,2.54454680,2.36233989,0.08202568,2.68279069
-5.54377189,6.99214460,0.00660320,1.53295860,0.04558855,0.00000000,2.53367896,2.40046235,0.08069922,2.62771985
-5.53776888,6.92074656,0.00657450,1.54953416,0.04329703,0.00000000,2.51371871,2.42881176,0.07913686,2.56589393
-5.53176588,6.82836897,0.00657701,1.55930777,0.04093492,0.00000000,2.48494196,2.44695815,0.07736092,2.49836666
-5.52576288,6.71641854,0.00660988,1.56211600,0.03853556,0.00000000,2.44774274,2.45464018,0.07539733,2.42621256
-5.51975988,6.58650057,0.00667231,1.55791316,0.03613078,0.00000000,2.40262001,2.45176665,0.07327457,2.35050045
-5.51375688,6.44037714,0.00676351,1.54676852,0.03375019,0.00000000,2.35016351,2.43841391,0.07102265,2.27227093
-5.50775388,6.27992843,0.00688264,1.52886098,0.03142074,0.00000000,2.29103932,2.41481983,0.06867210,2.19251854
-5.50175088,6.10711793,0.00702874,1.50447151,0.02916632,0.00000000,2.22597555,2.38137450,0.06625313,2.11217859
-5.49574787,5.92396253,0.00720067,1.47397378,0.02700758,0.00000000,2.15574868,2.33860816,0.06379494,2.03211886
-5.48974487,5.73250737,0.00739706,1.43782327,0.02496182,0.00000000,2.08117073,2.28717708,0.06132508,1.95313567
-5.48374187,5.53480549,0.00761629,1.39654550,0.02304310,0.00000000,2.00307761,2.22784763,0.05886909,1.87595384
-5.47773887,5.33290179,0.00785644,1.35072353,0.02126235,0.00000000,1.92231860,2.16147919,0.05645018,1.80122985
-5.47173587,5.12882034,0.00811525,1.30098526,0.01962762,0.00000000,1.83974708,2.08900637,0.05408914,1.72955729
-5.46573287,4.92455438,0.00839019,1.24799076,0.01814440,0.00000000,1.75621237,2.01142080,0.05180430,1.66147385
-5.45972986,4.72205759,0.00867841,1.19241993,0.01681594,0.00000000,1.67255240,1.92975296,0.04961164,1.59746868
-5.45372686,4.52323576,0.00897678,1.13496062,0.01564363,0.00000000,1.58958711,1.84505429,0.04752495,1.53798961
-5.44772386,4.32993767,0.00928196,1.07629743,0.01462731,0.00000000,1.50811232,1.75837963,0.04555607,1.48344905
-5.44172086,4.14394440,0.00959038,1.01710122,0.01376565,0.00000000,1.42889366,1.67077049,0.04371508,1.43422839
-5.43571786,3.96695616,0.00989837,0.95801951,0.01305640,0.00000000,1.35266051,1.58323892,0.04201054,1.39067998
-5.42971486,3.80057647,0.01020216,0.89966758,0.01249662,0.00000000,1.28009959,1.49675237,0.04044973,1.35312673
-5.42371186,3.64629338,0.01049799,0.84262060,0.01208290,0.00000000,1.21184829,1.41221958,0.03903874,1.32185909
-5.41770885,3.50545802,0.01078214,0.78740659,0.01181146,0.00000000,1.14848749,1.33047760,0.03778265,1.29712952
-5.41170585,3.37926112,0.01105103,0.73450033,0.01167817,0.00000000,1.09053407,1.25228020,0.03668550,1.27914483
-5.40570285,3.26870824,0.01130124,0.68431826,0.01167862,0.00000000,1.03843325,1.17828775,0.03575031,1.26805674
-5.39969985,3.17459494,0.01152963,0.63721442,0.01180803,0.00000000,0.99255100,1.10905888,0.03497901,1.26395149
-5.39369685,3.09748325,0.01173332,0.59347748,0.01206117,0.00000000,0.95316680,1.04504400,0.03437231,1.26683897
-5.38769385,3.03768078,0.01190980,0.55332897,0.01243228,0.00000000,0.92046720,0.98658104,0.03392961,1.27664247
-5.38169085,2.99522428,0.01205692,0.51692268,0.01291494,0.00000000,0.89454057,0.93389344,0.03364877,1.29318972
-5.37568784,2.96986876,0.01217299,0.48434540,0.01350198,0.00000000,0.87537352,0.88709061,0.03352610,1.31620609
-5.36968484,2.96108378,0.01225672,0.45561891,0.01418535,0.00000000,0.86284924,0.84617105,0.03355613,1.34531077
-5.36368184,2.96805774,0.01230732,0.43070325,0.01495615,0.00000000,0.85674832,0.81102785,0.03373169,1.38001647
-5.35767884,2.98971105,0.01232449,0.40950131,0.01580455,0.00000000,0.85675216,0.78145690,0.03404382,1.41973322
-5.35167584,3.02471834,0.01230840,0.39186449,0.01671991,0.00000000,0.86244920,0.75716725,0.03448194,1.46377649
-5.34567284,3.07153970,0.01225974,0.37759941,0.01769084,0.00000000,0.87334402,0.73779364,0.03503397,1.51137966
-5.33966983,3.12846020,0.01217970,0.36647548,0.01870547,0.00000000,0.88886915,0.72291073,0.03568661,1.56171066
-5.33366683,3.19363662,0.01206997,0.35823307,0.01975158,0.00000000,0.90839942,0.71204854,0.03642564,1.61389237
-5.32766383,3.26514987,0.01193274,0.35259202,0.02081700,0.00000000,0.93126833,0.70470874,0.03723634,1.66702595
-5.32166083,3.34106105,0.01177064,0.34926032,0.02188990,0.00000000,0.95678611,0.70038104,0.03810386,1.72021636
-5.31565783,3.41946900,0.01158675,0.34794252,0.02295914,0.00000000,0.98425856,0.69855924,0.03901370,1.77259881
-5.30965483,3.49856679,0.01138457,0.34834770,0.02401468,0.00000000,1.01300625,0.69875627,0.03995215,1.82336510
-5.30365183,3.57669477,0.01116791,0.35019671,0.02504789,0.00000000,1.04238302,0.70051774,0.04090667,1.87178847
-5.29764882,3.65238756,0.01094090,0.35322837,0.02605188,0.00000000,1.07179315,0.70343340,0.04186632,1.91724575
-5.29164582,3.72441292,0.01070786,0.35720453,0.02702179,0.00000000,1.10070647,0.70714616,0.04282195,1.95923562
-5.28564282,3.79180041,0.01047321,0.36191382,0.02795490,0.00000000,1.12867051,0.71135839,0.04376647,1.99739206
-5.27963982,3.85385858,0.01024141,0.36717390,0.02885075,0.00000000,1.15531942,0.71583523,0.04469488,2.03149207
-5.27363682,3.91017967,0.01001679,0.37283238,0.02971111,0.00000000,1.18037900,0.72040488,0.04560426,2.06145723
-5.26763382,3.96063157,0.00980349,0.37876620,0.03053982,0.00000000,1.20366765,0.72495605,0.04649363,2.08734886
-5.26163082,4.00533739,0.00960528,0.38487985,0.03134255,0.00000000,1.22509333,0.72943267,0.04736366,2.10935699
-5.25562781,4.04464374,0.00942549,0.39110237,0.03212643,0.00000000,1.24464644,0.73382619,0.04821632,2.12778343
-5.24962481,4.07907914,0.00926687,0.39738343,0.03289961,0.00000000,1.26238928,0.73816614,0.04905448,2.14301992
-5.24362181,4.10930483,0.00913152,0.40368877,0.03367070,0.00000000,1.27844237,0.74250915,0.04988136,2.15552230
-5.23761881,4.13606045,0.00902078,0.40999516,0.03444819,0.00000000,1.29296849,0.74692735,0.05070006,2.16578192
-5.23161581,4.16010728,0.00893520,0.41628528,0.03523990,0.00000000,1.30615524,0.75149653,0.05151304,2.17429592
-5.22561281,4.18217210,0.00887452,0.42254277,0.03605231,0.00000000,1.31819701,0.75628482,0.05232160,2.18153762
-5.21960980,4.20289442,0.00883764,0.42874759,0.03689005,0.00000000,1.32927732,0.76134236,0.05312550,2.18792873
-5.21360680,4.22277965,0.00882273,0.43487212,0.03775542,0.00000000,1.33955239,0.76669255,0.05392261,2.19381462
-5.20760380,4.24216078,0.00882722,0.44087803,0.03864796,0.00000000,1.34913685,0.77232521,0.05470866,2.19944396
-5.20160080,4.26117013,0.00884794,0.44671410,0.03956424,0.00000000,1.35809226,0.77819209,0.05547716,2.20495368
-5.19559780,4.27972273,0.00888127,0.45231513,0.04049769,0.00000000,1.36641905,0.78420470,0.05621943,2.21035997
-5.18959480,4.29751176,0.00892324,0.45760188,0.04143866,0.00000000,1.37405223,0.79023473,0.05692470,2.21555573
-5.18359180,4.31401642,0.00896972,0.46248212,0.04237452,0.00000000,1.38086108,0.79611682,0.05758044,2.22031446
-5.17758879,4.32852148,0.00901658,0.46685260,0.04329007,0.00000000,1.38665275,0.80165360,0.05817274,2.22430042
-5.17158579,4.34014734,0.00905984,0.47060198,0.04416792,0.00000000,1.39117971,0.80662262,0.05868679,2.22708443
-5.16558279,4.34788934,0.00909585,0.47361438,0.04498910,0.00000000,1.39415036,0.81078483,0.05910744,2.22816446
-5.15957979,4.35066388,0.00912142,0.47577355,0.04573371,0.00000000,1.39524258,0.81389421,0.05941981,2.22699013
-5.15357679,4.34735950,0.00913392,0.47696732,0.04638167,0.00000000,1.39411928,0.81570800,0.05960993,2.22298968
-5.14757379,4.33689030,0.00913136,0.47709228,0.04691346,0.00000000,1.39044528,0.81599705,0.05966536,2.21559842
-5.14157079,4.31824936,0.00911248,0.47605828,0.04731089,0.00000000,1.38390483,0.81455600,0.05957575,2.20428720
-5.13556778,4.29055993,0.00907674,0.47379286,0.04755786,0.00000000,1.37421868,0.81121255,0.05933341,2.18858978
-5.12956478,4.25312208,0.00902430,0.47024512,0.04764101,0.00000000,1.36116033,0.80583580,0.05893372,2.16812790
-5.12356178,4.20545333,0.00895602,0.46538912,0.04755032,0.00000000,1.34457033,0.79834307,0.05837554,2.14263315
-5.11755878,4.14732146,0.00887337,0.45922666,0.04727958,0.00000000,1.32436850,0.78870523,0.05766141,2.11196483
-5.11155578,4.07876874,0.00877834,0.45178917,0.04682675,0.00000000,1.30056317,0.77695022,0.05679772,2.07612316
-5.10555278,4.00012671,0.00867338,0.44313898,0.04619415,0.00000000,1.27325748,0.76316479,0.05579473,2.03525762
-5.09954977,3.91202146,0.00856127,0.43336965,0.04538854,0.00000000,1.24265235,0.74749451,0.05466650,1.98967012
-5.09354677,3.81536934,0.00844503,0.42260552,0.04442102,0.00000000,1.20904612,0.73014211,0.05343073,1.93981315
-5.08754377,3.71136379,0.00832785,0.41100048,0.04330680,0.00000000,1.17283095,0.71136425,0.05210845,1.88628306
-5.08154077,3.60145382,0.00821301,0.39873605,0.04206488,0.00000000,1.13448634,0.69146703,0.05072373,1.82980899
-5.07553777,3.48731526,0.00810382,0.38601871,0.04071756,0.00000000,1.09456974,0.67080033,0.04930322,1.77123778
-5.06953477,3.37081583,0.00800357,0.37307668,0.03928990,0.00000000,1.05370499,0.64975119,0.04787568,1.71151552
-5.06353177,3.25397519,0.00791555,0.36015626,0.03780908,0.00000000,1.01256881,0.62873661,0.04647151,1.65166654
-5.05752876,3.13892140,0.00784301,0.34751764,0.03630370,0.00000000,0.97187588,0.60819576,0.04512218,1.59277019
-5.05152576,3.02784479,0.00778923,0.33543045,0.03480315,0.00000000,0.93236294,0.58858195,0.04385962,1.53593642
-5.04552276,2.92295064,0.00775750,0.32416906,0.03333682,0.00000000,0.89477241,0.57035443,0.04271569,1.48228066
-5.03951976,2.82641179,0.00775118,0.31400770,0.03193349,0.00000000,0.85983606,0.55397021,0.04172152,1.43289863
-5.03351676,2.74032211,0.00777374,0.30521553,0.03062063,0.00000000,0.82825892,0.53987594,0.04090695,1.38884179
-5.02751376,2.66665202,0.00782879,0.29805163,0.02942383,0.00000000,0.80070409,0.52850009,0.04029985,1.35109389
-5.02151076,2.60720680,0.00792013,0.29276017,0.02836630,0.00000000,0.77777855,0.52024533,0.03992554,1.32054917
-5.01550775,2.56358865,0.00805172,0.28956566,0.02746842,0.00000000,0.76002044,0.51548129,0.03980622,1.29799274
-5.00950475,2.53716307,0.00822768,0.28866841,0.02674736,0.00000000,0.74788792,0.51453783,0.03996034,1.28408340
-5.00350175,2.52903045,0.00845232,0.29024037,0.02621688,0.00000000,0.74175001,0.51769877,0.04040207,1.27933948
-4.99749875,2.54000325,0.00873002,0.29442132,0.02588715,0.00000000,0.74187929,0.52519620,0.04114086,1.28412782
-4.99149575,2.57058934,0.00906520,0.30131555,0.02576465,0.00000000,0.74844696,0.53720558,0.04218097,1.29865628
-4.98549275,2.62098194,0.00946224,0.31098906,0.02585226,0.00000000,0.76151996,0.55384155,0.04352117,1.32296980
-4.97948974,2.69105620,0.00992535,0.32346752,0.02614935,0.00000000,0.78106054,0.57515465,0.04515449,1.35695030
-4.97348674,2.78037268,0.01045848,0.33873479,0.02665196,0.00000000,0.80692794,0.60112913,0.04706818,1.40032012
-4.96748374,2.88818752,0.01106515,0.35673232,0.02735304,0.00000000,0.83888239,0.63168165,0.04924369,1.45264920
-4.96148074,3.01346900,0.01174836,0.37735934,0.02824281,0.00000000,0.87659111,0.66666132,0.05165690,1.51336551
-4.95547774,3.15491997,0.01251041,0.40047383,0.02930905,0.00000000,0.91963613,0.70585077,0.05427850,1.58176848
-4.94947474,3.31100545,0.01335278,0.42589439,0.03053752,0.00000000,0.96752385,0.74896850,0.05707445,1.65704505
-4.94347174,3.47998455,0.01427599,0.45340287,0.03191233,0.00000000,1.01969579,0.79567234,0.06000670,1.73828762
-4.93746873,3.65994553,0.01527947,0.48274765,0.03341631,0.00000000,1.07554035,0.84556409,0.06303396,1.82451347
-4.93146573,3.84884302,0.01636143,0.51364778,0.03503141,0.00000000,1.13440517,0.89819506,0.06611261,1.91468487
-4.92546273,4.04453610,0.01751878,0.54579739,0.03673902,0.00000000,1.19560965,0.95307265,0.06919775,2.00772927
-4.91945973,4.24482621,0.01874702,0.57887081,0.03852030,0.00000000,1.25845731,1.00966752,0.07224422,2.10255895
-4.91345673,4.44749373,0.02004020,0.61252778,0.04035643,0.00000000,1.32224754,1.06742156,0.07520767,2.19808954
-4.90745373,4.65033241,0.02139086,0.64641898,0.04222888,0.00000000,1.38628665,1.12575610,0.07804567,2.29325699
-4.90145073,4.85118098,0.02279004,0.68019153,0.04411953,0.00000000,1.44989762,1.18408065,0.08071869,2.38703260
-4.89544772,5.04795147,0.02422726,0.71349454,0.04601088,0.00000000,1.51242880,1.24180162,0.08319100,2.47843599
-4.88944472,5.23865408,0.02569065,0.74598440,0.04788612,0.00000000,1.57326117,1.29833120,0.08543149,2.56654592
-4.88344172,5.42141866,0.02716696,0.77732996,0.04972925,0.00000000,1.63181429,1.35309617,0.08741436,2.65050912
-4.87743872,5.59451313,0.02864179,0.80721739,0.05152512,0.00000000,1.68755107,1.40554658,0.08911956,2.72954724
-4.87143572,5.75635918,0.03009972,0.83535470,0.05325952,0.00000000,1.73998142,1.45516414,0.09053316,2.80296237
-4.86543272,5.90554589,0.03152454,0.86147598,0.05491923,0.00000000,1.78866502,1.50147043,0.09164751,2.87014136
-4.85942971,6.04084165,0.03289958,0.88534517,0.05649214,0.00000000,1.83321337,1.54403467,0.09246122,2.93055939
-4.85342671,6.16120498,0.03420797,0.90675954,0.05796728,0.00000000,1.87329146,1.58248096,0.09297898,2.98378298
-4.84742371,6.26579440,0.03543301,0.92555264,0.05933501,0.00000000,1.90861907,1.61649498,0.09321127,3.02947282
-4.84142071,6.35397749,0.03655856,0.94159683,0.06058710,0.00000000,1.93897191,1.64582992,0.09317390,3.06738638
-4.83541771,6.42533900,0.03756944,0.95480524,0.06171690,0.00000000,1.96418266,1.67031138,0.09288744,3.09738034
-4.82941471,6.47968756,0.03845180,0.96513319,0.06271946,0.00000000,1.98414189,1.68984118,0.09237658,3.11941268
-4.82341171,6.51706026,0.03919351,0.97257880,0.06359172,0.00000000,1.99879879,1.70439978,0.09166941,3.13354407
-4.81740870,6.53772450,0.03978453,0.97718293,0.06433256,0.00000000,2.00816148,1.71404700,0.09079662,3.13993824
-4.81140570,6.54217590,0.04021723,0.97902822,0.06494293,0.00000000,2.01229687,1.71892103,0.08979072,3.13886073
-4.80540270,6.53113162,0.04048661,0.97823712,0.06542583,0.00000000,2.01132966,1.71923537,0.08868511,3.13067572
-4.79939970,6.50551807,0.04059049,0.97496906,0.06578631,0.00000000,2.00544039,1.71527365,0.08751331,3.11584029
-4.79339670,6.46645253,0.04052964,0.96941648,0.06603131,0.00000000,1.99486234,1.70738238,0.08630803,3.09489603
-4.78739370,6.41521839,0.04030774,0.96179989,0.06616951,0.00000000,1.97987716,1.69596155,0.08510039,3.06845758
-4.78139070,6.35323409,0.03993128,0.95236211,0.06621103,0.00000000,1.96080906,1.68145336,0.08391907,3.03719826
-4.77538769,6.28201629,0.03940944,0.94136163,0.06616709,0.00000000,1.93801793,1.66432935,0.08278957,3.00183303
-4.76938469,6.20313838,0.03875373,0.92906538,0.06604960,0.00000000,1.91189111,1.64507629,0.08173353,2.96309918
-4.76338169,6.11818565,0.03797769,0.91574121,0.06587072,0.00000000,1.88283452,1.62418132,0.08076814,2.92173544
-4.75737869,6.02870900,0.03709643,0.90165023,0.06564234,0.00000000,1.85126314,1.60211700,0.07990559,2.87846046
-4.75137569,5.93617916,0.03612622,0.88703938,0.06537568,0.00000000,1.81759144,1.57932678,0.07915283,2.83395160
-4.74537269,5.84194380,0.03508392,0.87213452,0.06508077,0.00000000,1.78222427,1.55621157,0.07851123,2.78882506
-4.73936968,5.74718955,0.03398656,0.85713443,0.06476610,0.00000000,1.74554844,1.53311808,0.07797667,2.74361855
-4.73336668,5.65291112,0.03285081,0.84220587,0.06443827,0.00000000,1.70792564,1.51032940,0.07753960,2.69877740
-4.72736368,5.55988921,0.03169259,0.82748005,0.06410181,0.00000000,1.66968701,1.48805840,0.07718542,2.65464499
-4.72136068,5.46867855,0.03052663,0.81305060,0.06375903,0.00000000,1.63112958,1.46644417,0.07689497,2.61145814
-4.71535768,5.37960686,0.02936626,0.79897331,0.06341007,0.00000000,1.59251479,1.44555180,0.07664529,2.56934777
-4.70935468,5.29278490,0.02822310,0.78526742,0.06305301,0.00000000,1.55406913,1.42537556,0.07641043,2.52834490
-4.70335168,5.20812718,0.02710697,0.77191860,0.06268413,0.00000000,1.51598673,1.40584516,0.07616250,2.48839179
-4.69734867,5.12538223,0.02602590,0.75888345,0.06229827,0.00000000,1.47843372,1.38683500,0.07587273,2.44935747
-4.69134567,5.04417077,0.02498611,0.74609518,0.06188926,0.00000000,1.44155406,1.36817591,0.07551269,2.41105702
-4.68534267,4.96402983,0.02399218,0.73347038,0.06145041,0.00000000,1.40547623,1.34966867,0.07505545,2.37327329
-4.67933967,4.88446016,0.02304726,0.72091640,0.06097506,0.00000000,1.37032049,1.33109883,0.07447671,2.33578002
-4.67333667,4.80497461,0.02215326,0.70833904,0.06045704,0.00000000,1.33620614,1.31225196,0.07375593,2.29836497
-4.66733367,4.72514462,0.02131120,0.69565023,0.05989124,0.00000000,1.30325817,1.29292869,0.07287722,2.26085166
-4.66133067,4.64464253,0.02052143,0.68277532,0.05927398,0.00000000,1.27161307,1.27295878,0.07183012,2.22311871
-4.65532766,4.56327751,0.01978393,0.66965960,0.05860340,0.00000000,1.24142332,1.25221355,0.07061024,2.18511553
-4.64932466,4.48102330,0.01909859,0.65627393,0.05787965,0.00000000,1.21286031,1.23061622,0.06921954,2.14687372
-4.64332166,4.39803673,0.01846538,0.64261914,0.05710511,0.00000000,1.18611573,1.20814965,0.06766652,2.10851357
