energy_ev,total_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.89194597,0.08009170,0.00039605,0.00000000,0.00132570,0.00190885,0.00659824,0.00055691,0.00060947,0.05562917
-5.88594297,0.09173197,0.00045383,0.00000000,0.00162621,0.00206529,0.00757477,0.00062152,0.00067927,0.06377625
-5.87993997,0.10454513,0.00051671,0.00000000,0.00202110,0.00230200,0.00863368,0.00070281,0.00076029,0.07272011
-5.87393697,0.11849585,0.00058438,0.00000000,0.00253365,0.00262024,0.00977037,0.00080110,0.00085134,0.08243708
-5.86793397,0.13353599,0.00065639,0.00000000,0.00319422,0.00302567,0.01097788,0.00091737,0.00095131,0.09289305
-5.86193097,0.14960498,0.00073218,0.00000000,0.00404166,0.00352863,0.01224682,0.00105330,0.00105911,0.10404374
-5.85592796,0.16663174,0.00081104,0.00000000,0.00512497,0.00414454,0.01356533,0.00121137,0.00117363,0.11583600
-5.84992496,0.18453821,0.00089213,0.00000000,0.00650521,0.00489454,0.01491925,0.00139493,0.00129377,0.12821023
-5.84392196,0.20324464,0.00097449,0.00000000,0.00825764,0.00580637,0.01629224,0.00160837,0.00141842,0.14110384
-5.83791896,0.22267646,0.00105706,0.00000000,0.01047400,0.00691536,0.01766617,0.00185726,0.00154647,0.15445592
-5.83191596,0.24277272,0.00113870,0.00000000,0.01326500,0.00826564,0.01902143,0.00214854,0.00167685,0.16821287
-5.82591296,0.26349587,0.00121823,0.00000000,0.01676280,0.00991154,0.02033752,0.00249073,0.00180861,0.18233496
-5.81990995,0.28484255,0.00129447,0.00000000,0.02112352,0.01191902,0.02159357,0.00289407,0.00194092,0.19680358
-5.81390695,0.30685501,0.00136625,0.00000000,0.02652962,0.01436733,0.02276897,0.00337079,0.00207316,0.21162887
-5.80790395,0.32963268,0.00143248,0.00000000,0.03319197,0.01735059,0.02384409,0.00393523,0.00220500,0.22685754
-5.80190095,0.35334332,0.00149219,0.00000000,0.04135152,0.02097947,0.02480088,0.00460396,0.00233642,0.24258027
-5.79589795,0.37823324,0.00154456,0.00000000,0.05128036,0.02538283,0.02562358,0.00539591,0.00246782,0.25893859
-5.78989495,0.40463578,0.00158897,0.00000000,0.06328205,0.03070919,0.02629927,0.00633235,0.00260002,0.27613055
-5.78389195,0.43297773,0.00162501,0.00000000,0.07769088,0.03712812,0.02681837,0.00743684,0.00273433,0.29441498
-5.77788894,0.46378283,0.00165255,0.00000000,0.09487013,0.04483130,0.02717507,0.00873505,0.00287257,0.31411379
-5.77188594,0.49767209,0.00167169,0.00000000,0.11520894,0.05403339,0.02736752,0.01025449,0.00301703,0.33561214
-5.76588294,0.53536045,0.00168286,0.00000000,0.13911789,0.06497238,0.02739798,0.01202413,0.00317051,0.35935618
-5.75987994,0.57764956,0.00168673,0.00000000,0.16702293,0.07790966,0.02727278,0.01407385,0.00333624,0.38584809
-5.75387694,0.62541656,0.00168425,0.00000000,0.19935799,0.09312941,0.02700206,0.01643382,0.00351780,0.41563861
-5.74787394,0.67959904,0.00167663,0.00000000,0.23655599,0.11093751,0.02659944,0.01913374,0.00371908,0.44931693
-5.74187094,0.74117625,0.00166528,0.00000000,0.27903858,0.13165973,0.02608153,0.02220194,0.00394414,0.48749816
-5.73586793,0.81114726,0.00165182,0.00000000,0.32720469,0.15563926,0.02546728,0.02566447,0.00419706,0.53080879
-5.72986493,0.89050625,0.00163800,0.00000000,0.38141824,0.18323336,0.02477737,0.02954405,0.00448187,0.57987040
-5.72386193,0.98021603,0.00162566,0.00000000,0.44199524,0.21480921,0.02403338,0.03385908,0.00480234,0.63528225
-5.71785893,1.08118020,0.00161668,0.00000000,0.50919081,0.25073880,0.02325709,0.03862256,0.00516186,0.69760310
-5.71185593,1.19421503,0.00161296,0.00000000,0.58318648,0.29139287,0.02246974,0.04384117,0.00556329,0.76733310
-5.70585293,1.32002176,0.00161632,0.00000000,0.66407819,0.33713376,0.02169133,0.04951432,0.00600884,0.84489604
-5.69984992,1.45916020,0.00162849,0.00000000,0.75186567,0.38830720,0.02094002,0.05563351,0.00649990,0.93062286
-5.69384692,1.61202434,0.00165107,0.00000000,0.84644344,0.44523304,0.02023164,0.06218166,0.00703701,1.02473660
-5.68784392,1.77882065,0.00168545,0.00000000,0.94759396,0.50819485,0.01957933,0.06913282,0.00761972,1.12733952
-5.68184092,1.95954960,0.00173285,0.00000000,1.05498332,0.57742852,0.01899332,0.07645203,0.00824658,1.23840257
-5.67583792,2.15399094,0.00179423,0.00000000,1.16815963,0.65311005,0.01848080,0.08409544,0.00891511,1.35775760
-5.66983492,2.36169288,0.00187030,0.00000000,1.28655455,0.73534255,0.01804602,0.09201078,0.00962183,1.48509244
-5.66383192,2.58196564,0.00196154,0.00000000,1.40948770,0.82414298,0.01769044,0.10013796,0.01036230,1.61994898
-5.65782891,2.81387932,0.00206815,0.00000000,1.53617429,0.91942884,0.01741304,0.10841003,0.01113118,1.76172421
-5.65182591,3.05626627,0.00219007,0.00000000,1.66573562,1.02100535,0.01721071,0.11675438,0.01192238,1.90967431
-5.64582291,3.30772798,0.00232701,0.00000000,1.79721235,1.12855376,0.01707869,0.12509406,0.01272919,2.06292152
-5.63981991,3.56664666,0.00247845,0.00000000,1.92958026,1.24162138,0.01701106,0.13334933,0.01354438,2.22046392
-5.63381691,3.83120133,0.00264364,0.00000000,2.06176802,1.35961413,0.01700127,0.14143938,0.01436046,2.38118772
-5.62781391,4.09938866,0.00282165,0.00000000,2.19267670,1.48179230,0.01704267,0.14928402,0.01516980,2.54388223
-5.62181091,4.36904846,0.00301140,0.00000000,2.32120045,1.60727027,0.01712890,0.15680552,0.01596484,2.70725708
-5.61580790,4.63789388,0.00321162,0.00000000,2.44624796,1.73502089,0.01725438,0.16393035,0.01673829,2.86996182
-5.60980490,4.90354628,0.00342098,0.00000000,2.56676403,1.86388501,0.01741463,0.17059097,0.01748330,3.03060754
-5.60380190,5.16357439,0.00363800,0.00000000,2.68175097,1.99258651,0.01760653,0.17672746,0.01819365,3.18779033
-5.59779890,5.41553774,0.00386115,0.00000000,2.79028913,2.11975302,0.01782854,0.18228905,0.01886393,3.34011642
-5.59179590,5.65703349,0.00408887,0.00000000,2.89155621,2.24394214,0.01808072,0.18723555,0.01948961,3.48622856
-5.58579290,5.88574612,0.00431956,0.00000000,2.98484485,2.36367268,0.01836485,0.19153853,0.02006729,3.62483323
-5.57978989,6.09949889,0.00455158,0.00000000,3.06957808,2.47746020,0.01868428,0.19518243,0.02059467,3.75472817
-5.57378689,6.29630585,0.00478336,0.00000000,3.14532226,2.58385583,0.01904386,0.19816539,0.02107073,3.87482953
-5.56778389,6.47442285,0.00501331,0.00000000,3.21179733,2.68148687,0.01944976,0.20049994,0.02149576,3.98419803
-5.56178089,6.63239609,0.00523992,0.00000000,3.26888385,2.76909785,0.01990925,0.20221346,0.02187135,4.08206321
-5.55577789,6.76910622,0.00546172,0.00000000,3.31662701,2.84559015,0.02043047,0.20334846,0.02220048,4.16784512
-5.54977489,6.88380655,0.00567735,0.00000000,3.35523728,2.91005859,0.02102222,0.20396266,0.02248743,4.24117245
-5.54377189,6.97615340,0.00588553,0.00000000,3.38508785,2.96182320,0.02169369,0.20412879,0.02273780,4.30189650
-5.53776888,7.04622731,0.00608512,0.00000000,3.40670892,3.00045474,0.02245424,0.20393429,0.02295843,4.35010025
-5.53176588,7.09454375,0.00627513,0.00000000,3.42077906,3.02579246,0.02331318,0.20348070,0.02315734,4.38610199
-5.52576288,7.12205254,0.00645476,0.00000000,3.42811380,3.03795343,0.02427959,0.20288281,0.02334363,4.41045328
-5.51975988,7.13012540,0.00662341,0.00000000,3.42965185,3.03733257,0.02536209,0.20226759,0.02352737,4.42393087
-5.51375688,7.12053163,0.00678072,0.00000000,3.42643928,3.02459338,0.02656868,0.20177283,0.02371945,4.42752282
-5.50775388,7.09540231,0.00692660,0.00000000,3.41961182,3.00064962,0.02790656,0.20154542,0.02393145,4.42240893
-5.50175088,7.05718366,0.00706126,0.00000000,3.41037570,2.96663861,0.02938188,0.20173940,0.02417543,4.40993587
-5.49574787,7.00858090,0.00718521,0.00000000,3.39998729,2.92388722,0.03099958,0.20251353,0.02446372,4.39158764
-5.48974487,6.95249383,0.00729932,0.00000000,3.38973150,2.87387205,0.03276313,0.20402856,0.02480870,4.36895198
-5.48374187,6.89194592,0.00740477,0.00000000,3.38089922,2.81817518,0.03467426,0.20644414,0.02522249,4.34368347
-5.47773887,6.83000868,0.00750310,0.00000000,3.37476382,2.75843745,0.03673263,0.20991520,0.02571668,4.31746412
-5.47173587,6.76972307,0.00759614,0.00000000,3.37255648,2.69631096,0.03893555,0.21458814,0.02630199,4.29196226
-5.46573287,6.71402003,0.00768597,0.00000000,3.37544060,2.63341239,0.04127765,0.22059650,0.02698786,4.26879058
-5.45972986,6.66564188,0.00777492,0.00000000,3.38448517,2.57127894,0.04375051,0.22805655,0.02778215,4.24946410
-5.45372686,6.62706644,0.00786541,0.00000000,3.40063712,2.51132804,0.04634234,0.23706252,0.02869065,4.23535888
-5.44772386,6.60043572,0.00795992,0.00000000,3.42469316,2.45482214,0.04903779,0.24768196,0.02971677,4.22767242
-5.44172086,6.58749080,0.00806085,0.00000000,3.45727132,2.40283928,0.05181767,0.25995103,0.03086112,4.22738646
-5.43571786,6.58951479,0.00817042,0.00000000,3.49878295,2.35625016,0.05465891,0.27387026,0.03212117,4.23523324
-5.42971486,6.60728536,0.00829051,0.00000000,3.54940619,2.31570204,0.05753457,0.28940062,0.03349098,4.25166614
-5.42371186,6.64103866,0.00842258,0.00000000,3.60906197,2.28160952,0.06041402,0.30646050,0.03496094,4.27683577
-5.41770885,6.69044602,0.00856751,0.00000000,3.67739398,2.25415215,0.06326329,0.32492345,0.03651772,4.31057260
-5.41170585,6.75460522,0.00872550,0.00000000,3.75375424,2.23327877,0.06604554,0.34461723,0.03814418,4.35237730
-5.40570285,6.83204730,0.00889600,0.00000000,3.83719562,2.21871800,0.06872180,0.36532412,0.03981955,4.40141975
-5.39969985,6.92076033,0.00907764,0.00000000,3.92647322,2.20999472,0.07125176,0.38678280,0.04151963,4.45654777
-5.39369685,7.01823063,0.00926819,0.00000000,4.02005568,2.20645183,0.07359479,0.40869186,0.04321725,4.51630633
-5.38769385,7.12150172,0.00946458,0.00000000,4.11614774,2.20727684,0.07571100,0.43071493,0.04488275,4.57896771
-5.38169085,7.22725070,0.00966294,0.00000000,4.21272457,2.21153258,0.07756247,0.45248758,0.04648468,4.64257272
-5.37568784,7.33188085,0.00985870,0.00000000,4.30757800,2.21819133,0.07911440,0.47362567,0.04799060,4.70498263
-5.36968484,7.43162879,0.01004670,0.00000000,4.39837415,2.22617169,0.08033638,0.49373511,0.04936794,4.76394097
-5.36368184,7.52268329,0.01022134,0.00000000,4.48272130,2.23437701,0.08120345,0.51242274,0.05058498,4.81714367
-5.35767884,7.60131251,0.01037678,0.00000000,4.55824590,2.24173462,0.08169718,0.52930793,0.05161179,4.86231575
-5.35167584,7.66399535,0.01050717,0.00000000,4.62267442,2.24723459,0.08180653,0.54403459,0.05242122,4.89729181
-5.34567284,7.70755219,0.01060683,0.00000000,4.67391777,2.24996688,0.08152851,0.55628308,0.05298986,4.92009753
-5.33966983,7.72926986,0.01067050,0.00000000,4.71015469,2.24915548,0.08086866,0.56578158,0.05329879,4.92902884
-5.33366683,7.72701549,0.01069352,0.00000000,4.72991058,2.24418838,0.07984125,0.57231642,0.05333439,4.92272538
-5.32766383,7.69933407,0.01067209,0.00000000,4.73212760,2.23464208,0.07846920,0.57574105,0.05308879,4.90023467
-5.32166083,7.64552480,0.01060337,0.00000000,4.71622265,2.22029945,0.07678377,0.57598305,0.05256033,4.86106386
-5.31565783,7.56569213,0.01048565,0.00000000,4.68212976,2.20116002,0.07482401,0.57304908,0.05175365,4.80521617
-5.30965483,7.46076836,0.01031845,0.00000000,4.63032441,2.17744205,0.07263587,0.56702727,0.05067969,4.73320963
-5.30365183,7.33250550,0.01010252,0.00000000,4.56182760,2.14957591,0.07027123,0.55808722,0.04935541,4.64607671
-5.29764882,7.18343593,0.00983989,0.00000000,4.47818893,2.11818881,0.06778664,0.54647726,0.04780332,4.54534389
-5.29164582,7.01680234,0.00953378,0.00000000,4.38144844,2.08408123,0.06524195,0.53251922,0.04605086,4.43299153
-5.28564282,6.83645911,0.00918852,0.00000000,4.27407833,2.04819587,0.06269882,0.51660086,0.04412959,4.31139500
-5.27963982,6.64674857,0.00880940,0.00000000,4.15890638,2.01158020,0.06021918,0.49916614,0.04207425,4.18324916
-5.27363682,6.45235674,0.00840253,0.00000000,4.03902393,1.97534416,0.05786364,0.48070370,0.03992178,4.05147893
-5.26763382,6.25815422,0.00797461,0.00000000,3.91768205,1.94061477,0.05568995,0.46173401,0.03771027,3.91913947
-5.26163082,6.06902844,0.00753273,0.00000000,3.79817987,1.90848960,0.05375150,0.44279549,0.03547791,3.78931000
-5.25562781,5.88971421,0.00708416,0.00000000,3.68374973,1.87999107,0.05209595,0.42443008,0.03326197,3.66498559
-5.24962481,5.72462912,0.00663614,0.00000000,3.57744365,1.85602371,0.05076396,0.40716885,0.03109787,3.54897131
-5.24362181,5.57772058,0.00619565,0.00000000,3.48202576,1.83733618,0.04978820,0.39151780,0.02901836,3.44378315
-5.23761881,5.45233048,0.00576925,0.00000000,3.39987495,1.82448969,0.04919243,0.37794453,0.02705280,3.35155971
-5.23161581,5.35108251,0.00536290,0.00000000,3.33290159,1.81783425,0.04899099,0.36686591,0.02522661,3.27398827
-5.22561281,5.27579671,0.00498185,0.00000000,3.28248141,1.81749370,0.04918842,0.35863718,0.02356089,3.21224810
-5.21960980,5.22743388,0.00463052,0.00000000,3.24940921,1.82335998,0.04977945,0.35354278,0.02207216,3.16697322
-5.21360680,5.20607189,0.00431246,0.00000000,3.23387381,1.83509690,0.05074925,0.35178892,0.02077226,3.13823598
-5.20760380,5.21091416,0.00403029,0.00000000,3.23545516,1.85215298,0.05207399,0.35349834,0.01966845,3.12555174
-5.20160080,5.24032955,0.00378575,0.00000000,3.25314347,1.87378272,0.05372169,0.35870710,0.01876357,3.12790445
-5.19559780,5.29192160,0.00357967,0.00000000,3.28537941,1.89907515,0.05565332,0.36736370,0.01805632,3.14379178
-5.18959480,5.36262393,0.00341208,0.00000000,3.33011365,1.92698842,0.05782416,0.37933045,0.01754167,3.17128761
-5.18359180,5.44881788,0.00328227,0.00000000,3.38488339,1.95638885,0.06018534,0.39438712,0.01721127,3.20811949
-5.17758879,5.54646755,0.00318888,0.00000000,3.44690271,1.98609277,0.06268553,0.41223681,0.01705397,3.25175756
-5.17158579,5.65126694,0.00313002,0.00000000,3.51316357,2.01490947,0.06527271,0.43251395,0.01705632,3.29951141
-5.16558279,5.75879387,0.00310337,0.00000000,3.58054334,2.04168380,0.06789598,0.45479435,0.01720305,3.34863106
-5.15957979,5.86466476,0.00310631,0.00000000,3.64591522,2.06533672,0.07050724,0.47860694,0.01747765,3.39640803
-5.15357679,5.96468508,0.00313603,0.00000000,3.70625743,2.08490270,0.07306282,0.50344715,0.01786273,3.44027273
-5.14757379,6.05499028,0.00318961,0.00000000,3.75875741,2.09956286,0.07552486,0.52879140,0.01834058,3.47788445
-5.14157079,6.13217266,0.00326415,0.00000000,3.80090745,2.10867311,0.07786241,0.55411245,0.01889349,3.50721100
-5.13556778,6.19339032,0.00335686,0.00000000,3.83058872,2.11178676,0.08005224,0.57889515,0.01950413,3.52659506
-5.12956478,6.23645508,0.00346512,0.00000000,3.84614099,2.10867136,0.08207926,0.60265208,0.02015590,3.53480530
-5.12356178,6.25989740,0.00358651,0.00000000,3.84641601,2.09931979,0.08393655,0.62493857,0.02083314,3.53107093
-5.11755878,6.26300674,0.00371893,0.00000000,3.83081338,2.08395584,0.08562502,0.64536665,0.02152144,3.51509903
-5.11155578,6.24584733,0.00386053,0.00000000,3.79929800,2.06303453,0.08715266,0.66361729,0.02220777,3.48707464
-5.10555278,6.20924981,0.00400984,0.00000000,3.75239933,2.03723765,0.08853347,0.67945065,0.02288065,3.44764455
-5.09954977,6.15478010,0.00416565,0.00000000,3.69119306,2.00746516,0.08978610,0.69271373,0.02353031,3.39788611
-5.09354677,6.08468756,0.00432710,0.00000000,3.61726636,1.97482268,0.09093230,0.70334522,0.02414874,3.33926296
-5.08754377,6.00183514,0.00449359,0.00000000,3.53266856,1.94060575,0.09199519,0.71137729,0.02472976,3.27357011
-5.08154077,5.90961452,0.00466477,0.00000000,3.43984934,1.90628104,0.09299759,0.71693417,0.02526903,3.20287086
-5.07553777,5.81184939,0.00484051,0.00000000,3.34158671,1.87346489,0.09396031,0.72022758,0.02576404,3.12942847
-5.06953477,5.71269031,0.00502082,0.00000000,3.24090740,1.84389915,0.09490066,0.72154914,0.02621401,3.05563507
-5.06353177,5.61650443,0.00520583,0.00000000,3.14100212,1.81942454,0.09583122,0.72125992,0.02661983,2.98394064
-5.05752876,5.52776293,0.00539572,0.00000000,3.04513817,1.80195131,0.09675890,0.71977773,0.02698387,2.91678417
-5.05152576,5.45092914,0.00559066,0.00000000,2.95657163,1.79342704,0.09768437,0.71756228,0.02730979,2.85652906
-5.04552276,5.39034952,0.00579076,0.00000000,2.87846132,1.79580169,0.09860191,0.71509906,0.02760229,2.80540446
-5.03951976,5.35014964,0.00599604,0.00000000,2.81378635,1.81098956,0.09949967,0.71288231,0.02786683,2.76545345
-5.03351676,5.33413665,0.00620634,0.00000000,2.76526871,1.84082834,0.10036034,0.71139777,0.02810930,2.73848901
-5.02751376,5.34570951,0.00642133,0.00000000,2.73530256,1.88703538,0.10116219,0.71110573,0.02833567,2.72605802
-5.02151076,5.38777796,0.00664046,0.00000000,2.72589113,1.95116162,0.10188034,0.71242506,0.02855165,2.72941331
-5.01550775,5.46269093,0.00686293,0.00000000,2.73859243,2.03454381,0.10248837,0.71571859,0.02876234,2.74949348
-5.00950475,5.57217514,0.00708771,0.00000000,2.77447457,2.13825603,0.10295995,0.72128041,0.02897186,2.78691007
-5.00350175,5.71728434,0.00731348,0.00000000,2.83408154,2.26306162,0.10327055,0.72932531,0.02918311,2.84194144
-4.99749875,5.89835995,0.00753870,0.00000000,2.91741025,2.40936716,0.10339909,0.73998090,0.02939744,2.91453282
-4.99149575,6.11500369,0.00776161,0.00000000,3.02389936,2.57718020,0.10332937,0.75328226,0.02961454,3.00430184
-4.98549275,6.36606299,0.00798023,0.00000000,3.15243056,2.76607260,0.10305131,0.76916951,0.02983231,3.11054906
-4.97948974,6.64963008,0.00819241,0.00000000,3.30134278,2.97515162,0.10256178,0.78748830,0.03004682,3.23227300
-4.97348674,6.96305546,0.00839591,0.00000000,3.46845941,3.20304065,0.10186515,0.80799296,0.03025239,3.36818926
-4.96748374,7.30297655,0.00858837,0.00000000,3.65112866,3.44787152,0.10097331,0.83035250,0.03044177,3.51675343
-4.96148074,7.66536210,0.00876745,0.00000000,3.84627664,3.70728998,0.09990539,0.85415906,0.03060637,3.67618751
-4.95547774,8.04557258,0.00893080,0.00000000,4.05047239,3.97847563,0.09868698,0.87893874,0.03073658,3.84450952
-4.94947474,8.43843636,0.00907618,0.00000000,4.26000368,4.25817696,0.09734904,0.90416443,0.03082219,4.01956605
-4.94347174,8.83834104,0.00920149,0.00000000,4.47096203,4.54276177,0.09592648,0.92927033,0.03085276,4.19906732
-4.93746873,9.23933870,0.00930480,0.00000000,4.67933464,4.82828243,0.09445655,0.95366788,0.03081815,4.38062441
-4.93146573,9.63526310,0.00938443,0.00000000,4.88110095,5.11055468,0.09297700,0.97676258,0.03070891,4.56178796
-4.92546273,10.01985627,0.00943899,0.00000000,5.07233084,5.38524827,0.09152432,0.99797139,0.03051679,4.74008786
-4.91945973,10.38690158,0.00946738,0.00000000,5.24928144,5.64798663,0.09013185,1.01674006,0.03023507,4.91307310
-4.91345673,10.73035949,0.00946884,0.00000000,5.40848942,5.89445274,0.08882824,1.03256007,0.02985897,5.07835112
-4.90745373,11.04450221,0.00944297,0.00000000,5.54685560,6.12049744,0.08763591,1.04498456,0.02938587,5.23362582
-4.90145073,11.32404315,0.00938974,0.00000000,5.66171918,6.32224637,0.08656996,1.05364280,0.02881550,5.37673355
-4.89544772,11.56425709,0.00930947,0.00000000,5.75091883,6.49620174,0.08563735,1.05825270,0.02815007,5.50567644
-4.88944472,11.76108729,0.00920283,0.00000000,5.81283902,6.63933495,0.08483650,1.05863083,0.02739421,5.61865248
-4.88344172,11.91123614,0.00907084,0.00000000,5.84643982,6.74916667,0.08415725,1.05469979,0.02655492,5.71408193
-4.87743872,12.01223645,0.00891481,0.00000000,5.85126996,6.82383113,0.08358128,1.04649228,0.02564140,5.79062987
-4.87143572,12.06250150,0.00873635,0.00000000,5.82746286,6.86212254,0.08308284,1.03415204,0.02466478,5.84722473
-4.86543272,12.06135238,0.00853732,0.00000000,5.77571651,6.86352163,0.08262992,1.01793129,0.02363783,5.88307266
-4.85942971,12.00902249,0.00831978,0.00000000,5.69725878,6.82820180,0.08218557,0.99818485,0.02257465,5.89766802
-4.85342671,11.90663936,0.00808599,0.00000000,5.59379978,6.75701488,0.08170957,0.97536111,0.02149028,5.89079997
-4.84742371,11.75618545,0.00783835,0.00000000,5.46747409,6.65145739,0.08116021,0.94999014,0.02040034,5.86255539
-4.84142071,11.56043963,0.00757936,0.00000000,5.32077507,6.51361916,0.08049604,0.92266944,0.01932069,5.81331807
-4.83541771,11.32290202,0.00731160,0.00000000,5.15648447,6.34611656,0.07967774,0.89404774,0.01826710,5.74376454
-4.82941471,11.04770517,0.00703772,0.00000000,4.97759970,6.15201353,0.07866973,0.86480770,0.01725494,5.65485622
-4.82341171,10.73951485,0.00676039,0.00000000,4.78726169,5.93473349,0.07744178,0.83564794,0.01629893,5.54782805
-4.81740870,10.40342374,0.00648230,0.00000000,4.58868533,5.69796577,0.07597018,0.80726534,0.01541293,5.42417332
-4.81140570,10.04484124,0.00620614,0.00000000,4.38509459,5.44557010,0.07423877,0.78033803,0.01460978,5.28562475
-4.80540270,9.66938269,0.00593456,0.00000000,4.17966369,5.18148235,0.07223953,0.75550997,0.01390115,5.13413153
-4.79939970,9.28276057,0.00567023,0.00000000,3.97546535,4.90962474,0.06997287,0.73337737,0.01329749,4.97183232
-4.79339670,8.89068031,0.00541578,0.00000000,3.77542670,4.63382302,0.06744760,0.71447757,0.01280793,4.80102434
-4.78739370,8.49874256,0.00517379,0.00000000,3.58229293,4.35773274,0.06468044,0.69928054,0.01244027,4.62412869
-4.78139070,8.11235367,0.00494685,0.00000000,3.39859846,4.08477613,0.06169537,0.68818315,0.01220097,4.44365221
-4.77538769,7.73664539,0.00473747,0.00000000,3.22664514,3.81809057,0.05852259,0.68150615,0.01209509,4.26214657
-4.76938469,7.37640464,0.00454814,0.00000000,3.06848671,3.56048910,0.05519738,0.67949377,0.01212635,4.08216524
-4.76338169,7.03601361,0.00438128,0.00000000,2.92591858,3.31443265,0.05175873,0.68231548,0.01229702,3.90621931
-4.75737869,6.71940028,0.00423924,0.00000000,2.80047214,3.08201377,0.04824795,0.69006962,0.01260800,3.73673307
-4.75137569,6.42999914,0.00412428,0.00000000,2.69341251,2.86495058,0.04470723,0.70278838,0.01305872,3.57600057
-4.74537269,6.17072152,0.00403852,0.00000000,2.60573885,2.66459006,0.04117828,0.72044356,0.01364713,3.42614425
-4.73936968,5.94393502,0.00398393,0.00000000,2.53818663,2.48191909,0.03770108,0.74295261,0.01436964,3.28907660
-4.73336668,5.75145130,0.00396226,0.00000000,2.49123092,2.31758193,0.03431274,0.77018451,0.01522111,3.16646595
-4.72736368,5.59452132,0.00397501,0.00000000,2.46509049,2.17190261,0.03104660,0.80196493,0.01619482,3.05970720
-4.72136068,5.47383742,0.00402335,0.00000000,2.45973211,2.04491082,0.02793153,0.83808052,0.01728240,2.96989811
-4.71535768,5.38954153,0.00410808,0.00000000,2.47487516,1.93637019,0.02499142,0.87828203,0.01847390,2.89782166
-4.70935468,5.34123878,0.00422955,0.00000000,2.50999627,1.84580756,0.02224495,0.92228620,0.01975775,2.84393478
-4.70335168,5.32801628,0.00438757,0.00000000,2.56433439,1.77254267,0.01970552,0.96977660,0.02112087,2.80836357
-4.69734867,5.34846671,0.00458140,0.00000000,2.63689645,1.71571734,0.01738142,1.02040348,0.02254875,2.79090491
-4.69134567,5.40071666,0.00480966,0.00000000,2.72646411,1.67432376,0.01527610,1.07378315,0.02402557,2.79103448
-4.68534267,5.48245990,0.00507027,0.00000000,2.83160214,1.64723156,0.01338865,1.12949726,0.02553441,2.80792074
-4.67933967,5.59099580,0.00536046,0.00000000,2.95066912,1.63321361,0.01171432,1.18709244,0.02705749,2.84044483
-4.67333667,5.72327336,0.00567673,0.00000000,3.08183116,1.63097055,0.01024514,1.24608093,0.02857641,2.88722582
-4.66733367,5.87594121,0.00601491,0.00000000,3.22307923,1.63915418,0.00897057,1.30594266,0.03007249,2.94665122
-4.66133067,6.04540398,0.00637014,0.00000000,3.37225093,1.65638997,0.00787809,1.36612932,0.03152711,3.01691217
-4.65532766,6.22788529,0.00673699,0.00000000,3.52705710,1.68129887,0.00695391,1.42607072,0.03292217,3.09604308
-4.64932466,6.41949723,0.00710955,0.00000000,3.68511370,1.71251868,0.00618348,1.48518362,0.03424039,3.18196513
-4.64332166,6.61631610,0.00748153,0.00000000,3.84397907,1.74872502,0.00555204,1.54288327,0.03546584,3.27253309
