energy_ev,total_up,total_down,Al_p_up,Al_p_down,Al_d_up,Al_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87393697,1.13920060,-1.13940048,0.12222452,-0.12215785,0.00000000,-0.00000000,0.39680176,-0.39671838,0.22424741,-0.22421288,0.55641963,-0.55672637,0.00000000,-0.00000000
-5.86793397,1.09477843,-1.09493961,0.12649057,-0.12642553,0.00000000,-0.00000000,0.39800575,-0.39792099,0.22236680,-0.22232511,0.51298594,-0.51326143,0.00000000,-0.00000000
-5.86193097,1.05546471,-1.05558546,0.13066643,-0.13060408,0.00000000,-0.00000000,0.39963101,-0.39954576,0.22132070,-0.22127132,0.47346224,-0.47370374,0.00000000,-0.00000000
-5.85592796,1.02151513,-1.02159423,0.13467294,-0.13461432,0.00000000,-0.00000000,0.40165096,-0.40156605,0.22117008,-0.22111249,0.43814090,-0.43834625,0.00000000,-0.00000000
-5.84992496,0.99310711,-0.99314370,0.13843490,-0.13838095,0.00000000,-0.00000000,0.40404045,-0.40395653,0.22196853,-0.22190221,0.40723972,-0.40740729,0.00000000,-0.00000000
-5.84392196,0.97035167,-0.97034516,0.14188382,-0.14183538,0.00000000,-0.00000000,0.40678084,-0.40669838,0.22376357,-0.22368796,0.38090637,-0.38103507,0.00000000,-0.00000000
-5.83791896,0.95330494,-0.95325496,0.14496041,-0.14491816,0.00000000,-0.00000000,0.40986433,-0.40978355,0.22659746,-0.22651199,0.35922367,-0.35931291,0.00000000,-0.00000000
-5.83191596,0.94197845,-0.94188475,0.14761650,-0.14758097,0.00000000,-0.00000000,0.41329702,-0.41321790,0.23050743,-0.23041153,0.34221535,-0.34226495,0.00000000,-0.00000000
-5.82591296,0.93634708,-0.93620955,0.14981647,-0.14978801,0.00000000,-0.00000000,0.41710058,-0.41702284,0.23552531,-0.23541843,0.32985168,-0.32986194,0.00000000,-0.00000000
-5.81990995,0.93635446,-0.93617311,0.15153793,-0.15151671,0.00000000,-0.00000000,0.42131225,-0.42123537,0.24167626,-0.24155787,0.32205487,-0.32202648,0.00000000,-0.00000000
-5.81390695,0.94191502,-0.94169010,0.15277179,-0.15275782,0.00000000,-0.00000000,0.42598313,-0.42590642,0.24897681,-0.24884651,0.31870359,-0.31863766,0.00000000,-0.00000000
-5.80790395,0.95291308,-0.95264511,0.15352165,-0.15351475,0.00000000,-0.00000000,0.43117497,-0.43109760,0.25743226,-0.25728976,0.31963684,-0.31953487,0.00000000,-0.00000000
-5.80190095,0.96919883,-0.96888874,0.15380247,-0.15380236,0.00000000,-0.00000000,0.43695539,-0.43687648,0.26703347,-0.26687869,0.32465673,-0.32452064,0.00000000,-0.00000000
-5.79589795,0.99058193,-0.99023119,0.15363889,-0.15364515,0.00000000,-0.00000000,0.44339212,-0.44331083,0.27775343,-0.27758654,0.33353049,-0.33336259,0.00000000,-0.00000000
-5.78989495,1.01682336,-1.01643413,0.15306295,-0.15307508,0.00000000,-0.00000000,0.45054636,-0.45046196,0.28954373,-0.28936520,0.34599174,-0.34579477,0.00000000,-0.00000000
-5.78389195,1.04762639,-1.04720166,0.15211169,-0.15212913,0.00000000,-0.00000000,0.45846591,-0.45837788,0.30233126,-0.30214194,0.36174120,-0.36151831,0.00000000,-0.00000000
-5.77788894,1.08262775,-1.08217143,0.15082453,-0.15084673,0.00000000,-0.00000000,0.46717841,-0.46708652,0.31601554,-0.31581663,0.38044725,-0.38020201,0.00000000,-0.00000000
-5.77188594,1.12138985,-1.12090688,0.14924085,-0.14926725,0.00000000,-0.00000000,0.47668517,-0.47658954,0.33046671,-0.33025987,0.40174654,-0.40148292,0.00000000,-0.00000000
-5.76588294,1.16339520,-1.16289156,0.14739764,-0.14742772,0.00000000,-0.00000000,0.48695608,-0.48685722,0.34552482,-0.34531211,0.42524497,-0.42496734,0.00000000,-0.00000000
-5.75987994,1.20804371,-1.20752646,0.14532759,-0.14536089,0.00000000,-0.00000000,0.49792586,-0.49782472,0.36100018,-0.36078408,0.45051946,-0.45023250,0.00000000,-0.00000000
-5.75387694,1.25465366,-1.25413085,0.14305760,-0.14309375,0.00000000,-0.00000000,0.50949201,-0.50938996,0.37667527,-0.37645864,0.47712054,-0.47682923,0.00000000,-0.00000000
-5.74787394,1.30246669,-1.30194723,0.14060786,-0.14064657,0.00000000,-0.00000000,0.52151463,-0.52141346,0.39230801,-0.39209407,0.50457615,-0.50428567,0.00000000,-0.00000000
-5.74187094,1.35065694,-1.35015047,0.13799145,-0.13803252,0.00000000,-0.00000000,0.53381810,-0.53371995,0.40763651,-0.40742870,0.53239662,-0.53211229,0.00000000,-0.00000000
-5.73586793,1.39834439,-1.39786103,0.13521455,-0.13525786,0.00000000,-0.00000000,0.54619462,-0.54610192,0.42238499,-0.42218696,0.56008092,-0.55980804,0.00000000,-0.00000000
-5.72986493,1.44461187,-1.44416196,0.13227714,-0.13232265,0.00000000,-0.00000000,0.55840942,-0.55832484,0.43627088,-0.43608633,0.58712399,-0.58686780,0.00000000,-0.00000000
-5.72386193,1.48852518,-1.48811900,0.12917417,-0.12922190,0.00000000,-0.00000000,0.57020745,-0.57013376,0.44901255,-0.44884516,0.61302514,-0.61279067,0.00000000,-0.00000000
-5.71785893,1.52915556,-1.52880302,0.12589707,-0.12594705,0.00000000,-0.00000000,0.58132109,-0.58126107,0.46033759,-0.46019088,0.63729718,-0.63708913,0.00000000,-0.00000000
-5.71185593,1.56560347,-1.56531381,0.12243545,-0.12248774,0.00000000,-0.00000000,0.59147862,-0.59143495,0.46999107,-0.46986830,0.65947599,-0.65929861,0.00000000,-0.00000000
-5.70585293,1.59702271,-1.59680418,0.11877896,-0.11883361,0.00000000,-0.00000000,0.60041292,-0.60038807,0.47774348,-0.47764754,0.67913020,-0.67898719,0.00000000,-0.00000000
-5.69984992,1.62264374,-1.62250336,0.11491904,-0.11497608,0.00000000,-0.00000000,0.60787012,-0.60786626,0.48339797,-0.48333129,0.69587060,-0.69576499,0.00000000,-0.00000000
-5.69384692,1.64179524,-1.64173855,0.11085059,-0.11090998,0.00000000,-0.00000000,0.61361771,-0.61363663,0.48679657,-0.48676100,0.70935894,-0.70929307,0.00000000,-0.00000000
-5.68784392,1.65392290,-1.65395379,0.10657328,-0.10663494,0.00000000,-0.00000000,0.61745182,-0.61749483,0.48782501,-0.48782181,0.71931576,-0.71929115,0.00000000,-0.00000000
-5.68184092,1.65860473,-1.65872530,0.10209262,-0.10215639,0.00000000,-0.00000000,0.61920332,-0.61927124,0.48641611,-0.48644589,0.72552681,-0.72554418,0.00000000,-0.00000000
-5.67583792,1.65556228,-1.65577280,0.09742056,-0.09748621,0.00000000,-0.00000000,0.61874270,-0.61883581,0.48255145,-0.48261415,0.72784802,-0.72790725,0.00000000,-0.00000000
-5.66983492,1.64466727,-1.64496617,0.09257573,-0.09264293,0.00000000,-0.00000000,0.61598338,-0.61610141,0.47626131,-0.47635619,0.72620862,-0.72630876,0.00000000,-0.00000000
-5.66383192,1.62594359,-1.62632752,0.08758318,-0.08765155,0.00000000,-0.00000000,0.61088359,-0.61102575,0.46762302,-0.46774872,0.72061228,-0.72075161,0.00000000,-0.00000000
-5.65782891,1.59956466,-1.60002861,0.08247386,-0.08254296,0.00000000,-0.00000000,0.60344670,-0.60361170,0.45675772,-0.45691230,0.71113640,-0.71131248,0.00000000,-0.00000000
-5.65182591,1.56584631,-1.56638380,0.07728366,-0.07735301,0.00000000,-0.00000000,0.59372020,-0.59390629,0.44382583,-0.44400682,0.69792931,-0.69813904,0.00000000,-0.00000000
-5.64582291,1.52523571,-1.52583897,0.07205228,-0.07212135,0.00000000,-0.00000000,0.58179340,-0.58199845,0.42902135,-0.42922586,0.68120566,-0.68144541,0.00000000,-0.00000000
-5.63981991,1.47829679,-1.47895704,0.06682184,-0.06689010,0.00000000,-0.00000000,0.56779401,-0.56801557,0.41256548,-0.41279027,0.66124007,-0.66150575,0.00000000,-0.00000000
-5.63381691,1.42569298,-1.42640066,0.06163549,-0.06170240,0.00000000,-0.00000000,0.55188387,-0.55211923,0.39469964,-0.39494123,0.63835933,-0.63864655,0.00000000,-0.00000000
-5.62781391,1.36816772,-1.36891279,0.05653595,-0.05660101,0.00000000,-0.00000000,0.53425392,-0.53450024,0.37567835,-0.37593314,0.61293336,-0.61323750,0.00000000,-0.00000000
-5.62181091,1.30652386,-1.30729607,0.05156414,-0.05162688,0.00000000,-0.00000000,0.51511884,-0.51537315,0.35576225,-0.35602659,0.58536523,-0.58568159,0.00000000,-0.00000000
-5.61580790,1.24160241,-1.24239155,0.04675797,-0.04681797,0.00000000,-0.00000000,0.49471119,-0.49497056,0.33521146,-0.33548175,0.55608070,-0.55640462,0.00000000,-0.00000000
-5.60980490,1.17426151,-1.17505765,0.04215131,-0.04220821,0.00000000,-0.00000000,0.47327569,-0.47353722,0.31427955,-0.31455233,0.52551746,-0.52584441,0.00000000,-0.00000000
-5.60380190,1.10535626,-1.10614998,0.03777318,-0.03782668,0.00000000,-0.00000000,0.45106336,-0.45132428,0.29320828,-0.29348030,0.49411455,-0.49444023,0.00000000,-0.00000000
-5.59779890,1.03571994,-1.03650250,0.03364715,-0.03369705,0.00000000,-0.00000000,0.42832602,-0.42858374,0.27222325,-0.27249154,0.46230222,-0.46262265,0.00000000,-0.00000000
-5.59179590,0.96614723,-0.96691073,0.02979112,-0.02983727,0.00000000,-0.00000000,0.40531100,-0.40556316,0.25153053,-0.25179243,0.43049255,-0.43080414,0.00000000,-0.00000000
-5.58579290,0.89737964,-0.89811713,0.02621719,-0.02625951,0.00000000,-0.00000000,0.38225637,-0.38250087,0.23131424,-0.23156742,0.39907113,-0.39937073,0.00000000,-0.00000000
-5.57978989,0.83009360,-0.83079913,0.02293181,-0.02297031,0.00000000,-0.00000000,0.35938662,-0.35962165,0.21173513,-0.21197762,0.36838999,-0.36867492,0.00000000,-0.00000000
-5.57378689,0.76489124,-0.76555991,0.01993617,-0.01997090,0.00000000,-0.00000000,0.33690895,-0.33713298,0.19293001,-0.19316020,0.33876195,-0.33903002,0.00000000,-0.00000000
-5.56778389,0.70229403,-0.70292201,0.01722666,-0.01725774,0.00000000,-0.00000000,0.31501018,-0.31522201,0.17501206,-0.17522870,0.31045655,-0.31070607,0.00000000,-0.00000000
-5.56178089,0.64273927,-0.64332374,0.01479548,-0.01482306,0.00000000,-0.00000000,0.29385433,-0.29405306,0.15807176,-0.15827392,0.28369755,-0.28392731,0.00000000,-0.00000000
-5.55577789,0.58657925,-0.58711834,0.01263131,-0.01265560,0.00000000,-0.00000000,0.27358096,-0.27376599,0.14217847,-0.14236552,0.25866206,-0.25887132,0.00000000,-0.00000000
-5.54977489,0.53408293,-0.53457568,0.01072006,-0.01074126,0.00000000,-0.00000000,0.25430418,-0.25447521,0.12738238,-0.12755395,0.23548123,-0.23566965,0.00000000,-0.00000000
-5.54377189,0.48544004,-0.48588625,0.00904552,-0.00906388,0.00000000,-0.00000000,0.23611246,-0.23626942,0.11371684,-0.11387279,0.21424237,-0.21440999,0.00000000,-0.00000000
-5.53776888,0.44076707,-0.44116719,0.00759011,-0.00760588,0.00000000,-0.00000000,0.21906910,-0.21921217,0.10120088,-0.10134125,0.19499233,-0.19513950,0.00000000,-0.00000000
-5.53176588,0.40011504,-0.40047007,0.00633545,-0.00634888,0.00000000,-0.00000000,0.20321350,-0.20334306,0.08984184,-0.08996682,0.17774202,-0.17786933,0.00000000,-0.00000000
-5.52576288,0.36347857,-0.36378992,0.00526299,-0.00527432,0.00000000,-0.00000000,0.18856300,-0.18867958,0.07963799,-0.07974786,0.16247176,-0.16257999,0.00000000,-0.00000000
-5.51975988,0.33080593,-0.33107527,0.00435444,-0.00436391,0.00000000,-0.00000000,0.17511534,-0.17521960,0.07058107,-0.07067617,0.14913725,-0.14922728,0.00000000,-0.00000000
-5.51375688,0.30200962,-0.30223877,0.00359220,-0.00360002,0.00000000,-0.00000000,0.16285168,-0.16294435,0.06265872,-0.06273941,0.13767592,-0.13774868,0.00000000,-0.00000000
-5.50775388,0.27697716,-0.27716794,0.00295967,-0.00296605,0.00000000,-0.00000000,0.15173994,-0.15182180,0.05585665,-0.05592328,0.12801334,-0.12806974,0.00000000,-0.00000000
-5.50175088,0.25558156,-0.25573572,0.00244149,-0.00244662,0.00000000,-0.00000000,0.14173849,-0.14181028,0.05016060,-0.05021349,0.12006949,-0.12011036,0.00000000,-0.00000000
-5.49574787,0.23769132,-0.23781040,0.00202370,-0.00202774,0.00000000,-0.00000000,0.13279991,-0.13286235,0.04555797,-0.04559738,0.11376460,-0.11379064,0.00000000,-0.00000000
-5.48974487,0.22317937,-0.22326464,0.00169385,-0.00169695,0.00000000,-0.00000000,0.12487485,-0.12492854,0.04203912,-0.04206522,0.10902434,-0.10903607,0.00000000,-0.00000000
-5.48374187,0.21193084,-0.21198322,0.00144100,-0.00144329,0.00000000,-0.00000000,0.11791564,-0.11796107,0.03959829,-0.03961118,0.10578424,-0.10578199,0.00000000,-0.00000000
-5.47773887,0.20384924,-0.20386928,0.00125575,-0.00125733,0.00000000,-0.00000000,0.11187968,-0.11191719,0.03823415,-0.03823383,0.10399303,-0.10397691,0.00000000,-0.00000000
-5.47173587,0.19886092,-0.19884877,0.00113017,-0.00113113,0.00000000,-0.00000000,0.10673238,-0.10676212,0.03794991,-0.03793630,0.10361494,-0.10358481,0.00000000,-0.00000000
-5.46573287,0.19691769,-0.19687308,0.00105774,-0.00105816,0.00000000,-0.00000000,0.10244955,-0.10247148,0.03875303,-0.03872597,0.10463076,-0.10458627,0.00000000,-0.00000000
-5.45972986,0.19799731,-0.19791964,0.00103323,-0.00103317,0.00000000,-0.00000000,0.09901916,-0.09903303,0.04065448,-0.04061374,0.10703769,-0.10697830,0.00000000,-0.00000000
-5.45372686,0.20210218,-0.20199050,0.00105264,-0.00105214,0.00000000,-0.00000000,0.09644232,-0.09644769,0.04366760,-0.04361293,0.11084800,-0.11077299,0.00000000,-0.00000000
-5.44772386,0.20925588,-0.20910901,0.00111304,-0.00111214,0.00000000,-0.00000000,0.09473358,-0.09472982,0.04780660,-0.04773769,0.11608648,-0.11599501,0.00000000,-0.00000000
-5.44172086,0.21949805,-0.21931465,0.00121249,-0.00121123,0.00000000,-0.00000000,0.09392031,-0.09390662,0.05308463,-0.05300121,0.12278690,-0.12267808,0.00000000,-0.00000000
-5.43571786,0.23287757,-0.23265625,0.00134992,-0.00134831,0.00000000,-0.00000000,0.09404136,-0.09401682,0.05951163,-0.05941349,0.13098757,-0.13086050,0.00000000,-0.00000000
-5.42971486,0.24944438,-0.24918385,0.00152505,-0.00152312,0.00000000,-0.00000000,0.09514496,-0.09510854,0.06709195,-0.06697893,0.14072613,-0.14058000,0.00000000,-0.00000000
-5.42371186,0.26924038,-0.26893956,0.00173829,-0.00173604,0.00000000,-0.00000000,0.09728587,-0.09723649,0.07582176,-0.07569384,0.15203392,-0.15186806,0.00000000,-0.00000000
-5.41770885,0.29228961,-0.29194776,0.00199063,-0.00198809,0.00000000,-0.00000000,0.10052197,-0.10045854,0.08568654,-0.08554386,0.16493008,-0.16474406,0.00000000,-0.00000000
-5.41170585,0.31858824,-0.31820511,0.00228364,-0.00228081,0.00000000,-0.00000000,0.10491030,-0.10483181,0.09665854,-0.09650142,0.17941563,-0.17920931,0.00000000,-0.00000000
-5.40570285,0.34809480,-0.34767076,0.00261935,-0.00261625,0.00000000,-0.00000000,0.11050280,-0.11040837,0.10869448,-0.10852347,0.19546789,-0.19524152,0.00000000,-0.00000000
-5.39969985,0.38072110,-0.38025724,0.00300021,-0.00299684,0.00000000,-0.00000000,0.11734182,-0.11723073,0.12173358,-0.12154950,0.21303543,-0.21278968,0.00000000,-0.00000000
-5.39369685,0.41632425,-0.41582251,0.00342903,-0.00342541,0.00000000,-0.00000000,0.12545551,-0.12532732,0.13569602,-0.13549993,0.23203384,-0.23176989,0.00000000,-0.00000000
-5.38769385,0.45470023,-0.45416346,0.00390895,-0.00390508,0.00000000,-0.00000000,0.13485350,-0.13470804,0.15048186,-0.15027513,0.25234258,-0.25206210,0.00000000,-0.00000000
-5.38169085,0.49557940,-0.49501139,0.00444331,-0.00443922,0.00000000,-0.00000000,0.14552271,-0.14536020,0.16597074,-0.16575502,0.27380298,-0.27350820,0.00000000,-0.00000000
-5.37568784,0.53862416,-0.53802969,0.00503566,-0.00503135,0.00000000,-0.00000000,0.15742384,-0.15724488,0.18202212,-0.18179936,0.29621780,-0.29591146,0.00000000,-0.00000000
-5.36968484,0.58342914,-0.58281396,0.00568958,-0.00568508,0.00000000,-0.00000000,0.17048838,-0.17029404,0.19847641,-0.19824882,0.31935214,-0.31903751,0.00000000,-0.00000000
-5.36368184,0.62952395,-0.62889470,0.00640861,-0.00640393,0.00000000,-0.00000000,0.18461663,-0.18440841,0.21515675,-0.21492678,0.34293604,-0.34261685,0.00000000,-0.00000000
-5.35767884,0.67637860,-0.67574273,0.00719609,-0.00719124,0.00000000,-0.00000000,0.19967654,-0.19945645,0.23187164,-0.23164194,0.36666855,-0.36634894,0.00000000,-0.00000000
-5.35167584,0.72341147,-0.72277714,0.00805497,-0.00804998,0.00000000,-0.00000000,0.21550386,-0.21527433,0.24841816,-0.24819155,0.39022329,-0.38990773,0.00000000,-0.00000000
-5.34567284,0.76999978,-0.76937568,0.00898765,-0.00898253,0.00000000,-0.00000000,0.23190331,-0.23166724,0.26458593,-0.26436532,0.41325540,-0.41294857,0.00000000,-0.00000000
-5.33966983,0.81549226,-0.81488742,0.00999569,-0.00999046,0.00000000,-0.00000000,0.24865120,-0.24841187,0.28016151,-0.27994983,0.43540948,-0.43511618,0.00000000,-0.00000000
-5.33366683,0.85922356,-0.85864714,0.01107960,-0.01107429,0.00000000,-0.00000000,0.26549916,-0.26526017,0.29493318,-0.29473337,0.45632861,-0.45605362,0.00000000,-0.00000000
-5.32766383,0.90053015,-0.89999122,0.01223857,-0.01223320,0.00000000,-0.00000000,0.28217915,-0.28194438,0.30869607,-0.30851092,0.47566373,-0.47541170,0.00000000,-0.00000000
-5.32166083,0.93876709,-0.93827438,0.01347020,-0.01346479,0.00000000,-0.00000000,0.29840957,-0.29818303,0.32125719,-0.32108932,0.49308352,-0.49285880,0.00000000,-0.00000000
-5.31565783,0.97332513,-0.97288678,0.01477024,-0.01476482,0.00000000,-0.00000000,0.31390229,-0.31368806,0.33244049,-0.33229229,0.50828396,-0.50809051,0.00000000,-0.00000000
-5.30965483,1.00364761,-1.00327094,0.01613237,-0.01612697,0.00000000,-0.00000000,0.32837041,-0.32817251,0.34209166,-0.34196518,0.52099764,-0.52083887,0.00000000,-0.00000000
-5.30365183,1.02924646,-1.02893772,0.01754801,-0.01754267,0.00000000,-0.00000000,0.34153647,-0.34135874,0.35008239,-0.34997929,0.53100212,-0.53088082,0.00000000,-0.00000000
-5.29764882,1.04971685,-1.04948104,0.01900621,-0.01900098,0.00000000,-0.00000000,0.35314083,-0.35298679,0.35631418,-0.35623570,0.53812733,-0.53804552,0.00000000,-0.00000000
-5.29164582,1.06474983,-1.06459054,0.02049361,-0.02048852,0.00000000,-0.00000000,0.36294981,-0.36282260,0.36072138,-0.36066826,0.54226143,-0.54222032,0.00000000,-0.00000000
-5.28564282,1.07414256,-1.07406179,0.02199446,-0.02198957,0.00000000,-0.00000000,0.37076342,-0.37066563,0.36327342,-0.36324589,0.54335513,-0.54335506,0.00000000,-0.00000000
-5.27963982,1.07780564,-1.07780376,0.02349081,-0.02348617,0.00000000,-0.00000000,0.37642213,-0.37635576,0.36397611,-0.36397387,0.54142414,-0.54146455,0.00000000,-0.00000000
-5.27363682,1.07576730,-1.07584297,0.02496275,-0.02495843,0.00000000,-0.00000000,0.37981253,-0.37977889,0.36287206,-0.36289427,0.53654968,-0.53662912,0.00000000,-0.00000000
-5.26763382,1.06817413,-1.06832431,0.02638880,-0.02638486,0.00000000,-0.00000000,0.38087157,-0.38087122,0.36004003,-0.36008533,0.52887704,-0.52899319,0.00000000,-0.00000000
-5.26163082,1.05528840,-1.05550843,0.02774639,-0.02774289,0.00000000,-0.00000000,0.37958905,-0.37962180,0.35559333,-0.35565987,0.51861214,-0.51876185,0.00000000,-0.00000000
-5.25562781,1.03748181,-1.03776552,0.02901241,-0.02900942,0.00000000,-0.00000000,0.37600848,-0.37607338,0.34967725,-0.34976271,0.50601623,-0.50619562,0.00000000,-0.00000000
-5.24962481,1.01522600,-1.01556586,0.03016388,-0.03016147,0.00000000,-0.00000000,0.37022591,-0.37032125,0.34246560,-0.34256726,0.49139888,-0.49160343,0.00000000,-0.00000000
-5.24362181,0.98907994,-0.98946727,0.03117866,-0.03117688,0.00000000,-0.00000000,0.36238703,-0.36251044,0.33415637,-0.33427121,0.47510946,-0.47533417,0.00000000,-0.00000000
-5.23761881,0.95967466,-0.96009986,0.03203614,-0.03203505,0.00000000,-0.00000000,0.35268245,-0.35283095,0.32496679,-0.32509152,0.45752749,-0.45776697,0.00000000,-0.00000000
-5.23161581,0.92769568,-0.92814854,0.03271797,-0.03271761,0.00000000,-0.00000000,0.34134152,-0.34151161,0.31512763,-0.31525881,0.43905194,-0.43930060,0.00000000,-0.00000000
-5.22561281,0.89386386,-0.89433380,0.03320875,-0.03320916,0.00000000,-0.00000000,0.32862473,-0.32881253,0.30487722,-0.30501133,0.42009011,-0.42034230,0.00000000,-0.00000000
-5.21960980,0.85891507,-0.85939152,0.03349661,-0.03349780,0.00000000,-0.00000000,0.31481520,-0.31501655,0.29445506,-0.29458863,0.40104619,-0.40129638,0.00000000,-0.00000000
-5.21360680,0.82357957,-0.82405221,0.03357371,-0.03357569,0.00000000,-0.00000000,0.30020950,-0.30042013,0.28409537,-0.28422507,0.38231006,-0.38255297,0.00000000,-0.00000000
-5.20760380,0.78856152,-0.78902061,0.03343663,-0.03343938,0.00000000,-0.00000000,0.28510825,-0.28532388,0.27402075,-0.27414347,0.36424657,-0.36447734,0.00000000,-0.00000000
-5.20160080,0.75451951,-0.75495616,0.03308660,-0.03309009,0.00000000,-0.00000000,0.26980680,-0.27002328,0.26443602,-0.26454898,0.34718566,-0.34739998,0.00000000,-0.00000000
-5.19559780,0.72204861,-0.72245503,0.03252956,-0.03253373,0.00000000,-0.00000000,0.25458644,-0.25479989,0.25552263,-0.25562344,0.33141366,-0.33160790,0.00000000,-0.00000000
-5.18959480,0.69166465,-0.69203438,0.03177613,-0.03178091,0.00000000,-0.00000000,0.23970642,-0.23991332,0.24743362,-0.24752037,0.31716605,-0.31733731,0.00000000,-0.00000000
-5.18359180,0.66379117,-0.66411920,0.03084135,-0.03084665,0.00000000,-0.00000000,0.22539716,-0.22559444,0.24028943,-0.24036073,0.30462178,-0.30476803,0.00000000,-0.00000000
-5.17758879,0.63874946,-0.63903239,0.02974439,-0.02975009,0.00000000,-0.00000000,0.21185471,-0.21203982,0.23417473,-0.23422978,0.29389951,-0.29401959,0.00000000,-0.00000000
-5.17158579,0.61675219,-0.61698826,0.02850804,-0.02851402,0.00000000,-0.00000000,0.19923683,-0.19940781,0.22913633,-0.22917487,0.28505575,-0.28514937,0.00000000,-0.00000000
-5.16558279,0.59790063,-0.59808976,0.02715827,-0.02716436,0.00000000,-0.00000000,0.18766067,-0.18781614,0.22518224,-0.22520464,0.27808492,-0.27815268,0.00000000,-0.00000000
