energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.03451726,0.84499241,0.00367916,0.03172305,0.14422889,0.59802946,0.02144758,0.16693459,0.28925828,0.00141389
-3.02851426,0.88561273,0.00341880,0.03341240,0.15232382,0.62939813,0.02225278,0.17413975,0.30145959,0.00147832
-3.02251126,0.92295735,0.00318055,0.03497266,0.15992571,0.65820378,0.02298444,0.18073274,0.31269794,0.00153657
-3.01650825,0.95642901,0.00296323,0.03638086,0.16694104,0.68401432,0.02362753,0.18659817,0.32277276,0.00158757
-3.01050525,0.98550931,0.00276527,0.03761720,0.17328897,0.70645859,0.02416881,0.19163536,0.33150610,0.00163041
-3.00450225,1.00977637,0.00258479,0.03866557,0.17890382,0.72523855,0.02459741,0.19576221,0.33874855,0.00166430
-2.99849925,1.02891928,0.00241979,0.03951407,0.18373705,0.74013928,0.02490521,0.19891834,0.34438411,0.00168870
-2.99249625,1.04274874,0.00226822,0.04015534,0.18775862,0.75103618,0.02508721,0.20106754,0.34833370,0.00170326
-2.98649325,1.05120353,0.00212812,0.04058667,0.19095764,0.75789910,0.02514179,0.20219939,0.35055725,0.00170787
-2.98049025,1.05435236,0.00199767,0.04081008,0.19334246,0.76079326,0.02507085,0.20232994,0.35105422,0.00170265
-2.97448724,1.05239151,0.00187528,0.04083211,0.19493998,0.75987707,0.02487978,0.20150162,0.34986256,0.00168794
-2.96848424,1.04563818,0.00175966,0.04066350,0.19579447,0.75539698,0.02457747,0.19978218,0.34705636,0.00166431
-2.96248124,1.03452041,0.00164981,0.04031878,0.19596598,0.74767969,0.02417605,0.19726298,0.34274209,0.00163253
-2.95647824,1.01956397,0.00154506,0.03981572,0.19552837,0.73712246,0.02369070,0.19405669,0.33705402,0.00159356
-2.95047524,1.00137725,0.00144507,0.03917470,0.19456719,0.72418169,0.02313929,0.19029445,0.33014881,0.00154848
-2.94447224,0.98063489,0.00134980,0.03841808,0.19317754,0.70936081,0.02254207,0.18612280,0.32219980,0.00149852
-2.93846923,0.95806102,0.00125949,0.03756954,0.19146212,0.69319785,0.02192124,0.18170051,0.31339113,0.00144497
-2.93246623,0.93441302,0.00117463,0.03665345,0.18952938,0.67625322,0.02130063,0.17719536,0.30391223,0.00138919
-2.92646323,0.91046630,0.00109593,0.03569433,0.18749217,0.65909848,0.02070525,0.17278114,0.29395266,0.00133258
-2.92046023,0.88700071,0.00102426,0.03471635,0.18546661,0.64230604,0.02016100,0.16863487,0.28369772,0.00127653
-2.91445723,0.86478881,0.00096064,0.03374290,0.18357146,0.62644040,0.01969426,0.16493436,0.27332489,0.00122239
-2.90845423,0.84458611,0.00090616,0.03279634,0.18192775,0.61205072,0.01933159,0.16185610,0.26300115,0.00117149
-2.90245123,0.82712319,0.00086196,0.03189771,0.18065870,0.59966479,0.01909941,0.15957336,0.25288121,0.00112510
-2.89644822,0.81309931,0.00082921,0.03106662,0.17988980,0.58978417,0.01902367,0.15825470,0.24310652,0.00108442
-2.89044522,0.80317709,0.00080904,0.03032119,0.17974884,0.58288010,0.01912948,0.15806254,0.23380508,0.00105056
-2.88444222,0.79797784,0.00080252,0.02967797,0.18036585,0.57939007,0.01944076,0.15915175,0.22509169,0.00102455
-2.87843922,0.79807677,0.00081065,0.02915194,0.18187265,0.57971429,0.01997980,0.16166836,0.21706860,0.00100732
-2.87243622,0.80399774,0.00083430,0.02875652,0.18440206,0.58421204,0.02076675,0.16574795,0.20982634,0.00099972
-2.86643322,0.81620699,0.00087416,0.02850354,0.18808640,0.59319734,0.02181911,0.17151393,0.20344444,0.00100248
-2.86043022,0.83510555,0.00093077,0.02840316,0.19305544,0.60693390,0.02315111,0.17907551,0.19799207,0.00101620
-2.85442721,0.86102024,0.00100444,0.02846384,0.19943361,0.62562908,0.02477301,0.18852533,0.19352829,0.00104137
-2.84842421,0.89419327,0.00109523,0.02869221,0.20733657,0.64942705,0.02669044,0.19993687,0.19010199,0.00107835
-2.84242121,0.93477080,0.00120293,0.02909290,0.21686711,0.67840119,0.02890370,0.21336164,0.18775136,0.00112733
-2.83641821,0.98279081,0.00132703,0.02966843,0.22811064,0.71254623,0.03140704,0.22882619,0.18650308,0.00118833
-2.83041521,1.03817110,0.00146668,0.03041902,0.24113037,0.75177031,0.03418812,0.24632927,0.18637112,0.00126120
-2.82441221,1.10069802,0.00162070,0.03134244,0.25596234,0.79588775,0.03722747,0.26583907,0.18735540,0.00134559
-2.81840920,1.17001699,0.00178755,0.03243390,0.27261069,0.84461296,0.04049821,0.28729091,0.18944040,0.00144091
-2.81240620,1.24562558,0.00196534,0.03368603,0.29104333,0.89755614,0.04396589,0.31058552,0.19259386,0.00154639
-2.80640320,1.32687011,0.00215183,0.03508882,0.31118839,0.95422139,0.04758866,0.33558800,0.19676575,0.00166098
-2.80040020,1.41294643,0.00234445,0.03662978,0.33293151,1.01400769,0.05131765,0.36212776,0.20188767,0.00178344
-2.79439720,1.50290558,0.00254035,0.03829404,0.35611453,1.07621327,0.05509767,0.38999945,0.20787274,0.00191230
-2.78839420,1.59566469,0.00273645,0.04006470,0.38053543,1.14004354,0.05886822,0.41896503,0.21461615,0.00204588
-2.78239120,1.69002316,0.00292946,0.04192310,0.40594993,1.20462278,0.06256476,0.44875696,0.22199640,0.00218233
-2.77638819,1.78468412,0.00311599,0.04384924,0.43207464,1.26900941,0.06612024,0.47908245,0.22987720,0.00231965
-2.77038519,1.87828062,0.00329265,0.04582228,0.45859184,1.33221480,0.06946682,0.50962875,0.23811006,0.00245574
-2.76438219,1.96940588,0.00345606,0.04782096,0.48515579,1.39322481,0.07253781,0.54006921,0.24653742,0.00258842
-2.75837919,2.05664660,0.00360305,0.04982409,0.51140034,1.45102373,0.07526957,0.57007002,0.25499629,0.00271552
-2.75237619,2.13861815,0.00373065,0.05181101,0.53694770,1.50461972,0.07760349,0.59929723,0.26332217,0.00283492
-2.74637319,2.21400031,0.00383624,0.05376199,0.56141791,1.55307078,0.07948783,0.62742395,0.27135315,0.00294459
-2.74037019,2.28157219,0.00391762,0.05565852,0.58443884,1.59551032,0.08087945,0.65413723,0.27893394,0.00304267
-2.73436718,2.34024476,0.00397308,0.05748356,0.60565612,1.63117138,0.08174516,0.67914455,0.28591975,0.00312749
-2.72836418,2.38908977,0.00400143,0.05922168,0.62474272,1.65940832,0.08206288,0.70217953,0.29217976,0.00319766
-2.72236118,2.42736379,0.00400208,0.06085907,0.64140776,1.67971532,0.08182234,0.72300661,0.29760009,0.00325205
-2.71635818,2.45452645,0.00397504,0.06238349,0.65540418,1.69174069,0.08102542,0.74142479,0.30208606,0.00328986
-2.71035518,2.47025196,0.00392092,0.06378413,0.66653493,1.69529642,0.07968602,0.75726998,0.30556392,0.00331062
-2.70435218,2.47443386,0.00384091,0.06505140,0.67465749,1.69036270,0.07782953,0.77041630,0.30798162,0.00331419
-2.69834917,2.46718258,0.00373676,0.06617676,0.67968656,1.67708699,0.07549193,0.78077613,0.30930899,0.00330076
-2.69234617,2.44881633,0.00361073,0.06715241,0.68159485,1.65577789,0.07271851,0.78829924,0.30953717,0.00327083
-2.68634317,2.41984582,0.00346549,0.06797118,0.68041200,1.62689396,0.06956235,0.79297101,0.30867745,0.00322520
-2.68034017,2.38095372,0.00330413,0.06862636,0.67622182,1.59102810,0.06608251,0.79481013,0.30675959,0.00316490
-2.67433717,2.33296987,0.00312998,0.06911169,0.66915793,1.54888812,0.06234220,0.79386593,0.30382982,0.00309118
-2.66833417,2.27684369,0.00294662,0.06942140,0.65939833,1.50127440,0.05840682,0.79021560,0.29994855,0.00300545
-2.66233117,2.21361481,0.00275780,0.06955041,0.64715885,1.44905550,0.05434207,0.78396163,0.29518811,0.00290923
-2.65632816,2.14438353,0.00256733,0.06949460,0.63268619,1.39314287,0.05021219,0.77522951,0.28963046,0.00280413
-2.65032516,2.07028214,0.00237909,0.06925129,0.61625067,1.33446552,0.04607833,0.76416596,0.28336514,0.00269177
-2.64432216,1.99244829,0.00219696,0.06881966,0.59813906,1.27394571,0.04199724,0.75093770,0.27648747,0.00257376
-2.63831916,1.91200120,0.00202482,0.06820135,0.57864781,1.21247641,0.03802014,0.73573079,0.26909710,0.00245166
-2.63231616,1.83002147,0.00186657,0.06740101,0.55807686,1.15090133,0.03419194,0.71875041,0.26129695,0.00232699
-2.62631316,1.74753480,0.00172610,0.06642691,0.53672423,1.08999805,0.03055075,0.70022099,0.25319247,0.00220112
-2.62031016,1.66549971,0.00160741,0.06529137,0.51488143,1.03046458,0.02712767,0.68038650,0.24489128,0.00207537
-2.61430715,1.58479924,0.00151457,0.06401123,0.49282978,0.97290965,0.02394689,0.65951061,0.23650310,0.00195089
-2.60830415,1.50623629,0.00145186,0.06260804,0.47083754,0.91784659,0.02102594,0.63787659,0.22813981,0.00182875
-2.60230115,1.43053205,0.00142378,0.06110818,0.44915785,0.86569085,0.01837624,0.61578653,0.21991572,0.00170990
-2.59629815,1.35832699,0.00143517,0.05954268,0.42802721,0.81676073,0.01600375,0.59355988,0.21194775,0.00159515
-2.59029515,1.29018365,0.00149121,0.05794694,0.40766454,0.77128101,0.01390971,0.57153095,0.20435555,0.00148525
-2.58429215,1.22659072,0.00159751,0.05636011,0.38827054,0.72938904,0.01209147,0.55004530,0.19726142,0.00138081
-2.57828914,1.16796752,0.00176012,0.05482429,0.37002718,0.69114266,0.01054329,0.52945513,0.19078994,0.00128240
-2.57228614,1.11466850,0.00198550,0.05338360,0.35309735,0.65652961,0.00925715,0.51011342,0.18506721,0.00119047
-2.56628314,1.06698712,0.00228050,0.05208301,0.33762439,0.62547773,0.00822346,0.49236716,0.18021972,0.00110543
-2.56028014,1.02515889,0.00265226,0.05096703,0.32373147,0.59786553,0.00743167,0.47654971,0.17637272,0.00102759
-2.55427714,0.98936319,0.00310809,0.05007840,0.31152092,0.57353275,0.00687082,0.46297264,0.17364816,0.00095724
-2.54827414,0.95972383,0.00365524,0.04945663,0.30107329,0.55229035,0.00652986,0.45191715,0.17216209,0.00089454
-2.54227114,0.93630840,0.00430074,0.04913672,0.29244635,0.53392977,0.00639794,0.44362565,0.17202176,0.00083964
-2.53626813,0.91912647,0.00505103,0.04914777,0.28567399,0.51823116,0.00646451,0.43829353,0.17332228,0.00079257
-2.53026513,0.90812696,0.00591167,0.04951187,0.28076517,0.50497033,0.00671931,0.43606181,0.17614297,0.00075332
-2.52426213,0.90319487,0.00688701,0.05024312,0.27770294,0.49392443,0.00715225,0.43701069,0.18054369,0.00072176
-2.51825913,0.90414795,0.00797974,0.05134682,0.27644373,0.48487627,0.00775319,0.44115450,0.18656100,0.00069771
-2.51225613,0.91073358,0.00919056,0.05281904,0.27691690,0.47761730,0.00851172,0.44843825,0.19420456,0.00068087
-2.50625313,0.92262638,0.01051776,0.05464634,0.27902481,0.47194947,0.00941679,0.45873601,0.20345381,0.00067088
-2.50025013,0.93942703,0.01195689,0.05680594,0.28264334,0.46768594,0.01045644,0.47185120,0.21425523,0.00066727
-2.49424712,0.96066266,0.01350051,0.05926608,0.28762297,0.46465103,0.01161750,0.48751906,0.22652022,0.00066948
-2.48824412,0.98578935,0.01513789,0.06198681,0.29379061,0.46267956,0.01288533,0.50541106,0.24012403,0.00067689
-2.48224112,1.01419686,0.01685498,0.06492097,0.30095202,0.46161583,0.01424365,0.52514137,0.25490569,0.00068880
-2.47623812,1.04521604,0.01863436,0.06801558,0.30889485,0.46131261,0.01567447,0.54627523,0.27066922,0.00070444
-2.47023512,1.07812895,0.02045540,0.07121332,0.31739243,0.46163025,0.01715814,0.56833889,0.28718626,0.00072302
-2.46423212,1.11218163,0.02229448,0.07445436,0.32620804,0.46243634,0.01867350,0.59083098,0.30420012,0.00074371
-2.45822911,1.14659959,0.02412547,0.07767820,0.33509967,0.46360597,0.02019818,0.61323491,0.32143117,0.00076565
-2.45222611,1.18060547,0.02592020,0.08082571,0.34382522,0.46502285,0.02170903,0.63503190,0.33858375,0.00078803
-2.44622311,1.21343875,0.02764919,0.08384108,0.35214781,0.46658129,0.02318264,0.65571425,0.35535419,0.00081002
-2.44022011,1.24437667,0.02928238,0.08667383,0.35984131,0.46818910,0.02459603,0.67479848,0.37143982,0.00083088
-2.43421711,1.27275588,0.03079001,0.08928060,0.36669567,0.46977132,0.02592735,0.69183777,0.38654873,0.00084990
-2.42821411,1.29799394,0.03214349,0.09162685,0.37252211,0.47127469,0.02715665,0.70643344,0.40040980,0.00086648
-2.42221111,1.31960984,0.03331633,0.09368822,0.37715776,0.47267246,0.02826669,0.71824498,0.41278273,0.00088010
-2.41620810,1.33724269,0.03428498,0.09545171,0.38046989,0.47396948,0.02924371,0.72699843,0.42346747,0.00089036
-2.41020510,1.35066768,0.03502964,0.09691639,0.38235928,0.47520702,0.03007814,0.73249269,0.43231281,0.00089695
-2.40420210,1.35980853,0.03553495,0.09809382,0.38276287,0.47646707,0.03076521,0.73460375,0.43922354,0.00089972
-2.39819910,1.36474564,0.03579055,0.09900801,0.38165537,0.47787560,0.03130547,0.73328657,0.44416585,0.00089863
-2.39219610,1.36571949,0.03579143,0.09969504,0.37905003,0.47960454,0.03170507,0.72857482,0.44717071,0.00089376
-2.38619310,1.36312869,0.03553814,0.10020215,0.37499823,0.48187199,0.03197601,0.72057817,0.44833489,0.00088530
-2.38019010,1.35752263,0.03503676,0.10058651,0.36958815,0.48494052,0.03213599,0.70947774,0.44781960,0.00087356
-2.37418709,1.34958858,0.03429873,0.10091364,0.36294244,0.48911320,0.03220828,0.69551949,0.44584658,0.00085896
-2.36818409,1.34013356,0.03334041,0.10125536,0.35521493,0.49472735,0.03222119,0.67900602,0.44269187,0.00084197
-2.36218109,1.33006129,0.03218254,0.10168763,0.34658654,0.50214598,0.03220755,0.66028711,0.43867737,0.00082316
-2.35617809,1.32034502,0.03084955,0.10228799,0.33726047,0.51174711,0.03220381,0.63974920,0.43416048,0.00080312
-2.35017509,1.31199689,0.02936873,0.10313298,0.32745677,0.52391110,0.03224923,0.61780421,0.42952226,0.00078249
-2.34417209,1.30603491,0.02776934,0.10429539,0.31740649,0.53900646,0.03238473,0.59487814,0.42515453,0.00076191
-2.33816908,1.30344866,0.02608173,0.10584154,0.30734561,0.55737463,0.03265187,0.57139965,0.42144636,0.00074199
-2.33216608,1.30516489,0.02433643,0.10782868,0.29750873,0.57931418,0.03309162,0.54778901,0.41877067,0.00072334
-2.32616308,1.31201423,0.02256329,0.11030254,0.28812296,0.60506514,0.03374324,0.52444778,0.41747113,0.00070651
-2.32016008,1.32470022,0.02079071,0.11329516,0.27940189,0.63479422,0.03464316,0.50174936,0.41785026,0.00069197
-2.31415708,1.34377187,0.01904494,0.11682308,0.27154000,0.66858133,0.03582391,0.48003078,0.42015882,0.00068014
-2.30815408,1.36960076,0.01734962,0.12088598,0.26470762,0.70640837,0.03731316,0.45958578,0.42458715,0.00067133
-2.30215108,1.40236351,0.01572527,0.12546585,0.25904648,0.74815062,0.03913292,0.44065945,0.43125854,0.00066578
-2.29614807,1.44203045,0.01418908,0.13052667,0.25466602,0.79357132,0.04129884,0.42344446,0.44022508,0.00066359
-2.29014507,1.48836090,0.01275479,0.13601469,0.25164067,0.84231991,0.04381968,0.40807892,0.45146583,0.00066480
-2.28414207,1.54090532,0.01143264,0.14185943,0.25000796,0.89393404,0.04669701,0.39464590,0.46488762,0.00066933
-2.27813907,1.59901421,0.01022954,0.14797510,0.24976771,0.94784543,0.04992497,0.38317457,0.48032806,0.00067700
-2.27213607,1.66185374,0.00914924,0.15426275,0.25088218,1.00338964,0.05349038,0.37364281,0.49756093,0.00068756
-2.26613307,1.72842725,0.00819265,0.16061283,0.25327728,1.05981939,0.05737286,0.36598118,0.51630336,0.00070066
-2.26013007,1.79760210,0.00735814,0.16690821,0.25684480,1.11632108,0.06154523,0.36007806,0.53622480,0.00071589
-2.25412706,1.86814081,0.00664197,0.17302749,0.26144545,1.17203394,0.06597402,0.35578573,0.55695706,0.00073281
-2.24812406,1.93873529,0.00603863,0.17884847,0.26691289,1.22607118,0.07062013,0.35292711,0.57810533,0.00075092
-2.24212106,2.00804310,0.00554126,0.18425179,0.27305836,1.27754250,0.07543962,0.35130296,0.59925953,0.00076969
-2.23611806,2.07472416,0.00514199,0.18912432,0.27967594,1.32557691,0.08038454,0.35069911,0.62000571,0.00078861
-2.23011506,2.13747692,0.00483227,0.19336244,0.28654825,1.36934538,0.08540393,0.35089369,0.63993699,0.00080715
-2.22411206,2.19507237,0.00460320,0.19687496,0.29345237,1.40808222,0.09044478,0.35166385,0.65866384,0.00082483
-2.21810905,2.24638507,0.00444574,0.19958551,0.30016581,1.44110469,0.09545304,0.35279190,0.67582318,0.00084118
-2.21210605,2.29041990,0.00435094,0.20143444,0.30647235,1.46782994,0.10037460,0.35407063,0.69108622,0.00085578
-2.20610305,2.32633401,0.00431009,0.20238010,0.31216767,1.48778899,0.10515626,0.35530771,0.70416488,0.00086828
-2.20010005,2.35345311,0.00431484,0.20239943,0.31706432,1.50063709,0.10974660,0.35632906,0.71481648,0.00087836
-2.19409705,2.37128201,0.00435728,0.20148796,0.32099624,1.50616031,0.11409679,0.35698114,0.72284697,0.00088579
-2.18809405,2.37950922,0.00442999,0.19965914,0.32382240,1.50427820,0.11816129,0.35713231,0.72811241,0.00089040
-2.18209105,2.37800576,0.00452604,0.19694319,0.32542965,1.49504256,0.12189840,0.35667320,0.73051916,0.00089206
-2.17608804,2.36681866,0.00463903,0.19338541,0.32573463,1.47863249,0.12527077,0.35551633,0.73002259,0.00089073
-2.17008504,2.34615976,0.00476308,0.18904414,0.32468470,1.45534601,0.12824570,0.35359506,0.72662473,0.00088642
-2.16408204,2.31639046,0.00489275,0.18398849,0.32225802,1.42558871,0.13079536,0.35086215,0.72037103,0.00087917
-2.15807904,2.27800345,0.00502309,0.17829587,0.31846268,1.38985993,0.13289692,0.34728802,0.71134637,0.00086910
-2.15207604,2.23160228,0.00514961,0.17204958,0.31333501,1.34873708,0.13453260,0.34285887,0.69967072,0.00085634
-2.14607304,2.17787977,0.00526821,0.16533643,0.30693724,1.30285870,0.13568959,0.33757501,0.68549447,0.00084105
-2.14007004,2.11759623,0.00537523,0.15824451,0.29935456,1.25290691,0.13636001,0.33144923,0.66899382,0.00082344
-2.13406703,2.05155820,0.00546742,0.15086130,0.29069177,1.19958996,0.13654077,0.32450556,0.65036624,0.00080369
-2.12806403,1.98059874,0.00554194,0.14327196,0.28106967,1.14362529,0.13623350,0.31677833,0.62982623,0.00078203
-2.12206103,1.90555957,0.00559637,0.13555809,0.27062127,1.08572382,0.13544440,0.30831153,0.60760134,0.00075868
-2.11605803,1.82727572,0.00562873,0.12779671,0.25948813,1.02657577,0.13418421,0.29915855,0.58392872,0.00073385
-2.11005503,1.74656283,0.00563748,0.12005965,0.24781676,0.96683844,0.13246812,0.28938211,0.55905191,0.00070775
-2.10405203,1.66420728,0.00562154,0.11241322,0.23575537,0.90712611,0.13031577,0.27905434,0.53321810,0.00068061
-2.09804902,1.58095903,0.00558027,0.10491811,0.22345088,0.84800227,0.12775124,0.26825686,0.50667575,0.00065263
-2.09204602,1.49752702,0.00551354,0.09762957,0.21104642,0.78997410,0.12480300,0.25708090,0.47967241,0.00062399
-2.08604302,1.41457668,0.00542164,0.09059767,0.19867922,0.73348930,0.12150391,0.24562711,0.45245280,0.00059491
-2.08004002,1.33272937,0.00530537,0.08386774,0.18647895,0.67893480,0.11789111,0.23400515,0.42525705,0.00056556
-2.07403702,1.25256298,0.00516591,0.07748076,0.17456647,0.62663746,0.11400591,0.22233297,0.39831899,0.00053612
-2.06803402,1.17461346,0.00500488,0.07147381,0.16305297,0.57686622,0.10989348,0.21073558,0.37186453,0.00050679
-2.06203102,1.09937671,0.00482427,0.06588047,0.15203942,0.52983547,0.10560253,0.19934350,0.34611001,0.00047772
-2.05602801,1.02731031,0.00462636,0.06073111,0.14161624,0.48570923,0.10118481,0.18829076,0.32126057,0.00044910
-2.05002501,0.95883490,0.00441370,0.05605309,0.13186321,0.44460595,0.09669446,0.17771252,0.29750854,0.00042110
-2.04402201,0.89433482,0.00418906,0.05187086,0.12284946,0.40660344,0.09218719,0.16774240,0.27503179,0.00039388
-2.03801901,0.83415777,0.00395531,0.04820589,0.11463348,0.37174379,0.08771945,0.15850955,0.25399222,0.00036760
-2.03201601,0.77861364,0.00371539,0.04507654,0.10726318,0.34003794,0.08334732,0.15013565,0.23453424,0.00034241
-2.02601301,0.72797231,0.00347224,0.04249777,0.10077590,0.31146992,0.07912541,0.14273185,0.21678352,0.00031844
-2.02001001,0.68246064,0.00322870,0.04048080,0.09519836,0.28600042,0.07510571,0.13639580,0.20084577,0.00029584
-2.01400700,0.64225891,0.00298748,0.03903266,0.09054655,0.26356985,0.07133642,0.13120893,0.18680588,0.00027471
-2.00800400,0.60749695,0.00275111,0.03815573,0.08682563,0.24410072,0.06786075,0.12723407,0.17472731,0.00025514
-2.00200100,0.57825026,0.00252185,0.03784725,0.08402978,0.22749965,0.06471594,0.12451341,0.16465167,0.00023722
-1.99599800,0.55453657,0.00230168,0.03809881,0.08214206,0.21365878,0.06193228,0.12306709,0.15659880,0.00022098
-1.98999500,0.53631307,0.00209228,0.03889596,0.08113447,0.20245698,0.05953243,0.12289228,0.15056696,0.00020647
-1.98399200,0.52347475,0.00189499,0.04021779,0.08096801,0.19376087,0.05753086,0.12396295,0.14653355,0.00019367
-1.97798899,0.51585410,0.00171081,0.04203673,0.08159301,0.18742579,0.05593360,0.12623032,0.14445593,0.00018257
-1.97198599,0.51322237,0.00154042,0.04431842,0.08294970,0.18329685,0.05473824,0.12962394,0.14427263,0.00017312
-1.96598299,0.51529244,0.00138415,0.04702171,0.08496896,0.18121013,0.05393421,0.13405347,0.14590473,0.00016524
-1.95997999,0.52172356,0.00124207,0.05009894,0.08757346,0.18099421,0.05350332,0.13941108,0.14925740,0.00015885
-1.95397699,0.53212759,0.00111394,0.05349628,0.09067901,0.18247188,0.05342059,0.14557432,0.15422157,0.00015382
-1.94797399,0.54607683,0.00099931,0.05715440,0.09419617,0.18546217,0.05365523,0.15240956,0.16067565,0.00015002
-1.94197099,0.56311303,0.00089750,0.06100927,0.09803212,0.18978259,0.05417184,0.15977562,0.16848725,0.00014731
-1.93596798,0.58275720,0.00080768,0.06499316,0.10209263,0.19525152,0.05493176,0.16752769,0.17751484,0.00014554
-1.92996498,0.60452001,0.00072891,0.06903580,0.10628423,0.20169063,0.05589444,0.17552121,0.18760933,0.00014456
-1.92396198,0.62791209,0.00066015,0.07306572,0.11051628,0.20892722,0.05701880,0.18361568,0.19861551,0.00014419
-1.91795898,0.65245396,0.00060032,0.07701167,0.11470301,0.21679639,0.05826459,0.19167814,0.21037338,0.00014430
-1.91195598,0.67768510,0.00054834,0.08080410,0.11876541,0.22514287,0.05959359,0.19958624,0.22271927,0.00014473
-1.90595298,0.70317178,0.00050315,0.08437667,0.12263290,0.23382236,0.06097062,0.20723073,0.23548693,0.00014535
-1.89994997,0.72851339,0.00046372,0.08766771,0.12624460,0.24270253,0.06236439,0.21451732,0.24850850,0.00014602
-1.89394697,0.75334702,0.00042911,0.09062160,0.12955033,0.25166331,0.06374806,0.22136781,0.26161541,0.00014665
-1.88794397,0.77735027,0.00039845,0.09318999,0.13251118,0.26059675,0.06509958,0.22772047,0.27463938,0.00014714
-1.88194097,0.80024232,0.00037099,0.09533286,0.13509969,0.26940636,0.06640178,0.23352972,0.28741347,0.00014741
-1.87593797,0.82178337,0.00034605,0.09701936,0.13729962,0.27800602,0.06764219,0.23876519,0.29977333,0.00014741
-1.86993497,0.84177282,0.00032310,0.09822839,0.13910538,0.28631858,0.06881271,0.24341018,0.31155867,0.00014709
-1.86393197,0.86004634,0.00030167,0.09894896,0.14052119,0.29427439,0.06990905,0.24745982,0.32261499,0.00014641
-1.85792896,0.87647251,0.00028143,0.09918021,0.14155996,0.30180967,0.07093016,0.25091899,0.33279562,0.00014538
-1.85192596,0.89094917,0.00026211,0.09893127,0.14224206,0.30886519,0.07187749,0.25380015,0.34196403,0.00014397
-1.84592296,0.90340011,0.00024354,0.09822082,0.14259398,0.31538515,0.07275433,0.25612138,0.34999644,0.00014220
-1.83991996,0.91377222,0.00022561,0.09707647,0.14264705,0.32131651,0.07356518,0.25790472,0.35678447,0.00014008
-1.83391696,0.92203368,0.00020830,0.09553398,0.14243613,0.32660877,0.07431519,0.25917493,0.36223803,0.00013763
-1.82791396,0.92817301,0.00019160,0.09363630,0.14199850,0.33121432,0.07500978,0.25995876,0.36628795,0.00013487
-1.82191096,0.93219928,0.00017555,0.09143258,0.14137288,0.33508929,0.07565431,0.26028484,0.36888854,0.00013183
-1.81590795,0.93414326,0.00016023,0.08897707,0.14059860,0.33819484,0.07625399,0.26018413,0.37001961,0.00012852
-1.80990495,0.93405933,0.00014572,0.08632805,0.13971491,0.34049882,0.07681384,0.25969081,0.36968801,0.00012497
-1.80390195,0.93202792,0.00013211,0.08354673,0.13876048,0.34197757,0.07733885,0.25884358,0.36792838,0.00012122
-1.79789895,0.92815790,0.00011949,0.08069616,0.13777296,0.34261788,0.07783415,0.25768718,0.36480313,0.00011727
-1.79189595,0.92258873,0.00010797,0.07784028,0.13678864,0.34241866,0.07830521,0.25627392,0.36040141,0.00011316
-1.78589295,0.91549175,0.00009761,0.07504287,0.13584209,0.34139243,0.07875811,0.25466498,0.35483715,0.00010890
-1.77988994,0.90707031,0.00008849,0.07236667,0.13496583,0.33956624,0.07919965,0.25293139,0.34824608,0.00010453
-1.77388694,0.89755843,0.00008065,0.06987247,0.13418988,0.33698212,0.07963747,0.25115435,0.34078197,0.00010006
-1.76788394,0.88721767,0.00007415,0.06761821,0.13354130,0.33369675,0.08007999,0.24942483,0.33261197,0.00009551
-1.76188094,0.87633223,0.00006900,0.06565817,0.13304359,0.32978057,0.08053627,0.24784231,0.32391148,0.00009092
-1.75587794,0.86520234,0.00006521,0.06404205,0.13271608,0.32531612,0.08101564,0.24651265,0.31485860,0.00008630
-1.74987494,0.85413601,0.00006278,0.06281417,0.13257324,0.32039592,0.08152731,0.24554502,0.30562843,0.00008168
-1.74387194,0.84343963,0.00006168,0.06201256,0.13262395,0.31511982,0.08207983,0.24504802,0.29638757,0.00007709
-1.73786893,0.83340770,0.00006189,0.06166812,0.13287092,0.30959211,0.08268041,0.24512524,0.28728893,0.00007256
-1.73186593,0.82431241,0.00006335,0.06180376,0.13331012,0.30391847,0.08333435,0.24587025,0.27846717,0.00006811
-1.72586293,0.81639344,0.00006601,0.06243363,0.13393040,0.29820303,0.08404436,0.24736150,0.27003505,0.00006377
-1.71985993,0.80984870,0.00006980,0.06356238,0.13471338,0.29254570,0.08481005,0.24965728,0.26208061,0.00005956
-1.71385693,0.80482648,0.00007464,0.06518457,0.13563353,0.28703988,0.08562744,0.25279112,0.25466557,0.00005551
-1.70785393,0.80141959,0.00008044,0.06728423,0.13665857,0.28177067,0.08648871,0.25676786,0.24782481,0.00005163
-1.70185093,0.79966166,0.00008709,0.06983463,0.13775021,0.27681380,0.08738211,0.26156074,0.24156696,0.00004794
-1.69584792,0.79952617,0.00009450,0.07279825,0.13886514,0.27223505,0.08829206,0.26710968,0.23587609,0.00004446
-1.68984492,0.80092789,0.00010254,0.07612710,0.13995632,0.26809039,0.08919951,0.27332098,0.23071435,0.00004120
-1.68384192,0.80372712,0.00011110,0.07976332,0.14097452,0.26442664,0.09008247,0.28006852,0.22602532,0.00003815
-1.67783892,0.80773617,0.00012005,0.08364005,0.14186997,0.26128246,0.09091671,0.28719643,0.22173805,0.00003533
-1.67183592,0.81272787,0.00012927,0.08768269,0.14259416,0.25868981,0.09167668,0.29452330,0.21777139,0.00003272
