energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Zn_p_up,Zn_d_up
-6.00000000,3.55296665,0.13202251,1.13352290,0.12090536,0.00000000,0.62314435,0.64542035
-5.99399700,3.50353710,0.13018401,1.13408555,0.11952095,0.00000000,0.61979799,0.63048800
-5.98799400,3.44957832,0.12800313,1.13208111,0.11820112,0.00000000,0.61550119,0.61479702
-5.98199100,3.39180883,0.12550694,1.12763479,0.11697914,0.00000000,0.61039975,0.59847459
-5.97598799,3.33105292,0.12272913,1.12095004,0.11588783,0.00000000,0.60466331,0.58166422
-5.96998499,3.26823252,0.11970975,1.11230363,0.11495899,0.00000000,0.59848323,0.56452525
-5.96398199,3.20435398,0.11649484,1.10203818,0.11422272,0.00000000,0.59206957,0.54723149
-5.95797899,3.14048970,0.11313570,1.09055229,0.11370670,0.00000000,0.58564693,0.52996875
-5.95197599,3.07775492,0.10968796,1.07828853,0.11343533,0.00000000,0.57944950,0.51293153
-5.94597299,3.01728054,0.10621037,1.06571978,0.11342903,0.00000000,0.57371537,0.49631872
-5.93996998,2.96018273,0.10276336,1.05333429,0.11370343,0.00000000,0.56868027,0.48032865
-5.93396698,2.90753071,0.09940754,1.04162012,0.11426874,0.00000000,0.56457100,0.46515346
-5.92796398,2.86031418,0.09620203,1.03104946,0.11512920,0.00000000,0.56159889,0.45097332
-5.92196098,2.81941156,0.09320274,1.02206363,0.11628275,0.00000000,0.55995343,0.43795060
-5.91595798,2.78556091,0.09046081,1.01505904,0.11772082,0.00000000,0.55979642,0.42622428
-5.90995498,2.75933453,0.08802105,1.01037491,0.11942833,0.00000000,0.56125688,0.41590495
-5.90395198,2.74111855,0.08592064,1.00828306,0.12138392,0.00000000,0.56442678,0.40707074
-5.89794897,2.73109844,0.08418803,1.00898007,0.12356035,0.00000000,0.56935796,0.39976414
-5.89194597,2.72925090,0.08284214,1.01258213,0.12592501,0.00000000,0.57606011,0.39399016
-5.88594297,2.73534258,0.08189190,1.01912253,0.12844069,0.00000000,0.58450002,0.38971573
-5.87993997,2.74893539,0.08133607,1.02855185,0.13106628,0.00000000,0.59460190,0.38687052
-5.87393697,2.76939824,0.08116343,1.04074065,0.13375768,0.00000000,0.60624889,0.38534901
-5.86793397,2.79592444,0.08135328,1.05548434,0.13646868,0.00000000,0.61928550,0.38501380
-5.86193097,2.82755394,0.08187622,1.07251004,0.13915177,0.00000000,0.63352097,0.38569998
-5.85592796,2.86319953,0.08269516,1.09148490,0.14175899,0.00000000,0.64873319,0.38722040
-5.84992496,2.90167579,0.08376661,1.11202561,0.14424271,0.00000000,0.66467334,0.38937148
-5.84392196,2.94172985,0.08504199,1.13370862,0.14655625,0.00000000,0.68107081,0.39193955
-5.83791896,2.98207278,0.08646916,1.15608079,0.14865458,0.00000000,0.69763841,0.39470716
-5.83191596,3.02141083,0.08799392,1.17867006,0.15049477,0.00000000,0.71407775,0.39745940
-5.82591296,3.05847553,0.08956155,1.20099601,0.15203650,0.00000000,0.73008467,0.39998988
-5.81990995,3.09205220,0.09111823,1.22258012,0.15324247,0.00000000,0.74535474,0.40210612
-5.81390695,3.12100624,0.09261249,1.24295552,0.15407882,0.00000000,0.75958873,0.40363443
-5.80790395,3.14430691,0.09399647,1.26167630,0.15451547,0.00000000,0.77249802,0.40442383
-5.80190095,3.16104847,0.09522705,1.27832635,0.15452651,0.00000000,0.78381005,0.40434935
-5.79589795,3.17046848,0.09626689,1.29252766,0.15409063,0.00000000,0.79327365,0.40331435
-5.78989495,3.17196332,0.09708528,1.30394821,0.15319150,0.00000000,0.80066436,0.40125205
-5.78389195,3.16510097,0.09765887,1.31230945,0.15181820,0.00000000,0.80578960,0.39812633
-5.77788894,3.14963091,0.09797226,1.31739321,0.14996561,0.00000000,0.80849368,0.39393172
-5.77188594,3.12549130,0.09801838,1.31904813,0.14763488,0.00000000,0.80866243,0.38869286
-5.76588294,3.09281327,0.09779883,1.31719533,0.14483370,0.00000000,0.80622749,0.38246334
-5.75987994,3.05192209,0.09732399,1.31183327,0.14157667,0.00000000,0.80116993,0.37532410
-5.75387694,3.00333525,0.09661298,1.30304137,0.13788538,0.00000000,0.79352302,0.36738140
-5.74787394,2.94775699,0.09569355,1.29098227,0.13378850,0.00000000,0.78337408,0.35876456
-5.74187094,2.88606916,0.09460166,1.27590240,0.12932167,0.00000000,0.77086509,0.34962322
-5.73586793,2.81931813,0.09338101,1.25813045,0.12452711,0.00000000,0.75619186,0.34012452
-5.72986493,2.74869758,0.09208231,1.23807363,0.11945322,0.00000000,0.73960177,0.33044988
-5.72386193,2.67552715,0.09076231,1.21621151,0.11415376,0.00000000,0.72138987,0.32079163
-5.71785893,2.60122697,0.08948271,1.19308725,0.10868706,0.00000000,0.70189328,0.31134934
-5.71185593,2.52728841,0.08830879,1.16929629,0.10311486,0.00000000,0.68148414,0.30232591
-5.70585293,2.45524128,0.08730786,1.14547264,0.09750120,0.00000000,0.66056102,0.29392348
-5.69984992,2.38661848,0.08654755,1.12227306,0.09191104,0.00000000,0.63953913,0.28633911
-5.69384692,2.32291853,0.08609388,1.10035939,0.08640893,0.00000000,0.61883958,0.27976032
-5.68784392,2.26556734,0.08600932,1.08037974,0.08105768,0.00000000,0.59887800,0.27436054
-5.68184092,2.21588009,0.08635072,1.06294891,0.07591700,0.00000000,0.58005308,0.27029463
-5.67583792,2.17502469,0.08716728,1.04862902,0.07104233,0.00000000,0.56273515,0.26769447
-5.66983492,2.14398794,0.08849859,1.03791070,0.06648373,0.00000000,0.54725560,0.26666484
