energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.03451726,0.66934762,0.00454217,0.00996153,0.00377427,0.03588099,0.64766644,0.00215171,0.03510770
-3.02851426,0.65193459,0.00395727,0.00871818,0.00311453,0.03319411,0.63466926,0.00188872,0.03186126
-3.02251126,0.64008283,0.00342717,0.00759540,0.00256952,0.03083240,0.62678762,0.00164796,0.02902225
-3.01650825,0.63348699,0.00295018,0.00658862,0.00212608,0.02878438,0.62371000,0.00142918,0.02658543
-3.01050525,0.63183866,0.00252406,0.00569281,0.00177228,0.02703624,0.62512142,0.00123183,0.02454448
-3.00450225,0.63484079,0.00214615,0.00490250,0.00149751,0.02557245,0.63071786,0.00105515,0.02289246
-2.99849925,0.64222186,0.00181344,0.00421189,0.00129248,0.02437635,0.64022074,0.00089820,0.02162223
-2.99249625,0.65374894,0.00152265,0.00361493,0.00114920,0.02343082,0.65339018,0.00075986,0.02072684
-2.98649325,0.66923867,0.00127039,0.00310544,0.00106097,0.02271887,0.67003629,0.00063888,0.02019988
-2.98049025,0.68856511,0.00105316,0.00267718,0.00102221,0.02222419,0.69002737,0.00053393,0.02003567
-2.97448724,0.71166364,0.00086750,0.00232397,0.00102842,0.02193164,0.71329431,0.00044364,0.02022939
-2.96848424,0.73853040,0.00071000,0.00203974,0.00107601,0.02182748,0.73983050,0.00036661,0.02077694
-2.96248124,0.76921672,0.00057741,0.00181863,0.00116212,0.02189963,0.76968682,0.00030146,0.02167475
-2.95647824,0.80381843,0.00046664,0.00165501,0.00128455,0.02213762,0.80296167,0.00024687,0.02291931
-2.95047524,0.84246040,0.00037480,0.00154348,0.00144150,0.02253242,0.83978604,0.00020155,0.02450661
-2.94447224,0.88527664,0.00029926,0.00147897,0.00163149,0.02307617,0.88030441,0.00016432,0.02643137
-2.93846923,0.93238701,0.00023762,0.00145661,0.00185317,0.02376170,0.92465204,0.00013407,0.02868625
-2.93246623,0.98387157,0.00018772,0.00147183,0.00210517,0.02458203,0.97292990,0.00010981,0.03126094
-2.92646323,1.03974400,0.00014767,0.00152021,0.00238600,0.02552972,1.02517862,0.00009064,0.03414125
-2.92046023,1.09992567,0.00011580,0.00159753,0.00269389,0.02659625,1.08135291,0.00007574,0.03730828
-2.91445723,1.16422200,0.00009068,0.00169968,0.00302677,0.02777144,1.14129812,0.00006443,0.04073773
-2.90845423,1.23230272,0.00007107,0.00182264,0.00338214,0.02904290,1.20473048,0.00005608,0.04439930
-2.90245123,1.30368758,0.00005592,0.00196245,0.00375706,0.03039557,1.27122256,0.00005017,0.04825642
-2.89644822,1.37773874,0.00004437,0.00211514,0.00414811,0.03181152,1.34019523,0.00004626,0.05226621
-2.89044522,1.45366083,0.00003569,0.00227680,0.00455146,0.03326976,1.41091689,0.00004396,0.05637975
-2.88444222,1.53050925,0.00002927,0.00244352,0.00496288,0.03474640,1.48251083,0.00004295,0.06054267
-2.87843922,1.60720680,0.00002463,0.00261141,0.00537779,0.03621494,1.55397058,0.00004296,0.06469611
-2.87243622,1.68256820,0.00002138,0.00277669,0.00579141,0.03764672,1.62418301,0.00004378,0.06877791
-2.86643322,1.75533177,0.00001920,0.00293568,0.00619885,0.03901168,1.69195837,0.00004523,0.07272408
-2.86043022,1.82419676,0.00001785,0.00308491,0.00659524,0.04027915,1.75606593,0.00004715,0.07647053
-2.85442721,1.88786487,0.00001714,0.00322115,0.00697588,0.04141881,1.81527366,0.00004942,0.07995483
-2.84842421,1.94508374,0.00001690,0.00334153,0.00733639,0.04240174,1.86839005,0.00005196,0.08311813
-2.84242121,1.99469043,0.00001703,0.00344362,0.00767286,0.04320147,1.91430586,0.00005469,0.08590693
-2.83641821,2.03565262,0.00001743,0.00352551,0.00798197,0.04379503,1.95203392,0.00005756,0.08827481
-2.83041521,2.06710552,0.00001805,0.00358590,0.00826115,0.04416386,1.98074473,0.00006054,0.09018389
-2.82441221,2.08838259,0.00001882,0.00362417,0.00850867,0.04429471,1.99979617,0.00006363,0.09160606
-2.81840920,2.09903852,0.00001972,0.00364050,0.00872377,0.04418027,2.00875593,0.00006683,0.09252384
-2.81240620,2.09886364,0.00002072,0.00363588,0.00890671,0.04381969,2.00741544,0.00007019,0.09293086
-2.80640320,2.08788887,0.00002181,0.00361223,0.00905887,0.04321885,1.99579502,0.00007378,0.09283197
-2.80040020,2.06638159,0.00002297,0.00357240,0.00918281,0.04239049,1.97413988,0.00007770,0.09224297
-2.79439720,2.03483258,0.00002420,0.00352028,0.00928229,0.04135405,1.94290780,0.00008212,0.09118993
-2.78839420,1.99393528,0.00002550,0.00346076,0.00936238,0.04013541,1.90274916,0.00008724,0.08970832
-2.78239120,1.94455865,0.00002688,0.00339989,0.00942946,0.03876644,1.85448080,0.00009337,0.08784176
-2.77638819,1.88771528,0.00002835,0.00334481,0.00949134,0.03728440,1.79905515,0.00010087,0.08564071
-2.77038519,1.82452661,0.00002993,0.00330387,0.00955730,0.03573134,1.73752664,0.00011026,0.08316100
-2.76438219,1.75618723,0.00003164,0.00328667,0.00963822,0.03415334,1.67101694,0.00012217,0.08046241
-2.75837919,1.68392989,0.00003355,0.00330412,0.00974666,0.03259982,1.60068097,0.00013743,0.07760727
-2.75237619,1.60899297,0.00003569,0.00336847,0.00989700,0.03112286,1.52767513,0.00015706,0.07465923
-2.74637319,1.53259159,0.00003814,0.00349343,0.01010559,0.02977644,1.45312903,0.00018234,0.07168219
-2.74037019,1.45589329,0.00004101,0.00369417,0.01039081,0.02861590,1.37812168,0.00021488,0.06873940
-2.73436718,1.37999900,0.00004442,0.00398741,0.01077325,0.02769730,1.30366271,0.00025662,0.06589287
-2.72836418,1.30592906,0.00004852,0.00439143,0.01127575,0.02707686,1.23067870,0.00030991,0.06320289
-2.72236118,1.23461449,0.00005352,0.00492606,0.01192342,0.02681043,1.16000456,0.00037758,0.06072781
-2.71635818,1.16689253,0.00005966,0.00561266,0.01274361,0.02695295,1.09237933,0.00046298,0.05852396
-2.71035518,1.10350593,0.00006721,0.00647400,0.01376575,0.02755784,1.02844578,0.00057006,0.05664556
-2.70435218,1.04510489,0.00007653,0.00753410,0.01502114,0.02867634,0.96875287,0.00070337,0.05514485
-2.69834917,0.99225058,0.00008802,0.00881800,0.01654258,0.03035680,0.91376010,0.00086817,0.05407202
-2.69234617,0.94541940,0.00010212,0.01035146,0.01836388,0.03264379,0.86384282,0.00107039,0.05347518
-2.68634317,0.90500687,0.00011938,0.01216051,0.02051924,0.03557716,0.81929764,0.00131670,0.05340014
-2.68034017,0.87133067,0.00014035,0.01427103,0.02304247,0.03919100,0.78034733,0.00161443,0.05389008
-2.67433717,0.84463220,0.00016570,0.01670808,0.02596610,0.04351244,0.74714460,0.00197157,0.05498501
-2.66833417,0.82507654,0.00019609,0.01949536,0.02932042,0.04856052,0.71977461,0.00239665,0.05672105
-2.66233117,0.81275089,0.00023226,0.02265439,0.03313235,0.05434501,0.69825621,0.00289864,0.05912957
-2.65632816,0.80766175,0.00027496,0.02620386,0.03742432,0.06086536,0.68254205,0.00348677,0.06223613
-2.65032516,0.80973144,0.00032495,0.03015883,0.04221313,0.06810979,0.67251806,0.00417031,0.06605946
-2.64432216,0.81879455,0.00038297,0.03453002,0.04750881,0.07605467,0.66800271,0.00495831,0.07061024
-2.63831916,0.83459527,0.00044973,0.03932309,0.05331361,0.08466428,0.66874687,0.00585929,0.07589008
-2.63231616,0.85678629,0.00052584,0.04453813,0.05962108,0.09389093,0.67443468,0.00688089,0.08189051
-2.62631316,0.88492998,0.00061184,0.05016916,0.06641538,0.10367566,0.68468627,0.00802946,0.08859219
-2.62031016,0.91850275,0.00070811,0.05620385,0.07367078,0.11394949,0.69906267,0.00930971,0.09596442
-2.61430715,0.95690269,0.00081486,0.06262348,0.08135151,0.12463520,0.71707327,0.01072427,0.10396490
-2.60830415,0.99946103,0.00093207,0.06940303,0.08941182,0.13564973,0.73818610,0.01227328,0.11253994
-2.60230115,1.04545726,0.00105951,0.07651159,0.09779648,0.14690711,0.76184073,0.01395404,0.12162502
-2.59629815,1.09413759,0.00119666,0.08391296,0.10644156,0.15832175,0.78746356,0.01576072,0.13114580
-2.59029515,1.14473624,0.00134270,0.09156654,0.11527558,0.16981209,0.81448505,0.01768407,0.14101955
-2.58429215,1.19649874,0.00149651,0.09942835,0.12422098,0.18130443,0.84235802,0.01971132,0.15115692
-2.57828914,1.24870610,0.00165667,0.10745230,0.13319583,0.19273668,0.87057638,0.02182615,0.16146411
-2.57228614,1.30069887,0.00182144,0.11559154,0.14211579,0.20406183,0.89869313,0.02400875,0.17184522
-2.56628314,1.35189959,0.00198880,0.12379987,0.15089629,0.21525103,0.92633675,0.02623614,0.18220481
-2.56028014,1.40183252,0.00215648,0.13203318,0.15945464,0.22629589,0.95322485,0.02848245,0.19245052
-2.55427714,1.45013936,0.00232201,0.14025074,0.16771227,0.23721000,0.97917430,0.03071955,0.20249555
-2.54827414,1.49658994,0.00248274,0.14841634,0.17559681,0.24802925,1.00410690,0.03291762,0.21226109
-2.54227114,1.54108693,0.00263597,0.15649919,0.18304393,0.25881110,1.02805020,0.03504595,0.22167827
-2.53626813,1.58366417,0.00277897,0.16447449,0.18999902,0.26963243,1.05113294,0.03707379,0.23068986
-2.53026513,1.62447822,0.00290909,0.17232365,0.19641840,0.28058629,1.07357520,0.03897123,0.23925134
-2.52426213,1.66379346,0.00302383,0.18003404,0.20227019,0.29177723,1.09567345,0.04071014,0.24733144
-2.51825913,1.70196103,0.00312091,0.18759843,0.20753471,0.30331574,1.11778111,0.04226504,0.25491208
-2.51225613,1.73939267,0.00319839,0.19501390,0.21220448,0.31531171,1.14028526,0.04361397,0.26198764
-2.50625313,1.77653064,0.00325469,0.20228049,0.21628368,0.32786727,1.16358092,0.04473922,0.26856368
-2.50025013,1.81381515,0.00328867,0.20939954,0.21978729,0.34106950,1.18804373,0.04562789,0.27465513
-2.49424712,1.85165105,0.00329968,0.21637185,0.22273982,0.35498311,1.21400288,0.04627243,0.28028401
-2.48824412,1.89037564,0.00328757,0.22319577,0.22517384,0.36964371,1.24171540,0.04667084,0.28547694
-2.48224112,1.93022937,0.00325271,0.22986536,0.22712822,0.38505195,1.27134341,0.04682679,0.29026247
-2.47623812,1.97133118,0.00319599,0.23636885,0.22864645,0.40116898,1.30293567,0.04674954,0.29466848
-2.47023512,2.01366011,0.00311879,0.24268737,0.22977481,0.41791347,1.33641446,0.04645360,0.29871976
-2.46423212,2.05704425,0.00302294,0.24879423,0.23056084,0.43516059,1.37156871,0.04595836,0.30243603
-2.45822911,2.10115810,0.00291066,0.25465479,0.23105185,0.45274294,1.40805406,0.04528745,0.30583046
-2.45222611,2.14552861,0.00278451,0.26022699,0.23129384,0.47045373,1.44539972,0.04446807,0.30890881
-2.44622311,2.18954984,0.00264730,0.26546256,0.23133059,0.48805196,1.48302233,0.04353021,0.31166940
-2.44022011,2.23250565,0.00250204,0.27030899,0.23120321,0.50526963,1.52024596,0.04250581,0.31410367
-2.43421711,2.27359941,0.00235182,0.27471198,0.23094981,0.52182051,1.55632739,0.04142793,0.31619759
-2.42821411,2.31198911,0.00219979,0.27861850,0.23060558,0.53741034,1.59048552,0.04032995,0.31793367
-2.42221111,2.34682614,0.00204901,0.28198012,0.23020290,0.55174777,1.62193324,0.03924471,0.31929344
-2.41620810,2.37729552,0.00190248,0.28475652,0.22977168,0.56455572,1.64991033,0.03820385,0.32026031
-2.41020510,2.40265537,0.00176299,0.28691888,0.22933959,0.57558243,1.67371550,0.03723708,0.32082254
-2.40420210,2.42227349,0.00163311,0.28845300,0.22893226,0.58461178,1.69273590,0.03637163,0.32097609
-2.39819910,2.43565883,0.00151517,0.28936187,0.22857330,0.59147226,1.70647273,0.03563176,0.32072720
-2.39219610,2.44248612,0.00141120,0.28966746,0.22828407,0.59604416,1.71456142,0.03503828,0.32009432
-2.38619310,2.44261231,0.00132291,0.28941166,0.22808324,0.59826458,1.71678548,0.03460825,0.31910943
-2.38019010,2.43608374,0.00125168,0.28865618,0.22798603,0.59813000,1.71308334,0.03435472,0.31781838
-2.37418709,2.42313375,0.00119854,0.28748131,0.22800326,0.59569623,1.70354799,0.03428649,0.31628030
-2.36818409,2.40417090,0.00116421,0.28598362,0.22814021,0.59107579,1.68841949,0.03440802,0.31456602
-2.36218109,2.37975848,0.00114904,0.28427264,0.22839541,0.58443281,1.66807096,0.03471933,0.31275547
-2.35617809,2.35058650,0.00115302,0.28246665,0.22875942,0.57597571,1.64298895,0.03521604,0.31093432
-2.35017509,2.31743789,0.00117584,0.28068778,0.22921382,0.56594804,1.61374940,0.03588940,0.30918981
-2.34417209,2.28115082,0.00121683,0.27905666,0.22973044,0.55461802,1.58099063,0.03672648,0.30760620
-2.33816908,2.24257931,0.00127501,0.27768695,0.23027094,0.54226719,1.54538481,0.03771036,0.30625995
-2.33216608,2.20255434,0.00134907,0.27667997,0.23078692,0.52917889,1.50760956,0.03882043,0.30521497
-2.32616308,2.16184761,0.00143740,0.27611979,0.23122051,0.51562703,1.46832113,0.04003280,0.30451826
-2.32016008,2.12113984,0.00153813,0.27606905,0.23150559,0.50186579,1.42813049,0.04132077,0.30419613
-2.31415708,2.08099530,0.00164911,0.27656579,0.23156949,0.48812063,1.38758348,0.04265539,0.30425133
-2.30815408,2.04184372,0.00176796,0.27762136,0.23133525,0.47458117,1.34714572,0.04400609,0.30466128
-2.30215108,2.00397032,0.00189212,0.27921977,0.23072424,0.46139607,1.30719293,0.04534141,0.30537757
-2.29614807,1.96751425,0.00201888,0.28131833,0.22965912,0.44867025,1.26800667,0.04662974,0.30632668
-2.29014507,1.93247517,0.00214542,0.28384965,0.22806689,0.43646432,1.22977547,0.04784014,0.30741219
-2.28414207,1.89872720,0.00226891,0.28672492,0.22588205,0.42479636,1.19260078,0.04894310,0.30851817
-2.27813907,1.86603927,0.00238651,0.28983826,0.22304941,0.41364569,1.15650702,0.04991136,0.30951377
-2.27213607,1.83410033,0.00249549,0.29307202,0.21952680,0.40295849,1.12145493,0.05072065,0.31025875
-2.26613307,1.80254778,0.00259330,0.29630250,0.21528715,0.39265475,1.08735706,0.05135035,0.31060976
-2.26013007,1.77099745,0.00267758,0.29940615,0.21032012,0.38263632,1.05409441,0.05178408,0.31042697
-2.25412706,1.73907332,0.00274629,0.30226554,0.20463307,0.37279541,1.02153304,0.05201014,0.30958092
-2.24812406,1.70643526,0.00279773,0.30477513,0.19825140,0.36302322,0.98953981,0.05202183,0.30795910
-2.24212106,1.67280355,0.00283061,0.30684622,0.19121820,0.35321824,0.95799631,0.05181763,0.30547204
-2.23611806,1.63797875,0.00284406,0.30841114,0.18359325,0.34329377,0.92681022,0.05140122,0.30205857
-2.23011506,1.60185625,0.00283767,0.30942626,0.17545156,0.33318438,0.89592394,0.05078130,0.29769010
-2.22411206,1.56443498,0.00281152,0.30987378,0.16688135,0.32285101,0.86531991,0.04997134,0.29237362
-2.21810905,1.52582022,0.00276612,0.30976227,0.15798177,0.31228460,0.83502284,0.04898913,0.28615335
-2.21210605,1.48622062,0.00270245,0.30912597,0.14886031,0.30150811,0.80509903,0.04785627,0.27911093
-2.20610305,1.44594023,0.00262188,0.30802293,0.13963021,0.29057694,0.77565301,0.04659753,0.27136417
-2.20010005,1.40536621,0.00252615,0.30653213,0.13040784,0.27957786,0.74682217,0.04524020,0.26306443
-2.19409705,1.36495331,0.00241731,0.30474991,0.12131019,0.26862659,0.71876996,0.04381333,0.25439277
-2.18809405,1.32520632,0.00229763,0.30278576,0.11245264,0.25786418,0.69167815,0.04234708,0.24555487
-2.18209105,1.28666153,0.00216958,0.30075788,0.10394696,0.24745259,0.66573909,0.04087203,0.23677527
-2.17608804,1.24986847,0.00203572,0.29878873,0.09589967,0.23756951,0.64114824,0.03941853,0.22829073
-2.17008504,1.21537286,0.00189866,0.29700079,0.08841070,0.22840288,0.61809774,0.03801618,0.22034339
-2.16408204,1.18370151,0.00176097,0.29551268,0.08157244,0.22014531,0.59677116,0.03669337,0.21317368
-2.15807904,1.15534990,0.00162515,0.29443587,0.07546896,0.21298856,0.57733992,0.03547685,0.20701334
-2.15207604,1.13077270,0.00149357,0.29387212,0.07017565,0.20711842,0.55996125,0.03439148,0.20207886
-2.14607304,1.11037729,0.00136841,0.29391149,0.06575890,0.20271006,0.54477772,0.03346000,0.19856540
-2.14007004,1.09452016,0.00125167,0.29463114,0.06227591,0.19992398,0.53191816,0.03270287,0.19664151
-2.13406703,1.08350583,0.00114511,0.29609471,0.05977466,0.19890266,0.52149963,0.03213816,0.19644471
-2.12806403,1.07758778,0.00105026,0.29835224,0.05829366,0.19976795,0.51362999,0.03178148,0.19807806
-2.12206103,1.07697072,0.00096839,0.30144048,0.05786179,0.20261917,0.50841081,0.03164589,0.20160789
-2.11605803,1.08181358,0.00090055,0.30538342,0.05849794,0.20753195,0.50593992,0.03174180,0.20706254
-2.11005503,1.09223252,0.00084753,0.31019301,0.06021047,0.21455761,0.50631338,0.03207683,0.21443230
-2.10405203,1.10830345,0.00080990,0.31586977,0.06299660,0.22372324,0.50962650,0.03265569,0.22367043
-2.09804902,1.13006353,0.00078800,0.32240337,0.06684161,0.23503217,0.51597340,0.03347992,0.23469521
-2.09204602,1.15751136,0.00078196,0.32977300,0.07171799,0.24846488,0.52544534,0.03454767,0.24739287
-2.08604302,1.19060571,0.00079170,0.33794750,0.07758456,0.26398016,0.53812740,0.03585343,0.26162145
-2.08004002,1.22926277,0.00081691,0.34688532,0.08438562,0.28151656,0.55409384,0.03738774,0.27721515
-2.07403702,1.27335224,0.00085712,0.35653425,0.09205031,0.30099384,0.57340217,0.03913694,0.29398931
-2.06803402,1.32269237,0.00091165,0.36683113,0.10049218,0.32231455,0.59608636,0.04108296,0.31174561
-2.06203102,1.37704453,0.00097960,0.37770148,0.10960909,0.34536547,0.62214941,0.04320321,0.33027737
-2.05602801,1.43610782,0.00105990,0.38905914,0.11928362,0.37001900,0.65155583,0.04547054,0.34937477
-2.05002501,1.49951407,0.00115130,0.40080624,0.12938394,0.39613426,0.68422440,0.04785340,0.36882964
-2.04402201,1.56682390,0.00125233,0.41283325,0.13976525,0.42355805,0.72002164,0.05031611,0.38843993
-2.03801901,1.63752430,0.00136139,0.42501944,0.15027190,0.45212541,0.75875650,0.05281938,0.40801332
-2.03201601,1.71102797,0.00147670,0.43723371,0.16073998,0.48166000,0.80017643,0.05532090,0.42737013
-2.02601301,1.78667485,0.00159636,0.44933579,0.17100061,0.51197406,0.84396538,0.05777624,0.44634534
-2.02001001,1.86373594,0.00171839,0.46117782,0.18088361,0.54286823,0.88974369,0.06013985,0.46478958
-2.01400700,1.94141957,0.00184075,0.47260630,0.19022167,0.57413111,0.93707014,0.06236616,0.48256932
-2.00800400,2.01887995,0.00196141,0.48346441,0.19885465,0.60553871,0.98544614,0.06441088,0.49956607
-2.00200100,2.09522801,0.00207837,0.49359450,0.20663413,0.63685398,1.03432195,0.06623224,0.51567496
-1.99599800,2.16954427,0.00218978,0.50284081,0.21342773,0.66782649,1.08310493,0.06779233,0.53080267
-1.98999500,2.24089351,0.00229399,0.51105233,0.21912335,0.69819244,1.13116951,0.06905832,0.54486503
-1.98399200,2.30834083,0.00238959,0.51808561,0.22363283,0.72767518,1.17786865,0.07000364,0.55778450
-1.97798899,2.37096892,0.00247552,0.52380759,0.22689516,0.75598649,1.22254660,0.07060894,0.56948770
-1.97198599,2.42789605,0.00255113,0.52809836,0.22887880,0.78282857,1.26455240,0.07086286,0.57990341
-1.96598299,2.47829445,0.00261624,0.53085369,0.22958324,0.80789714,1.30325411,0.07076266,0.58896102
-1.95997999,2.52140857,0.00267121,0.53198739,0.22903962,0.83088543,1.33805312,0.07031439,0.59658977
-1.95397699,2.55657299,0.00271696,0.53143351,0.22731025,0.85148929,1.36839827,0.06953299,0.60271888
-1.94797399,2.58322936,0.00275502,0.52914811,0.22448722,0.86941329,1.39379944,0.06844195,0.60727853
-1.94197099,2.60094194,0.00278757,0.52511093,0.22068997,0.88437760,1.41384020,0.06707276,0.61020180
-1.93596798,2.60941130,0.00281743,0.51932656,0.21606201,0.89612553,1.42818915,0.06546407,0.61142740
-1.92996498,2.60848569,0.00284802,0.51182536,0.21076675,0.90443151,1.43660953,0.06366067,0.61090304
-1.92396198,2.59816951,0.00288339,0.50266398,0.20498275,0.90910896,1.43896687,0.06171216,0.60858924
-1.91795898,2.57862848,0.00292812,0.49192535,0.19889841,0.91001792,1.43523430,0.05967160,0.60446337
-1.91195598,2.55019113,0.00298731,0.47971835,0.19270633,0.90707182,1.42549521,0.05759401,0.59852353
-1.90595298,2.51334613,0.00306647,0.46617688,0.18659756,0.90024321,1.40994323,0.05553474,0.59079199
-1.89994997,2.46873536,0.00317143,0.45145843,0.18075586,0.88956789,1.38887913,0.05354796,0.58131807
-1.89394697,2.41714254,0.00330826,0.43574207,0.17535218,0.87514726,1.36270486,0.05168511,0.57017993
-1.88794397,2.35947754,0.00348311,0.41922590,0.17053959,0.85714862,1.33191461,0.04999347,0.55748543
-1.88194097,2.29675652,0.00370212,0.40212391,0.16644877,0.83580323,1.29708314,0.04851491,0.54337158
-1.87593797,2.23007843,0.00397125,0.38466235,0.16318415,0.81140226,1.25885166,0.04728469,0.52800282
-1.86993497,2.16059847,0.00429615,0.36707560,0.16082101,0.78429054,1.21791157,0.04633061,0.51156806
-1.86393197,2.08949928,0.00468195,0.34960163,0.15940335,0.75485844,1.17498668,0.04567226,0.49427656
-1.85792896,2.01796080,0.00513314,0.33247720,0.15894287,0.72353214,1.13081441,0.04532060,0.47635295
-1.85192596,1.94712993,0.00565338,0.31593292,0.15941891,0.69076275,1.08612651,0.04527771,0.45803160
-1.84592296,1.87809101,0.00624531,0.30018817,0.16077940,0.65701462,1.04163024,0.04553688,0.43955057
-1.83991996,1.81183839,0.00691038,0.28544635,0.16294284,0.62275351,0.99799039,0.04608285,0.42114565
-1.83391696,1.74925197,0.00764871,0.27189029,0.16580115,0.58843504,0.95581297,0.04689237,0.40304459
-1.82791396,1.69107691,0.00845888,0.25967820,0.16922335,0.55449381,0.91563113,0.04793491,0.38546200
-1.82191096,1.63790814,0.00933784,0.24894026,0.17305996,0.52133390,0.87789369,0.04917358,0.36859506
-1.81590795,1.59018032,0.01028081,0.23977597,0.17714792,0.48932084,0.84295689,0.05056626,0.35262039
-1.80990495,1.54816371,0.01128114,0.23225239,0.18131589,0.45877550,0.81107938,0.05206675,0.33769195
-1.80390195,1.51196591,0.01233037,0.22640341,0.18538971,0.42996992,0.78242074,0.05362611,0.32394040
-1.79789895,1.48153935,0.01341817,0.22222998,0.18919787,0.40312533,0.75704331,0.05519403,0.31147347
-1.79189595,1.45669418,0.01453246,0.21970138,0.19257683,0.37841208,0.73491738,0.05672013,0.30037755
-1.78589295,1.43711575,0.01565954,0.21875752,0.19537583,0.35595148,0.71592916,0.05815534,0.29072018
-1.77988994,1.42238584,0.01678427,0.21931207,0.19746127,0.33581917,0.69989135,0.05945312,0.28255316
-1.77388694,1.41200671,0.01789037,0.22125640,0.19872030,0.31804986,0.68655556,0.06057065,0.27591607
-1.76788394,1.40542658,0.01896070,0.22446410,0.19906368,0.30264283,0.67562617,0.06146980,0.27083988
-1.76188094,1.40206556,0.01997768,0.22879588,0.19842767,0.28956801,0.66677486,0.06211799,0.26735023
-1.75587794,1.40134058,0.02092372,0.23410462,0.19677504,0.27877210,0.65965522,0.06248886,0.26547023
-1.74987494,1.40268843,0.02178164,0.24024033,0.19409516,0.27018440,0.65391693,0.06256275,0.26522237
-1.74387194,1.40558558,0.02253519,0.24705482,0.19040314,0.26372201,0.64921867,0.06232695,0.26662942
-1.73786893,1.40956414,0.02316949,0.25440577,0.18573825,0.25929410,0.64523953,0.06177573,0.26971409
-1.73186593,1.41422325,0.02367152,0.26216012,0.18016155,0.25680509,0.64168841,0.06091028,0.27449749
-1.72586293,1.41923537,0.02403050,0.27019641,0.17375300,0.25615656,0.63831103,0.05973834,0.28099628
-1.71985993,1.42434751,0.02423831,0.27840626,0.16660809,0.25724797,0.63489451,0.05827374,0.28921873
-1.71385693,1.42937744,0.02428967,0.28669469,0.15883426,0.25997610,0.63126941,0.05653581,0.29915976
-1.70785393,1.43420522,0.02418246,0.29497938,0.15054717,0.26423358,0.62730928,0.05454861,0.31079544
-1.70185093,1.43876094,0.02391772,0.30318904,0.14186695,0.26990645,0.62292801,0.05234017,0.32407706
-1.69584792,1.44300934,0.02349965,0.31126090,0.13291473,0.27687131,0.61807516,0.04994159,0.33892530
-1.68984492,1.44693246,0.02293555,0.31913761,0.12380935,0.28499220,0.61272986,0.04738615,0.35522494
-1.68384192,1.45051158,0.02223553,0.32676386,0.11466448,0.29411757,0.60689346,0.04470842,0.37282042
-1.67783892,1.45370959,0.02141222,0.33408284,0.10558616,0.30407786,0.60058186,0.04194339,0.39151286
-1.67183592,1.45645505,0.02048041,0.34103299,0.09667089,0.31468370,0.59381759,0.03912568,0.41105863
-1.66583292,1.45862910,0.01945653,0.34754525,0.08800410,0.32572530,0.58662251,0.03628875,0.43117005
-1.65982991,1.46005619,0.01835820,0.35354114,0.07965923,0.33697309,0.57901142,0.03346425,0.45151817
-1.65382691,1.46049925,0.01720372,0.35893169,0.07169720,0.34817979,0.57098697,0.03068147,0.47173786
-1.64782391,1.45965995,0.01601149,0.36361767,0.06416635,0.35908384,0.56253631,0.02796688,0.49143512
-1.64182091,1.45718407,0.01479957,0.36749084,0.05710275,0.36941437,0.55362945,0.02534377,0.51019640
-1.63581791,1.45267179,0.01358523,0.37043652,0.05053077,0.37889732,0.54421953,0.02283204,0.52759964
-1.62981491,1.44569252,0.01238451,0.37233713,0.04446402,0.38726255,0.53424496,0.02044804,0.54322660
-1.62381191,1.43580330,0.01121193,0.37307663,0.03890638,0.39425172,0.52363312,0.01820462,0.55667605
-1.61780890,1.42256997,0.01008021,0.37254566,0.03385321,0.39962642,0.51230545,0.01611115,0.56757701
-1.61180590,1.40558968,0.00900014,0.37064695,0.02929261,0.40317615,0.50018353,0.01417370,0.57560169
-1.60580290,1.38451361,0.00798045,0.36730078,0.02520673,0.40472594,0.48719568,0.01239533,0.58047730
-1.59979990,1.35906846,0.00702786,0.36245012,0.02157308,0.40414288,0.47328378,0.01077631,0.58199623
-1.59379690,1.32907570,0.00614708,0.35606505,0.01836572,0.40134148,0.45840965,0.00931456,0.58002405
-1.58779390,1.29446717,0.00534100,0.34814640,0.01555649,0.39628741,0.44256084,0.00800596,0.57450501
-1.58179090,1.25529653,0.00461082,0.33872811,0.01311602,0.38899950,0.42575532,0.00684481,0.56546468
-1.57578789,1.21174581,0.00395632,0.32787833,0.01101477,0.37954987,0.40804488,0.00582419,0.55300955
-1.56978489,1.16412682,0.00337605,0.31569923,0.00922384,0.36806207,0.38951708,0.00493642,0.53732383
-1.56378189,1.11287753,0.00286767,0.30232534,0.00771576,0.35470759,0.37029574,0.00417340,0.51866342
-1.55777889,1.05855372,0.00242813,0.28792071,0.00646510,0.33970067,0.35053992,0.00352705,0.49734742
-1.55177589,1.00181656,0.00205401,0.27267501,0.00544906,0.32329179,0.33044164,0.00298960,0.47374776
-1.54577289,0.94341692,0.00174174,0.25679870,0.00464792,0.30576023,0.31022248,0.00255392,0.44827721
-1.53976988,0.88417738,0.00148783,0.24051765,0.00404533,0.28740597,0.29012936,0.00221380,0.42137661
-1.53376688,0.82497289,0.00128909,0.22406747,0.00362867,0.26854135,0.27042971,0.00196421,0.39350173
-1.52776388,0.76671125,0.00114280,0.20768778,0.00338919,0.24948295,0.25140648,0.00180143,0.36511046
-1.52176088,0.71031407,0.00104689,0.19161674,0.00332216,0.23054385,0.23335312,0.00172328,0.33665080
