energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-4.39719860,1.50983334,-1.46424296,0.63604136,-0.48571479,0.21314158,-0.30034268,0.35228564,-0.33165695,0.45699850,-0.36065504,0.00004216,-0.00088604,0.42224108,-0.34853882,0.31119733,-0.49233383,0.00000000,-0.00000000
-4.39119560,1.60082399,-1.51216426,0.66795882,-0.49573045,0.22724554,-0.30960360,0.37511940,-0.34405043,0.48485776,-0.37266237,0.00004815,-0.00087229,0.44134075,-0.36609149,0.33940445,-0.49813646,0.00000000,-0.00000000
-4.38519260,1.69471180,-1.55932627,0.70080590,-0.50562659,0.24196178,-0.31863723,0.39841258,-0.35660933,0.51358195,-0.38400062,0.00005469,-0.00085475,0.46111915,-0.38381458,0.36874778,-0.50363962,0.00000000,-0.00000000
-4.37918959,1.79084923,-1.60493309,0.73435665,-0.51523347,0.25718879,-0.32727394,0.42193553,-0.36907048,0.54303324,-0.39449311,0.00006177,-0.00083404,0.48145713,-0.40149310,0.39903069,-0.50863532,0.00000000,-0.00000000
-4.37318659,1.88850101,-1.64822951,0.76833985,-0.52438726,0.27280549,-0.33535380,0.44544024,-0.38117640,0.57306596,-0.40398502,0.00006937,-0.00081083,0.50220277,-0.41890053,0.43003657,-0.51294928,0.00000000,-0.00000000
-4.36718359,1.98686420,-1.68850843,0.80244425,-0.53292920,0.28867325,-0.34272787,0.46866677,-0.39267772,0.60353460,-0.41234690,0.00007749,-0.00078584,0.52317329,-0.43580096,0.46153528,-0.51644034,0.00000000,-0.00000000
-4.36118059,2.08509262,-1.72511873,0.83632587,-0.54070525,0.30463878,-0.34925955,0.49135033,-0.40333600,0.63430277,-0.41947770,0.00008607,-0.00075984,0.54415829,-0.45195208,0.49329060,-0.51899970,0.00000000,-0.00000000
-4.35517759,2.18232469,-1.75747384,0.86961689,-0.54756652,0.32053780,-0.35482604,0.51322902,-0.41292715,0.66525258,-0.42530730,0.00009507,-0.00073360,0.56492423,-0.46710880,0.52506854,-0.52055009,0.00000000,-0.00000000
-4.34917459,2.27771309,-1.78506089,0.90193589,-0.55337060,0.33619929,-0.35931991,0.53405154,-0.42124511,0.69629390,-0.42979836,0.00010445,-0.00070789,0.58521973,-0.48102773,0.55664592,-0.52104511,0.00000000,-0.00000000
-4.34317159,2.37045507,-1.80745042,0.93289878,-0.55798374,0.35145026,-0.36265075,0.55358485,-0.42810601,0.72737293,-0.43294762,0.00011413,-0.00068349,0.60478178,-0.49347227,0.58781894,-0.52046879,0.00000000,-0.00000000
-4.33716858,2.45982159,-1.82430627,0.96213008,-0.56128403,0.36612068,-0.36474697,0.57162103,-0.43335230,0.75847956,-0.43478645,0.00012404,-0.00066113,0.62334225,-0.50421832,0.61841120,-0.51883521,0.00000000,-0.00000000
-4.33116558,2.54518400,-1.83539525,0.98927388,-0.56316510,0.38004851,-0.36555743,0.58798338,-0.43685692,0.78965292,-0.43538075,0.00013409,-0.00064151,0.64063471,-0.51306026,0.64828079,-0.51618840,0.00000000,-0.00000000
-4.32516258,2.62603652,-1.84059603,1.01400395,-0.56354056,0.39308446,-0.36505312,0.60253117,-0.43852717,0.82098470,-0.43483005,0.00014418,-0.00062530,0.65640111,-0.51981712,0.67732590,-0.51260200,0.00000000,-0.00000000
-4.31915958,2.70201352,-1.83990651,1.03603277,-0.56234846,0.40509644,-0.36322845,0.61516299,-0.43830796,0.85261974,-0.43326579,0.00015422,-0.00061309,0.67039807,-0.52433862,0.70548868,-0.50817888,0.00000000,-0.00000000
-4.31315658,2.77290053,-1.83344906,1.05511878,-0.55955570,0.41597335,-0.36010229,0.62581851,-0.43618440,0.88475379,-0.43084882,0.00016408,-0.00060544,0.68240268,-0.52651070,0.73275703,-0.50305028,0.00000000,-0.00000000
-4.30715358,2.83863832,-1.82147288,1.07107189,-0.55516201,0.42562815,-0.35571850,0.63447864,-0.43218325,0.91762824,-0.42776596,0.00017365,-0.00060282,0.69221748,-0.52626045,0.75916412,-0.49737430,0.00000000,-0.00000000
-4.30115058,2.89931983,-1.80435286,1.08375694,-0.54920306,0.43400005,-0.35014579,0.64116405,-0.42637330,0.95152175,-0.42422575,0.00018283,-0.00060567,0.69967458,-0.52355999,0.78478549,-0.49133359,0.00000000,-0.00000000
-4.29514757,2.95518009,-1.78258443,1.09309511,-0.54175244,0.44105583,-0.34347697,0.64593231,-0.41886436,0.98673926,-0.42045327,0.00019148,-0.00061432,0.70463885,-0.51842909,0.80973395,-0.48513203,0.00000000,-0.00000000
-4.28914457,3.00657965,-1.75677408,1.09906338,-0.53292226,0.44679018,-0.33582738,0.64887377,-0.40980493,1.02359844,-0.41668422,0.00019950,-0.00062905,0.70701015,-0.51093646,0.83415226,-0.47899030,0.00000000,-0.00000000
-4.28314157,3.05398235,-1.72762540,1.10169228,-0.52286219,0.45122512,-0.32733263,0.65010649,-0.39937845,1.06241426,-0.41315822,0.00020678,-0.00065005,0.70672462,-0.50119943,0.85820410,-0.47314032,0.00000000,-0.00000000
-4.27713857,3.09792868,-1.69592085,1.10106205,-0.51175680,0.45440865,-0.31814538,0.64977048,-0.38779832,1.10348224,-0.41011155,0.00021322,-0.00067741,0.70375513,-0.48938202,0.88206344,-0.46781857,0.00000000,-0.00000000
-4.27113557,3.13900598,-1.66249951,1.09729765,-0.49982128,0.45641261,-0.30843166,0.64802171,-0.37530170,1.14706109,-0.40776943,0.00021872,-0.00071112,0.69811093,-0.47569146,0.90590321,-0.46325842,0.00000000,-0.00000000
-4.26513257,3.17781715,-1.62823170,1.09056300,-0.48729565,0.45733003,-0.29836634,0.64502607,-0.36214250,1.19335555,-0.40633818,0.00022321,-0.00075106,0.68983672,-0.46037321,0.92988338,-0.45968179,0.00000000,-0.00000000
-4.25912956,3.21494937,-1.59399115,1.08105456,-0.47443759,0.45727203,-0.28812834,0.64095366,-0.34858360,1.24250014,-0.40599741,0.00022664,-0.00079699,0.67901110,-0.44370470,0.95413941,-0.45729029,0.00000000,-0.00000000
-4.25312656,3.25094438,-1.56062605,1.06899491,-0.46151433,0.45636445,-0.27789543,0.63597368,-0.33488888,1.29454464,-0.40689267,0.00022896,-0.00084855,0.66574465,-0.42598796,0.97877142,-0.45625637,0.00000000,-0.00000000
-4.24712356,3.28627170,-1.52893012,1.05462628,-0.44879389,0.45474443,-0.26783906,0.63025009,-0.32131513,1.34944210,-0.40912880,0.00023017,-0.00090523,0.65017762,-0.40754158,1.00383473,-0.45671487,0.00000000,-0.00000000
-4.24112056,3.32130607,-1.49961514,1.03820450,-0.43653612,0.45255700,-0.25811930,0.62393825,-0.30810444,1.40703986,-0.41276436,0.00023026,-0.00096638,0.63247735,-0.38869226,1.02933229,-0.45875537,0.00000000,-0.00000000
-4.23511756,3.35631007,-1.47328640,1.01999338,-0.42498401,0.44995182,-0.24888019,0.61718245,-0.29547722,1.46707423,-0.41780754,0.00022927,-0.00103122,0.61283548,-0.36976623,1.05520935,-0.46241594,0.00000000,-0.00000000
-4.22911456,3.39142258,-1.45042221,1.00025966,-0.41435576,0.44708022,-0.24024571,0.61011455,-0.28362624,1.52916913,-0.42421370,0.00022726,-0.00109882,0.59146490,-0.35108118,1.08135076,-0.46767855,0.00000000,-0.00000000
-4.22311156,3.42665345,-1.43135888,0.97926858,-0.40483791,0.44409247,-0.23231655,0.60285353,-0.27271196,1.59283898,-0.43188502,0.00022431,-0.00116815,0.56859650,-0.33293872,1.10758100,-0.47446673,0.00000000,-0.00000000
-4.21710855,3.46188446,-1.41628190,0.95728006,-0.39658007,0.44113551,-0.22516788,0.59550584,-0.26285934,1.65749582,-0.44067215,0.00022054,-0.00123803,0.54447577,-0.31561794,1.13366711,-0.48264555,0.00000000,-0.00000000
-4.21110555,3.49687633,-1.40522420,0.93454539,-0.38969140,0.43835088,-0.21884817,0.58816643,-0.25415621,1.72246055,-0.45037822,0.00021608,-0.00130722,0.51935910,-0.29937020,1.15932436,-0.49202435,0.00000000,-0.00000000
-4.20510255,3.53128124,-1.39807153,0.91130444,-0.38423917,0.43587304,-0.21337924,0.58092031,-0.24665340,1.78697796,-0.46076501,0.00021108,-0.00137441,0.49350996,-0.28441537,1.18422449,-0.50236196,0.00000000,-0.00000000
-4.19909955,3.56466012,-1.39457518,0.88778325,-0.38024932,0.43382794,-0.20875742,0.57384437,-0.24036639,1.85023514,-0.47156120,0.00020574,-0.00143826,0.46719485,-0.27093971,1.20800622,-0.51337469,0.00000000,-0.00000000
-4.19309655,3.59650365,-1.39437131,0.86419199,-0.37770919,0.43233177,-0.20495586,0.56700933,-0.23527861,1.91138251,-0.48247241,0.00020024,-0.00149743,0.44067911,-0.25909522,1.23028757,-0.52474650,0.00000000,-0.00000000
-4.18709355,3.62625612,-1.39700624,0.84072318,-0.37657212,0.43148989,-0.20192785,0.56048158,-0.23134603,1.96955687,-0.49319268,0.00019478,-0.00155063,0.41422265,-0.24900069,1.25067949,-0.53614131,0.00000000,-0.00000000
-4.18109055,3.65334061,-1.40196639,0.81755017,-0.37676372,0.43139578,-0.19961095,0.55432482,-0.22850287,2.02390546,-0.50341697,0.00018960,-0.00159666,0.38807570,-0.24074400,1.26880021,-0.54721661,0.00000000,-0.00000000
-4.17508754,3.67718463,-1.40871143,0.79482587,-0.37818949,0.43213010,-0.19793182,0.54860131,-0.22666821,2.07361024,-0.51285400,0.00018489,-0.00163444,0.36247459,-0.23438573,1.28428971,-0.55763819,0.00000000,-0.00000000
-4.16908454,3.69724477,-1.41670900,0.77268178,-0.38074336,0.43375970,-0.19681141,0.54337267,-0.22575295,2.11791141,-0.52123894,0.00018088,-0.00166307,0.33763786,-0.22996359,1.29682365,-0.56709490,0.00000000,-0.00000000
-4.16308154,3.71302936,-1.42546906,0.75122724,-0.38431661,0.43633659,-0.19617024,0.53870008,-0.22566704,2.15612917,-0.52834533,0.00017778,-0.00168181,0.31376259,-0.22749750,1.30612616,-0.57531312,0.00000000,-0.00000000
-4.15707854,3.72411815,-1.43457616,0.73054906,-0.38880668,0.43989699,-0.19593363,0.53464406,-0.22632636,2.18768308,-0.53399559,0.00017579,-0.00169018,0.29102126,-0.22699484,1.31198092,-0.58206992,0.00000000,-0.00000000
-4.15107554,3.73017812,-1.44371785,0.71071150,-0.39412549,0.44446026,-0.19603643,0.53126349,-0.22765907,2.21210792,-0.53806952,0.00017506,-0.00168793,0.26955920,-0.22845561,1.31424006,-0.58720453,0.00000000,-0.00000000
-4.14507254,3.73097484,-1.45270752,0.69175666,-0.40020650,0.45002793,-0.19642711,0.52861427,-0.22961105,2.22906582,-0.54051056,0.00017577,-0.00167507,0.24949268,-0.23187703,1.31283039,-0.59062735,0.00000000,-0.00000000
-4.13906953,3.72637890,-1.46150055,0.67370523,-0.40701045,0.45658283,-0.19707105,0.52674744,-0.23215014,2.23835389,-0.54132911,0.00017804,-0.00165184,0.23090774,-0.23725742,1.30775679,-0.59232612,0.00000000,-0.00000000
-4.13306653,3.71636733,-1.47020270,0.65655774,-0.41452909,0.46408829,-0.19795263,0.52570687,-0.23526894,2.23990729,-0.54060300,0.00018195,-0.00161878,0.21385985,-0.24459887,1.29910247,-0.59236887,0.00000000,-0.00000000
-4.12706353,3.70101996,-1.47907013,0.64029612,-0.42278691,0.47248766,-0.19907636,0.52552674,-0.23898614,2.23379754,-0.53847495,0.00018756,-0.00157662,0.19837432,-0.25390870,1.28702620,-0.59090348,0.00000000,-0.00000000
-4.12106053,3.68051108,-1.48850101,0.62488563,-0.43184055,0.48170401,-0.20046662,0.52622881,-0.24334616,2.22022638,-0.53514699,0.00019489,-0.00152633,0.18444757,-0.26519940,1.27175655,-0.58815393,0.00000000,-0.00000000
-4.11505753,3.65509695,-1.49901896,0.61027706,-0.44177602,0.49164017,-0.20216634,0.52781962,-0.24841715,2.19951538,-0.53087230,0.00020392,-0.00146904,0.17204896,-0.27848711,1.25358336,-0.58441312,0.00000000,-0.00000000
-4.10905453,3.62509974,-1.51124903,0.59640910,-0.45270371,0.50217924,-0.20423441,0.53028786,-0.25428750,2.17209193,-0.52594468,0.00021457,-0.00140602,0.16112343,-0.29378870,1.23284698,-0.58003289,0.00000000,-0.00000000
-4.10305153,3.59088896,-1.52588738,0.58321082,-0.46475156,0.51318534,-0.20674217,0.53360187,-0.26106093,2.13847226,-0.52068621,0.00022675,-0.00133867,0.15159452,-0.31111742,1.20992553,-0.57541136,0.00000000,-0.00000000
-4.09704852,3.55286117,-1.54366595,0.57060416,-0.47805651,0.52450501,-0.20976903,0.53770762,-0.26885040,2.09924230,-0.51543365,0.00024029,-0.00126842,0.14336785,-0.33047756,1.18522098,-0.57097834,0.00000000,-0.00000000
-4.09104552,3.51141923,-1.56531400,0.55850633,-0.49275489,0.53596888,-0.21339742,0.54252714,-0.27777117,2.05503730,-0.51052429,0.00025502,-0.00119671,0.13633482,-0.35185826,1.15914450,-0.56717929,0.00000000,-0.00000000
-4.08504252,3.46695199,-1.59151799,0.54683204,-0.50897203,0.54739388,-0.21770741,0.54795758,-0.28793324,2.00652100,-0.50628179,0.00027071,-0.00112495,0.13037643,-0.37522681,1.13210187,-0.56445853,0.00000000,-0.00000000
-4.07903952,3.41981556,-1.62288204,0.53549552,-0.52681164,0.55858583,-0.22277115,0.55387108,-0.29943357,1.95436541,-0.50300267,0.00028710,-0.00105450,0.12536705,-0.40052195,1.10447948,-0.56324238,0.00000000,-0.00000000
-4.07303652,3.37031712,-1.65989047,0.52441234,-0.54634559,0.56934246,-0.22864747,0.56011542,-0.31234841,1.89923188,-0.50094411,0.00030392,-0.00098657,0.12117809,-0.42764747,1.07663164,-0.56392284,0.00000000,-0.00000000
-4.06703352,3.31870206,-1.70287425,0.51350091,-0.56760448,0.57945672,-0.23537683,0.56651561,-0.32672608,1.84175425,-0.50031344,0.00032085,-0.00092227,0.11768129,-0.45646653,1.04886969,-0.56684237,0.00000000,-0.00000000
-4.06103052,3.26514513,-1.75198292,0.50268375,-0.59056947,0.58872042,-0.24297689,0.57287648,-0.34258053,1.78252469,-0.50125982,0.00033758,-0.00086252,0.11475179,-0.48679719,1.02145338,-0.57228047,0.00000000,-0.00000000
-4.05502751,3.20974611,-1.80716298,0.49188860,-0.61516584,0.59692811,-0.25143894,0.57898606,-0.35988594,1.72208268,-0.50386830,0.00035380,-0.00080805,0.11227068,-0.51840926,0.99458485,-0.58044220,0.00000000,-0.00000000
-4.04902451,3.15253010,-1.86814385,0.48104928,-0.64125858,0.60388110,-0.26072520,0.58462009,-0.37857269,1.66090731,-0.50815649,0.00036917,-0.00075943,0.11012711,-0.55102306,0.96840546,-0.59144928,0.00000000,-0.00000000
-4.04302151,3.09345261,-1.93443191,0.47010653,-0.66865017,0.60939161,-0.27076732,0.58954715,-0.39852474,1.59941308,-0.51407386,0.00038339,-0.00071700,0.10821991,-0.58431002,0.94299550,-0.60533379,0.00000000,-0.00000000
-4.03701851,3.03240913,-2.00531272,0.45900868,-0.69708074,0.61328694,-0.28146600,0.59353466,-0.41957867,1.53794917,-0.52150354,0.00039615,-0.00068091,0.10645878,-0.61789538,0.91837673,-0.62203472,0.00000000,-0.00000000
-4.03101551,2.96924871,-2.07986148,0.44771248,-0.72623070,0.61541352,-0.29269178,0.59635529,-0.44152446,1.47680176,-0.53026647,0.00040721,-0.00065112,0.10476493,-0.65136296,0.89451765,-0.64139735,0.00000000,-0.00000000
-4.02501251,2.90379102,-2.15696116,0.43618383,-0.75572561,0.61564092,-0.30428703,0.59779389,-0.46410783,1.41619927,-0.54012764,0.00041632,-0.00062741,0.10307143,-0.68426194,0.87134097,-0.66317546,0.00000000,-0.00000000
-4.01900950,2.83584596,-2.23532764,0.42439863,-0.78514327,0.61386549,-0.31606906,0.59765440,-0.48703437,1.35631988,-0.55080408,0.00042328,-0.00060942,0.10132312,-0.71611545,0.84873307,-0.68703621,0.00000000,-0.00000000
-4.01300650,2.76523495,-2.31354088,0.41234373,-0.81402275,0.61001375,-0.32783417,0.59576674,-0.50997514,1.29730087,-0.56197419,0.00042797,-0.00059663,0.09947624,-0.74643077,0.82655488,-0.71256758,0.00000000,-0.00000000
-4.00700350,2.69181289,-2.39008109,0.40001791,-0.84187501,0.60404523,-0.33936259,0.59199332,-0.53257354,1.23924911,-0.57328806,0.00043029,-0.00058843,0.09749787,-0.77471068,0.80465353,-0.73928800,0.00000000,-0.00000000
-4.00100050,2.61548966,-2.46336849,0.38743287,-0.86819484,0.59595486,-0.35042414,0.58623495,-0.55445350,1.18225219,-0.58437834,0.00043021,-0.00058409,0.09536517,-0.80046583,0.78287433,-0.76665807,0.00000000,-0.00000000
-3.99499750,2.53625023,-2.53180549,0.37461419,-0.89247366,0.58577459,-0.36078427,0.57843590,-0.57522847,1.12638943,-0.59487129,0.00042776,-0.00058286,0.09306456,-0.82322728,0.76107239,-0.79409396,0.00000000,-0.00000000
-3.98899450,2.45417222,-2.59381981,0.36160214,-0.91421283,0.57357427,-0.37021055,0.56858788,-0.59451107,1.07174247,-0.60439771,0.00042302,-0.00058393,0.09059080,-0.84255925,0.73912342,-0.82098211,0.00000000,-0.00000000
-3.98299150,2.36944027,-2.64790722,0.34845233,-0.93293690,0.55946174,-0.37847908,0.55673280,-0.61192311,1.01840464,-0.61260334,0.00041614,-0.00058649,0.08794611,-0.85807114,0.71693305,-0.84669495,0.00000000,-0.00000000
-3.97698849,2.28235620,-2.69267263,0.33523601,-0.94820666,0.54358191,-0.38538086,0.54296413,-0.62710561,0.96648893,-0.61915850,0.00040733,-0.00058975,0.08513932,-0.86942874,0.69444447,-0.87060727,0.00000000,-0.00000000
-3.97098549,2.19334464,-2.72686829,0.32204000,-0.95963125,0.52611495,-0.39072779,0.52742687,-0.63972857,0.91613419,-0.62376678,0.00039686,-0.00059296,0.08218502,-0.87636398,0.67164391,-0.89211264,0.00000000,-0.00000000
-3.96498249,2.10295365,-2.74942791,0.30896614,-0.96687924,0.50727349,-0.39435811,0.51031591,-0.64950012,0.86750922,-0.62617255,0.00038503,-0.00059542,0.07910278,-0.87868298,0.64856373,-0.91063969,0.00000000,-0.00000000
-3.95897949,2.01185022,-2.75949588,0.29613021,-0.96968812,0.48729882,-0.39614108,0.49187304,-0.65617483,0.82081481,-0.62616720,0.00037219,-0.00059652,0.07591648,-0.87627201,0.62528320,-0.92566768,0.00000000,-0.00000000
-3.95297649,1.92081071,-2.75645062,0.28366025,-0.96787214,0.46645630,-0.39598089,0.47238251,-0.65956082,0.77628356,-0.62359392,0.00035872,-0.00059574,0.07265359,-0.86910124,0.60192673,-0.93674087,0.00000000,-0.00000000
-3.94697349,1.83070651,-2.73992153,0.27169431,-0.96132792,0.44502988,-0.39381945,0.45216531,-0.65952552,0.73417766,-0.61835110,0.00034504,-0.00059264,0.06934453,-0.85722598,0.57865995,-0.94348141,0.00000000,-0.00000000
-3.94097049,1.74248545,-2.70979896,0.26037764,-0.95003807,0.42331602,-0.38963814,0.43157244,-0.65599982,0.69478465,-0.61039422,0.00033158,-0.00058692,0.06602205,-0.84078559,0.55568361,-0.94560024,0.00000000,-0.00000000
-3.93496748,1.65714944,-2.66623712,0.24985929,-0.93407229,0.40161706,-0.38345840,0.41097715,-0.64898045,0.65841145,-0.59973629,0.00031877,-0.00057837,0.06272058,-0.81999984,0.53322586,-0.94290555,0.00000000,-0.00000000
-3.92896448,1.57572939,-2.60964974,0.24028828,-0.91358618,0.38023431,-0.37534121,0.39076663,-0.63853057,0.62537695,-0.58644677,0.00030703,-0.00056688,0.05947555,-0.79516308,0.51153312,-0.93530880,0.00000000,-0.00000000
-3.92296148,1.49925791,-2.54069875,0.23180945,-0.88881772,0.35946099,-0.36538529,0.37133315,-0.62477846,0.59600328,-0.57064925,0.00029678,-0.00055246,0.05632273,-0.76663627,0.49086006,-0.92282764,0.00000000,-0.00000000
-3.91695848,1.42874106,-2.46027642,0.22455897,-0.86008147,0.33957531,-0.35372443,0.35306503,-0.60791439,0.57060629,-0.55251776,0.00028840,-0.00053521,0.05329746,-0.73483730,0.47145919,-0.90558599,0.00000000,-0.00000000
-3.91095548,1.36512981,-2.36948147,0.21865987,-0.82776070,0.32083388,-0.34052368,0.33633762,-0.58818580,0.54948541,-0.53227190,0.00028225,-0.00051531,0.05043391,-0.70022983,0.45357039,-0.88381100,0.00000000,-0.00000000
-3.90495248,1.30929231,-2.26959007,0.21421754,-0.79229785,0.30346556,-0.32597481,0.32150442,-0.56589081,0.53291323,-0.51017105,0.00027864,-0.00049303,0.04776427,-0.66331122,0.43741096,-0.85782703,0.00000000,-0.00000000
-3.89894947,1.26198770,-2.16202265,0.21131545,-0.75418335,0.28766615,-0.31029113,0.30888869,-0.54137051,0.52112515,-0.48650763,0.00027781,-0.00046867,0.04531801,-0.62459975,0.42316656,-0.82804693,0.00000000,-0.00000000
-3.89294647,1.22384240,-2.04830769,0.21001132,-0.71394346,0.27359385,-0.29370176,0.29877563,-0.51500012,0.51430942,-0.46159980,0.00027998,-0.00044262,0.04312106,-0.58462182,0.41098335,-0.79496074,0.00000000,-0.00000000
-3.88694347,1.19532942,-1.93004364,0.21033370,-0.67212738,0.26136582,-0.27644573,0.29140524,-0.48717941,0.51259779,-0.43578367,0.00028525,-0.00041525,0.04119511,-0.54389941,0.40096168,-0.75912246,0.00000000,-0.00000000
-3.88094047,1.17675135,-1.80886024,0.21227927,-0.62929415,0.25105580,-0.25876599,0.28696610,-0.45832268,0.51605703,-0.40940535,0.00029369,-0.00038698,0.03955697,-0.50293828,0.39315146,-0.72113506,0.00000000,-0.00000000
-3.87493747,1.16822764,-1.68638059,0.21581097,-0.58599964,0.24269299,-0.24090355,0.28559021,-0.42884875,0.52468171,-0.38281296,0.00030528,-0.00035822,0.03821800,-0.46221723,0.38754946,-0.68163465,0.00000000,-0.00000000
-3.86893447,1.16968629,-1.56418498,0.22085694,-0.54278425,0.23626204,-0.22309204,0.28734885,-0.39917111,0.53838835,-0.35634895,0.00031992,-0.00032938,0.03718371,-0.42217878,0.38409847,-0.64127395,0.00000000,-0.00000000
-3.86293147,1.18086050,-1.44377778,0.22731049,-0.50016153,0.23170440,-0.20555270,0.29224983,-0.36968879,0.55701119,-0.33034287,0.00033744,-0.00030083,0.03645358,-0.38322149,0.38268843,-0.60070608,0.00000000,-0.00000000
-3.85692846,1.20129029,-1.32655813,0.23503107,-0.45860813,0.22892068,-0.18849007,0.30023593,-0.34077801,0.58029997,-0.30510483,0.00035757,-0.00027292,0.03602093,-0.34569405,0.38315927,-0.56056888,0.00000000,-0.00000000
-3.85092546,1.23032919,-1.21379534,0.24384631,-0.41855535,0.22777426,-0.17208849,0.31118497,-0.31278499,0.60791965,-0.28091973,0.00037999,-0.00024596,0.03587315,-0.30989129,0.38530550,-0.52147048,0.00000000,-0.00000000
-3.84492246,1.26715599,-1.10660949,0.25355507,-0.38038245,0.22809577,-0.15650933,0.32491128,-0.28602011,0.63945249,-0.25804253,0.00040432,-0.00022022,0.03599201,-0.27605199,0.38888221,-0.48397651,0.00000000,-0.00000000
-3.83891946,1.31079148,-1.00595751,0.26393150,-0.34441187,0.22968848,-0.14188923,0.34116887,-0.26075340,0.67440253,-0.23669460,0.00043008,-0.00019592,0.03635428,-0.24435863,0.39361235,-0.44859928,0.00000000,-0.00000000
-3.83291646,1.36011979,-0.91262490,0.27472998,-0.31090637,0.23233446,-0.12833915,0.35965623,-0.23721160,0.71220254,-0.21706112,0.00045678,-0.00017324,0.03693254,-0.21493863,0.39919489,-0.41578924,0.00000000,-0.00000000
-3.82691346,1.41391416,-0.82722294,0.28569092,-0.28006801,0.23580119,-0.11594423,0.38002278,-0.21557666,0.75222359,-0.19928975,0.00048388,-0.00015232,0.03769607,-0.18786720,0.40531378,-0.38592885,0.00000000,-0.00000000
-3.82091046,1.47086647,-0.75019109,0.29654713,-0.25203897,0.23984857,-0.10476457,0.40187691,-0.19598567,0.79378699,-0.18349029,0.00051080,-0.00013324,0.03861210,-0.16317136,0.41164717,-0.35932897,0.00000000,-0.00000000
-3.81490745,1.52962010,-0.68180410,0.30703076,-0.22690388,0.24423613,-0.09483658,0.42479558,-0.17853211,0.83617870,-0.16973551,0.00053695,-0.00011607,0.03964697,-0.14083493,0.41787694,-0.33622765,0.00000000,-0.00000000
-3.80890445,1.58880521,-0.62218320,0.31688044,-0.20469355,0.24873012,-0.08617498,0.44833519,-0.16326820,0.87866575,-0.15806295,0.00056177,-0.00010082,0.04076752,-0.12080420,0.42369789,-0.31679124,0.00000000,-0.00000000
-3.80290145,1.64707568,-0.57131071,0.32584853,-0.18538981,0.25311042,-0.07877526,0.47204355,-0.15020835,0.92051439,-0.14847748,0.00058468,-0.00008750,0.04194245,-0.10299407,0.42882662,-0.30111765,0.00000000,-0.00000000
-3.79689845,1.70314658,-0.52904724,0.33370819,-0.16893120,0.25717699,-0.07261657,0.49547258,-0.13933321,0.96100953,-0.14095475,0.00060517,-0.00007607,0.04314365,-0.08729424,0.43300977,-0.28924141,0.00000000,-0.00000000
-3.79089545,1.75583119,-0.49515081,0.34026000,-0.15521918,0.26075568,-0.06766469,0.51819140,-0.13059444,0.99947482,-0.13544509,0.00062274,-0.00006651,0.04434748,-0.07357547,0.43603134,-0.28114025,0.00000000,-0.00000000
-3.78489245,1.80407624,-0.46929697,0.34533798,-0.14412472,0.26370324,-0.06387527,0.53979931,-0.12391974,1.03529275,-0.13187794,0.00063700,-0.00005876,0.04553591,-0.06169541,0.43771897,-0.27674298,0.00000000,-0.00000000
-3.77888944,1.84699424,-0.45109936,0.34881476,-0.13549489,0.26591132,-0.06119693,0.55993822,-0.11921802,1.06792399,-0.13016651,0.00064759,-0.00005278,0.04669745,-0.05150412,0.43794905,-0.27593806,0.00000000,-0.00000000
-3.77288644,1.88389165,-0.44012986,0.35060562,-0.12915930,0.26730944,-0.05957433,0.57830397,-0.11638458,1.09692525,-0.13021256,0.00065427,-0.00004851,0.04782786,-0.04284890,0.43665045,-0.27858274,0.00000000,-0.00000000
-3.76688344,1.91429176,-0.43593788,0.35067139,-0.12493624,0.26786672,-0.05895098,0.59465614,-0.11530602,1.12196482,-0.13191128,0.00065687,-0.00004590,0.04893059,-0.03557862,0.43380682,-0.28451230,0.00000000,-0.00000000
-3.76088044,1.93795130,-0.43806812,0.34901998,-0.12263825,0.26759235,-0.05927176,0.60882572,-0.11586483,1.14283523,-0.13515585,0.00065532,-0.00004492,0.05001688,-0.02954722,0.42945739,-0.29354907,0.00000000,-0.00000000
-3.75487744,1.95486985,-0.44607652,0.34570646,-0.12207719,0.26653481,-0.06048512,0.62072049,-0.11794343,1.15946213,-0.13984185,0.00064967,-0.00004553,0.05110556,-0.02461660,0.42369628,-0.30551091,0.00000000,-0.00000000
-3.74887444,1.96529165,-0.45954382,0.34083179,-0.12306847,0.26477986,-0.06254481,0.63032755,-0.12142774,1.17190920,-0.14587123,0.00064005,-0.00004770,0.05222252,-0.02065882,0.41667028,-0.32021889,0.00000000,-0.00000000
-3.74287144,1.96969927,-0.47808666,0.33454004,-0.12543473,0.26244724,-0.06541114,0.63771303,-0.12620996,1.18037839,-0.15315578,0.00062666,-0.00005141,0.05339979,-0.01755764,0.40857526,-0.33750390,0.00000000,-0.00000000
-3.73686843,1.96879942,-0.50136586,0.32701438,-0.12900859,0.25968647,-0.06905183,0.64301869,-0.13219076,1.18520567,-0.16161992,0.00060984,-0.00005665,0.05467439,-0.01520948,0.39965108,-0.35721196,0.00000000,-0.00000000
