energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.84992496,1.49678436,0.00926570,0.11558884,0.19110011,0.80510092,0.39941208,0.00989614,0.79673186
-5.84392196,1.51750200,0.00945556,0.11418407,0.19187240,0.82346465,0.39769875,0.01021057,0.81775395
-5.83791896,1.54438203,0.00971250,0.11284434,0.19291872,0.84238822,0.39846709,0.01063073,0.84188921
-5.83191596,1.57707500,0.01003718,0.11158683,0.19425294,0.86170233,0.40159452,0.01114713,0.86893868
-5.82591296,1.61506974,0.01042897,0.11042638,0.19588444,0.88119265,0.40691147,0.01174953,0.89860554
-5.81990995,1.65770295,0.01088607,0.10937512,0.19781910,0.90060301,0.41420451,0.01242708,0.93050039
-5.81390695,1.70417379,0.01140573,0.10844225,0.20006069,0.91964063,0.42322059,0.01316842,0.96414977
-5.80790395,1.75356309,0.01198436,0.10763401,0.20261246,0.93798328,0.43367240,0.01396186,0.99900756
-5.80190095,1.80485661,0.01261784,0.10695371,0.20547885,0.95528800,0.44524472,0.01479548,1.03446890
-5.79589795,1.85697135,0.01330166,0.10640187,0.20866721,0.97120121,0.45760153,0.01565730,1.06988622
-5.78989495,1.90878415,0.01403118,0.10597655,0.21218923,0.98536952,0.47039376,0.01653540,1.10458659
-5.78389195,1.95916146,0.01480177,0.10567361,0.21606213,0.99745110,0.48326740,0.01741814,1.13788997
-5.77788894,2.00698922,0.01560896,0.10548715,0.22030923,1.00712674,0.49587179,0.01829424,1.16912750
-5.77188594,2.05120173,0.01644853,0.10540980,0.22495998,1.01411027,0.50786780,0.01915299,1.19765933
-5.76588294,2.09080858,0.01731656,0.10543309,0.23004919,1.01815792,0.51893568,0.01998434,1.22289131
-5.75987994,2.12491873,0.01820937,0.10554774,0.23561557,1.01907596,0.52878235,0.02077904,1.24428994
-5.75387694,2.15276093,0.01912350,0.10574382,0.24169949,1.01672657,0.53714798,0.02152875,1.26139522
-5.74787394,2.17369994,0.02005550,0.10601083,0.24834005,1.01103150,0.54381155,0.02222608,1.27383094
-5.74187094,2.18724825,0.02100180,0.10633776,0.25557158,1.00197354,0.54859545,0.02286469,1.28131215
-5.73586793,2.19307295,0.02195852,0.10671295,0.26341988,0.98959573,0.55136883,0.02343926,1.28364981
-5.72986493,2.19099803,0.02292115,0.10712400,0.27189818,0.97399854,0.55204983,0.02394552,1.28075248
-5.72386193,2.18100205,0.02388444,0.10755751,0.28100337,0.95533507,0.55060641,0.02438023,1.27262519
-5.71785893,2.16321184,0.02484209,0.10799894,0.29071250,0.93380483,0.54705610,0.02474112,1.25936575
-5.71185593,2.13789252,0.02578667,0.10843240,0.30098008,0.90964623,0.54146446,0.02502684,1.24115868
-5.70585293,2.10543458,0.02670942,0.10884060,0.31173621,0.88312838,0.53394252,0.02523689,1.21826725
-5.69984992,2.06633861,0.02760031,0.10920478,0.32288593,0.85454245,0.52464307,0.02537158,1.19102391
-5.69384692,2.02119843,0.02844801,0.10950488,0.33430975,0.82419317,0.51375622,0.02543189,1.15981955
-5.68784392,1.97068316,0.02924008,0.10971977,0.34586560,0.79239069,0.50150405,0.02541948,1.12509206
-5.68184092,1.91551902,0.02996319,0.10982767,0.35739209,0.75944314,0.48813472,0.02533659,1.08731458
-5.67583792,1.85647122,0.03060343,0.10980667,0.36871296,0.72565021,0.47391603,0.02518596,1.04698372
-5.66983492,1.79432647,0.03114670,0.10963539,0.37964257,0.69129781,0.45912867,0.02497087,1.00460824
-5.66383192,1.72987654,0.03157923,0.10929375,0.38999221,0.65665393,0.44405927,0.02469501,0.96069828
-5.65782891,1.66390300,0.03188800,0.10876370,0.39957674,0.62196576,0.42899339,0.02436251,0.91575555
-5.65182591,1.59716338,0.03206133,0.10803006,0.40822137,0.58745794,0.41420859,0.02397788,0.87026451
-5.64582291,1.53037893,0.03208931,0.10708125,0.41576814,0.55333191,0.39996774,0.02354597,0.82468470
-5.63981991,1.46422382,0.03196435,0.10590987,0.42208170,0.51976608,0.38651272,0.02307195,0.77944433
-5.63381691,1.39931613,0.03168154,0.10451325,0.42705408,0.48691689,0.37405867,0.02256126,0.73493505
-5.62781391,1.33621025,0.03123896,0.10289373,0.43060823,0.45492023,0.36278889,0.02201951,0.69150801
-5.62181091,1.27539100,0.03063794,0.10105875,0.43270007,0.42389337,0.35285054,0.02145243,0.64947109
-5.61580790,1.21726933,0.02988311,0.09902077,0.43331904,0.39393703,0.34435139,0.02086577,0.60908735
-5.60980490,1.16217968,0.02898241,0.09679693,0.43248712,0.36513746,0.33735763,0.02026521,0.57057448
-5.60380190,1.11037907,0.02794695,0.09440856,0.43025646,0.33756850,0.33189286,0.01965620,0.53410538
-5.59779890,1.06204798,0.02679070,0.09188050,0.42670576,0.31129351,0.32793856,0.01904391,0.49980966
-5.59179590,1.01729314,0.02553017,0.08924033,0.42193578,0.28636699,0.32543580,0.01843307,0.46777606
-5.58579290,0.97615224,0.02418397,0.08651755,0.41606430,0.26283613,0.32428850,0.01782789,0.43805572
-5.57978989,0.93860071,0.02277224,0.08374276,0.40922076,0.24074200,0.32436813,0.01723199,0.41066620
-5.57378689,0.90456047,0.02131617,0.08094682,0.40154117,0.22012069,0.32551973,0.01664829,0.38559618
-5.56778389,0.87391049,0.01983741,0.07816023,0.39316338,0.20100417,0.32756920,0.01607905,0.36281076
-5.56178089,0.84649924,0.01835754,0.07541257,0.38422319,0.18342117,0.33033175,0.01552585,0.34225720
-5.55577789,0.82215844,0.01689754,0.07273210,0.37485136,0.16739787,0.33362106,0.01498962,0.32387102
-5.54977489,0.80071788,0.01547734,0.07014561,0.36517177,0.15295863,0.33725908,0.01447074,0.30758223
-5.54377189,0.78202083,0.01411547,0.06767837,0.35530060,0.14012663,0.34108598,0.01396911,0.29332159
-5.53776888,0.76593929,0.01282868,0.06535430,0.34534663,0.12892448,0.34496999,0.01348435,0.28102656
-5.53176588,0.75238867,0.01163178,0.06319624,0.33541238,0.11937477,0.34881656,0.01301587,0.27064690
-5.52576288,0.74134098,0.01053745,0.06122632,0.32559589,0.11150050,0.35257668,0.01256310,0.26214952
-5.51975988,0.73283600,0.00955616,0.05946634,0.31599294,0.10532532,0.35625381,0.01212560,0.25552246
-5.51375688,0.72698974,0.00869620,0.05793823,0.30669933,0.10087357,0.35990909,0.01170323,0.25077781
-5.50775388,0.72399964,0.00796368,0.05666429,0.29781292,0.09817002,0.36366471,0.01129625,0.24795325
-5.50175088,0.72414617,0.00736262,0.05566751,0.28943521,0.09723931,0.36770507,0.01090543,0.24711236
-5.49574787,0.72779042,0.00689508,0.05497159,0.28167215,0.09810497,0.37227570,0.01053209,0.24834327
-5.48974487,0.73536784,0.00656127,0.05460093,0.27463411,0.10078813,0.37767990,0.01017812,0.25175595
-5.48374187,0.74737803,0.00635969,0.05458040,0.26843479,0.10530581,0.38427326,0.00984597,0.25747803
-5.47773887,0.76437109,0.00628722,0.05493491,0.26318916,0.11166904,0.39245614,0.00953852,0.26564936
-5.47173587,0.78693098,0.00633929,0.05568899,0.25901049,0.11988063,0.40266442,0.00925906,0.27641539
-5.46573287,0.81565661,0.00650994,0.05686618,0.25600655,0.12993296,0.41535892,0.00901109,0.28991985
-5.45972986,0.85114150,0.00679193,0.05848837,0.25427530,0.14180579,0.43101384,0.00879819,0.30629683
-5.45372686,0.89395286,0.00717685,0.06057525,0.25390025,0.15546431,0.45010463,0.00862385,0.32566276
-5.44772386,0.94461118,0.00765518,0.06314376,0.25494582,0.17085756,0.47309584,0.00849132,0.34810863
-5.44172086,1.00357112,0.00821644,0.06620769,0.25745309,0.18791740,0.50042922,0.00840344,0.37369280
-5.43571786,1.07120459,0.00884924,0.06977739,0.26143602,0.20655825,0.53251268,0.00836249,0.40243485
-5.42971486,1.14778689,0.00954148,0.07385980,0.26687871,0.22667753,0.56971026,0.00837014,0.43431072
-5.42371186,1.23348626,0.01028051,0.07845852,0.27373358,0.24815713,0.61233344,0.00842732,0.46924945
-5.41770885,1.32835732,0.01105332,0.08357422,0.28192094,0.27086564,0.66063399,0.00853424,0.50713171
-5.41170585,1.43233859,0.01184678,0.08920515,0.29132976,0.29466160,0.71479843,0.00869035,0.54779025
-5.40570285,1.54525381,0.01264792,0.09534783,0.30181984,0.31939744,0.77494408,0.00889446,0.59101227
-5.39969985,1.66681691,0.01344423,0.10199775,0.31322516,0.34492406,0.84111658,0.00914475,0.63654365
-5.39369685,1.79664004,0.01422394,0.10915019,0.32535832,0.37109585,0.91328873,0.00943896,0.68409482
-5.38769385,1.93424391,0.01497634,0.11680092,0.33801592,0.39777582,0.99136046,0.00977450,0.73334811
-5.38169085,2.07906978,0.01569208,0.12494677,0.35098447,0.42484071,1.07515958,0.01014862,0.78396619
-5.37568784,2.23049204,0.01636343,0.13358605,0.36404664,0.45218555,1.16444304,0.01055856,0.83560109
-5.36968484,2.38783078,0.01698449,0.14271868,0.37698760,0.47972770,1.25889855,0.01100173,0.88790369
-5.36368184,2.55036324,0.01755134,0.15234616,0.38960093,0.50740976,1.35814615,0.01147586,0.94053285
-5.35767884,2.71733372,0.01806214,0.16247108,0.40169416,0.53520153,1.46173971,0.01197912,0.99316403
-5.35167584,2.88796133,0.01851710,0.17309653,0.41309331,0.56310042,1.56916824,0.01251021,1.04549692
-5.34567284,3.06144524,0.01891838,0.18422514,0.42364663,0.59113065,1.67985690,0.01306847,1.09726159
-5.33966983,3.23696743,0.01926994,0.19585800,0.43322708,0.61934092,1.79316800,0.01365383,1.14822315
-5.33366683,3.41369296,0.01957722,0.20799342,0.44173379,0.64780073,1.90840205,0.01426690,1.19818442
-5.32766383,3.59076824,0.01984683,0.22062565,0.44909226,0.67659554,2.02479912,0.01490880,1.24698676
-5.32166083,3.76731775,0.02008613,0.23374361,0.45525352,0.70582080,2.14154094,0.01558119,1.29450884
-5.31565783,3.94243987,0.02030277,0.24732973,0.46019239,0.73557530,2.25775398,0.01628604,1.34066361
-5.30965483,4.11520271,0.02050421,0.26135900,0.46390486,0.76595388,2.37251401,0.01702555,1.38539349
-5.30365183,4.28464045,0.02069730,0.27579820,0.46640502,0.79704009,2.48485236,0.01780192,1.42866417
-5.29764882,4.44975130,0.02088781,0.29060532,0.46772154,0.82889875,2.59376418,0.01861719,1.47045722
-5.29164582,4.60949739,0.02108003,0.30572941,0.46789407,0.86156907,2.69821894,0.01947299,1.51076195
-5.28564282,4.76280731,0.02127651,0.32111046,0.46696972,0.89505821,2.79717313,0.02037035,1.54956690
-5.27963982,4.90858158,0.02147783,0.33667964,0.46499981,0.92933578,2.88958515,0.02130950,1.58685140
-5.27363682,5.04570108,0.02168244,0.35235969,0.46203702,0.96432936,2.97443206,0.02228963,1.62257750
-5.26763382,5.17303858,0.02188673,0.36806529,0.45813305,0.99992115,3.05072792,0.02330875,1.65668281
-5.26163082,5.28947284,0.02208511,0.38370370,0.45333696,1.03594585,3.11754306,0.02436350,1.68907452
-5.25562781,5.39390502,0.02227021,0.39917521,0.44769401,1.07218991,3.17402385,0.02544906,1.71962487
-5.24962481,5.48527677,0.02243322,0.41437369,0.44124523,1.10839213,3.21941198,0.02655904,1.74816836
-5.24362181,5.56258929,0.02256429,0.42918710,0.43402744,1.14424554,3.25306286,0.02768544,1.77450089
-5.23761881,5.62492276,0.02265298,0.44349793,0.42607377,1.17940076,3.27446203,0.02881867,1.79838084
-5.23161581,5.67145532,0.02268872,0.45718372,0.41741459,1.21347060,3.28323920,0.02994762,1.81953224
-5.22561281,5.70148107,0.02266137,0.47011764,0.40807868,1.24603596,3.27917917,0.03105976,1.83764988
-5.21960980,5.71442647,0.02256166,0.48216922,0.39809448,1.27665299,3.26222914,0.03214133,1.85240628
-5.21360680,5.70986475,0.02238170,0.49320530,0.38749154,1.30486136,3.23250219,0.03317756,1.86346033
-5.20760380,5.68752797,0.02211530,0.50309134,0.37630173,1.33019363,3.19027673,0.03415299,1.87046733
-5.20160080,5.64731650,0.02175835,0.51169308,0.36456044,1.35218546,3.13599196,0.03505176,1.87309020
-5.19559780,5.58930600,0.02130902,0.51887865,0.35230758,1.37038659,3.07023953,0.03585801,1.87101134
-5.18959480,5.51375164,0.02076789,0.52452115,0.33958822,1.38437221,2.99375174,0.03655630,1.86394497
-5.18359180,5.42108992,0.02013799,0.52850163,0.32645313,1.39375466,2.90738692,0.03713202,1.85164933
-5.17758879,5.31193796,0.01942474,0.53071246,0.31295893,1.39819493,2.81211227,0.03757182,1.83393850
-5.17158579,5.18709052,0.01863575,0.53106103,0.29916802,1.39741371,2.70898515,0.03786405,1.81069323
-5.16558279,5.04751482,0.01778062,0.52947351,0.28514827,1.39120159,2.59913322,0.03799914,1.78187065
-5.15957979,4.89434323,0.01687064,0.52589863,0.27097250,1.37942805,2.48373423,0.03796997,1.74751211
-5.15357679,4.72886390,0.01591841,0.52031128,0.25671775,1.36204874,2.36399600,0.03777219,1.70774924
-5.14757379,4.55250928,0.01493748,0.51271562,0.24246446,1.33911090,2.24113715,0.03740439,1.66280761
-5.14157079,4.36684268,0.01394197,0.50314768,0.22829551,1.31075645,2.11636905,0.03686833,1.61300798
-5.13556778,4.17354262,0.01294617,0.49167708,0.21429521,1.27722258,1.99087923,0.03616894,1.55876500
-5.12956478,3.97438516,0.01196420,0.47840792,0.20054820,1.23883980,1.86581659,0.03531431,1.50058327
-5.12356178,3.77122415,0.01100966,0.46347856,0.18713844,1.19602723,1.74227851,0.03431557,1.43905081
-5.11755878,3.56596947,0.01009537,0.44706034,0.17414806,1.14928541,1.62129978,0.03318665,1.37483010
-5.11155578,3.36056339,0.00923314,0.42935518,0.16165639,1.09918661,1.50384351,0.03194395,1.30864689
-5.10555278,3.15695536,0.00843360,0.41059214,0.14973886,1.04636319,1.39079370,0.03060599,1.24127711
-5.09954977,2.95707546,0.00770603,0.39102294,0.13846607,0.99149402,1.28294939,0.02919291,1.17353211
-5.09354677,2.76280690,0.00705836,0.37091681,0.12790282,0.93528975,1.18102028,0.02772600,1.10624282
-5.08754377,2.57595822,0.00649705,0.35055453,0.11810724,0.87847719,1.08562349,0.02622714,1.04024303
-5.08154077,2.39823543,0.00602716,0.33022212,0.10912989,0.82178343,0.99728139,0.02471824,0.97635245
-5.07553777,2.23121498,0.00565236,0.31020433,0.10101304,0.76592013,0.91642019,0.02322069,0.91535990
-5.06953477,2.07631801,0.00537492,0.29077811,0.09378984,0.71156849,0.84336937,0.02175487,0.85800705
-5.06353177,1.93478654,0.00519585,0.27220632,0.08748372,0.65936541,0.77836164,0.02033962,0.80497318
-5.05752876,1.80766217,0.00511489,0.25473191,0.08210776,0.60989105,0.72153343,0.01899181,0.75686124
-5.05152576,1.69576790,0.00513057,0.23857267,0.07766415,0.56365826,0.67292600,0.01772601,0.71418562
-5.04552276,1.59969350,0.00524031,0.22391682,0.07414387,0.52110396,0.63248704,0.01655415,0.67736185
-5.03951976,1.51978489,0.00544036,0.21091941,0.07152638,0.48258263,0.60007282,0.01548539,0.64669844
-5.03351676,1.45613791,0.00572594,0.19969975,0.06977955,0.44836209,0.57545116,0.01452592,0.62239098
-5.02751376,1.40859666,0.00609119,0.19033976,0.06885974,0.41862128,0.55830496,0.01367900,0.60451868
-5.02151076,1.37675665,0.00652921,0.18288344,0.06871214,0.39345023,0.54823678,0.01294501,0.59304334
-5.01550775,1.35997282,0.00703214,0.17733721,0.06927130,0.37285196,0.54477430,0.01232156,0.58781078
-5.00950475,1.35737234,0.00759115,0.17367123,0.07046197,0.35674607,0.54737683,0.01180374,0.58855470
-5.00350175,1.36787224,0.00819657,0.17182166,0.07220019,0.34497409,0.55544297,0.01138440,0.59490287
-4.99749875,1.39020146,0.00883790,0.17169351,0.07439467,0.33730612,0.56831943,0.01105447,0.60638563
-4.99149575,1.42292715,0.00950404,0.17316438,0.07694846,0.33344873,0.58531100,0.01080335,0.62244649
-4.98549275,1.46448478,0.01018336,0.17608860,0.07976085,0.33305393,0.60569161,0.01061932,0.64245466
-4.97948974,1.51321159,0.01086395,0.18030189,0.08272953,0.33572893,0.62871642,0.01048996,0.66571940
-4.97348674,1.56738265,0.01153384,0.18562635,0.08575292,0.34104668,0.65363474,0.01040255,0.69150587
-4.96748374,1.62524899,0.01218124,0.19187563,0.08873261,0.34855688,0.67970355,0.01034454,0.71905219
-4.96148074,1.68507698,0.01279487,0.19886023,0.09157594,0.35779731,0.70620148,0.01030387,0.74758749
-4.95547774,1.74518797,0.01336427,0.20639276,0.09419847,0.36830541,0.73244277,0.01026940,0.77635049
-4.94947474,1.80399747,0.01388008,0.21429306,0.09652640,0.37962977,0.75779103,0.01023116,0.80460830
-4.94347174,1.86005267,0.01433442,0.22239305,0.09849888,0.39134144,0.78167228,0.01018067,0.83167485
-4.93746873,1.91206752,0.01472117,0.23054125,0.10006990,0.40304474,0.80358706,0.01011110,0.85692872
-4.93146573,1.95895422,0.01503623,0.23860681,0.10121004,0.41438744,0.82312111,0.01001746,0.87982962
-4.92546273,1.99985018,0.01527781,0.24648295,0.10190769,0.42506990,0.83995422,0.00989666,0.89993325
-4.91945973,2.03413963,0.01544661,0.25408974,0.10216982,0.43485301,0.85386707,0.00974754,0.91690389
-4.91345673,2.06146901,0.01554594,0.26137611,0.10202234,0.44356468,0.86474558,0.00957082,0.93052437
-4.90745373,2.08175549,0.01558182,0.26832107,0.10150983,0.45110446,0.87258274,0.00936904,0.94070295
-4.90145073,2.09518814,0.01556294,0.27493387,0.10069481,0.45744630,0.87747747,0.00914638,0.94747675
-4.89544772,2.10222132,0.01550060,0.28125343,0.09965646,0.46263906,0.87963066,0.00890848,0.95101158
-4.88944472,2.10356037,0.01540853,0.28734653,0.09848881,0.46680472,0.87933829,0.00866220,0.95159778
-4.88344172,2.10013954,0.01530268,0.29330526,0.09729858,0.47013423,0.87698164,0.00841538,0.94964232
-4.87743872,2.09309262,0.01520085,0.29924325,0.09620247,0.47288100,0.87301484,0.00817653,0.94565697
-4.87143572,2.08371685,0.01512237,0.30529121,0.09532424,0.47535207,0.86794999,0.00795455,0.94024296
-4.86543272,2.07343094,0.01508764,0.31159149,0.09479144,0.47789724,0.86234023,0.00775842,0.93407235
-4.85942971,2.06372839,0.01511761,0.31829204,0.09473200,0.48089633,0.85676112,0.00759690,0.92786665
-4.85342671,2.05612720,0.01523333,0.32553974,0.09527071,0.48474506,0.85179096,0.00747820,0.92237329
-4.84742371,2.05211769,0.01545533,0.33347349,0.09652569,0.48983976,0.84799054,0.00740976,0.91834061
-4.84142071,2.05310982,0.01580313,0.34221712,0.09860491,0.49656172,0.84588299,0.00739797,0.91649230
-4.83541771,2.06038192,0.01629467,0.35187249,0.10160295,0.50526140,0.84593437,0.00744793,0.91750185
-4.82941471,2.07503240,0.01694578,0.36251294,0.10559788,0.51624334,0.84853574,0.00756326,0.92196827
-4.82341171,2.09793627,0.01776972,0.37417754,0.11064859,0.52975210,0.85398726,0.00774595,0.93039357
-4.81740870,2.12970809,0.01877669,0.38686621,0.11679249,0.54596001,0.86248503,0.00799625,0.94316317
-4.81140570,2.17067275,0.01997350,0.40053612,0.12404362,0.56495708,0.87411119,0.00831260,0.96052966
-4.80540270,2.22084536,0.02136322,0.41509955,0.13239139,0.58674359,0.88882771,0.00869161,0.98260087
-4.79939970,2.27992125,0.02294497,0.43042329,0.14179985,0.61122562,0.90647423,0.00912807,1.00933249
-4.79339670,2.34727649,0.02471373,0.44632991,0.15220759,0.63821388,0.92677015,0.00961506,1.04052570
-4.78739370,2.42197933,0.02666031,0.46260066,0.16352829,0.66742588,0.94932096,0.01014407,1.07583000
-4.78139070,2.50281226,0.02877140,0.47898022,0.17565191,0.69849143,0.97362874,0.01070520,1.11475099
-4.77538769,2.58830399,0.03102962,0.49518305,0.18844651,0.73096132,0.99910643,0.01128734,1.15666310
-4.76938469,2.67677037,0.03341381,0.51090111,0.20176068,0.76431887,1.02509553,0.01187848,1.20082665
-4.76338169,2.76636285,0.03589929,0.52581283,0.21542648,0.79799404,1.05088645,0.01246602,1.24640870
-4.75737869,2.85512259,0.03845824,0.53959280,0.22926287,0.83137946,1.07574089,0.01303706,1.29250686
-4.75137569,2.94103835,0.04106015,0.55192197,0.24307951,0.86384782,1.09891533,0.01357877,1.33817528
-4.74537269,3.02210595,0.04367239,0.56249783,0.25668079,0.89477006,1.11968477,0.01407877,1.38245178
-4.73936968,3.09638712,0.04626069,0.57104419,0.26987007,0.92353354,1.13736573,0.01452541,1.42438514
-4.73336668,3.16206549,0.04878984,0.57732018,0.28245384,0.94955964,1.15133775,0.01490817,1.46306167
-4.72736368,3.21749789,0.05122430,0.58112803,0.29424590,0.97232010,1.16106242,0.01521795,1.49763001
-4.72136068,3.26125901,0.05352888,0.58231939,0.30507123,0.99135161,1.16609938,0.01544730,1.52732353
-4.71535768,3.29217814,0.05566942,0.58079991,0.31476954,1.00626806,1.16611860,0.01559068,1.55147948
-4.70935468,3.30936694,0.05761349,0.57653193,0.32319850,1.01677027,1.16090864,0.01564459,1.56955458
-4.70335168,3.31223754,0.05933101,0.56953516,0.33023633,1.02265284,1.15038073,0.01560771,1.58113654
-4.69734867,3.30051099,0.06079494,0.55988558,0.33578397,1.02380813,1.13456856,0.01548087,1.58595154
-4.69134567,3.27421611,0.06198186,0.54771237,0.33976661,1.02022725,1.11362405,0.01526709,1.58386755
-4.68534267,3.23367964,0.06287249,0.53319335,0.34213472,1.01199845,1.08780947,0.01497144,1.57489375
-4.67933967,3.17950834,0.06345220,0.51654899,0.34286439,0.99930283,1.05748636,0.01460092,1.55917644
-4.67333667,3.11256461,0.06371139,0.49803544,0.34195724,0.98240797,1.02310191,0.01416424,1.53699164
-4.66733367,3.03393665,0.06364576,0.47793683,0.33943979,0.96165966,0.98517351,0.01367156,1.50873515
-4.66133067,2.94490489,0.06325655,0.45655718,0.33536233,0.93747219,0.94427211,0.01313426,1.47491034
-4.65532766,2.84690581,0.06255055,0.43421230,0.32979748,0.91031751,0.90100519,0.01256461,1.43611433
-4.64932466,2.74149477,0.06154006,0.41122194,0.32283832,0.88071371,0.85599997,0.01197547,1.39302291
-4.64332166,2.63030875,0.06024268,0.38790242,0.31459624,0.84921306,0.80988746,0.01137996,1.34637482
-4.63731866,2.51503013,0.05868094,0.36456003,0.30519857,0.81638988,0.76328774,0.01079120,1.29695553
-4.63131566,2.39735219,0.05688188,0.34148523,0.29478595,0.78282860,0.71679705,0.01022198,1.24558098
-4.62531266,2.27894691,0.05487634,0.31894780,0.28350960,0.74911194,0.67097667,0.00968449,1.19308143
-4.61930965,2.16143532,0.05269831,0.29719301,0.27152839,0.71580956,0.62634397,0.00919014,1.14028570
-4.61330665,2.04636078,0.05038406,0.27643870,0.25900591,0.68346723,0.58336539,0.00874926,1.08800575
-4.60730365,1.93516496,0.04797125,0.25687325,0.24610738,0.65259658,0.54245149,0.00837099,1.03702202
-4.60130065,1.82916677,0.04549796,0.23865440,0.23299666,0.62366545,0.50395381,0.00806309,0.98806931
-4.59529765,1.72954400,0.04300175,0.22190876,0.21983327,0.59708922,0.46816325,0.00783182,0.94182367
-4.58929465,1.63731778,0.04051868,0.20673194,0.20676950,0.57322284,0.43530997,0.00768186,0.89889025
-4.58329165,1.55333970,0.03808244,0.19318916,0.19394771,0.55235411,0.40556431,0.00761625,0.85979238
-4.57728864,1.47828185,0.03572354,0.18131628,0.18149784,0.53469805,0.37903868,0.00763633,0.82496217
-4.57128564,1.41262974,0.03346858,0.17112118,0.16953524,0.52039280,0.35579010,0.00774173,0.79473273
-4.56528264,1.35667829,0.03133971,0.16258539,0.15815886,0.50949710,0.33582338,0.00793043,0.76933252
-4.55927964,1.31053127,0.02935423,0.15566593,0.14744984,0.50198955,0.31909457,0.00819875,0.74888184
-4.55327664,1.27410414,0.02752436,0.15029740,0.13747060,0.49776988,0.30551483,0.00854144,0.73339184
-4.54727364,1.24713064,0.02585719,0.14639420,0.12826445,0.49666227,0.29495452,0.00895181,0.72276615
-4.54127064,1.22917313,0.02435476,0.14385299,0.11985569,0.49842077,0.28724748,0.00942179,0.71680525
-4.53526763,1.21963670,0.02301441,0.14255519,0.11225025,0.50273685,0.28219557,0.00994216,0.71521357
-4.52926463,1.21778679,0.02182917,0.14236983,0.10543685,0.50924882,0.27957337,0.01050267,0.71760915
-4.52326163,1.22277016,0.02078834,0.14315629,0.09938866,0.51755299,0.27913300,0.01109231,0.72353567
-4.51725863,1.23363846,0.01987813,0.14476734,0.09406523,0.52721615,0.28060918,0.01169946,0.73247648
-4.51125563,1.24937403,0.01908243,0.14705213,0.08941490,0.53778911,0.28372435,0.01231220,0.74387016
-4.50525263,1.26891697,0.01838352,0.14985913,0.08537730,0.54882047,0.28819379,0.01291853,0.75712707
-4.49924962,1.29119258,0.01776291,0.15303914,0.08188600,0.55987054,0.29373082,0.01350665,0.77164628
-4.49324662,1.31513840,0.01720202,0.15644795,0.07887126,0.57052434,0.30005179,0.01406520,0.78683228
