energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.74187094,3.21899489,0.38178421,1.91675099,1.04324620,0.30743992,0.00181328,0.50409280,0.04052293,0.27616571
-5.73586793,3.04505863,0.36939257,1.82123977,0.97747805,0.28501166,0.00173684,0.46782302,0.03832634,0.26669052
-5.72986493,2.87374778,0.35763581,1.72534037,0.91349840,0.26377517,0.00167398,0.43296865,0.03616899,0.25764166
-5.72386193,2.70638107,0.34659847,1.62989518,0.85156272,0.24383584,0.00162688,0.39970035,0.03407127,0.24914029
-5.71785893,2.54420776,0.33636916,1.53571541,0.79193267,0.22528169,0.00159762,0.36817333,0.03205164,0.24130117
-5.71185593,2.38838972,0.32703826,1.44357124,0.73486788,0.20818219,0.00158811,0.33852388,0.03012639,0.23423082
-5.70585293,2.23998554,0.31869518,1.35418305,0.68061798,0.19258746,0.00160008,0.31086646,0.02830957,0.22802572
-5.69984992,2.09993703,0.31142536,1.26821400,0.62941520,0.17852790,0.00163496,0.28529132,0.02661283,0.22277042
-5.69384692,1.96905806,0.30530712,1.18626371,0.58146787,0.16601408,0.00169393,0.26186278,0.02504536,0.21853578
-5.68784392,1.84802577,0.30040844,1.10886327,0.53695504,0.15503715,0.00177776,0.24061826,0.02361382,0.21537722
-5.68184092,1.73737444,0.29678377,1.03647134,0.49602230,0.14556941,0.00188685,0.22156788,0.02232234,0.21333308
-5.67583792,1.63749202,0.29447119,0.96947162,0.45877901,0.13756525,0.00202113,0.20469490,0.02117247,0.21242333
-5.66983492,1.54861958,0.29348993,0.90817161,0.42529691,0.13096240,0.00218004,0.18995679,0.02016325,0.21264843
-5.66383192,1.47085379,0.29383850,0.85280279,0.39561024,0.12568345,0.00236249,0.17728703,0.01929129,0.21398876
-5.65782891,1.40415266,0.29549356,0.80352235,0.36971717,0.12163765,0.00256682,0.16659751,0.01855091,0.21640449
-5.65182591,1.34834450,0.29840963,0.76041630,0.34758262,0.11872296,0.00279083,0.15778152,0.01793430,0.21983610
-5.64582291,1.30314025,0.30251985,0.72350428,0.32914230,0.11682842,0.00303171,0.15071730,0.01743180,0.22420565
-5.63981991,1.26814897,0.30773769,0.69274579,0.31430767,0.11583675,0.00328615,0.14527199,0.01703216,0.22941869
-5.63381691,1.24289628,0.31395967,0.66804778,0.30297189,0.11562710,0.00355031,0.14130592,0.01672296,0.23536697
-5.62781391,1.22684534,0.32106915,0.64927351,0.29501623,0.11607806,0.00381991,0.13867715,0.01649097,0.24193191
-5.62181091,1.21941976,0.32894086,0.63625238,0.29031694,0.11707070,0.00409029,0.13724607,0.01632262,0.24898854
-5.61580790,1.22002781,0.33744614,0.62879030,0.28875215,0.11849175,0.00435654,0.13688004,0.01620450,0.25641003
-5.60980490,1.22808708,0.34645867,0.62668048,0.29020853,0.12023659,0.00461360,0.13745776,0.01612386,0.26407251
-5.60380190,1.24304856,0.35586032,0.62971392,0.29458753,0.12221224,0.00485639,0.13887343,0.01606907,0.27185996
-5.59779890,1.26441930,0.36554694,0.63768941,0.30181081,0.12434002,0.00507994,0.14104047,0.01603010,0.27966892
-5.59179590,1.29178257,0.37543369,0.65042244,0.31182469,0.12655789,0.00527957,0.14389459,0.01599896,0.28741292
-5.58579290,1.32481468,0.38545975,0.66775264,0.32460348,0.12882240,0.00545098,0.14739637,0.01597003,0.29502619
-5.57978989,1.36329758,0.39559192,0.68954940,0.34015128,0.13111005,0.00559043,0.15153294,0.01594035,0.30246659
-5.57378689,1.40712653,0.40582714,0.71571537,0.35850260,0.13341814,0.00569488,0.15631901,0.01590977,0.30971752
-5.56778389,1.45631261,0.41619356,0.74618749,0.37972124,0.13576500,0.00576202,0.16179697,0.01588105,0.31678865
-5.56178089,1.51097954,0.42675017,0.78093570,0.40389800,0.13818951,0.00579043,0.16803626,0.01585979,0.32371547
-5.55577789,1.57135507,0.43758489,0.81995901,0.43114687,0.14075007,0.00577959,0.17513187,0.01585427,0.33055759
-5.54977489,1.63775716,0.44881129,0.86327940,0.46160025,0.14352290,0.00572991,0.18320220,0.01587516,0.33739590
-5.54377189,1.71057549,0.46056390,0.91093348,0.49540317,0.14659986,0.00564274,0.19238614,0.01593511,0.34432865
-5.53776888,1.79024913,0.47299252,0.96296257,0.53270695,0.15008569,0.00552032,0.20283971,0.01604834,0.35146666
-5.53176588,1.87724124,0.48625559,1.01940145,0.57366254,0.15409498,0.00536570,0.21473214,0.01622998,0.35892797
-5.52576288,1.97201213,0.50051309,1.08026651,0.61841383,0.15874875,0.00518268,0.22824169,0.01649553,0.36683203
-5.51975988,2.07499169,0.51591923,1.14554382,0.66709137,0.16417094,0.00497565,0.24355116,0.01686016,0.37529385
-5.51375688,2.18655250,0.53261526,1.21517780,0.71980656,0.17048476,0.00474953,0.26084337,0.01733807,0.38441830
-5.50775388,2.30698496,0.55072276,1.28906119,0.77664673,0.17780910,0.00450956,0.28029648,0.01794181,0.39429494
-5.50175088,2.43647528,0.57033772,1.36702686,0.83767123,0.18625506,0.00426118,0.30207951,0.01868174,0.40499346
-5.49574787,2.57508746,0.59152564,1.44884198,0.90290844,0.19592269,0.00400991,0.32634783,0.01956541,0.41656009
-5.48974487,2.72274987,0.61431781,1.53420506,0.97235391,0.20689796,0.00376118,0.35323888,0.02059719,0.42901498
-5.48374187,2.87924688,0.63870906,1.62274602,1.04596942,0.21925009,0.00352022,0.38286801,0.02177784,0.44235075
-5.47773887,3.04421564,0.66465671,1.71402946,1.12368271,0.23302919,0.00329194,0.41532457,0.02310435,0.45653212
-5.47173587,3.21714789,0.69208111,1.80756097,1.20538775,0.24826427,0.00308084,0.45066803,0.02456982,0.47149668
-5.46573287,3.39739639,0.72086726,1.90279624,1.29094510,0.26496160,0.00289091,0.48892440,0.02616351,0.48715665
-5.45972986,3.58418506,0.75086761,1.99915254,1.38018212,0.28310345,0.00272559,0.53008269,0.02787099,0.50340140
-5.45372686,3.77662221,0.78190577,2.09602177,1.47289257,0.30264716,0.00258774,0.57409156,0.02967451,0.52010080
-5.44772386,3.97371543,0.81378071,2.19278455,1.56883540,0.32352452,0.00247955,0.62085613,0.03155337,0.53710888
-5.44172086,4.17438731,0.84627146,2.28882424,1.66773238,0.34564151,0.00240257,0.67023496,0.03348447,0.55426781
-5.43571786,4.37749068,0.87914171,2.38354029,1.76926450,0.36887831,0.00235771,0.72203733,0.03544294,0.57141186
-5.42971486,4.58182244,0.91214429,2.47635978,1.87306704,0.39308966,0.00234521,0.77602083,0.03740282,0.58837132
-5.42371186,4.78613516,0.94502518,2.56674666,1.97872344,0.41810553,0.00236470,0.83188950,0.03933774,0.60497591
-5.41770885,4.98914583,0.97752686,2.65420798,2.08575840,0.44373213,0.00241517,0.88929265,0.04122169,0.62105789
-5.41170585,5.18954174,1.00939105,2.73829670,2.19363035,0.46975334,0.00249502,0.94782444,0.04302968,0.63645455
-5.40570285,5.38598338,1.04036053,2.81861115,2.30172419,0.49593248,0.00260212,1.00702470,0.04473843,0.65101015
-5.39969985,5.57710507,1.07018031,2.89479099,2.40934478,0.52201462,0.00273377,1.06638082,0.04632694,0.66457730
-5.39369685,5.76151402,1.09859823,2.96651038,2.51571215,0.54772935,0.00288685,1.12533135,0.04777700,0.67701777
-5.38769385,5.93778897,1.12536494,3.03346883,2.61995903,0.57279403,0.00305778,1.18327105,0.04907358,0.68820296
-5.38169085,6.10447972,1.15023389,3.09538073,2.72113180,0.59691764,0.00324260,1.23955792,0.05020512,0.69801399
-5.37568784,6.26010880,1.17296109,3.15196437,2.81819530,0.61980511,0.00343709,1.29352195,0.05116366,0.70634162
-5.36968484,6.40317676,1.19330540,3.20293185,2.91004227,0.64116218,0.00363677,1.34447580,0.05194487,0.71308614
-5.36368184,6.53217204,1.21102921,3.24798062,2.99550771,0.66070067,0.00383704,1.39172717,0.05254797,0.71815736
-5.35767884,6.64558638,1.22589990,3.28678778,3.07338826,0.67814405,0.00403323,1.43459270,0.05297551,0.72147473
-5.35167584,6.74193621,1.23769230,3.31900788,3.14246644,0.69323333,0.00422075,1.47241309,0.05323302,0.72296786
-5.34567284,6.81979000,1.24619200,3.34427472,3.20153929,0.70573287,0.00439514,1.50456904,0.05332866,0.72257721
-5.33966983,6.87780095,1.25119983,3.36220737,3.24945048,0.71543618,0.00455220,1.53049743,0.05327270,0.72025526
-5.33366683,6.91474423,1.25253702,3.37242037,3.28512490,0.72217127,0.00468810,1.54970727,0.05307706,0.71596796
-5.32766383,6.92955704,1.25005126,3.37453757,3.30760436,0.72580559,0.00479945,1.56179472,0.05275469,0.70969632
-5.32166083,6.92137977,1.24362309,3.36820901,3.31608278,0.72625015,0.00488344,1.56645664,0.05231912,0.70143831
-5.31565783,6.88959609,1.23317239,3.35312975,3.30993929,0.72346269,0.00493782,1.56350193,0.05178383,0.69121064
-5.30965483,6.83386971,1.21866467,3.32905963,3.28876764,0.71744987,0.00496106,1.55286027,0.05116188,0.67905050
-5.30365183,6.75417562,1.20011662,3.29584263,3.25240021,0.70826810,0.00495231,1.53458764,0.05046540,0.66501700
-5.29764882,6.65082374,1.17760069,3.25342461,3.20092544,0.69602318,0.00491147,1.50886839,0.04970529,0.64919226
-5.29164582,6.52447329,1.15124824,3.20186833,3.13469743,0.68086857,0.00483915,1.47601355,0.04889092,0.63168190
-5.28564282,6.37613669,1.12125103,3.14136464,3.05433700,0.66300234,0.00473662,1.43645543,0.04803001,0.61261502
-5.27963982,6.20717213,1.08786089,3.07223918,2.96072395,0.64266299,0.00460584,1.39073857,0.04712854,0.59214340
-5.27363682,6.01926492,1.05138737,2.99495414,2.85498047,0.62012411,0.00444928,1.33950733,0.04619078,0.57044013
-5.26763382,5.81439785,1.01219348,2.91010473,2.73844637,0.59568818,0.00426994,1.28349058,0.04521943,0.54769745
-5.26163082,5.59481181,0.97068958,2.81841062,2.61264688,0.56967978,0.00407116,1.22348402,0.04421584,0.52412402
-5.25562781,5.36295808,0.92732561,2.72070275,2.47925448,0.54243820,0.00385657,1.16033074,0.04318028,0.49994166
-5.24962481,5.12144420,0.88258204,2.61790598,2.34004619,0.51431007,0.00362996,1.09490091,0.04211227,0.47538158
-5.24362181,4.87297567,0.83695978,2.51101864,2.19685809,0.48564188,0.00339516,1.02807107,0.04101101,0.45068039
-5.23761881,4.62029565,0.79096955,2.40108970,2.05153898,0.45677299,0.00315596,0.96070407,0.03987568,0.42607590
-5.23161581,4.36612510,0.74512114,2.28919473,1.90590491,0.42802900,0.00291598,0.89363000,0.03870590,0.40180290
-5.22561281,4.11310532,0.69991285,2.17641147,1.76169634,0.39971590,0.00267861,0.82762907,0.03750199,0.37808906
-5.21960980,3.86374499,0.65582171,2.06379618,1.62053948,0.37211506,0.00244691,0.76341662,0.03626531,0.35515108
-5.21360680,3.62037311,0.61329466,1.95236136,1.48391302,0.34547906,0.00222360,0.70163079,0.03499845,0.33319122
-5.20760380,3.38509925,0.57274109,1.84305574,1.35312126,0.32002860,0.00201098,0.64282314,0.03370538,0.31239420
-5.20160080,3.15978190,0.53452692,1.73674694,1.22927420,0.29595028,0.00181092,0.58745217,0.03239143,0.29292478
-5.19559780,2.94600526,0.49897037,1.63420732,1.11327485,0.27339544,0.00162487,0.53587983,0.03106330,0.27492581
-5.18959480,2.74506486,0.46633955,1.53610314,1.00581379,0.25247985,0.00145383,0.48837093,0.02972889,0.25851694
-5.18359180,2.55796152,0.43685178,1.44298727,0.90737043,0.23328423,0.00129842,0.44509515,0.02839701,0.24379402
-5.17758879,2.38540338,0.41067470,1.35529533,0.81822063,0.21585555,0.00115887,0.40613136,0.02707716,0.23082916
-5.17158579,2.22781538,0.38792893,1.27334514,0.73844954,0.20020896,0.00103506,0.37147397,0.02577915,0.21967133
-5.16558279,2.08535517,0.36869213,1.19733939,0.66796900,0.18633027,0.00092659,0.34104091,0.02451270,0.21034774
-5.15957979,1.95793485,0.35300430,1.12737111,0.60653828,0.17417888,0.00083280,0.31468286,0.02328710,0.20286566
-5.15357679,1.84524725,0.34087390,1.06343178,0.55378722,0.16369111,0.00075283,0.29219329,0.02211083,0.19721475
-5.14757379,1.74679595,0.33228465,1.00542158,0.50924064,0.15478372,0.00068567,0.27331907,0.02099123,0.19336990
-5.14157079,1.66192792,0.32720248,0.95316145,0.47234311,0.14735768,0.00063020,0.25777120,0.01993429,0.19129431
-5.13556778,1.58986766,0.32558254,0.90640652,0.44248325,0.14130199,0.00058523,0.24523546,0.01894446,0.19094273
-5.12956478,1.52975186,0.32737560,0.86486043,0.41901670,0.13649752,0.00054954,0.23538263,0.01802451,0.19226482
-5.12356178,1.48066348,0.33253376,0.82819004,0.40128714,0.13282076,0.00052194,0.22787806,0.01717561,0.19520838
-5.11755878,1.44166423,0.34101492,0.79604003,0.38864501,0.13014740,0.00050124,0.22239044,0.01639740,0.19972223
-5.11155578,1.41182444,0.35278589,0.76804691,0.38046332,0.12835569,0.00048637,0.21859962,0.01568813,0.20575876
-5.10555278,1.39024943,0.36782372,0.74385193,0.37615059,0.12732944,0.00047631,0.21620323,0.01504497,0.21327575
-5.09954977,1.37610161,0.38611519,0.72311238,0.37516056,0.12696060,0.00047016,0.21492219,0.01446430,0.22223755
-5.09354677,1.36861752,0.40765431,0.70551102,0.37699889,0.12715136,0.00046716,0.21450489,0.01394203,0.23261532
-5.08754377,1.36711954,0.43243788,0.69076319,0.38122680,0.12781575,0.00046665,0.21473014,0.01347403,0.24438640
-5.08154077,1.37102188,0.46045921,0.67862137,0.38746202,0.12888062,0.00046814,0.21540880,0.01305642,0.25753270
-5.07553777,1.37983090,0.49170031,0.66887730,0.39537716,0.13028605,0.00047127,0.21638425,0.01268598,0.27203824
-5.06953477,1.39314010,0.52612284,0.66136139,0.40469610,0.13198519,0.00047584,0.21753170,0.01236036,0.28788593
-5.06353177,1.41062030,0.56365844,0.65593992,0.41518864,0.13394349,0.00048176,0.21875649,0.01207841,0.30505366
-5.05752876,1.43200575,0.60419897,0.65250998,0.42666393,0.13613750,0.00048912,0.21999152,0.01184025,0.32351009
-5.05152576,1.45707737,0.64758725,0.65099291,0.43896330,0.13855324,0.00049812,0.22119404,0.01164741,0.34321037
-5.04552276,1.48564410,0.69360916,0.65132641,0.45195271,0.14118426,0.00050908,0.22234195,0.01150281,0.36409198
-5.03951976,1.51752381,0.74198758,0.65345618,0.46551560,0.14402943,0.00052244,0.22342973,0.01141064,0.38607118
-5.03351676,1.55252490,0.79237890,0.65732741,0.47954632,0.14709083,0.00053874,0.22446443,0.01137621,0.40904026
-5.02751376,1.59042988,0.84437255,0.66287682,0.49394456,0.15037148,0.00055860,0.22546163,0.01140568,0.43286588
-5.02151076,1.63098201,0.89749389,0.67002576,0.50861110,0.15387339,0.00058271,0.22644177,0.01150576,0.45738871
-5.01550775,1.67387563,0.95121059,0.67867467,0.52344495,0.15759575,0.00061184,0.22742688,0.01168331,0.48242453
-5.00950475,1.71875094,1.00494250,0.68869934,0.53834199,0.16153356,0.00064679,0.22843779,0.01194495,0.50776674
-5.00350175,1.76519322,1.05807463,0.69994901,0.55319498,0.16567655,0.00068836,0.22949199,0.01229665,0.53319034
-4.99749875,1.81273650,1.10997271,0.71224644,0.56789487,0.17000854,0.00073741,0.23060208,0.01274327,0.55845707
-4.99149575,1.86087116,1.16000073,0.72538976,0.58233301,0.17450722,0.00079476,0.23177480,0.01328817,0.58332154
-4.98549275,1.90905476,1.20753945,0.73915585,0.59640408,0.17914427,0.00086124,0.23301068,0.01393287,0.60753805
-4.97948974,1.95672518,1.25200500,0.75330500,0.61000929,0.18388578,0.00093764,0.23430410,0.01467667,0.63086754
-4.97348674,2.00331501,1.29286641,0.76758638,0.62305943,0.18869302,0.00102471,0.23564382,0.01551644,0.65308451
-4.96748374,2.04826615,1.32966131,0.78174389,0.63547753,0.19352325,0.00112316,0.23701373,0.01644646,0.67398318
-4.96148074,2.09104344,1.36200863,0.79552201,0.64720071,0.19833074,0.00123362,0.23839382,0.01745836,0.69338287
-4.95547774,2.13114657,1.38961786,0.80867122,0.65818107,0.20306777,0.00135668,0.23976126,0.01854111,0.71113195
-4.94947474,2.16811955,1.41229410,0.82095270,0.66838541,0.20768560,0.00149284,0.24109143,0.01968123,0.72711044
-4.94347174,2.20155716,1.42993889,0.83214212,0.67779382,0.21213542,0.00164253,0.24235894,0.02086297,0.74123088
-4.93746873,2.23110840,1.44254671,0.84203232,0.68639724,0.21636911,0.00180610,0.24353853,0.02206871,0.75343765
-4.93146573,2.25647696,1.45019754,0.85043506,0.69419401,0.22033995,0.00198380,0.24460585,0.02327939,0.76370486
-4.92546273,2.27741905,1.45304600,0.85718172,0.70118598,0.22400320,0.00217580,0.24553801,0.02447498,0.77203286
-4.91945973,2.29373923,1.45130794,0.86212330,0.70737417,0.22731657,0.00238217,0.24631414,0.02563515,0.77844385
-4.91345673,2.30528496,1.44524525,0.86512987,0.71275464,0.23024061,0.00260289,0.24691565,0.02673976,0.78297691
-4.90745373,2.31194048,1.43515008,0.86608981,0.71731469,0.23273911,0.00283779,0.24732651,0.02776957,0.78568271
-4.90145073,2.31362098,1.42132934,0.86490903,0.72102994,0.23477939,0.00308660,0.24753333,0.02870679,0.78661850
-4.89544772,2.31026759,1.40409054,0.86151045,0.72386233,0.23633262,0.00334890,0.24752540,0.02953563,0.78584355
-4.88944472,2.30184373,1.38372969,0.85583396,0.72575946,0.23737421,0.00362410,0.24729461,0.03024279,0.78341542
-4.88344172,2.28833314,1.36052187,0.84783685,0.72665514,0.23788406,0.00391142,0.24683533,0.03081780,0.77938725
-4.87743872,2.26973969,1.33471497,0.83749485,0.72647126,0.23784692,0.00420986,0.24614414,0.03125334,0.77380612
-4.87143572,2.24608890,1.30652654,0.82480363,0.72512088,0.23725266,0.00451817,0.24521951,0.03154534,0.76671262
-4.86543272,2.21743077,1.27614387,0.80978070,0.72251221,0.23609650,0.00483481,0.24406138,0.03169298,0.75814147
-4.85942971,2.18384363,1.24372680,0.79246735,0.71855325,0.23437916,0.00515795,0.24267062,0.03169859,0.74812299
-4.85342671,2.14543828,1.20941274,0.77293066,0.71315689,0.23210683,0.00548541,0.24104844,0.03156736,0.73668529
-4.84742371,2.10236202,1.17332347,0.75126495,0.70624593,0.22929110,0.00581465,0.23919575,0.03130701,0.72385689
-4.84142071,2.05480184,1.13557267,0.72759279,0.69775778,0.22594867,0.00614278,0.23711244,0.03092730,0.70966950
-4.83541771,2.00298641,1.09627379,0.70206505,0.68764860,0.22210092,0.00646654,0.23479675,0.03043958,0.69416066
-4.82941471,1.94718658,1.05554730,0.67486010,0.67589654,0.21777339,0.00678234,0.23224467,0.02985619,0.67737608
-4.82341171,1.88771392,1.01352696,0.64618181,0.66250399,0.21299508,0.00708627,0.22944949,0.02918996,0.65937145
-4.81740870,1.82491764,0.97036440,0.61625655,0.64749871,0.20779773,0.00737420,0.22640155,0.02845367,0.64021368
-4.81140570,1.75917972,0.92623205,0.58532921,0.63093386,0.20221509,0.00764182,0.22308819,0.02765960,0.61998137
-4.80540270,1.69090868,0.88132394,0.55365828,0.61288702,0.19628211,0.00788475,0.21949401,0.02681912,0.59876470
-4.79939970,1.62053229,0.83585472,0.52151038,0.59345826,0.19003436,0.00809863,0.21560143,0.02594245,0.57666465
-4.79339670,1.54848980,0.79005681,0.48915436,0.57276754,0.18350735,0.00827929,0.21139149,0.02503841,0.55379173
-4.78739370,1.47522395,0.74417615,0.45685525,0.55095155,0.17673619,0.00842281,0.20684501,0.02411433,0.53026437
-4.78139070,1.40117334,0.69846691,0.42486849,0.52816031,0.16975525,0.00852572,0.20194386,0.02317612,0.50620697
-4.77538769,1.32676556,0.65318548,0.39343449,0.50455356,0.16259807,0.00858510,0.19667245,0.02222830,0.48174799
-4.76938469,1.25241127,0.60858421,0.36277394,0.48029732,0.15529736,0.00859868,0.19101926,0.02127421,0.45701792
-4.76338169,1.17849949,0.56490544,0.33308388,0.45556061,0.14788512,0.00856498,0.18497836,0.02031625,0.43214746
-4.75737869,1.10539410,0.52237587,0.30453482,0.43051252,0.14039292,0.00848337,0.17855072,0.01935609,0.40726585
-4.75137569,1.03343162,0.48120182,0.27726884,0.40531960,0.13285209,0.00835411,0.17174539,0.01839499,0.38249939
-4.74537269,0.96292001,0.44156549,0.25139877,0.38014367,0.12529405,0.00817840,0.16458027,0.01743405,0.35797020
-4.73936968,0.89413837,0.40362217,0.22700828,0.35513999,0.11775046,0.00795834,0.15708254,0.01647445,0.33379519
-4.73336668,0.82733736,0.36749869,0.20415291,0.33045577,0.11025339,0.00769691,0.14928867,0.01551765,0.31008522
-4.72736368,0.76273988,0.33329281,0.18286181,0.30622896,0.10283530,0.00739787,0.14124399,0.01456549,0.28694429
-4.72136068,0.70054207,0.30107367,0.16314006,0.28258721,0.09552890,0.00706569,0.13300175,0.01362036,0.26446891
-4.71535768,0.64091416,0.27088291,0.14497143,0.25964709,0.08836696,0.00670538,0.12462193,0.01268515,0.24274748
-4.70935468,0.58400128,0.24273655,0.12832140,0.23751336,0.08138181,0.00632237,0.11616958,0.01176326,0.22185971
-4.70335168,0.52992393,0.21662728,0.11314023,0.21627840,0.07460494,0.00592234,0.10771303,0.01085849,0.20187599
-4.69734867,0.47877824,0.19252703,0.09936601,0.19602165,0.06806635,0.00551107,0.09932190,0.00997499,0.18285688
-4.69134567,0.43063604,0.17038974,0.08692763,0.17680924,0.06179396,0.00509428,0.09106503,0.00911702,0.16485256
-4.68534267,0.38554472,0.15015411,0.07574743,0.15869368,0.05581297,0.00467748,0.08300856,0.00828885,0.14790241
-4.67933967,0.34352716,0.13174634,0.06574363,0.14171369,0.05014530,0.00426580,0.07521406,0.00749460,0.13203466
-4.67333667,0.30458175,0.11508259,0.05683237,0.12589424,0.04480905,0.00386396,0.06773697,0.00673805,0.11726619
-4.66733367,0.26868264,0.10007146,0.04892956,0.11124676,0.03981815,0.00347608,0.06062527,0.00602252,0.10360257
-4.66133067,0.23578036,0.08661603,0.04195225,0.09776955,0.03518205,0.00310568,0.05391858,0.00535074,0.09103826
-4.65532766,0.20580287,0.07461588,0.03581982,0.08544852,0.03090565,0.00275564,0.04764748,0.00472480,0.07955702
-4.64932466,0.17865711,0.06396875,0.03045490,0.07425800,0.02698934,0.00242815,0.04183333,0.00414607,0.06913265
-4.64332166,0.15423106,0.05457208,0.02578403,0.06416195,0.02342917,0.00212474,0.03648838,0.00361520,0.05972980
