energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.69384692,7.37697900,0.07512604,0.44395169,0.15977343,2.91358354,3.02420723,0.06147057,4.25950216
-5.68784392,7.31360879,0.07532546,0.44761942,0.15857090,2.91628405,2.99539434,0.06118685,4.21993117
-5.68184092,7.25066796,0.07528588,0.45151539,0.15764941,2.91984009,2.96559427,0.06084314,4.18131417
-5.67583792,7.18718510,0.07499453,0.45550552,0.15697731,2.92347522,2.93456042,0.06043456,4.14304480
-5.66983492,7.12207466,0.07444245,0.45944731,0.15651564,2.92637866,2.90199683,0.05995759,4.10444573
-5.66383192,7.05420246,0.07362492,0.46319534,0.15622000,2.92773872,2.86758137,0.05941035,4.06480820
-5.65782891,6.98245218,0.07254169,0.46660684,0.15604254,2.92677582,2.83099001,0.05879293,4.02343210
-5.65182591,6.90579037,0.07119714,0.46954717,0.15593403,2.92277413,2.79192094,0.05810763,3.97966507
-5.64582291,6.82332720,0.06960026,0.47189501,0.15584578,2.91511059,2.75011762,0.05735906,3.93293900
-5.63981991,6.73437086,0.06776453,0.47354719,0.15573156,2.90328026,2.70538986,0.05655419,3.88280264
-5.63381691,6.63847351,0.06570772,0.47442290,0.15554932,2.88691737,2.65763197,0.05570231,3.82894900
-5.62781391,6.53546721,0.06345149,0.47446723,0.15526263,2.86581124,2.60683737,0.05481492,3.77123666
-5.62181091,6.42548867,0.06102099,0.47365392,0.15484196,2.83991674,2.55310918,0.05390545,3.70970422
-5.61580790,6.30899209,0.05844430,0.47198716,0.15426564,2.80935901,2.49666634,0.05298902,3.64457743
-5.60980490,6.18674982,0.05575188,0.46950251,0.15352052,2.77443248,2.43784514,0.05208210,3.57626896
-5.60380190,6.05984114,0.05297596,0.46626685,0.15260241,2.73559422,2.37709626,0.05120202,3.50537083
-5.59779890,5.92962981,0.05014987,0.46237730,0.15151611,2.69345214,2.31497740,0.05036662,3.43264002
-5.59179590,5.79773147,0.04730746,0.45795931,0.15027530,2.64874855,2.25214204,0.04959378,3.35897790
-5.58579290,5.66597243,0.04448247,0.45316383,0.14890213,2.60233971,2.18932474,0.04890095,3.28540452
-5.57978989,5.53634160,0.04170796,0.44816382,0.14742656,2.55517221,2.12732377,0.04830471,3.21302876
-5.57378689,5.41093757,0.03901579,0.44315000,0.14588556,2.50825708,2.06698169,0.04782044,3.14301571
-5.56778389,5.29191295,0.03643619,0.43832625,0.14432215,2.46264266,2.00916483,0.04746192,3.07655259
-5.56178089,5.18141810,0.03399733,0.43390466,0.14278430,2.41938694,1.95474235,0.04724105,3.01481466
-5.55577789,5.08154641,0.03172505,0.43010033,0.14132373,2.37953063,1.90456575,0.04716769,2.95893235
-5.54977489,4.99428297,0.02964260,0.42712634,0.13999468,2.34407151,1.85944959,0.04724948,2.90996097
-5.54377189,4.92145827,0.02777046,0.42518872,0.13885266,2.31394103,1.82015384,0.04749181,2.86885397
-5.53776888,4.86470827,0.02612623,0.42448182,0.13795313,2.28998359,1.78736861,0.04789786,2.83644065
-5.53176588,4.82544182,0.02472460,0.42518403,0.13735027,2.27293920,1.76170138,0.04846865,2.81340887
-5.52576288,4.80481571,0.02357736,0.42745408,0.13709571,2.26342952,1.74366697,0.04920324,2.80029311
-5.51975988,4.80371773,0.02269337,0.43142777,0.13723740,2.26194766,1.73368025,0.05009895,2.79746782
-5.51375688,4.82275706,0.02207872,0.43721544,0.13781843,2.26885149,1.73205146,0.05115153,2.80514589
-5.50775388,4.86226150,0.02173675,0.44489989,0.13887601,2.28436036,1.73898382,0.05235550,2.82338157
-5.50175088,4.92228048,0.02166813,0.45453492,0.14044043,2.30855484,1.75457313,0.05370434,2.85207727
-5.49574787,5.00259261,0.02187101,0.46614442,0.14253420,2.34137902,1.77880875,0.05519077,2.89099323
-5.48974487,5.10271647,0.02234106,0.47972185,0.14517122,2.38264502,1.81157579,0.05680691,2.93975920
-5.48374187,5.22192345,0.02307156,0.49523014,0.14835604,2.43203893,1.85265779,0.05854444,2.99788703
-5.47773887,5.35925146,0.02405348,0.51260198,0.15208330,2.48912807,1.90173972,0.06039469,3.06478338
-5.47173587,5.51351849,0.02527553,0.53174033,0.15633717,2.55336880,1.95841091,0.06234865,3.13976182
-5.46573287,5.68333561,0.02672420,0.55251927,0.16109114,2.62411484,2.02216790,0.06439692,3.22205358
-5.45972986,5.86711898,0.02838387,0.57478504,0.16630775,2.70062584,2.09241701,0.06652961,3.31081676
-5.45372686,6.06310103,0.03023683,0.59835741,0.17193870,2.78207605,2.16847700,0.06873618,3.40514389
-5.44772386,6.26934142,0.03226341,0.62303134,0.17792509,2.86756328,2.24958186,0.07100522,3.50406798
-5.44172086,6.48373833,0.03444209,0.64857901,0.18419791,2.95611830,2.33488429,0.07332428,3.60656750
-5.43571786,6.70404132,0.03674967,0.67475223,0.19067882,3.04671488,2.42346016,0.07567962,3.71157087
-5.42971486,6.92786681,0.03916145,0.70128541,0.19728119,3.13828086,2.51431458,0.07805606,3.81796120
-5.42371186,7.15271723,0.04165155,0.72789900,0.20391141,3.22971042,2.60638986,0.08043688,3.92458202
-5.41770885,7.37600499,0.04419312,0.75430353,0.21047045,3.31987786,2.69857588,0.08280376,4.03024477
-5.41170585,7.59508195,0.04675877,0.78020420,0.21685576,3.40765303,2.78972302,0.08513684,4.13373874
-5.40570285,7.80727460,0.04932096,0.80530603,0.22296324,3.49191830,2.87865785,0.08741487,4.23384381
-5.39969985,8.00992512,0.05185240,0.82931942,0.22868950,3.57158700,2.96420142,0.08961553,4.32934622
-5.39369685,8.20043744,0.05432652,0.85196602,0.23393414,3.64562286,3.04518981,0.09171577,4.41905742
-5.38769385,8.37632731,0.05671792,0.87298480,0.23860209,3.71306002,3.12049663,0.09369235,4.50183540
-5.38169085,8.53527470,0.05900283,0.89213802,0.24260590,3.77302283,3.18905647,0.09552237,4.57660795
-5.37568784,8.67517648,0.06115953,0.90921683,0.24586788,3.82474468,3.24988879,0.09718393,4.64239690
-5.36968484,8.79419715,0.06316871,0.92404643,0.24832198,3.86758490,3.30212099,0.09865679,4.69834213
-5.36368184,8.89081501,0.06501378,0.93649031,0.24991547,3.90104303,3.34500989,0.09992299,4.74372410
-5.35767884,8.96386141,0.06668112,0.94645350,0.25061013,3.92476938,3.37796042,0.10096752,4.77798354
-5.35167584,9.01255083,0.06816019,0.95388458,0.25038311,3.93857144,3.40054074,0.10177878,4.80073710
-5.34567284,9.03649984,0.06944365,0.95877624,0.24922728,3.94241547,3.41249288,0.10234901,4.81178783
-5.33966983,9.03573370,0.07052724,0.96116446,0.24715114,3.93642306,3.41373843,0.10267462,4.81112958
-5.33366683,9.01067963,0.07140973,0.96112620,0.24417824,3.92086267,3.40437873,0.10275621,4.79894496
-5.32766383,8.96214685,0.07209265,0.95877563,0.24034620,3.89613643,3.38468969,0.10259858,4.77559644
-5.32166083,8.89129409,0.07258000,0.95425922,0.23570534,3.86276275,3.35511112,0.10221046,4.74161116
-5.31565783,8.79958572,0.07287795,0.94774974,0.23031693,3.82135546,3.31623127,0.10160414,4.69765973
-5.30965483,8.68873868,0.07299440,0.93943951,0.22425132,3.77260073,3.26876705,0.10079493,4.64453033
-5.30365183,8.56066264,0.07293860,0.92953329,0.21758581,3.71723263,3.21354086,0.09980048,4.58309916
-5.29764882,8.41739614,0.07272071,0.91824106,0.21040247,3.65600873,3.15145501,0.09864011,4.51429887
-5.29164582,8.26104188,0.07235143,0.90577101,0.20278610,3.58968690,3.08346490,0.09733401,4.43908655
-5.28564282,8.09370405,0.07184160,0.89232322,0.19482208,3.51900443,3.01055193,0.09590249,4.35841300
-5.27963982,7.91743062,0.07120186,0.87808416,0.18659462,3.44466044,2.93369734,0.09436533,4.27319466
-5.27363682,7.73416296,0.07044243,0.86322233,0.17818505,3.36730226,2.85385792,0.09274108,4.18428976
-5.26763382,7.54569492,0.06957283,0.84788513,0.16967051,3.28751643,2.77194444,0.09104669,4.09247967
-5.26163082,7.35364259,0.06860178,0.83219713,0.16112282,3.20582427,2.68880344,0.08929707,3.99845613
-5.25562781,7.15942554,0.06753711,0.81625969,0.15260775,3.12268218,2.60520287,0.08750501,3.90281489
-5.24962481,6.96425957,0.06638574,0.80015182,0.14418446,3.03848603,2.52182177,0.08568113,3.80605555
-5.24362181,6.76916035,0.06515370,0.78393221,0.13590527,2.95357915,2.43924419,0.08383407,3.70858733
-5.23761881,6.57495671,0.06384624,0.76764214,0.12781568,2.86826307,2.35795694,0.08197078,3.61073981
-5.23161581,6.38231190,0.06246795,0.75130912,0.11995449,2.78280994,2.27835109,0.08009695,3.51277780
-5.22561281,6.19175077,0.06102291,0.73495078,0.11235414,2.69747560,2.20072664,0.07821753,3.41491889
-5.21960980,6.00369055,0.05951486,0.71857901,0.10504118,2.61251226,2.12529977,0.07633722,3.31735235
-5.21360680,5.81847301,0.05794737,0.70220374,0.09803668,2.52817975,2.05221215,0.07446105,3.22025802
-5.20760380,5.63639548,0.05632398,0.68583641,0.09135681,2.44475445,1.98154162,0.07259484,3.12382366
-5.20160080,5.45773901,0.05464841,0.66949270,0.08501335,2.36253521,1.91331354,0.07074559,3.02825969
-5.19559780,5.28279162,0.05292465,0.65319446,0.07901414,2.28184581,1.84751234,0.06892173,2.93381026
-5.18959480,5.11186558,0.05115707,0.63697074,0.07336357,2.20303366,1.78409262,0.06713327,2.84075991
-5.18359180,4.94530775,0.04935052,0.62085785,0.06806294,2.12646480,1.72298944,0.06539173,2.74943541
-5.17758879,4.78350257,0.04751034,0.60489857,0.06311084,2.05251553,1.66412748,0.06370993,2.66020268
-5.17158579,4.62686813,0.04564239,0.58914047,0.05850338,1.98156101,1.60742871,0.06210160,2.57345904
-5.16558279,4.47584553,0.04375303,0.57363364,0.05423442,1.91396164,1.55281850,0.06058086,2.48962130
-5.15957979,4.33088292,0.04184908,0.55842788,0.05029582,1.85004806,1.50023022,0.05916158,2.40911045
-5.15357679,4.19241524,0.03993774,0.54356968,0.04667753,1.79010560,1.44960817,0.05785666,2.33233400
-5.14757379,4.06084152,0.03802648,0.52909913,0.04336776,1.73435919,1.40090912,0.05667730,2.25966696
-5.14157079,3.93650108,0.03612297,0.51504706,0.04035310,1.68295979,1.35410261,0.05563220,2.19143288
-5.13556778,3.81965066,0.03423492,0.50143255,0.03761868,1.63597301,1.30917013,0.05472691,2.12788585
-5.12956478,3.71044381,0.03236999,0.48826104,0.03514825,1.59337082,1.26610356,0.05396323,2.06919481
-5.12356178,3.60891425,0.03053562,0.47552316,0.03292442,1.55502695,1.22490299,0.05333873,2.01543107
-5.11755878,3.51496413,0.02873891,0.46319443,0.03092875,1.52071629,1.18557430,0.05284652,1.96655971
-5.11155578,3.42835821,0.02698653,0.45123580,0.02914205,1.49011850,1.14812655,0.05247507,1.92243569
-5.10555278,3.34872438,0.02528456,0.43959501,0.02754452,1.46282582,1.11256951,0.05220842,1.88280470
-5.09954977,3.27556066,0.02363842,0.42820879,0.02611605,1.43835479,1.07891136,0.05202643,1.84730893
-5.09354677,3.20824840,0.02205279,0.41700577,0.02483649,1.41616141,1.04715673,0.05190535,1.81549745
-5.08754377,3.14607097,0.02053154,0.40590983,0.02368590,1.39565902,1.01730505,0.05181852,1.78684081
-5.08154077,3.08823702,0.01907767,0.39484388,0.02264486,1.37623819,0.98934929,0.05173719,1.76074903
-5.07553777,3.03390716,0.01769336,0.38373373,0.02169475,1.35728767,0.96327491,0.05163153,1.73659211
-5.06953477,2.98222242,0.01637988,0.37251188,0.02081800,1.33821538,0.93905906,0.05147167,1.71372208
-5.06353177,2.93233330,0.01513773,0.36112110,0.01999838,1.31846860,0.91666993,0.05122875,1.69149555
-5.05752876,2.88342762,0.01396659,0.34951742,0.01922124,1.29755229,0.89606603,0.05087599,1.66929552
-5.05152576,2.83475601,0.01286547,0.33767261,0.01847365,1.27504485,0.87719550,0.05038965,1.64655155
-5.04552276,2.78565357,0.01183274,0.32557582,0.01774459,1.25061058,0.85999525,0.04974989,1.62275732
-5.03951976,2.73555693,0.01086626,0.31323445,0.01702508,1.22400831,0.84438992,0.04894151,1.59748488
-5.03351676,2.68401592,0.00996348,0.30067407,0.01630819,1.19509602,0.83029080,0.04795447,1.57039499
-5.02751376,2.63069959,0.00912154,0.28793757,0.01558910,1.16383118,0.81759463,0.04678420,1.54124326
-5.02151076,2.57539652,0.00833739,0.27508348,0.01486501,1.13026713,0.80618249,0.04543177,1.50988205
-5.01550775,2.51800991,0.00760788,0.26218364,0.01413509,1.09454572,0.79591890,0.04390378,1.47625831
-5.00950475,2.45854802,0.00692983,0.24932028,0.01340034,1.05688675,0.78665134,0.04221204,1.44040764
-5.00350175,2.39711103,0.00630018,0.23658281,0.01266339,1.01757489,0.77821033,0.04037315,1.40244540
-4.99749875,2.33387520,0.00571598,0.22406431,0.01192830,0.97694487,0.77041027,0.03840783,1.36255520
-4.99149575,2.26907578,0.00517447,0.21185809,0.01120038,0.93536565,0.76305122,0.03634019,1.32097604
-4.98549275,2.20298973,0.00467313,0.20005442,0.01048588,0.89322459,0.75592168,0.03419685,1.27798846
-4.97948974,2.13591934,0.00420968,0.18873751,0.00979178,0.85091217,0.74880246,0.03200609,1.23390092
-4.97348674,2.06817787,0.00378209,0.17798305,0.00912554,0.80880826,0.74147150,0.02979690,1.18903689
-4.96748374,2.00007786,0.00338861,0.16785621,0.00849489,0.76727023,0.73370970,0.02759817,1.14372333
-4.96148074,1.93192256,0.00302771,0.15841038,0.00790758,0.72662360,0.72530738,0.02543781,1.09828109
-4.95547774,1.86400094,0.00269813,0.14968647,0.00737124,0.68715533,0.71607128,0.02334205,1.05301755
-4.94947474,1.79658597,0.00239881,0.14171293,0.00689321,0.64910998,0.70583166,0.02133482,1.00822144
-4.94347174,1.72993609,0.00212894,0.13450632,0.00648045,0.61268865,0.69444923,0.01943728,0.96416014
-4.93746873,1.66429932,0.00188791,0.12807252,0.00613947,0.57805050,0.68182151,0.01766741,0.92107897
-4.93146573,1.59991939,0.00167532,0.12240825,0.00587631,0.54531662,0.66788837,0.01603986,0.87920240
-4.92546273,1.53704316,0.00149104,0.11750312,0.00569653,0.51457566,0.65263626,0.01456579,0.83873677
-4.91945973,1.47592869,0.00133514,0.11334178,0.00560532,0.48589104,0.63610111,0.01325294,0.79987397
-4.91345673,1.41685309,0.00120801,0.10990625,0.00560754,0.45930890,0.61836957,0.01210578,0.76279593
-4.90745373,1.36011974,0.00111031,0.10717828,0.00570787,0.43486661,0.59957859,0.01112572,0.72767923
-4.90145073,1.30606410,0.00104308,0.10514163,0.00591092,0.41260112,0.57991333,0.01031142,0.69469966
-4.89544772,1.25505808,0.00100772,0.10378413,0.00622146,0.39255684,0.55960351,0.00965919,0.66403638
-4.88944472,1.20751236,0.00100605,0.10309961,0.00664448,0.37479268,0.53891828,0.00916335,0.63587540
-4.88344172,1.16387681,0.00104034,0.10308939,0.00718544,0.35938783,0.51816003,0.00881667,0.61041225
-4.87743872,1.12463889,0.00111332,0.10376351,0.00785033,0.34644619,0.49765724,0.00861079,0.58785373
-4.87143572,1.09031999,0.00122820,0.10514152,0.00864583,0.33609917,0.47775668,0.00853663,0.56841857
-4.86543272,1.06147003,0.00138861,0.10725286,0.00957929,0.32850669,0.45881538,0.00858476,0.55233717
-4.85942971,1.03866013,0.00159861,0.11013677,0.01065880,0.32385652,0.44119245,0.00874573,0.53985013
-4.85342671,1.02247372,0.00186260,0.11384168,0.01189304,0.32236167,0.42524108,0.00901039,0.53120573
-4.84742371,1.01349591,0.00218519,0.11842421,0.01329117,0.32425606,0.41130092,0.00937006,0.52665625
-4.84142071,1.01230136,0.00257111,0.12394755,0.01486251,0.32978842,0.39969083,0.00981678,0.52645321
-4.83541771,1.01944055,0.00302505,0.13047939,0.01661623,0.33921453,0.39070222,0.01034334,0.53084138
-4.82941471,1.03542459,0.00355141,0.13808941,0.01856091,0.35278800,0.38459294,0.01094335,0.54005167
-4.82341171,1.06070860,0.00415416,0.14684622,0.02070396,0.37074964,0.38158172,0.01161120,0.55429288
-4.81740870,1.09567394,0.00483652,0.15681400,0.02305107,0.39331582,0.38184321,0.01234200,0.57374248
-4.81140570,1.14060947,0.00560078,0.16804879,0.02560554,0.42066610,0.38550351,0.01313139,0.59853653
-4.80540270,1.19569241,0.00644798,0.18059455,0.02836757,0.45293035,0.39263632,0.01397542,0.62875903
-4.79939970,1.26096941,0.00737770,0.19447924,0.03133367,0.49017616,0.40325972,0.01487029,0.66443105
-4.79339670,1.33633855,0.00838782,0.20971097,0.03449599,0.53239660,0.41733364,0.01581210,0.70550010
-4.78739370,1.42153338,0.00947433,0.22627441,0.03784185,0.57949940,0.43475814,0.01679669,0.75183038
-4.78139070,1.51610982,0.01063117,0.24412781,0.04135329,0.63129776,0.45537274,0.01781933,0.80319436
-4.77538769,1.61943737,0.01185015,0.26320064,0.04500695,0.68750365,0.47895694,0.01887457,0.85926650
-4.76938469,1.73069538,0.01312095,0.28339220,0.04877397,0.74772410,0.50523214,0.01995608,0.91961970
-4.76338169,1.84887568,0.01443115,0.30457135,0.05262030,0.81146104,0.53386509,0.02105654,0.98372509
-4.75737869,1.97279215,0.01576642,0.32657740,0.05650712,0.87811510,0.56447310,0.02216760,1.05095567
-4.75137569,2.10109796,0.01711071,0.34922239,0.06039162,0.94699361,0.59663111,0.02327995,1.12059415
-4.74537269,2.23231036,0.01844660,0.37229476,0.06422793,1.01732293,0.62988043,0.02438339,1.19184509
-4.73936968,2.36484307,0.01975571,0.39556420,0.06796833,1.08826499,0.66373933,0.02546704,1.26385134
-4.73336668,2.49704522,0.02101911,0.41878783,0.07156460,1.15893757,0.69771498,0.02651958,1.33571437
-4.72736368,2.62724590,0.02221786,0.44171726,0.07496949,1.22843791,0.73131663,0.02752958,1.40651791
-4.72136068,2.75380257,0.02333356,0.46410638,0.07813828,1.29586862,0.76406949,0.02848581,1.47535407
-4.71535768,2.87515128,0.02434888,0.48571954,0.08103026,1.36036498,0.79552869,0.02937762,1.54135078
-4.70935468,2.98985655,0.02524808,0.50633967,0.08361018,1.42112247,0.82529293,0.03019533,1.60369950
-4.70335168,3.09665836,0.02601752,0.52577599,0.08584945,1.47742321,0.85301699,0.03093056,1.66168163
-4.69734867,3.19451392,0.02664607,0.54387084,0.08772722,1.52866000,0.87842257,0.03157654,1.71469245
-4.69134567,3.28263177,0.02712549,0.56050536,0.08923102,1.57435677,0.90130679,0.03212839,1.76226119
-4.68534267,3.36049634,0.02745063,0.57560344,0.09035722,1.61418423,0.92154797,0.03258329,1.80406614
-4.67933967,3.42788133,0.02761961,0.58913397,0.09111098,1.64796990,0.93910813,0.03294053,1.83994374
-4.67333667,3.48485080,0.02763383,0.60111092,0.09150589,1.67570172,0.95403212,0.03320161,1.86989121
-4.66733367,3.53174781,0.02749789,0.61159138,0.09156332,1.69752503,0.96644323,0.03337007,1.89406214
-4.66133067,3.56917057,0.02721940,0.62067151,0.09131129,1.71373274,0.97653545,0.03345135,1.91275546
-4.65532766,3.59793743,0.02680866,0.62848056,0.09078325,1.72474923,0.98456265,0.03345250,1.92639787
-4.64932466,3.61904215,0.02627834,0.63517328,0.09001652,1.73110863,0.99082522,0.03338191,1.93552083
-4.64332166,3.63360168,0.02564300,0.64092103,0.08905067,1.73342833,0.99565475,0.03324891,1.94073313
-4.63731866,3.64279928,0.02491865,0.64590212,0.08792585,1.73237938,0.99939755,0.03306335,1.94269046
-4.63131566,3.64782579,0.02412228,0.65029185,0.08668118,1.72865497,1.00239784,0.03283525,1.94206357
-4.62531266,3.64982235,0.02327133,0.65425277,0.08535324,1.72293869,1.00498153,0.03257435,1.93950678
-4.61930965,3.64982748,0.02238333,0.65792581,0.08397480,1.71587437,1.00744130,0.03228983,1.93562841
-4.61330665,3.64873159,0.02147544,0.66142267,0.08257377,1.70803882,1.01002402,0.03198994,1.93096475
-4.60730365,3.64724107,0.02056415,0.66481999,0.08117248,1.69991914,1.01292087,0.03168183,1.92595903
-4.60130065,3.64585428,0.01966503,0.66815559,0.07978728,1.69189558,1.01626102,0.03137137,1.92094634
-4.59529765,3.64485023,0.01879252,0.67142712,0.07842849,1.68423086,1.02010884,0.03106308,1.91614542
-4.58929465,3.64429084,0.01795987,0.67459311,0.07710063,1.67706655,1.02446512,0.03076018,1.91165744
-4.58329165,3.64403625,0.01717908,0.67757646,0.07580299,1.67042637,1.02927191,0.03046465,1.90747206
-4.57728864,3.64377224,0.01646095,0.68027016,0.07453039,1.66422637,1.03442085,0.03017740,1.90347988
-4.57128564,3.64304807,0.01581515,0.68254502,0.07327415,1.65829110,1.03976436,0.02989853,1.89949086
-4.56528264,3.64132224,0.01525038,0.68425879,0.07202322,1.65237477,1.04512908,0.02962750,1.89525717
-4.55927964,3.63801361,0.01477444,0.68526642,0.07076526,1.64618620,1.05033072,0.02936349,1.89049925
-4.55327664,3.63255444,0.01439441,0.68543068,0.06948782,1.63941586,1.05518934,0.02910564,1.88493343
-4.54727364,3.62444248,0.01411676,0.68463260,0.06817935,1.63176351,1.05954426,0.02885329,1.87829931
-4.54127064,3.61328866,0.01394743,0.68278114,0.06683016,1.62296478,1.06326754,0.02860625,1.87038538
-4.53526763,3.59885768,0.01389189,0.67982151,0.06543310,1.61281497,1.06627521,0.02836491,1.86105117
-4.52926463,3.58109893,0.01395509,0.67574165,0.06398414,1.60118896,1.06853569,0.02813040,1.85024481
-4.52326163,3.56016596,0.01414146,0.67057645,0.06248267,1.58805581,1.07007459,0.02790463,1.83801466
-4.51725863,3.53642316,0.01445472,0.66440956,0.06093155,1.57348746,1.07097583,0.02769023,1.82451463
-4.51125563,3.51043941,0.01489776,0.65737249,0.05933702,1.55766099,1.07137877,0.02749047,1.81000264
-4.50525263,3.48296891,0.01547241,0.64964126,0.05770832,1.54085443,1.07147166,0.02730911,1.79483245
-4.49924962,3.45492039,0.01617920,0.64143054,0.05605722,1.52343637,1.07148170,0.02715018,1.77943938
-4.49324662,3.42731654,0.01701712,0.63298583,0.05439741,1.50585029,1.07166225,0.02701774,1.76432063
