energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.68288260,0.90727716,1.56012358,0.00637066,0.09457387,0.01834181,0.80436064,0.68277877,0.15424916
-5.99399700,2.70692156,0.89595912,1.58880315,0.00597574,0.09332671,0.01823798,0.80409147,0.68341752,0.15379866
-5.98799400,2.73331725,0.88518360,1.61786352,0.00565649,0.09200394,0.01811324,0.80492963,0.68485385,0.15371944
-5.98199100,2.76135004,0.87483447,1.64684581,0.00541449,0.09060615,0.01796988,0.80667979,0.68701693,0.15395750
-5.97598799,2.79027687,0.86481374,1.67528004,0.00525017,0.08913895,0.01781083,0.80913538,0.68982464,0.15445643
-5.96998499,2.81934237,0.85504111,1.70269234,0.00516278,0.08761226,0.01763954,0.81208222,0.69318297,0.15515870
-5.96398199,2.84778867,0.84545193,1.72861189,0.00515042,0.08603938,0.01745984,0.81530157,0.69698518,0.15600680
-5.95797899,2.87486449,0.83599391,1.75257787,0.00521005,0.08443587,0.01727570,0.81857280,0.70111098,0.15694410
-5.95197599,2.89983337,0.82662298,1.77414620,0.00533753,0.08281842,0.01709110,0.82167575,0.70542605,0.15791561
-5.94597299,2.92198193,0.81729906,1.79289627,0.00552767,0.08120365,0.01690971,0.82439313,0.70978195,0.15886856
-5.93996998,2.94062806,0.80798210,1.80843753,0.00577424,0.07960707,0.01673479,0.82651280,0.71401696,0.15975282
-5.93396698,2.95512977,0.79862888,1.82041601,0.00607012,0.07804214,0.01656893,0.82783048,0.71795778,0.16052141
-5.92796398,2.96489469,0.78919108,1.82852073,0.00640735,0.07651958,0.01641396,0.82815269,0.72142233,0.16113078
-5.92196098,2.96939042,0.77961473,1.83248994,0.00677725,0.07504685,0.01627080,0.82730017,0.72422372,0.16154130
-5.91595798,2.96815561,0.76984131,1.83211702,0.00717061,0.07362801,0.01613941,0.82511168,0.72617525,0.16171769
-5.90995498,2.96081170,0.75981038,1.82725596,0.00757779,0.07226377,0.01601880,0.82144826,0.72709644,0.16162952
-5.90395198,2.94707465,0.74946363,1.81782622,0.00798898,0.07095184,0.01590707,0.81619759,0.72681966,0.16125177
-5.89794897,2.92676642,0.73875010,1.80381667,0.00839437,0.06968750,0.01580149,0.80927847,0.72519730,0.16056549
-5.89194597,2.89982536,0.72763208,1.78528841,0.00878438,0.06846432,0.01569868,0.80064507,0.72210892,0.15955837
-5.88594297,2.86631482,0.71609127,1.76237634,0.00914990,0.06727508,0.01559475,0.79029074,0.71746809,0.15822544
-5.87993997,2.82642929,0.70413475,1.73528894,0.00948249,0.06611264,0.01548555,0.77825098,0.71122840,0.15656951
-5.87393697,2.78049724,0.69180008,1.70430642,0.00977460,0.06497086,0.01536686,0.76460540,0.70338839,0.15460169
-5.86793397,2.72898013,0.67915919,1.66977680,0.01001978,0.06384543,0.01523465,0.74947840,0.69399484,0.15234156
-5.86193097,2.67246709,0.66632051,1.63210995,0.01021282,0.06273454,0.01508529,0.73303822,0.68314428,0.14981720
-5.85592796,2.61166485,0.65342916,1.59176963,0.01034986,0.06163935,0.01491573,0.71549449,0.67098240,0.14706491
-5.84992496,2.54738303,0.64066485,1.54926348,0.01042849,0.06056426,0.01472368,0.69709384,0.65770130,0.14412860
-5.84392196,2.48051481,0.62823749,1.50513131,0.01044779,0.05951688,0.01450774,0.67811403,0.64353457,0.14105890
-5.83791896,2.41201352,0.61638061,1.45993192,0.01040828,0.05850780,0.01426746,0.65885632,0.62875025,0.13791185
-5.83191596,2.34286579,0.60534274,1.41422881,0.01031187,0.05755008,0.01400335,0.63963656,0.61364207,0.13474736
-5.82591296,2.27406223,0.59537718,1.36857537,0.01016172,0.05665849,0.01371688,0.62077518,0.59851906,0.13162735
-5.81990995,2.20656683,0.58673055,1.32350007,0.00996212,0.05584867,0.01341037,0.60258655,0.58369419,0.12861366
-5.81390695,2.14128618,0.57963071,1.27949218,0.00971828,0.05513606,0.01308689,0.58536797,0.56947239,0.12576591
-5.80790395,2.07904007,0.57427474,1.23698883,0.00943609,0.05453485,0.01275006,0.56938898,0.55613855,0.12313916
-5.80190095,2.02053472,0.57081737,1.19636377,0.00912193,0.05405688,0.01240389,0.55488128,0.54394598,0.12078181
-5.79589795,1.96633997,0.56936080,1.15791862,0.00878244,0.05371069,0.01205256,0.54202984,0.53310596,0.11873349
-5.78989495,1.91687150,0.56994624,1.12187689,0.00842425,0.05350057,0.01170021,0.53096555,0.52377879,0.11702328
-5.78389195,1.87237914,0.57254775,1.08838116,0.00805382,0.05342592,0.01135075,0.52175982,0.51606679,0.11566836
-5.77788894,1.83294184,0.57706874,1.05749369,0.00767726,0.05348080,0.01100768,0.51442142,0.51000962,0.11467290
-5.77188594,1.79846961,0.58334149,1.02920037,0.00730014,0.05365368,0.01067391,0.50889563,0.50558204,0.11402764
-5.76588294,1.76871249,0.59112956,1.00341788,0.00692740,0.05392758,0.01035169,0.50506594,0.50269436,0.11370988
-5.75987994,1.74327617,0.60013336,0.98000387,0.00656332,0.05428035,0.01004250,0.50275813,0.50119546,0.11368409
-5.75387694,1.72164347,0.60999842,0.95876943,0.00621140,0.05468534,0.00974704,0.50174657,0.50087826,0.11390297
-5.74787394,1.70320083,0.62032617,0.93949348,0.00587443,0.05511219,0.00946524,0.50176259,0.50148749,0.11430911
-5.74187094,1.68726840,0.63068682,0.92193817,0.00555449,0.05552790,0.00919632,0.50250449,0.50272922,0.11483698
-5.73586793,1.67313228,0.64063362,0.90586453,0.00525303,0.05589798,0.00893888,0.50364867,0.50428200,0.11541535
-5.72986493,1.66007748,0.64971808,0.89104757,0.00497094,0.05618771,0.00869102,0.50486163,0.50580882,0.11596986
-5.72386193,1.64741988,0.65750533,0.87729002,0.00470861,0.05636341,0.00845050,0.50581209,0.50696964,0.11642580
-5.71785893,1.63453563,0.66358903,0.86443388,0.00446608,0.05639371,0.00821487,0.50618283,0.50743377,0.11671086
-5.71185593,1.62088673,0.66760523,0.85236923,0.00424312,0.05625067,0.00798166,0.50568181,0.50689172,0.11675772
-5.70585293,1.60604145,0.66924446,0.84103983,0.00403927,0.05591079,0.00774848,0.50405194,0.50506592,0.11650650
-5.69984992,1.58968887,0.66826172,0.83044504,0.00385400,0.05535584,0.00751322,0.50107929,0.50172007,0.11590677
-5.69384692,1.57164670,0.66448385,0.82063816,0.00368671,0.05457346,0.00727412,0.49659934,0.49666652,0.11491927
-5.68784392,1.55186239,0.65781409,0.81172110,0.00353676,0.05355750,0.00702990,0.49050116,0.48977177,0.11351698
-5.68184092,1.53040754,0.64823369,0.80383569,0.00340357,0.05230815,0.00677976,0.48272921,0.48095960,0.11168588
-5.67583792,1.50746606,0.63580060,0.79715226,0.00328656,0.05083182,0.00652347,0.47328307,0.47021205,0.10942497
-5.66983492,1.48331690,0.62064533,0.79185582,0.00318518,0.04914075,0.00626135,0.46221491,0.45756816,0.10674596
-5.66383192,1.45831242,0.60296429,0.78813096,0.00309885,0.04725250,0.00599421,0.44962512,0.44312068,0.10367233
-5.65782891,1.43285368,0.58301106,0.78614604,0.00302699,0.04518917,0.00572333,0.43565625,0.42701092,0.10023809
-5.65182591,1.40736398,0.56108588,0.78603769,0.00296895,0.04297661,0.00545039,0.42048565,0.40942210,0.09648613
-5.64582291,1.38226224,0.53752401,0.78789656,0.00292397,0.04064340,0.00517731,0.40431722,0.39057157,0.09246632
-5.63981991,1.35793757,0.51268353,0.79175507,0.00289119,0.03821995,0.00490624,0.38737268,0.37070223,0.08823351
-5.63381691,1.33472653,0.48693300,0.79757798,0.00286957,0.03573746,0.00463939,0.36988271,0.35007348,0.08384537
-5.62781391,1.31289411,0.46063962,0.80525633,0.00285795,0.03322700,0.00437895,0.35207847,0.32895234,0.07936044
-5.62181091,1.29261962,0.43415829,0.81460537,0.00285496,0.03071865,0.00412699,0.33418381,0.30760477,0.07483609
-5.61580790,1.27398795,0.40782207,0.82536639,0.00285909,0.02824073,0.00388538,0.31640838,0.28628779,0.07032689
-5.60980490,1.25698684,0.38193424,0.83721296,0.00286872,0.02581918,0.00365572,0.29894210,0.26524255,0.06588311
-5.60380190,1.24151005,0.35676222,0.84976088,0.00288209,0.02347705,0.00343927,0.28195087,0.24468851,0.06154960
-5.59779890,1.22736624,0.33253352,0.86258192,0.00289741,0.02123418,0.00323696,0.26557391,0.22481900,0.05736497
-5.59179590,1.21429298,0.30943360,0.87522046,0.00291286,0.01910698,0.00304933,0.24992242,0.20579808,0.05336112
-5.58579290,1.20197510,0.28760575,0.88721234,0.00292668,0.01710837,0.00287656,0.23507978,0.18775886,0.04956308
-5.57978989,1.19006624,0.26715253,0.89810514,0.00293722,0.01524787,0.00271850,0.22110287,0.17080299,0.04598922
-5.57378689,1.17821239,0.24813886,0.90747885,0.00294299,0.01353174,0.00257468,0.20802460,0.15500152,0.04265161
-5.56778389,1.16607619,0.23059620,0.91496581,0.00294269,0.01196328,0.00244438,0.19585715,0.14039660,0.03955665
-5.56178089,1.15336040,0.21452754,0.92026918,0.00293529,0.01054314,0.00232668,0.18459586,0.12700411,0.03670592
-5.55577789,1.13982957,0.19991301,0.92317870,0.00292005,0.00926971,0.00222051,0.17422337,0.11481690,0.03409695
-5.54977489,1.12532841,0.18671553,0.92358319,0.00289652,0.00813953,0.00212471,0.16471382,0.10380840,0.03172420
-5.54377189,1.10979598,0.17488638,0.92147890,0.00286458,0.00714767,0.00203811,0.15603681,0.09393641,0.02957996
-5.53776888,1.09327493,0.16437021,0.91697334,0.00282440,0.00628817,0.00195955,0.14816092,0.08514690,0.02765512
-5.53176588,1.07591524,0.15510954,0.91028434,0.00277644,0.00555437,0.00188796,0.14105667,0.07737761,0.02593994
-5.52576288,1.05797220,0.14704818,0.90173412,0.00272142,0.00493929,0.00182234,0.13469867,0.07056130,0.02442462
-5.51975988,1.03979867,0.14013384,0.89173883,0.00266027,0.00443587,0.00176184,0.12906701,0.06462860,0.02309975
-5.51375688,1.02183213,0.13431961,0.88079370,0.00259406,0.00403724,0.00170577,0.12414775,0.05951031,0.02195656
-5.50775388,1.00457689,0.12956450,0.86945457,0.00252400,0.00373692,0.00165355,0.11993268,0.05513920,0.02098706
-5.50175088,0.98858254,0.12583292,0.85831653,0.00245132,0.00352891,0.00160477,0.11641821,0.05145123,0.02018401
-5.49574787,0.97441950,0.12309345,0.84799058,0.00237725,0.00340784,0.00155912,0.11360380,0.04838628,0.01954076
-5.48974487,0.96265300,0.12131687,0.83907929,0.00230293,0.00336900,0.00151640,0.11148971,0.04588838,0.01905097
-5.48374187,0.95381650,0.12047369,0.83215254,0.00222943,0.00340830,0.00147651,0.11007459,0.04390566,0.01870835
-5.47773887,0.94838605,0.12053149,0.82772442,0.00215762,0.00352234,0.00143937,0.10935283,0.04238981,0.01850621
-5.47173587,0.94675662,0.12145213,0.82623210,0.00208820,0.00370828,0.00140494,0.10931199,0.04129554,0.01843716
-5.46573287,0.94922148,0.12318913,0.82801779,0.00202169,0.00396383,0.00137317,0.10993042,0.04057978,0.01849274
-5.45972986,0.95595569,0.12568544,0.83331428,0.00195836,0.00428712,0.00134397,0.11117529,0.04020091,0.01866310
-5.45372686,0.96700424,0.12887168,0.84223480,0.00189829,0.00467663,0.00131721,0.11300111,0.04011803,0.01893684
-5.44772386,0.98227554,0.13266504,0.85476756,0.00184137,0.00513110,0.00129270,0.11534886,0.04029034,0.01930085
-5.44172086,1.00154035,0.13696902,0.87077499,0.00178731,0.00564937,0.00127019,0.11814584,0.04067673,0.01974032
-5.43571786,1.02443625,0.14167380,0.88999778,0.00173567,0.00623030,0.00124933,0.12130621,0.04123551,0.02023884
-5.42971486,1.05047733,0.14665762,0.91206349,0.00168591,0.00687266,0.00122974,0.12473232,0.04192443,0.02077861
-5.42371186,1.07906875,0.15178884,0.93649908,0.00163743,0.00757495,0.00121097,0.12831664,0.04270086,0.02134078
-5.41770885,1.10952531,0.15692869,0.96274702,0.00158960,0.00833537,0.00119251,0.13194437,0.04352227,0.02190584
-5.41170585,1.14109335,0.16193468,0.99018416,0.00154179,0.00915159,0.00117385,0.13549653,0.04434676,0.02245411
-5.40570285,1.17297505,0.16666437,1.01814244,0.00149342,0.01002075,0.00115449,0.13885341,0.04513392,0.02296628
-5.39969985,1.20435395,0.17097951,1.04593079,0.00144400,0.01093926,0.00113392,0.14189825,0.04584558,0.02342399
-5.39369685,1.23442090,0.17475021,1.07285728,0.00139315,0.01190276,0.00111169,0.14452102,0.04644683,0.02381039
-5.38769385,1.26239933,0.17785903,1.09825067,0.00134062,0.01290605,0.00108740,0.14662205,0.04690686,0.02411067
-5.38169085,1.28756897,0.18020486,1.12148072,0.00128628,0.01394304,0.00106074,0.14811541,0.04719986,0.02431260
-5.37568784,1.30928738,0.18170626,1.14197660,0.00123018,0.01500676,0.00103148,0.14893201,0.04730581,0.02440692
-5.36968484,1.32700854,0.18230440,1.15924296,0.00117252,0.01608937,0.00099949,0.14902201,0.04721116,0.02438775
-5.36368184,1.34029826,0.18196519,1.17287335,0.00111367,0.01718234,0.00096474,0.14835684,0.04690933,0.02425283
-5.35767884,1.34884603,0.18068070,1.18256078,0.00105412,0.01827653,0.00092734,0.14693039,0.04640106,0.02400367
-5.35167584,1.35247341,0.17846991,1.18810541,0.00099455,0.01936248,0.00088745,0.14475960,0.04569459,0.02364568
-5.34567284,1.35113899,0.17537849,1.18941953,0.00093575,0.02043064,0.00084538,0.14188440,0.04480570,0.02318807
-5.33966983,1.34494021,0.17147809,1.18653001,0.00087865,0.02147182,0.00080150,0.13836694,0.04375751,0.02264381
-5.33366683,1.33411236,0.16686473,1.17957844,0.00082431,0.02247750,0.00075625,0.13429028,0.04258024,0.02202937
-5.32766383,1.31902515,0.16165681,1.16881938,0.00077393,0.02344037,0.00071017,0.12975658,0.04131080,0.02136453
-5.32166083,1.30017736,0.15599256,1.15461700,0.00072882,0.02435481,0.00066382,0.12488486,0.03999226,0.02067203
-5.31565783,1.27818975,0.15002715,1.13744034,0.00069043,0.02521734,0.00061779,0.11980853,0.03867334,0.01997724
-5.30965483,1.25379670,0.14392962,1.11785747,0.00066035,0.02602717,0.00057272,0.11467262,0.03740778,0.01930780
-5.30365183,1.22783668,0.13787967,1.09652855,0.00064030,0.02678658,0.00052925,0.10963100,0.03625373,0.01869323
-5.29764882,1.20124170,0.13206437,1.07419804,0.00063219,0.02750135,0.00048802,0.10484353,0.03527307,0.01816452
-5.29164582,1.17502558,0.12667498,1.05168577,0.00063806,0.02818096,0.00044967,0.10047326,0.03453082,0.01775373
-5.28564282,1.15027113,0.12190381,1.02987673,0.00066017,0.02883879,0.00041481,0.09668367,0.03409441,0.01749358
-5.27963982,1.12811566,0.11794117,1.00970954,0.00070090,0.02949209,0.00038405,0.09363610,0.03403304,0.01741701
-5.27363682,1.10973483,0.11497247,0.99216306,0.00076287,0.03016177,0.00035799,0.09148718,0.03441689,0.01755670
-5.26763382,1.09632444,0.11317537,0.97824111,0.00084880,0.03087207,0.00033718,0.09038640,0.03531635,0.01794461
-5.26163082,1.08907974,0.11271692,0.96895489,0.00096158,0.03164998,0.00032220,0.09047371,0.03680111,0.01861142
-5.25562781,1.08917236,0.11375085,0.96530312,0.00110417,0.03252456,0.00031357,0.09187717,0.03893913,0.01958593
-5.24962481,1.09772455,0.11641464,0.96824972,0.00127956,0.03352597,0.00031181,0.09471055,0.04179553,0.02089444
-5.24362181,1.11578109,0.12082673,0.97869940,0.00149072,0.03468447,0.00031742,0.09907095,0.04543121,0.02256002
-5.23761881,1.14427902,0.12708351,0.99747123,0.00174046,0.03602926,0.00033089,0.10503636,0.04990147,0.02460177
-5.23161581,1.18401601,0.13525637,1.02527101,0.00203134,0.03758724,0.00035267,0.11266321,0.05525438,0.02703400
-5.22561281,1.23561804,0.14538872,1.06266294,0.00236555,0.03938180,0.00038318,0.12198391,0.06152907,0.02986545
-5.21960980,1.29950745,0.15749311,1.11004181,0.00274476,0.04143153,0.00042281,0.13300454,0.06875394,0.03309846
-5.21360680,1.37587281,0.17154855,1.16760651,0.00317000,0.04374915,0.00047190,0.14570266,0.07694483,0.03672820
-5.20760380,1.46464182,0.18749818,1.23533639,0.00364147,0.04634044,0.00053070,0.16002544,0.08610330,0.04074199
-5.20160080,1.56545887,0.20524743,1.31297154,0.00415845,0.04920346,0.00059940,0.17588822,0.09621491,0.04511875
-5.19559780,1.67766869,0.22466284,1.39999851,0.00471913,0.05232792,0.00067807,0.19317358,0.10724786,0.04982861
-5.18959480,1.80030757,0.24557169,1.49564242,0.00532054,0.05569484,0.00076668,0.21173117,0.11915182,0.05483274
-5.18359180,1.93210340,0.26776272,1.59886680,0.00595844,0.05927653,0.00086503,0.23137836,0.13185717,0.06008343
-5.17758879,2.07148549,0.29098780,1.70838180,0.00662733,0.06303683,0.00097277,0.25190171,0.14527479,0.06552447
-5.17158579,2.21660473,0.31496493,1.82266134,0.00732040,0.06693166,0.00108939,0.27305959,0.15929627,0.07109180
-5.16558279,2.36536442,0.33938247,1.93996942,0.00802967,0.07090993,0.00121418,0.29458576,0.17379482,0.07671454
-5.15957979,2.51546145,0.36390448,2.05839522,0.00874600,0.07491463,0.00134623,0.31619390,0.18862673,0.08231630
-5.15357679,2.66443696,0.38817738,2.17589642,0.00945934,0.07888425,0.00148443,0.33758322,0.20363346,0.08781674
-5.14757379,2.80973534,0.41183746,2.29034952,0.01015891,0.08275430,0.00162748,0.35844476,0.21864439,0.09313345
-5.14157079,2.94876972,0.43451925,2.39960572,0.01083347,0.08645908,0.00177388,0.37846847,0.23348001,0.09818398
-5.13556778,3.07899181,0.45586445,2.50155039,0.01147163,0.08993340,0.00192198,0.39735061,0.24795565,0.10288805
-5.12956478,3.19796360,0.47553102,2.59416413,0.01206214,0.09311440,0.00206997,0.41480139,0.26188553,0.10716973
-5.12356178,3.30342825,0.49320225,2.67558290,0.01259430,0.09594332,0.00221591,0.43055259,0.27508704,0.11095969
-5.11755878,3.39337731,0.50859534,2.74415499,0.01305824,0.09836706,0.00235780,0.44436466,0.28738515,0.11419726
-5.11155578,3.46611166,0.52146918,2.79849242,0.01344529,0.10033970,0.00249359,0.45603333,0.29861663,0.11683231
-5.10555278,3.52029354,0.53163114,2.83751464,0.01374827,0.10182366,0.00262124,0.46539516,0.30863420,0.11882683
-5.09954977,3.55498760,0.53894232,2.86048260,0.01396171,0.10279074,0.00273875,0.47233210,0.31731017,0.12015614
-5.09354677,3.56968914,0.54332136,2.86702192,0.01408209,0.10322276,0.00284423,0.47677458,0.32453968,0.12080975
-5.08754377,3.56433850,0.54474640,2.85713388,0.01410793,0.10311196,0.00293594,0.47870325,0.33024326,0.12079169
-5.08154077,3.53932081,0.54325525,2.83119409,0.01403984,0.10246106,0.00301234,0.47814919,0.33436865,0.12012040
-5.07553777,3.49545148,0.53894374,2.78993868,0.01388054,0.10128305,0.00307212,0.47519252,0.33689185,0.11882814
-5.06953477,3.43394780,0.53196229,2.73443887,0.01363469,0.09960069,0.00311425,0.46995964,0.33781739,0.11696001
-5.06353177,3.35638825,0.52251085,2.66606492,0.01330876,0.09744581,0.00313800,0.46261909,0.33717771,0.11457243
-5.05752876,3.26466103,0.51083256,2.58644114,0.01291075,0.09485827,0.00314296,0.45337621,0.33503176,0.11173145
-5.05152576,3.16090421,0.49720615,2.49739386,0.01244993,0.09188492,0.00312906,0.44246690,0.33146289,0.10851062
-5.04552276,3.04743988,0.48193759,2.40089459,0.01193652,0.08857829,0.00309658,0.43015061,0.32657609,0.10498877
-5.03951976,2.92670501,0.46535127,2.29900060,0.01138127,0.08499530,0.00304613,0.41670292,0.32049466,0.10124767
-5.03351676,2.80118151,0.44778090,2.19379524,0.01079520,0.08119587,0.00297862,0.40240792,0.31335646,0.09736962
-5.02751376,2.67332828,0.42956074,2.08733029,0.01018915,0.07724152,0.00289527,0.38755073,0.30530999,0.09343518
-5.02151076,2.54551731,0.41101709,1.98157214,0.00957354,0.07319406,0.00279755,0.37241028,0.29651024,0.08952103
-5.01550775,2.41997602,0.39246064,1.87835371,0.00895804,0.06911432,0.00268717,0.35725271,0.28711461,0.08569802
-5.00950475,2.29873734,0.37417969,1.77933324,0.00835135,0.06506097,0.00256599,0.34232550,0.27727898,0.08202954
-5.00350175,2.18359882,0.35643453,1.68596113,0.00776101,0.06108942,0.00243601,0.32785253,0.26715412,0.07857023
-4.99749875,2.07609141,0.33945296,1.59945523,0.00719330,0.05725098,0.00229930,0.31403004,0.25688244,0.07536498
-4.99149575,1.97745841,0.32342723,1.52078484,0.00665318,0.05359198,0.00215797,0.30102383,0.24659531,0.07244836
-4.98549275,1.88864425,0.30851223,1.45066336,0.00614427,0.05015323,0.00201408,0.28896745,0.23641087,0.06984441
-4.97948974,1.81029306,0.29482495,1.38954890,0.00566893,0.04696949,0.00186964,0.27796152,0.22643254,0.06756679
-4.97348674,1.74275591,0.28244526,1.33765240,0.00522836,0.04406922,0.00172654,0.26807408,0.21674807,0.06561923
-4.96748374,1.68610617,0.27141781,1.29495223,0.00482274,0.04147442,0.00158654,0.25934198,0.20742930,0.06399634
-4.96148074,1.64016157,0.26175489,1.26121430,0.00445139,0.03920072,0.00145120,0.25177312,0.19853248,0.06268465
-4.95547774,1.60451211,0.25344028,1.23601657,0.00411298,0.03725752,0.00132190,0.24534948,0.19009915,0.06166388
-4.94947474,1.57855231,0.24643377,1.21877694,0.00380571,0.03564843,0.00119981,0.24003078,0.18215747,0.06090838
-4.94347174,1.56151685,0.24067636,1.20878347,0.00352752,0.03437176,0.00108590,0.23575876,0.17472403,0.06038869
-4.93746873,1.55251822,0.23609583,1.20522580,0.00327627,0.03342126,0.00098090,0.23246174,0.16780592,0.06007317
-4.93146573,1.55058548,0.23261264,1.20722704,0.00304991,0.03278690,0.00088538,0.23005956,0.16140305,0.05992964
-4.92546273,1.55470303,0.23014601,1.21387520,0.00284666,0.03245583,0.00079972,0.22846853,0.15551061,0.05992702
-4.91945973,1.56384846,0.22861991,1.22425345,0.00266509,0.03241350,0.00072414,0.22760653,0.15012160,0.06003692
-4.91345673,1.57702866,0.22796904,1.23746864,0.00250425,0.03264473,0.00065873,0.22739778,0.14522924,0.06023503
-4.90745373,1.59331353,0.22814439,1.25267740,0.00236377,0.03313499,0.00060352,0.22777755,0.14082938,0.06050253
-4.90145073,1.61186637,0.22911847,1.26910952,0.00224387,0.03387153,0.00055844,0.22869633,0.13692257,0.06082712
-4.89544772,1.63197062,0.23088989,1.28608815,0.00214539,0.03484466,0.00052345,0.23012362,0.13351605,0.06120405
-4.88944472,1.65305220,0.23348729,1.30304643,0.00206981,0.03604881,0.00049847,0.23205099,0.13062525,0.06163677
-4.88344172,1.67469697,0.23697229,1.31954034,0.00201925,0.03748356,0.00048352,0.23449448,0.12827507,0.06213740
-4.87743872,1.69666303,0.24144148,1.33525767,0.00199639,0.03915448,0.00047867,0.23749614,0.12650065,0.06272691
-4.87143572,1.71888735,0.24702717,1.35002270,0.00200443,0.04107372,0.00048411,0.24112463,0.12534779,0.06343501
-4.86543272,1.74148658,0.25389683,1.36379688,0.00204705,0.04326037,0.00050014,0.24547482,0.12487285,0.06429974
-4.85942971,1.76475190,0.26225102,1.37667525,0.00212833,0.04574051,0.00052721,0.25066632,0.12514215,0.06536673
-4.85342671,1.78913794,0.27231975,1.38887888,0.00225264,0.04854678,0.00056592,0.25684087,0.12623093,0.06668827
-4.84742371,1.81524585,0.28435725,1.40074347,0.00242455,0.05171780,0.00061701,0.26415865,0.12822173,0.06832186
-4.84142071,1.84380098,0.29863494,1.41270452,0.00264875,0.05529691,0.00068135,0.27279350,0.13120231,0.07032872
-4.83541771,1.87562553,0.31543284,1.42527936,0.00292990,0.05933077,0.00075992,0.28292706,0.13526311,0.07277186
-4.82941471,1.91160703,0.33502946,1.43904682,0.00327254,0.06386737,0.00085379,0.29474213,0.14049421,0.07571396
-4.82341171,1.95266346,0.35769021,1.45462484,0.00368095,0.06895385,0.00096409,0.30841515,0.14698195,0.07921514
-4.81740870,1.99970603,0.38365482,1.47264711,0.00415907,0.07463393,0.00109194,0.32410821,0.15480528,0.08333045
-4.81140570,2.05360089,0.41312403,1.49373917,0.00471029,0.08094518,0.00123842,0.34196083,0.16403180,0.08810746
-4.80540270,2.11513107,0.44624588,1.51849504,0.00533744,0.08791619,0.00140451,0.36208164,0.17471385,0.09358371
-4.79939970,2.18496001,0.48310237,1.54745499,0.00604260,0.09556372,0.00159104,0.38454048,0.18688462,0.09978434
-4.79339670,2.26359806,0.52369678,1.58108540,0.00682702,0.10389000,0.00179861,0.40936120,0.20055444,0.10671992
-4.78739370,2.35137335,0.56794258,1.61976125,0.00769107,0.11288028,0.00202758,0.43651538,0.21570756,0.11438448
-4.78139070,2.44840827,0.61565429,1.66375197,0.00863415,0.12250084,0.00227797,0.46591758,0.23229945,0.12275399
-4.77538769,2.55460256,0.66654107,1.71321110,0.00965463,0.13269747,0.00254944,0.49742220,0.25025491,0.13178533
-4.76938469,2.66962391,0.72020360,1.76817002,0.01074988,0.14339468,0.00284128,0.53082225,0.26946705,0.14141570
-4.76338169,2.79290664,0.77613464,1.82853598,0.01191624,0.15449562,0.00315231,0.56585039,0.28979735,0.15156280
-4.75737869,2.92365853,0.83372364,1.89409428,0.01314906,0.16588288,0.00348098,0.60218211,0.31107678,0.16212552
-4.75137569,3.06087589,0.89226563,1.96451449,0.01444276,0.17742012,0.00382526,0.63944129,0.33310827,0.17298538
-4.74537269,3.20336601,0.95097427,2.03936007,0.01579089,0.18895460,0.00418277,0.67720790,0.35567014,0.18400866
-4.73936968,3.34977650,1.00899893,2.11810104,0.01718624,0.20032052,0.00455070,0.71502768,0.37852082,0.19504908
