energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-6.00000000,1.31141682,-1.31141682,0.00176707,-0.00176707,0.04256192,-0.04256192,0.50533633,-0.50533633,0.17820470,-0.17820470,0.00771502,-0.00771502,0.78206984,-0.78206984,0.40034271,-0.40034271,0.11304254,-0.11304254
-5.99399700,1.33603050,-1.33603050,0.00166231,-0.00166231,0.04387015,-0.04387015,0.52574602,-0.52574602,0.17987622,-0.17987622,0.00677959,-0.00677959,0.79790543,-0.79790543,0.41417240,-0.41417240,0.11571929,-0.11571929
-5.98799400,1.36182669,-1.36182669,0.00157515,-0.00157515,0.04515569,-0.04515569,0.54599306,-0.54599306,0.18170488,-0.18170488,0.00595643,-0.00595643,0.81445061,-0.81445061,0.42829855,-0.42829855,0.11855071,-0.11855071
-5.98199100,1.38850525,-1.38850525,0.00150268,-0.00150268,0.04640178,-0.04640178,0.56587154,-0.56587154,0.18370735,-0.18370735,0.00523997,-0.00523997,0.83152177,-0.83152177,0.44257881,-0.44257881,0.12151413,-0.12151413
-5.97598799,1.41576422,-1.41576422,0.00144239,-0.00144239,0.04759230,-0.04759230,0.58518742,-0.58518742,0.18589601,-0.18589601,0.00462393,-0.00462393,0.84893506,-0.84893506,0.45687088,-0.45687088,0.12458912,-0.12458912
-5.96998499,1.44331044,-1.44331044,0.00139212,-0.00139212,0.04871223,-0.04871223,0.60376394,-0.60376394,0.18827919,-0.18827919,0.00410162,-0.00410162,0.86651275,-0.86651276,0.47103619,-0.47103619,0.12775830,-0.12775830
-5.96398199,1.47087041,-1.47087041,0.00135005,-0.00135005,0.04974795,-0.04974795,0.62144675,-0.62144675,0.19086175,-0.19086175,0.00366626,-0.00366626,0.88408994,-0.88408994,0.48494393,-0.48494393,0.13100813,-0.13100813
-5.95797899,1.49820105,-1.49820105,0.00131464,-0.00131464,0.05068769,-0.05068769,0.63810827,-0.63810827,0.19364592,-0.19364592,0.00331125,-0.00331125,0.90152094,-0.90152094,0.49847506,-0.49847506,0.13432943,-0.13432943
-5.95197599,1.52509965,-1.52509965,0.00128459,-0.00128459,0.05152172,-0.05152172,0.65365113,-0.65365113,0.19663224,-0.19663224,0.00303040,-0.00303040,0.91868534,-0.91868534,0.51152617,-0.51152617,0.13771768,-0.13771768
-5.94597299,1.55141226,-1.55141226,0.00125890,-0.00125890,0.05224262,-0.05224262,0.66801056,-0.66801056,0.19982067,-0.19982067,0.00281816,-0.00281816,0.93549296,-0.93549297,0.52401293,-0.52401293,0.14117309,-0.14117309
-5.93996998,1.57704002,-1.57704002,0.00123679,-0.00123679,0.05284537,-0.05284537,0.68115529,-0.68115529,0.20321157,-0.20321157,0.00266971,-0.00266971,0.95188766,-0.95188767,0.53587283,-0.53587283,0.14470029,-0.14470029
-5.93396698,1.60194268,-1.60194269,0.00121774,-0.00121774,0.05332734,-0.05332734,0.69308711,-0.69308711,0.20680654,-0.20680654,0.00258113,-0.00258113,0.96784933,-0.96784933,0.54706700,-0.54706700,0.14830780,-0.14830780
-5.92796398,1.62613907,-1.62613907,0.00120151,-0.00120151,0.05368826,-0.05368826,0.70383881,-0.70383881,0.21060896,-0.21060896,0.00254948,-0.00254948,0.98339404,-0.98339405,0.55758091,-0.55758091,0.15200715,-0.15200715
-5.92196098,1.64970403,-1.64970403,0.00118814,-0.00118814,0.05392997,-0.05392997,0.71347070,-0.71347070,0.21462423,-0.21462423,0.00257279,-0.00257279,0.99857209,-0.99857209,0.56742385,-0.56742385,0.15581175,-0.15581175
