energy_ev,total_up,As_p_up,As_d_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-5.84992496,2.33070823,0.18768240,0.00000000,0.71937554,0.27469786,0.08060919,1.10196589
-5.84392196,2.38800842,0.19229406,0.00000000,0.73819013,0.28026824,0.08453570,1.13186981
-5.83791896,2.44569948,0.19753396,0.00000000,0.75721624,0.28625006,0.08875824,1.16229748
-5.83191596,2.50249897,0.20328326,0.00000000,0.77606216,0.29245029,0.09319060,1.19258943
-5.82591296,2.55719504,0.20942268,0.00000000,0.79435635,0.29868357,0.09774445,1.22211470
-5.81990995,2.60867027,0.21583430,0.00000000,0.81175452,0.30477640,0.10233141,1.25028376
-5.81390695,2.65592153,0.22240322,0.00000000,0.82794570,0.31057056,0.10686518,1.27655960
-5.80790395,2.69807597,0.22901900,0.00000000,0.84265706,0.31592593,0.11126363,1.30046685
-5.80190095,2.73440312,0.23557710,0.00000000,0.85565766,0.32072266,0.11545063,1.32159896
-5.79589795,2.76432307,0.24198019,0.00000000,0.86676117,0.32486257,0.11935788,1.33962332
-5.78989495,2.78741100,0.24813940,0.00000000,0.87582742,0.32826996,0.12292637,1.35428437
-5.78389195,2.80339820,0.25397559,0.00000000,0.88276312,0.33089166,0.12610760,1.36540489
-5.77788894,2.81216973,0.25942043,0.00000000,0.88752148,0.33269664,0.12886448,1.37288532
-5.77188594,2.81375914,0.26441747,0.00000000,0.89010114,0.33367494,0.13117188,1.37670157
-5.76588294,2.80834035,0.26892303,0.00000000,0.89054412,0.33383628,0.13301674,1.37690124
-5.75987994,2.79621710,0.27290683,0.00000000,0.88893312,0.33320814,0.13439789,1.37359857
-5.75387694,2.77781028,0.27635241,0.00000000,0.88538810,0.33183371,0.13532549,1.36696831
-5.74787394,2.75364357,0.27925719,0.00000000,0.88006230,0.32976959,0.13582004,1.35723881
-5.74187094,2.72432771,0.28163215,0.00000000,0.87313771,0.32708331,0.13591124,1.34468452
-5.73586793,2.69054382,0.28350118,0.00000000,0.86482021,0.32385104,0.13563652,1.32961814
-5.72986493,2.65302637,0.28489996,0.00000000,0.85533436,0.32015515,0.13503941,1.31238268
-5.72386193,2.61254598,0.28587450,0.00000000,0.84491806,0.31608204,0.13416785,1.29334379
-5.71785893,2.56989278,0.28647934,0.00000000,0.83381728,0.31172016,0.13307242,1.27288221
-5.71185593,2.52586049,0.28677549,0.00000000,0.82228078,0.30715818,0.13180469,1.25138689
-5.70585293,2.48123168,0.28682819,0.00000000,0.81055520,0.30248348,0.13041558,1.22924860
-5.69984992,2.43676454,0.28670459,0.00000000,0.79888046,0.29778087,0.12895399,1.20685423
-5.69384692,2.39318124,0.28647141,0.00000000,0.78748564,0.29313157,0.12746560,1.18458173
-5.68784392,2.35115806,0.28619282,0.00000000,0.77658543,0.28861235,0.12599190,1.16279572
-5.68184092,2.31131736,0.28592845,0.00000000,0.76637711,0.28429492,0.12456949,1.14184361
-5.67583792,2.27422113,0.28573170,0.00000000,0.75703811,0.28024545,0.12322966,1.12205216
-5.66983492,2.24036605,0.28564839,0.00000000,0.74872415,0.27652408,0.12199823,1.10372441
-5.66383192,2.21017981,0.28571581,0.00000000,0.74156777,0.27318461,0.12089550,1.08713670
-5.65782891,2.18401832,0.28596209,0.00000000,0.73567732,0.27027408,0.11993653,1.07253581
-5.65182591,2.16216356,0.28640587,0.00000000,0.73113617,0.26783232,0.11913144,1.06013602
-5.64582291,2.14482168,0.28705634,0.00000000,0.72800208,0.26589149,0.11848586,1.05011600
-5.63981991,2.13212118,0.28791340,0.00000000,0.72630667,0.26447547,0.11800135,1.04261559
-5.63381691,2.12411092,0.28896808,0.00000000,0.72605481,0.26359923,0.11767589,1.03773242
-5.62781391,2.12075803,0.29020299,0.00000000,0.72722396,0.26326807,0.11750428,1.03551849
-5.62181091,2.12194554,0.29159283,0.00000000,0.72976348,0.26347695,0.11747846,1.03597683
-5.61580790,2.12747015,0.29310493,0.00000000,0.73359388,0.26420974,0.11758778,1.03905850
-5.60980490,2.13704037,0.29469977,0.00000000,0.73860607,0.26543866,0.11781912,1.04466005
-5.60380190,2.15027533,0.29633154,0.00000000,0.74466090,0.26712375,0.11815701,1.05262180
-5.59779890,2.16670495,0.29794866,0.00000000,0.75158897,0.26921272,0.11858357,1.06272718
-5.59179590,2.18577184,0.29949454,0.00000000,0.75919106,0.27164094,0.11907854,1.07470341
-5.58579290,2.20683551,0.30090830,0.00000000,0.76723919,0.27433189,0.11961917,1.08822367
-5.57978989,2.22917934,0.30212587,0.00000000,0.77547870,0.27719793,0.12018025,1.10291110
-5.57378689,2.25202060,0.30308128,0.00000000,0.78363130,0.28014154,0.12073417,1.11834459
-5.56778389,2.27452378,0.30370822,0.00000000,0.79139929,0.28305698,0.12125103,1.13406647
-5.56178089,2.29581720,0.30394198,0.00000000,0.79847098,0.28583233,0.12169897,1.14959202
-5.55577789,2.31501264,0.30372165,0.00000000,0.80452723,0.28835195,0.12204459,1.16442066
-5.54977489,2.33122758,0.30299252,0.00000000,0.80924895,0.29049927,0.12225351,1.17804849
-5.54377189,2.34360937,0.30170868,0.00000000,0.81232544,0.29215979,0.12229113,1.18998189
-5.53776888,2.35136055,0.29983558,0.00000000,0.81346321,0.29322419,0.12212346,1.19975169
-5.53176588,2.35376414,0.29735248,0.00000000,0.81239502,0.29359157,0.12171812,1.20692737
-5.52576288,2.35020798,0.29425460,0.00000000,0.80888866,0.29317248,0.12104532,1.21113081
-5.51975988,2.34020682,0.29055475,0.00000000,0.80275513,0.29189178,0.12007895,1.21204894
-5.51375688,2.32342111,0.28628447,0.00000000,0.79385587,0.28969116,0.11879756,1.20944467
-5.50775388,2.29967148,0.28149429,0.00000000,0.78210857,0.28653117,0.11718527,1.20316574
-5.50175088,2.26894797,0.27625322,0.00000000,0.76749134,0.28239277,0.11523259,1.19315076
-5.49574787,2.23141349,0.27064742,0.00000000,0.75004496,0.27727813,0.11293694,1.17943233
-5.48974487,2.18740108,0.26477788,0.00000000,0.72987307,0.27121090,0.11030313,1.16213680
-5.48374187,2.13740498,0.25875750,0.00000000,0.70714033,0.26423569,0.10734336,1.14148069
-5.47773887,2.08206578,0.25270735,0.00000000,0.68206850,0.25641686,0.10407717,1.11776377
-5.47173587,2.02215026,0.24675254,0.00000000,0.65493067,0.24783679,0.10053100,1.09135902
-5.46573287,1.95852672,0.24101785,0.00000000,0.62604395,0.23859346,0.09673756,1.06269984
-5.45972986,1.89213717,0.23562330,0.00000000,0.59576081,0.22879760,0.09273494,1.03226517
-5.45372686,1.82396740,0.23067994,0.00000000,0.56445967,0.21856962,0.08856557,1.00056291
-5.44772386,1.75501662,0.22628619,0.00000000,0.53253493,0.20803615,0.08427506,0.96811267
-5.44172086,1.68626799,0.22252478,0.00000000,0.50038714,0.19732669,0.07991096,0.93542852
-5.43571786,1.61866149,0.21946067,0.00000000,0.46841349,0.18657027,0.07552147,0.90300253
-5.42971486,1.55307033,0.21713988,0.00000000,0.43699911,0.17589234,0.07115425,0.87128996
-5.42371186,1.49028206,0.21558938,0.00000000,0.40650952,0.16541209,0.06685530,0.84069686
-5.41770885,1.43098503,0.21481812,0.00000000,0.37728440,0.15524009,0.06266796,0.81157043
-5.41170585,1.37576057,0.21481888,0.00000000,0.34963281,0.14547662,0.05863212,0.78419294
-5.40570285,1.32508117,0.21557110,0.00000000,0.32383007,0.13621037,0.05478365,0.75877905
-5.39969985,1.27931411,0.21704418,0.00000000,0.30011599,0.12751789,0.05115393,0.73547688
-5.39369685,1.23873007,0.21920130,0.00000000,0.27869454,0.11946344,0.04776974,0.71437242
-5.38769385,1.20351573,0.22200326,0.00000000,0.25973474,0.11209942,0.04465321,0.69549706
-5.38169085,1.17378920,0.22541217,0.00000000,0.24337233,0.10546713,0.04182197,0.67883754
-5.37568784,1.14961695,0.22939471,0.00000000,0.22971217,0.09959786,0.03928948,0.66434771
-5.36968484,1.13103076,0.23392468,0.00000000,0.21883085,0.09451411,0.03706533,0.65196113
-5.36368184,1.11804347,0.23898475,0.00000000,0.21077937,0.09023096,0.03515570,0.64160384
-5.35767884,1.11066211,0.24456707,0.00000000,0.20558545,0.08675727,0.03356369,0.63320620
-5.35167584,1.10889738,0.25067292,0.00000000,0.20325543,0.08409676,0.03228976,0.62671309
-5.34567284,1.11276872,0.25731124,0.00000000,0.20377541,0.08224881,0.03133193,0.62209176
-5.33966983,1.12230452,0.26449622,0.00000000,0.20711165,0.08120899,0.03068606,0.61933679
-5.33366683,1.13753726,0.27224404,0.00000000,0.21321021,0.08096920,0.03034584,0.61847165
-5.32766383,1.15849397,0.28056906,0.00000000,0.22199583,0.08151743,0.03030285,0.61954695
-5.32166083,1.18518259,0.28947968,0.00000000,0.23337027,0.08283722,0.03054641,0.62263528
-5.31565783,1.21757519,0.29897421,0.00000000,0.24721029,0.08490687,0.03106340,0.62782303
-5.30965483,1.25558922,0.30903699,0.00000000,0.26336550,0.08769845,0.03183806,0.63519968
-5.30365183,1.29906834,0.31963518,0.00000000,0.28165638,0.09117664,0.03285171,0.64484528
-5.29764882,1.34776412,0.33071634,0.00000000,0.30187286,0.09529775,0.03408262,0.65681690
-5.29164582,1.40132022,0.34220714,0.00000000,0.32377357,0.10000876,0.03550582,0.67113500
-5.28564282,1.45926043,0.35401331,0.00000000,0.34708623,0.10524664,0.03709311,0.68777065
-5.27963982,1.52098171,0.36602078,0.00000000,0.37150919,0.11093807,0.03881315,0.70663434
-5.27363682,1.58575312,0.37809820,0.00000000,0.39671442,0.11699955,0.04063177,0.72756745
-5.26763382,1.65272128,0.39010059,0.00000000,0.42235183,0.12333802,0.04251237,0.75033680
-5.26163082,1.72092234,0.40187390,0.00000000,0.44805506,0.12985203,0.04441653,0.77463283
-5.25562781,1.78930049,0.41326039,0.00000000,0.47344845,0.13643333,0.04630479,0.80007177
-5.24962481,1.85673208,0.42410438,0.00000000,0.49815504,0.14296905,0.04813749,0.82620164
-5.24362181,1.92205465,0.43425807,0.00000000,0.52180532,0.14934418,0.04987582,0.85251211
-5.23761881,1.98409931,0.44358713,0.00000000,0.54404625,0.15544437,0.05148282,0.87844772
-5.23161581,2.04172518,0.45197573,0.00000000,0.56455034,0.16115895,0.05292443,0.90342376
-5.22561281,2.09385420,0.45933064,0.00000000,0.58302424,0.16638391,0.05417052,0.92684435
-5.21960980,2.13950461,0.46558433,0.00000000,0.59921640,0.17102484,0.05519585,0.94812161
-5.21360680,2.17782167,0.47069681,0.00000000,0.61292371,0.17499963,0.05598082,0.96669516
-5.20760380,2.20810415,0.47465616,0.00000000,0.62399643,0.17824079,0.05651216,0.98205105
-5.20160080,2.22982555,0.47747784,0.00000000,0.63234163,0.18069728,0.05678337,0.99373922
-5.19559780,2.24264923,0.47920292,0.00000000,0.63792467,0.18233590,0.05679497,1.00138882
-5.18959480,2.24643701,0.47989526,0.00000000,0.64076892,0.18314196,0.05655458,1.00472069
-5.18359180,2.24125124,0.47963817,0.00000000,0.64095378,0.18311946,0.05607675,1.00355665
-5.17758879,2.22735063,0.47853053,0.00000000,0.63861112,0.18229062,0.05538264,0.99782515
-5.17158579,2.20518029,0.47668300,0.00000000,0.63392046,0.18069492,0.05449954,0.98756344
-5.16558279,2.17535703,0.47421432,0.00000000,0.62710313,0.17838762,0.05346031,0.97291606
-5.15957979,2.13865079,0.47124816,0.00000000,0.61841581,0.17543801,0.05230262,0.95413006
-5.15357679,2.09596326,0.46791059,0.00000000,0.60814378,0.17192722,0.05106832,0.93154725
-5.14757379,2.04830480,0.46432835,0.00000000,0.59659407,0.16794606,0.04980260,0.90559390
-5.14157079,1.99677063,0.46062792,0.00000000,0.58408891,0.16359259,0.04855326,0.87676847
-5.13556778,1.94251709,0.45693533,0.00000000,0.57095957,0.15896989,0.04737002,0.84562790
-5.12956478,1.88673847,0.45337648,0.00000000,0.55754077,0.15418373,0.04630378,0.81277283
-5.12356178,1.83064509,0.45007792,0.00000000,0.54416555,0.14934053,0.04540596,0.77883259
-5.11755878,1.77544239,0.44716760,0.00000000,0.53116071,0.14454540,0.04472783,0.74445006
-5.11155578,1.72231143,0.44477544,0.00000000,0.51884267,0.13990035,0.04431987,0.71026701
-5.10555278,1.67239024,0.44303337,0.00000000,0.50751356,0.13550269,0.04423104,0.67691011
-5.09954977,1.62675609,0.44207452,0.00000000,0.49745735,0.13144358,0.04450809,0.64497792
-5.09354677,1.58640811,0.44203144,0.00000000,0.48893598,0.12780670,0.04519470,0.61502901
-5.08754377,1.55225025,0.44303317,0.00000000,0.48218530,0.12466696,0.04633064,0.58757127
-5.08154077,1.52507434,0.44520118,0.00000000,0.47741067,0.12208938,0.04795073,0.56305260
-5.07553777,1.50554325,0.44864423,0.00000000,0.47478243,0.12012795,0.05008378,0.54185296
-5.06953477,1.49417457,0.45345236,0.00000000,0.47443106,0.11882458,0.05275147,0.52427781
-5.06353177,1.49132498,0.45969040,0.00000000,0.47644244,0.11820813,0.05596712,0.51055300
-5.05752876,1.49717615,0.46739127,0.00000000,0.48085320,0.11829356,0.05973458,0.50082124
-5.05152576,1.51172288,0.47654958,0.00000000,0.48764676,0.11908125,0.06404704,0.49513998
-5.04552276,1.53476426,0.48711609,0.00000000,0.49675002,0.12055645,0.06888618,0.49348097
-5.03951976,1.56589888,0.49899335,0.00000000,0.50803137,0.12268911,0.07422130,0.49573153
-5.03351676,1.60452485,0.51203304,0.00000000,0.52130018,0.12543396,0.08000893,0.50169733
-5.02751376,1.64984541,0.52603543,0.00000000,0.53630794,0.12873102,0.08619267,0.51110710
-5.02151076,1.70088046,0.54075101,0.00000000,0.55275155,0.13250647,0.09270349,0.52361881
-5.01550775,1.75648448,0.55588462,0.00000000,0.57027849,0.13667401,0.09946048,0.53882762
-5.00950475,1.81537046,0.57110192,0.00000000,0.58849411,0.14113660,0.10637201,0.55627529
-5.00350175,1.87613961,0.58603807,0.00000000,0.60697078,0.14578865,0.11333748,0.57546080
-4.99749875,1.93731596,0.60030828,0.00000000,0.62525862,0.15051849,0.12024938,0.59585221
-4.99149575,1.99738477,0.61351986,0.00000000,0.64289754,0.15521120,0.12699587,0.61689913
-4.98549275,2.05483341,0.62528516,0.00000000,0.65943001,0.15975156,0.13346355,0.63804572
-4.97948974,2.10819319,0.63523487,0.00000000,0.67441414,0.16402708,0.13954059,0.65874368
-4.97348674,2.15608048,0.64303097,0.00000000,0.68743644,0.16793100,0.14511984,0.67846497
-4.96748374,2.19723555,0.64837879,0.00000000,0.69812379,0.17136514,0.15010206,0.69671376
-4.96148074,2.23055755,0.65103758,0.00000000,0.70615408,0.17424247,0.15439894,0.71303733
-4.95547774,2.25513434,0.65082913,0.00000000,0.71126502,0.17648933,0.15793591,0.72703566
-4.94947474,2.27026604,0.64764401,0.00000000,0.71326093,0.17804723,0.16065456,0.73836932
-4.94347174,2.27548163,0.64144519,0.00000000,0.71201710,0.17887412,0.16251470,0.74676559
-4.93746873,2.27054806,0.63226900,0.00000000,0.70748176,0.17894517,0.16349581,0.75202275
-4.93146573,2.25547193,0.62022339,0.00000000,0.69967556,0.17825304,0.16359802,0.75401233
-4.92546273,2.23049395,0.60548366,0.00000000,0.68868879,0.17680760,0.16284242,0.75267965
-4.91945973,2.19607685,0.58828601,0.00000000,0.67467646,0.17463524,0.16127090,0.74804250
-4.91345673,2.15288741,0.56891913,0.00000000,0.65785172,0.17177771,0.15894539,0.74018830
-4.90745373,2.10177382,0.54771446,0.00000000,0.63847783,0.16829065,0.15594660,0.72926992
-4.90145073,2.04373936,0.52503548,0.00000000,0.61685918,0.16424183,0.15237238,0.71550026
-4.89544772,1.97991355,0.50126650,0.00000000,0.59333178,0.15970925,0.14833569,0.69914605
-4.88944472,1.91152189,0.47680150,0.00000000,0.56825359,0.15477900,0.14396231,0.68052081
-4.88344172,1.83985522,0.45203336,0.00000000,0.54199502,0.14954320,0.13938837,0.65997742
-4.87743872,1.76623957,0.42734383,0.00000000,0.51492993,0.14409784,0.13475769,0.63790032
-4.87143572,1.69200717,0.40309466,0.00000000,0.48742745,0.13854066,0.13021913,0.61469744
-4.86543272,1.61846923,0.37961985,0.00000000,0.45984459,0.13296921,0.12592387,0.59079222
-4.85942971,1.54689081,0.35721942,0.00000000,0.43251996,0.12747889,0.12202275,0.56661545
-4.85342671,1.47846810,0.33615456,0.00000000,0.40576850,0.12216119,0.11866361,0.54259726
-4.84742371,1.41430815,0.31664420,0.00000000,0.37987724,0.11710203,0.11598874,0.51915928
-4.84142071,1.35541119,0.29886298,0.00000000,0.35510212,0.11238028,0.11413239,0.49670692
-4.83541771,1.30265547,0.28294054,0.00000000,0.33166565,0.10806640,0.11321833,0.47562195
-4.82941471,1.25678466,0.26896187,0.00000000,0.30975555,0.10422125,0.11335756,0.45625542
-4.82341171,1.21839785,0.25696878,0.00000000,0.28952395,0.10089511,0.11464608,0.43892103
-4.81740870,1.18794209,0.24696225,0.00000000,0.27108747,0.09812684,0.11716280,0.42388909
-4.81140570,1.16570765,0.23890555,0.00000000,0.25452771,0.09594327,0.12096763,0.41138120
-4.80540270,1.15182605,0.23272801,0.00000000,0.23989242,0.09435885,0.12609973,0.40156577
-4.79939970,1.14627105,0.22832938,0.00000000,0.22719710,0.09337549,0.13257600,0.39455462
-4.79339670,1.14886263,0.22558470,0.00000000,0.21642708,0.09298273,0.14038994,0.39040071
-4.78739370,1.15927419,0.22434948,0.00000000,0.20754005,0.09315808,0.14951082,0.38909722
-4.78139070,1.17704299,0.22446532,0.00000000,0.20046903,0.09386782,0.15988327,0.39057798
-4.77538769,1.20158378,0.22576570,0.00000000,0.19512573,0.09506787,0.17142737,0.39471944
-4.76938469,1.23220559,0.22808196,0.00000000,0.19140432,0.09670512,0.18403930,0.40134413
-4.76338169,1.26813137,0.23124943,0.00000000,0.18918547,0.09871891,0.19759249,0.41022547
-4.75737869,1.30852027,0.23511342,0.00000000,0.18834082,0.10104278,0.21193945,0.42109411
-4.75137569,1.35249186,0.23953515,0.00000000,0.18873745,0.10360631,0.22691405,0.43364534
-4.74537269,1.39915200,0.24439739,0.00000000,0.19024269,0.10633725,0.24233450,0.44754759
-4.73936968,1.44761931,0.24960968,0.00000000,0.19272874,0.10916356,0.25800672,0.46245168
-4.73336668,1.49705180,0.25511290,0.00000000,0.19607731,0.11201552,0.27372822,0.47800054
-4.72736368,1.54667249,0.26088316,0.00000000,0.20018393,0.11482780,0.28929230,0.49383916
-4.72136068,1.59579340,0.26693473,0.00000000,0.20496190,0.11754134,0.30449247,0.50962430
-4.71535768,1.64383684,0.27332190,0.00000000,0.21034569,0.12010507,0.31912702,0.52503382
-4.70935468,1.69035335,0.28013959,0.00000000,0.21629362,0.12247735,0.33300355,0.53977514
-4.70335168,1.73503544,0.28752267,0.00000000,0.22278987,0.12462709,0.34594335,0.55359272
-4.69734867,1.77772661,0.29564384,0.00000000,0.22984545,0.12653454,0.35778549,0.56627412
-4.69134567,1.81842504,0.30471007,0.00000000,0.23749830,0.12819169,0.36839053,0.57765463
-4.68534267,1.85728192,0.31495759,0.00000000,0.24581237,0.12960222,0.37764360,0.58762015
-4.67933967,1.89459402,0.32664554,0.00000000,0.25487564,0.13078113,0.38545695,0.59610837
-4.67333667,1.93079093,0.34004842,0.00000000,0.26479717,0.13175386,0.39177167,0.60310813
-4.66733367,1.96641711,0.35544747,0.00000000,0.27570329,0.13255520,0.39655867,0.60865706
-4.66133067,2.00210942,0.37312133,0.00000000,0.28773289,0.13322775,0.39981877,0.61283758
-4.65532766,2.03857085,0.39333616,0.00000000,0.30103211,0.13382016,0.40158199,0.61577141
-4.64932466,2.07654135,0.41633578,0.00000000,0.31574860,0.13438519,0.40190595,0.61761290
-4.64332166,2.11676700,0.44233189,0.00000000,0.33202535,0.13497765,0.40087347,0.61854128
-4.63731866,2.15996845,0.47149512,0.00000000,0.34999465,0.13565220,0.39858948,0.61875235
-4.63131566,2.20681014,0.50394697,0.00000000,0.36977208,0.13646133,0.39517728,0.61844975
-4.62531266,2.25787132,0.53975320,0.00000000,0.39145101,0.13745332,0.39077428,0.61783629
-4.61930965,2.31362018,0.57891884,0.00000000,0.41509759,0.13867049,0.38552750,0.61710561
-4.61330665,2.37439212,0.62138513,0.00000000,0.44074667,0.14014757,0.37958875,0.61643459
-4.60730365,2.44037307,0.66702850,0.00000000,0.46839858,0.14191057,0.37310999,0.61597669
-4.60130065,2.51158846,0.71566160,0.00000000,0.49801699,0.14397580,0.36623873,0.61585666
-4.59529765,2.58789843,0.76703643,0.00000000,0.52952790,0.14634939,0.35911397,0.61616661
-4.58929465,2.66899914,0.82084931,0.00000000,0.56281981,0.14902714,0.35186258,0.61696379
-4.58329165,2.75443030,0.87674742,0.00000000,0.59774484,0.15199479,0.34459638,0.61827000
-4.57728864,2.84358824,0.93433671,0.00000000,0.63412103,0.15522855,0.33741007,0.62007272
-4.57128564,2.93574384,0.99319061,0.00000000,0.67173538,0.15869604,0.33038000,0.62232773
-4.56528264,3.03006442,1.05285920,0.00000000,0.71034762,0.16235740,0.32356383,0.62496316
-4.55927964,3.12563833,1.11287842,0.00000000,0.74969456,0.16616667,0.31700106,0.62788468
-4.55327664,3.22150105,1.17277870,0.00000000,0.78949465,0.17007316,0.31071438,0.63098154
-4.54727364,3.31666144,1.23209291,0.00000000,0.82945275,0.17402305,0.30471169,0.63413305
-4.54127064,3.41012706,1.29036303,0.00000000,0.86926483,0.17796078,0.29898867,0.63721524
-4.53526763,3.50092710,1.34714551,0.00000000,0.90862238,0.18183047,0.29353175,0.64010723
-4.52926463,3.58813234,1.40201515,0.00000000,0.94721658,0.18557716,0.28832122,0.64269707
-4.52326163,3.67087118,1.45456743,0.00000000,0.98474199,0.18914789,0.28333434,0.64488665
-4.51725863,3.74834140,1.50441951,0.00000000,1.02089975,0.19249254,0.27854827,0.64659554
-4.51125563,3.81981754,1.55121005,0.00000000,1.05540038,0.19556442,0.27394259,0.64776347
-4.50525263,3.88465409,1.59459815,0.00000000,1.08796610,0.19832076,0.26950134,0.64835150
-4.49924962,3.94228487,1.63426181,0.00000000,1.11833278,0.20072285,0.26521449,0.64834184
-4.49324662,3.99221941,1.66989628,0.00000000,1.14625166,0.20273615,0.26107872,0.64773634
-4.48724362,4.03403710,1.70121271,0.00000000,1.17149088,0.20433015,0.25709749,0.64655398
-4.48124062,4.06738016,1.72793750,0.00000000,1.19383699,0.20547826,0.25328060,0.64482735
-4.47523762,4.09194651,1.74981263,0.00000000,1.21309644,0.20615760,0.24964307,0.64259870
-4.46923462,4.10748335,1.76659736,0.00000000,1.22909739,0.20634883,0.24620363,0.63991559
-4.46323162,4.11378250,1.77807118,0.00000000,1.24169155,0.20603603,0.24298293,0.63682662
-4.45722861,4.11067820,1.78403833,0.00000000,1.25075644,0.20520670,0.24000146,0.63337751
-4.45122561,4.09804761,1.78433368,0.00000000,1.25619784,0.20385181,0.23727763,0.62960767
-4.44522261,4.07581450,1.77882969,0.00000000,1.25795251,0.20196607,0.23482579,0.62554771
-4.43921961,4.04395592,1.76744427,0.00000000,1.25599111,0.19954818,0.23265470,0.62121777
-4.43321661,4.00251143,1.75014910,0.00000000,1.25032117,0.19660135,0.23076620,0.61662698
-4.42721361,3.95159445,1.72697783,0.00000000,1.24099000,0.19313372,0.22915445,0.61177389
-4.42121061,3.89140479,1.69803383,0.00000000,1.22808743,0.18915893,0.22780562,0.60664792
-4.41520760,3.82224151,1.66349674,0.00000000,1.21174813,0.18469660,0.22669806,0.60123166
-4.40920460,3.74451490,1.62362752,0.00000000,1.19215335,0.17977279,0.22580299,0.59550381
-4.40320160,3.65875667,1.57877141,0.00000000,1.16953200,0.17442033,0.22508560,0.58944261
-4.39719860,3.56562715,1.52935842,0.00000000,1.14416070,0.16867895,0.22450653,0.58302949
-4.39119560,3.46591880,1.47590114,0.00000000,1.11636281,0.16259523,0.22402354,0.57625263
-4.38519260,3.36055503,1.41898972,0.00000000,1.08650634,0.15622235,0.22359338,0.56911031
-4.37918959,3.25058409,1.35928391,0.00000000,1.05500045,0.14961955,0.22317370,0.56161368
-4.37318659,3.13716751,1.29750236,0.00000000,1.02229079,0.14285132,0.22272478,0.55378888
-4.36718359,3.02156338,1.23440945,0.00000000,0.98885344,0.13598636,0.22221114,0.54567826
-4.36118059,2.90510454,1.17079991,0.00000000,0.95518767,0.12909637,0.22160290,0.53734069
-4.35517759,2.78917229,1.10748187,0.00000000,0.92180748,0.12225456,0.22087662,0.52885086
-4.34917459,2.67516655,1.04525874,0.00000000,0.88923231,0.11553410,0.22001595,0.52029754
-4.34317159,2.56447320,0.98491067,0.00000000,0.85797676,0.10900641,0.21901168,0.51178096
-4.33716858,2.45842994,0.92717610,0.00000000,0.82853996,0.10273955,0.21786142,0.50340932
-4.33116558,2.35829172,0.87273413,0.00000000,0.80139445,0.09679647,0.21656890,0.49529466
-4.32516258,2.26519705,0.82218826,0.00000000,0.77697522,0.09123352,0.21514291,0.48754817
-4.31915958,2.18013644,0.77605207,0.00000000,0.75566886,0.08609903,0.21359589,0.48027526
-4.31315658,2.10392399,0.73473722,0.00000000,0.73780341,0.08143211,0.21194245,0.47357054
-4.30715358,2.03717338,0.69854431,0.00000000,0.72363901,0.07726169,0.21019765,0.46751301
