energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.47173587,1.60945346,0.00040455,0.01769128,0.55084843,0.37254271,0.01731266,1.07728213,0.25073285,0.12751849
-5.46573287,1.64046850,0.00043586,0.01753272,0.55759597,0.38316849,0.01831441,1.09731295,0.25297020,0.12981293
-5.45972986,1.67415257,0.00047233,0.01747072,0.56498489,0.39422388,0.01935625,1.11895251,0.25571360,0.13252167
-5.45372686,1.70998543,0.00051483,0.01750375,0.57286869,0.40553857,0.02042296,1.14186206,0.25890772,0.13562503
-5.44772386,1.74738572,0.00056432,0.01762769,0.58109128,0.41692921,0.02149748,1.16566846,0.26249062,0.13909557
-5.44172086,1.78573940,0.00062184,0.01783615,0.58949602,0.42820738,0.02256137,1.18998296,0.26639810,0.14289955
-5.43571786,1.82442755,0.00068857,0.01812089,0.59793410,0.43918747,0.02359547,1.21441914,0.27056769,0.14699834
-5.42971486,1.86285194,0.00076573,0.01847228,0.60627146,0.44969425,0.02458046,1.23860913,0.27494207,0.15134972
-5.42371186,1.90045739,0.00085460,0.01887978,0.61439431,0.45956955,0.02549754,1.26221745,0.27947178,0.15590904
-5.41770885,1.93674982,0.00095646,0.01933238,0.62221269,0.46867799,0.02632905,1.28495183,0.28411711,0.16063018
-5.41170585,1.97130950,0.00107257,0.01981908,0.62966231,0.47691126,0.02705906,1.30657067,0.28884907,0.16546626
-5.40570285,2.00379921,0.00120409,0.02032930,0.63670452,0.48419099,0.02767394,1.32688715,0.29364954,0.17037020
-5.39969985,2.03396730,0.00135207,0.02085323,0.64332468,0.49046993,0.02816272,1.34576991,0.29851065,0.17529517
-5.39369685,2.06164605,0.00151729,0.02138214,0.64952913,0.49573162,0.02851751,1.36314067,0.30343336,0.18019485
-5.38769385,2.08674588,0.00170030,0.02190864,0.65534115,0.49998851,0.02873365,1.37896935,0.30842559,0.18502371
-5.38169085,2.10924605,0.00190127,0.02242681,0.66079622,0.50327869,0.02880982,1.39326695,0.31349992,0.18973723
-5.37568784,2.12918291,0.00211997,0.02293232,0.66593694,0.50566164,0.02874794,1.40607707,0.31867104,0.19429217
-5.36968484,2.14663644,0.00235569,0.02342245,0.67080794,0.50721295,0.02855303,1.41746655,0.32395315,0.19864695
-5.36368184,2.16171601,0.00260721,0.02389607,0.67545119,0.50801869,0.02823291,1.42751582,0.32935750,0.20276208
-5.35767884,2.17454631,0.00287273,0.02435352,0.67990170,0.50816946,0.02779780,1.43630959,0.33489000,0.20660066
-5.35167584,2.18525403,0.00314991,0.02479655,0.68418405,0.50775463,0.02725982,1.44392815,0.34054933,0.21012901
-5.34567284,2.19395594,0.00343584,0.02522808,0.68830968,0.50685700,0.02663256,1.45043987,0.34632524,0.21331730
-5.33966983,2.20074885,0.00372708,0.02565206,0.69227499,0.50554813,0.02593046,1.45589492,0.35219741,0.21614017
-5.33366683,2.20570172,0.00401969,0.02607329,0.69606027,0.50388467,0.02516835,1.46032046,0.35813472,0.21857738
-5.32766383,2.20885006,0.00430935,0.02649718,0.69962933,0.50190572,0.02436091,1.46371747,0.36409495,0.22061424
-5.32166083,2.21019274,0.00459144,0.02692959,0.70292989,0.49963134,0.02352227,1.46605891,0.37002493,0.22224202
-5.31565783,2.20969098,0.00486115,0.02737666,0.70589438,0.49706238,0.02266561,1.46728954,0.37586113,0.22345810
-5.30965483,2.20726966,0.00511360,0.02784464,0.70844133,0.49418135,0.02180287,1.46732694,0.38153056,0.22426597
-5.30365183,2.20282039,0.00534405,0.02833975,0.71047707,0.49095449,0.02094459,1.46606383,0.38695209,0.22467499
-5.29764882,2.19620644,0.00554797,0.02886805,0.71189782,0.48733468,0.02009975,1.46337157,0.39203806,0.22469992
-5.29164582,2.18726908,0.00572125,0.02943536,0.71259199,0.48326507,0.01927578,1.45910450,0.39669614,0.22436034
-5.28564282,2.17583504,0.00586029,0.03004711,0.71244286,0.47868326,0.01847858,1.45310518,0.40083143,0.22367982
-5.27963982,2.16172482,0.00596217,0.03070829,0.71133143,0.47352572,0.01771265,1.44521031,0.40434880,0.22268506
-5.27363682,2.14476163,0.00602473,0.03142332,0.70913951,0.46773212,0.01698123,1.43525712,0.40715532,0.22140488
-5.26763382,2.12478034,0.00604665,0.03219593,0.70575306,0.46124955,0.01628650,1.42309006,0.40916273,0.21986920
-5.26163082,2.10163644,0.00602747,0.03302902,0.70106564,0.45403621,0.01562972,1.40856765,0.41029001,0.21810812
-5.25562781,2.07521434,0.00596768,0.03392451,0.69498201,0.44606438,0.01501148,1.39156908,0.41046574,0.21615092
-5.24962481,2.04543489,0.00586862,0.03488316,0.68742162,0.43732277,0.01443182,1.37200057,0.40963041,0.21402523
-5.24362181,2.01226158,0.00573246,0.03590432,0.67832203,0.42781781,0.01389040,1.34980090,0.40773833,0.21175628
-5.23761881,1.97570533,0.00556214,0.03698574,0.66764201,0.41757414,0.01338658,1.32494617,0.40475930,0.20936624
-5.23161581,1.93582742,0.00536125,0.03812332,0.65536411,0.40663409,0.01291951,1.29745332,0.40067975,0.20687371
-5.22561281,1.89274052,0.00513387,0.03931089,0.64149677,0.39505636,0.01248814,1.26738230,0.39550340,0.20429334
-5.21960980,1.84660776,0.00488449,0.04054000,0.62607549,0.38291395,0.01209126,1.23483678,0.38925138,0.20163551
-5.21360680,1.79763976,0.00461782,0.04179977,0.60916330,0.37029149,0.01172743,1.19996324,0.38196172,0.19890623
-5.20760380,1.74608993,0.00433865,0.04307680,0.59085023,0.35728212,0.01139496,1.16294853,0.37368838,0.19610708
-5.20160080,1.69224826,0.00405171,0.04435517,0.57125183,0.34398426,0.01109188,1.12401605,0.36449965,0.19323536
-5.19559780,1.63643388,0.00376155,0.04561653,0.55050687,0.33049819,0.01081587,1.08342060,0.35447624,0.19028427
-5.18959480,1.57898701,0.00347239,0.04684035,0.52877420,0.31692299,0.01056426,1.04144232,0.34370894,0.18724340
-5.18359180,1.52026072,0.00318807,0.04800426,0.50622900,0.30335371,0.01033401,0.99838000,0.33229614,0.18409924
-5.17758879,1.46061300,0.00291193,0.04908453,0.48305860,0.28987910,0.01012172,0.95454417,0.32034129,0.18083593
-5.17158579,1.40039971,0.00264680,0.05005672,0.45945804,0.27657998,0.00992369,0.91025027,0.30795036,0.17743619
-5.16558279,1.33996879,0.00239494,0.05089635,0.43562567,0.26352825,0.00973602,0.86581239,0.29522961,0.17388238
-5.15957979,1.27965606,0.00215809,0.05157973,0.41175901,0.25078668,0.00955469,0.82153778,0.28228354,0.17015774
-5.15357679,1.21978283,0.00193741,0.05208485,0.38805092,0.23840934,0.00937571,0.77772259,0.26921335,0.16624774
-5.14757379,1.16065544,0.00173360,0.05239221,0.36468649,0.22644270,0.00919527,0.73464865,0.25611575,0.16214147
-5.14157079,1.10256653,0.00154686,0.05248572,0.34184054,0.21492723,0.00900991,0.69258181,0.24308229,0.15783309
-5.13556778,1.04579789,0.00137705,0.05235347,0.31967589,0.20389941,0.00881667,0.65177138,0.23019906,0.15332318
-5.12956478,0.99062451,0.00122366,0.05198840,0.29834244,0.19339398,0.00861323,0.61245087,0.21754688,0.14862007
-5.12356178,0.93731941,0.00108594,0.05138886,0.27797683,0.18344622,0.00839810,0.57483957,0.20520164,0.14374080
-5.11755878,0.88615860,0.00096294,0.05055893,0.25870282,0.17409413,0.00817067,0.53914485,0.19323502,0.13871196
-5.11155578,0.83742581,0.00085359,0.04950860,0.24063204,0.16538040,0.00793130,0.50556472,0.18171514,0.13357017
-5.10555278,0.79141629,0.00075673,0.04825366,0.22386511,0.15735387,0.00768140,0.47429043,0.17070730,0.12836208
-5.09954977,0.74843929,0.00067121,0.04681543,0.20849281,0.15007054,0.00742335,0.44550871,0.16027454,0.12314412
-5.09354677,0.70881881,0.00059588,0.04522025,0.19459723,0.14359392,0.00716053,0.41940322,0.15047796,0.11798167
-5.08754377,0.67289227,0.00052965,0.04349878,0.18225272,0.13799475,0.00689717,0.39615527,0.14137683,0.11294790
-5.08154077,0.64100709,0.00047152,0.04168515,0.17152651,0.13335002,0.00663828,0.37594330,0.13302822,0.10812221
-5.07553777,0.61351504,0.00042059,0.03981594,0.16247884,0.12974136,0.00638944,0.35894120,0.12548645,0.10358831
-5.06953477,0.59076456,0.00037606,0.03792919,0.15516271,0.12725284,0.00615663,0.34531542,0.11880205,0.09943205
-5.06353177,0.57309134,0.00033723,0.03606321,0.14962301,0.12596823,0.00594602,0.33522101,0.11302048,0.09573906
-5.05752876,0.56080743,0.00030354,0.03425558,0.14589529,0.12596802,0.00576376,0.32879659,0.10818064,0.09259234
-5.05152576,0.55418959,0.00027452,0.03254209,0.14400407,0.12732602,0.00561572,0.32615870,0.10431322,0.09006972
-5.04552276,0.55346720,0.00024976,0.03095584,0.14396091,0.13010605,0.00550726,0.32739561,0.10143895,0.08824163
-5.03951976,0.55881040,0.00022898,0.02952648,0.14576226,0.13435859,0.00544305,0.33256111,0.09956697,0.08716886
-5.03351676,0.57031920,0.00021193,0.02827957,0.14938738,0.14011776,0.00542683,0.34166851,0.09869339,0.08690074
-5.02751376,0.58801396,0.00019844,0.02723621,0.15479637,0.14739861,0.00546124,0.35468531,0.09880001,0.08747366
-5.02151076,0.61182788,0.00018836,0.02641278,0.16192851,0.15619498,0.00554771,0.37152875,0.09985357,0.08890989
-5.01550775,0.64160201,0.00018159,0.02582098,0.17070110,0.16647806,0.00568626,0.39206280,0.10180527,0.09121706
-5.00950475,0.67708306,0.00017803,0.02546793,0.18100890,0.17819556,0.00587554,0.41609661,0.10459098,0.09438792
-5.00350175,0.71792441,0.00017762,0.02535656,0.19272423,0.19127185,0.00611272,0.44338482,0.10813182,0.09840073
-4.99749875,0.76369041,0.00018026,0.02548609,0.20569792,0.20560883,0.00639354,0.47362971,0.11233546,0.10322009
-4.99149575,0.81386392,0.00018588,0.02585268,0.21976109,0.22108773,0.00671238,0.50648550,0.11709780,0.10879819
-4.98549275,0.86785721,0.00019439,0.02645008,0.23472770,0.23757168,0.00706236,0.54156441,0.12230533,0.11507651
-4.97948974,0.92502560,0.00020569,0.02727047,0.25039800,0.25490910,0.00743550,0.57844480,0.12783784,0.12198786
-4.97348674,0.98468390,0.00021965,0.02830519,0.26656261,0.27293767,0.00782295,0.61668076,0.13357150,0.12945864
-4.96748374,1.04612475,0.00023614,0.02954556,0.28300729,0.29148896,0.00821518,0.65581324,0.13938226,0.13741139
-4.96148074,1.10863860,0.00025501,0.03098359,0.29951812,0.31039331,0.00860228,0.69538213,0.14514942,0.14576736
-4.95547774,1.17153438,0.00027610,0.03261265,0.31588706,0.32948507,0.00897423,0.73493901,0.15075917,0.15444911
-4.94947474,1.23416035,0.00029923,0.03442802,0.33191753,0.34860783,0.00932122,0.77406006,0.15610811,0.16338307
-4.94347174,1.29592421,0.00032424,0.03642737,0.34742994,0.36761945,0.00963391,0.81235870,0.16110653,0.17250186
-4.93746873,1.35631188,0.00035094,0.03861102,0.36226697,0.38639685,0.00990376,0.84949748,0.16568134,0.18174639
-4.93146573,1.41490399,0.00037915,0.04098216,0.37629824,0.40484022,0.01012328,0.88519869,0.16977857,0.19106762
-4.92546273,1.47138960,0.00040872,0.04354683,0.38942444,0.42287651,0.01028625,0.91925331,0.17336529,0.20042789
-4.91945973,1.52557645,0.00043948,0.04631383,0.40158041,0.44046213,0.01038794,0.95152788,0.17643090,0.20980182
-4.91345673,1.57739724,0.00047132,0.04929440,0.41273740,0.45758456,0.01042522,0.98196893,0.17898772,0.21917670
-4.90745373,1.62691152,0.00050413,0.05250187,0.42290403,0.47426291,0.01039665,1.01060471,0.18107081,0.22855235
-4.90145073,1.67430307,0.00053782,0.05595105,0.43212619,0.49054727,0.01030253,1.03754408,0.18273709,0.23794047
-4.89544772,1.71987242,0.00057236,0.05965765,0.44048554,0.50651678,0.01014483,1.06297231,0.18406359,0.24736348
-4.88944472,1.76402480,0.00060772,0.06363748,0.44809681,0.52227650,0.00992710,1.08714401,0.18514509,0.25685288
-4.88344172,1.80725352,0.00064392,0.06790570,0.45510387,0.53795300,0.00965432,1.11037307,0.18609103,0.26644713
-4.87743872,1.85011928,0.00068097,0.07247587,0.46167462,0.55368883,0.00933272,1.13302002,0.18702180,0.27618917
-4.87143572,1.89322585,0.00071892,0.07735909,0.46799475,0.56963592,0.00896951,1.15547690,0.18806465,0.28612368
-4.86543272,1.93719285,0.00075782,0.08256309,0.47426077,0.58594816,0.00857264,1.17815024,0.18934904,0.29629407
-4.85942971,1.98262638,0.00079768,0.08809131,0.48067215,0.60277328,0.00815048,1.20144256,0.19100197,0.30673932
-4.85342671,2.03008852,0.00083851,0.09394207,0.48742312,0.62024434,0.00771161,1.22573300,0.19314301,0.31749094
-4.84742371,2.08006678,0.00088030,0.10010781,0.49469418,0.63847114,0.00726447,1.25135777,0.19587958,0.32856988
-4.84142071,2.13294457,0.00092294,0.10657439,0.50264375,0.65753182,0.00681715,1.27859114,0.19930228,0.33998379
-4.83541771,2.18897398,0.00096630,0.11332062,0.51140011,0.67746508,0.00637713,1.30762775,0.20348077,0.35172455
-4.82941471,2.24825205,0.00101015,0.12031783,0.52105418,0.69826340,0.00595112,1.33856703,0.20846008,0.36376636
-4.82341171,2.31070165,0.00105418,0.12752975,0.53165320,0.71986751,0.00554488,1.37140046,0.21425768,0.37606427
-4.81740870,2.37605815,0.00109798,0.13491253,0.54319582,0.74216260,0.00516312,1.40600244,0.22086136,0.38855355
-4.81140570,2.44386269,0.00114107,0.14241500,0.55562875,0.76497653,0.00480946,1.44212532,0.22822800,0.40114968
-4.80540270,2.51346288,0.00118287,0.14997923,0.56884528,0.78808018,0.00448639,1.47939908,0.23628345,0.41374919
-4.79939970,2.58402125,0.00122274,0.15754126,0.58268578,0.81119035,0.00419528,1.51733603,0.24492332,0.42623131
-4.79339670,2.65453164,0.00125997,0.16503210,0.59694030,0.83397497,0.00393650,1.55534058,0.25401504,0.43846045
-4.78739370,2.72384337,0.00129380,0.17237900,0.61135331,0.85606083,0.00370945,1.59272397,0.26340072,0.45028937
-4.78139070,2.79069251,0.00132349,0.17950679,0.62563042,0.87704359,0.00351269,1.62872361,0.27290120,0.46156310
-4.77538769,2.85373934,0.00134828,0.18633952,0.63944697,0.89649967,0.00334410,1.66252656,0.28232079,0.47212331
-4.76938469,2.91161085,0.00136746,0.19280217,0.65245819,0.91399986,0.00320101,1.69329609,0.29145284,0.48181313
-4.76338169,2.96294646,0.00138038,0.19882235,0.66431056,0.92912392,0.00308033,1.72020058,0.30008571,0.49048212
-4.75737869,3.00644544,0.00138649,0.20433211,0.67465394,0.94147574,0.00297874,1.74244343,0.30800923,0.49799126
-4.75137569,3.04091383,0.00138537,0.20926968,0.68315398,0.95069842,0.00289277,1.75929281,0.31502108,0.50421773
-4.74537269,3.06530918,0.00137673,0.21358105,0.68950425,0.95648847,0.00281899,1.77010989,0.32093324,0.50905925
-4.73936968,3.07878078,0.00136043,0.21722150,0.69343772,0.95860874,0.00275410,1.77437437,0.32557793,0.51243783
-4.73336668,3.08070406,0.00133651,0.22015681,0.69473682,0.95689926,0.00269502,1.77170608,0.32881313,0.51430275
-4.72736368,3.07070733,0.00130517,0.22236436,0.69324196,0.95128555,0.00263897,1.76188174,0.33052729,0.51463269
-4.72136068,3.04868983,0.00126679,0.22383392,0.68885789,0.94178409,0.00258356,1.74484604,0.33064318,0.51343680
-4.71535768,3.01483037,0.00122188,0.22456817,0.68155773,0.92850449,0.00252680,1.72071662,0.32912079,0.51075485
-4.70935468,2.96958623,0.00117113,0.22458295,0.67138456,0.91164841,0.00246717,1.68978271,0.32595908,0.50665638
-4.70335168,2.91368248,0.00111530,0.22390733,0.65845045,0.89150521,0.00240359,1.65249756,0.32119672,0.50123895
-4.69734867,2.84809238,0.00105530,0.22258338,0.64293312,0.86844444,0.00233544,1.60946505,0.31491173,0.49462558
-4.69134567,2.77400983,0.00099208,0.22066574,0.62507028,0.84290559,0.00226255,1.56142122,0.30722014,0.48696157
-4.68534267,2.69281525,0.00092663,0.21822107,0.60515218,0.81538555,0.00218519,1.50921147,0.29827371,0.47841085
-4.67933967,2.60603650,0.00085996,0.21532737,0.58351250,0.78642420,0.00210403,1.45376475,0.28825692,0.46915207
-4.67333667,2.51530658,0.00079307,0.21207313,0.56051824,0.75658894,0.00202009,1.39606559,0.27738327,0.45937453
-4.66733367,2.42231990,0.00072692,0.20855646,0.53655891,0.72645853,0.00193476,1.33712552,0.26589114,0.44927431
-4.66133067,2.32878884,0.00066241,0.20488419,0.51203562,0.69660719,0.00184971,1.27795475,0.25403926,0.43905052
-4.65532766,2.23640222,0.00060036,0.20117082,0.48735040,0.66758920,0.00176688,1.21953541,0.24210210,0.42890193
-4.64932466,2.14678708,0.00054151,0.19753750,0.46289622,0.63992484,0.00168844,1.16279718,0.23036504,0.41902401
-4.64332166,2.06147472,0.00048649,0.19411090,0.43904804,0.61408795,0.00161676,1.10859607,0.21911967,0.40960645
