energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.84392196,6.23085577,0.00376138,1.45379992,2.03628701,3.41492533,0.01011473,1.01026213
-5.83791896,6.25063179,0.00372056,1.46627020,2.07488719,3.41414334,0.01031196,1.00285739
-5.83191596,6.26277238,0.00368688,1.47707832,2.11368908,3.40826156,0.01050342,0.99413993
-5.82591296,6.26627077,0.00365853,1.48604486,2.15196745,3.39693706,0.01068770,0.98381974
-5.81990995,6.26039984,0.00363368,1.49304648,2.18904388,3.37999450,0.01086415,0.97165755
-5.81390695,6.24473132,0.00361063,1.49801656,2.22430294,3.35743134,0.01103291,0.95747492
-5.80790395,6.21914175,0.00358786,1.50094351,2.25720451,3.32941587,0.01119480,0.94116135
-5.80190095,6.18380598,0.00356414,1.50186680,2.28729221,3.29627873,0.01135132,0.92267834
-5.79589795,6.13917971,0.00353854,1.50087136,2.31419849,3.25849853,0.01150454,0.90206038
-5.78989495,6.08597306,0.00351054,1.49808089,2.33764676,3.21668316,0.01165700,0.87941307
-5.78389195,6.02511781,0.00348001,1.49365053,2.35745124,3.17154772,0.01181162,0.85490866
-5.77788894,5.95773064,0.00344732,1.48775973,2.37351545,3.12389095,0.01197160,0.82877946
-5.77188594,5.88507537,0.00341327,1.48060559,2.38582981,3.07457128,0.01214036,0.80130966
-5.76588294,5.80852624,0.00337917,1.47239734,2.39446918,3.02448397,0.01232145,0.77282603
-5.75987994,5.72953440,0.00334682,1.46335210,2.39959065,2.97454037,0.01251851,0.74368809
-5.75387694,5.64959905,0.00331847,1.45369221,2.40143184,2.92565011,0.01273531,0.71427830
-5.74787394,5.57024382,0.00329683,1.44364400,2.40030978,2.87870671,0.01297568,0.68499258
-5.74187094,5.49299883,0.00328503,1.43343785,2.39661992,2.83457656,0.01324358,0.65623164
-5.73586793,5.41938754,0.00328660,1.42330922,2.39083507,2.79409119,0.01354316,0.62839335
-5.72986493,5.35091752,0.00330542,1.41350020,2.38350334,2.75804217,0.01387878,0.60186617
-5.72386193,5.28907343,0.00334563,1.40426099,2.37524456,2.72717782,0.01425507,0.57702377
-5.71785893,5.23531054,0.00341165,1.39585084,2.36674433,2.70220077,0.01467699,0.55422078
-5.71185593,5.19104658,0.00350803,1.38853777,2.35874494,2.68376536,0.01514982,0.53378935
-5.70585293,5.15765042,0.00363941,1.38259677,2.35203276,2.67247387,0.01567918,0.51603653
-5.69984992,5.13642575,0.00381044,1.37830595,2.34742163,2.66887075,0.01627097,0.50124199
-5.69384692,5.12858892,0.00402566,1.37594056,2.34573220,2.67343412,0.01693125,0.48965598
-5.68784392,5.13524029,0.00428939,1.37576488,2.34776767,2.68656439,0.01766616,0.48149721
-5.68184092,5.15732936,0.00460564,1.37802201,2.35428623,2.70856977,0.01848165,0.47695046
-5.67583792,5.19561450,0.00497795,1.38292209,2.36597143,2.73964929,0.01938333,0.47616379
-5.66983492,5.25061896,0.00540927,1.39062946,2.38340138,2.77987379,0.02037608,0.47924532
-5.66383192,5.32258508,0.00590183,1.40124940,2.40701843,2.82916609,0.02146382,0.48625945
-5.65782891,5.41142958,0.00645695,1.41481524,2.43710072,2.88728154,0.02264911,0.49722288
-5.65182591,5.51670271,0.00707498,1.43127686,2.47373722,2.95379040,0.02393283,0.51210034
-5.64582291,5.63755436,0.00775508,1.45049115,2.51680786,3.02806363,0.02531379,0.53080055
-5.63981991,5.77271014,0.00849517,1.47221549,2.56597003,3.10926349,0.02678844,0.55317243
-5.63381691,5.92046017,0.00929177,1.49610481,2.62065269,3.19634050,0.02835058,0.57900226
-5.62781391,6.07866279,0.01013998,1.52171269,2.68005888,3.28803772,0.02999114,0.60801185
-5.62181091,6.24476494,0.01103339,1.54849705,2.74317705,3.38290337,0.03169801,0.63985831
-5.61580790,6.41583997,0.01196414,1.57583024,2.80880138,3.47931214,0.03345605,0.67413565
-5.60980490,6.58864308,0.01292290,1.60301368,2.87556053,3.57549523,0.03524710,0.71037844
-5.60380190,6.75968347,0.01389903,1.62929648,2.94195425,3.66957883,0.03705019,0.74806794
-5.59779890,6.92531154,0.01488072,1.65389751,3.00639651,3.75962994,0.03884183,0.78664055
-5.59179590,7.08181865,0.01585522,1.67603019,3.06726382,3.84370840,0.04059647,0.82549871
-5.58579290,7.22554606,0.01680907,1.69492894,3.12294687,3.91992339,0.04228700,0.86402407
-5.57978989,7.35299932,0.01772850,1.70987630,3.17190367,3.98649230,0.04388542,0.90159267
-5.57378689,7.46096378,0.01859972,1.72022955,3.21271220,4.04179988,0.04536358,0.93759163
-5.56778389,7.54661657,0.01940936,1.72544579,3.24412050,4.08445513,0.04669398,0.97143694
-5.56178089,7.60763069,0.02014489,1.72510431,3.26509244,4.11334370,0.04785059,1.00259163
-5.55577789,7.64226669,0.02079501,1.71892533,3.27484736,4.12767337,0.04880969,1.03058356
-5.54977489,7.64944792,0.02135005,1.70678431,3.27289218,4.12701060,0.04955067,1.05502214
-5.54377189,7.62881595,0.02180235,1.68872123,3.25904474,4.11130637,0.05005675,1.07561316
-5.53776888,7.58076352,0.02214655,1.66494434,3.23344767,4.08090986,0.05031566,1.09217093
-5.53176588,7.50644309,0.02237979,1.63582838,3.19657218,4.03656909,0.05032007,1.10462708
-5.52576288,7.40775013,0.02250193,1.60190717,3.14921191,3.97941816,0.05006796,1.11303545
-5.51975988,7.28728141,0.02251549,1.56386097,3.09246675,3.91095114,0.04956280,1.11757257
-5.51375688,7.14826920,0.02242567,1.52249909,3.02771763,3.83298350,0.04881352,1.11853358
-5.50775388,6.99449374,0.02224016,1.47873839,2.95659281,3.74760198,0.04783425,1.11632348
-5.50175088,6.83017666,0.02196884,1.43357852,2.88092698,3.65710493,0.04664400,1.11144381
-5.49574787,6.65985919,0.02162344,1.38807482,2.80271434,3.56393497,0.04526601,1.10447535
-5.48974487,6.48826934,0.02121712,1.34330970,2.72405723,3.47060642,0.04372709,1.09605720
-5.48374187,6.32018265,0.02076394,1.30036367,2.64711152,3.37963009,0.04205675,1.08686313
-5.47773887,6.16028121,0.02027833,1.26028667,2.57403054,3.29343801,0.04028632,1.07757617
-5.47173587,6.01301577,0.01977457,1.22407077,2.50690879,3.21431082,0.03844797,1.06886228
-5.46573287,5.88247543,0.01926622,1.19262475,2.44772696,3.14431022,0.03657375,1.06134444
-5.45972986,5.77226886,0.01876566,1.16675135,2.39829942,3.08521872,0.03469468,1.05557805
-5.45372686,5.68542089,0.01828366,1.14712749,2.36022552,3.03848850,0.03283989,1.05202877
-5.44772386,5.62428705,0.01782899,1.13428795,2.33484568,3.00520109,0.03103585,1.05105371
-5.44172086,5.59048852,0.01740820,1.12861249,2.32320320,2.98603861,0.02930576,1.05288684
-5.43571786,5.58486867,0.01702549,1.13031685,2.32601264,2.98126746,0.02766903,1.05762910
-5.42971486,5.60747205,0.01668261,1.13944723,2.34363557,2.99073440,0.02614102,1.06524369
-5.42371186,5.65754565,0.01637896,1.15587851,2.37606412,3.01387478,0.02473279,1.07555677
-5.41770885,5.73356173,0.01611178,1.17931596,2.42291295,3.04973231,0.02345112,1.08826334
-5.41170585,5.83326100,0.01587638,1.20930023,2.48341996,3.09698927,0.02229864,1.10293813
-5.40570285,5.95371433,0.01566645,1.24521570,2.55645599,3.15400593,0.02127409,1.11905098
-5.39969985,6.09140095,0.01547451,1.28630176,2.64054359,3.21886777,0.02037264,1.13598603
-5.39369685,6.24230058,0.01529225,1.33166710,2.73388476,3.28943880,0.01958644,1.15306380
-5.38769385,6.40199707,0.01511103,1.38030671,2.83439742,3.36341946,0.01890503,1.16956541
-5.38169085,6.56579066,0.01492223,1.43112152,2.93976006,3.43840738,0.01831600,1.18475786
-5.37568784,6.72881624,0.01471772,1.48294032,3.04746385,3.51195943,0.01780551,1.19791932
-5.36968484,6.88616462,0.01449014,1.53454390,3.15487115,3.58165352,0.01735891,1.20836367
-5.36368184,7.03300417,0.01423323,1.58469093,3.25927920,3.64514868,0.01696124,1.21546323
-5.35767884,7.16470003,0.01394205,1.63214517,3.35798733,3.70024227,0.01659780,1.21866898
-5.35167584,7.27692814,0.01361309,1.67570361,3.44836602,3.74492287,0.01625462,1.21752779
-5.34567284,7.36578158,0.01324443,1.71422470,3.52792579,3.77741797,0.01591877,1.21169586
-5.33966983,7.42786664,0.01283566,1.74665623,3.59438375,3.79623547,0.01557882,1.20094845
-5.33366683,7.46038624,0.01238788,1.77206174,3.64572576,3.80019812,0.01522497,1.18518549
-5.32766383,7.46120879,0.01190357,1.78964492,3.68026203,3.78847019,0.01484932,1.16443317
-5.32166083,7.42892028,0.01138642,1.79877090,3.69667412,3.76057589,0.01444591,1.13884179
-5.31565783,7.36285837,0.01084115,1.79898374,3.69405168,3.71640907,0.01401080,1.10867997
-5.30965483,7.26312726,0.01027331,1.79001929,3.67191745,3.65623398,0.01354200,1.07432577
-5.30365183,7.13059272,0.00968903,1.77181281,3.63023942,3.58067708,0.01303939,1.03625522
-5.29764882,6.96685732,0.00909481,1.74450099,3.56942985,3.49071006,0.01250459,0.99502860
-5.29164582,6.77421633,0.00849734,1.70841793,3.49033080,3.38762448,0.01194074,0.95127529
-5.28564282,6.55559561,0.00790324,1.66408535,3.39418696,3.27299867,0.01135231,0.90567757
-5.27963982,6.31447309,0.00731899,1.61219702,3.28260664,3.14865776,0.01074488,0.85895390
-5.27363682,6.05478650,0.00675071,1.55359818,3.15751246,3.01662803,0.01012483,0.81184234
-5.26763382,5.78082999,0.00620411,1.48926039,3.02108365,2.87908664,0.00949913,0.76508435
-5.26163082,5.49714302,0.00568443,1.42025308,2.87569219,2.73830845,0.00887508,0.71940941
-5.25562781,5.20839505,0.00519633,1.34771260,2.72383517,2.59661128,0.00826008,0.67552086
-5.24962481,4.91926968,0.00474397,1.27281015,2.56806584,2.45630124,0.00766138,0.63408300
-5.24362181,4.63435172,0.00433094,1.19671966,2.41092589,2.31961971,0.00708593,0.59570970
-5.23761881,4.35802066,0.00396037,1.12058701,2.25488113,2.18869336,0.00654016,0.56095461
-5.23161581,4.09435355,0.00363491,1.04550140,2.10226280,2.06548865,0.00602991,0.53030299
-5.22561281,3.84703982,0.00335682,0.97247012,1.95521591,1.95177170,0.00556026,0.50416499
-5.21960980,3.61930991,0.00312802,0.90239722,1.81565619,1.84907473,0.00513550,0.48287062
-5.21360680,3.41387933,0.00295016,0.83606688,1.68523640,1.75866935,0.00475907,0.46666599
-5.20760380,3.23290855,0.00282469,0.77413146,1.56532228,1.68154727,0.00443357,0.45571099
-5.20160080,3.07797912,0.00275290,0.71710466,1.45697839,1.61840850,0.00416076,0.45007822
-5.19559780,2.95008533,0.00273594,0.66535935,1.36096321,1.56965671,0.00394162,0.44975304
-5.18959480,2.84964056,0.00277492,0.61912988,1.27773290,1.53540156,0.00377640,0.45463481
-5.18359180,2.77649697,0.00287084,0.57851827,1.20745277,1.51546740,0.00366475,0.46453917
-5.17758879,2.72997683,0.00302467,0.54350375,1.15001517,1.50940762,0.00360576,0.47920143
-5.17158579,2.70891373,0.00323729,0.51395482,1.10506275,1.51652397,0.00359815,0.49828094
-5.16558279,2.71170175,0.00350948,0.48964320,1.07201556,1.53588995,0.00364035,0.52136664
-5.15957979,2.73635063,0.00384188,0.47025888,1.05010104,1.56637762,0.00373061,0.54798357
-5.15357679,2.78054526,0.00423492,0.45542566,1.03838541,1.60668688,0.00386721,0.57760056
-5.14757379,2.84170771,0.00468873,0.44471650,1.03580575,1.65537664,0.00404846,0.60963883
-5.14157079,2.91706036,0.00520308,0.43766826,1.04120161,1.71089705,0.00427292,0.64348174
-5.13556778,3.00368879,0.00577730,0.43379539,1.05334568,1.77162230,0.00453941,0.67848528
-5.12956478,3.09860326,0.00641012,0.43260232,1.07097267,1.83588330,0.00484709,0.71398944
-5.12356178,3.19879790,0.00709962,0.43359434,1.09280636,1.90199982,0.00519553,0.74933001
-5.11755878,3.30130665,0.00784309,0.43628697,1.11758413,1.96831158,0.00558465,0.78385084
-5.11155578,3.40325543,0.00863695,0.44021376,1.14407913,2.03320773,0.00601472,0.81691609
-5.10555278,3.50190979,0.00947668,0.44493262,1.17111986,2.09515456,0.00648630,0.84792220
-5.09954977,3.59471770,0.01035672,0.45003086,1.19760715,2.15272077,0.00700006,0.87630935
-5.09354677,3.67934691,0.01127044,0.45512902,1.22252864,2.20460012,0.00755668,0.90157200
-5.08754377,3.75371665,0.01221011,0.45988362,1.24497069,2.24963104,0.00815663,0.92326818
-5.08154077,3.81602337,0.01316696,0.46398920,1.26412799,2.28681299,0.00880001,0.94102740
-5.07553777,3.86476035,0.01413118,0.46717946,1.27931074,2.31531919,0.00948624,0.95455673
-5.06953477,3.89873100,0.01509202,0.46922800,1.28994966,2.33450573,0.01021388,0.96364505
-5.06353177,3.91705606,0.01603797,0.46994843,1.29559880,2.34391681,0.01098042,0.96816528
-5.05752876,3.91917460,0.01695689,0.46919419,1.29593632,2.34328617,0.01178203,0.96807465
-5.05152576,3.90483921,0.01783622,0.46685789,1.29076326,2.33253476,0.01261342,0.96341286
-5.04552276,3.87410565,0.01866328,0.46287039,1.28000052,2.31176484,0.01346775,0.95429853
-5.03951976,3.82731746,0.01942547,0.45719957,1.26368402,2.28125067,0.01433655,0.94092389
-5.03351676,3.76508609,0.02011065,0.44984866,1.24195829,2.24142628,0.01520978,0.92354798
-5.02751376,3.68826709,0.02070737,0.44085440,1.21506856,2.19287057,0.01607591,0.90248877
-5.02151076,3.59793315,0.02120521,0.43028471,1.18335160,2.13629021,0.01692215,0.87811429
-5.01550775,3.49534458,0.02159509,0.41823613,1.14722536,2.07250091,0.01773468,0.85083323
-5.00950475,3.38191807,0.02186949,0.40483089,1.10717775,2.00240744,0.01849905,0.82108522
-5.00350175,3.25919430,0.02202274,0.39021368,1.06375469,1.92698292,0.01920056,0.78933100
-4.99749875,3.12880506,0.02205117,0.37454818,1.01754758,1.84724795,0.01982470,0.75604289
-4.99149575,2.99244063,0.02195325,0.35801336,0.96918059,1.76424980,0.02035768,0.72169550
-4.98549275,2.85181773,0.02172967,0.34079963,0.91929783,1.67904232,0.02078689,0.68675716
-4.97948974,2.70864874,0.02138335,0.32310486,0.86855066,1.59266669,0.02110136,0.65168180
-4.97348674,2.56461248,0.02091937,0.30513050,0.81758539,1.50613354,0.02129220,0.61690172
-4.96748374,2.42132691,0.02034486,0.28707759,0.76703153,1.42040645,0.02135295,0.58282104
-4.96148074,2.28032422,0.01966881,0.26914311,0.71749080,1.33638730,0.02127987,0.54981005
-4.95547774,2.14302845,0.01890183,0.25151637,0.66952700,1.25490352,0.02107214,0.51820025
-4.94947474,2.01073593,0.01805587,0.23437579,0.62365704,1.17669740,0.02073189,0.48828037
-4.94347174,1.88459897,0.01714389,0.21788602,0.58034305,1.10241766,0.02026421,0.46029310
-4.93746873,1.76561274,0.01617958,0.20219540,0.53998591,1.03261337,0.01967701,0.43443278
-4.93146573,1.65460584,0.01517693,0.18743391,0.50292008,0.96773026,0.01898076,0.41084393
-4.92546273,1.55223464,0.01414997,0.17371159,0.46940999,0.90810950,0.01818820,0.38962069
-4.91945973,1.45898143,0.01311239,0.16111746,0.43964782,0.85398906,0.01731390,0.37080722
-4.91345673,1.37515667,0.01207728,0.14971891,0.41375295,0.80550751,0.01637385,0.35439911
-4.90745373,1.30090521,0.01105684,0.13956160,0.39177286,0.76271017,0.01538499,0.34034576
-4.90145073,1.23621639,0.01006219,0.13066990,0.37368554,0.72555756,0.01436468,0.32855378
-4.89544772,1.18093781,0.00910321,0.12304772,0.35940337,0.69393588,0.01333030,0.31889137
-4.88944472,1.13479240,0.00818839,0.11667980,0.34877836,0.66766913,0.01229874,0.31119362
-4.88344172,1.09739821,0.00732478,0.11153341,0.34160855,0.64653250,0.01128605,0.30526862
-4.87743872,1.06829029,0.00651797,0.10756033,0.33764557,0.63026664,0.01030709,0.30090420
-4.87143572,1.04694390,0.00577213,0.10469908,0.33660296,0.61859203,0.00937527,0.29787516
-4.86543272,1.03279796,0.00509006,0.10287737,0.33816521,0.61122304,0.00850235,0.29595074
-4.85942971,1.02527794,0.00447327,0.10201463,0.34199710,0.60788093,0.00769827,0.29490203
-4.85342671,1.02381706,0.00392212,0.10202452,0.34775310,0.60830511,0.00697115,0.29450907
-4.84742371,1.02787474,0.00343595,0.10281738,0.35508659,0.61226219,0.00632720,0.29456738
-4.84142071,1.03695164,0.00301322,0.10430252,0.36365849,0.61955220,0.00577084,0.29489359
-4.83541771,1.05060024,0.00265164,0.10639024,0.37314505,0.63001162,0.00530468,0.29532992
-4.82941471,1.06843064,0.00234835,0.10899353,0.38324457,0.64351301,0.00492970,0.29574745
-4.82341171,1.09011119,0.00210000,0.11202939,0.39368274,0.65996117,0.00464532,0.29604786
-4.81740870,1.11536405,0.00190291,0.11541979,0.40421652,0.67928600,0.00444955,0.29616365
-4.81140570,1.14395587,0.00175314,0.11909213,0.41463644,0.70143241,0.00433912,0.29605694
-4.80540270,1.17568442,0.00164663,0.12297937,0.42476728,0.72634789,0.00430958,0.29571686
-4.79939970,1.21036193,0.00157920,0.12701976,0.43446722,0.75396847,0.00435546,0.29515560
-4.79339670,1.24779639,0.00154668,0.13115624,0.44362566,0.78420396,0.00447035,0.29440365
-4.78739370,1.28777220,0.00154491,0.13533570,0.45215990,0.81692352,0.00464704,0.29350427
-4.78139070,1.33003146,0.00156978,0.13950804,0.46001091,0.85194251,0.00487762,0.29250757
-4.77538769,1.37425759,0.00161729,0.14362525,0.46713871,0.88901168,0.00515357,0.29146468
-4.76938469,1.42006242,0.00168354,0.14764056,0.47351753,0.92780962,0.00546592,0.29042223
-4.76338169,1.46697803,0.00176477,0.15150781,0.47913116,0.96793916,0.00580533,0.28941749
-4.75737869,1.51445420,0.00185737,0.15518109,0.48396889,1.00892829,0.00616227,0.28847448
-4.75137569,1.56186203,0.00195791,0.15861470,0.48802220,1.05023582,0.00652713,0.28760128
-4.74537269,1.60850384,0.00206318,0.16176351,0.49128248,1.09126187,0.00689039,0.28678850
-4.73936968,1.65362916,0.00217018,0.16458365,0.49373977,1.13136264,0.00724283,0.28600932
-4.73336668,1.69645601,0.00227619,0.16703363,0.49538276,1.16986917,0.00757563,0.28522063
-4.72736368,1.73619653,0.00237875,0.16907566,0.49619964,1.20610888,0.00788062,0.28436550
-4.72136068,1.77208557,0.00247575,0.17067721,0.49618003,1.23942907,0.00815042,0.28337665
-4.71535768,1.80341056,0.00256540,0.17181266,0.49531737,1.26922107,0.00837859,0.28218070
-4.70935468,1.82954119,0.00264627,0.17246489,0.49361177,1.29494374,0.00855979,0.28070283
-4.70335168,1.84995692,0.00271733,0.17262668,0.49107289,1.31614519,0.00868990,0.27887170
-4.69734867,1.86427099,0.00277790,0.17230192,0.48772255,1.33248135,0.00876606,0.27662423
-4.69134567,1.87224937,0.00282768,0.17150626,0.48359682,1.34373072,0.00878678,0.27390988
-4.68534267,1.87382368,0.00286675,0.17026748,0.47874735,1.34980422,0.00875187,0.27069433
-4.67933967,1.86909740,0.00289549,0.16862513,0.47324175,1.35074998,0.00866246,0.26696225
-4.67333667,1.85834508,0.00291460,0.16662978,0.46716304,1.34675269,0.00852088,0.26271903
-4.66733367,1.84200458,0.00292501,0.16434162,0.46060806,1.33812785,0.00833058,0.25799144
-4.66133067,1.82066315,0.00292784,0.16182869,0.45368498,1.32531114,0.00809596,0.25282722
-4.65532766,1.79503790,0.00292438,0.15916463,0.44651014,1.30884382,0.00782221,0.24729359
-4.64932466,1.76595213,0.00291594,0.15642623,0.43920431,1.28935488,0.00751511,0.24147495
-4.64332166,1.73430864,0.00290389,0.15369075,0.43188874,1.26754094,0.00718086,0.23546976
-4.63731866,1.70106163,0.00288951,0.15103328,0.42468123,1.24414503,0.00682582,0.22938708
-4.63131566,1.66718837,0.00287403,0.14852426,0.41769247,1.21993520,0.00645641,0.22334265
-4.62531266,1.63366226,0.00285847,0.14622717,0.41102294,1.19568390,0.00607885,0.21745506
-4.61930965,1.60142810,0.00284372,0.14419669,0.40476050,1.17214892,0.00569907,0.21184205
-4.61330665,1.57138053,0.00283042,0.14247724,0.39897883,1.15005644,0.00532252,0.20661722
-4.60730365,1.54434629,0.00281900,0.14110212,0.39373682,1.13008670,0.00495414,0.20188724
-4.60130065,1.52107045,0.00280965,0.14009313,0.38907877,1.11286232,0.00459823,0.19774971
-4.59529765,1.50220660,0.00280234,0.13946077,0.38503554,1.09893928,0.00425843,0.19429178
-4.58929465,1.48831081,0.00279683,0.13920497,0.38162623,1.08880044,0.00393769,0.19158937
-4.58329165,1.47983871,0.00279269,0.13931623,0.37886050,1.08285112,0.00363831,0.18970720
-4.57728864,1.47714526,0.00278934,0.13977715,0.37674107,1.08141648,0.00336190,0.18869929
-4.57128564,1.48048627,0.00278608,0.14056418,0.37526631,1.08474016,0.00310949,0.18860998
-4.56528264,1.49002122,0.00278216,0.14164957,0.37443270,1.09298374,0.00288154,0.18947524
-4.55927964,1.50581652,0.00277674,0.14300329,0.37423686,1.10622675,0.00267801,0.19132413
-4.55327664,1.52784880,0.00276903,0.14459487,0.37467703,1.12446691,0.00249840,0.19418019
-4.54727364,1.55600788,0.00275826,0.14639503,0.37575394,1.14762048,0.00234186,0.19806270
-4.54127064,1.59009916,0.00274372,0.14837706,0.37747085,1.17552276,0.00220719,0.20298758
-4.53526763,1.62984549,0.00272480,0.15051780,0.37983294,1.20792878,0.00209293,0.20896780
-4.52926463,1.67488872,0.00270100,0.15279818,0.38284587,1.24451457,0.00199741,0.21601337
-4.52326163,1.72479120,0.00267194,0.15520345,0.38651383,1.28487915,0.00191879,0.22413070
-4.51725863,1.77903775,0.00263737,0.15772287,0.39083708,1.32854771,0.00185511,0.23332150
-4.51125563,1.83703843,0.00259719,0.16034911,0.39580918,1.37497638,0.00180432,0.24358117
-4.50525263,1.89813287,0.00255139,0.16307732,0.40141420,1.42355865,0.00176433,0.25489689
-4.49924962,1.96159625,0.00250010,0.16590388,0.40762407,1.47363398,0.00173305,0.26724542
-4.49324662,2.02664761,0.00244352,0.16882519,0.41439627,1.52449844,0.00170841,0.28059094
-4.48724362,2.09246037,0.00238196,0.17183621,0.42167210,1.57541738,0.00168840,0.29488295
-4.48124062,2.15817533,0.00231579,0.17492923,0.42937575,1.62563998,0.00167112,0.31005449
-4.47523762,2.22291569,0.00224540,0.17809275,0.43741413,1.67441518,0.00165479,0.32602084
-4.46923462,2.28580401,0.00217126,0.18131057,0.44567778,1.72100858,0.00163779,0.34267880
-4.46323162,2.34598031,0.00209382,0.18456129,0.45404261,1.76471953,0.00161870,0.35990674
-4.45722861,2.40262078,0.00201355,0.18781813,0.46237273,1.80489791,0.00159629,0.37756536
-4.45122561,2.45495623,0.00193092,0.19104909,0.47052391,1.84095961,0.00156959,0.39549923
-4.44522261,2.50228949,0.00184637,0.19421759,0.47834787,1.87240017,0.00153783,0.41353916
-4.43921961,2.54401096,0.00176037,0.19728338,0.48569693,1.89880592,0.00150053,0.43150513
-4.43321661,2.57961153,0.00167333,0.20020370,0.49242886,1.91986206,0.00145743,0.44920979
-4.42721361,2.60869229,0.00158568,0.20293475,0.49841174,1.93535734,0.00140853,0.46646235
-4.42121061,2.63097054,0.00149783,0.20543314,0.50352848,1.94518520,0.00135403,0.48307258
-4.41520760,2.64628200,0.00141017,0.20765742,0.50768070,1.94934141,0.00129434,0.49885490
-4.40920460,2.65457904,0.00132311,0.20956953,0.51079189,1.94791845,0.00123006,0.51363215
-4.40320160,2.65592519,0.00123703,0.21113597,0.51280952,1.94109696,0.00116191,0.52723913
-4.39719860,2.65048651,0.00115232,0.21232881,0.51370613,1.92913503,0.00109073,0.53952552
-4.39119560,2.63852010,0.00106938,0.21312633,0.51347915,1.91235578,0.00101745,0.55035829
-4.38519260,2.62036077,0.00098860,0.21351329,0.51214963,1.89113412,0.00094301,0.55962336
-4.37918959,2.59640651,0.00091035,0.21348092,0.50975995,1.86588339,0.00086837,0.56722663
-4.37318659,2.56710357,0.00083502,0.21302649,0.50637046,1.83704256,0.00079447,0.57309439
-4.36718359,2.53293208,0.00076295,0.21215265,0.50205559,1.80506461,0.00072219,0.57717311
-4.36118059,2.49439262,0.00069450,0.21086649,0.49689931,1.77040653,0.00065233,0.57942874
-4.35517759,2.45199462,0.00062999,0.20917854,0.49099054,1.73352130,0.00058563,0.57984575
-4.34917459,2.40624670,0.00056970,0.20710160,0.48441846,1.69485189,0.00052271,0.57842578
-4.34317159,2.35764933,0.00051388,0.20464971,0.47726832,1.65482733,0.00046408,0.57518636
-4.33716858,2.30668968,0.00046277,0.20183715,0.46961768,1.61386059,0.00041015,0.57015948
-4.33116558,2.25383862,0.00041653,0.19867768,0.46153351,1.57234797,0.00036124,0.56339038
-4.32516258,2.19954944,0.00037530,0.19518400,0.45307011,1.53066952,0.00031756,0.55493645
-4.31915958,2.14425802,0.00033919,0.19136745,0.44426806,1.48919009,0.00027926,0.54486631
-4.31315658,2.08838379,0.00030824,0.18723806,0.43515419,1.44826047,0.00024640,0.53325918
-4.30715358,2.03233108,0.00028247,0.18280483,0.42574239,1.40821818,0.00021899,0.52020436
