energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.69384692,0.44778576,0.34692474,0.05481421,0.00000282,0.05467810,0.00086264,0.26306131,0.10991426,0.07372805
-5.68784392,0.46565342,0.34812131,0.05590011,0.00000305,0.06151441,0.00090449,0.26696998,0.11259970,0.07927935
-5.68184092,0.48349686,0.34747429,0.05686367,0.00000349,0.06884168,0.00096040,0.27011456,0.11506096,0.08506864
-5.67583792,0.50145436,0.34509820,0.05773701,0.00000415,0.07663914,0.00103170,0.27262327,0.11735367,0.09108221
-5.66983492,0.51971246,0.34116434,0.05856195,0.00000505,0.08487934,0.00112016,0.27466893,0.11954992,0.09730577
-5.66383192,0.53849990,0.33589479,0.05938896,0.00000622,0.09352881,0.00122790,0.27646364,0.12173644,0.10372442
-5.65782891,0.55808015,0.32955447,0.06027593,0.00000770,0.10254905,0.00135735,0.27825187,0.12401231,0.11032281
-5.65182591,0.57874257,0.32244165,0.06128663,0.00000955,0.11189784,0.00151118,0.28030223,0.12648608,0.11708537
-5.64582291,0.60079261,0.31487726,0.06248881,0.00001183,0.12153083,0.00169221,0.28289804,0.12927264,0.12399675
-5.63981991,0.62454128,0.30719332,0.06395229,0.00001461,0.13140339,0.00190329,0.28632708,0.13248967,0.13104237
-5.63381691,0.65029414,0.29972090,0.06574673,0.00001800,0.14147266,0.00214725,0.29087081,0.13625397,0.13820913
-5.62781391,0.67834035,0.29277820,0.06793947,0.00002209,0.15169966,0.00242676,0.29679340,0.14067774,0.14548610
-5.62181091,0.70894192,0.28665909,0.07059331,0.00002701,0.16205137,0.00274427,0.30433109,0.14586495,0.15286542
-5.61580790,0.74232370,0.28162260,0.07376443,0.00003289,0.17250283,0.00310186,0.31368211,0.15190787,0.16034307
-5.60980490,0.77866431,0.27788365,0.07750043,0.00003991,0.18303884,0.00350118,0.32499769,0.15888395,0.16791961
-5.60380190,0.81808839,0.27560556,0.08183866,0.00004823,0.19365553,0.00394339,0.33837446,0.16685317,0.17560085
-5.59779890,0.86066046,0.27489445,0.08680480,0.00005807,0.20436138,0.00442904,0.35384860,0.17585585,0.18339826
-5.59179590,0.90638048,0.27579580,0.09241186,0.00006965,0.21517774,0.00495806,0.37139198,0.18591119,0.19132917
-5.58579290,0.95518145,0.27829330,0.09865952,0.00008321,0.22613880,0.00552970,0.39091055,0.19701635,0.19941669
-5.57978989,1.00692904,0.28231002,0.10553394,0.00009904,0.23729088,0.00614257,0.41224512,0.20914627,0.20768929
-5.57378689,1.06142320,0.28771185,0.11300802,0.00011743,0.24869103,0.00679459,0.43517442,0.22225426,0.21617998
-5.56778389,1.11840182,0.29431308,0.12104204,0.00013870,0.26040499,0.00748309,0.45942067,0.23627312,0.22492516
-5.56178089,1.17754626,0.30188387,0.12958476,0.00016319,0.27250450,0.00820482,0.48465724,0.25111698,0.23396312
-5.55577789,1.23848842,0.31015942,0.13857484,0.00019130,0.28506394,0.00895608,0.51051828,0.26668364,0.24333213
-5.54977489,1.30081921,0.31885040,0.14794262,0.00022339,0.29815661,0.00973275,0.53661002,0.28285734,0.25306835
-5.54377189,1.36409802,0.32765423,0.15761207,0.00025989,0.31185052,0.01053047,0.56252321,0.29951183,0.26320343
-5.53776888,1.42786277,0.33626691,0.16750296,0.00030124,0.32620402,0.01134467,0.58784638,0.31651369,0.27376202
-5.53176588,1.49164026,0.34439481,0.17753308,0.00034789,0.34126137,0.01217077,0.61217924,0.33372569,0.28475925
-5.52576288,1.55495632,0.35176601,0.18762042,0.00040031,0.35704842,0.01300420,0.63514586,0.35101006,0.29619827
-5.51975988,1.61734542,0.35814084,0.19768534,0.00045898,0.37356865,0.01384055,0.65640698,0.36823158,0.30806799
-5.51375688,1.67835958,0.36332113,0.20765247,0.00052442,0.39079970,0.01467564,0.67567108,0.38526049,0.32034115
-5.50775388,1.73757611,0.36715786,0.21745251,0.00059714,0.40869065,0.01550554,0.69270365,0.40197494,0.33297281
-5.50175088,1.79460418,0.36955701,0.22702361,0.00067767,0.42716013,0.01632666,0.70733447,0.41826305,0.34589938
-5.49574787,1.84909010,0.37048330,0.23631263,0.00076655,0.44609553,0.01713571,0.71946260,0.43402462,0.35903830
-5.48974487,1.90072134,0.36996187,0.24527591,0.00086431,0.46535326,0.01792975,0.72905882,0.44917228,0.37228840
-5.48374187,1.94922930,0.36807775,0.25387981,0.00097152,0.48476023,0.01870610,0.73616577,0.46363239,0.38553101
-5.47773887,1.99439111,0.36497332,0.26210091,0.00108869,0.50411661,0.01946232,0.74089559,0.47734541,0.39863183
-5.47173587,2.03603048,0.36084384,0.26992590,0.00121636,0.52319961,0.02019613,0.74342544,0.49026605,0.41144355
-5.46573287,2.07401796,0.35593129,0.27735124,0.00135500,0.54176850,0.02090535,0.74399107,0.50236321,0.42380911
-5.45972986,2.10827070,0.35051691,0.28438251,0.00150505,0.55957048,0.02158783,0.74287888,0.51361959,0.43556561
-5.45372686,2.13875192,0.34491262,0.29103360,0.00166686,0.57634733,0.02224131,0.74041667,0.52403136,0.44654862
-5.44772386,2.16547024,0.33945177,0.29732566,0.00184072,0.59184258,0.02286343,0.73696366,0.53360759,0.45659687
-5.44172086,2.18847892,0.33447955,0.30328597,0.00202674,0.60580896,0.02345160,0.73290011,0.54236979,0.46555707
-5.43571786,2.20787504,0.33034338,0.30894655,0.00222489,0.61801591,0.02400298,0.72861684,0.55035135,0.47328869
-5.42971486,2.22379855,0.32738358,0.31434281,0.00243496,0.62825673,0.02451445,0.72450507,0.55759712,0.47966857
-5.42371186,2.23643123,0.32592468,0.31951195,0.00265645,0.63635534,0.02498257,0.72094686,0.56416293,0.48459511
-5.41770885,2.24599532,0.32626741,0.32449148,0.00288864,0.64217226,0.02540363,0.71830625,0.57011530,0.48799196
-5.41170585,2.25275190,0.32868175,0.32931754,0.00313046,0.64560964,0.02577366,0.71692149,0.57553114,0.48981104
-5.40570285,2.25699872,0.33340097,0.33402334,0.00338053,0.64661536,0.02608851,0.71709826,0.58049765,0.49003477
-5.39969985,2.25906778,0.34061685,0.33863765,0.00363708,0.64518586,0.02634393,0.71910405,0.58511232,0.48867754
-5.39369685,2.25932226,0.35047605,0.34318339,0.00389800,0.64136794,0.02653567,0.72316374,0.58948318,0.48578630
-5.38769385,2.25815333,0.36307771,0.34767634,0.00416080,0.63525938,0.02665962,0.72945634,0.59372921,0.48144034
-5.38169085,2.25597658,0.37847205,0.35212414,0.00442265,0.62700851,0.02671196,0.73811296,0.59798113,0.47575039
-5.37568784,2.25322861,0.39666024,0.35652558,0.00468041,0.61681296,0.02668932,0.74921581,0.60238244,0.46885697
-5.36968484,2.25036375,0.41759521,0.36087017,0.00493064,0.60491748,0.02658892,0.76279849,0.60709088,0.46092830
-5.36368184,2.24785132,0.44118351,0.36513815,0.00516976,0.59161118,0.02640877,0.77884726,0.61228014,0.45215771
-5.35767884,2.24617348,0.46728811,0.36930090,0.00539403,0.57722436,0.02614783,0.79730344,0.61814192,0.44276084
-5.35167584,2.24582408,0.49573217,0.37332178,0.00559971,0.56212478,0.02580612,0.81806688,0.62488821,0.43297266
-5.34567284,2.24730821,0.52630362,0.37715740,0.00578313,0.54671381,0.02538489,0.84100036,0.63275350,0.42304441
-5.33966983,2.25114283,0.55876057,0.38075930,0.00594082,0.53142216,0.02488668,0.86593506,0.64199693,0.41324053
-5.33366683,2.25785788,0.59283746,0.38407594,0.00606961,0.51670545,0.02431538,0.89267670,0.65290397,0.40383575
-5.32766383,2.26799785,0.62825181,0.38705499,0.00616675,0.50303936,0.02367627,0.92101253,0.66578732,0.39511202
-5.32166083,2.28212317,0.66471148,0.38964581,0.00622997,0.49091441,0.02297597,0.95071869,0.68098671,0.38735562
-5.31565783,2.30081090,0.70192220,0.39180196,0.00625760,0.48083008,0.02222238,0.98156798,0.69886724,0.38085409
-5.30965483,2.32465389,0.73959518,0.39348371,0.00624864,0.47328828,0.02142452,1.01333744,0.71981586,0.37589305
-5.30365183,2.35425794,0.77745452,0.39466032,0.00620277,0.46878585,0.02059240,1.04581566,0.74423573,0.37275263
-5.29764882,2.39023586,0.81524407,0.39531211,0.00612040,0.46780618,0.01973678,1.07880928,0.77253814,0.37170359
-5.29164582,2.43319815,0.85273349,0.39543198,0.00600265,0.47080965,0.01886894,1.11214838,0.80513189,0.37300292
-5.28564282,2.48373948,0.88972307,0.39502659,0.00585134,0.47822310,0.01800040,1.14569036,0.84241018,0.37688882
-5.27963982,2.54242095,0.92604705,0.39411675,0.00566889,0.49042831,0.01714261,1.17932184,0.88473509,0.38357509
-5.27363682,2.60974789,0.96157518,0.39273735,0.00545833,0.50774966,0.01630672,1.21295857,0.93242005,0.39324500
-5.26763382,2.68614376,0.99621222,0.39093645,0.00522312,0.53044149,0.01550321,1.24654291,0.98571079,0.40604465
-5.26163082,2.77192072,1.02989541,0.38877383,0.00496710,0.55867534,0.01474170,1.28003901,1.04476564,0.42207605
-5.25562781,2.86724798,1.06258981,0.38631883,0.00469435,0.59252772,0.01403065,1.31342567,1.10963586,0.44139017
-5.24962481,2.97211947,1.09428178,0.38364767,0.00440910,0.63196911,0.01337721,1.34668730,1.18024731,0.46398023
-5.24362181,3.08632251,1.12497071,0.38084042,0.00411559,0.67685470,0.01278703,1.37980319,1.25638436,0.48977569
-5.23761881,3.20940960,1.15465971,0.37797757,0.00381794,0.72691765,0.01226417,1.41273601,1.33767741,0.51863725
-5.23161581,3.34067530,1.18334560,0.37513657,0.00352010,0.78176556,0.01181104,1.44541985,1.42359500,0.55035333
-5.22561281,3.47914060,1.21100891,0.37238842,0.00322573,0.84088066,0.01142843,1.47774902,1.51344161,0.58463844
-5.21960980,3.62354656,1.23760467,0.36979450,0.00293814,0.90362426,0.01111559,1.50956819,1.60636207,0.62113380
-5.21360680,3.77235898,1.26305462,0.36740384,0.00266022,0.96924580,0.01087031,1.54066486,1.70135286,0.65941047
-5.20760380,3.92378534,1.28724156,0.36525105,0.00239442,1.03689651,0.01068912,1.57076485,1.79728094,0.69897528
-5.20160080,4.07580475,1.31000638,0.36335489,0.00214273,1.10564764,0.01056750,1.59953149,1.89290947,0.73927947
-5.19559780,4.22621057,1.33114817,0.36171776,0.00190667,1.17451286,0.01050013,1.62656896,1.98693034,0.77973012
-5.18959480,4.37266530,1.35042764,0.36032604,0.00168732,1.24247424,0.01048116,1.65142982,2.07800213,0.81970400
-5.18359180,4.51276570,1.36757391,0.35915131,0.00148531,1.30851092,0.01050449,1.67362687,2.16479237,0.85856354
-5.17758879,4.64411611,1.38229425,0.35815238,0.00130091,1.37162936,0.01056408,1.69264875,2.24602224,0.89567436
-5.17158579,4.76440690,1.39428651,0.35727808,0.00113404,1.43089410,0.01065420,1.70797873,2.32051186,0.93042367
-5.16558279,4.87149439,1.40325349,0.35647057,0.00098432,1.48545751,0.01076971,1.71911575,2.38722386,0.96223883
-5.15957979,4.96347861,1.40891824,0.35566898,0.00085113,1.53458729,0.01090629,1.72559661,2.44530326,0.99060524
-5.15357679,5.03877488,1.41103967,0.35481323,0.00073366,1.57769041,0.01106063,1.72701812,2.49411138,1.01508272
-5.14757379,5.09617540,1.40942716,0.35384776,0.00063097,1.61433221,0.01123056,1.72305783,2.53325201,1.03531961
-5.14157079,5.13489753,1.40395339,0.35272491,0.00054202,1.64424976,0.01141516,1.71349226,2.56258825,1.05106390
-5.13556778,5.15461593,1.39456454,0.35140777,0.00046573,1.66735867,0.01161479,1.69821139,2.58224895,1.06217084
-5.12956478,5.15547656,1.38128701,0.34987235,0.00040099,1.68375298,0.01183104,1.67722857,2.59262418,1.06860650
-5.12356178,5.13809163,1.36423038,0.34810888,0.00034673,1.69369792,0.01206669,1.65068521,2.59434972,1.07044720
-5.11755878,5.10351528,1.34358630,0.34612231,0.00030191,1.69761606,0.01232555,1.61884996,2.58828106,1.06787481
-5.11155578,5.05320130,1.31962334,0.34393178,0.00026555,1.69606711,0.01261229,1.58211234,2.57545829,1.06116795
-5.10555278,4.98894473,1.29267821,0.34156934,0.00023675,1.68972261,0.01293217,1.54097120,2.55706319,1.05068973
-5.09954977,4.91281030,1.26314383,0.33907784,0.00021468,1.67933657,0.01329085,1.49601868,2.53437091,1.03687253
-5.09354677,4.82705137,1.23145507,0.33650829,0.00019862,1.66571343,0.01369405,1.44792053,2.50869833,1.02020041
-5.08754377,4.73402336,1.19807304,0.33391671,0.00018791,1.64967493,0.01414729,1.39739395,2.48135178,1.00119035
-5.08154077,4.63609597,1.16346886,0.33136087,0.00018198,1.63202743,0.01465558,1.34518408,2.45357652,0.98037279
-5.07553777,4.53556853,1.12810801,0.32889694,0.00018033,1.61353116,0.01522312,1.29204047,2.42651049,0.95827275
-5.06953477,4.43459237,1.09243596,0.32657639,0.00018254,1.59487283,0.01585305,1.23869459,2.40114438,0.93539211
-5.06353177,4.33510366,1.05686607,0.32444326,0.00018822,1.57664277,0.01654723,1.18583956,2.37828982,0.91219396
-5.05752876,4.23876952,1.02177010,0.32253192,0.00019706,1.55931747,0.01730602,1.13411288,2.35855690,0.88908961
-5.05152576,4.14694944,0.98747197,0.32086552,0.00020876,1.54324821,0.01812815,1.08408278,2.34234197,0.86642868
-5.04552276,4.06067275,0.95424470,0.31945509,0.00022308,1.52865603,0.01901060,1.03623867,2.32982565,0.84449258
-5.03951976,3.98063262,0.92231049,0.31829945,0.00023976,1.51563299,0.01994861,0.99098563,2.32098093,0.82349153
-5.03351676,3.90719548,0.89184371,0.31738565,0.00025859,1.50414934,0.02093569,0.94864292,2.31559042,0.80356488
-5.02751376,3.84042457,0.86297622,0.31669025,0.00027936,1.49406598,0.02196371,0.90944611,2.31327141,0.78478458
-5.02151076,3.78011526,0.83580451,0.31618098,0.00030186,1.48515132,0.02302306,0.87355231,2.31350713,0.76716140
-5.01550775,3.72583950,0.81039787,0.31581896,0.00032588,1.47710143,0.02410290,0.84104770,2.31568231,0.75065325
-5.00950475,3.67699643,0.78680703,0.31556109,0.00035121,1.46956228,0.02519139,0.81195690,2.31912100,0.73517517
-5.00350175,3.63286609,0.76507237,0.31536277,0.00037766,1.46215296,0.02627606,0.78625311,2.32312451,0.72061017
-4.99749875,3.59266312,0.74523137,0.31518055,0.00040501,1.45448850,0.02734415,0.76386858,2.32700770,0.70682049
-4.99149575,3.55558784,0.72732461,0.31497473,0.00043308,1.44620127,0.02838301,0.74470463,2.33013174,0.69365849
-4.98549275,3.52087219,0.71140005,0.31471176,0.00046168,1.43695999,0.02938051,0.72864080,2.33193189,0.68097673
-4.97948974,3.48781873,0.69751544,0.31436639,0.00049064,1.42648550,0.03032546,0.71554262,2.33193936,0.66863681
-4.97348674,3.45583127,0.68573878,0.31392338,0.00051978,1.41456280,0.03120795,0.70526801,2.32979633,0.65651662
-4.96748374,3.42443648,0.67614698,0.31337885,0.00054898,1.40104892,0.03201976,0.69767196,2.32526413,0.64451578
-4.96148074,3.39329621,0.66882297,0.31274109,0.00057810,1.38587661,0.03275461,0.69260970,2.31822445,0.63255916
-4.95547774,3.36221086,0.66385158,0.31203091,0.00060704,1.36905409,0.03340843,0.68993848,2.30867428,0.62059861
-4.94947474,3.33111476,0.66131462,0.31128148,0.00063573,1.35066088,0.03397947,0.68951814,2.29671541,0.60861289
-4.94347174,3.30006455,0.66128564,0.31053768,0.00066410,1.33084067,0.03446840,0.69121084,2.28253941,0.59660612
-4.93746873,3.26922214,0.66382467,0.30985492,0.00069209,1.30979148,0.03487825,0.69488020,2.26640954,0.58460499
-4.93146573,3.23883391,0.66897352,0.30929762,0.00071968,1.28775417,0.03521428,0.70039019,2.24864078,0.57265504
-4.92546273,3.20920767,0.67675183,0.30893727,0.00074683,1.26499979,0.03548375,0.70760405,2.22957942,0.56081639
-4.91945973,3.18068907,0.68715410,0.30885018,0.00077351,1.24181675,0.03569562,0.71638348,2.20958329,0.54915924
-4.91345673,3.15363889,0.70014806,0.30911506,0.00079970,1.21849840,0.03586011,0.72658824,2.18900384,0.53775933
-4.90745373,3.12841244,0.71567407,0.30981047,0.00082534,1.19533157,0.03598832,0.73807634,2.16817083,0.52669393
-4.90145073,3.10534191,0.73364590,0.31101224,0.00085036,1.17258671,0.03609168,0.75070472,2.14738025,0.51603815
-4.89544772,3.08472241,0.75395243,0.31279094,0.00087469,1.15050976,0.03618148,0.76433059,2.12688575,0.50586206
-4.88944472,3.06680189,0.77646024,0.31520965,0.00089822,1.12931614,0.03626834,0.77881308,2.10689365,0.49622852
-4.88344172,3.05177498,0.80101676,0.31832185,0.00092082,1.10918676,0.03636177,0.79401529,2.08756128,0.48719182
-4.87743872,3.03978039,0.82745381,0.32216979,0.00094233,1.09026597,0.03646974,0.80980638,2.06899828,0.47879694
-4.87143572,3.03090143,0.85559098,0.32678316,0.00096256,1.07266129,0.03659833,0.82606367,2.05127019,0.47107953
-4.86543272,3.02516886,0.88523890,0.33217828,0.00098133,1.05644469,0.03675145,0.84267438,2.03440368,0.46406636
-4.85942971,3.02256536,0.91620193,0.33835764,0.00099842,1.04165484,0.03693069,0.85953691,2.01839277,0.45777602
-4.85342671,3.02303062,0.94828005,0.34530993,0.00101362,1.02830019,0.03713524,0.87656152,2.00320508,0.45221986
-4.84742371,3.02646649,0.98127009,0.35301040,0.00102673,1.01636245,0.03736192,0.89367019,1.98878782,0.44740292
-4.84142071,3.03274116,1.01496586,0.36142150,0.00103753,1.00579997,0.03760530,0.91079566,1.97507265,0.44332467
-4.83541771,3.04169210,1.04915752,0.37049372,0.00104585,0.99655100,0.03785795,0.92787954,1.96197928,0.43997947
-4.82941471,3.05312711,1.08362999,0.38016659,0.00105152,0.98853638,0.03811069,0.94486960,1.94941748,0.43735673
-4.82341171,3.06682341,1.11816087,0.39036959,0.00105443,0.98166165,0.03835299,0.96171627,1.93728757,0.43544062
-4.81740870,3.08252478,1.15251769,0.40102305,0.00105447,0.97581847,0.03857333,0.97836847,1.92547940,0.43420937
-4.81140570,3.09993701,1.18645511,0.41203884,0.00105159,0.97088543,0.03875968,0.99476906,1.91387018,0.43363425
-4.80540270,3.11872199,1.21971209,0.42332089,0.00104577,0.96672828,0.03889986,1.01085006,1.90232160,0.43367821
-4.79939970,3.13849126,1.25200958,0.43476545,0.00103704,0.96319982,0.03898201,1.02652796,1.89067652,0.43429438
-4.79339670,3.15879953,1.28304874,0.44626117,0.00102545,0.96013960,0.03899499,1.04169945,1.87875599,0.43542452
-4.78739370,3.17913919,1.31251035,0.45768908,0.00101109,0.95737363,0.03892870,1.05623783,1.86635689,0.43699762
-4.78139070,3.19893659,1.34005539,0.46892244,0.00099408,0.95471442,0.03877439,1.06999047,1.85325071,0.43892874
-4.77538769,3.21755085,1.36532711,0.47982677,0.00097456,0.95196154,0.03852493,1.08277759,1.83918395,0.44111832
-4.76938469,3.23427616,1.38795482,0.49026003,0.00095269,0.94890278,0.03817494,1.09439257,1.82388023,0.44345210
-4.76338169,3.24834782,1.40755936,0.50007322,0.00092863,0.94531631,0.03772096,1.10460405,1.80704449,0.44580170
-4.75737869,3.25895280,1.42376028,0.50911143,0.00090258,0.94097363,0.03716145,1.11315980,1.78836906,0.44802599
-4.75137569,3.26524462,1.43618459,0.51721557,0.00087473,0.93564354,0.03649682,1.11979255,1.76754173,0.44997332
-4.74537269,3.26636267,1.44447695,0.52422473,0.00084526,0.92909707,0.03572938,1.12422746,1.74425537,0.45148457
-4.73936968,3.26145550,1.44831084,0.52997936,0.00081437,0.92111313,0.03486321,1.12619133,1.71821885,0.45239690
-4.73336668,3.24970731,1.44740044,0.53432506,0.00078226,0.91148485,0.03390402,1.12542291,1.68916878,0.45254826
-4.72736368,3.23036684,1.44151263,0.53711707,0.00074913,0.90002631,0.03285904,1.12168423,1.65688153,0.45178231
-4.72136068,3.20277744,1.43047867,0.53822517,0.00071519,0.88657938,0.03173679,1.11477223,1.62118491,0.44995371
-4.71535768,3.16640691,1.41420491,0.53753893,0.00068064,0.87102036,0.03054695,1.10453031,1.58196907,0.44693349
-4.70935468,3.12087588,1.39268203,0.53497290,0.00064570,0.85326616,0.02930010,1.09085917,1.53919582,0.44261421
-4.70335168,3.06598304,1.36599225,0.53047164,0.00061058,0.83327963,0.02800762,1.07372635,1.49290609,0.43691484
-4.69734867,3.00172606,1.33431407,0.52401414,0.00057552,0.81107380,0.02668142,1.05317398,1.44322496,0.42978483
-4.69134567,2.92831683,1.29792408,0.51561753,0.00054074,0.78671473,0.02533388,1.02932421,1.39036398,0.42120747
-4.68534267,2.84619007,1.25719570,0.50533959,0.00050650,0.76032287,0.02397762,1.00238198,1.33462056,0.41120213
-4.67933967,2.75600450,1.21259468,0.49328008,0.00047303,0.73207262,0.02262538,0.97263485,1.27637436,0.39982528
-4.67333667,2.65863623,1.16467135,0.47958059,0.00044058,0.70219031,0.02128991,0.94044964,1.21608072,0.38717033
-4.66733367,2.55516440,1.11404984,0.46442283,0.00040941,0.67095028,0.01998382,0.90626612,1.15426138,0.37336614
-4.66133067,2.44684920,1.06141461,0.44802544,0.00037976,0.63866948,0.01871949,0.87058766,1.09149278,0.35857419
-4.65532766,2.33510315,1.00749465,0.43063931,0.00035187,0.60570054,0.01750899,0.83396932,1.02839225,0.34298477
-4.64932466,2.22145656,0.95304608,0.41254161,0.00032595,0.57242363,0.01636392,0.79700366,0.96560280,0.32681196
-4.64332166,2.10751847,0.89883354,0.39402874,0.00030223,0.53923737,0.01529536,0.76030500,0.90377687,0.31028794
