energy_ev,total_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,2.66504799,0.58121982,1.24586500,0.04976526,1.18731271,0.30671090,0.00019314
-5.99399700,2.63711364,0.58407218,1.22670430,0.04795221,1.17746493,0.30257810,0.00019425
-5.98799400,2.59792245,0.58379488,1.20278345,0.04600042,1.16276257,0.29706704,0.00019429
-5.98199100,2.54810198,0.58042799,1.17447464,0.04393113,1.14347450,0.29025404,0.00019327
-5.97598799,2.48861189,0.57410663,1.14228910,0.04176854,1.12003001,0.28224894,0.00019123
-5.96998499,2.42072638,0.56505954,1.10686788,0.03953921,1.09301176,0.27319275,0.00018824
-5.96398199,2.34600699,0.55360457,1.06896853,0.03727139,1.06314402,0.26325430,0.00018443
-5.95797899,2.26626649,0.54014129,1.02944827,0.03499436,1.03127627,0.25262617,0.00017991
-5.95197599,2.18352479,0.52514105,0.98924388,0.03273781,0.99836264,0.24152000,0.00017484
-5.94597299,2.09995807,0.50913458,0.94934891,0.03053125,0.96543773,0.23016121,0.00016940
-5.93996998,2.01784253,0.49269788,0.91078881,0.02840348,0.93358933,0.21878342,0.00016377
-5.93396698,1.93949428,0.47643659,0.87459447,0.02638209,0.90392888,0.20762270,0.00015815
-5.92796398,1.86720709,0.46096956,0.84177497,0.02449309,0.87756042,0.19691177,0.00015273
-5.92196098,1.80318963,0.44691216,0.81329012,0.02276049,0.85554879,0.18687439,0.00014770
-5.91595798,1.74950400,0.43485974,0.79002352,0.02120606,0.83888809,0.17772008,0.00014327
-5.90995498,1.70800712,0.42537189,0.77275687,0.01984910,0.82847113,0.16963923,0.00013959
-5.90395198,1.68029673,0.41895798,0.76214613,0.01870621,0.82506090,0.16279890,0.00013681
-5.89794897,1.66766348,0.41606434,0.75870027,0.01779118,0.82926468,0.15733922,0.00013508
-5.89194597,1.67105056,0.41706347,0.76276330,0.01711491,0.84151198,0.15337067,0.00013447
-5.88594297,1.69102211,0.42224560,0.77450003,0.01668532,0.86203662,0.15097214,0.00013508
-5.87993997,1.72774167,0.43181286,0.79388635,0.01650728,0.89086412,0.15018993,0.00013693
-5.87393697,1.78096138,0.44587611,0.82070430,0.01658268,0.92780461,0.15103768,0.00014002
-5.86793397,1.85002279,0.46445453,0.85454258,0.01691033,0.97245197,0.15349716,0.00014433
-5.86193097,1.93386969,0.48747805,0.89480246,0.01748606,1.02418955,0.15752005,0.00014980
-5.85592796,2.03107284,0.51479234,0.94070961,0.01830275,1.08220240,0.16303050,0.00015632
-5.84992496,2.13986666,0.54616634,0.99133147,0.01935037,1.14549626,0.16992850,0.00016379
-5.84392196,2.25819681,0.58130199,1.04560017,0.02061611,1.21292275,0.17809393,0.00017206
-5.83791896,2.38377795,0.61984574,1.10234044,0.02208451,1.28321040,0.18739117,0.00018095
-5.83191596,2.51415980,0.66140158,1.16030182,0.02373761,1.35500063,0.19767414,0.00019030
-5.82591296,2.64679980,0.70554499,1.21819438,0.02555518,1.42688764,0.20879160,0.00019993
-5.81990995,2.77913988,0.75183727,1.27472675,0.02751493,1.49746091,0.22059247,0.00020963
-5.81390695,2.90868482,0.79983972,1.32864521,0.02959284,1.56534893,0.23293111,0.00021924
-5.80790395,3.03307924,0.84912714,1.37877252,0.03176350,1.62926243,0.24567217,0.00022857
-5.80190095,3.15018042,0.89929995,1.42404485,0.03400044,1.68803549,0.25869496,0.00023748
-5.79589795,3.25812392,0.94999461,1.46354552,0.03627657,1.74066291,0.27189707,0.00024582
-5.78989495,3.35537945,1.00089174,1.49653409,0.03856458,1.78633223,0.28519709,0.00025348
-5.78389195,3.44079446,1.05172166,1.52246950,0.04083740,1.82444907,0.29853623,0.00026038
-5.77788894,3.51362378,1.10226714,1.54102638,0.04306863,1.85465461,0.31187881,0.00026647
-5.77188594,3.57354387,1.15236329,1.55210363,0.04523296,1.87683453,0.32521160,0.00027173
-5.76588294,3.62065111,1.20189456,1.55582507,0.04730657,1.89111890,0.33854179,0.00027616
-5.75987994,3.65544427,1.25078912,1.55253193,0.04926751,1.89787309,0.35189395,0.00027981
-5.75387694,3.67879200,1.29901100,1.54276767,0.05109597,1.89768007,0.36530584,0.00028275
-5.74787394,3.69188688,1.34655027,1.52725574,0.05277459,1.89131491,0.37882343,0.00028506
-5.74187094,3.69618813,1.39341205,1.50687131,0.05428861,1.87971264,0.39249520,0.00028685
-5.73586793,3.69335579,1.43960477,1.48260831,0.05562602,1.86393092,0.40636615,0.00028827
-5.72986493,3.68517931,1.48512847,1.45554317,0.05677761,1.84510911,0.42047163,0.00028944
-5.72386193,3.67350381,1.52996369,1.42679702,0.05773699,1.82442562,0.43483157,0.00029051
-5.71785893,3.66015746,1.57406179,1.39749784,0.05850050,1.80305534,0.44944510,0.00029162
-5.71185593,3.64688298,1.61733697,1.36874440,0.05906717,1.78212889,0.46428623,0.00029291
-5.70585293,3.63527650,1.65966077,1.34157323,0.05943853,1.76269545,0.47930053,0.00029451
-5.69984992,3.62673597,1.70085932,1.31693022,0.05961849,1.74569046,0.49440335,0.00029655
-5.69384692,3.62242152,1.74071354,1.29564764,0.05961315,1.73190967,0.50947946,0.00029912
-5.68784392,3.62322891,1.77896247,1.27842751,0.05943067,1.72199009,0.52438450,0.00030232
-5.68184092,3.62977707,1.81530977,1.26583176,0.05908105,1.71639870,0.53894796,0.00030622
-5.67583792,3.64240970,1.84943300,1.25827914,0.05857605,1.71542896,0.55297795,0.00031087
-5.66983492,3.66121045,1.88099564,1.25604880,0.05792900,1.71920507,0.56626726,0.00031632
-5.66383192,3.68603037,1.90966105,1.25928989,0.05715471,1.72769336,0.57860082,0.00032259
-5.65782891,3.71652591,1.93510810,1.26803635,0.05626936,1.74072025,0.58976393,0.00032970
-5.65182591,3.75220513,1.95704754,1.28222579,0.05529037,1.75799541,0.59955115,0.00033765
-5.64582291,3.79247932,1.97523836,1.30172117,0.05423632,1.77913909,0.60777527,0.00034646
-5.63981991,3.83671713,1.98950343,1.32633386,0.05312677,1.80371185,0.61427595,0.00035610
-5.63381691,3.88429802,1.99974332,1.35584663,0.05198213,1.83124530,0.61892764,0.00036660
-5.62781391,3.93466185,2.00594766,1.39003502,0.05082342,1.86127206,0.62164627,0.00037794
-5.62181091,3.98735159,2.00820314,1.42868583,0.04967200,1.89335337,0.62239435,0.00039014
-5.61580790,4.04204659,2.00669747,1.47161140,0.04854926,1.92710269,0.62118422,0.00040319
-5.60980490,4.09858414,2.00171883,1.51865884,0.04747620,1.96220426,0.61807909,0.00041710
-5.60380190,4.15696769,1.99365048,1.56971345,0.04647297,1.99842516,0.61319194,0.00043189
-5.59779890,4.21736102,1.98296036,1.62469598,0.04555835,2.03562045,0.60668199,0.00044754
-5.59179590,4.28006815,1.97018598,1.68355401,0.04474924,2.07373096,0.59874914,0.00046407
-5.58579290,4.34550005,1.95591491,1.74624764,0.04406004,2.11277371,0.58962635,0.00048143
