energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,W_p_up,W_d_up
-6.00000000,4.04502585,0.12237202,0.97068434,1.40615425,0.00000000,1.81769679,1.45946747
-5.99399700,4.03474374,0.12403062,0.94988987,1.42731990,0.00000000,1.79154684,1.46829553
-5.98799400,4.01319431,0.12520384,0.92679144,1.44385924,0.00000000,1.76405418,1.47234322
-5.98199100,3.98007837,0.12584416,0.90148709,1.45547677,0.00000000,1.73512672,1.47148488
-5.97598799,3.93529250,0.12591310,0.87411517,1.46195544,0.00000000,1.70467142,1.46568238
-5.96998499,3.87894643,0.12538273,0.84485692,1.46316269,0.00000000,1.67261173,1.45498696
-5.96398199,3.81137242,0.12423693,0.81393717,1.45905376,0.00000000,1.63890360,1.43953791
-5.95797899,3.73312613,0.12247212,0.78162286,1.44967226,0.00000000,1.60354937,1.41955842
-5.95197599,3.64497901,0.12009754,0.74821953,1.43514797,0.00000000,1.56660866,1.39534884
-5.94597299,3.54790258,0.11713515,0.71406575,1.41569216,0.00000000,1.52820578,1.36727765
-5.93996998,3.44304554,0.11361894,0.67952589,1.39159078,0.00000000,1.48853334,1.33577084
-5.93396698,3.33170482,0.10959398,0.64498150,1.36319563,0.00000000,1.44785188,1.30130002
-5.92796398,3.21529207,0.10511495,0.61082171,1.33091433,0.00000000,1.40648576,1.26437003
-5.92196098,3.09529707,0.10024454,0.57743320,1.29519913,0.00000000,1.36481553,1.22550636
-5.91595798,2.97324987,0.09505148,0.54519015,1.25653539,0.00000000,1.32326731,1.18524307
-5.90995498,2.85068300,0.08960859,0.51444470,1.21542983,0.00000000,1.28229975,1.14411154
-5.90395198,2.72909544,0.08399063,0.48551815,1.17239929,0.00000000,1.24238930,1.10263026
-5.89794897,2.60991943,0.07827235,0.45869359,1.12796002,0.00000000,1.20401456,1.06129615
-5.89194597,2.49449125,0.07252658,0.43420979,1.08261804,0.00000000,1.16764038,1.02057723
-5.88594297,2.38402663,0.06682243,0.41225692,1.03686060,0.00000000,1.13370252,0.98090693
-5.87993997,2.27960128,0.06122392,0.39297381,0.99114894,0.00000000,1.10259343,0.94267977
-5.87393697,2.18213668,0.05578867,0.37644709,0.94591243,0.00000000,1.07464979,0.90624851
-5.86793397,2.09239114,0.05056703,0.36271181,0.90154401,0.00000000,1.05014219,0.87192241
-5.86193097,2.01095582,0.04560145,0.35175362,0.85839693,0.00000000,1.02926734,0.83996659
-5.85592796,1.93825535,0.04092619,0.34351216,0.81678271,0.00000000,1.01214300,0.81060219
-5.84992496,1.87455244,0.03656723,0.33788556,0.77697010,0.00000000,0.99880563,0.78400728
-5.84392196,1.81995612,0.03254256,0.33473574,0.73918503,0.00000000,0.98921101,0.76031819
-5.83791896,1.77443285,0.02886256,0.33389429,0.70361132,0.00000000,0.98323733,0.73963143
-5.83191596,1.73781996,0.02553059,0.33516870,0.67039205,0.00000000,0.98069091,0.72200590
-5.82591296,1.70984113,0.02254381,0.33834886,0.63963156,0.00000000,0.98131402,0.70746544
-5.81990995,1.69012307,0.01989392,0.34321341,0.61139777,0.00000000,0.98479470,0.69600179
-5.81390695,1.67821335,0.01756812,0.34953607,0.58572505,0.00000000,0.99077790,0.68757780
-5.80790395,1.67359871,0.01554994,0.35709160,0.56261720,0.00000000,0.99887787,0.68213104
-5.80190095,1.67572354,0.01382016,0.36566141,0.54205087,0.00000000,1.00869109,0.67957771
-5.79589795,1.68400823,0.01235763,0.37503866,0.52397898,0.00000000,1.01980947,0.67981679
-5.78989495,1.69786672,0.01114003,0.38503274,0.50833439,0.00000000,1.03183321,0.68273439
-5.78389195,1.71672305,0.01014457,0.39547311,0.49503346,0.00000000,1.04438300,0.68820808
-5.77788894,1.74002616,0.00934855,0.40621233,0.48397959,0.00000000,1.05711104,0.69611103
-5.77188594,1.76726251,0.00872991,0.41712825,0.47506658,0.00000000,1.06971045,0.70631576
-5.76588294,1.79796594,0.00826754,0.42812518,0.46818160,0.00000000,1.08192279,0.71869715
-5.75987994,1.83172425,0.00794166,0.43913411,0.46320776,0.00000000,1.09354332,0.73313452
-5.75387694,1.86818194,0.00773398,0.45011179,0.46002610,0.00000000,1.10442371,0.74951250
-5.74787394,1.90703902,0.00762780,0.46103870,0.45851687,0.00000000,1.11447223,0.76772051
-5.74187094,1.94804547,0.00760808,0.47191594,0.45856015,0.00000000,1.12365128,0.78765074
-5.73586793,1.99099165,0.00766140,0.48276110,0.46003568,0.00000000,1.13197235,0.80919457
-5.72986493,2.03569491,0.00777587,0.49360314,0.46282196,0.00000000,1.13948877,0.83223767
-5.72386193,2.08198307,0.00794097,0.50447672,0.46679478,0.00000000,1.14628649,0.85665390
-5.71785893,2.12967566,0.00814742,0.51541587,0.47182524,0.00000000,1.15247349,0.88229845
-5.71185593,2.17856415,0.00838696,0.52644763,0.47777764,0.00000000,1.15816826,0.90900078
-5.70585293,2.22839248,0.00865217,0.53758579,0.48450722,0.00000000,1.16348829,0.93655779
-5.69984992,2.27883941,0.00893626,0.54882523,0.49185841,0.00000000,1.16853894,0.96472804
-5.69384692,2.32950417,0.00923290,0.56013719,0.49966353,0.00000000,1.17340368,0.99322759
-5.68784392,2.37989695,0.00953604,0.57146573,0.50774250,0.00000000,1.17813623,1.02172810
-5.68184092,2.42943531,0.00983980,0.58272591,0.51590359,0.00000000,1.18275518,1.04985769
-5.67583792,2.47744757,0.01013839,0.59380370,0.52394557,0.00000000,1.18724152,1.07720491
-5.66983492,2.52318366,0.01042606,0.60455789,0.53166117,0.00000000,1.19153942,1.10332616
-5.66383192,2.56583350,0.01069710,0.61482401,0.53884204,0.00000000,1.19556023,1.12775634
-5.65782891,2.60455259,0.01094589,0.62442012,0.54528488,0.00000000,1.19918965,1.15002260
-5.65182591,2.63849367,0.01116700,0.63315437,0.55079873,0.00000000,1.20229764,1.16966069
-5.64582291,2.66684335,0.01135532,0.64083392,0.55521300,0.00000000,1.20475070,1.18623324
-5.63981991,2.68886168,0.01150617,0.64727478,0.55838580,0.00000000,1.20642573,1.19934905
-5.63381691,2.70392282,0.01161552,0.65231222,0.56021227,0.00000000,1.20722471,1.20868248
-5.62781391,2.71155442,0.01168016,0.65581107,0.56063232,0.00000000,1.20708940,1.21399185
-5.62181091,2.71147360,0.01169782,0.65767537,0.55963737,0.00000000,1.20601518,1.21513592
-5.61580790,2.70361746,0.01166739,0.65785695,0.55727559,0.00000000,1.20406329,1.21208726
-5.60980490,2.68816617,0.01158900,0.65636238,0.55365536,0.00000000,1.20137070,1.20494204
-5.60380190,2.66555733,0.01146413,0.65325785,0.54894661,0.00000000,1.19815707,1.19392527
-5.59779890,2.63649054,0.01129567,0.64867185,0.54337991,0.00000000,1.19472843,1.17939133
-5.59179590,2.60192175,0.01108789,0.64279533,0.53724316,0.00000000,1.19147742,1.16181946
-5.58579290,2.56304749,0.01084642,0.63587933,0.53087602,0.00000000,1.18887984,1.14180449
-5.57978989,2.52127955,0.01057815,0.62823028,0.52466229,0.00000000,1.18748799,1.12004306
-5.57378689,2.47821114,0.01029111,0.62020294,0.51902034,0.00000000,1.18792068,1.09731591
-5.56778389,2.43557601,0.00999426,0.61219150,0.51439213,0.00000000,1.19085067,1.07446698
-5.56178089,2.39520220,0.00969732,0.60461905,0.51123112,0.00000000,1.19698970,1.05238029
-5.55577789,2.35896224,0.00941051,0.59792591,0.50998952,0.00000000,1.20707180,1.03195537
-5.54977489,2.32872182,0.00914435,0.59255720,0.51110541,0.00000000,1.22183538,1.01408237
-5.54377189,2.30628867,0.00890936,0.58895020,0.51499011,0.00000000,1.24200443,0.99961770
-5.53776888,2.29336350,0.00871586,0.58752175,0.52201623,0.00000000,1.26826951,0.98936099
-5.53176588,2.29149440,0.00857370,0.58865635,0.53250680,0.00000000,1.30126881,0.98403431
-5.52576288,2.30203615,0.00849206,0.59269497,0.54672583,0.00000000,1.34156966,0.98426396
-5.51975988,2.32611528,0.00847925,0.59992520,0.56487057,0.00000000,1.38965089,0.99056564
-5.51375688,2.36460178,0.00854252,0.61057277,0.58706552,0.00000000,1.44588636,1.00333298
-5.50775388,2.41808788,0.00868792,0.62479469,0.61335869,0.00000000,1.51052983,1.02282993
-5.50175088,2.48687420,0.00892015,0.64267419,0.64371975,0.00000000,1.58370178,1.04918677
-5.49574787,2.57096332,0.00924252,0.66421751,0.67804053,0.00000000,1.66537821,1.08239992
-5.48974487,2.67006069,0.00965679,0.68935258,0.71613750,0.00000000,1.75538198,1.12233516
-5.48374187,2.78358265,0.01016319,0.71792964,0.75775633,0.00000000,1.85337700,1.16873433
-5.47773887,2.91067110,0.01076035,0.74972378,0.80257835,0.00000000,1.95886558,1.22122478
-5.47173587,3.05021436,0.01144529,0.78443919,0.85022863,0.00000000,2.07118939,1.27933161
-5.46573287,3.20087368,0.01221342,0.82171523,0.90028557,0.00000000,2.18953419,1.34249196
-5.45972986,3.36111444,0.01305858,0.86113399,0.95229150,0.00000000,2.31293858,1.41007106
-5.45372686,3.52924146,0.01397308,0.90222918,1.00576412,0.00000000,2.44030691,1.48137944
-5.44772386,3.70343720,0.01494776,0.94449622,1.06020820,0.00000000,2.57042615,1.55569072
-5.44172086,3.88180194,0.01597205,0.98740308,1.11512725,0.00000000,2.70198663,1.63225943
-5.43571786,4.06239461,0.01703415,1.03040175,1.17003462,0.00000000,2.83360616,1.71033835
-5.42971486,4.24327330,0.01812110,1.07293992,1.22446365,0.00000000,2.96385702,1.78919453
-5.42371186,4.42253393,0.01921897,1.11447251,1.27797644,0.00000000,3.09129505,1.86812374
-5.41770885,4.59834607,0.02031308,1.15447284,1.33017090,0.00000000,3.21448999,1.94646261
-5.41170585,4.76898478,0.02138821,1.19244297,1.38068581,0.00000000,3.33205615,2.02359811
-5.40570285,4.93285750,0.02242885,1.22792313,1.42920374,0.00000000,3.44268240,2.09897415
-5.39969985,5.08852527,0.02341951,1.26049975,1.47545177,0.00000000,3.54516035,2.17209499
-5.39369685,5.23471782,0.02434504,1.28981215,1.51920012,0.00000000,3.63840992,2.24252558
-5.38769385,5.37034241,0.02519090,1.31555758,1.56025891,0.00000000,3.72150138,2.30988884
-5.38169085,5.49448651,0.02594355,1.33749466,1.59847336,0.00000000,3.79367310,2.37386048
-5.37568784,5.60641474,0.02659077,1.35544520,1.63371792,0.00000000,3.85434445,2.43416155
-5.36968484,5.70556100,0.02712194,1.36929442,1.66588989,0.00000000,3.90312365,2.49054957
-5.36368184,5.79151663,0.02752838,1.37898976,1.69490301,0.00000000,3.93981028,2.54280894
-5.35767884,5.86401575,0.02780354,1.38453838,1.72068173,0.00000000,3.96439272,2.59074143
-5.35167584,5.92291928,0.02794325,1.38600364,1.74315652,0.00000000,3.97704070,2.63415752
-5.34567284,5.96819865,0.02794584,1.38350060,1.76226090,0.00000000,3.97809362,2.67286941
-5.33966983,5.99992058,0.02781218,1.37719096,1.77793030,0.00000000,3.96804507,2.70668643
-5.33366683,6.01823400,0.02754572,1.36727751,1.79010314,0.00000000,3.94752461,2.73541318
-5.32766383,6.02335976,0.02715235,1.35399835,1.79872392,0.00000000,3.91727739,2.75885092
-5.32166083,6.01558382,0.02664030,1.33762096,1.80374838,0.00000000,3.87814259,2.77680211
-5.31565783,5.99525394,0.02601985,1.31843643,1.80515018,0.00000000,3.83103140,2.78907813
-5.30965483,5.96277976,0.02530306,1.29675368,1.80292880,0.00000000,3.77690547,2.79550963
-5.30365183,5.91863586,0.02450343,1.27289403,1.79711792,0.00000000,3.71675617,2.79595896
-5.29764882,5.86336682,0.02363552,1.24718593,1.78779360,0.00000000,3.65158551,2.79033396
-5.29164582,5.79759351,0.02271450,1.21995998,1.77508169,0.00000000,3.58238884,2.77860202
-5.28564282,5.72201926,0.02175577,1.19154422,1.75916366,0.00000000,3.51013971,2.76080359
-5.27963982,5.63743502,0.02077457,1.16225967,1.74028032,0.00000000,3.43577707,2.73706412
-5.27363682,5.54472221,0.01978557,1.13241612,1.71873299,0.00000000,3.36019464,2.70760341
-5.26763382,5.44485251,0.01880252,1.10230819,1.69488189,0.00000000,3.28423269,2.67274185
-5.26163082,5.33888386,0.01783801,1.07221166,1.66914159,0.00000000,3.20867185,2.63290275
-5.25562781,5.22795240,0.01690320,1.04238020,1.64197366,0.00000000,3.13422903,2.58861060
-5.24962481,5.11326036,0.01600763,1.01304241,1.61387702,0.00000000,3.06155532,2.54048520
-5.24362181,4.99606030,0.01515919,0.98439943,1.58537625,0.00000000,2.99123560,2.48923186
-5.23761881,4.87763636,0.01436402,0.95662316,1.55700871,0.00000000,2.92378998,2.43562811
-5.23161581,4.75928360,0.01362654,0.92985510,1.52931121,0.00000000,2.85967685,2.38050774
-5.22561281,4.64228651,0.01294956,0.90420609,1.50280694,0.00000000,2.79929742,2.32474295
-5.21960980,4.52789800,0.01233437,0.87975691,1.47799342,0.00000000,2.74300179,2.26922551
-5.21360680,4.41732006,0.01178091,0.85655979,1.45533230,0.00000000,2.69109614,2.21484805
-5.20760380,4.31168712,0.01128796,0.83464094,1.43524137,0.00000000,2.64385098,2.16248622
-5.20160080,4.21205305,0.01085330,0.81400390,1.41808922,0.00000000,2.60150998,2.11298271
-5.19559780,4.11938217,0.01047397,0.79463370,1.40419271,0.00000000,2.56429902,2.06713349
-5.18959480,4.03454441,0.01014639,0.77650171,1.39381709,0.00000000,2.53243476,2.02567685
-5.18359180,3.95831444,0.00986660,0.75957080,1.38717861,0.00000000,2.50613231,1.98928526
-5.17758879,3.89137392,0.00963038,0.74380069,1.38444893,0.00000000,2.48561103,1.95855990
-5.17158579,3.83431612,0.00943340,0.72915314,1.38576090,0.00000000,2.47109805,1.93402760
-5.16558279,3.78765151,0.00927130,0.71559663,1.39121468,0.00000000,2.46282865,1.91613956
-5.15957979,3.75181309,0.00913981,0.70311032,1.40088372,0.00000000,2.46104312,1.90527113
-5.15357679,3.72716014,0.00903476,0.69168692,1.41481954,0.00000000,2.46597971,1.90172215
-5.14757379,3.71397925,0.00895214,0.68133432,1.43305476,0.00000000,2.47786359,1.90571684
-5.14157079,3.71248170,0.00888809,0.67207584,1.45560390,0.00000000,2.49689195,1.91740291
-5.13556778,3.72279665,0.00883891,0.66394898,1.48246150,0.00000000,2.52321579,1.93684924
-5.12956478,3.74496023,0.00880104,0.65700282,1.51359750,0.00000000,2.55691925,1.96404206
-5.12356178,3.77890070,0.00877107,0.65129411,1.54895012,0.00000000,2.59799734,1.99887956
-5.11755878,3.82442082,0.00874571,0.64688228,1.58841659,0.00000000,2.64633371,2.04116526
-5.11155578,3.88117853,0.00872178,0.64382385,1.63184230,0.00000000,2.70167967,2.09060068
-5.10555278,3.94866786,0.00869627,0.64216629,1.67900937,0.00000000,2.76363617,2.14677799
-5.09954977,4.02620159,0.00866630,0.64194210,1.72962545,0.00000000,2.83164021,2.20917364
-5.09354677,4.11289792,0.00862920,0.64316326,1.78331384,0.00000000,2.90495705,2.27714384
-5.08754377,4.20767283,0.00858254,0.64581651,1.83960589,0.00000000,2.98267941,2.34992289
-5.08154077,4.30923965,0.00852415,0.64985985,1.89793667,0.00000000,3.06373432,2.42662524
-5.07553777,4.41611723,0.00845224,0.65522053,1.95764464,0.00000000,3.14689810,2.50625196
-5.06953477,4.52664719,0.00836541,0.66179458,2.01797580,0.00000000,3.23081925,2.58770199
-5.06353177,4.63902051,0.00826270,0.66944814,2.07809271,0.00000000,3.31404868,2.66978841
-5.05752876,4.75131278,0.00814367,0.67802036,2.13708824,0.00000000,3.39507626,2.75125951
-5.05152576,4.86152712,0.00800837,0.68732790,2.19400386,0.00000000,3.47237213,2.83082399
-5.04552276,4.96764313,0.00785739,0.69717068,2.24785176,0.00000000,3.54443097,2.90717969
-5.03951976,5.06766956,0.00769185,0.70733859,2.29763998,0.00000000,3.60981724,2.97904453
-5.03351676,5.15969858,0.00751331,0.71761881,2.34239950,0.00000000,3.66720931,3.04518846
-5.02751376,5.24195894,0.00732379,0.72780337,2.38121220,0.00000000,3.71544027,3.10446506
-5.02151076,5.31286562,0.00712563,0.73769652,2.41323821,0.00000000,3.75353369,3.15584120
-5.01550775,5.37106359,0.00692142,0.74712154,2.43774169,0.00000000,3.78073260,3.19842365
-5.00950475,5.41546382,0.00671392,0.75592672,2.45411378,0.00000000,3.79652059,3.23148128
-5.00350175,5.44527001,0.00650590,0.76399021,2.46189169,0.00000000,3.80063411,3.25446203
-4.99749875,5.45999511,0.00630009,0.77122363,2.46077326,0.00000000,3.79306593,3.26700399
-4.99149575,5.45946720,0.00609903,0.77757423,2.45062637,0.00000000,3.77405968,3.26894025
-4.98549275,5.44382503,0.00590497,0.78302572,2.43149300,0.00000000,3.74409633,3.26029764
-4.97948974,5.41350388,0.00571986,0.78759769,2.40358785,0.00000000,3.70387349,3.24128954
-4.97348674,5.36921288,0.00554522,0.79134381,2.36729177,0.00000000,3.65427890,3.21230362
-4.96748374,5.31190524,0.00538215,0.79434892,2.32314043,0.00000000,3.59635948,3.17388503
-4.96148074,5.24274313,0.00523130,0.79672514,2.27180885,0.00000000,3.53128745,3.12671630
-4.95547774,5.16305884,0.00509294,0.79860720,2.21409249,0.00000000,3.46032514,3.07159479
-4.94947474,5.07431398,0.00496691,0.80014722,2.15088566,0.00000000,3.38478964,3.00940886
-4.94347174,4.97805824,0.00485277,0.80150893,2.08315818,0.00000000,3.30601855,2.94111357
-4.93746873,4.87588900,0.00474983,0.80286168,2.01193099,0.00000000,3.22533779,2.86770700
-4.93146573,4.76941293,0.00465727,0.80437415,1.93825155,0.00000000,3.14403200,2.79020772
-4.92546273,4.66021034,0.00457418,0.80620811,1.86316968,0.00000000,3.06331807,2.70963389
-4.91945973,4.54980288,0.00449975,0.80851219,1.78771444,0.00000000,2.98432208,2.62698465
-4.91345673,4.43962494,0.00443329,0.81141582,1.71287267,0.00000000,2.90805962,2.54322362
-4.90745373,4.33099900,0.00437435,0.81502368,1.63956948,0.00000000,2.83541958,2.45926486
-4.90145073,4.22511503,0.00432281,0.81941057,1.56865112,0.00000000,2.76715141,2.37596124
-4.89544772,4.12301408,0.00427893,0.82461718,1.50087060,0.00000000,2.70385578,2.29409495
-4.88944472,4.02557615,0.00424341,0.83064685,1.43687603,0.00000000,2.64597873,2.21437032
-4.88344172,3.93351247,0.00421743,0.83746362,1.37720208,0.00000000,2.59380937,2.13740857
-4.87743872,3.84736233,0.00420265,0.84499184,1.32226453,0.00000000,2.54748140,2.06374460
-4.87143572,3.76749472,0.00420122,0.85311752,1.27235800,0.00000000,2.50697845,1.99382561
-4.86543272,3.69411481,0.00421577,0.86169160,1.22765675,0.00000000,2.47214359,1.92801151
-4.85942971,3.62727531,0.00424934,0.87053518,1.18821856,0.00000000,2.44269298,1.86657722
-4.85342671,3.56689265,0.00430536,0.87944674,1.15399148,0.00000000,2.41823356,1.80971648
-4.84742371,3.51276765,0.00438760,0.88821110,1.12482321,0.00000000,2.39828464,1.75754753
-4.84142071,3.46461004,0.00450000,0.89660992,1.10047270,0.00000000,2.38230274,1.71012002
-4.83541771,3.42206593,0.00464667,0.90443323,1.08062369,0.00000000,2.36970900,1.66742337
-4.82941471,3.38474726,0.00483169,0.91149146,1.06489956,0.00000000,2.35991812,1.62939602
-4.82341171,3.35226163,0.00505903,0.91762730,1.05287902,0.00000000,2.35236747,1.59593530
-4.81740870,3.32424104,0.00533237,0.92272676,1.04411204,0.00000000,2.34654503,1.56690754
-4.81140570,3.30036792,0.00565495,0.92672851,1.03813530,0.00000000,2.34201462,1.54215776
-4.80540270,3.28039661,0.00602939,0.92963095,1.03448673,0.00000000,2.33843679,1.52151868
-4.79939970,3.26416898,0.00645754,0.93149637,1.03271851,0.00000000,2.33558409,1.50481831
-4.79339670,3.25162271,0.00694026,0.93245157,1.03240797,0.00000000,2.33334945,1.49188590
-4.78739370,3.24279153,0.00747730,0.93268483,1.03316619,0.00000000,2.33174691,1.48255571
-4.78139070,3.23779680,0.00806710,0.93243897,1.03464392,0.00000000,2.33090414,1.47666852
-4.77538769,3.23683059,0.00870668,0.93200068,1.03653479,0.00000000,2.33104699,1.47407063
-4.76938469,3.24013091,0.00939154,0.93168660,1.03857583,0.00000000,2.33247652,1.47461065
-4.76338169,3.24795029,0.01011560,0.93182654,1.04054550,0.00000000,2.33553952,1.47813401
-4.75737869,3.26051935,0.01087119,0.93274489,1.04225951,0.00000000,2.34059425,1.48447590
-4.75137569,3.27800749,0.01164913,0.93474099,1.04356497,0.00000000,2.34797305,1.49345294
-4.74537269,3.30048308,0.01243881,0.93806967,1.04433329,0.00000000,2.35794415,1.50485427
-4.73936968,3.32787571,0.01322840,0.94292295,1.04445248,0.00000000,2.37067502,1.51843290
-4.73336668,3.35994303,0.01400510,0.94941416,1.04381935,0.00000000,2.38619937,1.53389784
-4.72736368,3.39624450,0.01475546,0.95756522,1.04233240,0.00000000,2.40439024,1.55090782
-4.72136068,3.43612415,0.01546573,0.96729815,1.03988560,0.00000000,2.42494083,1.56906732
-4.71535768,3.47870389,0.01612230,0.97843128,1.03636382,0.00000000,2.44735463,1.58792524
-4.70935468,3.52288848,0.01671212,0.99068064,1.03164003,0.00000000,2.47094586,1.60697680
-4.70335168,3.56738242,0.01722315,1.00366640,1.02557460,0.00000000,2.49485046,1.62566874
-4.69734867,3.61071858,0.01764484,1.01692454,1.01801662,0.00000000,2.51804751,1.64340793
-4.69134567,3.65129763,0.01796854,1.02992279,1.00880733,0.00000000,2.53939026,1.65957318
-4.68534267,3.68743667,0.01818785,1.04208060,0.99778530,0.00000000,2.55764526,1.67352992
-4.67933967,3.71742507,0.01829897,1.05279185,0.98479314,0.00000000,2.57153786,1.68464725
-4.67333667,3.73958488,0.01830094,1.06144936,0.96968522,0.00000000,2.57980177,1.69231658
-4.66733367,3.75233317,0.01819574,1.06747002,0.95233599,0.00000000,2.58123025,1.69597130
-4.66133067,3.75424339,0.01798844,1.07031932,0.93264828,0.00000000,2.57472634,1.69510635
-4.65532766,3.74410270,0.01768706,1.06953411,0.91056111,0.00000000,2.55934961,1.68929705
-4.64932466,3.72096283,0.01730246,1.06474249,0.88605651,0.00000000,2.53435722,1.67821614
-4.64332166,3.68418179,0.01684815,1.05567995,0.85916482,0.00000000,2.49923709,1.66164831
-4.63731866,3.63345474,0.01633986,1.04220116,0.82996823,0.00000000,2.45373191,1.63950143
-4.63131566,3.56883239,0.01579523,1.02428668,0.79860220,0.00000000,2.39785268,1.61181394
-4.62531266,3.49072614,0.01523332,1.00204463,0.76525466,0.00000000,2.33188142,1.57875789
-4.61930965,3.39989981,0.01467408,0.97570722,0.73016312,0.00000000,2.25636312,1.54063738
-4.61330665,3.29744814,0.01413782,0.94562240,0.69360947,0.00000000,2.17208748,1.49788240
-4.60730365,3.18476325,0.01364467,0.91224113,0.65591314,0.00000000,2.08006149,1.45103807
-4.60130065,3.06349030,0.01321402,0.87610098,0.61742254,0.00000000,1.98147451,1.40074974
-4.59529765,2.93547439,0.01286395,0.83780680,0.57850548,0.00000000,1.87765739,1.34774432
-4.58929465,2.80270095,0.01261077,0.79800939,0.53953880,0.00000000,1.77003784,1.29280856
-4.58329165,2.66723192,0.01246850,0.75738313,0.50089781,0.00000000,1.66009403,1.23676512
-4.57728864,2.53114044,0.01244847,0.71660346,0.46294600,0.00000000,1.54930839,1.18044729
-4.57128564,2.39644656,0.01255894,0.67632517,0.42602538,0.00000000,1.43912358,1.12467323
-4.56528264,2.26505636,0.01280483,0.63716231,0.39044785,0.00000000,1.33090228,1.07022098
-4.55927964,2.13870682,0.01318746,0.59967038,0.35648801,0.00000000,1.22589218,1.01780487
-4.55327664,2.01891822,0.01370445,0.56433144,0.32437751,0.00000000,1.12519716,0.96805458
-4.54727364,1.90695590,0.01434964,0.53154249,0.29430115,0.00000000,1.02975546,0.92149746
-4.54127064,1.80380227,0.01511317,0.50160753,0.26639484,0.00000000,0.94032500,0.87854481
-4.53526763,1.71014004,0.01598162,0.47473323,0.24074528,0.00000000,0.85747604,0.83948282
-4.52926463,1.62634686,0.01693823,0.45102838,0.21739135,0.00000000,0.78159072,0.80446831
-4.52326163,1.55250125,0.01796328,0.43050677,0.19632700,0.00000000,0.71286892,0.77352949
-4.51725863,1.48839921,0.01903454,0.41309338,0.17750548,0.00000000,0.65133982,0.74657176
-4.51125563,1.43358061,0.02012777,0.39863347,0.16084457,0.00000000,0.59687798,0.72338811
-4.50525263,1.38736398,0.02121739,0.38690399,0.14623263,0.00000000,0.54922323,0.70367376
-4.49924962,1.34888826,0.02227713,0.37762696,0.13353513,0.00000000,0.50800308,0.68704440
-4.49324662,1.31715949,0.02328073,0.37048414,0.12260135,0.00000000,0.47275680,0.67305716
-4.48724362,1.29110077,0.02420273,0.36513250,0.11327116,0.00000000,0.44296005,0.66123343
-4.48124062,1.26960322,0.02501918,0.36121984,0.10538140,0.00000000,0.41804932,0.65108262
