energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.56778389,1.84476880,0.00531805,0.09757921,0.44409321,0.79289710,0.02436588,0.77830998
-5.56178089,1.89561882,0.00594437,0.10292796,0.45659579,0.80813599,0.02457211,0.80385481
-5.55577789,1.94854255,0.00662973,0.10877978,0.46951447,0.82326972,0.02476232,0.83081258
-5.54977489,2.00340313,0.00737390,0.11511472,0.48286534,0.83825016,0.02493541,0.85909543
-5.54377189,2.05992684,0.00817529,0.12189873,0.49663760,0.85298204,0.02508937,0.88855233
-5.53776888,2.11769443,0.00903074,0.12908328,0.51079012,0.86732045,0.02522125,0.91896543
-5.53176588,2.17613951,0.00993547,0.13660535,0.52524943,0.88107137,0.02532710,0.95004938
-5.52576288,2.23455425,0.01088290,0.14438792,0.53990917,0.89399524,0.02540202,0.98145372
-5.51975988,2.29210214,0.01186473,0.15234088,0.55463096,0.90581352,0.02544035,1.01276830
-5.51375688,2.34783755,0.01287088,0.16036251,0.56924686,0.91621780,0.02543583,1.04353166
-5.50775388,2.40073101,0.01388965,0.16834125,0.58356301,0.92488111,0.02538189,1.07324181
-5.50175088,2.44969927,0.01490786,0.17615800,0.59736453,0.93147072,0.02527200,1.10136923
-5.49574787,2.49363871,0.01591111,0.18368865,0.61042124,0.93566191,0.02509996,1.12737134
-5.48974487,2.53146059,0.01688405,0.19080699,0.62249409,0.93715183,0.02486027,1.15070799
-5.48374187,2.56212676,0.01781079,0.19738772,0.63334194,0.93567288,0.02454848,1.17085726
-5.47773887,2.58468417,0.01867525,0.20330960,0.64272854,0.93100494,0.02416142,1.18733100
-5.47173587,2.59829703,0.01946167,0.20845865,0.65042929,0.92298587,0.02369753,1.19968948
-5.46573287,2.60227520,0.02015502,0.21273120,0.65623779,0.91151976,0.02315695,1.20755476
-5.45972986,2.59609797,0.02074152,0.21603679,0.65997174,0.89658282,0.02254169,1.21062213
-5.45372686,2.57943241,0.02120900,0.21830080,0.66147829,0.87822646,0.02185565,1.20866946
-5.44772386,2.55214586,0.02154741,0.21946667,0.66063852,0.85657777,0.02110457,1.20156410
-5.44172086,2.51431224,0.02174908,0.21949768,0.65737105,0.83183736,0.02029594,1.18926718
-5.43571786,2.46621224,0.02180904,0.21837824,0.65163476,0.80427473,0.01943881,1.17183525
-5.42971486,2.40832757,0.02172521,0.21611454,0.64343048,0.77422167,0.01854360,1.14941933
-5.42371186,2.34132966,0.02149847,0.21273465,0.63280171,0.74206384,0.01762181,1.12226138
-5.41770885,2.26606347,0.02113269,0.20828797,0.61983433,0.70823098,0.01668577,1.09068843
-5.41170585,2.18352692,0.02063456,0.20284408,0.60465533,0.67318638,0.01574830,1.05510461
-5.40570285,2.09484677,0.02001345,0.19649099,0.58743061,0.63741568,0.01482247,1.01598129
-5.39969985,2.00125189,0.01928107,0.18933289,0.56836177,0.60141571,0.01392125,0.97384579
-5.39369685,1.90404448,0.01845114,0.18148744,0.54768220,0.56568353,0.01305730,0.92926883
-5.38769385,1.80457045,0.01753892,0.17308275,0.52565219,0.53070602,0.01224265,0.88285124
-5.38169085,1.70418941,0.01656079,0.16425402,0.50255350,0.49695031,0.01148857,0.83521027
-5.37568784,1.60424537,0.01553375,0.15514012,0.47868337,0.46485512,0.01080532,0.78696580
-5.36968484,1.50603867,0.01447494,0.14588017,0.45434796,0.43482332,0.01020204,0.73872702
-5.36368184,1.41079997,0.01340119,0.13661012,0.42985579,0.40721551,0.00968662,0.69107964
-5.35767884,1.31966669,0.01232859,0.12745964,0.40551087,0.38234501,0.00926561,0.64457425
-5.35167584,1.23366262,0.01127212,0.11854926,0.38160615,0.36047394,0.00894424,0.59971595
-5.34567284,1.15368090,0.01024537,0.10998796,0.35841719,0.34181051,0.00872632,0.55695551
-5.33966983,1.08047077,0.00926027,0.10187107,0.33619641,0.32650748,0.00861433,0.51668226
-5.33366683,1.01462819,0.00832694,0.09427885,0.31516806,0.31466159,0.00860943,0.47921893
-5.32766383,0.95659046,0.00745361,0.08727544,0.29552403,0.30631406,0.00871154,0.44481836
-5.32166083,0.90663471,0.00664657,0.08090834,0.27742063,0.30145192,0.00891944,0.41366215
-5.31565783,0.86488013,0.00591027,0.07520850,0.26097655,0.30001010,0.00923089,0.38586125
-5.30965483,0.83129372,0.00524731,0.07019068,0.24627186,0.30187427,0.00964272,0.36145830
-5.30365183,0.80569904,0.00465869,0.06585441,0.23334814,0.30688420,0.01015101,0.34043155
-5.29764882,0.78778780,0.00414388,0.06218512,0.22220972,0.31483765,0.01075121,0.32270016
-5.29164582,0.77713345,0.00370105,0.05915568,0.21282591,0.32549466,0.01143827,0.30813063
-5.28564282,0.77320659,0.00332726,0.05672808,0.20513402,0.33858208,0.01220676,0.29654405
-5.27963982,0.77539139,0.00301866,0.05485525,0.19904315,0.35379836,0.01305100,0.28772388
-5.27363682,0.78300260,0.00277068,0.05348295,0.19443843,0.37081842,0.01396513,0.28142397
-5.26763382,0.79530268,0.00257821,0.05255167,0.19118559,0.38929862,0.01494316,0.27737657
-5.26163082,0.81151846,0.00243573,0.05199845,0.18913568,0.40888170,0.01597897,0.27529997
-5.25562781,0.83085705,0.00233753,0.05175863,0.18812969,0.42920165,0.01706630,0.27490567
-5.24962481,0.85252067,0.00227777,0.05176742,0.18800298,0.44988849,0.01819870,0.27590481
-5.24362181,0.87572008,0.00225063,0.05196134,0.18858935,0.47057300,0.01936941,0.27801375
-5.23761881,0.89968667,0.00225037,0.05227945,0.18972463,0.49089128,0.02057123,0.28095882
-5.23161581,0.92368290,0.00227143,0.05266442,0.19124974,0.51048921,0.02179638,0.28448001
-5.22561281,0.94701141,0.00230851,0.05306337,0.19301325,0.52902688,0.02303635,0.28833383
-5.21960980,0.96902265,0.00235658,0.05342856,0.19487334,0.54618288,0.02428172,0.29229536
-5.21360680,0.98912137,0.00241096,0.05371788,0.19669924,0.56165851,0.02552209,0.29615949
-5.20760380,1.00677201,0.00246736,0.05389520,0.19837226,0.57518197,0.02674592,0.29974165
-5.20160080,1.02150329,0.00252191,0.05393056,0.19978647,0.58651241,0.02794057,0.30287803
-5.19559780,1.03291201,0.00257117,0.05380027,0.20084899,0.59544387,0.02909233,0.30542553
-5.18959480,1.04066640,0.00261219,0.05348684,0.20148018,0.60180897,0.03018650,0.30726159
-5.18359180,1.04450895,0.00264251,0.05297889,0.20161372,0.60548240,0.03120766,0.30828393
-5.17758879,1.04425875,0.00266018,0.05227095,0.20119655,0.60638392,0.03213994,0.30841038
-5.17158579,1.03981345,0.00266375,0.05136314,0.20018889,0.60448092,0.03296742,0.30757881
-5.16558279,1.03115060,0.00265229,0.05026091,0.19856425,0.59979031,0.03367455,0.30574719
-5.15957979,1.01832828,0.00262538,0.04897458,0.19630948,0.59237955,0.03424668,0.30289378
-5.15357679,1.00148488,0.00258308,0.04751895,0.19342480,0.58236691,0.03467061,0.29901734
-5.14757379,0.98083781,0.00252587,0.04591283,0.18992380,0.56992056,0.03493508,0.29413740
-5.14157079,0.95668093,0.00245469,0.04417846,0.18583340,0.55525666,0.03503130,0.28829433
-5.13556778,0.92938057,0.00237079,0.04234102,0.18119360,0.53863627,0.03495341,0.28154925
-5.12956478,0.89937001,0.00227578,0.04042796,0.17605704,0.52036110,0.03469886,0.27398355
-5.12356178,0.86714229,0.00217148,0.03846842,0.17048834,0.50076820,0.03426864,0.26569806
-5.11755878,0.83324146,0.00205988,0.03649257,0.16456309,0.48022357,0.03366747,0.25681161
-5.11155578,0.79825229,0.00194312,0.03453092,0.15836651,0.45911496,0.03290373,0.24745914
-5.10555278,0.76278855,0.00182334,0.03261369,0.15199175,0.43784392,0.03198941,0.23778919
-5.09954977,0.72748022,0.00170269,0.03077008,0.14553790,0.41681740,0.03093974,0.22796082
-5.09354677,0.69295988,0.00158322,0.02902768,0.13910766,0.39643899,0.02977283,0.21814009
-5.08754377,0.65984856,0.00146683,0.02741182,0.13280480,0.37710025,0.02850913,0.20849610
-5.08154077,0.62874166,0.00135527,0.02594498,0.12673145,0.35917217,0.02717079,0.19919677
-5.07553777,0.60019509,0.00125004,0.02464634,0.12098530,0.34299714,0.02578104,0.19040449
-5.06953477,0.57471232,0.00115240,0.02353124,0.11565689,0.32888153,0.02436340,0.18227175
-5.06353177,0.55273258,0.00106332,0.02261089,0.11082699,0.31708925,0.02294104,0.17493704
-5.05752876,0.53462064,0.00098353,0.02189208,0.10656428,0.30783630,0.02153607,0.16852103
-5.05152576,0.52065856,0.00091344,0.02137702,0.10292332,0.30128645,0.02016892,0.16312326
-5.04552276,0.51103948,0.00085322,0.02106328,0.09994301,0.29754832,0.01885781,0.15881955
-5.03951976,0.50586396,0.00080276,0.02094387,0.09764558,0.29667367,0.01761833,0.15566010
-5.03351676,0.50513866,0.00076175,0.02100742,0.09603607,0.29865714,0.01646312,0.15366840
-5.02751376,0.50877768,0.00072963,0.02123852,0.09510254,0.30343721,0.01540169,0.15284111
-5.02151076,0.51660627,0.00070570,0.02161809,0.09481677,0.31089859,0.01444034,0.15314880
-5.01550775,0.52836706,0.00068911,0.02212396,0.09513560,0.32087566,0.01358226,0.15453755
-5.00950475,0.54372837,0.00067892,0.02273150,0.09600286,0.33315710,0.01282768,0.15693145
-5.00350175,0.56229457,0.00067411,0.02341430,0.09735176,0.34749142,0.01217416,0.16023578
-4.99749875,0.58361806,0.00067365,0.02414502,0.09910766,0.36359336,0.01161695,0.16434095
-4.99149575,0.60721257,0.00067650,0.02489616,0.10119127,0.38115084,0.01114943,0.16912687
-4.98549275,0.63256748,0.00068170,0.02564093,0.10352190,0.39983256,0.01076354,0.17446780
-4.97948974,0.65916266,0.00068835,0.02635409,0.10602094,0.41929573,0.01045031,0.18023738
-4.97348674,0.68648362,0.00069566,0.02701276,0.10861522,0.43919411,0.01020034,0.18631386
-4.96748374,0.71403635,0.00070301,0.02759719,0.11124027,0.45918601,0.01000429,0.19258516
-4.96148074,0.74136179,0.00070993,0.02809138,0.11384327,0.47894206,0.00985331,0.19895381
-4.95547774,0.76804926,0.00071613,0.02848365,0.11638561,0.49815277,0.00973948,0.20534154
-4.94947474,0.79374880,0.00072153,0.02876711,0.11884507,0.51653561,0.00965616,0.21169340
-4.94347174,0.81818199,0.00072628,0.02893987,0.12121729,0.53384150,0.00959826,0.21798123
-4.93746873,0.84115091,0.00073074,0.02900524,0.12351676,0.54986065,0.00956251,0.22420652
-4.93146573,0.86254522,0.00073549,0.02897164,0.12577706,0.56442752,0.00954759,0.23040237
-4.92546273,0.88234690,0.00074136,0.02885242,0.12805043,0.57742487,0.00955423,0.23663464
-4.91945973,0.90063255,0.00074935,0.02866557,0.13040667,0.58878671,0.00958526,0.24300202
-4.91345673,0.91757321,0.00076071,0.02843312,0.13293127,0.59850011,0.00964550,0.24963518
-4.90745373,0.93343125,0.00077682,0.02818061,0.13572303,0.60660568,0.00974172,0.25669473
-4.90145073,0.94855463,0.00079925,0.02793633,0.13889095,0.61319663,0.00988246,0.26436815
-4.89544772,0.96336816,0.00082968,0.02773048,0.14255074,0.61841647,0.01007774,0.27286553
-4.88944472,0.97836199,0.00086990,0.02759429,0.14682079,0.62245502,0.01033888,0.28241421
-4.88344172,0.99407732,0.00092173,0.02755910,0.15181796,0.62554304,0.01067810,0.29325247
-4.87743872,1.01108962,0.00098701,0.02765540,0.15765314,0.62794526,0.01110821,0.30562213
-4.87143572,1.02998964,0.00106754,0.02791188,0.16442681,0.62995203,0.01164219,0.31976048
-4.86543272,1.05136265,0.00116505,0.02835457,0.17222474,0.63186980,0.01229281,0.33589151
-4.85942971,1.07576640,0.00128113,0.02900593,0.18111403,0.63401048,0.01307217,0.35421683
-4.85342671,1.10370868,0.00141717,0.02988416,0.19113962,0.63668019,0.01399131,0.37490650
-4.84742371,1.13562502,0.00157436,0.03100251,0.20232142,0.64016761,0.01505980,0.39809018
-4.84142071,1.17185763,0.00175361,0.03236874,0.21465230,0.64473247,0.01628537,0.42384882
-4.83541771,1.21263636,0.00195552,0.03398478,0.22809701,0.65059457,0.01767357,0.45220757
-4.82941471,1.25806269,0.00218037,0.03584652,0.24259211,0.65792380,0.01922755,0.48312995
-4.82341171,1.30809767,0.00242810,0.03794375,0.25804705,0.66683173,0.02094787,0.51651400
-4.81740870,1.36255449,0.00269831,0.04026034,0.27434643,0.67736511,0.02283240,0.55219050
-4.81140570,1.42109655,0.00299025,0.04277458,0.29135327,0.68950169,0.02487640,0.58992365
-4.80540270,1.48324127,0.00330289,0.04545975,0.30891339,0.70314872,0.02707260,0.62941436
-4.79939970,1.54836993,0.00363493,0.04828483,0.32686067,0.71814421,0.02941153,0.67030619
-4.79339670,1.61574345,0.00398486,0.05121537,0.34502292,0.73426107,0.03188183,0.71219391
-4.78739370,1.68452368,0.00435106,0.05421456,0.36322821,0.75121412,0.03447077,0.75463440
-4.78139070,1.75379960,0.00473183,0.05724437,0.38131135,0.76866956,0.03716475,0.79715963
-4.77538769,1.82261718,0.00512552,0.06026672,0.39912013,0.78625676,0.03994997,0.83929117
-4.76938469,1.89001201,0.00553059,0.06324473,0.41652103,0.80358169,0.04281299,0.88055566
-4.76338169,1.95504293,0.00594566,0.06614390,0.43340410,0.82024161,0.04574141,0.92050048
-4.75737869,2.01682525,0.00636965,0.06893324,0.44968666,0.83584015,0.04872440,0.95870907
-4.75137569,2.07456200,0.00680175,0.07158622,0.46531558,0.85000227,0.05175318,0.99481482
-4.74537269,2.12757157,0.00724147,0.07408151,0.48026805,0.86238829,0.05482141,1.02851322
-4.73936968,2.17531033,0.00768867,0.07640361,0.49455054,0.87270641,0.05792533,1.05957120
-4.73336668,2.21738926,0.00814347,0.07854306,0.50819627,0.88072315,0.06106388,1.08783354
-4.72736368,2.25358358,0.00860624,0.08049646,0.52126094,0.88627108,0.06423844,1.11322570
-4.72136068,2.28383499,0.00907748,0.08226622,0.53381721,0.88925383,0.06745258,1.13575306
-4.71535768,2.30824659,0.00955773,0.08385996,0.54594806,0.88964788,0.07071149,1.15549663
-4.70935468,2.32707068,0.01004738,0.08528969,0.55773953,0.88750136,0.07402134,1.17260532
-4.70335168,2.34069034,0.01054659,0.08657087,0.56927311,0.88292987,0.07738852,1.18728546
-4.69734867,2.34959598,0.01105509,0.08772114,0.58061842,0.87610969,0.08081876,1.19978798
-4.69134567,2.35435807,0.01157206,0.08875916,0.59182654,0.86726889,0.08431629,1.21039408
-4.68534267,2.35559785,0.01209601,0.08970327,0.60292439,0.85667670,0.08788302,1.21940029
-4.67933967,2.35395759,0.01262464,0.09057035,0.61391069,0.84463191,0.09151780,1.22710367
-4.67333667,2.35007210,0.01315486,0.09137470,0.62475357,0.83145090,0.09521578,1.23378805
-4.66733367,2.34454295,0.01368269,0.09212714,0.63539018,0.81745579,0.09896801,1.23971201
-4.66133067,2.33791673,0.01420335,0.09283442,0.64572829,0.80296351,0.10276117,1.24509927
-4.65532766,2.33066828,0.01471132,0.09349879,0.65564977,0.78827609,0.10657755,1.25013185
-4.64932466,2.32318958,0.01520050,0.09411797,0.66501585,0.77367259,0.11039523,1.25494633
-4.64332166,2.31578441,0.01566438,0.09468535,0.67367375,0.75940298,0.11418846,1.25963316
-4.63731866,2.30866873,0.01609624,0.09519048,0.68146436,0.74568406,0.11792822,1.26423887
-4.63131566,2.30197620,0.01648944,0.09561981,0.68823046,0.73269742,0.12158291,1.26877087
-4.62531266,2.29576800,0.01683764,0.09595761,0.69382499,0.72058926,0.12511918,1.27320425
-4.61930965,2.29004610,0.01713510,0.09618700,0.69811893,0.70947196,0.12850277,1.27749010
-4.61330665,2.28476848,0.01737689,0.09629107,0.70100821,0.69942692,0.13169941,1.28156451
-4.60730365,2.27986542,0.01755917,0.09625392,0.70241942,0.69050853,0.13467567,1.28535771
-4.60130065,2.27525543,0.01767933,0.09606173,0.70231378,0.68274867,0.13739977,1.28880265
-4.59529765,2.27085990,0.01773620,0.09570358,0.70068943,0.67616156,0.13984235,1.29184250
-4.58929465,2.26661543,0.01773004,0.09517216,0.69758171,0.67074840,0.14197704,1.29443655
-4.58329165,2.26248343,0.01766269,0.09446421,0.69306162,0.66650178,0.14378105,1.29656427
-4.57728864,2.25845623,0.01753745,0.09358077,0.68723248,0.66340931,0.14523555,1.29822742
-4.57128564,2.25455988,0.01735905,0.09252716,0.68022515,0.66145659,0.14632604,1.29944999
-4.56528264,2.25085346,0.01713350,0.09131272,0.67219195,0.66062917,0.14704254,1.30027632
-4.55927964,2.24742535,0.01686792,0.08995037,0.66329986,0.66091376,0.14737972,1.30076747
-4.55327664,2.24438678,0.01657030,0.08845599,0.65372313,0.66229838,0.14733700,1.30099628
-4.54727364,2.24186330,0.01624930,0.08684770,0.64363593,0.66477186,0.14691847,1.30104131
-4.54127064,2.23998488,0.01591395,0.08514502,0.63320533,0.66832266,0.14613284,1.30098033
-4.53526763,2.23887513,0.01557341,0.08336803,0.62258482,0.67293712,0.14499321,1.30088354
-4.52926463,2.23864044,0.01523670,0.08153656,0.61190894,0.67859740,0.14351685,1.30080707
-4.52326163,2.23935965,0.01491246,0.07966943,0.60128884,0.68527932,0.14172480,1.30078704
-4.51725863,2.24107467,0.01460868,0.07778382,0.59080934,0.69295007,0.13964147,1.30083455
-4.51125563,2.24378273,0.01433253,0.07589470,0.58052717,0.70156614,0.13729406,1.30093183
-4.50525263,2.24743032,0.01409019,0.07401449,0.57047072,0.71107153,0.13471196,1.30102968
-4.49924962,2.25190940,0.01388663,0.07215285,0.56064097,0.72139630,0.13192599,1.30104649
-4.49324662,2.25705581,0.01372558,0.07031662,0.55101364,0.73245560,0.12896769,1.30086870
-4.48724362,2.26265016,0.01360937,0.06850990,0.54154246,0.74414924,0.12586847,1.30035285
-4.48124062,2.26842099,0.01353897,0.06673433,0.53216314,0.75636178,0.12265883,1.29932907
-4.47523762,2.27405028,0.01351388,0.06498941,0.52279810,0.76896327,0.11936755,1.29760596
-4.46923462,2.27918110,0.01353226,0.06327297,0.51336156,0.78181044,0.11602107,1.29497669
-4.46323162,2.28342715,0.01359090,0.06158174,0.50376486,0.79474857,0.11264282,1.29122598
-4.45722861,2.28638392,0.01368539,0.05991182,0.49392179,0.80761371,0.10925288,1.28613800
-4.45122561,2.28764114,0.01381020,0.05825937,0.48375371,0.82023552,0.10586772,1.27950461
-4.44522261,2.28679613,0.01395885,0.05662109,0.47319426,0.83244037,0.10250011,1.27113387
-4.43921961,2.28346768,0.01412411,0.05499478,0.46219366,0.84405486,0.09915936,1.26085839
-4.43321661,2.27730994,0.01429819,0.05337984,0.45072221,0.85490962,0.09585164,1.24854331
-4.42721361,2.26802606,0.01447298,0.05177760,0.43877321,0.86484326,0.09258059,1.23409351
-4.42121061,2.25538097,0.01464027,0.05019168,0.42636497,0.87370658,0.08934795,1.21745998
-4.41520760,2.23921315,0.01479203,0.04862819,0.41354207,0.88136680,0.08615447,1.19864484
-4.40920460,2.21944478,0.01492065,0.04709581,0.40037575,0.88771191,0.08300073,1.17770517
-4.40320160,2.19609029,0.01501914,0.04560583,0.38696350,0.89265497,0.07988806,1.15475522
-4.39719860,2.16926281,0.01508141,0.04417202,0.37342797,0.89613836,0.07681940,1.12996711
-4.39119560,2.13917860,0.01510245,0.04281050,0.35991510,0.89813793,0.07380004,1.10356998
-4.38519260,2.10615906,0.01507849,0.04153942,0.34659176,0.89866695,0.07083827,1.07584751
-4.37918959,2.07063060,0.01500717,0.04037864,0.33364276,0.89777967,0.06794582,1.04713407
-4.37318659,2.03312209,0.01488761,0.03934933,0.32126756,0.89557461,0.06513809,1.01780950
-4.36718359,1.99426003,0.01472047,0.03847349,0.30967657,0.89219721,0.06243424,0.98829269
-4.36118059,1.95476146,0.01450798,0.03777350,0.29908724,0.88784180,0.05985696,0.95903416
-4.35517759,1.91542470,0.01425389,0.03727148,0.28971993,0.88275270,0.05743213,0.93050779
-4.34917459,1.87711795,0.01396336,0.03698885,0.28179374,0.87722427,0.05518826,0.90320187
-4.34317159,1.84076586,0.01364287,0.03694564,0.27552220,0.87159969,0.05315574,0.87760973
-4.33716858,1.80733416,0.01330003,0.03715995,0.27110904,0.86626836,0.05136602,0.85421999
-4.33116558,1.77781252,0.01294339,0.03764736,0.26874388,0.86166168,0.04985064,0.83350670
-4.32516258,1.75319567,0.01258221,0.03842028,0.26859810,0.85824708,0.04864032,0.81591944
-4.31915958,1.73446317,0.01222616,0.03948746,0.27082080,0.85652037,0.04776391,0.80187368
-4.31315658,1.72255783,0.01188512,0.04085339,0.27553488,0.85699619,0.04724743,0.79174136
-4.30715358,1.71836341,0.01156886,0.04251781,0.28283341,0.86019672,0.04711321,0.78584204
