energy_ev,total_up,As_p_up,As_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,2.02582633,0.64706923,0.00000000,1.19266306,0.36461286,0.43747581,0.00000000
-5.99399700,1.98850617,0.63840396,0.00000000,1.16878476,0.35873139,0.42591994,0.00000000
-5.98799400,1.94153568,0.62597495,0.00000000,1.13942880,0.35096942,0.41295468,0.00000000
-5.98199100,1.88523286,0.60994253,0.00000000,1.10475984,0.34139377,0.39858692,0.00000000
-5.97598799,1.82018422,0.59055259,0.00000000,1.06509180,0.33012117,0.38287930,0.00000000
-5.96998499,1.74722608,0.56812902,0.00000000,1.02087747,0.31731441,0.36594790,0.00000000
-5.96398199,1.66741703,0.54306361,0.00000000,0.97269300,0.30317697,0.34795769,0.00000000
-5.95797899,1.58200313,0.51580377,0.00000000,0.92121812,0.28794635,0.32911630,0.00000000
-5.95197599,1.49237813,0.48683895,0.00000000,0.86721330,0.27188647,0.30966648,0.00000000
-5.94597299,1.40004053,0.45668629,0.00000000,0.81149537,0.25527957,0.28987773,0.00000000
-5.93996998,1.30654998,0.42587620,0.00000000,0.75491255,0.23841799,0.27003760,0.00000000
-5.93396698,1.21348475,0.39493856,0.00000000,0.69832044,0.22159620,0.25044325,0.00000000
-5.92796398,1.12240227,0.36439014,0.00000000,0.64255981,0.20510327,0.23139337,0.00000000
-5.92196098,1.03480403,0.33472350,0.00000000,0.58843736,0.18921626,0.21318116,0.00000000
-5.91595798,0.95210598,0.30639801,0.00000000,0.53670985,0.17419454,0.19608834,0.00000000
-5.90995498,0.87561507,0.27983290,0.00000000,0.48807218,0.16027517,0.18038051,0.00000000
-5.90395198,0.80651217,0.25540265,0.00000000,0.44314962,0.14766947,0.16630384,0.00000000
-5.89794897,0.74584112,0.23343442,0.00000000,0.40249391,0.13656069,0.15408308,0.00000000
-5.89194597,0.69450357,0.21420756,0.00000000,0.36658323,0.12710272,0.14392076,0.00000000
-5.88594297,0.65325871,0.19795483,0.00000000,0.33582515,0.11941962,0.13599751,0.00000000
-5.87993997,0.62272704,0.18486496,0.00000000,0.31056235,0.11360601,0.13047313,0.00000000
-5.87393697,0.60339698,0.17508622,0.00000000,0.29107997,0.10972794,0.12748819,0.00000000
-5.86793397,0.59563341,0.16873061,0.00000000,0.27761411,0.10782426,0.12716598,0.00000000
-5.86193097,0.59968681,0.16587820,0.00000000,0.27036042,0.10790811,0.12961441,0.00000000
-5.85592796,0.61570233,0.16658136,0.00000000,0.26948220,0.10996863,0.13492763,0.00000000
-5.84992496,0.64372765,0.17086843,0.00000000,0.27511718,0.11397256,0.14318722,0.00000000
-5.84392196,0.68371920,0.17874663,0.00000000,0.28738233,0.11986585,0.15446259,0.00000000
-5.83791896,0.73554621,0.19020399,0.00000000,0.30637643,0.12757504,0.16881054,0.00000000
-5.83191596,0.79899220,0.20521014,0.00000000,0.33217971,0.13700852,0.18627392,0.00000000
-5.82591296,0.87375406,0.22371598,0.00000000,0.36485073,0.14805764,0.20687921,0.00000000
-5.81990995,0.95943866,0.24565208,0.00000000,0.40442020,0.16059764,0.23063313,0.00000000
-5.81390695,1.05555735,0.27092609,0.00000000,0.45088200,0.17448859,0.25751832,0.00000000
-5.80790395,1.16151885,0.29941917,0.00000000,0.50418185,0.18957616,0.28748829,0.00000000
-5.80190095,1.27662098,0.33098172,0.00000000,0.56420384,0.20569251,0.32046177,0.00000000
-5.79589795,1.40004207,0.36542871,0.00000000,0.63075581,0.22265718,0.35631671,0.00000000
-5.78989495,1.53083278,0.40253487,0.00000000,0.70355407,0.24027817,0.39488438,0.00000000
