energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.67131745,0.01784150,0.13644992,0.22141604,0.10402791,0.02024784,0.86440780,0.54797426,0.20698810
-5.99399700,1.73049519,0.01756225,0.15318048,0.22231224,0.10913752,0.02191797,0.88318612,0.60667611,0.21178079
-5.98799400,1.80725910,0.01745919,0.17252787,0.22510766,0.11524643,0.02394010,0.90955016,0.67295782,0.21912430
-5.98199100,1.90238313,0.01755403,0.19452710,0.22997403,0.12239594,0.02631127,0.94392333,0.74687315,0.22917604
-5.97598799,2.01636827,0.01786547,0.21918286,0.23705482,0.13060749,0.02902378,0.98659606,0.82836386,0.24206343
-5.96998499,2.14940223,0.01840867,0.24646502,0.24646037,0.13988019,0.03206459,1.03770655,0.91724874,0.25787700
-5.96398199,2.30132649,0.01919465,0.27630427,0.25826400,0.15018898,0.03541485,1.09722620,1.01321517,0.27666385
-5.95797899,2.47161216,0.02022974,0.30858821,0.27249906,0.16148342,0.03904948,1.16494995,1.11581390,0.29842178
-5.95197599,2.65934552,0.02151521,0.34315819,0.28915708,0.17368723,0.04293698,1.24049196,1.22445725,0.32309428
-5.94597299,2.86322411,0.02304682,0.37980696,0.30818707,0.18669858,0.04703935,1.32328679,1.33842130,0.35056658
-5.93996998,3.08156412,0.02481458,0.41827764,0.32949595,0.20039117,0.05131219,1.41259615,1.45685202,0.38066309
-5.93396698,3.31231900,0.02680263,0.45826398,0.35295015,0.21461610,0.05570515,1.50752096,1.57877553,0.41314628
-5.92796398,3.55310954,0.02898915,0.49941223,0.37837836,0.22920450,0.06016244,1.60701857,1.70311232,0.44771737
-5.92196098,3.80126477,0.03134656,0.54132462,0.40557527,0.24397085,0.06462371,1.70992453,1.82869519,0.48401877
-5.91595798,4.05387288,0.03384177,0.58356462,0.43430631,0.25871689,0.06902512,1.81497840,1.95429044,0.52163853
-5.90995498,4.30784100,0.03643672,0.62566386,0.46431312,0.27323606,0.07330059,1.92085270,2.07862169,0.56011669
-5.90395198,4.55996215,0.03908902,0.66713053,0.49531968,0.28731835,0.07738323,2.02618427,2.20039574,0.59895347
-5.89794897,4.80698748,0.04175280,0.70745930,0.52703883,0.30075531,0.08120700,2.12960689,2.31832947,0.63761922
-5.89194597,5.04570157,0.04437981,0.74614217,0.55917901,0.31334519,0.08470831,2.22978418,2.43117692,0.67556584
-5.88594297,5.27299827,0.04692054,0.78268016,0.59145087,0.32489801,0.08782778,2.32544175,2.53775574,0.71223928
-5.87993997,5.48595474,0.04932561,0.81659524,0.62357369,0.33524033,0.09051192,2.41539743,2.63697186,0.74709290
-5.87393697,5.68190083,0.05154714,0.84744217,0.65528118,0.34421967,0.09271470,2.49858865,2.72784179,0.77960100
-5.86793397,5.85848169,0.05354021,0.87481980,0.68632659,0.35170833,0.09439904,2.57409606,2.80951150,0.80927225
-5.86193097,6.01371115,0.05526431,0.89838121,0.71648689,0.35760657,0.09553796,2.64116262,2.88127154,0.83566228
-5.85592796,6.14601414,0.05668470,0.91784253,0.74556593,0.36184503,0.09611566,2.69920764,2.94256783,0.85838517
-5.84992496,6.25425674,0.05777365,0.93298980,0.77339639,0.36438625,0.09612809,2.74783539,2.99300797,0.87712322
-5.84392196,6.33776299,0.05851151,0.94368379,0.79984071,0.36522537,0.09558336,2.78683818,3.03236300,0.89163458
-5.83791896,6.39631812,0.05888751,0.94986256,0.82479083,0.36438993,0.09450173,2.81619409,3.06056502,0.90175866
-5.83191596,6.43015864,0.05890032,0.95154159,0.84816696,0.36193883,0.09291520,2.83605954,3.07770085,0.90741882
-5.82591296,6.43995001,0.05855831,0.94881161,0.86991550,0.35796044,0.09086689,2.84675751,3.08400255,0.90862262
-5.81990995,6.42675350,0.05787947,0.94183430,0.89000641,0.35257010,0.08841001,2.84876189,3.07983538,0.90545930
-5.81390695,6.39198396,0.05689101,0.93083601,0.90843005,0.34590696,0.08560655,2.84267893,3.06568412,0.89809509
-5.80790395,6.33736063,0.05562865,0.91609999,0.92519394,0.33813036,0.08252580,2.82922674,3.04213844,0.88676624
-5.80190095,6.26485348,0.05413564,0.89795740,0.94031958,0.32941591,0.07924261,2.80921354,3.00987828,0.87177048
-5.79589795,6.17662722,0.05246150,0.87677766,0.95383952,0.31995129,0.07583563,2.78351587,2.96965969,0.85345708
-5.78989495,6.07498547,0.05066059,0.85295849,0.96579489,0.30993205,0.07238533,2.75305715,2.92230193,0.83221621
-5.78389195,5.96231681,0.04879050,0.82691619,0.97623353,0.29955737,0.06897215,2.71878748,2.86867596,0.80846800
-5.77788894,5.84104466,0.04691039,0.79907642,0.98520872,0.28902598,0.06567466,2.68166508,2.80969460,0.78265166
-5.77188594,5.71358199,0.04507926,0.76986598,0.99277853,0.27853230,0.06256773,2.64263956,2.74630435,0.75521531
-5.76588294,5.58229177,0.04335433,0.73970559,0.99900573,0.26826281,0.05972095,2.60263727,2.67947844,0.72660663
-5.75987994,5.44945344,0.04178940,0.70900410,1.00395823,0.25839280,0.05719716,2.56254852,2.61021101,0.69726479
-5.75387694,5.31723529,0.04043346,0.67815388,1.00770968,0.24908339,0.05505118,2.52321664,2.53951155,0.66761363
-5.74787394,5.18767238,0.03932947,0.64752765,1.01034037,0.24047893,0.05332881,2.48542857,2.46839926,0.63805638
-5.74187094,5.06264920,0.03851327,0.61747634,1.01193792,0.23270482,0.05206603,2.44990664,2.39789668,0.60897168
-5.73586793,4.94388620,0.03801289,0.58832796,1.01259785,0.22586565,0.05128842,2.41730126,2.32902188,0.58071104
-5.72986493,4.83292934,0.03784802,0.56038722,1.01242372,0.22004371,0.05101090,2.38818433,2.26277894,0.55359729
-5.72386193,4.73114174,0.03802980,0.53393557,1.01152681,0.21529792,0.05123767,2.36304316,2.20014634,0.52792414
-5.71785893,4.63969659,0.03856087,0.50923140,1.01002519,0.21166314,0.05196235,2.34227474,2.14206310,0.50395629
-5.71185593,4.55957092,0.03943568,0.48651027,1.00804231,0.20914988,0.05316846,2.32618056,2.08941282,0.48193013
-5.70585293,4.49153972,0.04064105,0.46598472,1.00570488,0.20774442,0.05483000,2.31496204,2.04300581,0.46205456
-5.69984992,4.43617051,0.04215694,0.44784378,1.00314039,0.20740938,0.05691227,2.30871669,2.00356003,0.44451194
-5.69384692,4.39381832,0.04395739,0.43225189,1.00047417,0.20808474,0.05937287,2.30743549,1.97168123,0.42945877
-5.68784392,4.36462155,0.04601162,0.41934722,0.99782623,0.20968930,0.06216283,2.31100163,1.94784339,0.41702618
-5.68184092,4.34849917,0.04828518,0.40923958,0.99530788,0.21212258,0.06522782,2.31919105,1.93237025,0.40732000
-5.67583792,4.34514980,0.05074117,0.40200788,0.99301852,0.21526713,0.06850955,2.33167491,1.92541898,0.40042048
-5.66983492,4.35405338,0.05334152,0.39769732,0.99104249,0.21899124,0.07194705,2.34802432,1.92696702,0.39638160
-5.66383192,4.37447596,0.05604807,0.39631661,0.98944621,0.22315200,0.07547813,2.36771739,1.93680292,0.39523007
-5.65782891,4.40547811,0.05882369,0.39783545,0.98827583,0.22759859,0.07904068,2.39014858,1.95452223,0.39696419
-5.65182591,4.44592742,0.06163321,0.40218237,0.98755531,0.23217572,0.08257393,2.41464026,1.97952881,0.40155248
-5.64582291,4.49451532,0.06444415,0.40924341,0.98728515,0.23672723,0.08601970,2.44045636,2.01104238,0.40893255
-5.63981991,4.54977817,0.06722733,0.41886173,0.98744177,0.24109961,0.08932337,2.46681773,2.04811227,0.41901004
-5.63381691,4.61012281,0.06995716,0.43083827,0.98797766,0.24514541,0.09243478,2.49291884,2.08963745,0.43165808
-5.62781391,4.67385600,0.07261182,0.44493383,0.98882228,0.24872645,0.09530898,2.51794555,2.13439256,0.44671719
-5.62181091,4.73921755,0.07517321,0.46087240,0.98988373,0.25171671,0.09790672,2.54109336,2.18105931,0.46399594
-5.61580790,4.80441633,0.07762665,0.47834587,0.99105136,0.25400481,0.10019482,2.56158582,2.22826229,0.48327243
-5.60980490,4.86766872,0.07996050,0.49702002,0.99219902,0.25549608,0.10214636,2.57869258,2.27460821,0.50429657
-5.60380190,4.92723826,0.08216567,0.51654164,0.99318927,0.25611413,0.10374065,2.59174671,2.31872719,0.52679337
-5.59779890,4.98147579,0.08423501,0.53654654,0.99387817,0.25580191,0.10496317,2.60016091,2.35931452,0.55046712
-5.59179590,5.02885894,0.08616267,0.55666823,0.99412081,0.25452225,0.10580532,2.60344223,2.39517133,0.57500642
-5.58579290,5.06802969,0.08794358,0.57654683,0.99377722,0.25225791,0.10626410,2.60120487,2.42524262,0.60008997
-5.57978989,5.09782890,0.08957288,0.59583800,0.99271871,0.24901120,0.10634178,2.59318087,2.44865092,0.62539299
-5.57378689,5.11732665,0.09104548,0.61422136,0.99083414,0.24480311,0.10604544,2.57922839,2.46472419,0.65059394
-5.56778389,5.12584707,0.09235582,0.63140819,0.98803614,0.23967212,0.10538663,2.55933710,2.47301675,0.67538144
-5.56178089,5.12298681,0.09349764,0.64714795,0.98426676,0.23367271,0.10438090,2.53363080,2.47332216,0.69946103
-5.55577789,5.10862595,0.09446399,0.66123334,0.97950241,0.22687360,0.10304745,2.50236672,2.46567745,0.72256153
-5.54977489,5.08293095,0.09524736,0.67350383,0.97375767,0.21935584,0.10140870,2.46593160,2.45035849,0.74444067
-5.54377189,5.04634898,0.09583986,0.68384724,0.96708774,0.21121072,0.09948997,2.42483449,2.42786657,0.76488982
-5.53776888,4.99959361,0.09623356,0.69219963,0.95958933,0.20253767,0.09731908,2.37969609,2.39890667,0.78373745
-5.53176588,4.94362206,0.09642085,0.69854324,0.95139971,0.19344220,0.09492599,2.33123513,2.36435852,0.80085141
-5.52576288,4.87960468,0.09639485,0.70290287,0.94269393,0.18403379,0.09234245,2.28025174,2.32524150,0.81613965
-5.51975988,4.80888752,0.09614977,0.70534072,0.93368014,0.17442393,0.08960156,2.22760839,2.28267506,0.82954956
-5.51375688,4.73294952,0.09568127,0.70595010,0.92459310,0.16472438,0.08673742,2.17420895,2.23783629,0.84106596
-5.50775388,4.65335578,0.09498677,0.70484832,0.91568615,0.15504546,0.08378468,2.12097634,2.19191650,0.85070781
-5.50175088,4.57170884,0.09406561,0.70216916,0.90722177,0.14549469,0.08077809,2.06882979,2.14607866,0.85852399
-5.49574787,4.48960006,0.09291924,0.69805524,0.89946133,0.13617563,0.07775205,2.01866221,2.10141741,0.86458829
-5.48974487,4.40856306,0.09155124,0.69265084,0.89265424,0.12718697,0.07474022,1.97131878,2.05892327,0.86899400
-5.48374187,4.33003123,0.08996733,0.68609538,0.88702719,0.11862195,0.07177511,1.92757749,2.01945241,0.87184847
-5.47773887,4.25530116,0.08817525,0.67851791,0.88277382,0.11056799,0.06888770,1.88813231,1.98370292,0.87326789
-5.47173587,4.18550349,0.08618466,0.67003285,0.88004548,0.10310662,0.06610723,1.85357989,1.95219843,0.87337267
-5.46573287,4.12158235,0.08400699,0.66073718,0.87894346,0.09631365,0.06346096,1.82441012,1.92527933,0.87228364
-5.45972986,4.06428409,0.08165532,0.65070902,0.87951310,0.09025957,0.06097414,1.80100106,1.90310166,0.87011929
-5.45372686,4.01415556,0.07914417,0.64000772,0.88174022,0.08501000,0.05867000,1.78361833,1.88564324,0.86699414
-5.44772386,3.97155174,0.07648940,0.62867527,0.88554998,0.08062637,0.05656991,1.77241887,1.87271656,0.86301829
-5.44172086,3.93665175,0.07370808,0.61673887,0.89080836,0.07716650,0.05469363,1.76745894,1.86398739,0.85829810
-5.43571786,3.90948230,0.07081839,0.60421443,0.89732634,0.07468516,0.05305961,1.76870557,1.85899815,0.85293776
-5.42971486,3.88994677,0.06783952,0.59111074,0.90486643,0.07323450,0.05168538,1.77605108,1.85719474,0.84704168
-5.42371186,3.87785810,0.06479156,0.57743395,0.91315160,0.07286421,0.05058797,1.78932952,1.85795561,0.84071724
-5.41770885,3.87297337,0.06169542,0.56319217,0.92187604,0.07362140,0.04978428,1.80833414,1.86062170,0.83407781
-5.41170585,3.87502777,0.05857264,0.54839970,0.93071739,0.07555018,0.04929138,1.83283485,1.86452603,0.82724539
-5.40570285,3.88376593,0.05544525,0.53308095,0.93934986,0.07869072,0.04912677,1.86259442,1.86902169,0.82035286
-5.39969985,3.89896855,0.05233551,0.51727340,0.94745779,0.08307798,0.04930844,1.89738257,1.87350725,0.81354537
-5.39369685,3.92047251,0.04926569,0.50102989,0.95474886,0.08874004,0.04985474,1.93698686,1.87744868,0.80698056
-5.38769385,3.94818327,0.04625767,0.48441974,0.96096657,0.09569597,0.05078407,1.98121971,1.88039701,0.80082767
-5.38169085,3.98207863,0.04333261,0.46752896,0.96590121,0.10395353,0.05211432,2.02992104,1.88200136,0.79526521
-5.37568784,4.02220348,0.04051055,0.45045934,0.96939910,0.11350655,0.05386209,2.08295629,1.88201704,0.79047730
-5.36968484,4.06865595,0.03780997,0.43332659,0.97136941,0.12433236,0.05604164,2.14020986,1.88030872,0.78664886
-5.36368184,4.12156569,0.03524740,0.41625767,0.97178857,0.13638925,0.05866375,2.20157451,1.87684877,0.78395967
-5.35767884,4.18106574,0.03283697,0.39938738,0.97070187,0.14961424,0.06173429,2.26693736,1.87171138,0.78257772
-5.35167584,4.24725993,0.03059014,0.38285448,0.96822243,0.16392123,0.06525285,2.33616346,1.86506287,0.78265220
-5.34567284,4.32018801,0.02851535,0.36679748,0.96452754,0.17919993,0.06921126,2.40907838,1.85714907,0.78430643
-5.33966983,4.39979115,0.02661783,0.35135036,0.95985259,0.19531540,0.07359224,2.48545098,1.84828057,0.78763129
-5.33366683,4.48588034,0.02489948,0.33663840,0.95448309,0.21210870,0.07836818,2.56497807,1.83881670,0.79267953
-5.32766383,4.57811022,0.02335891,0.32277432,0.94874499,0.22939846,0.08350027,2.64727217,1.82914927,0.79946129
-5.32166083,4.67596070,0.02199147,0.30985493,0.94299395,0.24698362,0.08893785,2.73185383,1.81968685,0.80794129
