energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.82591296,2.28050944,-1.34893180,0.02984254,-0.01825773,0.11054615,-0.14521751,0.72482224,-0.36752046,0.34137864,-0.16877367,0.43873804,-0.13545106,0.02260334,-0.02299121,1.17263084,-0.63038321
-5.81990995,2.32729556,-1.41431178,0.03030889,-0.01904267,0.11263709,-0.14790293,0.73995049,-0.38873980,0.34764571,-0.17614557,0.44880969,-0.14888537,0.02315497,-0.02360700,1.19819940,-0.66768774
-5.81390695,2.37193147,-1.48364015,0.03083088,-0.01992502,0.11529872,-0.15068437,0.75481953,-0.41126208,0.35430128,-0.18396780,0.45825029,-0.16363715,0.02364169,-0.02422248,1.22161280,-0.70729579
-5.80790395,2.41449918,-1.55645825,0.03141584,-0.02090288,0.11856026,-0.15355727,0.76951143,-0.43492356,0.36138036,-0.19219948,0.46703119,-0.17962497,0.02405911,-0.02483509,1.24286932,-0.74892509
-5.80190095,2.45512825,-1.63222580,0.03206996,-0.02197247,0.12244631,-0.15651329,0.78411954,-0.45954091,0.36891718,-0.20078900,0.47513379,-0.19674554,0.02440390,-0.02544144,1.26200080,-0.79224840
-5.79589795,2.49397781,-1.71032709,0.03279796,-0.02312798,0.12697527,-0.15953948,0.79874180,-0.48491446,0.37694206,-0.20967396,0.48254803,-0.21487482,0.02467369,-0.02603730,1.27906437,-0.83689863
-5.78989495,2.53121633,-1.79008010,0.03360273,-0.02436145,0.13215760,-0.16261771,0.81347331,-0.51083206,0.38547806,-0.21878157,0.48927043,-0.23386962,0.02486696,-0.02661763,1.29413338,-0.88247568
-5.78389195,2.56700043,-1.87074858,0.03448501,-0.02566276,0.13799387,-0.16572433,0.82839860,-0.53707329,0.39453728,-0.22802939,0.49530179,-0.25356988,0.02498290,-0.02717667,1.30728798,-0.92855470
-5.77788894,2.60145380,-1.95155681,0.03544310,-0.02701967,0.14447291,-0.16883014,0.84358394,-0.56341399,0.40411709,-0.23732658,0.50064471,-0.27380126,0.02502133,-0.02770810,1.31860598,-0.97469549
-5.77188594,2.63464730,-2.03170638,0.03647258,-0.02841794,0.15156989,-0.17190068,0.85907025,-0.58963094,0.41419662,-0.24657550,0.50530103,-0.29437831,0.02498266,-0.02820524,1.32815442,-1.02045272
-5.76588294,2.66658177,-2.11039437,0.03756615,-0.02984156,0.15924478,-0.17489684,0.87486713,-0.61550645,0.42473350,-0.25567373,0.50926957,-0.31510779,0.02486776,-0.02866127,1.33598248,-1.06538650
-5.75987994,2.69717432,-2.18683205,0.03871350,-0.03127299,0.16744099,-0.17777578,0.89094842,-0.64083260,0.43566132,-0.26451634,0.51254419,-0.33579228,0.02467800,-0.02906952,1.34211607,-1.10907272
-5.75387694,2.72624944,-2.26026318,0.03990129,-0.03269354,0.17608461,-0.18049207,0.90724974,-0.66541511,0.44688778,-0.27299831,0.51511247,-0.35623367,0.02441517,-0.02942372,1.34655442,-1.15111272
-5.74787394,2.75353548,-2.32998084,0.04111327,-0.03408380,0.18508420,-0.18299901,0.92366850,-0.68907640,0.45829401,-0.28101707,0.51695506,-0.37623673,0.02408160,-0.02971830,1.34926904,-1.19114171
-5.74187094,2.77866717,-2.39534211,0.04233042,-0.03542400,0.19433138,-0.18525016,0.94006646,-0.71165790,0.46973504,-0.28847497,0.51804597,-0.39561228,0.02368010,-0.02994855,1.35020502,-1.22883550
-5.73586793,2.80119447,-2.45577974,0.04353133,-0.03669459,0.20370218,-0.18720080,0.95627516,-0.73302142,0.48104149,-0.29528159,0.51835363,-0.41418009,0.02321405,-0.03011084,1.34928475,-1.26391526
-5.72986493,2.82059760,-2.51081030,0.04469257,-0.03787661,0.21305919,-0.18880947,0.97210405,-0.75304952,0.49202283,-0.30135582,0.51784295,-0.43177139,0.02268747,-0.03020271,1.34641391,-1.29615003
-5.72386193,2.83630793,-2.56003864,0.04578926,-0.03895223,0.22225473,-0.19003938,0.98735125,-0.77164506,0.50247178,-0.30662756,0.51647821,-0.44823084,0.02210504,-0.03022292,1.34148943,-1.32535695
-5.71785893,2.84773404,-2.60315862,0.04679568,-0.03990513,0.23113462,-0.19085963,1.00181662,-0.78872985,0.51217011,-0.31103907,0.51422668,-0.46341812,0.02147218,-0.03017144,1.33440916,-1.35139944
-5.71185593,2.85429183,-2.63995041,0.04768597,-0.04072089,0.23954277,-0.19124636,1.01531649,-0.80424274,0.52089550,-0.31454591,0.51106280,-0.47720902,0.02079504,-0.03004934,1.32508269,-1.37418340
-5.70585293,2.85543743,-2.67027500,0.04843492,-0.04138735,0.24732623,-0.19118356,1.02769951,-0.81813737,0.52842922,-0.31711737,0.50697272,-0.48949624,0.02008056,-0.02985863,1.31344290,-1.39365213
-5.69984992,2.85070146,-2.69406663,0.04901868,-0.04189484,0.25434066,-0.19066370,1.03886288,-0.83037970,0.53456444,-0.31873667,0.50195892,-0.50018984,0.01933643,-0.02960210,1.29945748,-1.40978022
-5.69384692,2.83972280,-2.71132408,0.04941562,-0.04223640,0.26045575,-0.18968814,1.04876795,-0.84094583,0.53911462,-0.31940065,0.49604464,-0.50921763,0.01857110,-0.02928308,1.28314009,-1.42256722
-5.68784392,2.82228031,-2.72210174,0.04960702,-0.04240790,0.26556063,-0.18826728,1.05745431,-0.84982024,0.54192182,-0.31911930,0.48927781,-0.51652544,0.01779367,-0.02890519,1.26456021,-1.43203164
-5.68184092,2.79832060,-2.72650152,0.04957776,-0.04240816,0.26956873,-0.18642052,1.06505162,-0.85699474,0.54286430,-0.31791501,0.48173416,-0.52207747,0.01701390,-0.02847216,1.24385138,-1.43820578
-5.67583792,2.76798031,-2.72466625,0.04931688,-0.04223887,0.27242202,-0.18417606,1.07178800,-0.86246839,0.54186321,-0.31582174,0.47351936,-0.52585682,0.01624204,-0.02798762,1.22121715,-1.44113198
-5.66983492,2.73160152,-2.71677527,0.04881806,-0.04190467,0.27409423,-0.18157050,1.07799451,-0.86624834,0.53888784,-0.31288414,0.46476979,-0.52786614,0.01548878,-0.02745497,1.19693427,-1.44086057
-5.66383192,2.68973891,-2.70304260,0.04807989,-0.04141293,0.27459307,-0.17864836,1.08410498,-0.86835192,0.53395924,-0.30915659,0.45565188,-0.52812853,0.01476513,-0.02687728,1.17135294,-1.43744967
-5.65782891,2.64315825,-2.68371771,0.04710602,-0.04077376,0.27396104,-0.17546147,1.09065080,-0.86880958,0.52715190,-0.30470238,0.44635996,-0.52668854,0.01408226,-0.02625725,1.14489372,-1.43096703
-5.65182591,2.59282542,-2.65908868,0.04590511,-0.03999974,0.27227498,-0.17206832,1.09825058,-0.86766885,0.51859336,-0.29959294,0.43711244,-0.52361324,0.01345140,-0.02559728,1.11804109,-1.42149344
-5.64582291,2.53988646,-2.62948732,0.04449065,-0.03910582,0.26964415,-0.16853327,1.10759476,-0.86499890,0.50846176,-0.29390707,0.42814649,-0.51899331,0.01288369,-0.02489952,1.09133384,-1.40912763
-5.63981991,2.48563884,-2.59529543,0.04288054,-0.03810907,0.26620710,-0.16492578,1.11942555,-0.86089547,0.49698126,-0.28773029,0.41971140,-0.51294379,0.01239003,-0.02416605,1.06535247,-1.39399194
-5.63381691,2.43149520,-2.55695138,0.04109658,-0.03702844,0.26212725,-0.16131955,1.13451297,-0.85548591,0.48441569,-0.28115425,0.41206069,-0.50560452,0.01198099,-0.02339903,1.04070397,-1.37623839
-5.62781391,2.37894087,-2.51495605,0.03916382,-0.03588454,0.25758754,-0.15779161,1.15362782,-0.84893383,0.47106044,-0.27427601,0.40544347,-0.49714004,0.01166660,-0.02260089,1.01800465,-1.35605437
-5.62181091,2.32948693,-2.46987715,0.03710979,-0.03469933,0.25278425,-0.15442134,1.17751278,-0.84144323,0.45723324,-0.26719733,0.40009521,-0.48773872,0.01145628,-0.02177457,0.99786155,-1.33366726
-5.61580790,2.28462089,-2.42235105,0.03496364,-0.03349584,0.24792041,-0.15128953,1.20685291,-0.83326154,0.44326396,-0.26002390,0.39622851,-0.47761112,0.01135865,-0.02092366,0.98085335,-1.30934774
-5.60980490,2.24575710,-2.37308149,0.03275536,-0.03229776,0.24319897,-0.14847726,1.24224695,-0.82468156,0.42948405,-0.25286426,0.39402415,-0.46698734,0.01138145,-0.02005258,0.96751147,-1.28341086
-5.60380190,2.21418911,-2.32283469,0.03051486,-0.03112916,0.23881613,-0.14606491,1.28418087,-0.81604200,0.41621607,-0.24582872,0.39362292,-0.45611355,0.01153135,-0.01916668,0.95830223,-1.25621504
-5.59779890,2.19104614,-2.27243071,0.02827121,-0.03001400,0.23495506,-0.14413100,1.33300488,-0.80772642,0.40376364,-0.23902799,0.39511866,-0.44524748,0.01181386,-0.01827234,0.95361087,-1.22815853
-5.59179590,2.17725546,-2.22273121,0.02605183,-0.02897576,0.23178028,-0.14275111,1.38891525,-0.80016074,0.39240247,-0.23257165,0.39855283,-0.43465320,0.01223317,-0.01737693,0.95372814,-1.19967356
-5.58579290,2.17351248,-2.17462398,0.02388197,-0.02803691,0.22943304,-0.14199683,1.45194171,-0.79380917,0.38237252,-0.22656650,0.40391085,-0.42459521,0.01279208,-0.01648880,0.95884003,-1.17121836
-5.57978989,2.18025943,-2.12900501,0.02178406,-0.02721849,0.22802762,-0.14193475,1.52194124,-0.78916876,0.37387187,-0.22111476,0.41112063,-0.41533210,0.01349179,-0.01561714,0.96902107,-1.14326739
-5.57378689,2.19767369,-2.08675883,0.01977745,-0.02653958,0.22764889,-0.14262544,1.59859846,-0.78676276,0.36705230,-0.21631231,0.42005318,-0.40711002,0.01433189,-0.01477187,0.98423153,-1.11630041
-5.56778389,2.22566575,-2.04873822,0.01787808,-0.02601684,0.22835108,-0.14412266,1.68143266,-0.78713277,0.36201672,-0.21224678,0.43052542,-0.40015626,0.01531018,-0.01396341,1.00431844,-1.09079083
-5.56178089,2.26388665,-2.01574418,0.01609843,-0.02566403,0.23015765,-0.14647259,1.76981095,-0.79083012,0.35881849,-0.20899596,0.44230511,-0.39467313,0.01642261,-0.01320247,1.02902049,-1.06719409
-5.55577789,2.31174412,-1.98850725,0.01444755,-0.02549161,0.23306232,-0.14971319,1.86296685,-0.79840647,0.35746256,-0.20662617,0.45511770,-0.39083256,0.01766320,-0.01249981,1.05797621,-1.04593653
-5.54977489,2.36842625,-1.96767098,0.01293121,-0.02550635,0.23703105,-0.15387372,1.96002310,-0.81040387,0.35790808,-0.20519099,0.46865478,-0.38877150,0.01902402,-0.01186602,1.09073528,-1.02740539
-5.54377189,2.43293121,-1.95377823,0.01155217,-0.02571103,0.24200478,-0.15897435,2.06001755,-0.82734443,0.36007254,-0.20473015,0.48258373,-0.38858840,0.02049511,-0.01131122,1.12677200,-1.01194039
-5.53776888,2.50410136,-1.94726079,0.01031054,-0.02610427,0.24790273,-0.16502587,2.16193052,-0.84971968,0.36383685,-0.20526889,0.49655826,-0.39034092,0.02206452,-0.01084490,1.16550049,-0.99982709
-5.53176588,2.58065979,-1.94843253,0.00920413,-0.02668040,0.25462614,-0.17202952,2.26471203,-0.87797972,0.36905131,-0.20681747,0.51022928,-0.39404484,0.02371834,-0.01047566,1.20629061,-0.99129233
-5.52576288,2.66124761,-1.95748605,0.00822898,-0.02742946,0.26206208,-0.17997684,2.36730770,-0.91252231,0.37554193,-0.20937112,0.52325559,-0.39967433,0.02544078,-0.01021108,1.24848409,-0.98650160
-5.51975988,2.74446024,-1.97449270,0.00737974,-0.02833737,0.27008727,-0.18884958,2.46868166,-0.95368206,0.38311701,-0.21291031,0.53531414,-0.40716339,0.02721428,-0.01005753,1.29140997,-0.98555855
-5.51375688,2.82888115,-1.99940546,0.00665015,-0.02938614,0.27857173,-0.19861965,2.56783560,-1.00171969,0.39157351,-0.21740120,0.54610909,-0.41640846,0.02901965,-0.01002010,1.33439882,-0.98850600
-5.50775388,2.91311205,-2.03206425,0.00603349,-0.03055428,0.28738197,-0.20924901,2.66382321,-1.05681186,0.40070314,-0.22279650,0.55537974,-0.42727194,0.03083634,-0.01010246,1.37679531,-0.99532862
-5.50175088,2.99579848,-2.07220302,0.00552289,-0.03181725,0.29638390,-0.22068967,2.75575951,-1.11904161,0.41029781,-0.22903633,0.56290660,-0.43958649,0.03264263,-0.01030686,1.41796871,-1.00595653
-5.49574787,3.07565058,-2.11945821,0.00511173,-0.03314804,0.30544514,-0.23288359,2.84282518,-1.18838986,0.42015452,-0.23604942,0.56851588,-0.45315985,0.03441599,-0.01063406,1.45732125,-1.02026975
-5.48974487,3.15145884,-2.17337787,0.00479385,-0.03451780,0.31443687,-0.24576270,2.92426640,-1.26472836,0.43007940,-0.24375432,0.57208186,-0.46778001,0.03613335,-0.01108335,1.49429434,-1.03810309
-5.48374187,3.22210514,-2.23343114,0.00456375,-0.03589662,0.32323527,-0.25924905,2.99939075,-1.34781458,0.43989097,-0.25206066,0.57352757,-0.48322043,0.03777157,-0.01165259,1.52837281,-1.05925114
-5.47773887,3.28656973,-2.29901784,0.00441672,-0.03725416,0.33172249,-0.27325493,3.06756054,-1.43728894,0.44942267,-0.26087058,0.57282353,-0.49924521,0.03930776,-0.01233818,1.55908742,-1.08347324
-5.47173587,3.34393481,-2.36947793,0.00434889,-0.03856049,0.33978727,-0.28768340,3.12818457,-1.53267483,0.45852458,-0.27008007,0.56998502,-0.51561393,0.04071981,-0.01313520,1.58601608,-1.11049823
-5.46573287,3.39338578,-2.44410083,0.00435719,-0.03978677,0.34732544,-0.30242892,3.18070988,-1.63338191,0.46706451,-0.27958046,0.56506793,-0.53208608,0.04198674,-0.01403747,1.60878425,-1.14002897
-5.45972986,3.43421096,-2.52213478,0.00443929,-0.04090593,0.35424014,-0.31737831,3.22461471,-1.73871287,0.47492852,-0.28925980,0.55816368,-0.54842505,0.04308922,-0.01503762,1.62706480,-1.17174659
-5.45372686,3.46580078,-2.60279628,0.00459345,-0.04189331,0.36044208,-0.33241215,3.25940396,-1.84787371,0.48202083,-0.29900448,0.54939337,-0.56440151,0.04400993,-0.01612724,1.64057798,-1.20531455
-5.44772386,3.48764710,-2.68527983,0.00481834,-0.04272717,0.36584974,-0.34740638,3.28460807,-1.95998772,0.48826346,-0.30870071,0.53890159,-0.57979626,0.04473405,-0.01729702,1.64909165,-1.24038272
-5.44172086,3.49934340,-2.76876815,0.00511285,-0.04338914,0.37038971,-0.36223441,3.29978589,-2.07411249,0.49359541,-0.31823618,0.52685023,-0.59440254,0.04524952,-0.01853690,1.65242202,-1.27659128
-5.43571786,3.50058586,-2.85244284,0.00547583,-0.04386453,0.37399706,-0.37676942,3.30453199,-2.18925983,0.49797162,-0.32750174,0.51341256,-0.60802787,0.04554746,-0.01983624,1.65043519,-1.31357492
-5.42971486,3.49117578,-2.93549553,0.00590585,-0.04414255,0.37661581,-0.39088697,3.29848797,-2.30441754,0.50136174,-0.33639310,0.49876772,-0.62049547,0.04562233,-0.02118399,1.64304928,-1.35096703
-5.42371186,3.47102288,-3.01713930,0.00640095,-0.04421642,0.37819955,-0.40446771,3.28135751,-2.41857226,0.50374870,-0.34481255,0.48309604,-0.63164540,0.04547216,-0.02256895,1.63023711,-1.38840405
-5.41770885,3.44014921,-3.09662007,0.00695843,-0.04408330,0.37871198,-0.41740007,3.25292399,-2.53073226,0.50512724,-0.35267065,0.46657508,-0.64133546,0.04509861,-0.02397986,1.61202929,-1.42552991
-5.41170585,3.39869318,-3.17322745,0.00757464,-0.04374425,0.37812754,-0.42958285,3.21306958,-2.63994906,0.50550233,-0.35988775,0.44937654,-0.64944184,0.04450703,-0.02540568,1.58851712,-1.46200031
-5.40570285,3.34691293,-3.24630455,0.00824481,-0.04320396,0.37643192,-0.44092747,3.16179442,-2.74533659,0.50488759,-0.36639544,0.43166416,-0.65585979,0.04370631,-0.02683571,1.55985533,-1.49748677
-5.39969985,3.28518850,-3.31525617,0.00896293,-0.04247048,0.37362247,-0.45135975,3.09923435,-2.84608703,0.50330377,-0.37213763,0.41359229,-0.66050416,0.04270881,-0.02825975,1.52626382,-1.53168012
-5.39369685,3.21402207,-3.37955464,0.00972171,-0.04155486,0.36970839,-0.46082109,3.02567562,-2.94148217,0.50077727,-0.37707134,0.39530533,-0.66330984,0.04153007,-0.02966823,1.48802845,-1.56429329
-5.38769385,3.13403564,-3.43874300,0.01051258,-0.04047078,0.36471074,-0.46926895,2.94156551,-3.03089987,0.49733884,-0.38116712,0.37693765,-0.66423220,0.04018847,-0.03105225,1.44550017,-1.59506308
-5.38169085,3.04596599,-3.49243497,0.01132578,-0.03923407,0.35866222,-0.47667655,2.84751750,-3.11381513,0.49302243,-0.38440889,0.35861409,-0.66324738,0.03870493,-0.03240365,1.39909259,-1.62375089
-5.37568784,2.95065638,-3.54031154,0.01215048,-0.03786227,0.35160663,-0.48303176,2.74431037,-3.18979587,0.48786432,-0.38679339,0.34045060,-0.66035242,0.03710240,-0.03371495,1.34927754,-1.65014206
-5.36968484,2.84904517,-3.58211436,0.01297499,-0.03637420,0.34359820,-0.48833525,2.63288085,-3.25849387,0.48190241,-0.38832906,0.32255521,-0.65556519,0.03540541,-0.03497931,1.29657881,-1.67404411
-5.36368184,2.74215151,-3.61763608,0.01378709,-0.03478949,0.33470055,-0.49259796,2.51430976,-3.31963150,0.47517597,-0.38903448,0.30502880,-0.64892405,0.03363958,-0.03619042,1.24156409,-1.69528372
-5.35767884,2.63105840,-3.64670840,0.01457429,-0.03312813,0.32498567,-0.49583808,2.38980219,-3.37298557,0.46772548,-0.38893633,0.28796595,-0.64048713,0.03183107,-0.03734231,1.18483515,-1.71370284
-5.35167584,2.51689368,-3.66918853,0.01532425,-0.03141011,0.31453259,-0.49807774,2.26066234,-3.41836941,0.45959293,-0.38806711,0.27145548,-0.63033132,0.03000610,-0.03842921,1.12701690,-1.72915415
-5.34567284,2.40080961,-3.68494519,0.01602515,-0.02965501,0.30342609,-0.49933954,2.12826427,-3.45561491,0.45082224,-0.38646264,0.25558074,-0.61855079,0.02819039,-0.03944538,1.06874531,-1.74149633
-5.33966983,2.28396175,-3.69384520,0.01666609,-0.02788169,0.29175534,-0.49964329,1.99401982,-3.48455594,0.44145991,-0.38415949,0.24041966,-0.60525522,0.02640872,-0.04038487,1.01065491,-1.75058958
-5.33366683,2.16748789,-3.69574203,0.01723753,-0.02610804,0.27961258,-0.49900319,1.85934515,-3.50501475,0.43155574,-0.38119256,0.22604447,-0.59056759,0.02468447,-0.04124144,0.95336621,-1.75629186
-5.32766383,2.05248769,-3.69046730,0.01773160,-0.02435069,0.26709181,-0.49742555,1.72562739,-3.51679256,0.42116355,-0.37759291,0.21252119,-0.57462178,0.02303924,-0.04200837,0.89747350,-1.75845644
-5.32166083,1.94000384,-3.67782629,0.01814248,-0.02262489,0.25428769,-0.49490738,1.59419298,-3.51966549,0.41034186,-0.37338605,0.19990885,-0.55755995,0.02149249,-0.04267846,0.84353348,-1.75693103
-5.31565783,1.83100520,-3.65759821,0.01846663,-0.02094434,0.24129437,-0.49143596,1.46627885,-3.51338631,0.39915429,-0.36859076,0.18825865,-0.53952977,0.02006128,-0.04324404,0.79205517,-1.75155892
-5.30965483,1.72637243,-3.62954170,0.01870300,-0.01932115,0.22820459,-0.48698933,1.34300767,-3.49769230,0.38766978,-0.36321857,0.17761293,-0.52068178,0.01876010,-0.04369704,0.74349133,-1.74218224
-5.30365183,1.62688648,-3.59340560,0.01885314,-0.01776578,0.21510878,-0.48153791,1.22536794,-3.47231898,0.37596238,-0.35727394,0.16800427,-0.50116684,0.01760067,-0.04402918,0.69823167,-1.72864749
-5.29764882,1.53322006,-3.54894453,0.01892118,-0.01628711,0.20209432,-0.47504700,1.11419957,-3.43701888,0.36411077,-0.35075511,0.15945454,-0.48113383,0.01659194,-0.04423226,0.65659817,-1.71081309
-5.29164582,1.44593235,-3.49593886,0.01891380,-0.01489247,0.18924483,-0.46748007,1.01018510,-3.39158424,0.35219730,-0.34365571,0.15197424,-0.46072768,0.01574009,-0.04429845,0.61884229,-1.68855867
-5.28564282,1.36546672,-3.43421769,0.01884004,-0.01358780,0.17663958,-0.45880268,0.91384664,-3.33587229,0.34030669,-0.33596680,0.14556191,-0.44008788,0.01504859,-0.04422074,0.58514443,-1.66179568
-5.27963982,1.29215144,-3.36368360,0.01871106,-0.01237773,0.16435291,-0.44898674,0.82554804,-3.26983116,0.32852452,-0.32767949,0.14020395,-0.41934734,0.01451834,-0.04399333,0.55561521,-1.63047865
-5.27363682,1.22620312,-3.28433768,0.01853979,-0.01126577,0.15245373,-0.43801478,0.74550200,-3.19352487,0.31693540,-0.31878776,0.13587465,-0.39863181,0.01414787,-0.04361215,0.53029868,-1.59461644
-5.26763382,1.16773257,-3.19630299,0.01834056,-0.01025453,0.14100499,-0.42588407,0.67378113,-3.10715542,0.30562106,-0.30929134,0.13253659,-0.37805965,0.01393360,-0.04307522,0.50917711,-1.55428280
-5.26163082,1.11675274,-3.09984504,0.01812865,-0.00934585,0.13006330,-0.41261019,0.61033232,-3.01108036,0.29465851,-0.29919859,0.13014133,-0.35774202,0.01387003,-0.04238316,0.49217711,-1.50962530
