energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.81390695,2.53942623,0.02778126,0.11653853,1.70677210,0.00000000,0.96711199,0.50397175,0.84735749,0.41749850
-5.80790395,2.59250068,0.02850682,0.12057107,1.74338547,0.00000000,0.98408491,0.51728362,0.87464626,0.42699636
-5.80190095,2.64778184,0.02934170,0.12493401,1.78099607,0.00000000,1.00095329,0.53031687,0.90196045,0.43733727
-5.79589795,2.70454233,0.03029006,0.12958381,1.81908349,0.00000000,1.01745556,0.54285175,0.92909739,0.44836574
-5.78989495,2.76192275,0.03135375,0.13446857,1.85704547,0.00000000,1.03329914,0.55465351,0.95582955,0.45989747
-5.78389195,2.81895934,0.03253227,0.13952961,1.89421727,0.00000000,1.04817112,0.56548011,0.98190943,0.47172554
-5.77788894,2.87461552,0.03382268,0.14470317,1.92989355,0.00000000,1.06174991,0.57509052,1.00707555,0.48362716
-5.77188594,2.92781605,0.03521953,0.14992214,1.96335196,0.00000000,1.07371760,0.58325316,1.03105932,0.49537093
-5.76588294,2.97748232,0.03671494,0.15511793,1.99387750,0.00000000,1.08377219,0.58975429,1.05359252,0.50672398
-5.75987994,3.02256747,0.03829853,0.16022214,2.02078660,0.00000000,1.09163950,0.59440589,1.07441512,0.51745913
-5.75387694,3.06209007,0.03995756,0.16516820,2.04345022,0.00000000,1.09708401,0.59705260,1.09328334,0.52736143
-5.74787394,3.09516511,0.04167697,0.16989286,2.06131489,0.00000000,1.09991844,0.59757764,1.10997735,0.53623417
-5.74187094,3.12103139,0.04343962,0.17433741,2.07392125,0.00000000,1.10001161,0.59590734,1.12430861,0.54390403
-5.73586793,3.13907453,0.04522645,0.17844874,2.08091940,0.00000000,1.09729434,0.59201412,1.13612659,0.55022527
-5.72986493,3.14884495,0.04701677,0.18218013,2.08208058,0.00000000,1.09176333,0.58591790,1.14532440,0.55508292
-5.72386193,3.15007039,0.04878865,0.18549178,2.07730508,0.00000000,1.08348279,0.57768583,1.15184350,0.55839485
-5.71785893,3.14266300,0.05051933,0.18835113,2.06662608,0.00000000,1.07258398,0.56743050,1.15567709,0.56011279
-5.71185593,3.12672081,0.05218570,0.19073293,2.05020954,0.00000000,1.05926263,0.55530663,1.15687211,0.56022233
-5.70585293,3.10252378,0.05376483,0.19261911,2.02835014,0.00000000,1.04377442,0.54150652,1.15552982,0.55874184
-5.69984992,3.07052475,0.05523458,0.19399850,2.00146362,0.00000000,1.02642876,0.52625438,1.15180487,0.55572065
-5.69384692,3.03133574,0.05657417,0.19486639,1.97007560,0.00000000,1.00758095,0.50979984,1.14590274,0.55123629
-5.68784392,2.98570987,0.05776476,0.19522394,1.93480739,0.00000000,0.98762304,0.49241089,1.13807571,0.54539119
-5.68184092,2.93451958,0.05879002,0.19507760,1.89635905,0.00000000,0.96697362,0.47436642,1.12861719,0.53830875
-5.67583792,2.87873168,0.05963664,0.19443839,1.85549016,0.00000000,0.94606668,0.45594881,1.11785452,0.53012908
-5.66983492,2.81937979,0.06029467,0.19332126,1.81299878,0.00000000,0.92533997,0.43743649,1.10614043,0.52100437
-5.66383192,2.75753488,0.06075784,0.19174435,1.76969901,0.00000000,0.90522286,0.41909704,1.09384307,0.51109421
-5.65782891,2.69427451,0.06102371,0.18972838,1.72639771,0.00000000,0.88612414,0.40118069,1.08133502,0.50056078
-5.65182591,2.63065168,0.06109368,0.18729605,1.68387099,0.00000000,0.86841996,0.38391455,1.06898133,0.48956423
-5.64582291,2.56766393,0.06097280,0.18447147,1.64284106,0.00000000,0.85244215,0.36749766,1.05712706,0.47825821
-5.63981991,2.50622367,0.06066953,0.18127971,1.60395410,0.00000000,0.83846740,0.35209689,1.04608465,0.46678573
-5.63381691,2.44713061,0.06019524,0.17774639,1.56775981,0.00000000,0.82670735,0.33784382,1.03612157,0.45527549
-5.62781391,2.39104722,0.05956373,0.17389735,1.53469351,0.00000000,0.81730032,0.32483267,1.02744869,0.44383870
-5.62181091,2.33847822,0.05879053,0.16975838,1.50506131,0.00000000,0.81030465,0.31311922,1.02021016,0.43256653
-5.61580790,2.28975483,0.05789229,0.16535506,1.47902921,0.00000000,0.80569435,0.30272074,1.01447497,0.42152831
-5.60980490,2.24502476,0.05688600,0.16071257,1.45661653,0.00000000,0.80335710,0.29361707,1.01023108,0.41077039
-5.60380190,2.20424848,0.05578836,0.15585564,1.43769439,0.00000000,0.80309509,0.28575259,1.00738236,0.40031596
-5.59779890,2.16720215,0.05461517,0.15080850,1.42198933,0.00000000,0.80462868,0.27903919,1.00574879,0.39016557
-5.59179590,2.13348754,0.05338080,0.14559488,1.40909240,0.00000000,0.80760309,0.27336009,1.00507014,0.38029852
-5.58579290,2.10254875,0.05209775,0.14023803,1.39847340,0.00000000,0.81159808,0.26857453,1.00501322,0.37067504
-5.57978989,2.07369526,0.05077647,0.13476081,1.38950009,0.00000000,0.81614028,0.26452298,1.00518266,0.36123919
-5.57378689,2.04613079,0.04942517,0.12918574,1.38146173,0.00000000,0.82071801,0.26103294,1.00513474,0.35192239
-5.56778389,2.01898662,0.04804994,0.12353514,1.37359607,0.00000000,0.82479800,0.25792510,1.00439405,0.34264733
-5.56178089,1.99135837,0.04665486,0.11783122,1.36511874,0.00000000,0.82784342,0.25501960,1.00247211,0.33333241
-5.55577789,1.96234456,0.04524234,0.11209623,1.35525398,0.00000000,0.82933262,0.25214221,0.99888733,0.32389616
-5.54977489,1.93108526,0.04381354,0.10635259,1.34326516,0.00000000,0.82877764,0.24913028,0.99318532,0.31426170
-5.54377189,1.89679935,0.04236883,0.10062306,1.32848408,0.00000000,0.82574186,0.24583824,0.98495856,0.30436109
-5.53776888,1.85881850,0.04090830,0.09493084,1.31033741,0.00000000,0.81985590,0.24214230,0.97386465,0.29413911
-5.53176588,1.81661642,0.03943229,0.08929979,1.28836937,0.00000000,0.81083114,0.23794442,0.95964207,0.28355669
-5.52576288,1.76983224,0.03794182,0.08375445,1.26225955,0.00000000,0.79847018,0.23317520,0.94212285,0.27259355
-5.51975988,1.71828676,0.03643907,0.07832028,1.23183507,0.00000000,0.78267388,0.22779571,0.92124129,0.26125009
-5.51375688,1.66199122,0.03492764,0.07302370,1.19707663,0.00000000,0.76344455,0.22179809,0.89703861,0.24954855
-5.50775388,1.60114803,0.03341278,0.06789223,1.15811843,0.00000000,0.74088536,0.21520505,0.86966302,0.23753314
-5.50175088,1.53614397,0.03190148,0.06295454,1.11524183,0.00000000,0.71519591,0.20806819,0.83936545,0.22526956
-5.49574787,1.46753599,0.03040241,0.05824056,1.06886350,0.00000000,0.68666433,0.20046524,0.80649109,0.21284359
-5.48974487,1.39603085,0.02892576,0.05378154,1.01951849,0.00000000,0.65565634,0.19249646,0.77146716,0.20035915
-5.48374187,1.32245950,0.02748293,0.04961005,0.96783943,0.00000000,0.62260183,0.18428023,0.73478771,0.18793577
-5.47773887,1.24774763,0.02608618,0.04576010,0.91453273,0.00000000,0.58797969,0.17594814,0.69699596,0.17570566
-5.47173587,1.17288390,0.02474812,0.04226707,0.86035307,0.00000000,0.55230159,0.16763972,0.65866526,0.16381058
-5.46573287,1.09888732,0.02348122,0.03916776,0.80607740,0.00000000,0.51609551,0.15949709,0.62037950,0.15239857
-5.45972986,1.02677527,0.02229726,0.03650030,0.75247953,0.00000000,0.47988967,0.15165970,0.58271372,0.14162076
-5.45372686,0.95753334,0.02120679,0.03430410,0.70030649,0.00000000,0.44419769,0.14425947,0.54621597,0.13162829
-5.44772386,0.89208839,0.02021865,0.03261967,0.65025741,0.00000000,0.40950525,0.13741630,0.51139095,0.12256947
-5.44172086,0.83128536,0.01933952,0.03148835,0.60296574,0.00000000,0.37625905,0.13123441,0.47868614,0.11458722
-5.43571786,0.77586873,0.01857353,0.03095200,0.55898523,0.00000000,0.34485801,0.12579930,0.44848072,0.10781684
-5.42971486,0.72646877,0.01792205,0.03105248,0.51877991,0.00000000,0.31564703,0.12117570,0.42107775,0.10238405
-5.42371186,0.68359275,0.01738351,0.03183107,0.48271822,0.00000000,0.28891335,0.11740625,0.39669953,0.09840334
-5.41770885,0.64762072,0.01695337,0.03332768,0.45107091,0.00000000,0.26488517,0.11451122,0.37548613,0.09597649
-5.41170585,0.61880572,0.01662427,0.03557991,0.42401256,0.00000000,0.24373255,0.11248892,0.35749700,0.09519133
-5.40570285,0.59727758,0.01638617,0.03862198,0.40162612,0.00000000,0.22556997,0.11131700,0.34271513,0.09612052
-5.39969985,0.58304974,0.01622670,0.04248355,0.38390988,0.00000000,0.21046040,0.11095426,0.33105360,0.09882051
-5.39369685,0.57602839,0.01613162,0.04718837,0.37078630,0.00000000,0.19842027,0.11134309,0.32236380,0.10333037
-5.38769385,0.57602299,0.01608522,0.05275294,0.36211192,0.00000000,0.18942502,0.11241225,0.31644501,0.10967076
-5.38169085,0.58275774,0.01607093,0.05918514,0.35768786,0.00000000,0.18341480,0.11407990,0.31305464,0.11784282
-5.37568784,0.59588306,0.01607188,0.06648296,0.35727014,0.00000000,0.18029984,0.11625668,0.31191885,0.12782712
-5.36968484,0.61498684,0.01607145,0.07463330,0.36057954,0.00000000,0.17996542,0.11884878,0.31274283,0.13958276
-5.36368184,0.63960481,0.01605384,0.08361107,0.36731043,0.00000000,0.18227602,0.12176087,0.31522063,0.15304651
-5.35767884,0.66923000,0.01600458,0.09337846,0.37713840,0.00000000,0.18707857,0.12489864,0.31904397,0.16813239
-5.35167584,0.70332100,0.01591097,0.10388466,0.38972646,0.00000000,0.19420484,0.12817111,0.32391003,0.18473137
-5.34567284,0.74130910,0.01576247,0.11506589,0.40472990,0.00000000,0.20347285,0.13149242,0.32952781,0.20271172
-5.33966983,0.78260434,0.01555096,0.12684582,0.42179969,0.00000000,0.21468757,0.13478328,0.33562324,0.22191969
-5.33366683,0.82660079,0.01527089,0.13913650,0.44058480,0.00000000,0.22764094,0.13797185,0.34194290,0.24218084
-5.32766383,0.87268101,0.01491939,0.15183957,0.46073355,0.00000000,0.24211155,0.14099436,0.34825644,0.26330191
-5.32166083,0.92022037,0.01449620,0.16484786,0.48189424,0.00000000,0.25786419,0.14379520,0.35435793,0.28507323
-5.31565783,0.96859102,0.01400357,0.17804733,0.50371559,0.00000000,0.27464944,0.14632684,0.36006613,0.30727172
-5.30965483,1.01716611,0.01344598,0.19131906,0.52584709,0.00000000,0.29220374,0.14854942,0.36522410,0.32966421
-5.30365183,1.06532433,0.01282994,0.20454148,0.54793965,0.00000000,0.31025005,0.15043027,0.36969814,0.35201120
-5.29764882,1.11245481,0.01216356,0.21759246,0.56964691,0.00000000,0.32849925,0.15194335,0.37337645,0.37407078
-5.29164582,1.15796274,0.01145622,0.23035144,0.59062720,0.00000000,0.34665251,0.15306870,0.37616752,0.39560257
-5.28564282,1.20127541,0.01071815,0.24270118,0.61054653,0.00000000,0.36440468,0.15379201,0.37799860,0.41637165
-5.27963982,1.24184896,0.00996001,0.25452940,0.62908254,0.00000000,0.38144864,0.15410437,0.37881419,0.43615224
-5.27363682,1.27917549,0.00919254,0.26572997,0.64592928,0.00000000,0.39748058,0.15400214,0.37857480,0.45473111
-5.26763382,1.31279059,0.00842622,0.27620390,0.66080299,0.00000000,0.41220603,0.15348713,0.37725596,0.47191053
-5.26163082,1.34228108,0.00767090,0.28585990,0.67344848,0.00000000,0.42534652,0.15256690,0.37484742,0.48751084
-5.25562781,1.36729274,0.00693562,0.29461468,0.68364588,0.00000000,0.43664646,0.15125534,0.37135275,0.50137252
-5.24962481,1.38753787,0.00622839,0.30239314,0.69121761,0.00000000,0.44588014,0.14957335,0.36678906,0.51335784
-5.24362181,1.40280253,0.00555604,0.30912830,0.69603512,0.00000000,0.45285833,0.14754960,0.36118690,0.52335214
-5.23761881,1.41295305,0.00492420,0.31476128,0.69802511,0.00000000,0.45743436,0.14522133,0.35459032,0.53126479
-5.23161581,1.41794189,0.00433724,0.31924133,0.69717492,0.00000000,0.45950929,0.14263514,0.34705685,0.53702985
-5.22561281,1.41781236,0.00379834,0.32252599,0.69353668,0.00000000,0.45903585,0.13984757,0.33865751,0.54060665
-5.21960980,1.41270209,0.00330954,0.32458145,0.68723011,0.00000000,0.45602107,0.13692546,0.32947668,0.54198022
-5.21360680,1.40284504,0.00287191,0.32538320,0.67844354,0.00000000,0.45052738,0.13394611,0.31961176,0.54116162
-5.20760380,1.38857175,0.00248564,0.32491679,0.66743314,0.00000000,0.44267200,0.13099696,0.30917260,0.53818829
-5.20160080,1.37030762,0.00215022,0.32317894,0.65452014,0.00000000,0.43262481,0.12817491,0.29828077,0.53312422
-5.19559780,1.34856898,0.00186458,0.32017864,0.64008599,0.00000000,0.42060448,0.12558514,0.28706835,0.52605999
-5.18959480,1.32395689,0.00162726,0.31593837,0.62456561,0.00000000,0.40687325,0.12333951,0.27567660,0.51711265
-5.18359180,1.29714821,0.00143658,0.31049514,0.60843859,0.00000000,0.39173034,0.12155436,0.26425424,0.50642508
-5.17758879,1.26888417,0.00129071,0.30390138,0.59221873,0.00000000,0.37550425,0.12034795,0.25295537,0.49416502
-5.17158579,1.23995624,0.00118782,0.29622542,0.57644188,0.00000000,0.35854428,0.11983738,0.24193719,0.48052340
-5.16558279,1.21118937,0.00112615,0.28755153,0.56165263,0.00000000,0.34121146,0.12013521,0.23135741,0.46571202
-5.15957979,1.18342287,0.00110408,0.27797937,0.54838988,0.00000000,0.32386925,0.12134572,0.22137135,0.44996045
-5.15357679,1.15748923,0.00112011,0.26762279,0.53717182,0.00000000,0.30687418,0.12356104,0.21212892,0.43351207
-5.14757379,1.13419136,0.00117294,0.25660810,0.52848071,0.00000000,0.29056690,0.12685724,0.20377135,0.41661946
-5.14157079,1.11427877,0.00126136,0.24507159,0.52274780,0.00000000,0.27526367,0.13129046,0.19642791,0.39953897
-5.13556778,1.09842360,0.00138429,0.23315658,0.52033895,0.00000000,0.26124866,0.13689331,0.19021256,0.38252480
-5.12956478,1.08719716,0.00154069,0.22101008,0.52154136,0.00000000,0.24876726,0.14367169,0.18522065,0.36582274
-5.12356178,1.08104805,0.00172948,0.20877905,0.52655189,0.00000000,0.23802041,0.15160216,0.18152592,0.34966377
-5.11755878,1.08028273,0.00194948,0.19660666,0.53546748,0.00000000,0.22916028,0.16063007,0.17917775,0.33425778
-5.11155578,1.08504959,0.00219938,0.18462853,0.54827808,0.00000000,0.22228726,0.17066850,0.17819883,0.31978777
-5.10555278,1.09532734,0.00247759,0.17296927,0.56486245,0.00000000,0.21744837,0.18159830,0.17858353,0.30640472
-5.09954977,1.11091867,0.00278228,0.16173939,0.58498722,0.00000000,0.21463713,0.19326909,0.18029691,0.29422349
-5.09354677,1.13144961,0.00311129,0.15103280,0.60830950,0.00000000,0.21379490,0.20550152,0.18327462,0.28331988
-5.08754377,1.15637525,0.00346216,0.14092497,0.63438302,0.00000000,0.21481362,0.21809059,0.18742372,0.27372910
-5.08154077,1.18499183,0.00383209,0.13147187,0.66266800,0.00000000,0.21753997,0.23081010,0.19262459,0.26544571
-5.07553777,1.21645527,0.00421805,0.12270963,0.69254458,0.00000000,0.22178083,0.24341815,0.19873383,0.25842518
-5.06953477,1.24980557,0.00461682,0.11465507,0.72332943,0.00000000,0.22730990,0.25566339,0.20558824,0.25258688
-5.06353177,1.28399655,0.00502509,0.10730689,0.75429534,0.00000000,0.23387533,0.26729210,0.21300973,0.24781849
-5.05752876,1.31792996,0.00543959,0.10064756,0.78469302,0.00000000,0.24120825,0.27805552,0.22081113,0.24398174
-5.05152576,1.35049261,0.00585725,0.09464568,0.81377458,0.00000000,0.24903183,0.28771748,0.22880264,0.24091901
-5.04552276,1.38059538,0.00627532,0.08925883,0.84081779,0.00000000,0.25707073,0.29606178,0.23679878,0.23846075
-5.03951976,1.40721231,0.00669158,0.08443655,0.86515026,0.00000000,0.26506061,0.30289926,0.24462547,0.23643327
-5.03351676,1.42941840,0.00710444,0.08012353,0.88617266,0.00000000,0.27275734,0.30807403,0.25212700,0.23466658
-5.02751376,1.44642439,0.00751311,0.07626267,0.90337998,0.00000000,0.27994574,0.31146879,0.25917265,0.23300194
-5.02151076,1.45760712,0.00791769,0.07279794,0.91638002,0.00000000,0.28644733,0.31300894,0.26566250,0.23129889
-5.01550775,1.46253423,0.00831925,0.06967702,0.92490828,0.00000000,0.29212697,0.31266521,0.27153220,0.22944129
-5.00950475,1.46098189,0.00871984,0.06685342,0.92883864,0.00000000,0.29689803,0.31045490,0.27675647,0.22734228
-5.00350175,1.45294519,0.00912244,0.06428820,0.92818927,0.00000000,0.30072586,0.30644154,0.28135108,0.22494794
-4.99749875,1.43864032,0.00953091,0.06195116,0.92312355,0.00000000,0.30362943,0.30073293,0.28537309,0.22223945
-4.99149575,1.41849886,0.00994978,0.05982150,0.91394586,0.00000000,0.30568109,0.29347787,0.28891945,0.21923379
-4.98549275,1.39315421,0.01038408,0.05788796,0.90109249,0.00000000,0.30700425,0.28486153,0.29212374,0.21598292
-4.97948974,1.36342089,0.01083905,0.05614854,0.88511791,0.00000000,0.30776926,0.27509975,0.29515133,0.21257157
-4.97348674,1.33026765,0.01131985,0.05460972,0.86667697,0.00000000,0.30818746,0.26443254,0.29819302,0.20911375
-4.96748374,1.29478554,0.01183121,0.05328545,0.84650383,0.00000000,0.30850365,0.25311704,0.30145741,0.20574819
-4.96148074,1.25815231,0.01237711,0.05219580,0.82538836,0.00000000,0.30898730,0.24142018,0.30516242,0.20263289
-4.95547774,1.22159461,0.01296042,0.05136548,0.80415101,0.00000000,0.30992271,0.22961143,0.30952616,0.19993915
-4.94947474,1.18634954,0.01358261,0.05082235,0.78361702,0.00000000,0.31159863,0.21795582,0.31475760,0.19784519
-4.94347174,1.15362691,0.01424345,0.05059580,0.76459105,0.00000000,0.31429751,0.20670756,0.32104755,0.19652977
-4.93746873,1.12457371,0.01494088,0.05071539,0.74783296,0.00000000,0.31828492,0.19610432,0.32856009,0.19616602
-4.93146573,1.10024186,0.01567084,0.05120953,0.73403568,0.00000000,0.32379950,0.18636253,0.33742512,0.19691563
-4.92546273,1.08156022,0.01642729,0.05210438,0.72380581,0.00000000,0.33104366,0.17767359,0.34773199,0.19892377
-4.91945973,1.06931172,0.01720224,0.05342307,0.71764740,0.00000000,0.34017540,0.17020113,0.35952482,0.20231473
-4.91345673,1.06411596,0.01798602,0.05518506,0.71594948,0.00000000,0.35130159,0.16407938,0.37279944,0.20718844
-4.90745373,1.06641749,0.01876749,0.05740581,0.71897732,0.00000000,0.36447272,0.15941243,0.38750208,0.21361800
-4.90145073,1.07647991,0.01953447,0.06009672,0.72686769,0.00000000,0.37967948,0.15627447,0.40353000,0.22164811
-4.89544772,1.09438540,0.02027417,0.06326518,0.73962801,0.00000000,0.39685110,0.15471074,0.42073383,0.23129452
-4.88944472,1.12003936,0.02097372,0.06691483,0.75713913,0.00000000,0.41585554,0.15473910,0.43892154,0.24254426
-4.88344172,1.15317959,0.02162068,0.07104594,0.77916149,0.00000000,0.43650158,0.15635214,0.45786394,0.25535676
-4.87743872,1.19338939,0.02220365,0.07565582,0.80534443,0.00000000,0.45854263,0.15951953,0.47730143,0.26966547
-4.87143572,1.24011382,0.02271273,0.08073919,0.83523803,0.00000000,0.48168226,0.16419057,0.49695162,0.28538022
-4.86543272,1.29267856,0.02314001,0.08628858,0.86830714,0.00000000,0.50558124,0.17029680,0.51651780,0.30238977
-4.85942971,1.35031051,0.02347998,0.09229461,0.90394728,0.00000000,0.52986592,0.17775451,0.53569774,0.32056478
-4.85342671,1.41215954,0.02372985,0.09874611,0.94150161,0.00000000,0.55413782,0.18646711,0.55419252,0.33976082
-4.84742371,1.47732086,0.02388969,0.10563015,0.98027894,0.00000000,0.57798399,0.19632734,0.57171537,0.35982155
-4.84142071,1.54485737,0.02396253,0.11293199,1.01957197,0.00000000,0.60098815,0.20721919,0.58799999,0.38058169
-4.83541771,1.61382166,0.02395430,0.12063479,1.05867558,0.00000000,0.62274204,0.21901966,0.60280819,0.40187010
-4.82941471,1.68327716,0.02387364,0.12871938,1.09690474,0.00000000,0.64285692,0.23160033,0.61593684,0.42351254
-4.82341171,1.75231819,0.02373164,0.13716391,1.13361154,0.00000000,0.66097469,0.24482876,0.62722371,0.44533442
-4.81740870,1.82008870,0.02354146,0.14594348,1.16820122,0.00000000,0.67677853,0.25856981,0.63655220,0.46716328
-4.81140570,1.88579931,0.02331781,0.15502989,1.20014659,0.00000000,0.69000252,0.27268704,0.64385496,0.48883117
-4.80540270,1.94874263,0.02307657,0.16439143,1.22900088,0.00000000,0.70044016,0.28704402,0.64911606,0.51017690
-4.79939970,2.00830655,0.02283414,0.17399280,1.25440842,0.00000000,0.70795137,0.30150589,0.65237202,0.53104805
-4.79339670,2.06398550,0.02260701,0.18379523,1.27611325,0.00000000,0.71246782,0.31594100,0.65371136,0.55130297
-4.78739370,2.11538929,0.02241121,0.19375668,1.29396520,0.00000000,0.71399639,0.33022276,0.65327293,0.57081247
-4.78139070,2.16224960,0.02226185,0.20383227,1.30792346,0.00000000,0.71262059,0.34423167,0.65124296,0.58946149
-4.77538769,2.20442388,0.02217276,0.21397475,1.31805756,0.00000000,0.70850004,0.35785751,0.64785080,0.60715042
-4.76938469,2.24189650,0.02215615,0.22413517,1.32454561,0.00000000,0.70186771,0.37100160,0.64336372,0.62379619
-4.76338169,2.27477710,0.02222232,0.23426344,1.32766996,0.00000000,0.69302537,0.38357906,0.63808055,0.63933311
-4.75737869,2.30329607,0.02237957,0.24430900,1.32781030,0.00000000,0.68233708,0.39552103,0.63232452,0.65371319
-4.75137569,2.32779704,0.02263402,0.25422131,1.32543431,0.00000000,0.67022103,0.40677657,0.62643539,0.66690615
-4.74537269,2.34872659,0.02298963,0.26395024,1.32108618,0.00000000,0.65713997,0.41731425,0.62076114,0.67889886
-4.73936968,2.36662101,0.02344819,0.27344627,1.31537307,0.00000000,0.64359051,0.42712325,0.61564921,0.68969430
-4.73336668,2.38209056,0.02400944,0.28266053,1.30894996,0.00000000,0.63009151,0.43621380,0.61143777,0.69930999
-4.72736368,2.39580130,0.02467109,0.29154454,1.30250305,0.00000000,0.61717196,0.44461688,0.60844707,0.70777599
-4.72136068,2.40845492,0.02542904,0.30004989,1.29673230,0.00000000,0.60535850,0.45238310,0.60697117,0.71513234
-4.71535768,2.42076697,0.02627744,0.30812768,1.29233311,0.00000000,0.59516313,0.45958071,0.60727027,0.72142629
-4.70935468,2.43344406,0.02720888,0.31572792,1.28997798,0.00000000,0.58707105,0.46629277,0.60956374,0.72670918
-4.70335168,2.44716051,0.02821450,0.32279900,1.29029809,0.00000000,0.58152910,0.47261347,0.61402422,0.73103332
-4.69734867,2.46253521,0.02928415,0.32928719,1.29386555,0.00000000,0.57893500,0.47864369,0.62077280,0.73444887
-4.69134567,2.48010926,0.03040656,0.33513631,1.30117653,0.00000000,0.57962741,0.48448606,0.62987538,0.73700091
-4.68534267,2.50032515,0.03156939,0.34028783,1.31263567,0.00000000,0.58387714,0.49023955,0.64134045,0.73872691
-4.67933967,2.52350810,0.03275947,0.34468114,1.32854223,0.00000000,0.59187967,0.49599388,0.65511807,0.73965463
-4.67333667,2.54985024,0.03396288,0.34825430,1.34907824,0.00000000,0.60374886,0.50182405,0.67110038,0.73980072
-4.66733367,2.57939820,0.03516515,0.35094524,1.37429910,0.00000000,0.61951234,0.50778517,0.68912318,0.73916985
-4.66133067,2.61204457,0.03635140,0.35269327,1.40412684,0.00000000,0.63910830,0.51390785,0.70896893,0.73775461
-4.65532766,2.64752366,0.03750651,0.35344099,1.43834638,0.00000000,0.66238410,0.52019445,0.73037072,0.73553612
-4.64932466,2.68541180,0.03861532,0.35313642,1.47660499,0.00000000,0.68909659,0.52661638,0.75301728,0.73248521
-4.64332166,2.72513241,0.03966286,0.35173531,1.51841515,0.00000000,0.71891429,0.53311265,0.77655877,0.72856423
