energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.79589795,8.26523299,0.03104056,0.44344807,2.40722671,4.13820492,0.07197875,3.31664366,1.12666241,0.29131498
-5.78989495,8.31028491,0.03142103,0.46053788,2.43817963,4.15930299,0.07144757,3.30377509,1.11652563,0.29831499
-5.78389195,8.36978154,0.03178071,0.47886947,2.46992842,4.18578270,0.07095764,3.29729584,1.11460242,0.30880606
-5.77788894,8.44502854,0.03210805,0.49839077,2.50227104,4.21836166,0.07050933,3.29810673,1.12163091,0.32301154
-5.77188594,8.53717819,0.03239309,0.51904405,2.53503099,4.25765213,0.07010225,3.30704990,1.13827005,0.34112583
-5.76588294,8.64720313,0.03262787,0.54076760,2.56806704,4.30414994,0.06973533,3.32488604,1.16507977,0.36330641
-5.75987994,8.77587005,0.03280664,0.56349760,2.60128077,4.35822585,0.06940700,3.35227018,1.20250044,0.38966549
-5.75387694,8.92371293,0.03292612,0.58717001,2.63462157,4.42011881,0.06911535,3.38972637,1.25083217,0.42026125
-5.74787394,9.09100536,0.03298549,0.61172240,2.66808836,4.48993075,0.06885841,3.43762172,1.31021475,0.45508916
-5.74187094,9.27773208,0.03298644,0.63709548,2.70172789,4.56762224,0.06863443,3.49614050,1.38060871,0.49407362
-5.73586793,9.48355979,0.03293295,0.66323411,2.73562923,4.65300850,0.06844212,3.56525917,1.46177859,0.53706046
-5.72986493,9.70780782,0.03283102,0.69008778,2.76991453,4.74575555,0.06828094,3.64472361,1.55327922,0.58381058
-5.72386193,9.94941985,0.03268835,0.71761009,2.80472627,4.84537625,0.06815123,3.73402951,1.65444583,0.63399535
-5.71785893,10.20693794,0.03251386,0.74575741,2.84021136,4.95122629,0.06805440,3.83240758,1.76438904,0.68719416
-5.71185593,10.47848083,0.03231716,0.77448644,2.87650287,5.06250051,0.06799296,3.93881463,1.88199527,0.74289451
-5.70585293,10.76172870,0.03210805,0.80375080,2.91370015,5.17823015,0.06797047,4.05193215,2.00593345,0.80049508
-5.69984992,11.05391666,0.03189599,0.83349664,2.95184837,5.29728172,0.06799139,4.17017318,2.13466829,0.85931183
-5.69384692,11.35183947,0.03168951,0.86365755,2.99091862,5.41835866,0.06806088,4.29169863,2.26648045,0.91858751
-5.68784392,11.65186964,0.03149585,0.89414898,3.03078985,5.54000656,0.06818448,4.41444341,2.39949349,0.97750432
-5.68184092,11.94999080,0.03132050,0.92486254,3.07123367,5.66062325,0.06836775,4.53615242,2.53170731,1.03519966
-5.67583792,12.24184771,0.03116696,0.95566055,3.11190328,5.77847445,0.06861592,4.65442625,2.66103742,1.09078463
-5.66983492,12.52281351,0.03103657,0.98637138,3.15232738,5.89171581,0.06893347,4.76677528,2.78535911,1.14336462
-5.66383192,12.78807380,0.03092851,1.01678583,3.19190990,5.99842164,0.06932379,4.87068117,2.90255523,1.19206159
-5.65782891,13.03272656,0.03083984,1.04665521,3.22993599,6.09662044,0.06978891,4.96366350,3.01056633,1.23603707
-5.65182591,13.25189546,0.03076581,1.07569136,3.26558439,6.18433664,0.07032928,5.04334948,3.10744129,1.27451510
-5.64582291,13.44085359,0.03070014,1.10356882,3.29794625,6.25963786,0.07094364,5.10754400,3.19138688,1.30680422
-5.63981991,13.59515350,0.03063551,1.12992945,3.32604962,6.32068615,0.07162911,5.15429725,3.26081442,1.33231767
-5.63381691,13.71075880,0.03056406,1.15438951,3.34888901,6.36579165,0.07238122,5.18196723,3.31438177,1.35059082
-5.62781391,13.78417230,0.03047798,1.17654894,3.36545891,6.39346653,0.07319425,5.18927422,3.35102921,1.36129529
-5.62181091,13.81255521,0.03037010,1.19600274,3.37478974,6.40247688,0.07406150,5.17534495,3.37000761,1.36424890
-5.61580790,13.79383203,0.03023443,1.21235397,3.37598488,6.39189034,0.07497573,5.13974451,3.37089802,1.35942123
-5.60980490,13.72677629,0.03006676,1.22522779,3.36825710,6.36111684,0.07592959,5.08249422,3.35362179,1.34693439
-5.60380190,13.61107275,0.02986501,1.23428603,3.35096264,6.30994057,0.07691610,5.00407491,3.31844085,1.32705903
-5.59779890,13.44735259,0.02962967,1.23924138,3.32363142,6.23854099,0.07792903,4.90541511,3.26594820,1.30020573
-5.59179590,13.23719929,0.02936398,1.23987077,3.28599195,6.14750160,0.07896332,4.78786474,3.19704898,1.26691213
-5.58579290,12.98312403,0.02907404,1.23602695,3.23798965,6.03780541,0.08001529,4.65315527,3.11293290,1.22782631
-5.57978989,12.68851087,0.02876872,1.22764781,3.17979763,5.91081680,0.08108285,4.50334810,3.01503905,1.18368720
-5.57378689,12.35753319,0.02845950,1.21476280,3.11181949,5.76824994,0.08216546,4.34077333,2.90501462,1.13530275
-5.56778389,11.99504427,0.02816012,1.19749615,3.03468373,5.61212472,0.08326408,4.16796134,2.78466887,1.08352666
-5.56178089,11.60644593,0.02788612,1.17606644,2.94923011,5.44471168,0.08438088,3.98757010,2.65592421,1.02923481
-5.55577789,11.19754025,0.02765429,1.15078279,2.85648840,5.26846787,0.08551895,3.80231102,2.52076611,0.97330190
-5.54977489,10.77436995,0.02748204,1.12203738,2.75765054,5.08596630,0.08668183,3.61487611,2.38119339,0.91657949
-5.54377189,10.34305368,0.02738672,1.09029500,2.65403728,4.89982154,0.08787304,3.42786927,2.23917082,0.85987589
-5.53776888,9.90962245,0.02738497,1.05607978,2.54706088,4.71261471,0.08909562,3.24374390,2.09658508,0.80393867
-5.53176588,9.47986344,0.02749205,1.01995992,2.43818537,4.52682071,0.09035162,3.06474884,1.95520576,0.74944013
-5.52576288,9.05917690,0.02772120,0.98253094,2.32888611,4.34474078,0.09164174,2.89288423,1.81665200,0.69696615
-5.51975988,8.65245127,0.02808317,0.94439841,2.22061024,4.16844289,0.09296501,2.72986809,1.68236581,0.64700855
-5.51375688,8.26396061,0.02858578,0.90616073,2.11473965,3.99971249,0.09431857,2.57711426,1.55359233,0.59996087
-5.50775388,7.89728758,0.02923365,0.86839289,2.01255786,3.84001518,0.09569763,2.43572161,1.43136733,0.55611767
-5.50175088,7.55527368,0.03002800,0.83163179,1.91522187,3.69047276,0.09709556,2.30647392,1.31651167,0.51567680
-5.49574787,7.23999755,0.03096670,0.79636369,1.82373997,3.55185303,0.09850402,2.18984965,1.20963272,0.47874458
-5.48974487,6.95278069,0.03204434,0.76301440,1.73895598,3.42457354,0.09991330,2.08604031,1.11113183,0.44534330
-5.48374187,6.69421894,0.03325253,0.73194224,1.66154022,3.30871835,0.10131269,1.99497592,1.02121745,0.41542059
-5.47773887,6.46423689,0.03458026,0.70343417,1.59198710,3.20406676,0.10269086,1.91635597,0.93992285,0.38886019
-5.47173587,6.26216177,0.03601438,0.67770497,1.53061898,3.11013215,0.10403633,1.84968418,0.86712768,0.36549364
-5.46573287,6.08681255,0.03754012,0.65489926,1.47759565,3.02620876,0.10533784,1.79430543,0.80258219,0.34511228
-5.45972986,5.93659972,0.03914174,0.63509615,1.43292869,2.95142406,0.10658470,1.74944330,0.74593336,0.32747929
-5.45372686,5.80963101,0.04080310,0.61831606,1.39649969,2.88479401,0.10776706,1.71423681,0.69675166,0.31234117
-5.44772386,5.70381839,0.04250827,0.60452927,1.36808136,2.82527882,0.10887605,1.68777522,0.65455780,0.29943847
-5.44172086,5.61698205,0.04424213,0.59366559,1.34736033,2.77183655,0.10990388,1.66912999,0.61884829,0.28851530
-5.43571786,5.54694728,0.04599086,0.58562471,1.33396070,2.72347239,0.11084377,1.65738311,0.58911930,0.27932765
-5.42971486,5.49163115,0.04774242,0.58028651,1.32746728,2.67928177,0.11168985,1.65165139,0.56488801,0.27165013
-5.42371186,5.44911615,0.04948683,0.57752094,1.32744762,2.63848559,0.11243695,1.65110653,0.54571084,0.26528119
-5.41770885,5.41770894,0.05121647,0.57719700,1.33347193,2.60045670,0.11308040,1.65499078,0.53119824,0.26004672
-5.41170585,5.39598303,0.05292615,0.57919025,1.34513045,2.56473686,0.11361579,1.66262835,0.52102567,0.25580215
-5.40570285,5.38280479,0.05461318,0.58338877,1.36204740,2.53104400,0.11403875,1.67343282,0.51494058,0.25243299
-5.39969985,5.37734302,0.05627717,0.58969715,1.38389136,2.49927013,0.11434480,1.68691058,0.51276534,0.24985415
-5.39369685,5.37906272,0.05791984,0.59803849,1.41038175,2.46947042,0.11452922,1.70266094,0.51439620,0.24800790
-5.38769385,5.38770429,0.05954471,0.60835425,1.44129113,2.44184442,0.11458704,1.72037278,0.51979844,0.24686095
-5.38169085,5.40324966,0.06115660,0.62060224,1.47644354,2.41671076,0.11451309,1.73981847,0.52899798,0.24640059
-5.37568784,5.42587739,0.06276118,0.63475257,1.51570885,2.39447657,0.11430209,1.76084500,0.54206988,0.24663023
-5.36968484,5.45590876,0.06436434,0.65078213,1.55899334,2.37560318,0.11394885,1.78336284,0.55912416,0.24756460
-5.36368184,5.49374724,0.06597161,0.66866769,1.60622709,2.36056978,0.11344848,1.80733264,0.58028947,0.24922453
-5.35767884,5.53981383,0.06758752,0.68837804,1.65734849,2.34983660,0.11279662,1.83275032,0.60569538,0.25163196
-5.35167584,5.59448069,0.06921498,0.70986561,1.71228656,2.34380896,0.11198963,1.85963070,0.63545363,0.25480485
-5.34567284,5.65800584,0.07085465,0.73305810,1.77094194,2.34280390,0.11102482,1.88799023,0.66963942,0.25875265
-5.33966983,5.73047128,0.07250447,0.75785041,1.83316720,2.34702053,0.10990059,1.91782937,0.70827312,0.26347212
-5.33366683,5.81172710,0.07415918,0.78409746,1.89874764,2.35651517,0.10861648,1.94911514,0.75130334,0.26894389
-5.32766383,5.90134407,0.07580999,0.81160840,1.96738337,2.37118239,0.10717324,1.98176446,0.79859194,0.27512966
-5.32166083,5.99857656,0.07744441,0.84014239,2.03867380,2.39074253,0.10557275,2.01562922,0.84990158,0.28197040
-5.31565783,6.10233804,0.07904623,0.86940660,2.11210543,2.41473626,0.10381796,2.05048352,0.90488652,0.28938533
-5.30965483,6.21119034,0.08059560,0.89905631,2.18704392,2.44252637,0.10191272,2.08601406,0.96308705,0.29727199
-5.30365183,6.32334795,0.08206940,0.92869768,2.26273115,2.47330688,0.09986171,2.12181425,1.02392801,0.30550715
-5.29764882,6.43669780,0.08344170,0.95789281,2.33828783,2.50611904,0.09767022,2.15738249,1.08672160,0.31394878
-5.29164582,6.54883444,0.08468438,0.98616738,2.41272222,2.53987398,0.09534407,2.19212530,1.15067466,0.32243881
-5.28564282,6.65711010,0.08576797,1.01302048,2.48494477,2.57338091,0.09288950,2.22536519,1.21490032,0.33080674
-5.27963982,6.75869806,0.08666255,1.03793639,2.55378877,2.60538029,0.09031318,2.25635357,1.27843392,0.33887392
-5.27363682,6.85066761,0.08733873,1.06039788,2.61803649,2.63458047,0.08762216,2.28428815,1.34025271,0.34645830
-5.26763382,6.93006796,0.08776872,1.07990058,2.67644986,2.65969676,0.08482400,2.30833461,1.39929891,0.35337955
-5.26163082,6.99401813,0.08792739,1.09596791,2.72780501,2.67949142,0.08192688,2.32765159,1.45450541,0.35946433
-5.25562781,7.03979936,0.08779329,1.10816579,2.77092903,2.69281303,0.07893970,2.34141817,1.50482324,0.36455153
-5.24962481,7.06494656,0.08734955,1.11611680,2.80473777,2.69863400,0.07587231,2.34886265,1.54924994,0.36849719
-5.24362181,7.06733498,0.08658475,1.11951294,2.82827307,2.69608461,0.07273566,2.34929146,1.58685790,0.37117903
-5.23761881,7.04525856,0.08549353,1.11812666,2.84073763,2.68448241,0.06954193,2.34211689,1.61682141,0.37250032
-5.23161581,6.99749657,0.08407707,1.11181952,2.84152620,2.66335595,0.06630462,2.32688236,1.63844159,0.37239290
-5.22561281,6.92336581,0.08234336,1.10054818,2.83025147,2.63246174,0.06303864,2.30328396,1.65116816,0.37081939
-5.21960980,6.82275580,0.08030719,1.08436744,2.80676341,2.59179407,0.05976024,2.27118742,1.65461704,0.36777431
-5.21360680,6.69614550,0.07799001,1.06343023,2.77116102,2.54158715,0.05648695,2.23063937,1.64858320,0.36328410
-5.20760380,6.54460063,0.07541947,1.03798435,2.72379598,2.48230964,0.05323735,2.18187249,1.63304810,0.35740621
-5.20160080,6.36975155,0.07262886,1.00836631,2.66526754,2.41465172,0.05003086,2.12530419,1.60818137,0.35022705
-5.19559780,6.17375242,0.06965625,0.97499232,2.59640895,2.33950538,0.04688744,2.06152868,1.57433662,0.34185905
-5.18959480,5.95922326,0.06654363,0.93834688,2.51826585,2.25793852,0.04382714,1.99130281,1.53204154,0.33243698
-5.18359180,5.72917710,0.06333581,0.89896934,2.43206717,2.17116405,0.04086979,1.91552617,1.48198259,0.32211354
-5.17758879,5.48693512,0.06007927,0.85743900,2.33918995,2.08050509,0.03803454,1.83521625,1.42498498,0.31105457
-5.17158579,5.23603299,0.05682107,0.81435928,2.24111934,1.98735756,0.03533944,1.75147966,1.36198862,0.29943398
-5.16558279,4.98012216,0.05360759,0.77034157,2.13940534,1.89315156,0.03280103,1.66548063,1.29402114,0.28742872
-5.15957979,4.72286967,0.05048345,0.72598934,2.03561812,1.79931285,0.03043398,1.57840791,1.22216895,0.27521384
-5.15357679,4.46786023,0.04749043,0.68188304,1.93130360,1.70722587,0.02825079,1.49144159,1.14754750,0.26295802
-5.14757379,4.21850413,0.04466650,0.63856642,1.82794113,1.61819928,0.02626149,1.40572084,1.07127189,0.25081957
-5.14157079,3.97795385,0.04204497,0.59653449,1.72690467,1.53343528,0.02447344,1.32231402,0.99442900,0.23894316
-5.13556778,3.74903234,0.03965375,0.55622372,1.62942916,1.45400343,0.02289121,1.24219196,0.91805189,0.22745732
-5.12956478,3.53417469,0.03751483,0.51800455,1.53658292,1.38081965,0.02151648,1.16620547,0.84309760,0.21647278
-5.12356178,3.33538486,0.03564388,0.48217641,1.44924716,1.31463080,0.02034809,1.09506767,0.77042878,0.20608157
-5.11755878,3.15420806,0.03404999,0.44896529,1.36810290,1.25600505,0.01938203,1.02934152,0.70079965,0.19635706
-5.11155578,2.99171893,0.03273566,0.41852382,1.29362564,1.20532791,0.01861162,0.96943285,0.63484661,0.18735456
-5.10555278,2.84852497,0.03169689,0.39093361,1.22608739,1.16280380,0.01802763,0.91558879,0.57308343,0.17911268
-5.09954977,2.72478411,0.03092342,0.36620970,1.16556581,1.12846257,0.01761853,0.86790142,0.51590088,0.17165498
-5.09354677,2.62023496,0.03039922,0.34430667,1.11195940,1.10217061,0.01737073,0.82631620,0.46357038,0.16499214
-5.08754377,2.53423764,0.03010302,0.32512623,1.06500810,1.08364569,0.01726888,0.79064458,0.41625133,0.15912408
-5.08154077,2.46582320,0.03000900,0.30852575,1.02431780,1.07247491,0.01729616,0.76058012,0.37400131,0.15404223
-5.07553777,2.41374928,0.03008758,0.29432732,0.98938786,1.06813497,0.01743462,0.73571742,0.33678866,0.14973158
-5.06953477,2.37655955,0.03030633,0.28232710,0.95964004,1.07001394,0.01766557,0.71557286,0.30450652,0.14617248
-5.06353177,2.35264483,0.03063090,0.27230443,0.93444785,1.07743392,0.01796987,0.69960647,0.27698785,0.14334215
-5.05752876,2.34030365,0.03102602,0.26403046,0.91316496,1.08967375,0.01832832,0.68724403,0.25402050,0.14121571
-5.05152576,2.33780035,0.03145645,0.25727601,0.89515171,1.10599126,0.01872204,0.67789870,0.23536187,0.13976691
-5.04552276,2.34341908,0.03188799,0.25181845,0.87979873,1.12564446,0.01913275,0.67099133,0.22075256,0.13896833
-5.03951976,2.35551227,0.03228841,0.24744745,0.86654707,1.14791127,0.01954314,0.66596900,0.20992843,0.13879140
-5.03351676,2.37254257,0.03262827,0.24396953,0.85490423,1.17210725,0.01993714,0.66232112,0.20263092,0.13920595
-5.02751376,2.39311737,0.03288164,0.24121139,0.84445575,1.19760126,0.02030020,0.65959275,0.19861517,0.14017977
-5.02151076,2.41601554,0.03302678,0.23902195,0.83487234,1.22382848,0.02061950,0.65739484,0.19765586,0.14167791
-5.01550775,2.44020602,0.03304654,0.23727339,0.82591253,1.25030094,0.02088413,0.65541116,0.19955070,0.14366211
-5.00950475,2.46485843,0.03292867,0.23586109,0.81742113,1.27661508,0.02108523,0.65340196,0.20412163,0.14609025
-5.00350175,2.48934589,0.03266597,0.23470273,0.80932393,1.30245656,0.02121606,0.65120427,0.21121381,0.14891599
-4.99749875,2.51324043,0.03225621,0.23373666,0.80161899,1.32760205,0.02127204,0.64872913,0.22069264,0.15208863
-4.99149575,2.53630181,0.03170194,0.23291980,0.79436534,1.35191818,0.02125067,0.64595607,0.23243908,0.15555331
-4.98549275,2.55846031,0.03101009,0.23222505,0.78766967,1.37535754,0.02115150,0.64292505,0.24634362,0.15925134
-4.97948974,2.57979459,0.03019150,0.23163859,0.78167172,1.39795209,0.02097595,0.63972644,0.26229927,0.16312095
-4.97348674,2.60050546,0.02926026,0.23115705,0.77652906,1.41980398,0.02072716,0.63648956,0.28019407,0.16709823
-4.96748374,2.62088690,0.02823304,0.23078475,0.77240211,1.44107414,0.02040976,0.63337026,0.29990349,0.17111819
-4.96148074,2.64129521,0.02712832,0.23053110,0.76943990,1.46196895,0.02002962,0.63053822,0.32128325,0.17511617
-4.95547774,2.66211769,0.02596563,0.23040828,0.76776728,1.48272554,0.01959358,0.62816445,0.34416300,0.17902910
-4.94947474,2.68374202,0.02476481,0.23042913,0.76747403,1.50359597,0.01910923,0.62640964,0.36834125,0.18279698
-4.94347174,2.70652735,0.02354530,0.23060558,0.76860637,1.52483111,0.01858456,0.62541374,0.39358196,0.18636428
-4.93746873,2.73077829,0.02232550,0.23094723,0.77116097,1.54666462,0.01802775,0.62528733,0.41961301,0.18968115
-4.93146573,2.75672279,0.02112225,0.23146052,0.77508191,1.56929785,0.01744691,0.62610495,0.44612691,0.19270471
-4.92546273,2.78449456,0.01995040,0.23214815,0.78026033,1.59288600,0.01684989,0.62790072,0.47278359,0.19539994
-4.91945973,2.81412068,0.01882253,0.23300890,0.78653692,1.61752647,0.01624406,0.63066631,0.49921549,0.19774057
-4.91345673,2.84551489,0.01774871,0.23403773,0.79370679,1.64324962,0.01563619,0.63435119,0.52503466,0.19970960
-4.90745373,2.87847638,0.01673653,0.23522619,0.80152668,1.67001252,0.01503231,0.63886509,0.54984167,0.20129965
-4.90145073,2.91269425,0.01579105,0.23656294,0.80972377,1.69769596,0.01443770,0.64408237,0.57323584,0.20251299
-4.89544772,2.94775701,0.01491501,0.23803453,0.81800578,1.72610486,0.01385676,0.64984789,0.59482653,0.20336137
-4.88944472,2.98316656,0.01410902,0.23962612,0.82607181,1.75497207,0.01329308,0.65598413,0.61424467,0.20386552
-4.88344172,3.01835572,0.01337181,0.24132229,0.83362329,1.78396534,0.01274943,0.66229894,0.63115423,0.20405434
-4.87743872,3.05270841,0.01270060,0.24310771,0.84037442,1.81269723,0.01222781,0.66859350,0.64526287,0.20396390
-4.87143572,3.08558123,0.01209139,0.24496771,0.84606184,1.84073736,0.01172951,0.67467009,0.65633122,0.20363608
-4.86543272,3.11632538,0.01153926,0.24688866,0.85045280,1.86762650,0.01125517,0.68033913,0.66418047,0.20311705
-4.85942971,3.14430778,0.01103875,0.24885815,0.85335169,1.89289168,0.01080488,0.68542533,0.66869767,0.20245545
-4.85342671,3.16893039,0.01058406,0.25086484,0.85460462,1.91606182,0.01037823,0.68977246,0.66983863,0.20170053
-4.84742371,3.18964683,0.01016933,0.25289824,0.85410197,1.93668287,0.00997442,0.69324678,0.66762827,0.20090004
-4.84142071,3.20597587,0.00978885,0.25494811,0.85177893,1.95433206,0.00959231,0.69573898,0.66215835,0.20009821
-4.83541771,3.21751119,0.00943715,0.25700381,0.84761418,1.96863049,0.00923046,0.69716469,0.65358283,0.19933377
-4.82941471,3.22392755,0.00910917,0.25905350,0.84162695,1.97925374,0.00888726,0.69746377,0.64211123,0.19863805
-4.82341171,3.22498337,0.00880031,0.26108337,0.83387288,1.98594001,0.00856091,0.69659849,0.62800020,0.19803338
-4.81740870,3.22052034,0.00850641,0.26307686,0.82443893,1.98849590,0.00824951,0.69455104,0.61154393,0.19753185
-4.81140570,3.21046055,0.00822383,0.26501418,0.81343798,1.98679967,0.00795110,0.69132059,0.59306393,0.19713443
-4.80540270,3.19480200,0.00794939,0.26687196,0.80100338,1.98080222,0.00766368,0.68692027,0.57289868,0.19683064
-4.79939970,3.17361336,0.00768038,0.26862342,0.78728398,1.97052615,0.00738528,0.68137438,0.55139372,0.19659871
-4.79339670,3.14702888,0.00741447,0.27023879,0.77243994,1.95606325,0.00711399,0.67471616,0.52889253,0.19640636
-4.78739370,3.11524411,0.00714976,0.27168636,0.75663960,1.93757104,0.00684802,0.66698627,0.50572876,0.19621213
-4.78139070,3.07851337,0.00688467,0.27293397,0.74005758,1.91526864,0.00658572,0.65823217,0.48221998,0.19596725
-4.77538769,3.03714914,0.00661799,0.27395090,0.72287421,1.88943264,0.00632566,0.64850839,0.45866303,0.19561795
-4.76938469,2.99152378,0.00634883,0.27471037,0.70527619,1.86039325,0.00606662,0.63787785,0.43533118,0.19510819
-4.76338169,2.94207357,0.00607660,0.27519223,0.68745843,1.82853102,0.00580773,0.62641386,0.41247297,0.19438268
-4.75737869,2.88930452,0.00580102,0.27538594,0.66962677,1.79427427,0.00554839,0.61420287,0.39031243,0.19339001
-4.75137569,2.83379970,0.00552214,0.27529372,0.65200126,1.75809720,0.00528842,0.60134754,0.36905068,0.19208578
-4.74537269,2.77622704,0.00524029,0.27493353,0.63481978,1.72051851,0.00502800,0.58796998,0.34886835,0.19043561
-4.73936968,2.71734679,0.00495612,0.27434191,0.61834150,1.68210023,0.00476773,0.57421484,0.32992870,0.18841788
-4.73336668,2.65801756,0.00467053,0.27357630,0.60284983,1.64344631,0.00450862,0.56025192,0.31238097,0.18602600
-4.72736368,2.59919977,0.00438474,0.27271694,0.58865464,1.60520045,0.00425212,0.54627805,0.29636370,0.18327025
-4.72136068,2.54195564,0.00410017,0.27186788,0.57609329,1.56804265,0.00400006,0.53251800,0.28200772,0.18017886
-4.71535768,2.48744477,0.00381848,0.27115724,0.56553034,1.53268405,0.00375467,0.51922429,0.26943865,0.17679859
-4.70935468,2.43691458,0.00354152,0.27073648,0.55735584,1.49985947,0.00351856,0.50667575,0.25877861,0.17319443
-4.70335168,2.39168543,0.00327124,0.27077870,0.55198194,1.47031750,0.00329463,0.49517476,0.25014728,0.16944868
-4.69734867,2.35313006,0.00300973,0.27147589,0.54983814,1.44480791,0.00308614,0.48504325,0.24366201,0.16565931
-4.69134567,2.32264795,0.00275909,0.27303527,0.55136504,1.42406656,0.00289659,0.47661763,0.23943733,0.16193766
-4.68534267,2.30163500,0.00252147,0.27567468,0.55700687,1.40879801,0.00272972,0.47024262,0.23758365,0.15840558
-4.67933967,2.29144957,0.00229895,0.27961738,0.56720314,1.39965633,0.00258949,0.46626447,0.23820555,0.15519214
-4.67333667,2.29337623,0.00209359,0.28508606,0.58237960,1.39722502,0.00248007,0.46502357,0.24139960,0.15242991
-4.66733367,2.30858856,0.00190734,0.29229675,0.60293890,1.40199661,0.00240578,0.46684704,0.24725207,0.15025108
-4.66133067,2.33811279,0.00174206,0.30145236,0.62925135,1.41435334,0.00237108,0.47204123,0.25583656,0.14878349
-4.65532766,2.38279385,0.00159947,0.31273655,0.66164610,1.43454963,0.00238059,0.48088483,0.26721180,0.14814661
-4.64932466,2.44326566,0.00148120,0.32630779,0.70040302,1.46269773,0.00243903,0.49362258,0.28141965,0.14844785
-4.64332166,2.51992712,0.00138875,0.34229417,0.74574572,1.49875730,0.00255123,0.51045988,0.29848350,0.14977900
