energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.65182591,1.06174356,0.00121617,0.07273185,0.32806212,0.16436722,0.01133975,0.69147343,0.21366369,0.18038237
-5.64582291,1.06072849,0.00143573,0.07260312,0.34086237,0.15974799,0.01068662,0.69394195,0.21806616,0.18050538
-5.63981991,1.05644153,0.00169780,0.07233946,0.35237371,0.15463769,0.01000719,0.69413121,0.22181026,0.18014406
-5.63381691,1.04922026,0.00200594,0.07198563,0.36247079,0.14914186,0.00931342,0.69218151,0.22493717,0.17938093
-5.62781391,1.03945298,0.00236366,0.07158869,0.37105765,0.14336911,0.00861679,0.68827006,0.22751194,0.17830743
-5.62181091,1.02757109,0.00277431,0.07119673,0.37807089,0.13742880,0.00792806,0.68260838,0.22962132,0.17702184
-5.61580790,1.01404138,0.00324087,0.07085777,0.38348189,0.13142894,0.00725701,0.67543945,0.23137085,0.17562703
-5.60980490,0.99935836,0.00376575,0.07061868,0.38729805,0.12547442,0.00661227,0.66703459,0.23288116,0.17422838
-5.60380190,0.98403670,0.00435066,0.07052423,0.38956285,0.11966562,0.00600118,0.65769006,0.23428366,0.17293168
-5.59779890,0.96860394,0.00499639,0.07061629,0.39035479,0.11409742,0.00542971,0.64772337,0.23571575,0.17184131
-5.59179590,0.95359342,0.00570267,0.07093319,0.38978527,0.10885843,0.00490248,0.63746937,0.23731578,0.17105845
-5.58579290,0.93953744,0.00646804,0.07150922,0.38799537,0.10403063,0.00442274,0.62727598,0.23921798,0.17067970
-5.57978989,0.92696075,0.00728973,0.07237434,0.38515178,0.09968914,0.00399246,0.61749957,0.24154747,0.17079572
-5.57378689,0.91637403,0.00816360,0.07355399,0.38144200,0.09590224,0.00361243,0.60850012,0.24441578,0.17149029
-5.56778389,0.90826763,0.00908413,0.07506898,0.37706890,0.09273137,0.00328239,0.60063588,0.24791683,0.17283940
-5.56178089,0.90310519,0.01004440,0.07693561,0.37224499,0.09023128,0.00300115,0.59425785,0.25212365,0.17491059
-5.55577789,0.90131727,0.01103622,0.07916567,0.36718645,0.08844999,0.00276677,0.58970386,0.25708601,0.17776238
-5.54977489,0.90329474,0.01205024,0.08176659,0.36210727,0.08742877,0.00257670,0.58729232,0.26282891,0.18144379
-5.54377189,0.90938193,0.01307610,0.08474153,0.35721352,0.08720183,0.00242794,0.58731580,0.26935193,0.18599379
-5.53776888,0.91986958,0.01410269,0.08808937,0.35269802,0.08779599,0.00231716,0.59003435,0.27662962,0.19144083
-5.53176588,0.93498741,0.01511837,0.09180473,0.34873551,0.08922996,0.00224081,0.59566870,0.28461255,0.19780212
-5.52576288,0.95489651,0.01611129,0.09587781,0.34547839,0.09151365,0.00219527,0.60439345,0.29322913,0.20508297
-5.51975988,0.97968164,0.01706965,0.10029416,0.34305313,0.09464711,0.00217692,0.61633043,0.30238793,0.21327583
-5.51375688,1.00934365,0.01798203,0.10503435,0.34155739,0.09861956,0.00218218,0.63154228,0.31198038,0.22235937
-5.50775388,1.04379219,0.01883762,0.11007361,0.34105785,0.10340821,0.00220761,0.65002663,0.32188368,0.23229735
-5.50175088,1.08283930,0.01962656,0.11538135,0.34158876,0.10897728,0.00224990,0.67171098,0.33196378,0.24303759
-5.49574787,1.12619416,0.02034009,0.12092080,0.34315127,0.11527703,0.00230592,0.69644876,0.34207826,0.25451093
-5.48974487,1.17345960,0.02097079,0.12664862,0.34571341,0.12224312,0.00237273,0.72401664,0.35207907,0.26663048
-5.48374187,1.22413085,0.02151268,0.13251472,0.34921082,0.12979631,0.00244757,0.75411372,0.36181501,0.27929116
-5.47773887,1.27759722,0.02196130,0.13846224,0.35354821,0.13784258,0.00252784,0.78636265,0.37113406,0.29236969
-5.47173587,1.33314715,0.02231380,0.14442787,0.35860147,0.14627379,0.00261112,0.82031318,0.37988542,0.30572526
-5.46573287,1.38997706,0.02256886,0.15034244,0.36422055,0.15496903,0.00269516,0.85544831,0.38792143,0.31920094
-5.45972986,1.44720441,0.02272669,0.15613196,0.37023301,0.16379647,0.00277784,0.89119316,0.39509942,0.33262590
-5.45372686,1.50388500,0.02278891,0.16171899,0.37644830,0.17261602,0.00285722,0.92692671,0.40128362,0.34581856
-5.44772386,1.55903456,0.02275851,0.16702449,0.38266264,0.18128255,0.00293151,0.96199622,0.40634704,0.35859065
-5.44172086,1.61165415,0.02263968,0.17197009,0.38866455,0.18964970,0.00299907,0.99573416,0.41017370,0.37075223
-5.43571786,1.66075895,0.02243776,0.17648056,0.39424087,0.19757415,0.00305848,1.02747727,0.41266091,0.38211732
-5.42971486,1.70540941,0.02215909,0.18048667,0.39918315,0.20492024,0.00310849,1.05658709,0.41372180,0.39251031
-5.42371186,1.74474386,0.02181099,0.18392815,0.40329426,0.21156474,0.00314813,1.08247140,0.41328809,0.40177263
-5.41770885,1.77801110,0.02140163,0.18675661,0.40639498,0.21740159,0.00317665,1.10460565,0.41131281,0.40976953
-5.41170585,1.80460172,0.02094002,0.18893839,0.40833049,0.22234637,0.00319364,1.12255347,0.40777302,0.41639666
-5.40570285,1.82407646,0.02043596,0.19045705,0.40897620,0.22634027,0.00319899,1.13598546,0.40267238,0.42158610
-5.39969985,1.83619033,0.01990001,0.19131549,0.40824308,0.22935347,0.00319296,1.14469509,0.39604320,0.42531137
-5.39369685,1.84091085,0.01934349,0.19153739,0.40608183,0.23138752,0.00317616,1.14861107,0.38794806,0.42759137
-5.38769385,1.83842948,0.01877838,0.19116798,0.40248601,0.23247672,0.00314960,1.14780535,0.37848059,0.42849259
-5.38169085,1.82916514,0.01821731,0.19027395,0.39749374,0.23268839,0.00311463,1.14249613,0.36776544,0.42812975
-5.37568784,1.81375921,0.01767341,0.18894249,0.39118788,0.23212174,0.00307298,1.13304566,0.35595718,0.42666435
-5.36968484,1.79306196,0.01716022,0.18727943,0.38369474,0.23090563,0.00302670,1.11995254,0.34323823,0.42430131
-5.36368184,1.76811050,0.01669147,0.18540645,0.37518116,0.22919502,0.00297810,1.10383880,0.32981577,0.42128364
-5.35767884,1.74009887,0.01628084,0.18345754,0.36585016,0.22716625,0.00292971,1.08543211,0.31591755,0.41788520
-5.35167584,1.71034138,0.01594170,0.18157459,0.35593530,0.22501141,0.00288422,1.06554370,0.30178703,0.41440190
-5.34567284,1.68023051,0.01568672,0.17990264,0.34569399,0.22293193,0.00284436,1.04504294,0.28767773,0.41114154
-5.33966983,1.65119104,0.01552751,0.17858448,0.33539992,0.22113154,0.00281283,1.02482958,0.27384718,0.40841273
-5.33366683,1.62463244,0.01547425,0.17775532,0.32533510,0.21980909,0.00279222,1.00580478,0.26055067,0.40651339
-5.32766383,1.60190128,0.01553523,0.17753732,0.31578177,0.21915131,0.00278486,0.98884224,0.24803506,0.40571921
-5.32166083,1.58423588,0.01571648,0.17803449,0.30701446,0.21932597,0.00279282,0.97476047,0.23653295,0.40627271
-5.31565783,1.57272516,0.01602134,0.17932812,0.29929273,0.22047562,0.00281772,0.96429764,0.22625737,0.40837329
-5.30965483,1.56827326,0.01645022,0.18147292,0.29285461,0.22271223,0.00286074,0.95808983,0.21739731,0.41216881
-5.30365183,1.57157162,0.01700028,0.18449402,0.28791130,0.22611298,0.00292250,0.95665358,0.21011423,0.41774917
-5.29764882,1.58307965,0.01766530,0.18838516,0.28464305,0.23071732,0.00300307,0.96037358,0.20453953,0.42514200
-5.29164582,1.60301465,0.01843563,0.19310800,0.28319645,0.23652548,0.00310190,0.96949560,0.20077335,0.43431102
-5.28564282,1.63135134,0.01929827,0.19859270,0.28368321,0.24349856,0.00321787,0.98412516,0.19888430,0.44515688
-5.27963982,1.66783091,0.02023708,0.20473974,0.28618022,0.25156001,0.00334927,1.00423144,0.19891047,0.45752071
-5.27363682,1.71197896,0.02123310,0.21142302,0.29073100,0.26059868,0.00349385,1.02965629,0.20086124,0.47119011
-5.26763382,1.76313123,0.02226506,0.21849397,0.29734806,0.27047306,0.00364891,1.06012766,0.20472002,0.48590735
-5.26163082,1.82046592,0.02330994,0.22578666,0.30601623,0.28101678,0.00381138,1.09527646,0.21044762,0.50137953
-5.25562781,1.88304075,0.02434365,0.23312365,0.31669649,0.29204484,0.00397791,1.13465607,0.21798593,0.51729005
-5.24962481,1.94983298,0.02534184,0.24032228,0.32933002,0.30336055,0.00414497,1.17776326,0.22726190,0.53331102
-5.24362181,2.01978034,0.02628070,0.24720123,0.34384229,0.31476266,0.00430901,1.22405946,0.23819148,0.54911587
-5.23761881,2.09182094,0.02713780,0.25358694,0.36014680,0.32605252,0.00446657,1.27299125,0.25068324,0.56439173
-5.23161581,2.16493023,0.02789288,0.25931974,0.37814829,0.33704083,0.00461441,1.32400915,0.26464171,0.57885086
-5.22561281,2.23815337,0.02852869,0.26425927,0.39774526,0.34755380,0.00474961,1.37658373,0.27997004,0.59224058
-5.21960980,2.31063166,0.02903161,0.26828905,0.41883163,0.35743835,0.00486974,1.43021854,0.29657214,0.60435140
-5.21360680,2.38162206,0.02939228,0.27132003,0.44129754,0.36656626,0.00497289,1.48445929,0.31435407,0.61502276
-5.20760380,2.45050920,0.02960598,0.27329279,0.46502938,0.37483703,0.00505779,1.53889925,0.33322472,0.62414638
-5.20160080,2.51680986,0.02967294,0.27417856,0.48990905,0.38217950,0.00512386,1.59318093,0.35309594,0.63166694
-5.19559780,2.58017022,0.02959843,0.27397887,0.51581275,0.38855210,0.00517127,1.64699427,0.37388204,0.63758023
-5.18959480,2.64035668,0.02939265,0.27272393,0.54260939,0.39394187,0.00520092,1.70007206,0.39549899,0.64192903
-5.18359180,2.69724126,0.02907050,0.27046992,0.57015909,0.39836236,0.00521444,1.75218317,0.41786327,0.64479684
-5.17758879,2.75078314,0.02865116,0.26729522,0.59831177,0.40185065,0.00521417,1.80312447,0.44089066,0.64630005
-5.17158579,2.80100762,0.02815747,0.26329598,0.62690635,0.40446353,0.00520311,1.85271229,0.46449514,0.64657904
-5.16558279,2.84798435,0.02761527,0.25858115,0.65577055,0.40627335,0.00518480,1.90077422,0.48858793,0.64578864
-5.15957979,2.89180606,0.02705255,0.25326728,0.68472170,0.40736355,0.00516326,1.94714202,0.51307684,0.64408860
-5.15357679,2.93256938,0.02649862,0.24747338,0.71356839,0.40782417,0.00514287,1.99164624,0.53786608,0.64163455
-5.14757379,2.97035866,0.02598313,0.24131606,0.74211319,0.40774768,0.00512823,2.03411294,0.56285640,0.63857002
-5.14157079,3.00523366,0.02553521,0.23490519,0.77015618,0.40722506,0.00512403,2.07436263,0.58794560,0.63501969
-5.13556778,3.03722141,0.02518250,0.22834023,0.79749927,0.40634251,0.00513489,2.11221149,0.61302942,0.63108443
-5.12956478,3.06631234,0.02495033,0.22170747,0.82395087,0.40517872,0.00516521,2.14747451,0.63800252,0.62683807
-5.12356178,3.09246033,0.02486092,0.21507808,0.84933081,0.40380274,0.00521905,2.17997010,0.66275955,0.62232605
-5.11755878,3.11558609,0.02493266,0.20850716,0.87347495,0.40227254,0.00529990,2.20952566,0.68719613,0.61756587
-5.11155578,3.13558292,0.02517960,0.20203368,0.89623921,0.40063410,0.00541064,2.23598326,0.71120946,0.61254909
-5.10555278,3.15232408,0.02561087,0.19568120,0.91750271,0.39892101,0.00555330,2.25920493,0.73469862,0.60724475
-5.09954977,3.16567058,0.02623048,0.18945934,0.93716963,0.39715454,0.00572905,2.27907677,0.75756427,0.60160374
-5.09354677,3.17547856,0.02703701,0.18336579,0.95516958,0.39534395,0.00593800,2.29551141,0.77970781,0.59556382
-5.08754377,3.18160547,0.02802361,0.17738869,0.97145649,0.39348714,0.00617922,2.30844843,0.80103000,0.58905501
-5.08154077,3.18391448,0.02917809,0.17150927,0.98600586,0.39157137,0.00645064,2.31785268,0.82142908,0.58200486
-5.07553777,3.18227684,0.03048313,0.16570449,0.99881055,0.38957414,0.00674906,2.32371046,0.84079855,0.57434336
-5.06953477,3.17657227,0.03191661,0.15994968,1.00987549,0.38746418,0.00707018,2.32602394,0.85902486,0.56600734
-5.06353177,3.16668761,0.03345214,0.15422087,1.01921146,0.38520248,0.00740868,2.32480433,0.87598521,0.55694401
-5.05752876,3.15251424,0.03505962,0.14849685,1.02682859,0.38274341,0.00775831,2.32006449,0.89154581,0.54711374
-5.05152576,3.13394520,0.03670595,0.14276083,1.03272996,0.38003599,0.00811202,2.31181170,0.90556082,0.53649185
-5.04552276,3.11087258,0.03835586,0.13700170,1.03690590,0.37702532,0.00846220,2.30004153,0.91787230,0.52506970
-5.03951976,3.08318623,0.03997272,0.13121483,1.03932950,0.37365421,0.00880081,2.28473347,0.92831138,0.51285495
-5.03351676,3.05077447,0.04151949,0.12540244,1.03995370,0.36986495,0.00911968,2.26584909,0.93670078,0.49987123
-5.02751376,3.01352735,0.04295969,0.11957367,1.03871050,0.36560143,0.00941072,2.24333319,0.94285885,0.48615744
-5.02151076,2.97134300,0.04425828,0.11374421,1.03551220,0.36081136,0.00966622,2.21711818,0.94660492,0.47176662
-5.01550775,2.92413691,0.04538264,0.10793575,1.03025506,0.35544869,0.00987905,2.18713175,0.94776601,0.45676487
-5.00950475,2.87185400,0.04630342,0.10217520,1.02282507,0.34947612,0.01004294,2.15330752,0.94618449,0.44123000
-5.00350175,2.81448303,0.04699531,0.09649376,1.01310563,0.34286762,0.01015268,2.11559806,0.94172643,0.42525048
-4.99749875,2.75207224,0.04743773,0.09092593,1.00098671,0.33561075,0.01020432,2.07398967,0.93429016,0.40892424
-4.99149575,2.68474544,0.04761536,0.08550845,0.98637500,0.32770883,0.01019526,2.02851772,0.92381458,0.39235776
-4.98549275,2.61271717,0.04751852,0.08027929,0.96920433,0.31918266,0.01012440,1.97928163,0.91028670,0.37566513
-4.97948974,2.53630569,0.04714339,0.07527661,0.94944581,0.31007173,0.00999215,1.92645832,0.89374787,0.35896708
-4.97348674,2.45594272,0.04649204,0.07053787,0.92711686,0.30043481,0.00980037,1.87031296,0.87429831,0.34239004
-4.96748374,2.37217865,0.04557232,0.06609890,0.90228865,0.29034990,0.00955238,1.81120621,0.85209956,0.32606490
-4.96148074,2.28568257,0.04439750,0.06199307,0.87509130,0.27991329,0.00925276,1.74959708,0.82737447,0.31012570
-4.95547774,2.19723654,0.04298585,0.05825052,0.84571649,0.26923802,0.00890724,1.68604085,0.80040470,0.29470787
-4.94947474,2.10772385,0.04135998,0.05489748,0.81441717,0.25845147,0.00852245,1.62118204,0.77152570,0.27994627
-4.94347174,2.01811155,0.03954616,0.05195561,0.78150435,0.24769237,0.00810571,1.55574228,0.74111923,0.26597279
-4.93746873,1.92942783,0.03757345,0.04944138,0.74734102,0.23710722,0.00766478,1.49050370,0.70960380,0.25291378
-4.93146573,1.84273501,0.03547290,0.04736558,0.71233337,0.22684632,0.00720762,1.42628843,0.67742327,0.24088715
-4.92546273,1.75909955,0.03327662,0.04573286,0.67691987,0.21705959,0.00674211,1.36393510,0.64503428,0.22999945
-4.91945973,1.67956030,0.03101692,0.04454132,0.64155868,0.20789228,0.00627584,1.30427370,0.61289296,0.22034284
-4.91345673,1.60509661,0.02872550,0.04378226,0.60671388,0.19948088,0.00581591,1.24809975,0.58144147,0.21199236
-4.90745373,1.53659792,0.02643270,0.04344006,0.57284140,0.19194935,0.00536873,1.19614923,0.55109515,0.20500339
-4.90145073,1.47483611,0.02416680,0.04349213,0.54037510,0.18540579,0.00493987,1.14907551,0.52223065,0.19940963
-4.89544772,1.42044230,0.02195353,0.04390906,0.50971377,0.17993988,0.00453399,1.10742938,0.49517572,0.19522161
-4.88944472,1.37388887,0.01981567,0.04465500,0.48120962,0.17562095,0.00415474,1.07164301,0.47020098,0.19242603
-4.88344172,1.33547784,0.01777270,0.04568814,0.45515860,0.17249696,0.00380478,1.04201881,0.44751402,0.19098570
-4.87743872,1.30533591,0.01584070,0.04696145,0.43179309,0.17059432,0.00348576,1.01872344,0.42725601,0.19084045
-4.87143572,1.28341628,0.01403234,0.04842357,0.41127703,0.16991858,0.00319835,1.00178720,0.40950096,0.19190881
-4.86543272,1.26950730,0.01235692,0.05001991,0.39370375,0.17045585,0.00294239,0.99110876,0.39425748,0.19409038
-4.85942971,1.26324706,0.01082061,0.05169385,0.37909623,0.17217503,0.00271690,0.98646470,0.38147287,0.19726904
-4.85342671,1.26414325,0.00942667,0.05338814,0.36740998,0.17503048,0.00252026,0.98752347,0.37103934,0.20131653
-4.84742371,1.27159721,0.00817584,0.05504625,0.35853790,0.17896519,0.00235033,0.99386267,0.36280196,0.20609658
-4.84142071,1.28493082,0.00706668,0.05661391,0.35231717,0.18391409,0.00220456,1.00498886,0.35656783,0.21146913
-4.83541771,1.30341481,0.00609597,0.05804046,0.34853745,0.18980752,0.00208012,1.02035888,0.35211613,0.21729466
-4.82941471,1.32629723,0.00525912,0.05928021,0.34695025,0.19657439,0.00197405,1.03940138,0.34920852,0.22343824
-4.82341171,1.35283048,0.00455058,0.06029365,0.34727881,0.20414513,0.00188340,1.06153771,0.34759939,0.22977333
-4.81740870,1.38229592,0.00396417,0.06104844,0.34922820,0.21245411,0.00180525,1.08620112,0.34704558,0.23618491
-4.81140570,1.41402470,0.00349342,0.06152020,0.35249524,0.22144141,0.00173691,1.11285333,0.34731516,0.24257205
-4.80540270,1.44741423,0.00313184,0.06169303,0.35677784,0.23105388,0.00167592,1.14099801,0.34819496,0.24884965
-4.79939970,1.48193951,0.00287316,0.06155970,0.36178348,0.24124549,0.00162011,1.17019052,0.34949661,0.25494930
-4.79339670,1.51715919,0.00271150,0.06112162,0.36723661,0.25197678,0.00156769,1.20004378,0.35106096,0.26081941
-4.78739370,1.55271632,0.00264146,0.06038844,0.37288487,0.26321364,0.00151723,1.23023017,0.35276076,0.26642436
-4.78139070,1.58833407,0.00265819,0.05937748,0.37850389,0.27492536,0.00146766,1.26047974,0.35450168,0.27174309
-4.77538769,1.62380700,0.00275744,0.05811277,0.38390070,0.28708218,0.00141829,1.29057508,0.35622173,0.27676687
-4.76938469,1.65898871,0.00293544,0.05662405,0.38891589,0.29965238,0.00136877,1.32034345,0.35788918,0.28149675
-4.76338169,1.69377674,0.00318891,0.05494550,0.39342433,0.31259916,0.00131908,1.34964680,0.35949936,0.28594061
-4.75737869,1.72809591,0.00351491,0.05311445,0.39733480,0.32587754,0.00126945,1.37837053,0.36107037,0.29011006
-4.75137569,1.76188099,0.00391072,0.05117000,0.40058854,0.33943135,0.00122036,1.40641179,0.36263812,0.29401749
-4.74537269,1.79506015,0.00437369,0.04915170,0.40315687,0.35319076,0.00117242,1.43366809,0.36425101,0.29767320
-4.73936968,1.82753980,0.00490109,0.04709824,0.40503814,0.36707024,0.00112642,1.46002708,0.36596440,0.30108302
-4.73336668,1.85919216,0.00548995,0.04504635,0.40625404,0.38096731,0.00108316,1.48535798,0.36783520,0.30424638
-4.72736368,1.88984584,0.00613691,0.04302974,0.40684563,0.39476225,0.00104351,1.50950541,0.36991687,0.30715499
-4.72136068,1.91928033,0.00683809,0.04107828,0.40686902,0.40831865,0.00100826,1.53228579,0.37225496,0.30979217
-4.71535768,1.94722444,0.00758893,0.03921743,0.40639106,0.42148500,0.00097814,1.55348668,0.37488330,0.31213287
-4.70935468,1.97335885,0.00838413,0.03746775,0.40548506,0.43409727,0.00095378,1.57286895,0.37782111,0.31414430
-4.70335168,1.99732251,0.00921757,0.03584473,0.40422668,0.44598239,0.00093564,1.59017167,0.38107092,0.31578721
-4.69734867,2.01872255,0.01008222,0.03435876,0.40269011,0.45696252,0.00092403,1.60511949,0.38461743,0.31701763
-4.69134567,2.03714711,0.01097019,0.03301530,0.40094466,0.46685988,0.00091905,1.61743193,0.38842724,0.31778905
-4.68534267,2.05218031,0.01187271,0.03181521,0.39905176,0.47550212,0.00092063,1.62683414,0.39244948,0.31805481
-4.67933967,2.06341858,0.01278019,0.03075520,0.39706255,0.48272774,0.00092849,1.63306842,0.39661709,0.31777068
-4.67333667,2.07048750,0.01368232,0.02982838,0.39501603,0.48839156,0.00094215,1.63590593,0.40084888,0.31689738
-4.66733367,2.07305815,0.01456819,0.02902492,0.39293777,0.49236980,0.00096097,1.63515785,0.40505205,0.31540299
-4.66133067,2.07086225,0.01542646,0.02833274,0.39083939,0.49456466,0.00098414,1.63068546,0.40912517,0.31326507
-4.65532766,2.06370538,0.01624554,0.02773820,0.38871854,0.49490815,0.00101075,1.62240850,0.41296143,0.31047245
-4.64932466,2.05147747,0.01701379,0.02722684,0.38655962,0.49336497,0.00103975,1.61031147,0.41645210,0.30702657
-4.64332166,2.03416026,0.01771979,0.02678408,0.38433506,0.48993433,0.00107007,1.59444751,0.41948991,0.30294227
