energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,1.51269086,0.14129174,0.00000000,0.02412909,0.74220687,0.68877105,0.46066465
-5.99399700,1.51031854,0.13830603,0.00000000,0.02408114,0.74345339,0.69508028,0.45816259
-5.98799400,1.50379382,0.13523826,0.00000000,0.02399900,0.74244825,0.69910619,0.45439643
-5.98199100,1.49321955,0.13209586,0.00000000,0.02388141,0.73923419,0.70087123,0.44941527
-5.97598799,1.47881389,0.12890618,0.00000000,0.02372976,0.73390400,0.70044421,0.44330670
-5.96998499,1.46090081,0.12571607,0.00000000,0.02354798,0.72659578,0.69793705,0.43619352
-5.96398199,1.43989748,0.12259061,0.00000000,0.02334223,0.71748707,0.69350100,0.42822949
-5.95797899,1.41629950,0.11961125,0.00000000,0.02312064,0.70678808,0.68732266,0.41959406
-5.95197599,1.39066483,0.11687347,0.00000000,0.02289284,0.69473452,0.67962045,0.41048658
-5.94597299,1.36359759,0.11448404,0.00000000,0.02266961,0.68158050,0.67064144,0.40112036
-5.93996998,1.33573242,0.11255807,0.00000000,0.02246242,0.66759185,0.66065907,0.39171671
-5.93396698,1.30772026,0.11121613,0.00000000,0.02228303,0.65304010,0.64997177,0.38249942
-5.92796398,1.28021607,0.11058133,0.00000000,0.02214307,0.63819745,0.63890250,0.37368985
-5.92196098,1.25386875,0.11077670,0.00000000,0.02205371,0.62333284,0.62779912,0.36550273
-5.91595798,1.22931359,0.11192282,0.00000000,0.02202536,0.60870900,0.61703546,0.35814280
-5.90995498,1.20716692,0.11413585,0.00000000,0.02206741,0.59458064,0.60701268,0.35180239
-5.90395198,1.18802292,0.11752588,0.00000000,0.02218805,0.58119351,0.59816072,0.34665977
-5.89794897,1.17245200,0.12219571,0.00000000,0.02239413,0.56878407,0.59093923,0.34287833
-5.89194597,1.16100035,0.12823986,0.00000000,0.02269113,0.55757975,0.58583766,0.34060623
-5.88594297,1.15418992,0.13574393,0.00000000,0.02308308,0.54779925,0.58337400,0.33997664
-5.87993997,1.15251823,0.14478399,0.00000000,0.02357258,0.53965280,0.58409173,0.34110806
-5.87393697,1.15645736,0.15542614,0.00000000,0.02416088,0.53334205,0.58855459,0.34410479
-5.86793397,1.16645149,0.16772581,0.00000000,0.02484789,0.52905937,0.59733892,0.34905706
-5.86193097,1.18291255,0.18172700,0.00000000,0.02563228,0.52698635,0.61102324,0.35604096
-5.85592796,1.20621350,0.19746111,0.00000000,0.02651152,0.52729138,0.63017518,0.36511765
-5.84992496,1.23667915,0.21494538,0.00000000,0.02748195,0.53012627,0.65533564,0.37633209
