energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.57956449,0.01737583,0.07280773,0.45031745,0.21083124,0.27110108,0.00000000,0.19163382,0.05218406
-5.99399700,0.53404304,0.01678115,0.06466507,0.40962178,0.18963677,0.25349494,0.00000000,0.17707185,0.04994589
-5.98799400,0.49254778,0.01614763,0.05724046,0.37203942,0.17028684,0.23757422,0.00000000,0.16338822,0.04786739
-5.98199100,0.45543082,0.01548226,0.05055948,0.33780481,0.15289587,0.22353887,0.00000000,0.15070697,0.04597025
-5.97598799,0.42300682,0.01479267,0.04463617,0.30711097,0.13755181,0.21158174,0.00000000,0.13913888,0.04427868
-5.96998499,0.39555251,0.01408694,0.03947408,0.28010992,0.12431739,0.20188647,0.00000000,0.12878086,0.04281896
-5.96398199,0.37330659,0.01337348,0.03506753,0.25691397,0.11323187,0.19462544,0.00000000,0.11971566,0.04161902
-5.95797899,0.35646988,0.01266083,0.03140296,0.23759762,0.10431317,0.18995751,0.00000000,0.11201195,0.04070786
-5.95197599,0.34520518,0.01195747,0.02846021,0.22219974,0.09756006,0.18802566,0.00000000,0.10572458,0.04011480
-5.94597299,0.33963656,0.01127165,0.02621385,0.21072581,0.09295438,0.18895422,0.00000000,0.10089488,0.03986873
-5.93996998,0.33984803,0.01061119,0.02463426,0.20315000,0.09046296,0.19284577,0.00000000,0.09755103,0.03999716
-5.93396698,0.34588124,0.00998334,0.02368865,0.19941687,0.09003928,0.19977775,0.00000000,0.09570832,0.04052527
-5.92796398,0.35773257,0.00939455,0.02334186,0.19944269,0.09162477,0.20979875,0.00000000,0.09536937,0.04147487
-5.92196098,0.37534948,0.00885036,0.02355696,0.20311636,0.09514972,0.22292472,0.00000000,0.09652418,0.04286340
-5.91595798,0.39862664,0.00835524,0.02429569,0.21029992,0.10053380,0.23913519,0.00000000,0.09915014,0.04470294
-5.90995498,0.42740205,0.00791249,0.02551877,0.22082890,0.10768646,0.25836989,0.00000000,0.10321199,0.04699929
-5.90395198,0.46145369,0.00752416,0.02718605,0.23451259,0.11650693,0.28052589,0.00000000,0.10866176,0.04975128
-5.89794897,0.50049713,0.00719100,0.02925670,0.25113455,0.12688440,0.30545561,0.00000000,0.11543883,0.05295010
-5.89194597,0.54418448,0.00691242,0.03168924,0.27045345,0.13869810,0.33296592,0.00000000,0.12347012,0.05657906
-5.88594297,0.59210524,0.00668657,0.03444170,0.29220464,0.15181770,0.36281859,0.00000000,0.13267052,0.06061339
-5.87993997,0.64378912,0.00651037,0.03747184,0.31610248,0.16610392,0.39473224,0.00000000,0.14294353,0.06502048
-5.87393697,0.69871126,0.00637965,0.04073741,0.34184357,0.18140954,0.42838584,0.00000000,0.15418232,0.06976030
-5.86793397,0.75629970,0.00628925,0.04419659,0.36911112,0.19758086,0.46342383,0.00000000,0.16627098,0.07478613
-5.86193097,0.81594506,0.00623322,0.04780855,0.39758018,0.21445951,0.49946268,0.00000000,0.17908609,0.08004550
-5.85592796,0.87701216,0.00620503,0.05153413,0.42692385,0.23188466,0.53609876,0.00000000,0.19249862,0.08548138
-5.84992496,0.93885314,0.00619776,0.05533659,0.45682017,0.24969553,0.57291719,0.00000000,0.20637585,0.09103344
-5.84392196,1.00082151,0.00620435,0.05918258,0.48695953,0.26773411,0.60950135,0.00000000,0.22058352,0.09663952
-5.83791896,1.06228661,0.00621784,0.06304296,0.51705222,0.28584790,0.64544259,0.00000000,0.23498788,0.10223700
-5.83191596,1.12264764,0.00623156,0.06689382,0.54683581,0.30389260,0.68034977,0.00000000,0.24945767,0.10776421
-5.82591296,1.18134683,0.00623938,0.07071726,0.57608202,0.32173458,0.71385811,0.00000000,0.26386590,0.11316176
-5.81990995,1.23788085,0.00623589,0.07450224,0.60460272,0.33925300,0.74563706,0.00000000,0.27809128,0.11837360
-5.81390695,1.29181020,0.00621653,0.07824512,0.63225472,0.35634142,0.77539669,0.00000000,0.29201944,0.12334800
-5.80790395,1.34276601,0.00617776,0.08195011,0.65894307,0.37290898,0.80289259,0.00000000,0.30554366,0.12803826
-5.80190095,1.39045403,0.00611711,0.08562936,0.68462270,0.38888085,0.82792876,0.00000000,0.31856532,0.13240314
-5.79589795,1.43465587,0.00603323,0.08930289,0.70929827,0.40419817,0.85035886,0.00000000,0.33099399,0.13640713
-5.78989495,1.47522732,0.00592591,0.09299809,0.73302202,0.41881744,0.87008550,0.00000000,0.34274727,0.14002046
-5.78389195,1.51209425,0.00579600,0.09674896,0.75588993,0.43270932,0.88705801,0.00000000,0.35375043,0.14321892
-5.77788894,1.54524626,0.00564538,0.10059505,0.77803601,0.44585707,0.90126874,0.00000000,0.36393600,0.14598359
-5.77188594,1.57472863,0.00547680,0.10457998,0.79962504,0.45825460,0.91274835,0.00000000,0.37324329,0.14830044
-5.76588294,1.60063308,0.00529377,0.10874982,0.82084398,0.46990437,0.92156028,0.00000000,0.38161806,0.15015993
-5.75987994,1.62308775,0.00510039,0.11315109,0.84189226,0.48081516,0.92779493,0.00000000,0.38901237,0.15155661
-5.75387694,1.64224710,0.00490117,0.11782862,0.86297135,0.49099972,0.93156368,0.00000000,0.39538457,0.15248876
-5.74787394,1.65828199,0.00470087,0.12282322,0.88427385,0.50047268,0.93299325,0.00000000,0.40069960,0.15295814
-5.74187094,1.67137044,0.00450432,0.12816935,0.90597255,0.50924843,0.93222052,0.00000000,0.40492954,0.15296983
-5.73586793,1.68168929,0.00431623,0.13389270,0.92820979,0.51733924,0.92938797,0.00000000,0.40805424,0.15253217
-5.72986493,1.68940707,0.00414110,0.14000798,0.95108748,0.52475368,0.92463997,0.00000000,0.41006226,0.15165685
-5.72386193,1.69467811,0.00398306,0.14651676,0.97465822,0.53149517,0.91811987,0.00000000,0.41095177,0.15035899
-5.71785893,1.69763809,0.00384580,0.15340581,0.99891785,0.53756092,0.90996791,0.00000000,0.41073145,0.14865735
-5.71185593,1.69840104,0.00373251,0.16064565,1.02379982,0.54294118,0.90031989,0.00000000,0.40942135,0.14657456
-5.70585293,1.69705774,0.00364587,0.16818974,1.04917180,0.54761877,0.88930658,0.00000000,0.40705360,0.14413732
-5.69984992,1.69367574,0.00358807,0.17597420,1.07483472,0.55156909,0.87705378,0.00000000,0.40367286,0.14137656
-5.69384692,1.68830081,0.00356084,0.18391823,1.10052464,0.55476056,0.86368288,0.00000000,0.39933666,0.13832761
-5.68784392,1.68096003,0.00356560,0.19192531,1.12591755,0.55715558,0.84931198,0.00000000,0.39411538,0.13503021
-5.68184092,1.67166640,0.00360348,0.19988501,1.15063728,0.55871204,0.83405741,0.00000000,0.38809219,0.13152852
-5.67583792,1.66042513,0.00367558,0.20767573,1.17426639,0.55938543,0.81803567,0.00000000,0.38136271,0.12787101
-5.66983492,1.64724138,0.00378300,0.21516806,1.19635997,0.55913159,0.80136572,0.00000000,0.37403464,0.12411033
-5.66383192,1.63212945,0.00392710,0.22222871,1.21646195,0.55791007,0.78417162,0.00000000,0.36622731,0.12030306
