energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.65182591,1.51001770,0.00345274,0.02645386,0.09650875,0.21098313,0.35503831,0.91191498,0.00559066,0.67805549
-5.64582291,1.48890341,0.00392111,0.02532987,0.09582037,0.21484422,0.35833851,0.88563295,0.00597500,0.66689750
-5.63981991,1.47719040,0.00448627,0.02441085,0.09596154,0.22071173,0.36403752,0.86354266,0.00648731,0.65925638
-5.63381691,1.47498239,0.00515192,0.02370761,0.09698760,0.22852231,0.37220561,0.84573047,0.00713364,0.65524238
-5.62781391,1.48232202,0.00592078,0.02323281,0.09895586,0.23819149,0.38289918,0.83225429,0.00791926,0.65494599
-5.62181091,1.49919040,0.00679437,0.02300083,0.10192403,0.24961333,0.39615802,0.82314652,0.00884842,0.65843765
-5.61580790,1.52550647,0.00777263,0.02302743,0.10594846,0.26266060,0.41200282,0.81841645,0.00992404,0.66576713
-5.60980490,1.56112644,0.00885371,0.02332940,0.11108214,0.27718540,0.43043290,0.81805204,0.01114752,0.67696298
-5.60380190,1.60584335,0.01003362,0.02392413,0.11737253,0.29302033,0.45142431,0.82202132,0.01251839,0.69203187
-5.59779890,1.65938701,0.01130602,0.02482903,0.12485944,0.30998028,0.47492831,0.83027316,0.01403406,0.71095786
-5.59179590,1.72142420,0.01266206,0.02606093,0.13357271,0.32786465,0.50087024,0.84273776,0.01568966,0.73370155
-5.58579290,1.79155906,0.01409024,0.02763545,0.14353007,0.34646023,0.52914874,0.85932647,0.01747778,0.76019905
-5.57978989,1.86933364,0.01557642,0.02956617,0.15473493,0.36554436,0.55963521,0.87993121,0.01938839,0.79036068
-5.57378689,1.95422811,0.01710388,0.03186390,0.16717433,0.38488850,0.59217356,0.90442321,0.02140873,0.82406923
-5.56778389,2.04566075,0.01865354,0.03453578,0.18081711,0.40426190,0.62658006,0.93265116,0.02352341,0.86117777
-5.56178089,2.14298725,0.02020425,0.03758447,0.19561217,0.42343533,0.66264330,0.96443857,0.02571440,0.90150687
-5.55577789,2.24549930,0.02173317,0.04100723,0.21148707,0.44218473,0.70012422,0.99958050,0.02796128,0.94484131
-5.54977489,2.35242246,0.02321633,0.04479513,0.22834694,0.46029449,0.73875607,1.03783964,0.03024146,0.99092630
-5.54377189,2.46291342,0.02462920,0.04893226,0.24607372,0.47756046,0.77824462,1.07894190,0.03253055,1.03946337
-5.53776888,2.57605699,0.02594734,0.05339507,0.26452586,0.49379244,0.81826837,1.12257179,0.03480272,1.09010625
-5.53176588,2.69086330,0.02714710,0.05815189,0.28353857,0.50881606,0.85847917,1.16836790,0.03703121,1.14245706
-5.52576288,2.80626584,0.02820632,0.06316255,0.30292460,0.52247421,0.89850323,1.21591887,0.03918880,1.19606315
-5.51975988,2.92112115,0.02910504,0.06837836,0.32247563,0.53462786,0.93794286,1.26476035,0.04124834,1.25041527
-5.51375688,3.03421097,0.02982608,0.07374225,0.34196441,0.54515640,0.97637901,1.31437353,0.04318331,1.30494741
-5.50775388,3.14424773,0.03035564,0.07918929,0.36114759,0.55395759,1.01337498,1.36418559,0.04496836,1.35903882
-5.50175088,3.24988414,0.03068374,0.08464751,0.37976928,0.56094720,1.04848130,1.41357265,0.04657979,1.41201870
-5.49574787,3.34972749,0.03080449,0.09003903,0.39756537,0.56605854,1.08124205,1.46186551,0.04799605,1.46317382
-5.48974487,3.44235902,0.03071635,0.09528155,0.41426845,0.56924189,1.11120258,1.50835846,0.04919816,1.51175925
-5.48374187,3.52635848,0.03042208,0.10029011,0.42961348,0.57046407,1.13791853,1.55232116,0.05017007,1.55701221
-5.47773887,3.60033360,0.02992865,0.10497912,0.44334370,0.56970816,1.16096624,1.59301347,0.05089894,1.59816884
-5.47173587,3.66295375,0.02924698,0.10926458,0.45521711,0.56697345,1.17995396,1.62970296,0.05137539,1.63448342
-5.46573287,3.71298687,0.02839154,0.11306642,0.46501282,0.56227573,1.19453379,1.66168448,0.05159363,1.66524953
-5.45972986,3.74933832,0.02737984,0.11631084,0.47253746,0.55564776,1.20441383,1.68830111,0.05155157,1.68982225
-5.45372686,3.77108998,0.02623183,0.11893266,0.47763119,0.54714004,1.20936992,1.70896567,0.05125076,1.70764063
-5.44772386,3.77753783,0.02496932,0.12087744,0.48017301,0.53682165,1.20925664,1.72318179,0.05069637,1.71824921
-5.44172086,3.76822615,0.02361521,0.12210336,0.48008539,0.52478114,1.20401682,1.73056353,0.04989707,1.72131776
-5.43571786,3.74297648,0.02219294,0.12258273,0.47733766,0.51112733,1.19368920,1.73085261,0.04886478,1.71665812
-5.42971486,3.70190966,0.02072576,0.12230316,0.47194829,0.49598979,1.17841369,1.72393226,0.04761452,1.70423717
-5.42371186,3.64545952,0.01923623,0.12126813,0.46398562,0.47951902,1.15843387,1.70983705,0.04616403,1.68418536
-5.41770885,3.57437721,0.01774564,0.11949712,0.45356727,0.46188603,1.13409657,1.68875790,0.04453349,1.65680007
-5.41170585,3.48972551,0.01627369,0.11702522,0.44085793,0.44328145,1.10584828,1.66104204,0.04274516,1.62254353
-5.40570285,3.39286301,0.01483810,0.11390214,0.42606578,0.42391382,1.07422855,1.62718783,0.04082296,1.58203535
-5.39969985,3.28541850,0.01345445,0.11019087,0.40943757,0.40400740,1.03986051,1.58783433,0.03879208,1.53603970
-5.39369685,3.16925651,0.01213607,0.10596581,0.39125262,0.38379916,1.00343884,1.54374625,0.03667854,1.48544778
-5.38769385,3.04643511,0.01089402,0.10131061,0.37181584,0.36353532,0.96571554,1.49579471,0.03450880,1.43125614
-5.38169085,2.91915772,0.00973718,0.09631578,0.35145018,0.34346738,0.92748414,1.44493459,0.03230929,1.37454176
-5.37568784,2.78972077,0.00867240,0.09107614,0.33048881,0.32384781,0.88956286,1.39217942,0.03010607,1.31643491
-5.36968484,2.66045914,0.00770471,0.08568824,0.30926720,0.30492556,0.85277726,1.33857482,0.02792440,1.25809081
-5.36368184,2.53369149,0.00683759,0.08024780,0.28811550,0.28694160,0.81794302,1.28517133,0.02578845,1.20066116
-5.35767884,2.41166740,0.00607323,0.07484742,0.26735155,0.27012454,0.78584942,1.23299790,0.02372096,1.14526658
-5.35167584,2.29651797,0.00541282,0.06957438,0.24727449,0.25468665,0.75724381,1.18303672,0.02174301,1.09297083
-5.34567284,2.19021151,0.00485686,0.06450889,0.22815951,0.24082019,0.73281761,1.13620026,0.01987384,1.04475759
-5.33966983,2.09451522,0.00440539,0.05972256,0.21025347,0.22869443,0.71319400,1.09331113,0.01813067,1.00151046
-5.33366683,2.01096380,0.00405824,0.05527735,0.19377170,0.21845308,0.69891747,1.05508535,0.01652865,0.96399640
-5.32766383,1.94083529,0.00381518,0.05122479,0.17889593,0.21021252,0.69044522,1.02211910,0.01508079,0.93285302
-5.32166083,1.88513410,0.00367614,0.04760568,0.16577313,0.20406051,0.68814042,0.99487930,0.01379800,0.90857967
-5.31565783,1.84458106,0.00364120,0.04445002,0.15451538,0.20005558,0.69226722,0.97369779,0.01268907,0.89153204
-5.30965483,1.81960984,0.00371066,0.04177727,0.14520041,0.19822683,0.70298720,0.95876911,0.01176079,0.88192035
-5.30365183,1.81036897,0.00388502,0.03959688,0.13787281,0.19857426,0.72035724,0.95015147,0.01101798,0.87981039
-5.29764882,1.81672884,0.00416482,0.03790897,0.13254564,0.20106930,0.74432851,0.94777060,0.01046357,0.88512731
-5.29164582,1.83829253,0.00455055,0.03670515,0.12920233,0.20565571,0.77474647,0.95142619,0.01009869,0.89766151
-5.28564282,1.87440989,0.00504245,0.03596940,0.12779867,0.21225053,0.81135178,0.96080031,0.00992268,0.91707642
-5.27963982,1.92419412,0.00564021,0.03567899,0.12826484,0.22074518,0.85378207,0.97546771,0.00993311,0.94291757
-5.27363682,1.98654019,0.00634279,0.03580544,0.13050736,0.23100654,0.90157460,0.99490736,0.01012581,0.97462294
-5.26763382,2.06014495,0.00714806,0.03631531,0.13441096,0.24287811,0.95417002,1.01851513,0.01049477,1.01153414
-5.26163082,2.14352854,0.00805257,0.03717109,0.13984024,0.25618125,1.01091721,1.04561734,0.01103216,1.05290841
-5.25562781,2.23505715,0.00905127,0.03833187,0.14664139,0.27071642,1.07107964,1.07548481,0.01172821,1.09793128
-5.24962481,2.33296730,0.01013726,0.03975409,0.15464381,0.28626469,1.13384334,1.10734746,0.01257114,1.14573003
-5.24362181,2.43539167,0.01130162,0.04139212,0.16366185,0.30258948,1.19832667,1.14040923,0.01354714,1.19538777
-5.23761881,2.54038684,0.01253330,0.04319886,0.17349667,0.31943861,1.26359222,1.17386312,0.01464031,1.24595830
-5.23161581,2.64596292,0.01381905,0.04512629,0.18393847,0.33654688,1.32866075,1.20690635,0.01583269,1.29648172
-5.22561281,2.75011529,0.01514350,0.04712606,0.19476896,0.35363912,1.39252727,1.23875546,0.01710437,1.34600071
-5.21960980,2.85085823,0.01648931,0.04915003,0.20576437,0.37043387,1.45417906,1.26866106,0.01843362,1.39357735
-5.21360680,2.94626014,0.01783741,0.05115092,0.21669877,0.38664763,1.51261528,1.29592222,0.01979718,1.43831039
-5.20760380,3.03447989,0.01916735,0.05308293,0.22734794,0.40199968,1.56686788,1.31989999,0.02117056,1.47935243
-5.20160080,3.11380342,0.02045778,0.05490247,0.23749351,0.41621749,1.61602308,1.34002999,0.02252856,1.51592688
-5.19559780,3.18267978,0.02168696,0.05656883,0.24692752,0.42904242,1.65924270,1.35583363,0.02384571,1.54734406
-5.18959480,3.23975535,0.02283336,0.05804497,0.25545695,0.44023571,1.69578478,1.36692761,0.02509696,1.57301595
-5.18359180,3.28390506,0.02387630,0.05929822,0.26290838,0.44958447,1.72502230,1.37303150,0.02625831,1.59246904
-5.17758879,3.31425935,0.02479661,0.06030102,0.26913234,0.45690745,1.74645952,1.37397296,0.02730752,1.60535475
-5.17158579,3.33022561,0.02557731,0.06103152,0.27400730,0.46206039,1.75974493,1.36969045,0.02822484,1.61145687
-5.16558279,3.33150300,0.02620418,0.06147414,0.27744302,0.46494057,1.76468028,1.36023329,0.02899371,1.61069565
-5.15957979,3.31808979,0.02666632,0.06161999,0.27938312,0.46549054,1.76122507,1.34575886,0.02960135,1.60312814
-5.15357679,3.29028257,0.02695660,0.06146708,0.27980669,0.46370056,1.74949630,1.32652713,0.03003937,1.58894477
-5.14757379,3.24866708,0.02707201,0.06102039,0.27872888,0.45960981,1.72976330,1.30289244,0.03030419,1.56846205
-5.14157079,3.19410074,0.02701385,0.06029174,0.27620028,0.45330616,1.70243777,1.27529302,0.03039732,1.54211157
-5.13556778,3.12768731,0.02678779,0.05929944,0.27230526,0.44492443,1.66805948,1.24423824,0.03032551,1.51042580
-5.12956478,3.05074448,0.02640380,0.05806772,0.26715915,0.43464323,1.62727812,1.21029437,0.03010075,1.47402097
-5.12356178,2.96476563,0.02587586,0.05662601,0.26090448,0.42268041,1.58083208,1.17406897,0.02973996,1.43357793
-5.11755878,2.87137697,0.02522163,0.05500801,0.25370628,0.40928734,1.52952513,1.13619470,0.02926470,1.38982144
-5.11155578,2.77229177,0.02446191,0.05325067,0.24574681,0.39474203,1.47420192,1.09731289,0.02870054,1.34349900
-5.10555278,2.66926326,0.02362001,0.05139309,0.23721980,0.37934164,1.41572337,1.05805744,0.02807635,1.29535980
-5.09954977,2.56403796,0.02272109,0.04947526,0.22832440,0.36339437,1.35494298,1.01903960,0.02742345,1.24613469
-5.09354677,2.45831094,0.02179137,0.04753695,0.21925921,0.34721110,1.29268490,0.98083392,0.02677464,1.19651785
-5.08754377,2.35368451,0.02085731,0.04561651,0.21021653,0.33109712,1.22972468,0.94396587,0.02616321,1.14715079
-5.08154077,2.25163161,0.01994487,0.04374983,0.20137695,0.31534423,1.16677325,0.90890125,0.02562178,1.09860915
-5.07553777,2.15346482,0.01907869,0.04196936,0.19290465,0.30022327,1.10446460,0.87603776,0.02518130,1.05139263
-5.06953477,2.06031168,0.01828140,0.04030330,0.18494332,0.28597757,1.04334742,0.84569865,0.02486994,1.00591822
-5.06353177,1.97309679,0.01757294,0.03877497,0.17761302,0.27281727,0.98388068,0.81812865,0.02471215,0.96251677
-5.05752876,1.89253073,0.01697002,0.03740232,0.17100787,0.26091480,0.92643304,0.79349199,0.02472773,0.92143263
-5.05152576,1.81910574,0.01648567,0.03619767,0.16519462,0.25040154,0.87128575,0.77187256,0.02493110,0.88282633
-5.04552276,1.75309780,0.01612889,0.03516759,0.16021220,0.24136566,0.81863847,0.75327597,0.02533067,0.84677974
-5.03951976,1.69457447,0.01590446,0.03431299,0.15607205,0.23385136,0.76861757,0.73763341,0.02592843,0.81330332
-5.03351676,1.64340810,0.01581284,0.03362936,0.15275925,0.22785923,0.72128615,0.72480703,0.02671973,0.78234505
-5.02751376,1.59929335,0.01585026,0.03310717,0.15023437,0.22334788,0.67665517,0.71459687,0.02769322,0.75380044
-5.02151076,1.56176852,0.01600885,0.03273238,0.14843590,0.22023665,0.63469500,0.70674881,0.02883106,0.72752322
-5.01550775,1.53023966,0.01627699,0.03248706,0.14728314,0.21840938,0.59534681,0.70096369,0.03010935,0.70333616
-5.00950475,1.50400687,0.01663967,0.03235010,0.14667955,0.21771900,0.55853328,0.69690710,0.03149870,0.68104176
-5.00350175,1.48229175,0.01707906,0.03229798,0.14651629,0.21799297,0.52416811,0.69421985,0.03296506,0.66043230
-4.99749875,1.46426552,0.01757503,0.03230554,0.14667602,0.21903922,0.49216413,0.69252869,0.03447069,0.64129901
-4.99149575,1.44907686,0.01810587,0.03234681,0.14703671,0.22065254,0.46243965,0.69145727,0.03597528,0.62344023
-4.98549275,1.43587888,0.01864895,0.03239584,0.14747541,0.22262118,0.43492311,0.69063685,0.03743717,0.60666831
-4.97948974,1.42385452,0.01918145,0.03242739,0.14787196,0.22473348,0.40955580,0.68971663,0.03881463,0.59081508
-4.97348674,1.41223972,0.01968109,0.03241775,0.14811245,0.22678437,0.38629291,0.68837335,0.04006717,0.57573599
-4.96748374,1.40034389,0.02012685,0.03234530,0.14809236,0.22858135,0.36510303,0.68631995,0.04115682,0.56131281
-4.96148074,1.38756690,0.02049958,0.03219114,0.14771932,0.22995008,0.34596617,0.68331282,0.04204933,0.54745489
-4.95547774,1.37341245,0.02078265,0.03193955,0.14691549,0.23073911,0.32887079,0.67915762,0.04271523,0.53409903
-4.94947474,1.35749725,0.02096238,0.03157830,0.14561935,0.23082369,0.31380987,0.67371327,0.04313077,0.52120820
-4.94347174,1.33955591,0.02102852,0.03109895,0.14378697,0.23010869,0.30077652,0.66689401,0.04327862,0.50876898
-4.93746873,1.31944136,0.02097450,0.03049688,0.14139269,0.22853026,0.28975924,0.65866948,0.04314833,0.49678806
-4.93146573,1.29712107,0.02079760,0.02977134,0.13842922,0.22605649,0.28073729,0.64906275,0.04273658,0.48528794
-4.92546273,1.27266916,0.02049900,0.02892527,0.13490710,0.22268688,0.27367625,0.63814643,0.04204719,0.47430193
-4.91945973,1.24625504,0.02008368,0.02796506,0.13085370,0.21845072,0.26852425,0.62603710,0.04109082,0.46386888
-4.91345673,1.21812903,0.01956030,0.02690016,0.12631166,0.21340460,0.26520881,0.61288825,0.03988449,0.45402773
-4.90745373,1.18860582,0.01894079,0.02574263,0.12133687,0.20762903,0.26363471,0.59888218,0.03845089,0.44481226
-4.90145073,1.15804660,0.01824009,0.02450667,0.11599623,0.20122447,0.26368290,0.58422115,0.03681749,0.43624623
-4.89544772,1.12684081,0.01747560,0.02320800,0.11036504,0.19430689,0.26521054,0.56911844,0.03501556,0.42833929
-4.88944472,1.09538827,0.01666674,0.02186332,0.10452434,0.18700315,0.26805230,0.55378957,0.03307908,0.42108378
-4.88344172,1.06408275,0.01583436,0.02048970,0.09855825,0.17944631,0.27202289,0.53844419,0.03104364,0.41445265
-4.87743872,1.03329753,0.01500025,0.01910405,0.09255133,0.17177117,0.27692058,0.52327901,0.02894532,0.40839869
-4.87143572,1.00337362,0.01418656,0.01772263,0.08658614,0.16411015,0.28253191,0.50847216,0.02681964,0.40285511
-4.86543272,0.97461103,0.01341528,0.01636055,0.08074114,0.15658960,0.28863711,0.49417891,0.02470059,0.39773732
-4.85942971,0.94726312,0.01270778,0.01503148,0.07508877,0.14932678,0.29501609,0.48052920,0.02261982,0.39294609
-4.85342671,0.92153420,0.01208432,0.01374732,0.06969403,0.14242741,0.30145489,0.46762657,0.02060591,0.38837164
-4.84742371,0.89757989,0.01156368,0.01251806,0.06461336,0.13598388,0.30775192,0.45554871,0.01868388,0.38389859
-4.84142071,0.87550989,0.01116276,0.01135164,0.05989388,0.13007415,0.31372412,0.44434914,0.01687476,0.37941137
-4.83541771,0.85539260,0.01089632,0.01025397,0.05557308,0.12476114,0.31921226,0.43405981,0.01519540,0.37479982
-4.82941471,0.83726086,0.01077668,0.00922899,0.05167877,0.12009263,0.32408550,0.42469433,0.01365845,0.36996453
-4.82341171,0.82111816,0.01081353,0.00827879,0.04822927,0.11610163,0.32824458,0.41625141,0.01227237,0.36482172
-4.81740870,0.80694465,0.01101368,0.00740380,0.04523390,0.11280691,0.33162378,0.40871817,0.01104168,0.35930715
-4.81140570,0.79470241,0.01138103,0.00660303,0.04269358,0.11021388,0.33419119,0.40207303,0.00996722,0.35337900
-4.80540270,0.78433947,0.01191637,0.00587426,0.04060158,0.10831550,0.33594757,0.39628806,0.00904654,0.34701943
-4.79939970,0.77579249,0.01261738,0.00521436,0.03894430,0.10709327,0.33692360,0.39133047,0.00827435,0.34023467
-4.79339670,0.76898789,0.01347864,0.00461948,0.03770211,0.10651828,0.33717582,0.38716332,0.00764294,0.33305384
-4.78739370,0.76384162,0.01449164,0.00408530,0.03685022,0.10655221,0.33678138,0.38374559,0.00714270,0.32552642
-4.78139070,0.76025795,0.01564495,0.00360728,0.03635943,0.10714843,0.33583205,0.38103151,0.00676259,0.31771857
-4.77538769,0.75812756,0.01692440,0.00318079,0.03619699,0.10825306,0.33442765,0.37896966,0.00649066,0.30970871
-4.76938469,0.75732568,0.01831337,0.00280131,0.03632741,0.10980623,0.33266949,0.37750194,0.00631447,0.30158248
-4.76338169,0.75771069,0.01979316,0.00246457,0.03671318,0.11174335,0.33065409,0.37656273,0.00622158,0.29342757
-4.75737869,0.75912389,0.02134351,0.00216659,0.03731563,0.11399668,0.32846759,0.37607858,0.00619993,0.28532869
-4.75137569,0.76139091,0.02294311,0.00190382,0.03809573,0.11649707,0.32618124,0.37596875,0.00623828,0.27736306
-4.74537269,0.76432514,0.02457035,0.00167318,0.03901495,0.11917594,0.32384819,0.37614661,0.00632651,0.26959672
-4.73936968,0.76773334,0.02620397,0.00147207,0.04003612,0.12196749,0.32150176,0.37652229,0.00645601,0.26208180
-4.73336668,0.77142368,0.02782396,0.00129842,0.04112443,0.12481115,0.31915531,0.37700637,0.00661992,0.25485506
-4.72736368,0.77521574,0.02941238,0.00115071,0.04224830,0.12765414,0.31680366,0.37751478,0.00681337,0.24793766
-4.72136068,0.77895231,0.03095419,0.00102797,0.04338042,0.13045407,0.31442602,0.37797445,0.00703373,0.24133609
-4.71535768,0.78251239,0.03243813,0.00092982,0.04449863,0.13318159,0.31199004,0.37832977,0.00728072,0.23504436
-4.70935468,0.78582459,0.03385746,0.00085648,0.04558685,0.13582273,0.30945693,0.37854930,0.00755654,0.22904703
-4.70335168,0.78888011,0.03521060,0.00080878,0.04663580,0.13838103,0.30678707,0.37863230,0.00786588,0.22332297
-4.69734867,0.79174458,0.03650170,0.00078822,0.04764368,0.14087917,0.30394586,0.37861489,0.00821592,0.21784964
-4.69134567,0.79456753,0.03774091,0.00079697,0.04861657,0.14335994,0.30090931,0.37857507,0.00861624,0.21260728
-4.68534267,0.79758900,0.03894452,0.00083793,0.04956866,0.14588665,0.29766909,0.37863641,0.00907860,0.20758312
-4.67933967,0.80114232,0.04013481,0.00091476,0.05052212,0.14854254,0.29423656,0.37896994,0.00961674,0.20277497
-4.67333667,0.80565245,0.04133964,0.00103188,0.05150676,0.15142941,0.29064557,0.37979387,0.01024601,0.19819403
-4.66733367,0.81162977,0.04259178,0.00119452,0.05255930,0.15466531,0.28695382,0.38137103,0.01098297,0.19386686
-4.66133067,0.81965871,0.04392797,0.00140865,0.05372235,0.15838128,0.28324263,0.38400380,0.01184488,0.18983610
-4.65532766,0.83038173,0.04538771,0.00168103,0.05504307,0.16271723,0.27961502,0.38802658,0.01284913,0.18616015
-4.64932466,0.84447862,0.04701182,0.00201906,0.05657147,0.16781711,0.27619238,0.39379589,0.01401260,0.18291150
-4.64332166,0.86264187,0.04884086,0.00243072,0.05835859,0.17382330,0.27310962,0.40167828,0.01535096,0.18017404
