energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,2.20843254,0.26574056,0.00000000,1.00967126,0.39109062,0.83676506,0.00000000
-5.99399700,2.26882424,0.26752805,0.00000000,1.03884563,0.40852364,0.85346200,0.00000000
-5.98799400,2.34178187,0.27085385,0.00000000,1.07293505,0.42868847,0.87404625,0.00000000
-5.98199100,2.42714997,0.27569136,0.00000000,1.11186954,0.45147850,0.89861023,0.00000000
-5.97598799,2.52428480,0.28195414,0.00000000,1.15537278,0.47669145,0.92707887,0.00000000
-5.96998499,2.63205166,0.28949818,0.00000000,1.20296041,0.50402988,0.95920385,0.00000000
-5.96398199,2.74884085,0.29812633,0.00000000,1.25394645,0.53310538,0.99456454,0.00000000
-5.95797899,2.87260184,0.30759456,0.00000000,1.30745787,0.56344599,1.03257583,0.00000000
-5.95197599,3.00089515,0.31762008,0.00000000,1.36245702,0.59450706,1.07250267,0.00000000
-5.94597299,3.13096017,0.32789072,0.00000000,1.41777092,0.62568513,1.11348068,0.00000000
-5.93996998,3.25979673,0.33807552,0.00000000,1.47212674,0.65633442,1.15454237,0.00000000
-5.93396698,3.38425762,0.34783591,0.00000000,1.52419174,0.68578537,1.19464772,0.00000000
-5.92796398,3.50114850,0.35683730,0.00000000,1.57261647,0.71336469,1.23271817,0.00000000
-5.92196098,3.60733165,0.36476038,0.00000000,1.61607939,0.73841607,1.26767247,0.00000000
-5.91595798,3.69982941,0.37131202,0.00000000,1.65333104,0.76032085,1.29846310,0.00000000
-5.90995498,3.77592329,0.37623510,0.00000000,1.68323620,0.77851784,1.32411183,0.00000000
-5.90395198,3.83324489,0.37931707,0.00000000,1.70481216,0.79252143,1.34374282,0.00000000
-5.89794897,3.86985491,0.38039695,0.00000000,1.71726166,0.80193737,1.35661205,0.00000000
-5.89194597,3.88430736,0.37937039,0.00000000,1.71999917,0.80647552,1.36213196,0.00000000
-5.88594297,3.87569624,0.37619285,0.00000000,1.71266957,0.80595906,1.35989022,0.00000000
-5.87993997,3.84368323,0.37088064,0.00000000,1.69515846,0.80032981,1.34966202,0.00000000
-5.87393697,3.78850546,0.36350989,0.00000000,1.66759406,0.78964950,1.33141557,0.00000000
-5.86793397,3.71096332,0.35421369,0.00000000,1.63034049,0.77409690,1.30531054,0.00000000
-5.86193097,3.61238938,0.34317729,0.00000000,1.58398323,0.75396115,1.27168985,0.00000000
-5.85592796,3.49459994,0.33063191,0.00000000,1.52930732,0.72963141,1.23106530,0.00000000
-5.84992496,3.35983179,0.31684718,0.00000000,1.46726966,0.70158356,1.18409775,0.00000000
-5.84392196,3.21066704,0.30212274,0.00000000,1.39896643,0.67036439,1.13157291,0.00000000
-5.83791896,3.04994932,0.28677920,0.00000000,1.32559743,0.63657403,1.07437392,0.00000000
-5.83191596,2.88069513,0.27114888,0.00000000,1.24842867,0.60084748,1.01345190,0.00000000
-5.82591296,2.70600363,0.25556656,0.00000000,1.16875481,0.56383574,0.94979580,0.00000000
-5.81990995,2.52896847,0.24036068,0.00000000,1.08786292,0.52618757,0.88440271,0.00000000
-5.81390695,2.35259479,0.22584505,0.00000000,1.00699884,0.48853227,0.81824988,0.00000000
-5.80790395,2.17972384,0.21231143,0.00000000,0.92733723,0.45146423,0.75226935,0.00000000
-5.80190095,2.01296763,0.20002310,0.00000000,0.84995616,0.41552956,0.68732595,0.00000000
-5.79589795,1.85465491,0.18920941,0.00000000,0.77581680,0.38121519,0.62419937,0.00000000
-5.78989495,1.70678957,0.18006157,0.00000000,0.70574858,0.34894068,0.56357056,0.00000000
-5.78389195,1.57102176,0.17272949,0.00000000,0.64043983,0.31905268,0.50601261,0.00000000
-5.77788894,1.44863161,0.16731985,0.00000000,0.58043365,0.29182199,0.45198605,0.00000000
-5.77188594,1.34052484,0.16389521,0.00000000,0.52612882,0.26744331,0.40183829,0.00000000
-5.76588294,1.24723932,0.16247421,0.00000000,0.47778496,0.24603701,0.35580674,0.00000000
-5.75987994,1.16896141,0.16303275,0.00000000,0.43553143,0.22765308,0.31402515,0.00000000
-5.75387694,1.10555039,0.16550604,0.00000000,0.39937917,0.21227655,0.27653251,0.00000000
