energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,0.28216022,0.00494135,0.00000000,0.25229893,0.06639269,0.00171052,0.05865764
-5.99399700,0.24504845,0.00422854,0.00000000,0.21914582,0.05768184,0.00148878,0.05073179
-5.98799400,0.21135946,0.00359778,0.00000000,0.18904232,0.04976878,0.00128666,0.04359158
-5.98199100,0.18104736,0.00304325,0.00000000,0.16194987,0.04264443,0.00110412,0.03721066
-5.97598799,0.15401099,0.00255894,0.00000000,0.13778014,0.03628646,0.00094078,0.03155382
-5.96998499,0.13010367,0.00213877,0.00000000,0.11640369,0.03066155,0.00079592,0.02657878
-5.96398199,0.10914300,0.00177670,0.00000000,0.09765883,0.02572776,0.00066860,0.02223809
-5.95797899,0.09092049,0.00146681,0.00000000,0.08136026,0.02143680,0.00055765,0.01848081
-5.95197599,0.07521059,0.00120341,0.00000000,0.06730716,0.01773622,0.00046181,0.01525419
-5.94597299,0.06177889,0.00098107,0.00000000,0.05529059,0.01457130,0.00037972,0.01250508
-5.93996998,0.05038930,0.00079470,0.00000000,0.04509990,0.01188682,0.00031000,0.01018120
-5.93396698,0.04081009,0.00063958,0.00000000,0.03652822,0.00962848,0.00025128,0.00823216
-5.92796398,0.03281875,0.00051139,0.00000000,0.02937679,0.00774407,0.00020222,0.00661026
-5.92196098,0.02620576,0.00040621,0.00000000,0.02345841,0.00618438,0.00016159,0.00527113
-5.91595798,0.02077721,0.00032053,0.00000000,0.01859972,0.00490382,0.00012819,0.00417405
-5.90995498,0.01635647,0.00025124,0.00000000,0.01464279,0.00386084,0.00010097,0.00328226
-5.90395198,0.01278498,0.00019561,0.00000000,0.01144584,0.00301811,0.00007897,0.00256295
-5.89794897,0.00992240,0.00015128,0.00000000,0.00888331,0.00234259,0.00006131,0.00198725
-5.89194597,0.00764607,0.00011622,0.00000000,0.00684545,0.00180538,0.00004727,0.00153004
-5.88594297,0.00585014,0.00008869,0.00000000,0.00523756,0.00138155,0.00003618,0.00116973
-5.87993997,0.00444434,0.00006725,0.00000000,0.00397883,0.00104982,0.00002749,0.00088796
-5.87393697,0.00335256,0.00005069,0.00000000,0.00300112,0.00079226,0.00002074,0.00066930
-5.86793397,0.00251135,0.00003801,0.00000000,0.00224762,0.00059395,0.00001554,0.00050092
-5.86193097,0.00186841,0.00002841,0.00000000,0.00167144,0.00044259,0.00001156,0.00037225
-5.85592796,0.00138108,0.00002124,0.00000000,0.00123433,0.00032819,0.00000853,0.00027467
-5.84992496,0.00101495,0.00001600,0.00000000,0.00090537,0.00024271,0.00000626,0.00020124
-5.84392196,0.00074260,0.00001231,0.00000000,0.00065987,0.00017981,0.00000456,0.00014640
-5.83791896,0.00054243,0.00000987,0.00000000,0.00047827,0.00013459,0.00000330,0.00010577
-5.83191596,0.00039770,0.00000852,0.00000000,0.00034529,0.00010334,0.00000237,0.00007589
-5.82591296,0.00029567,0.00000815,0.00000000,0.00024912,0.00008342,0.00000170,0.00005410
-5.81990995,0.00022689,0.00000875,0.00000000,0.00018076,0.00007307,0.00000122,0.00003834
-5.81390695,0.00018466,0.00001039,0.00000000,0.00013346,0.00007133,0.00000087,0.00002705
-5.80790395,0.00016457,0.00001325,0.00000000,0.00010229,0.00007803,0.00000064,0.00001905
-5.80190095,0.00016420,0.00001760,0.00000000,0.00008379,0.00009372,0.00000048,0.00001347
-5.79589795,0.00018290,0.00002383,0.00000000,0.00007569,0.00011973,0.00000038,0.00000964
-5.78989495,0.00022169,0.00003249,0.00000000,0.00007669,0.00015820,0.00000033,0.00000712
-5.78389195,0.00028324,0.00004430,0.00000000,0.00008634,0.00021223,0.00000033,0.00000558
-5.77788894,0.00037192,0.00006017,0.00000000,0.00010497,0.00028598,0.00000036,0.00000477
-5.77188594,0.00049394,0.00008130,0.00000000,0.00013357,0.00038488,0.00000043,0.00000458
-5.76588294,0.00065757,0.00010915,0.00000000,0.00017386,0.00051581,0.00000053,0.00000490
-5.75987994,0.00087338,0.00014556,0.00000000,0.00022828,0.00068740,0.00000069,0.00000573
-5.75387694,0.00115457,0.00019278,0.00000000,0.00030001,0.00091024,0.00000089,0.00000707
-5.74787394,0.00151732,0.00025354,0.00000000,0.00039309,0.00119724,0.00000117,0.00000896
-5.74187094,0.00198117,0.00033110,0.00000000,0.00051245,0.00156393,0.00000152,0.00001151
-5.73586793,0.00256940,0.00042933,0.00000000,0.00066400,0.00202880,0.00000196,0.00001483
-5.72986493,0.00330944,0.00055278,0.00000000,0.00085474,0.00261356,0.00000252,0.00001908
-5.72386193,0.00423325,0.00070673,0.00000000,0.00109285,0.00334353,0.00000322,0.00002444
-5.71785893,0.00537758,0.00089722,0.00000000,0.00138770,0.00424782,0.00000409,0.00003114
-5.71185593,0.00678425,0.00113109,0.00000000,0.00174997,0.00535955,0.00000516,0.00003945
-5.70585293,0.00850030,0.00141598,0.00000000,0.00219162,0.00671603,0.00000647,0.00004969
-5.69984992,0.01057797,0.00176035,0.00000000,0.00272593,0.00835870,0.00000804,0.00006221
-5.69384692,0.01307467,0.00217338,0.00000000,0.00336739,0.01033315,0.00000994,0.00007743
-5.68784392,0.01605261,0.00266493,0.00000000,0.00413165,0.01268887,0.00001219,0.00009583
-5.68184092,0.01957847,0.00324543,0.00000000,0.00503536,0.01547896,0.00001486,0.00011795
-5.67583792,0.02372277,0.00392570,0.00000000,0.00609599,0.01875973,0.00001800,0.00014440
-5.66983492,0.02855920,0.00471682,0.00000000,0.00733160,0.02259017,0.00002165,0.00017587
-5.66383192,0.03416379,0.00562990,0.00000000,0.00876058,0.02703136,0.00002588,0.00021315
-5.65782891,0.04061411,0.00667584,0.00000000,0.01040136,0.03214585,0.00003073,0.00025714
