energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-4.56528264,5.99841373,2.32856541,2.65926793,0.00551652,1.80802195,0.01651002,0.36536000
-4.55927964,5.95477972,2.31458077,2.63922813,0.00530162,1.79437926,0.01666348,0.36507030
-4.55327664,5.90444245,2.29644181,2.61662106,0.00507413,1.77939216,0.01681426,0.36386227
-4.54727364,5.84837887,2.27438873,2.59183856,0.00483714,1.76346869,0.01695974,0.36173784
-4.54127064,5.78757944,2.24869544,2.56527200,0.00459370,1.74700664,0.01709723,0.35871007
-4.53526763,5.72302110,2.21966387,2.53730214,0.00434676,1.73038061,0.01722411,0.35480400
-4.52926463,5.65564106,2.18761763,2.50828947,0.00409920,1.71392958,0.01733781,0.35005711
-4.52326163,5.58631172,2.15289528,2.47856533,0.00385375,1.69794529,0.01743592,0.34451964
-4.51725863,5.51581740,2.11584294,2.44842385,0.00361299,1.68266189,0.01751617,0.33825438
-4.51125563,5.44483373,2.07680679,2.41811504,0.00337938,1.66824726,0.01757650,0.33133612
-4.50525263,5.37391033,2.03612534,2.38783916,0.00315521,1.65479645,0.01761507,0.32385075
-4.49924962,5.30345785,1.99412206,2.35774276,0.00294265,1.64232756,0.01763030,0.31589390
-4.49324662,5.23374005,1.95109851,2.32791669,0.00274373,1.63078056,0.01762087,0.30756926
-4.48724362,5.16487186,1.90732846,2.29839626,0.00256040,1.62001915,0.01758574,0.29898663
-4.48124062,5.09682383,1.86305322,2.26916383,0.00239449,1.60983593,0.01752418,0.29025977
-4.47523762,5.02943345,1.81847868,2.24015397,0.00224775,1.59996086,0.01743583,0.28150411
-4.46923462,4.96242306,1.77377407,2.21126111,0.00212187,1.59007274,0.01732070,0.27283445
-4.46323162,4.89542419,1.72907265,2.18234957,0.00201844,1.57981357,0.01717920,0.26436266
-4.45722861,4.82800712,1.68447431,2.15326556,0.00193898,1.56880508,0.01701227,0.25619548
-4.45122561,4.75971459,1.64004992,2.12385075,0.00188495,1.55666678,0.01682136,0.24843253
-4.44522261,4.69009782,1.59584705,2.09395653,0.00185765,1.54303483,0.01660851,0.24116442
-4.43921961,4.61875292,1.55189676,2.06345846,0.00185829,1.52758062,0.01637644,0.23447117
-4.43321661,4.54535555,1.50822087,2.03226974,0.00188789,1.51002826,0.01612851,0.22842079
-4.42721361,4.46969174,1.46483925,2.00035310,0.00194727,1.49016995,0.01586883,0.22306808
-4.42121061,4.39168277,1.42177646,1.96773011,0.00203698,1.46787842,0.01560218,0.21845368
-4.41520760,4.31140261,1.37906733,1.93448732,0.00215728,1.44311574,0.01533402,0.21460331
-4.40920460,4.22908652,1.33676109,1.90077876,0.00230804,1.41593794,0.01507040,0.21152725
-4.40320160,4.14513021,1.29492363,1.86682440,0.00248875,1.38649521,0.01481786,0.20922000
-4.39719860,4.06007955,1.25363789,1.83290470,0.00269842,1.35502762,0.01458328,0.20766016
-4.39119560,3.97461137,1.21300231,1.79935148,0.00293554,1.32185667,0.01437369,0.20681067
-4.38519260,3.88950646,1.17312757,1.76653554,0.00319810,1.28737311,0.01419607,0.20661917
-4.37918959,3.80561672,1.13413203,1.73485190,0.00348349,1.25202168,0.01405713,0.20701883
-4.37318659,3.72382836,1.09613603,1.70470356,0.00378854,1.21628380,0.01396307,0.20792942
-4.36718359,3.64502360,1.05925600,1.67648470,0.00410953,1.18065909,0.01391932,0.20925884
-4.36118059,3.57004334,1.02359846,1.65056449,0.00444222,1.14564673,0.01393033,0.21090494
-4.35517759,3.49965311,0.98925483,1.62727247,0.00478188,1.11172775,0.01399939,0.21275780
-4.34917459,3.43451429,0.95629717,1.60688643,0.00512338,1.07934904,0.01412845,0.21470229
-4.34317159,3.37516238,0.92477551,1.58962335,0.00546130,1.04890995,0.01431803,0.21662098
-4.33716858,3.32199321,0.89471670,1.57563405,0.00579000,1.02075197,0.01456715,0.21839723
-4.33116558,3.27525782,0.86612509,1.56500171,0.00610379,0.99515189,0.01487332,0.21991843
-4.32516258,3.23506574,0.83898482,1.55774402,0.00639703,0.97231849,0.01523267,0.22107917
-4.31915958,3.20139606,0.81326356,1.55381896,0.00666431,0.95239270,0.01564001,0.22178442
-4.31315658,3.17411511,0.78891732,1.55313329,0.00690058,0.93545088,0.01608902,0.22195228
-4.30715358,3.15299899,0.76589607,1.55555335,0.00710129,0.92151077,0.01657249,0.22151654
