energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,2.17898062,0.35701852,1.01541803,0.01029836,0.07023782,0.00704367,1.17040876
-5.99399700,2.21898347,0.35984774,1.03759735,0.00988536,0.07209906,0.00621992,1.19229528
-5.98799400,2.26181945,0.36373652,1.06072290,0.00956555,0.07390509,0.00545981,1.21583724
-5.98199100,2.30681669,0.36862010,1.08445840,0.00933966,0.07562628,0.00476537,1.24068295
-5.97598799,2.35323980,0.37440834,1.10844883,0.00920608,0.07723444,0.00413705,1.26644406
-5.96998499,2.40032408,0.38099064,1.13233658,0.00916110,0.07870411,0.00357390,1.29271349
-5.96398199,2.44730836,0.38824107,1.15577670,0.00919909,0.08001378,0.00307381,1.31908263
-5.95797899,2.49346485,0.39602332,1.17845042,0.00931279,0.08114681,0.00263369,1.34515694
-5.95197599,2.53812459,0.40419536,1.20007639,0.00949356,0.08209225,0.00224977,1.37056942
-5.94597299,2.58069750,0.41261353,1.22041907,0.00973166,0.08284527,0.00191773,1.39499110
-5.93996998,2.62068630,0.42113605,1.23929406,0.01001658,0.08340742,0.00163295,1.41813859
-5.93396698,2.65769407,0.42962569,1.25657016,0.01033726,0.08378649,0.00139067,1.43977810
-5.92796398,2.69142549,0.43795180,1.27216839,0.01068240,0.08399611,0.00118611,1.45972643
-5.92196098,2.72168223,0.44599154,1.28605803,0.01104072,0.08405514,0.00101464,1.47784884
-5.91595798,2.74835326,0.45363052,1.29825026,0.01140112,0.08398671,0.00087185,1.49405431
-5.90995498,2.77140107,0.46076284,1.30878988,0.01175297,0.08381722,0.00075361,1.50828884
-5.90395198,2.79084513,0.46729082,1.31774569,0.01208622,0.08357506,0.00065616,1.52052729
-5.89794897,2.80674376,0.47312447,1.32520029,0.01239162,0.08328939,0.00057609,1.53076452
-5.89194597,2.81917586,0.47818083,1.33123993,0.01266077,0.08298882,0.00051040,1.53900652
-5.88594297,2.82822384,0.48238353,1.33594516,0.01288628,0.08270018,0.00045643,1.54526222
-5.87993997,2.83395874,0.48566242,1.33938272,0.01306183,0.08244739,0.00041193,1.54953653
-5.87393697,2.83642862,0.48795362,1.34159926,0.01318225,0.08225045,0.00037498,1.55182516
-5.86793397,2.83565101,0.48919990,1.34261726,0.01324351,0.08212471,0.00034396,1.55211153
-5.86193097,2.83160956,0.48935153,1.34243328,0.01324279,0.08208025,0.00031757,1.55036591
-5.85592796,2.82425530,0.48836741,1.34101864,0.01317846,0.08212161,0.00029474,1.54654692
-5.84992496,2.81351214,0.48621670,1.33832246,0.01305006,0.08224768,0.00027463,1.54060519
-5.84392196,2.79928621,0.48288048,1.33427673,0.01285826,0.08245195,0.00025660,1.53248890
-5.83791896,2.78147834,0.47835365,1.32880318,0.01260485,0.08272287,0.00024015,1.52215076
-5.83191596,2.75999871,0.47264672,1.32182138,0.01229262,0.08304451,0.00022495,1.50955600
-5.82591296,2.73478274,0.46578740,1.31325758,0.01192531,0.08339744,0.00021076,1.49469070
-5.81990995,2.70580710,0.45782174,1.30305380,0.01150751,0.08375965,0.00019744,1.47756994
-5.81390695,2.67310474,0.44881491,1.29117653,0.01104455,0.08410767,0.00018494,1.45824511
-5.80790395,2.63677799,0.43885113,1.27762455,0.01054235,0.08441777,0.00017327,1.43680996
-5.80190095,2.59700875,0.42803307,1.26243542,0.01000734,0.08466711,0.00016250,1.41340474
-5.79589795,2.55406528,0.41648040,1.24569023,0.00944626,0.08483497,0.00015275,1.38821833
-5.78989495,2.50830477,0.40432752,1.22751638,0.00886601,0.08490380,0.00014419,1.36148799
-5.78389195,2.46017179,0.39172075,1.20808813,0.00827356,0.08486028,0.00013702,1.33349659
-5.77788894,2.41019226,0.37881476,1.18762487,0.00767576,0.08469611,0.00013150,1.30456759
-5.77188594,2.35896326,0.36576858,1.16638724,0.00707917,0.08440871,0.00012791,1.27505766
-5.76588294,2.30713905,0.35274133,1.14467109,0.00649002,0.08400163,0.00012659,1.24534747
-5.75987994,2.25541371,0.33988777,1.12279954,0.00591399,0.08348475,0.00012793,1.21583090
-5.75387694,2.20450131,0.32735396,1.10111358,0.00535621,0.08287414,0.00013233,1.18690308
-5.74787394,2.15511403,0.31527312,1.07996131,0.00482112,0.08219174,0.00014026,1.15894791
-5.74187094,2.10793948,0.30376197,1.05968640,0.00431244,0.08146468,0.00015222,1.13232540
-5.73586793,2.06361762,0.29291765,1.04061615,0.00383316,0.08072436,0.00016875,1.10735941
-5.72986493,2.02271864,0.28281531,1.02304957,0.00338552,0.08000529,0.00019044,1.08432636
-5.72386193,1.98572213,0.27350654,1.00724594,0.00297099,0.07934373,0.00021786,1.06344514
-5.71785893,1.95299878,0.26501860,0.99341423,0.00259037,0.07877616,0.00025162,1.04486884
-5.71185593,1.92479494,0.25735455,0.98170390,0.00224381,0.07833765,0.00029232,1.02867847
-5.70585293,1.90122095,0.25049414,0.97219736,0.00193087,0.07806022,0.00034053,1.01487898
-5.69984992,1.88224353,0.24439552,0.96490449,0.00165060,0.07797127,0.00039677,1.00339776
-5.69384692,1.86768281,0.23899757,0.95975942,0.00140164,0.07809207,0.00046149,0.99408566
-5.68784392,1.85721407,0.23422286,0.95661990,0.00118226,0.07843650,0.00053505,0.98672060
-5.68184092,1.85037452,0.22998088,0.95526930,0.00099052,0.07901010,0.00061765,0.98101364
-5.67583792,1.84657485,0.22617179,0.95542138,0.00082427,0.07980936,0.00070937,0.97661747
-5.66983492,1.84511554,0.22269011,0.95672764,0.00068126,0.08082151,0.00081007,0.97313685
-5.66383192,1.84520738,0.21942857,0.95878729,0.00055922,0.08202462,0.00091941,0.97014107
-5.65782891,1.84599579,0.21628177,0.96115942,0.00045590,0.08338819,0.00103682,0.96717762
-5.65182591,1.84658808,0.21314969,0.96337707,0.00036912,0.08487419,0.00116147,0.96378704
-5.64582291,1.84608293,0.20994084,0.96496282,0.00029679,0.08643836,0.00129228,0.95951820
-5.63981991,1.84360093,0.20657505,0.96544518,0.00023698,0.08803201,0.00142790,0.95394358
-5.63381691,1.83831525,0.20298574,0.96437535,0.00018791,0.08960396,0.00156674,0.94667406
-5.62781391,1.82948113,0.19912176,0.96134358,0.00014796,0.09110268,0.00170700,0.93737265
-5.62181091,1.81646318,0.19494866,0.95599455,0.00011570,0.09247854,0.00184664,0.92576652
-5.61580790,1.79875920,0.19044937,0.94804101,0.00008983,0.09368600,0.00198351,0.91165712
-5.60980490,1.77601969,0.18562438,0.93727521,0.00006926,0.09468562,0.00211535,0.89492770
-5.60380190,1.74806194,0.18049132,0.92357750,0.00005303,0.09544591,0.00223983,0.87554808
-5.59779890,1.71487820,0.17508407,0.90692169,0.00004031,0.09594473,0.00235467,0.85357635
-5.59179590,1.67663739,0.16945133,0.88737695,0.00003043,0.09617037,0.00245768,0.82915742
-5.58579290,1.63368013,0.16365474,0.86510601,0.00002281,0.09612207,0.00254681,0.80251845
-5.57978989,1.58650727,0.15776663,0.84035986,0.00001697,0.09581009,0.00262024,0.77396125
-5.57378689,1.53576219,0.15186742,0.81346887,0.00001254,0.09525519,0.00267646,0.74385198
-5.56778389,1.48220762,0.14604278,0.78483092,0.00000920,0.09448766,0.00271426,0.71260847
-5.56178089,1.42669784,0.14038058,0.75489698,0.00000670,0.09354587,0.00273284,0.68068571
-5.55577789,1.37014737,0.13496777,0.72415455,0.00000485,0.09247438,0.00273180,0.64856001
-5.54977489,1.31349750,0.12988730,0.69310993,0.00000349,0.09132183,0.00271115,0.61671252
-5.54377189,1.25768188,0.12521512,0.66226989,0.00000249,0.09013852,0.00267135,0.58561275
-5.53776888,1.20359288,0.12101738,0.63212359,0.00000177,0.08897402,0.00261323,0.55570262
-5.53176588,1.15204986,0.11734803,0.60312542,0.00000125,0.08787473,0.00253803,0.52738193
-5.52576288,1.10377073,0.11424675,0.57567966,0.00000088,0.08688166,0.00244730,0.50099551
-5.51975988,1.05934816,0.11173743,0.55012730,0.00000062,0.08602848,0.00234289,0.47682275
-5.51375688,1.01923108,0.10982724,0.52673584,0.00000045,0.08533995,0.00222684,0.45506977
-5.50775388,0.98371246,0.10850628,0.50569218,0.00000034,0.08483080,0.00210136,0.43586456
-5.50175088,0.95292370,0.10774802,0.48709906,0.00000028,0.08450527,0.00196875,0.41925522
-5.49574787,0.92683580,0.10751031,0.47097493,0.00000026,0.08435706,0.00183132,0.40521120
-5.48974487,0.90526712,0.10773715,0.45725730,0.00000028,0.08437003,0.00169131,0.39362761
-5.48374187,0.88789744,0.10836109,0.44580933,0.00000033,0.08451939,0.00155089,0.38433212
-5.47773887,0.87428744,0.10930617,0.43642918,0.00000044,0.08477349,0.00141206,0.37709426
-5.47173587,0.86390282,0.11049142,0.42886182,0.00000060,0.08509604,0.00127660,0.37163666
-5.46573287,0.85614195,0.11183463,0.42281259,0.00000083,0.08544877,0.00114610,0.36764751
-5.45972986,0.85036570,0.11325646,0.41796190,0.00000116,0.08579431,0.00102188,0.36479404
-5.45372686,0.84592828,0.11468462,0.41398047,0.00000161,0.08609930,0.00090503,0.36273602
-5.44772386,0.84220774,0.11605794,0.41054439,0.00000224,0.08633747,0.00079638,0.36113901
-5.44172086,0.83863490,0.11733027,0.40734941,0.00000309,0.08649272,0.00069653,0.35968676
-5.43571786,0.83471945,0.11847407,0.40412383,0.00000424,0.08656195,0.00060584,0.35809205
-5.42971486,0.83007241,0.11948342,0.40063961,0.00000578,0.08655756,0.00052451,0.35610597
-5.42371186,0.82442408,0.12037648,0.39672126,0.00000782,0.08650959,0.00045255,0.35352491
-5.41770885,0.81763698,0.12119720,0.39225219,0.00001050,0.08646740,0.00038984,0.35019540
-5.41170585,0.80971335,0.12201634,0.38717865,0.00001401,0.08650072,0.00033618,0.34601650
-5.40570285,0.80079743,0.12293158,0.38151087,0.00001855,0.08670025,0.00029128,0.34093989
-5.39969985,0.79117245,0.12406692,0.37532193,0.00002440,0.08717760,0.00025481,0.33496778
-5.39369685,0.78125294,0.12557118,0.36874435,0.00003185,0.08806465,0.00022647,0.32814885
-5.38769385,0.77157287,0.12761587,0.36196469,0.00004130,0.08951239,0.00020592,0.32057263
-5.38169085,0.76277034,0.13039231,0.35521677,0.00005317,0.09168922,0.00019289,0.31236258
-5.37568784,0.75556968,0.13410818,0.34877369,0.00006796,0.09477872,0.00018717,0.30366848
-5.36968484,0.75076184,0.13898365,0.34293923,0.00008627,0.09897704,0.00018857,0.29465830
-5.36368184,0.74918379,0.14524704,0.33803893,0.00010873,0.10448993,0.00019702,0.28551027
-5.35767884,0.75169780,0.15313038,0.33441134,0.00013608,0.11152933,0.00021249,0.27640528
-5.35167584,0.75917117,0.16286468,0.33239964,0.00016911,0.12030983,0.00023504,0.26752011
-5.34567284,0.77245702,0.17467533,0.33234388,0.00020869,0.13104480,0.00026479,0.25902155
-5.33966983,0.79237636,0.18877744,0.33457405,0.00025574,0.14394236,0.00030193,0.25106185
-5.33366683,0.81970179,0.20537140,0.33940389,0.00031120,0.15920128,0.00034668,0.24377522
-5.32766383,0.85514278,0.22463863,0.34712562,0.00037605,0.17700665,0.00039933,0.23727577
-5.32166083,0.89933248,0.24673763,0.35800522,0.00045124,0.19752559,0.00046015,0.23165641
-5.31565783,0.95281581,0.27180025,0.37227840,0.00053771,0.22090290,0.00052945,0.22698893
-5.30965483,1.01603870,0.29992831,0.39014685,0.00063631,0.24725667,0.00060751,0.22332475
-5.30365183,1.08933800,0.33119057,0.41177466,0.00074777,0.27667400,0.00069458,0.22069632
-5.29764882,1.17293199,0.36561988,0.43728476,0.00087268,0.30920682,0.00079087,0.21911887
-5.29164582,1.26691114,0.40321071,0.46675519,0.00101144,0.34486783,0.00089651,0.21859224
-5.28564282,1.37122910,0.44391695,0.50021514,0.00116420,0.38362675,0.00101154,0.21910263
-5.27963982,1.48569386,0.48764998,0.53764076,0.00133086,0.42540686,0.00113591,0.22062412
-5.27363682,1.60995937,0.53427705,0.57895083,0.00151098,0.47008206,0.00126943,0.22311980
-5.26763382,1.74351790,0.58361996,0.62400239,0.00170381,0.51747448,0.00141178,0.22654249
-5.26163082,1.88569358,0.63545427,0.67258672,0.00190823,0.56735287,0.00156252,0.23083506
-5.25562781,2.03563794,0.68950894,0.72442587,0.00212277,0.61943186,0.00172103,0.23593035
-5.24962481,2.19232805,0.74546660,0.77917019,0.00234560,0.67337236,0.00188655,0.24175084
-5.24362181,2.35456809,0.80296468,0.83639733,0.00257456,0.72878316,0.00205814,0.24820821
-5.23761881,2.52099529,0.86159748,0.89561296,0.00280718,0.78522403,0.00223476,0.25520292
-5.23161581,2.69009088,0.92091933,0.95625387,0.00304075,0.84221028,0.00241520,0.26262399
-5.22561281,2.86019677,0.98044910,1.01769352,0.00327239,0.89921907,0.00259814,0.27034913
-5.21960980,3.02953831,1.03967613,1.07925043,0.00349909,0.95569738,0.00278218,0.27824543
-5.21360680,3.19625340,1.09806759,1.14019942,0.00371784,1.01107168,0.00296585,0.28617058
-5.20760380,3.35842768,1.15507748,1.19978580,0.00392570,1.06475918,0.00314766,0.29397479
-5.20160080,3.51413538,1.21015700,1.25724201,0.00411991,1.11618053,0.00332615,0.30150344
-5.19559780,3.66148479,1.26276624,1.31180664,0.00429798,1.16477351,0.00349988,0.30860028
-5.18959480,3.79866730,1.31238690,1.36274502,0.00445782,1.21000760,0.00366756,0.31511128
-5.18359180,3.92400804,1.35853562,1.40937076,0.00459777,1.25139873,0.00382802,0.32088877
-5.17758879,4.03601653,1.40077762,1.45106735,0.00471670,1.28852371,0.00398031,0.32579593
-5.17158579,4.13343497,1.43873986,1.48730896,0.00481408,1.32103389,0.00412369,0.32971121
-5.16558279,4.21528207,1.47212334,1.51767934,0.00488999,1.34866724,0.00425771,0.33253257
-5.15957979,4.28089014,1.50071388,1.54188796,0.00494516,1.37125836,0.00438219,0.33418133
-5.15357679,4.32993341,1.52439074,1.55978240,0.00498091,1.38874577,0.00449729,0.33460534
-5.14757379,4.36244577,1.54313256,1.57135638,0.00499917,1.40117610,0.00460344,0.33378131
-5.14157079,4.37882657,1.55702020,1.57675263,0.00500239,1.40870469,0.00470141,0.33171625
-5.13556778,4.37983360,1.56623618,1.57626036,0.00499345,1.41159236,0.00479223,0.32844779
-5.12956478,4.36656293,1.57106048,1.57030729,0.00497559,1.41019849,0.00487716,0.32404335
-5.12356178,4.34041599,1.57186278,1.55944616,0.00495225,1.40497017,0.00495767,0.31859828
-5.11755878,4.30305483,1.56909122,1.54433637,0.00492697,1.39642808,0.00503537,0.31223297
-5.11155578,4.25634717,1.56325820,1.52572136,0.00490328,1.38514934,0.00511191,0.30508897
-5.10555278,4.20230336,1.55492355,1.50440258,0.00488450,1.37174808,0.00518896,0.29732443
-5.09954977,4.14300785,1.54467584,1.48121134,0.00487367,1.35685442,0.00526811,0.28910893
-5.09354677,4.08054804,1.53311257,1.45697955,0.00487340,1.34109284,0.00535077,0.28061803
-5.08754377,4.01694361,1.52081995,1.43251080,0.00488579,1.32506074,0.00543815,0.27202767
-5.08154077,3.95407939,1.50835329,1.40855315,0.00491233,1.30930819,0.00553118,0.26350871
-5.07553777,3.89364473,1.49621863,1.38577463,0.00495383,1.29431978,0.00563047,0.25522177
-5.06953477,3.83708208,1.48485646,1.36474288,0.00501043,1.28049925,0.00573627,0.24731272
-5.06353177,3.78554685,1.47462823,1.34590956,0.00508155,1.26815774,0.00584848,0.23990870
-5.05752876,3.73988041,1.46580608,1.32960043,0.00516595,1.25750603,0.00596663,0.23311514
-5.05152576,3.70059724,1.45856628,1.31601140,0.00526176,1.24865123,0.00608995,0.22701355
-5.04552276,3.66788657,1.45298658,1.30521068,0.00536657,1.24159792,0.00621742,0.22166038
-5.03951976,3.64162838,1.44904754,1.29714696,0.00547753,1.23625376,0.00634780,0.21708676
-5.03351676,3.62142271,1.44663782,1.29166296,0.00559150,1.23243928,0.00647977,0.21329924
-5.02751376,3.60663077,1.44556307,1.28851382,0.00570513,1.22990131,0.00661201,0.21028132
-5.02151076,3.59642574,1.44555812,1.28738920,0.00581506,1.22832948,0.00674330,0.20799584
-5.01550775,3.58985084,1.44630199,1.28793803,0.00591804,1.22737500,0.00687267,0.20638787
-5.00950475,3.58588160,1.44743494,1.28979463,0.00601107,1.22667077,0.00699948,0.20538822
-5.00350175,3.58348960,1.44857704,1.29260477,0.00609157,1.22585204,0.00712350,0.20491721
-4.99749875,3.58170423,1.44934737,1.29605040,0.00615744,1.22457640,0.00724505,0.20488865
-4.99149575,3.57966987,1.44938304,1.29987170,0.00620717,1.22254246,0.00736501,0.20521376
-4.98549275,3.57669529,1.44835727,1.30388540,0.00623993,1.21950606,0.00748487,0.20580503
-4.97948974,3.57229328,1.44599574,1.30799813,0.00625555,1.21529346,0.00760670,0.20657963
-4.97348674,3.56620823,1.44209041,1.31221441,0.00625456,1.20981079,0.00773316,0.20746253
-4.96748374,3.55843057,1.43651024,1.31663851,0.00623816,1.20304925,0.00786737,0.20838888
-4.96148074,3.54919709,1.42920835,1.32147019,0.00620809,1.19508600,0.00801284,0.20930584
-4.95547774,3.53897743,1.42022505,1.32699446,0.00616661,1.18608050,0.00817328,0.21017367
-4.94947474,3.52844717,1.40968686,1.33356574,0.00611632,1.17626665,0.00835248,0.21096601
-4.94347174,3.51844906,1.39780129,1.34158738,0.00606006,1.16594098,0.00855409,0.21166946
-4.93746873,3.50994435,1.38484768,1.35148746,0.00600074,1.15544772,0.00878142,0.21228244
-4.93146573,3.50395682,1.37116459,1.36369217,0.00594119,1.14516122,0.00903723,0.21281343
-4.92546273,3.50151251,1.35713424,1.37859831,0.00588400,1.13546689,0.00932359,0.21327870
-4.91945973,3.50357834,1.34316487,1.39654623,0.00583139,1.12674159,0.00964165,0.21369965
-4.91345673,3.51100310,1.32967182,1.41779501,0.00578511,1.11933437,0.00999154,0.21409996
-4.90745373,3.52446406,1.31705847,1.44250099,0.00574632,1.11354879,0.01037227,0.21450274
-4.90145073,3.54442210,1.30569786,1.47070128,0.00571553,1.10962765,0.01078170,0.21492778
-4.89544772,3.57108816,1.29591613,1.50230293,0.00569262,1.10774087,0.01121650,0.21538917
-4.88944472,3.60440286,1.28797858,1.53707884,0.00567678,1.10797741,0.01167228,0.21589336
-4.88344172,3.64403046,1.28207910,1.57467046,0.00566662,1.11034136,0.01214365,0.21643792
-4.87743872,3.68936795,1.27833362,1.61459752,0.00566021,1.11475262,0.01262441,0.21701088
-4.87143572,3.73956849,1.27677777,1.65627426,0.00565521,1.12105203,0.01310778,0.21759094
-4.86543272,3.79357831,1.27736888,1.69903145,0.00564900,1.12901057,0.01358659,0.21814835
-4.85942971,3.85018502,1.27999232,1.74214310,0.00563882,1.13834229,0.01405357,0.21864656
-4.85342671,3.90807476,1.28447142,1.78485651,0.00562193,1.14872002,0.01450162,0.21904445
-4.84742371,3.96589509,1.29058076,1.82642409,0.00559580,1.15979316,0.01492404,0.21929907
-4.84142071,4.02232027,1.29806169,1.86613539,0.00555821,1.17120651,0.01531481,0.21936867
-4.83541771,4.07611559,1.30663939,1.90334762,0.00550742,1.18261902,0.01566876,0.21921588
-4.82941471,4.12619714,1.31604039,1.93751319,0.00544228,1.19372176,0.01598177,0.21881085
-4.82341171,4.17168422,1.32600959,1.96820284,0.00536229,1.20425378,0.01625084,0.21813410
-4.81740870,4.21194164,1.33632585,1.99512343,0.00526772,1.21401547,0.01647422,0.21717890
-4.81140570,4.24661003,1.34681536,2.01812938,0.00515954,1.22287855,0.01665136,0.21595316
-4.80540270,4.27562273,1.35736209,2.03722752,0.00503948,1.23079228,0.01678290,0.21448049
-4.79939970,4.29920893,1.36791481,2.05257522,0.00490994,1.23778583,0.01687056,0.21280055
-4.79339670,4.31788303,1.37849050,2.06447200,0.00477394,1.24396662,0.01691704,0.21096852
-4.78739370,4.33242120,1.38917393,2.07334529,0.00463498,1.24951491,0.01692582,0.20905380
-4.78139070,4.34382656,1.40011364,2.07973119,0.00449693,1.25467502,0.01690102,0.20713799
-4.77538769,4.35328502,1.41151463,2.08425118,0.00436388,1.25974362,0.01684716,0.20531213
-4.76938469,4.36211391,1.42362806,2.08758602,0.00424002,1.26505578,0.01676901,0.20367356
-4.76338169,4.37170603,1.43673876,2.09044807,0.00412941,1.27096948,0.01667140,0.20232232
-4.75737869,4.38347161,1.45115095,2.09355320,0.00403590,1.27784920,0.01655904,0.20135744
-4.75137569,4.39878070,1.46717313,2.09759349,0.00396293,1.28604944,0.01643640,0.20087327
-4.74537269,4.41890824,1.48510262,2.10321170,0.00391345,1.29589874,0.01630760,0.20095588
-4.73936968,4.44498396,1.50521051,2.11097845,0.00388976,1.30768493,0.01617631,0.20167996
-4.73336668,4.47794877,1.52772768,2.12137283,0.00389346,1.32164198,0.01604575,0.20310606
-4.72736368,4.51851900,1.55283241,2.13476682,0.00392537,1.33793918,0.01591861,0.20527848
-4.72136068,4.56715953,1.58064004,2.15141413,0.00398551,1.35667262,0.01579712,0.20822388
-4.71535768,4.62406638,1.61119498,2.17144341,0.00407306,1.37785959,0.01568303,0.21195044
-4.70935468,4.68915899,1.64446541,2.19485593,0.00418643,1.40143573,0.01557769,0.21644788
-4.70335168,4.76208220,1.68034079,2.22152761,0.00432324,1.42725516,0.01548209,0.22168802
-4.69734867,4.84221734,1.71863211,2.25121516,0.00448047,1.45509344,0.01539695,0.22762601
-4.69134567,4.92870189,1.75907487,2.28356587,0.00465447,1.48465328,0.01532275,0.23420202
-4.68534267,5.02045669,1.80133458,2.31813072,0.00484113,1.51557260,0.01525982,0.24134336
-4.67933967,5.11621954,1.84501453,2.35438009,0.00503596,1.54743488,0.01520839,0.24896685
-4.67333667,5.21458390,1.88966543,2.39172168,0.00523423,1.57978116,0.01516864,0.25698130
-4.66733367,5.31404115,1.93479645,2.42951973,0.00543112,1.61212349,0.01514073,0.26529006
-4.66133067,5.41302499,1.97988741,2.46711504,0.00562184,1.64395915,0.01512485,0.27379340
-4.65532766,5.50995628,2.02440136,2.50384505,0.00580175,1.67478532,0.01512119,0.28239076
-4.64932466,5.60328677,2.06779727,2.53906314,0.00596651,1.70411359,0.01512998,0.29098262
-4.64332166,5.69154050,2.10954235,2.57215676,0.00611217,1.73148388,0.01515144,0.29947214
-4.63731866,5.77335122,2.14912349,2.60256360,0.00623523,1.75647726,0.01518580,0.30776632
-4.63131566,5.84749504,2.18605764,2.62978542,0.00633281,1.77872739,0.01523323,0.31577691
-4.62531266,5.91291728,2.21990072,2.65339914,0.00640260,1.79793001,0.01529383,0.32342093
-4.61930965,5.96875304,2.25025502,2.67306500,0.00644295,1.81385052,0.01536755,0.33062090
-4.61330665,6.01434113,2.27677489,2.68853157,0.00645287,1.82632920,0.01545420,0.33730493
-4.60730365,6.04923144,2.29917092,2.69963780,0.00643205,1.83528417,0.01555337,0.34340658
-4.60130065,6.07318593,2.31721243,2.70631216,0.00638077,1.84071191,0.01566444,0.34886477
-4.59529765,6.08617378,2.33072869,2.70856919,0.00629994,1.84268560,0.01578648,0.35362366
-4.58929465,6.08836126,2.33960885,2.70650376,0.00619095,1.84135118,0.01591832,0.35763270
-4.58329165,6.08009712,2.34380087,2.70028359,0.00605570,1.83692152,0.01605847,0.36084681
-4.57728864,6.06189420,2.34330963,2.69014017,0.00589645,1.82966873,0.01620518,0.36322674
-4.57128564,6.03440813,2.33819435,2.67635880,0.00571579,1.81991499,0.01635644,0.36473967
