energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.86193097,0.36010539,0.00968284,0.01054472,0.12125994,0.06762405,0.06773645,0.07672961,0.00803474,0.14893770
-5.85592796,0.35952612,0.01004391,0.01040389,0.12120905,0.06895373,0.06818087,0.07683502,0.00840749,0.14770021
-5.84992496,0.36399926,0.01053220,0.01040616,0.12280277,0.07157722,0.06953372,0.07792349,0.00889549,0.14861609
-5.84392196,0.37398618,0.01115570,0.01056411,0.12616822,0.07563647,0.07187050,0.08006914,0.00950551,0.15189676
-5.83791896,0.38989476,0.01191955,0.01088934,0.13141308,0.08126949,0.07525552,0.08333095,0.01024202,0.15773663
-5.83191596,0.41206644,0.01282568,0.01139218,0.13862147,0.08860661,0.07973995,0.08775017,0.01110685,0.16630757
-5.82591296,0.44076396,0.01387253,0.01208143,0.14785029,0.09776647,0.08536013,0.09334823,0.01209896,0.17775359
-5.81990995,0.47616028,0.01505482,0.01296412,0.15912614,0.10885180,0.09213617,0.10012494,0.01321413,0.19218581
-5.81390695,0.51832871,0.01636341,0.01404537,0.17244289,0.12194508,0.10007099,0.10805718,0.01444488,0.20967770
-5.80790395,0.56723474,0.01778531,0.01532823,0.18776000,0.13710421,0.10914965,0.11709812,0.01578032,0.23026088
-5.80190095,0.62272987,0.01930371,0.01681354,0.20500171,0.15435840,0.11933915,0.12717696,0.01720627,0.25392152
-5.79589795,0.68454801,0.02089822,0.01849994,0.22405723,0.17370435,0.13058864,0.13819942,0.01870532,0.28059765
-5.78989495,0.75230463,0.02254520,0.02038381,0.24478198,0.19510317,0.14283013,0.15004879,0.02025710,0.31017751
-5.78389195,0.82549943,0.02421820,0.02245934,0.26699994,0.21847799,0.15597962,0.16258783,0.02183865,0.34249924
-5.77788894,0.90352263,0.02588853,0.02471858,0.29050724,0.24371286,0.16993871,0.17566127,0.02342491,0.37735213
-5.77188594,0.98566528,0.02752596,0.02715166,0.31507693,0.27065284,0.18459667,0.18909911,0.02498924,0.41447952
-5.76588294,1.07113363,0.02909947,0.02974694,0.34046489,0.29910568,0.19983291,0.20272055,0.02650414,0.45358370
-5.75987994,1.15906767,0.03057811,0.03249128,0.36641673,0.32884517,0.21551973,0.21633847,0.02794195,0.49433255
-5.75387694,1.24856338,0.03193186,0.03537039,0.39267566,0.35961623,0.23152546,0.22976448,0.02927566,0.53636824
-5.74787394,1.33869829,0.03313249,0.03836916,0.41899089,0.39114166,0.24771766,0.24281411,0.03047965,0.57931751
-5.74187094,1.42855966,0.03415446,0.04147203,0.44512643,0.42313048,0.26396646,0.25531232,0.03153051,0.62280350
-5.73586793,1.51727421,0.03497567,0.04466344,0.47086984,0.45528763,0.28014782,0.26709879,0.03240776,0.66645865
-5.72986493,1.60403832,0.03557813,0.04792825,0.49604055,0.48732463,0.29614665,0.27803304,0.03309451,0.70993810
-5.72386193,1.68814735,0.03594859,0.05125208,0.52049745,0.51897078,0.31185953,0.28799902,0.03357799,0.75293314
-5.71785893,1.76902269,0.03607886,0.05462176,0.54414512,0.54998441,0.32719717,0.29690894,0.03384996,0.79518390
-5.71185593,1.84623505,0.03596610,0.05802557,0.56693849,0.58016360,0.34208618,0.30470625,0.03390699,0.83649069
-5.70585293,1.91952265,0.03561284,0.06145349,0.58888544,0.60935569,0.35647030,0.31136758,0.03375055,0.87672313
-5.69984992,1.98880300,0.03502688,0.06489735,0.61004718,0.63746514,0.37031093,0.31690341,0.03338691,0.91582663
-5.69384692,2.05417737,0.03422092,0.06835081,0.63053606,0.66445909,0.38358683,0.32135751,0.03282697,0.95382543
-5.68784392,2.11592701,0.03321212,0.07180928,0.65051079,0.69037013,0.39629317,0.32480509,0.03208577,0.99082189
-5.68184092,2.17450094,0.03202149,0.07526963,0.67016910,0.71529609,0.40843972,0.32734967,0.03118203,1.02699170
-5.67583792,2.23049525,0.03067311,0.07872985,0.68973801,0.73939644,0.42004838,0.32911877,0.03013746,1.06257500
-5.66983492,2.28462437,0.02919338,0.08218847,0.70946194,0.76288553,0.43115008,0.33025860,0.02897606,1.09786348
-5.66383192,2.33768528,0.02761012,0.08564401,0.72958917,0.78602247,0.44178118,0.33092785,0.02772326,1.13318390
-5.65782891,2.39051594,0.02595173,0.08909417,0.75035704,0.80909832,0.45197942,0.33129097,0.02640518,1.16887862
-5.65182591,2.44394964,0.02424637,0.09253513,0.77197682,0.83242084,0.46177976,0.33151108,0.02504777,1.20528394
-5.64582291,2.49876722,0.02252115,0.09596073,0.79461855,0.85629750,0.47121018,0.33174279,0.02367607,1.24270720
-5.63981991,2.55564949,0.02080149,0.09936169,0.81839698,0.88101756,0.48028763,0.33212541,0.02231352,1.28140376
-5.63381691,2.61513195,0.01911050,0.10272496,0.84335910,0.90683399,0.48901446,0.33277665,0.02098132,1.32155508
-5.62781391,2.67756424,0.01746858,0.10603314,0.86947406,0.93394610,0.49737537,0.33378717,0.01969801,1.36324893
-5.62181091,2.74307634,0.01589304,0.10926412,0.89662616,0.96248382,0.50533523,0.33521626,0.01847903,1.40646301
-5.61580790,2.81155348,0.01439797,0.11239092,0.92461121,0.99249440,0.51283781,0.33708879,0.01733650,1.45105287
-5.60980490,2.88262125,0.01299415,0.11538175,0.95313690,1.02393215,0.51980560,0.33939358,0.01627915,1.49674490
-5.60380190,2.95564180,0.01168911,0.11820045,0.98182709,1.05665203,0.52614080,0.34208340,0.01531231,1.54313510
-5.59779890,3.02972192,0.01048732,0.12080704,1.01023015,1.09040724,0.53172743,0.34507638,0.01443802,1.58969373
-5.59179590,3.10373272,0.00939041,0.12315873,1.03783105,1.12485121,0.53643463,0.34825905,0.01365534,1.63577603
-5.58579290,3.17634042,0.00839753,0.12521101,1.06406684,1.15954397,0.54012098,0.35149067,0.01296061,1.68063855
-5.57978989,3.24604697,0.00750568,0.12691907,1.08834485,1.19396258,0.54263960,0.35460881,0.01234789,1.72346052
-5.57378689,3.31123900,0.00671013,0.12823930,1.11006287,1.22751542,0.54384404,0.35743586,0.01180938,1.76336942
-5.56778389,3.37024283,0.00600485,0.12913091,1.12863043,1.25955967,0.54359444,0.35978622,0.01133594,1.79946971
-5.56178089,3.42138336,0.00538285,0.12955753,1.14349031,1.28942124,0.54176381,0.36147388,0.01091753,1.83087328
-5.55577789,3.46304404,0.00483661,0.12948876,1.15413918,1.31641643,0.53824417,0.36231999,0.01054373,1.85673049
-5.54977489,3.49372563,0.00435843,0.12890157,1.16014660,1.33987431,0.53295210,0.36216018,0.01020415,1.87626035
-5.54377189,3.51210099,0.00394070,0.12778149,1.16117143,1.35915897,0.52583358,0.36085130,0.00988893,1.88877844
-5.53776888,3.51706372,0.00357621,0.12612347,1.15697510,1.37369075,0.51686776,0.35827721,0.00958903,1.89372155
-5.53176588,3.50776872,0.00325833,0.12393250,1.14743102,1.38296553,0.50606953,0.35435359,0.00929658,1.89066794
-5.52576288,3.48366323,0.00298124,0.12122380,1.13252997,1.38657147,0.49349085,0.34903139,0.00900513,1.87935239
-5.51975988,3.44450714,0.00274000,0.11802268,1.11238135,1.38420249,0.47922059,0.34229899,0.00870983,1.85967578
-5.51375688,3.39038236,0.00253067,0.11436402,1.08721026,1.37566805,0.46338316,0.33418292,0.00840753,1.83170863
-5.50775388,3.32169116,0.00235040,0.11029145,1.05735088,1.36089907,0.44613579,0.32474725,0.00809688,1.79568908
-5.50175088,3.23914400,0.00219740,0.10585621,1.02323648,1.33994977,0.42766478,0.31409171,0.00777825,1.75201529
-5.49574787,3.14373808,0.00207099,0.10111584,0.98538686,1.31299559,0.40818089,0.30234868,0.00745376,1.70123306
-5.48974487,3.03672772,0.00197156,0.09613261,0.94439362,1.28032739,0.38791408,0.28967930,0.00712711,1.64401937
-5.48374187,2.91958844,0.00190058,0.09097199,0.90090438,1.24234236,0.36710787,0.27626887,0.00680348,1.58116269
-5.47773887,2.79397643,0.00186052,0.08570097,0.85560636,1.19953214,0.34601356,0.26232173,0.00648936,1.51354110
-5.47173587,2.66168519,0.00185483,0.08038653,0.80921026,1.15246866,0.32488469,0.24805603,0.00619236,1.44209917
-5.46573287,2.52460133,0.00188788,0.07509416,0.76243484,1.10178843,0.30397171,0.23369833,0.00592100,1.36782456
-5.45972986,2.38466087,0.00196487,0.06988656,0.71599284,1.04817592,0.28351723,0.21947854,0.00568453,1.29172523
-5.45372686,2.24380776,0.00209179,0.06482250,0.67057854,0.99234657,0.26375186,0.20562505,0.00549269,1.21480794
-5.44772386,2.10395547,0.00227526,0.05995592,0.62685706,0.93503021,0.24489079,0.19236036,0.00535552,1.13805867
-5.44172086,1.96695263,0.00252246,0.05533522,0.58545560,0.87695520,0.22713101,0.17989719,0.00528313,1.06242538
-5.43571786,1.83455313,0.00284095,0.05100278,0.54695637,0.81883391,0.21064921,0.16843515,0.00528550,0.98880333
-5.42971486,1.70839098,0.00323849,0.04699463,0.51189117,0.76134983,0.19560031,0.15815785,0.00537223,0.91802313
-5.42371186,1.58995976,0.00372284,0.04334032,0.48073725,0.70514657,0.18211647,0.14923054,0.00555239,0.85084138
-5.41770885,1.48059657,0.00430150,0.04006296,0.45391410,0.65081888,0.17030643,0.14179809,0.00583420,0.78793380
-5.41170585,1.38146984,0.00498144,0.03717928,0.43178098,0.59890581,0.16025518,0.13598334,0.00622490,0.72989063
-5.40570285,1.29357080,0.00576876,0.03469981,0.41463471,0.54988590,0.15202380,0.13188565,0.00673044,0.67721395
-5.39969985,1.21770782,0.00666835,0.03262917,0.40270757,0.50417445,0.14564927,0.12957964,0.00735530,0.63031668
-5.39369685,1.15450338,0.00768354,0.03096628,0.39616519,0.46212252,0.14114447,0.12911411,0.00810228,0.58952294
-5.38769385,1.10439314,0.00881574,0.02970464,0.39510419,0.42401760,0.13849802,0.13051099,0.00897226,0.55506944
-5.38169085,1.06762686,0.01006408,0.02883265,0.39954982,0.39008572,0.13767425,0.13376452,0.00996402,0.52710778
-5.37568784,1.04427103,0.01142507,0.02833388,0.40945352,0.36049463,0.13861319,0.13884054,0.01107415,0.50570746
-5.36968484,1.03421310,0.01289234,0.02818741,0.42469085,0.33535785,0.14123068,0.14567603,0.01229688,0.49085936
-5.36368184,1.03716746,0.01445642,0.02836812,0.44505996,0.31473942,0.14541877,0.15417904,0.01362409,0.48247986
-5.35767884,1.05268320,0.01610462,0.02884715,0.47028094,0.29865888,0.15104642,0.16422898,0.01504532,0.48041541
-5.35167584,1.08015384,0.01782103,0.02959224,0.49999655,0.28709641,0.15796065,0.17567756,0.01654791,0.48444749
-5.34567284,1.11882925,0.01958657,0.03056831,0.53377460,0.27999781,0.16598828,0.18835023,0.01811713,0.49429821
-5.33966983,1.16782965,0.02137927,0.03173797,0.57111219,0.27727912,0.17493820,0.20204852,0.01973653,0.50963629
-5.33366683,1.22616192,0.02317459,0.03306220,0.61144219,0.27883076,0.18460434,0.21655297,0.02138823,0.53008356
-5.32766383,1.29273791,0.02494592,0.03450108,0.65414197,0.28452088,0.19476931,0.23162692,0.02305338,0.55522179
-5.32166083,1.36639450,0.02666522,0.03601452,0.69854423,0.29419805,0.20520856,0.24702105,0.02471264,0.58459991
-5.31565783,1.44591503,0.02830366,0.03756312,0.74394994,0.30769290,0.21569507,0.26247840,0.02634668,0.61774130
-5.30965483,1.53005144,0.02983246,0.03910900,0.78964291,0.32481896,0.22600445,0.27774008,0.02793673,0.65415105
-5.30365183,1.61754653,0.03122375,0.04061659,0.83490560,0.34537257,0.23592011,0.29255107,0.02946507,0.69332308
-5.29764882,1.70715546,0.03245135,0.04205343,0.87903554,0.36913197,0.24523854,0.30666629,0.03091554,0.73474667
-5.29164582,1.79766594,0.03349167,0.04339087,0.92136177,0.39585564,0.25377425,0.31985639,0.03227395,0.77791247
-5.28564282,1.88791614,0.03432448,0.04460462,0.96126064,0.42528028,0.26136430,0.33191320,0.03352839,0.82231759
-5.27963982,1.97680995,0.03493356,0.04567522,0.99817017,0.45711833,0.26787221,0.34265458,0.03466946,0.86746987
-5.27363682,2.06332900,0.03530730,0.04658830,1.03160257,0.49105569,0.27319093,0.35192834,0.03569036,0.91289103
-5.26763382,2.14654119,0.03543905,0.04733471,1.06115412,0.52674969,0.27724492,0.35961529,0.03658690,0.95811900
-5.26163082,2.22560584,0.03532743,0.04791043,1.08651234,0.56382770,0.27999110,0.36563102,0.03735731,1.00270928
-5.25562781,2.29977554,0.03497628,0.04831633,1.10745988,0.60188682,0.28141876,0.36992664,0.03800201,1.04623576
-5.24962481,2.36839518,0.03439461,0.04855778,1.12387529,0.64049483,0.28154835,0.37248823,0.03852325,1.08829103
-5.24362181,2.43089879,0.03359621,0.04864409,1.13573071,0.67919271,0.28042923,0.37333525,0.03892469,1.12848664
-5.23761881,2.48680492,0.03259918,0.04858791,1.14308664,0.71749888,0.27813666,0.37251792,0.03921092,1.16645354
-5.23161581,2.53571137,0.03142533,0.04840449,1.14608436,0.75491529,0.27476800,0.37011380,0.03938703,1.20184300
-5.22561281,2.57729007,0.03009943,0.04811093,1.14493630,0.79093535,0.27043842,0.36622375,0.03945814,1.23432828
-5.21960980,2.61128280,0.02864838,0.04772549,1.13991505,0.82505344,0.26527642,0.36096749,0.03942899,1.26360721
-5.21360680,2.63749836,0.02710036,0.04726684,1.13134156,0.85677598,0.25941917,0.35447899,0.03930369,1.28940576
-5.20760380,2.65581146,0.02548402,0.04675346,1.11957310,0.88563337,0.25300808,0.34690195,0.03908547,1.31148254
-5.20160080,2.66616349,0.02382764,0.04620309,1.10499142,0.91119258,0.24618466,0.33838545,0.03877660,1.32963405
-5.19559780,2.66856499,0.02215836,0.04563228,1.08799166,0.93306976,0.23908688,0.32908011,0.03837842,1.34370047
-5.18959480,2.66309945,0.02050159,0.04505609,1.06897223,0.95094212,0.23184602,0.31913467,0.03789151,1.35357147
-5.18359180,2.64992777,0.01888040,0.04448782,1.04832589,0.96455872,0.22458429,0.30869324,0.03731591,1.35919171
-5.17758879,2.62929273,0.01731518,0.04393896,1.02643222,0.97374933,0.21741294,0.29789313,0.03665145,1.36056549
-5.17158579,2.60152251,0.01582334,0.04341907,1.00365131,0.97843103,0.21043109,0.28686328,0.03589817,1.35775997
-5.16558279,2.56703261,0.01441918,0.04293588,0.98031876,0.97861197,0.20372509,0.27572331,0.03505671,1.35090672
-5.15957979,2.52632523,0.01311389,0.04249533,0.95674178,0.97439215,0.19736836,0.26458292,0.03412873,1.34020103
-5.15357679,2.47998569,0.01191566,0.04210170,0.93319621,0.96596093,0.19142158,0.25354183,0.03311731,1.32589889
-5.14757379,2.42867545,0.01082987,0.04175771,0.90992438,0.95359148,0.18593316,0.24268987,0.03202726,1.30831156
-5.14157079,2.37312172,0.00985944,0.04146461,0.88713354,0.93763219,0.18093995,0.23210739,0.03086537,1.28779777
-5.13556778,2.31410376,0.00900512,0.04122235,0.86499494,0.91849557,0.17646792,0.22186565,0.02964053,1.26475388
-5.12956478,2.25243641,0.00826593,0.04102957,0.84364329,0.89664504,0.17253295,0.21202739,0.02836379,1.23960230
-5.12356178,2.18895151,0.00763954,0.04088373,0.82317685,0.87258025,0.16914155,0.20264725,0.02704829,1.21277886
-5.11755878,2.12447811,0.00712269,0.04078112,0.80365789,0.84682159,0.16629155,0.19377230,0.02570902,1.18471969
-5.11155578,2.05982251,0.00671161,0.04071691,0.78511390,0.81989467,0.16397269,0.18544235,0.02436259,1.15584823
-5.10555278,1.99574914,0.00640230,0.04068519,0.76753942,0.79231532,0.16216721,0.17769041,0.02302681,1.12656315
-5.09954977,1.93296331,0.00619094,0.04067904,0.75089864,0.76457594,0.16085039,0.17054293,0.02172030,1.09722778
-5.09354677,1.87209669,0.00607407,0.04069057,0.73512888,0.73713350,0.15999111,0.16402016,0.02046194,1.06816154
-5.08754377,1.81369626,0.00604886,0.04071107,0.72014493,0.71039987,0.15955244,0.15813641,0.01927041,1.03963379
-5.08154077,1.75821720,0.00611317,0.04073116,0.70584417,0.68473456,0.15949234,0.15290045,0.01816365,1.01186042
-5.07553777,1.70601993,0.00626571,0.04074095,0.69211245,0.66044007,0.15976444,0.14831581,0.01715836,0.98500317
-5.06953477,1.65737121,0.00650602,0.04073027,0.67883061,0.63775993,0.16031888,0.14438122,0.01626957,0.95917165
-5.06353177,1.61244912,0.00683444,0.04068894,0.66588129,0.61687909,0.16110335,0.14109102,0.01551015,0.93442779
-5.05752876,1.57135128,0.00725204,0.04060705,0.65315582,0.59792654,0.16206415,0.13843568,0.01489055,0.91079233
-5.05152576,1.53410567,0.00776053,0.04047523,0.64056104,0.58097974,0.16314734,0.13640219,0.01441844,0.88825295
-5.04552276,1.50068331,0.00836206,0.04028496,0.62802543,0.56607049,0.16429993,0.13497459,0.01409857,0.86677328
-5.03951976,1.47101185,0.00905911,0.04002881,0.61550462,0.55319166,0.16547105,0.13413440,0.01393260,0.84630248
-5.03351676,1.44498925,0.00985425,0.03970072,0.60298563,0.54230450,0.16661308,0.13386102,0.01391909,0.82678456
-5.02751376,1.42249687,0.01075003,0.03929621,0.59048985,0.53334596,0.16768264,0.13413208,0.01405355,0.80816705
-5.02151076,1.40341116,0.01174873,0.03881250,0.57807451,0.52623569,0.16864152,0.13492380,0.01432860,0.79040858
-5.01550775,1.38761350,0.01285222,0.03824863,0.56583248,0.52088250,0.16945741,0.13621120,0.01473413,0.77348486
-5.00950475,1.37499784,0.01406182,0.03760555,0.55389039,0.51718985,0.17010442,0.13796834,0.01525767,0.75739304
-5.00350175,1.36547587,0.01537810,0.03688607,0.54240519,0.51506050,0.17056347,0.14016850,0.01588472,0.74215412
-4.99749875,1.35897979,0.01680080,0.03609481,0.53155912,0.51439990,0.17082240,0.14278430,0.01659916,0.72781359
-4.99149575,1.35546266,0.01832870,0.03523813,0.52155345,0.51511871,0.17087595,0.14578786,0.01738381,0.71444016
-4.98549275,1.35489670,0.01995953,0.03432396,0.51260111,0.51713420,0.17072558,0.14915087,0.01822087,0.70212310
-4.97948974,1.35726978,0.02168985,0.03336167,0.50491864,0.52037081,0.17037903,0.15284473,0.01909251,0.69096819
-4.97348674,1.36258047,0.02351501,0.03236186,0.49871762,0.52475994,0.16984986,0.15684058,0.01998142,0.68109267
-4.96748374,1.37083217,0.02542903,0.03133617,0.49419623,0.53023924,0.16915679,0.16110942,0.02087132,0.67261963
-4.96148074,1.38202664,0.02742456,0.03029710,0.49153100,0.53675144,0.16832304,0.16562209,0.02174749,0.66567211
-4.95547774,1.39615742,0.02949280,0.02925776,0.49086931,0.54424293,0.16737555,0.17034931,0.02259717,0.66036724
-4.94947474,1.41320353,0.03162342,0.02823175,0.49232296,0.55266233,0.16634413,0.17526159,0.02340997,0.65681078
-4.94347174,1.43312374,0.03380455,0.02723290,0.49596301,0.56195905,0.16526072,0.18032921,0.02417810,0.65509235
-4.93746873,1.45585177,0.03602273,0.02627510,0.50181621,0.57208205,0.16415848,0.18552199,0.02489654,0.65528148
-4.93146573,1.48129264,0.03826292,0.02537212,0.50986330,0.58297882,0.16307107,0.19080919,0.02556306,0.65742474
-4.92546273,1.50932032,0.04050858,0.02453741,0.52003903,0.59459473,0.16203178,0.19615927,0.02617815,0.66154393
-4.91945973,1.53977691,0.04274174,0.02378390,0.53223419,0.60687264,0.16107285,0.20153969,0.02674477,0.66763547
-4.91345673,1.57247324,0.04494322,0.02312381,0.54629951,0.61975294,0.16022477,0.20691675,0.02726804,0.67567094
-4.90745373,1.60719103,0.04709289,0.02256840,0.56205118,0.63317391,0.15951568,0.21225545,0.02775476,0.68559854
-4.90145073,1.64368636,0.04916999,0.02212776,0.57927788,0.64707239,0.15897078,0.21751948,0.02821294,0.69734559
-4.89544772,1.68169449,0.05115354,0.02181061,0.59774897,0.66138466,0.15861193,0.22267133,0.02865114,0.71082155
-4.88944472,1.72093550,0.05302292,0.02162401,0.61722337,0.67604757,0.15845722,0.22767249,0.02907789,0.72592164
-4.88344172,1.76112071,0.05475834,0.02157317,0.63745875,0.69099962,0.15852073,0.23248386,0.02950109,0.74253053
-4.87743872,1.80195928,0.05634153,0.02166118,0.65822052,0.70618208,0.15881230,0.23706626,0.02992737,0.76052611
-4.87143572,1.84316468,0.05775635,0.02188888,0.67929012,0.72153990,0.15933745,0.24138113,0.03036160,0.77978270
-4.86543272,1.88446051,0.05898943,0.02225463,0.70047206,0.73702227,0.16009727,0.24539128,0.03080645,0.80017380
-4.85942971,1.92558527,0.06003075,0.02275421,0.72159936,0.75258275,0.16108854,0.24906177,0.03126207,0.82157394
-4.85342671,1.96629563,0.06087417,0.02338075,0.74253695,0.76817888,0.16230366,0.25236071,0.03172588,0.84385945
-4.84742371,2.00636781,0.06151781,0.02412470,0.76318284,0.78377108,0.16373086,0.25526013,0.03219257,0.86690807
-4.84142071,2.04559697,0.06196439,0.02497391,0.78346678,0.79932094,0.16535421,0.25773668,0.03265415,0.89059747
-4.83541771,2.08379443,0.06222125,0.02591373,0.80334667,0.81478874,0.16715377,0.25977217,0.03310023,0.91480245
-4.82941471,2.12078270,0.06230036,0.02692722,0.82280260,0.83013041,0.16910571,0.26135397,0.03351836,0.93939125
-4.82341171,2.15638885,0.06221799,0.02799544,0.84182913,0.84529399,0.17118235,0.26247515,0.03389455,0.96422101
-4.81740870,2.19043628,0.06199433,0.02909775,0.86042598,0.86021574,0.17335232,0.26313437,0.03421377,0.98913283
-4.81140570,2.22273575,0.06165283,0.03021226,0.87858802,0.87481626,0.17558066,0.26333557,0.03446068,1.01394668
-4.80540270,2.25307631,0.06121943,0.03131623,0.89629495,0.88899671,0.17782896,0.26308736,0.03462017,1.03845679
-4.79939970,2.28121679,0.06072170,0.03238661,0.91350161,0.90263570,0.18005562,0.26240235,0.03467811,1.06242778
-4.79339670,2.30687894,0.06018779,0.03340057,0.93012950,0.91558697,0.18221612,0.26129628,0.03462193,1.08559218
-4.78739370,2.32974281,0.05964550,0.03433598,0.94606023,0.92767827,0.18426343,0.25978709,0.03444118,1.10764963
-4.78139070,2.34944517,0.05912119,0.03517199,0.96113145,0.93871170,0.18614864,0.25789403,0.03412804,1.12826809
-4.77538769,2.36558159,0.05863885,0.03588959,0.97513574,0.94846564,0.18782160,0.25563680,0.03367766,1.14708749
-4.76938469,2.37771241,0.05821926,0.03647203,0.98782266,0.95669859,0.18923188,0.25303495,0.03308846,1.16372563
-4.76338169,2.38537287,0.05787923,0.03690534,0.99890409,0.96315464,0.19032978,0.25010733,0.03236227,1.17778648
-4.75737869,2.38808714,0.05763107,0.03717873,1.00806267,0.96757077,0.19106759,0.24687190,0.03150432,1.18887073
-4.75137569,2.38538588,0.05748228,0.03728490,1.01496300,0.96968559,0.19140089,0.24334577,0.03052324,1.19658800
-4.74537269,2.37682667,0.05743544,0.03722037,1.01926514,0.96924923,0.19129006,0.23954557,0.02943076,1.20057045
-4.73936968,2.36201636,0.05748830,0.03698563,1.02063964,0.96603403,0.19070171,0.23548805,0.02824152,1.20048705
-4.73336668,2.34063429,0.05763422,0.03658524,1.01878340,0.95984553,0.18961019,0.23119095,0.02697269,1.19605792
-4.72736368,2.31245526,0.05786269,0.03602791,1.01343540,0.95053311,0.18799901,0.22667411,0.02564357,1.18706786
-4.72136068,2.27737087,0.05816019,0.03532635,1.00439162,0.93799996,0.18586210,0.22196071,0.02427515,1.17337858
-4.71535768,2.23540824,0.05851116,0.03449715,0.99151809,0.92221159,0.18320489,0.21707859,0.02288968,1.15493875
-4.70935468,2.18674484,0.05889908,0.03356050,0.97476157,0.90320268,0.18004515,0.21206159,0.02151024,1.13179134
-4.70335168,2.13171870,0.05930768,0.03253983,0.95415715,0.88108158,0.17641347,0.20695082,0.02016030,1.10407797
-4.69734867,2.07083312,0.05972222,0.03146141,0.92983240,0.85603246,0.17235348,0.20179573,0.01886334,1.07203970
-4.69134567,2.00475561,0.06013060,0.03035381,0.90200786,0.82831468,0.16792158,0.19665498,0.01764245,1.03601439
-4.68534267,1.93431082,0.06052456,0.02924734,0.87099375,0.79825958,0.16318641,0.19159696,0.01652006,0.99643054
-4.67933967,1.86046757,0.06090065,0.02817340,0.83718324,0.76626454,0.15822783,0.18669992,0.01551761,0.95379797
-4.67333667,1.78432048,0.06126094,0.02716380,0.80104248,0.73278474,0.15313557,0.18205163,0.01465531,0.90869560
-4.66733367,1.70706670,0.06161362,0.02625009,0.76309791,0.69832280,0.14800751,0.17774860,0.01395187,0.86175703
-4.66133067,1.62997864,0.06197318,0.02546279,0.72392156,0.66341674,0.14294766,0.17389468,0.01342429,0.81365437
-4.65532766,1.55437372,0.06236033,0.02483071,0.68411485,0.62862686,0.13806390,0.17059928,0.01308764,0.76508117
-4.64932466,1.48158212,0.06280155,0.02438020,0.64429185,0.59452177,0.13346545,0.16797490,0.01295483,0.71673502
-4.64332166,1.41291371,0.06332835,0.02413456,0.60506241,0.56166449,0.12926026,0.16613441,0.01303635,0.66930070
