energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,4.35236697,0.00217061,1.47645521,0.49949444,0.20635310,0.04641922,1.03839157,1.64982347,0.91160567
-5.99399700,4.22599357,0.00208993,1.41639388,0.50052973,0.20145025,0.04540269,1.03051318,1.60034038,0.86919818
-5.98799400,4.11632527,0.00202287,1.36012351,0.50517719,0.19774874,0.04462191,1.02872899,1.55586160,0.82869105
-5.98199100,4.02415285,0.00197068,1.30792677,0.51358447,0.19530430,0.04407683,1.03321159,1.51656630,0.79023382
-5.97598799,3.94995090,0.00193439,1.26003925,0.52582660,0.19414747,0.04376146,1.04399290,1.48256990,0.75396941
-5.96998499,3.89389378,0.00191481,1.21665290,0.54190631,0.19428474,0.04366430,1.06097042,1.45393104,0.72003576
-5.96398199,3.85587745,0.00191249,1.17791938,0.56175605,0.19570051,0.04376892,1.08391734,1.43065854,0.68856641
-5.95797899,3.83554640,0.00192778,1.14395293,0.58524157,0.19835961,0.04405476,1.11249605,1.41271810,0.65968993
-5.95197599,3.83232417,0.00196079,1.11483302,0.61216692,0.20221023,0.04449798,1.14627426,1.40003860,0.63352848
-5.94597299,3.84544650,0.00201140,1.09060644,0.64228058,0.20718723,0.04507250,1.18474301,1.39251784,0.61019560
-5.93996998,3.87399578,0.00207929,1.07128917,0.67528255,0.21321558,0.04575098,1.22733592,1.39002777,0.58979356
-5.93396698,3.91693576,0.00216393,1.05686784,0.71083223,0.22021381,0.04650591,1.27344877,1.39241920,0.57241039
-5.92796398,3.97314553,0.00226457,1.04730102,0.74855681,0.22809732,0.04731061,1.32245877,1.39952592,0.55811697
-5.92196098,4.04145173,0.00238029,1.04252027,0.78806009,0.23678147,0.04814014,1.37374290,1.41116841,0.54696424
-5.91595798,4.12065828,0.00250999,1.04243112,0.82893135,0.24618422,0.04897221,1.42669467,1.42715708,0.53898079
-5.90995498,4.20957286,0.00265238,1.04691401,0.87075431,0.25622836,0.04978781,1.48073886,1.44729508,0.53417096
-5.90395198,4.30702958,0.00280603,1.05582517,0.91311588,0.26684316,0.05057178,1.53534381,1.47138079,0.53251344
-5.89794897,4.41190743,0.00296937,1.06899759,0.95561447,0.27796550,0.05131317,1.59003101,1.49920976,0.53396049
-5.89194597,4.52314411,0.00314071,1.08624179,0.99786776,0.28954023,0.05200538,1.64438179,1.53057627,0.53843770
-5.88594297,4.63974501,0.00331826,1.10734674,1.03951968,0.30152009,0.05264617,1.69804107,1.56527418,0.54584427
-5.87993997,4.76078731,0.00350019,1.13208048,1.08024647,0.31386483,0.05323738,1.75071808,1.60309720,0.55605359
-5.87393697,4.88541916,0.00368461,1.16019069,1.11976157,0.32653990,0.05378459,1.80218428,1.64383821,0.56891425
-5.86793397,5.01285420,0.00386962,1.19140490,1.15781923,0.33951453,0.05429653,1.85226868,1.68728769,0.58425113
-5.86193097,5.14236166,0.00405337,1.22543046,1.19421670,0.35275948,0.05478438,1.90085081,1.73323108,0.60186654
-5.85592796,5.27325270,0.00423407,1.26195417,1.22879500,0.36624441,0.05526098,1.94785173,1.78144499,0.62154141
-5.84992496,5.40486356,0.00440998,1.30064151,1.26143813,0.37993507,0.05574000,1.99322365,1.83169242,0.64303634
-5.84392196,5.53653654,0.00457953,1.34113568,1.29207099,0.39379053,0.05623498,2.03693861,1.88371696,0.66609252
-5.83791896,5.66759988,0.00474123,1.38305639,1.32065595,0.40776045,0.05675855,2.07897683,1.93723627,0.69043266
-5.83191596,5.79734778,0.00489379,1.42599873,1.34718849,0.42178271,0.05732151,2.11931545,1.99193524,0.71576179
-5.82591296,5.92502205,0.00503605,1.46953215,1.37169207,0.43578155,0.05793219,2.15791823,2.04745910,0.74176824
-5.81990995,6.04979679,0.00516705,1.51320009,1.39421273,0.44966622,0.05859577,2.19472693,2.10340728,0.76812480
-5.81390695,6.17076758,0.00528599,1.55652027,1.41481367,0.46333061,0.05931389,2.22965491,2.15932835,0.79449030
-5.80790395,6.28694662,0.00539224,1.59898623,1.43357043,0.47665363,0.06008437,2.26258343,2.21471698,0.82051176
-5.80190095,6.39726484,0.00548533,1.64007019,1.45056678,0.48950069,0.06090114,2.29336119,2.26901324,0.84582729
-5.79589795,6.50058198,0.00556495,1.67922774,1.46589190,0.50172609,0.06175439,2.32180703,2.32160506,0.87006979
-5.78989495,6.59570491,0.00563094,1.71590430,1.47963888,0.51317658,0.06263085,2.34771614,2.37183408,0.89287173
-5.78389195,6.68141423,0.00568327,1.74954357,1.49190482,0.52369564,0.06351441,2.37086929,2.41900527,0.91387078
-5.77788894,6.75649836,0.00572206,1.77959798,1.50279232,0.53312869,0.06438669,2.39104489,2.46240029,0.93271657
-5.77188594,6.81979418,0.00574754,1.80554081,1.51241228,0.54132878,0.06522793,2.40803306,2.50129443,0.94907809
-5.76588294,6.87023214,0.00576010,1.82687971,1.52088773,0.54816261,0.06601786,2.42165099,2.53497656,0.96265184
-5.75987994,6.90688382,0.00576024,1.84317126,1.52835801,0.55351662,0.06673665,2.43175870,2.56277156,0.97317026
-5.75387694,6.92900929,0.00574864,1.85403571,1.53498307,0.55730269,0.06736588,2.43827391,2.58406410,0.98041019
-5.74787394,6.93610145,0.00572610,1.85917154,1.54094694,0.55946328,0.06788940,2.44118518,2.59832276,0.98420084
-5.74187094,6.92792442,0.00569362,1.85836873,1.54646002,0.55997567,0.06829416,2.44056216,2.60512325,0.98443103
-5.73586793,6.90454346,0.00565236,1.85152033,1.55175944,0.55885490,0.06857089,2.43656211,2.60416944,0.98105514
-5.72986493,6.86634400,0.00560364,1.83863134,1.55710716,0.55615534,0.06871457,2.42943197,2.59531108,0.97409736
-5.72386193,6.81403803,0.00554899,1.81982444,1.56278534,0.55197076,0.06872477,2.41950564,2.57855704,0.96365411
-5.71785893,6.74865685,0.00549009,1.79534203,1.56908909,0.54643262,0.06860578,2.40719620,2.55408325,0.94989415
-5.71185593,6.67152988,0.00542879,1.76554431,1.57631649,0.53970687,0.06836647,2.39298350,2.52223481,0.93305641
-5.70585293,6.58425017,0.00536703,1.73090322,1.58475633,0.53198917,0.06802005,2.37739748,2.48352196,0.91344545
-5.69984992,6.48862806,0.00530688,1.69199260,1.59467417,0.52349892,0.06758361,2.36099823,2.43860990,0.89142468
-5.69384692,6.38663529,0.00525044,1.64947457,1.60629736,0.51447217,0.06707754,2.34435387,2.38830313,0.86740754
-5.68784392,6.28034223,0.00519981,1.60408294,1.61980013,0.50515391,0.06652488,2.32801749,2.33352472,0.84184707
-5.68184092,6.17185180,0.00515705,1.55660432,1.63528956,0.49579007,0.06595051,2.31250464,2.27529178,0.81522408
-5.67583792,6.06323331,0.00512409,1.50785754,1.65279360,0.48661960,0.06538048,2.29827273,2.21468807,0.78803470
-5.66983492,5.95645999,0.00510270,1.45867259,1.67225206,0.47786699,0.06484123,2.28570365,2.15283519,0.76077757
-5.66383192,5.85335312,0.00509443,1.40986967,1.69351145,0.46973568,0.06435895,2.27509066,2.09086360,0.73394128
-5.65782891,5.75553576,0.00510056,1.36223937,1.71632430,0.46240250,0.06395901,2.26663040,2.02988463,0.70799262
-5.65182591,5.66439798,0.00512207,1.31652475,1.74035337,0.45601352,0.06366544,2.26042056,1.97096472,0.68336598
-5.64582291,5.58107483,0.00515960,1.27340571,1.76518080,0.45068131,0.06350063,2.25646310,1.91510262,0.66045419
-5.63981991,5.50643746,0.00521345,1.23348636,1.79032204,0.44648375,0.06348504,2.25467297,1.86321027,0.63960123
-5.63381691,5.44109687,0.00528358,1.19728549,1.81524395,0.44346430,0.06363704,2.25489146,1.81609770,0.62109682
-5.62781391,5.38541893,0.00536957,1.16523018,1.83938628,0.44163364,0.06397285,2.25690333,1.77446208,0.60517294
-5.62181091,5.33954874,0.00547070,1.13765256,1.86218542,0.44097239,0.06450647,2.26045645,1.73888069,0.59200221
-5.61580790,5.30344170,0.00558594,1.11478937,1.88309921,0.44143481,0.06524970,2.26528243,1.70980756,0.58169813
-5.60980490,5.27689868,0.00571400,1.09678402,1.90163136,0.44295309,0.06621210,2.27111710,1.68757321,0.57431675
-5.60380190,5.25960222,0.00585336,1.08369068,1.91735418,0.44544195,0.06740094,2.27771909,1.67238695,0.56985965
-5.59779890,5.25115120,0.00600231,1.07547995,1.92992836,0.44880325,0.06882108,2.28488550,1.66434110,0.56827796
-5.59179590,5.25109163,0.00615901,1.07204572,1.93911849,0.45293049,0.07047480,2.29246360,1.66341667,0.56947712
-5.58579290,5.25894164,0.00632151,1.07321272,1.94480364,0.45771274,0.07236159,2.30035778,1.66948991,0.57332206
-5.57978989,5.27420966,0.00648777,1.07874454,1.94698221,0.46303812,0.07447781,2.30853149,1.68233955,0.57964279
-5.57378689,5.29640519,0.00665576,1.08835181,1.94577087,0.46879651,0.07681638,2.31700411,1.70165437,0.58823997
-5.56778389,5.32504258,0.00682342,1.10170054,1.94139761,0.47488167,0.07936644,2.32584322,1.72704134,0.59889059
-5.56178089,5.35963851,0.00698873,1.11842038,1.93418935,0.48119262,0.08211300,2.33515278,1.75803417,0.61135351
-5.55577789,5.39970477,0.00714970,1.13811308,1.92455470,0.48763451,0.08503671,2.34505840,1.79410272,0.62537500
-5.54977489,5.44473819,0.00730442,1.16036106,1.91296304,0.49411901,0.08811362,2.35569067,1.83466345,0.64069414
-5.54377189,5.49420959,0.00745108,1.18473629,1.89992089,0.50056447,0.09131522,2.36716787,1.87909125,0.65704827
-5.53776888,5.54755398,0.00758798,1.21080961,1.88594699,0.50689585,0.09460847,2.37957928,1.92673284,0.67417840
-5.53176588,5.60416381,0.00771354,1.23816049,1.87154736,0.51304470,0.09795615,2.39297029,1.97692209,0.69183466
-5.52576288,5.66338695,0.00782635,1.26638730,1.85719164,0.51894920,0.10131735,2.40733032,2.02899702,0.70978179
-5.51975988,5.72453031,0.00792521,1.29511797,1.84329194,0.52455443,0.10464812,2.42258434,2.08231847,0.72780467
-5.51375688,5.78686983,0.00800909,1.32402088,1.83018509,0.52981281,0.10790237,2.43858848,2.13629006,0.74571366
-5.50775388,5.84966668,0.00807724,1.35281555,1.81811922,0.53468471,0.11103287,2.45513006,2.19037880,0.76334984
-5.50175088,5.91218899,0.00812917,1.38128297,1.80724505,0.53913922,0.11399243,2.47193184,2.24413551,0.78058973
-5.49574787,5.97373783,0.00816468,1.40927475,1.79761223,0.54315499,0.11673508,2.48866032,2.29721428,0.79734949
-5.48974487,6.03367590,0.00818390,1.43672089,1.78917067,0.54672086,0.11921737,2.50493739,2.34938962,0.81358817
-5.48374187,6.09145665,0.00818726,1.46363521,1.78177654,0.54983641,0.12139956,2.52035456,2.40057042,0.82930992
-5.47773887,6.14665179,0.00817556,1.49011819,1.77520250,0.55251207,0.12324678,2.53448900,2.45080937,0.84456476
-5.47173587,6.19897497,0.00814989,1.51635654,1.76915139,0.55476882,0.12473009,2.54692028,2.50030695,0.85944774
-5.46573287,6.24829933,0.00811167,1.54261910,1.76327265,0.55663729,0.12582722,2.55724697,2.54940900,0.87409640
-5.45972986,6.29466749,0.00806259,1.56924884,1.75718040,0.55815636,0.12652330,2.56510214,2.59859740,0.88868628
-5.45372686,6.33829245,0.00800459,1.59665089,1.75047242,0.55937119,0.12681118,2.57016704,2.64847342,0.90342454
-5.44772386,6.37954876,0.00793976,1.62527666,1.74274896,0.56033071,0.12669154,2.57218227,2.69973395,0.91854180
-5.44172086,6.41895388,0.00787036,1.65560455,1.73363067,0.56108479,0.12617281,2.57095617,2.75314106,0.93428228
-5.43571786,6.45714038,0.00779870,1.68811773,1.72277474,0.56168119,0.12527076,2.56636995,2.80948590,0.95089265
-5.42971486,6.49482016,0.00772707,1.72327983,1.70988883,0.56216248,0.12400788,2.55837984,2.86954819,0.96860995
-5.42371186,6.53274249,0.00765769,1.76150971,1.69474218,0.56256315,0.12241260,2.54701611,2.93405322,0.98764907
-5.41770885,6.57164841,0.00759266,1.80315629,1.67717371,0.56290712,0.12051835,2.53237957,3.00362823,1.00819036
-5.41170585,6.61222395,0.00753386,1.84847493,1.65709699,0.56320583,0.11836245,2.51463566,3.07876057,1.03036802
-5.40570285,6.65505518,0.00748292,1.89760654,1.63450203,0.56345710,0.11598505,2.49400701,3.15975984,1.05425990
-5.39969985,6.70058788,0.00744118,1.95056077,1.60945413,0.56364482,0.11342801,2.47076471,3.24672650,1.07987927
-5.39369685,6.74909459,0.00740968,2.00720439,1.58209017,0.56373957,0.11073376,2.44521905,3.33952875,1.10716915
-5.38769385,6.80065120,0.00738911,2.06725584,1.55261249,0.56370018,0.10794436,2.41771023,3.43778976,1.13599967
-5.38169085,6.85512493,0.00737982,2.13028653,1.52128106,0.56347607,0.10510059,2.38859936,3.54088620,1.16616868
-5.37568784,6.91217470,0.00738187,2.19572929,1.48840423,0.56301038,0.10224120,2.35826033,3.64795892,1.19740588
-5.36968484,6.97126422,0.00739497,2.26289379,1.45432869,0.56224356,0.09940232,2.32707260,3.75793569,1.22938026
-5.36368184,7.03168726,0.00741860,2.33098846,1.41942897,0.56111737,0.09661703,2.29541521,3.86956535,1.26171081
-5.35767884,7.09260368,0.00745199,2.39914810,1.38409700,0.55957888,0.09391512,2.26366192,3.98146184,1.29397990
-5.35167584,7.15308444,0.00749420,2.46646579,1.34873207,0.55758438,0.09132292,2.23217759,4.09215613,1.32574877
-5.34567284,7.21216268,0.00754411,2.53202762,1.31373149,0.55510286,0.08886337,2.20131545,4.20015339,1.35657441
-5.33966983,7.26888790,0.00760052,2.59494844,1.27948219,0.55211895,0.08655609,2.17141531,4.30399244,1.38602692
-5.33366683,7.32238001,0.00766219,2.65440672,1.24635343,0.54863510,0.08441761,2.14280232,4.40230418,1.41370648
-5.32766383,7.37187985,0.00772783,2.70967668,1.21469070,0.54467291,0.08246161,2.11578622,4.49386592,1.43925894
-5.32166083,7.41679316,0.00779617,2.76015586,1.18481088,0.54027358,0.08069922,2.09066072,4.57764851,1.46238927
-5.31565783,7.45672527,0.00786596,2.80538676,1.15699865,0.53549749,0.07913926,2.06770303,4.65285366,1.48287205
-5.30965483,7.49150459,0.00793603,2.84507124,1.13150412,0.53042294,0.07778856,2.04717323,4.71893961,1.50055857
-5.30365183,7.52119355,0.00800523,2.87907707,1.10854154,0.52514418,0.07665214,2.02931365,4.77563368,1.51538001
-5.29764882,7.54608641,0.00807251,2.90743640,1.08828913,0.51976891,0.07573340,2.01434796,4.82293139,1.52734673
-5.29164582,7.56669459,0.00813686,2.93033630,1.07088976,0.51441526,0.07503426,2.00248022,4.86108249,1.53654380
