energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,1.43188709,-1.18947170,0.00888807,-0.00589974,0.30612864,-0.24589580,0.30338690,-0.24607338,0.49476555,-0.38542571,0.04844315,-0.04606563,0.38795439,-0.33299890
-5.89794897,1.48651058,-1.23178409,0.00958081,-0.00625930,0.32014386,-0.25541760,0.31988306,-0.25654088,0.51710562,-0.40205233,0.04929976,-0.04673070,0.40056119,-0.34461612
-5.89194597,1.54173559,-1.27605417,0.01031849,-0.00669924,0.33462381,-0.26581451,0.33733023,-0.26820874,0.53967502,-0.41970331,0.05019244,-0.04740236,0.41296324,-0.35620871
-5.88594297,1.59737580,-1.32213216,0.01109399,-0.00721580,0.34949570,-0.27704538,0.35573530,-0.28102491,0.56229513,-0.43830004,0.05113264,-0.04808852,0.42516910,-0.36774598
-5.87993997,1.65326437,-1.36988036,0.01190001,-0.00780466,0.36468726,-0.28906719,0.37512916,-0.29495668,0.58477783,-0.45775036,0.05213171,-0.04879811,0.43720233,-0.37921045
-5.87393697,1.70925277,-1.41917281,0.01272918,-0.00846097,0.38012692,-0.30183495,0.39556496,-0.30999358,0.60692726,-0.47794726,0.05320038,-0.04954075,0.44910030,-0.39059836
-5.86793397,1.76520877,-1.46989407,0.01357412,-0.00917936,0.39574393,-0.31530142,0.41711496,-0.32614900,0.62854224,-0.49876792,0.05434847,-0.05032641,0.46091245,-0.40191991
-5.86193097,1.82101379,-1.52193760,0.01442756,-0.00995398,0.41146838,-0.32941681,0.43986583,-0.34346059,0.64941918,-0.52007330,0.05558450,-0.05116512,0.47269784,-0.41319895
-5.85592796,1.87655910,-1.57520350,0.01528235,-0.01077855,0.42723106,-0.34412841,0.46391245,-0.36198911,0.66935532,-0.54170822,0.05691536,-0.05206669,0.48452213,-0.42447223
-5.84992496,1.93174114,-1.62959575,0.01613161,-0.01164632,0.44296315,-0.35938017,0.48935039,-0.38181586,0.68815234,-0.56350214,0.05834603,-0.05304046,0.49645384,-0.43578809
-5.84392196,1.98645550,-1.68501892,0.01696872,-0.01255022,0.45859568,-0.37511225,0.51626721,-0.40303847,0.70561998,-0.58527057,0.05987932,-0.05409505,0.50856016,-0.44720448
-5.83791896,2.04058978,-1.74137413,0.01778738,-0.01348279,0.47405874,-0.39126054,0.54473282,-0.42576513,0.72157954,-0.60681719,0.06151558,-0.05523818,0.52090210,-0.45878643
-5.83191596,2.09401539,-1.79855434,0.01858161,-0.01443632,0.48928042,-0.40775610,0.57478929,-0.45010752,0.73586722,-0.62793645,0.06325241,-0.05647648,0.53352942,-0.47060287
-5.82591296,2.14657836,-1.85643875,0.01934577,-0.01540283,0.50418553,-0.42452451,0.60644060,-0.47617230,0.74833685,-0.64841677,0.06508445,-0.05781517,0.54647533,-0.48272282
-5.81990995,2.19808971,-1.91488642,0.02007455,-0.01637416,0.51869410,-0.44148515,0.63964261,-0.50405165,0.75886213,-0.66804393,0.06700310,-0.05925792,0.55975116,-0.49521098
-5.81390695,2.24831575,-1.97372906,0.02076288,-0.01734202,0.53271986,-0.45855037,0.67429404,-0.53381311,0.76733820,-0.68660482,0.06899625,-0.06080648,0.57334141,-0.50812293
-5.80790395,2.29696896,-2.03276325,0.02140595,-0.01829802,0.54616869,-0.47562457,0.71022879,-0.56548901,0.77368240,-0.70389113,0.07104812,-0.06246041,0.58719933,-0.52149995
-5.80190095,2.34370016,-2.09174220,0.02199915,-0.01923375,0.55893721,-0.49260324,0.74721030,-0.59906608,0.77783434,-0.71970296,0.07313912,-0.06421668,0.60124338,-0.53536373
-5.79589795,2.38809290,-2.15036762,0.02253798,-0.02014082,0.57091184,-0.50937201,0.78492836,-0.63447566,0.77975532,-0.73385215,0.07524574,-0.06606928,0.61535485,-0.54971120
-5.78989495,2.42966056,-2.20828211,0.02301804,-0.02101090,0.58196821,-0.52580583,0.82299888,-0.67158504,0.77942715,-0.74616529,0.07734067,-0.06800886,0.62937694,-0.56450972
-5.78389195,2.46784716,-2.26506272,0.02343501,-0.02183579,0.59197139,-0.54176830,0.86096693,-0.71019054,0.77685055,-0.75648630,0.07939295,-0.07002232,0.64311551,-0.57969292
-5.77788894,2.50203242,-2.32021625,0.02378462,-0.02260744,0.60077680,-0.55711137,0.89831322,-0.75001279,0.77204334,-0.76467842,0.08136836,-0.07209253,0.65634161,-0.59515754
-5.77188594,2.53154136,-2.37317721,0.02406268,-0.02331803,0.60823222,-0.57167553,0.93446419,-0.79069468,0.76503853,-0.77062580,0.08322998,-0.07419810,0.66879602,-0.61076151
-5.76588294,2.55565876,-2.42330884,0.02426511,-0.02396001,0.61418057,-0.58529050,0.96880543,-0.83180246,0.75588254,-0.77423456,0.08493890,-0.07631330,0.68019558,-0.62632355
-5.75987994,2.57364833,-2.46990802,0.02438804,-0.02452619,0.61846385,-0.59777672,1.00069818,-0.87283021,0.74463372,-0.77543345,0.08645516,-0.07840814,0.69024143,-0.64162454
-5.75387694,2.58477616,-2.51221436,0.02442791,-0.02500977,0.62092786,-0.60894762,1.02949850,-0.91320783,0.73136128,-0.77417411,0.08773885,-0.08044870,0.69862868,-0.65641073
-5.74787394,2.58833765,-2.54942381,0.02438160,-0.02540448,0.62142773,-0.61861269,1.05457823,-0.95231263,0.71614471,-0.77043118,0.08875135,-0.08239760,0.70505745,-0.67039889
-5.74187094,2.58368714,-2.58070669,0.02424656,-0.02570465,0.61983398,-0.62658146,1.07534716,-0.98948416,0.69907373,-0.76420212,0.08945664,-0.08421477,0.70924465,-0.68328347
-5.73586793,2.57026862,-2.60523004,0.02402103,-0.02590531,0.61603885,-0.63266829,1.09127534,-1.02404212,0.68024872,-0.75550704,0.08982272,-0.08585845,0.71093609,-0.69474532
-5.72986493,2.54764648,-2.62218355,0.02370417,-0.02600235,0.60996262,-0.63669777,1.10191464,-1.05530671,0.65978161,-0.74438850,0.08982294,-0.08728633,0.70991845,-0.70446212
-5.72386193,2.51553441,-2.63080841,0.02329625,-0.02599262,0.60155955,-0.63851074,1.10691853,-1.08262060,0.63779706,-0.73091137,0.08943729,-0.08845695,0.70603046,-0.71211985
-5.71785893,2.47382122,-2.63042785,0.02279879,-0.02587405,0.59082318,-0.63797055,1.10605916,-1.10537195,0.61443376,-0.71516270,0.08865352,-0.08933112,0.69917283,-0.71742501
-5.71185593,2.42259198,-2.62047818,0.02221467,-0.02564581,0.57779053,-0.63496937,1.09924098,-1.12301729,0.58984566,-0.69725172,0.08746814,-0.08987352,0.68931640,-0.72011705
-5.70585293,2.36214325,-2.60053889,0.02154824,-0.02530840,0.56254507,-0.62943419,1.08651010,-1.13510341,0.56420305,-0.67730971,0.08588702,-0.09005418,0.67650812,-0.71998051
-5.69984992,2.29299155,-2.57036028,0.02080536,-0.02486379,0.54521822,-0.62133233,1.06805903,-1.14128722,0.53769317,-0.65548997,0.08392578,-0.08984994,0.66087461,-0.71685624
-5.69384692,2.21587438,-2.52988722,0.01999337,-0.02431542,0.52598917,-0.61067594,1.04422650,-1.14135272,0.51052026,-0.63196749,0.08160990,-0.08924574,0.64262298,-0.71065124
-5.68784392,2.13174357,-2.47927774,0.01912105,-0.02366833,0.50508300,-0.59752545,1.01549228,-1.13522420,0.48290502,-0.60693843,0.07897437,-0.08823568,0.62203898,-0.70134659
-5.68184092,2.04175111,-2.41891532,0.01819852,-0.02292911,0.48276722,-0.58199156,0.98246729,-1.12297500,0.45508329,-0.58061924,0.07606314,-0.08682380,0.59948253,-0.68900311
-5.67583792,1.94722804,-2.34941396,0.01723709,-0.02210589,0.45934673,-0.56423568,0.94587937,-1.10483146,0.42730405,-0.55324538,0.07292819,-0.08502457,0.57538074,-0.67376443
-5.66983492,1.84965727,-2.27161575,0.01624905,-0.02120826,0.43515749,-0.54446869,0.90655531,-1.08117166,0.39982673,-0.52506947,0.06962835,-0.08286291,0.55021883,-0.65585727
-5.66383192,1.75064149,-2.18658067,0.01524747,-0.02024715,0.41055915,-0.52294806,0.86539996,-1.05251914,0.37291797,-0.49635898,0.06622793,-0.08037403,0.52452932,-0.63558900
-5.65782891,1.65186756,-2.09556891,0.01424594,-0.01923470,0.38592694,-0.49997336,0.82337317,-1.01953158,0.34684797,-0.46739338,0.06279521,-0.07760273,0.49887984,-0.61334236
-5.65182591,1.55506882,-2.00001637,0.01325835,-0.01818403,0.36164317,-0.47588026,0.78146556,-0.98298513,0.32188652,-0.43846077,0.05940073,-0.07460245,0.47386023,-0.58956782
-5.64582291,1.46198683,-1.90150432,0.01229859,-0.01710902,0.33808875,-0.45103338,0.74067401,-0.94375484,0.29829902,-0.40985421,0.05611571,-0.07143406,0.45006919,-0.56477360
-5.63981991,1.37433402,-1.80172437,0.01138035,-0.01602414,0.31563492,-0.42581813,0.70197760,-0.90279204,0.27634258,-0.38186762,0.05301035,-0.06816433,0.42810117,-0.53951400
-5.63381691,1.29375844,-1.70244020,0.01051689,-0.01494410,0.29463568,-0.40063198,0.66631494,-0.86109956,0.25626242,-0.35479166,0.05015233,-0.06486429,0.40853364,-0.51437641
-5.62781391,1.22181166,-1.60544752,0.00972084,-0.01388370,0.27542095,-0.37587543,0.63456341,-0.81970568,0.23828862,-0.32890948,0.04760537,-0.06160744,0.39191540,-0.48996743
-5.62181091,1.15992075,-1.51253377,0.00900399,-0.01285750,0.25829087,-0.35194305,0.60752088,-0.77963785,0.22263348,-0.30449277,0.04542798,-0.05846791,0.37875586,-0.46689875
-5.61580790,1.10936475,-1.42543899,0.00837724,-0.01187967,0.24351115,-0.32921492,0.58589019,-0.74189692,0.20948939,-0.28179797,0.04367240,-0.05551875,0.36951579,-0.44577309
-5.60980490,1.07125596,-1.34581923,0.00785040,-0.01096372,0.23130968,-0.30804880,0.57026673,-0.70743288,0.19902730,-0.26106303,0.04238375,-0.05283013,0.36459940,-0.42717083
-5.60380190,1.04652597,-1.27521338,0.00743215,-0.01012237,0.22187427,-0.28877316,0.56112908,-0.67712272,0.19139582,-0.24250468,0.04159937,-0.05046785,0.36434796,-0.41163748
-5.59779890,1.03591633,-1.21501456,0.00712998,-0.00936739,0.21535157,-0.27168146,0.55883284,-0.65175088,0.18672071,-0.22631632,0.04134834,-0.04849192,0.36903482,-0.39967256
-5.59179590,1.03997336,-1.16644634,0.00695013,-0.00870945,0.21184691,-0.25702755,0.56360729,-0.63199302,0.18510481,-0.21266659,0.04165122,-0.04695538,0.37886187,-0.39171979
-5.58579290,1.05904661,-1.13054439,0.00689756,-0.00815809,0.21142496,-0.24502250,0.57555499,-0.61840305,0.18662819,-0.20169866,0.04251993,-0.04590337,0.39395721,-0.38815907
-5.57978989,1.09329035,-1.10814333,0.00697594,-0.00772159,0.21411116,-0.23583261,0.59465385,-0.61140385,0.19134843,-0.19353002,0.04395775,-0.04537235,0.41437411,-0.38930003
-5.57378689,1.14266754,-1.09986895,0.00718760,-0.00740697,0.21989349,-0.22957876,0.62076148,-0.61128151,0.19930080,-0.18825298,0.04595946,-0.04538962,0.44009089,-0.39537736
-5.56778389,1.20695553,-1.10613513,0.00753351,-0.00721994,0.22872459,-0.22633678,0.65362160,-0.61818317,0.21049832,-0.18593551,0.04851157,-0.04597303,0.47101183,-0.40654780
-5.56178089,1.28575309,-1.12714521,0.00801328,-0.00716488,0.24052404,-0.22613893,0.69287211,-0.63211818,0.22493140,-0.18662240,0.05159260,-0.04713085,0.50696892,-0.42288868
-5.55577789,1.37848817,-1.16289709,0.00862506,-0.00724484,0.25518052,-0.22897601,0.73805464,-0.65296244,0.24256725,-0.19033673,0.05517342,-0.04886184,0.54772426,-0.44439801
-5.54977489,1.48442623,-1.21319149,0.00936555,-0.00746150,0.27255397,-0.23480026,0.78862522,-0.68046548,0.26334867,-0.19708115,0.05921765,-0.05115543,0.59297325,-0.47099588
-5.54377189,1.60267857,-1.27764266,0.01022998,-0.00781518,0.29247739,-0.24352850,0.84396585,-0.71426020,0.28719252,-0.20683922,0.06368205,-0.05399207,0.64234828,-0.50252710
-5.53776888,1.73221088,-1.35569092,0.01121201,-0.00830482,0.31475851,-0.25504562,0.90339658,-0.75387461,0.31398773,-0.21957638,0.06851704,-0.05734363,0.69542305,-0.53876486
-5.53176588,1.87185170,-1.44661647,0.01230377,-0.00892794,0.33918117,-0.26920807,0.96618803,-0.79874541,0.34359302,-0.23524060,0.07366709,-0.06117389,0.75171733,-0.57941547
-5.52576288,2.02030111,-1.54955376,0.01349584,-0.00968066,0.36550644,-0.28584727,1.03157382,-0.84823286,0.37583448,-0.25376249,0.07907136,-0.06543908,0.81070221,-0.62412375
-5.51975988,2.17613955,-1.66350623,0.01477724,-0.01055766,0.39347366,-0.30477275,1.09876281,-0.90163653,0.41050313,-0.27505492,0.08466420,-0.07008853,0.87180574,-0.67247910
-5.51375688,2.33783734,-1.78736065,0.01613552,-0.01155215,0.42280140,-0.32577501,1.16695087,-0.95821154,0.44735283,-0.29901213,0.09037580,-0.07506528,0.93441892,-0.72402216
-5.50775388,2.50376492,-1.91990119,0.01755678,-0.01265593,0.45318851,-0.34862799,1.23533191,-1.01718474,0.48609863,-0.32550819,0.09613297,-0.08030681,0.99790207,-0.77825164
-5.50175088,2.67220437,-2.05982253,0.01902583,-0.01385937,0.48431544,-0.37309110,1.30310798,-1.07777042,0.52641596,-0.35439510,0.10185984,-0.08574573,1.06159144,-0.83463152
-5.49574787,2.84136255,-2.20574235,0.02052628,-0.01515143,0.51584583,-0.39891088,1.36949838,-1.13918508,0.56794085,-0.38550057,0.10747884,-0.09131063,1.12480607,-0.89259818
-5.48974487,3.00938613,-2.35621283,0.02204076,-0.01651977,0.54742876,-0.42582229,1.43374755,-1.20066092,0.61027151,-0.41862548,0.11291162,-0.09692689,1.18685496,-0.95156742
-5.48374187,3.17437899,-2.50973144,0.02355109,-0.01795079,0.57870156,-0.45354976,1.49513198,-1.26145757,0.65297140,-0.45354157,0.11808016,-0.10251756,1.24704441,-1.01094135
-5.47773887,3.33442229,-2.66475112,0.02503855,-0.01942979,0.60929346,-0.48180804,1.55296583,-1.32087192,0.69557399,-0.48998918,0.12290793,-0.10800439,1.30468560,-1.07011484
-5.47173587,3.48759725,-2.81969015,0.02648413,-0.02094105,0.63883003,-0.51030306,1.60660582,-1.37824569,0.73758937,-0.52767569,0.12732114,-0.11330879,1.35910248,-1.12848161
-5.46573287,3.63201085,-2.97294210,0.02786883,-0.02246801,0.66693854,-0.53873284,1.65545520,-1.43297085,0.77851254,-0.56627467,0.13125005,-0.11835299,1.40963981,-1.18543985
-5.45972986,3.76582432,-3.12288617,0.02917394,-0.02399350,0.69325412,-0.56678885,1.69896729,-1.48449268,0.81783353,-0.60542608,0.13463027,-0.12306115,1.45567157,-1.24039746
-5.45372686,3.88728401,-3.26789856,0.03038138,-0.02549986,0.71742674,-0.59415760,1.73664869,-1.53231092,0.85504887,-0.64473791,0.13740414,-0.12736061,1.49660953,-1.29277677
-5.44772386,3.99475434,-3.40636519,0.03147399,-0.02696922,0.73912871,-0.62052296,1.76806251,-1.57597904,0.88967432,-0.68378922,0.13952195,-0.13118309,1.53191209,-1.34201912
-5.44172086,4.08675190,-3.53669629,0.03243585,-0.02838371,0.75806265,-0.64556916,1.79283170,-1.61510209,0.92125834,-0.72213499,0.14094319,-0.13446596,1.56109314,-1.38758907
-5.43571786,4.16197979,-3.65734315,0.03325260,-0.02972569,0.77396944,-0.66898451,1.81064279,-1.64933366,0.94939582,-0.75931269,0.14163755,-0.13715343,1.58373104,-1.42897878
-5.42971486,4.21936116,-3.76681737,0.03391169,-0.03097801,0.78663606,-0.69046600,1.82124997,-1.67837241,0.97374144,-0.79485060,0.14158585,-0.13919775,1.59947726,-1.46571229
-5.42371186,4.25807050,-3.86371255,0.03440267,-0.03212424,0.79590280,-0.70972458,1.82447959,-1.70195863,0.99402220,-0.82827789,0.14078062,-0.14056027,1.60806467,-1.49735021
-5.41770885,4.27756126,-3.94672830,0.03471741,-0.03314895,0.80166943,-0.72649124,1.82023481,-1.71987151,1.01004816,-0.85913605,0.13922654,-0.14121235,1.60931509,-1.52349469
-5.41170585,4.27758848,-4.01469631,0.03485027,-0.03403791,0.80390015,-0.74052354,1.80850030,-1.73192727,1.02172121,-0.88699145,0.13694049,-0.14113614,1.60314570,-1.54379486
-5.40570285,4.25822484,-4.06660761,0.03479829,-0.03477837,0.80262677,-0.75161244,1.78934657,-1.73797882,1.02904084,-0.91144864,0.13395132,-0.14032515,1.58957415,-1.55795258
-5.39969985,4.21986910,-4.10164033,0.03456125,-0.03535927,0.79794993,-0.75958919,1.76293359,-1.73791682,1.03210687,-0.93216374,0.13029931,-0.13878448,1.56872177,-1.56572866
-5.39369685,4.16324561,-4.11918678,0.03414172,-0.03577144,0.79003815,-0.76433193,1.72951316,-1.73167232,1.03111843,-0.94885749,0.12603530,-0.13653092,1.54081483,-1.56694908
-5.38769385,4.08939455,-4.11887853,0.03354503,-0.03600786,0.77912456,-0.76577160,1.68942970,-1.71922088,1.02636931,-0.96132716,0.12121948,-0.13359266,1.50618324,-1.56151123
-5.38169085,3.99965223,-4.10060823,0.03277923,-0.03606377,0.76550127,-0.76389690,1.64311907,-1.70058777,1.01823949,-0.96945690,0.11592002,-0.13000872,1.46525684,-1.54938968
-5.37568784,3.89562195,-4.06454652,0.03185488,-0.03593684,0.74951159,-0.75875789,1.59110500,-1.67585388,1.00718312,-0.97322564,0.11021138,-0.12582811,1.41855892,-1.53064115
-5.36968484,3.77913581,-4.01115296,0.03078490,-0.03562728,0.73154018,-0.75046792,1.53399301,-1.64516177,0.99371338,-0.97271226,0.10417253,-0.12110876,1.36669709,-1.50540839
-5.36368184,3.65220865,-3.94117953,0.02958427,-0.03513792,0.71200161,-0.73920370,1.47246180,-1.60872128,0.97838461,-0.96809747,0.09788502,-0.11591611,1.31035171,-1.47392235
-5.35767884,3.51698575,-3.85566589,0.02826972,-0.03447416,0.69132765,-0.72520320,1.40725207,-1.56681399,0.96177274,-0.95966198,0.09143108,-0.11032160,1.25026203,-1.43650246
-5.35167584,3.37568614,-3.75592570,0.02685935,-0.03364400,0.66995392,-0.70876149,1.33915313,-1.51979613,0.94445454,-0.94778101,0.08489172,-0.10440096,1.18721057,-1.39355474
-5.34567284,3.23054379,-3.64352393,0.02537226,-0.03265786,0.64830639,-0.69022440,1.26898777,-1.46809911,0.92698694,-0.93291503,0.07834493,-0.09823245,1.12200620,-1.34556733
-5.33966983,3.08374907,-3.52024519,0.02382811,-0.03152847,0.62678832,-0.66998007,1.19759571,-1.41222757,0.90988714,-0.91559690,0.07186409,-0.09189503,1.05546656,-1.29310357
-5.33366683,2.93739289,-3.38805405,0.02224670,-0.03027061,0.60576837,-0.64844888,1.12581650,-1.35275463,0.89361467,-0.89641590,0.06551655,-0.08546660,0.98840036,-1.23679261
-5.32766383,2.79341592,-3.24904830,0.02064752,-0.02890080,0.58557020,-0.62607184,1.05447239,-1.29031420,0.87855613,-0.87599919,0.05936253,-0.07902234,0.92159041,-1.17731771
-5.32166083,2.65356491,-3.10540681,0.01904941,-0.02743700,0.56646420,-0.60329796,0.98435194,-1.22559065,0.86501345,-0.85499131,0.05345419,-0.07263316,0.85577780,-1.11540254
-5.31565783,2.51935790,-2.95933403,0.01747011,-0.02589817,0.54866169,-0.58057114,0.91619499,-1.15930609,0.85319623,-0.83403274,0.04783512,-0.06636441,0.79164799,-1.05179609
-5.30965483,2.39205952,-2.81300308,0.01592600,-0.02430394,0.53231170,-0.55831707,0.85067963,-1.09220574,0.84321843,-0.81373823,0.04254007,-0.06027473,0.72981915,-0.98725647
-5.30365183,2.27266714,-2.66849992,0.01443178,-0.02267408,0.51750057,-0.53693065,0.78841149,-1.02504210,0.83509967,-0.79467599,0.03759494,-0.05441530,0.67083311,-0.92253454
-5.29764882,2.16190806,-2.52777086,0.01300030,-0.02102815,0.50425427,-0.51676457,0.72991580,-0.95855852,0.82877090,-0.77734867,0.03301705,-0.04882919,0.61514923,-0.85835773
-5.29164582,2.06024705,-2.39257552,0.01164243,-0.01938505,0.49254312,-0.49811942,0.67563226,-0.89347300,0.82408416,-0.76217683,0.02881564,-0.04355114,0.56314112,-0.79541487
-5.28564282,1.96790355,-2.26444729,0.01036690,-0.01776263,0.48228885,-0.48123590,0.62591267,-0.83046294,0.82082566,-0.74948595,0.02499256,-0.03860750,0.51509619,-0.73434257
-5.27963982,1.88487676,-2.14466278,0.00918039,-0.01617739,0.47337316,-0.46628935,0.58102131,-0.77015143,0.81873162,-0.73949728,0.02154307,-0.03401642,0.47121770,-0.67571365
-5.27363682,1.81097682,-2.03422137,0.00808752,-0.01464414,0.46564765,-0.45338685,0.54113746,-0.71309574,0.81750569,-0.73232314,0.01845677,-0.02978835,0.43162916,-0.62002802
-5.26763382,1.74586005,-1.93383562,0.00709096,-0.01317584,0.45894423,-0.44256701,0.50635986,-0.65977834,0.81683712,-0.72796678,0.01571854,-0.02592655,0.39638036,-0.56770626
-5.26163082,1.68906581,-1.84393233,0.00619158,-0.01178336,0.45308552,-0.43380247,0.47671254,-0.61060076,0.81641850,-0.72632684,0.01330956,-0.02242791,0.36545482,-0.51908611
-5.25562781,1.64005294,-1.76466406,0.00538863,-0.01047551,0.44789475,-0.42700477,0.45215144,-0.56588027,0.81596210,-0.72720604,0.01120823,-0.01928374,0.33877791,-0.47442166
-5.24962481,1.59823350,-1.69592989,0.00467993,-0.00925893,0.44320446,-0.42203148,0.43257134,-0.52584943,0.81521397,-0.73032371,0.00939106,-0.01648069,0.31622534,-0.43388522
-5.24362181,1.56300242,-1.63740407,0.00406211,-0.00813819,0.43886364,-0.41869518,0.41781269,-0.49065809,0.81396492,-0.73533147,0.00783354,-0.01400166,0.29763142,-0.39757147
-5.23761881,1.53376133,-1.58857080,0.00353079,-0.00711586,0.43474310,-0.41677368,0.40766789,-0.46037756,0.81205797,-0.74183116,0.00651077,-0.01182668,0.28279677,-0.36550357
-5.23161581,1.50993597,-1.54876295,0.00308085,-0.00619272,0.43073866,-0.41602109,0.40188683,-0.43500644,0.80939196,-0.74939420,0.00539816,-0.00993379,0.27149524,-0.33764067
-5.22561281,1.49098678,-1.51720271,0.00270656,-0.00536789,0.42677234,-0.41617913,0.40018156,-0.41447760,0.80592123,-0.75758128,0.00447187,-0.00829984,0.26347976,-0.31388641
-5.21960980,1.47641279,-1.49304193,0.00240182,-0.00463908,0.42279145,-0.41698810,0.40222998,-0.39866572,0.80165159,-0.76596135,0.00370923,-0.00690114,0.25848719,-0.29409778
-5.21360680,1.46574951,-1.47540008,0.00216029,-0.00400279,0.41876597,-0.41819700,0.40767888,-0.38739498,0.79663315,-0.77412907,0.00308901,-0.00571412,0.25624205,-0.27809396
-5.20760380,1.45856197,-1.46339819,0.00197555,-0.00345460,0.41468440,-0.41957236,0.41614635,-0.38044622,0.79095052,-0.78171984,0.00259162,-0.00471580,0.25645942,-0.26566470
-5.20160080,1.45443416,-1.45618723,0.00184120,-0.00298930,0.41054861,-0.42090539,0.42722402,-0.37756361,0.78471126,-0.78842163,0.00219919,-0.00388420,0.25884708,-0.25657777
-5.19559780,1.45295669,-1.45297002,0.00175093,-0.00260120,0.40636810,-0.42201721,0.44047939,-0.37846014,0.77803355,-0.79398332,0.00189564,-0.00319865,0.26310730,-0.25058547
-5.18959480,1.45371419,-1.45301606,0.00169864,-0.00228424,0.40215417,-0.42276197,0.45545864,-0.38282221,0.77103390,-0.79821914,0.00166665,-0.00263999,0.26893837,-0.24742983
-5.18359180,1.45627416,-1.45566934,0.00167847,-0.00203219,0.39791450,-0.42302793,0.47169032,-0.39031309,0.76381596,-0.80100923,0.00149958,-0.00219068,0.27603641,-0.24684656
-5.17758879,1.46017888,-1.46034954,0.00168480,-0.00183877,0.39364851,-0.42273657,0.48869007,-0.40057551,0.75646113,-0.80229660,0.00138341,-0.00183489,0.28409744,-0.24856794
-5.17158579,1.46494131,-1.46654739,0.00171236,-0.00169779,0.38934395,-0.42183999,0.50596667,-0.41323356,0.74902168,-0.80208092,0.00130858,-0.00155847,0.29282013,-0.25232454
-5.16558279,1.47004619,-1.47381552,0.00175620,-0.00160319,0.38497484,-0.42031677,0.52302948,-0.42789428,0.74151700,-0.80040961,0.00126695,-0.00134891,0.30190932,-0.25784629
-5.15957979,1.47495646,-1.48175615,0.00181170,-0.00154910,0.38050109,-0.41816703,0.53939726,-0.44414922,0.73393299,-0.79736723,0.00125162,-0.00119524,0.31108030,-0.26486302
