energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.77788894,7.09366726,0.00779308,2.40408273,3.19826001,2.89294584,0.07663887,1.00780564
-5.77188594,7.18017521,0.00766732,2.44790086,3.24734712,2.94296185,0.07632681,1.00514172
-5.76588294,7.25511597,0.00750184,2.48914131,3.29319592,2.98978565,0.07563616,0.99907277
-5.75987994,7.31808720,0.00729863,2.52757819,3.33586246,3.03302576,0.07458253,0.98969926
-5.75387694,7.36897708,0.00706044,2.56305189,3.37550164,3.07237268,0.07318983,0.97719979
-5.74787394,7.40793501,0.00679074,2.59546099,3.41235163,3.10759222,0.07148918,0.96182366
-5.74187094,7.43533186,0.00649357,2.62475153,3.44671476,3.13851571,0.06951777,0.94388082
-5.73586793,7.45171285,0.00617344,2.65090487,3.47893616,3.16502815,0.06731731,0.92373003
-5.72986493,7.45774663,0.00583519,2.67392493,3.50938160,3.18705531,0.06493256,0.90176556
-5.72386193,7.45417398,0.00548385,2.69382592,3.53841597,3.20455122,0.06240963,0.87840338
-5.71785893,7.44175938,0.00512450,2.71062157,3.56638364,3.21748682,0.05979449,0.85406730
-5.71185593,7.42124829,0.00476214,2.72431641,3.59359185,3.22584072,0.05713139,0.82917595
-5.70585293,7.39333235,0.00440153,2.73489981,3.62029787,3.22959265,0.05446166,0.80413091
-5.69984992,7.35862390,0.00404717,2.74234291,3.64670044,3.22871993,0.05182256,0.77930661
-5.69384692,7.31764038,0.00370311,2.74659849,3.67293547,3.22319691,0.04924648,0.75504229
-5.68784392,7.27079865,0.00337296,2.74760357,3.69907593,3.21299721,0.04676038,0.73163617
-5.68184092,7.21841804,0.00305983,2.74528419,3.72513518,3.19809821,0.04438553,0.70934181
-5.67583792,7.16073096,0.00276630,2.73956188,3.75107308,3.17848712,0.04213750,0.68836671
-5.66983492,7.09789893,0.00249444,2.73036099,3.77680399,3.15416797,0.04002640,0.66887285
-5.66383192,7.03003204,0.00224583,2.71761628,3.80220563,3.12516846,0.03805731,0.65097882
-5.65782891,6.95720976,0.00202157,2.70127987,3.82712796,3.09154633,0.03623091,0.63476329
-5.65182591,6.87950092,0.00182239,2.68132727,3.85140130,3.05339414,0.03454418,0.62026945
-5.64582291,6.79698144,0.00164862,2.65776167,3.87484307,3.01084238,0.03299116,0.60750988
-5.63981991,6.70974841,0.00150033,2.63061661,3.89726287,2.96406042,0.03156378,0.59647165
-5.63381691,6.61792975,0.00137733,2.59995659,3.91846569,2.91325524,0.03025262,0.58712123
-5.62781391,6.52168931,0.00127924,2.56587601,3.93825338,2.85866821,0.02904756,0.57940903
-5.62181091,6.42122740,0.00120552,2.52849646,3.95642468,2.80057005,0.02793845,0.57327328
-5.61580790,6.31677752,0.00115555,2.48796287,3.97277414,2.73925455,0.02691555,0.56864318
-5.60980490,6.20859990,0.00112859,2.44443890,3.98709041,2.67503150,0.02596991,0.56544127
-5.60380190,6.09697302,0.00112382,2.39810204,3.99915433,2.60821941,0.02509360,0.56358492
-5.59779890,5.98218416,0.00114037,2.34913878,4.00873726,2.53913853,0.02427983,0.56298715
-5.59179590,5.86451972,0.00117724,2.29774034,4.01559993,2.46810466,0.02352295,0.56355671
-5.58579290,5.74425655,0.00123338,2.24409912,4.01949197,2.39542406,0.02281835,0.56519761
-5.57978989,5.62165453,0.00130758,2.18840606,4.02015227,2.32138968,0.02216230,0.56780833
-5.57378689,5.49695112,0.00139849,2.13084904,4.01731010,2.24627889,0.02155173,0.57128072
-5.56778389,5.37035790,0.00150463,2.07161210,4.01068688,2.17035249,0.02098402,0.57549883
-5.56178089,5.24205918,0.00162430,2.01087549,3.99999849,2.09385508,0.02045669,0.58033792
-5.55577789,5.11221249,0.00175563,1.94881624,3.98495801,2.01701630,0.01996720,0.58566371
-5.54977489,4.98095077,0.00189655,1.88560915,3.96527879,1.94005293,0.01951277,0.59133199
-5.54377189,4.84838579,0.00204483,1.82142779,3.94067777,1.86317124,0.01909016,0.59718890
-5.53776888,4.71461269,0.00219808,1.75644549,3.91087916,1.78656959,0.01869559,0.60307179
-5.53176588,4.57971524,0.00235379,1.69083602,3.87561861,1.71044080,0.01832470,0.60881083
-5.52576288,4.44377166,0.00250942,1.62477402,3.83464797,1.63497416,0.01797251,0.61423139
-5.51975988,4.30686072,0.00266242,1.55843494,3.78774091,1.56035699,0.01763356,0.61915721
-5.51375688,4.16906822,0.00281037,1.49199476,3.73469953,1.48677559,0.01730194,0.62341413
-5.50775388,4.03049353,0.00295099,1.42562932,3.67536207,1.41441557,0.01697151,0.62683460
-5.50175088,3.89125628,0.00308230,1.35951361,3.60961178,1.34346173,0.01663607,0.62926240
-5.49574787,3.75150304,0.00320268,1.29382090,3.53738682,1.27409733,0.01628958,0.63055776
-5.48974487,3.61141383,0.00331101,1.22872205,3.45869091,1.20650315,0.01592637,0.63060240
-5.48374187,3.47120836,0.00340666,1.16438489,3.37360433,1.14085620,0.01554135,0.62930435
-5.47773887,3.33115177,0.00348967,1.10097398,3.28229481,1.07732835,0.01513025,0.62660233
-5.47173587,3.19155946,0.00356073,1.03865051,3.18502754,1.01608503,0.01468974,0.62246937
-5.46573287,3.05280102,0.00362124,0.97757256,3.08217376,0.95728391,0.01421759,0.61691558
-5.45972986,2.91530265,0.00367334,0.91789558,2.97421717,0.90107385,0.01371276,0.60998979
-5.45372686,2.77954805,0.00371986,0.85977297,2.86175751,0.84759407,0.01317545,0.60178004
-5.44772386,2.64607753,0.00376430,0.80335678,2.74551084,0.79697362,0.01260707,0.59241282
-5.44172086,2.51548512,0.00381075,0.74879836,2.62630606,0.74933115,0.01201019,0.58205112
-5.43571786,2.38841375,0.00386379,0.69624887,2.50507753,0.70477500,0.01138848,0.57089123
-5.42971486,2.26554857,0.00392838,0.64585953,2.38285379,0.66340359,0.01074648,0.55915860
-5.42371186,2.14760839,0.00400970,0.59778170,2.26074246,0.62530609,0.01008953,0.54710267
-5.41770885,2.03533565,0.00411298,0.55216647,2.13991184,0.59056331,0.00942349,0.53499113
-5.41170585,1.92948498,0.00424335,0.50916400,2.02156963,0.55924863,0.00875459,0.52310353
-5.40570285,1.83081078,0.00440561,0.46892248,1.90693940,0.53142914,0.00808918,0.51172465
-5.39969985,1.74005401,0.00460407,0.43158677,1.79723567,0.50716653,0.00743354,0.50113767
-5.39369685,1.65792852,0.00484235,0.39729668,1.69363816,0.48651785,0.00679371,0.49161745
-5.38769385,1.58510712,0.00512323,0.36618505,1.59726615,0.46953598,0.00617527,0.48342389
-5.38169085,1.52220760,0.00544845,0.33837564,1.50915355,0.45626951,0.00558324,0.47679569
-5.37568784,1.46977897,0.00581860,0.31398077,1.43022546,0.44676218,0.00502196,0.47194443
-5.36968484,1.42828808,0.00623304,0.29309895,1.36127671,0.44105148,0.00449500,0.46904922
-5.36368184,1.39810667,0.00668977,0.27581240,1.30295302,0.43916671,0.00400511,0.46825191
-5.35767884,1.37949940,0.00718548,0.26218461,1.25573517,0.44112619,0.00355423,0.46965292
-5.35167584,1.37261275,0.00771550,0.25225783,1.21992662,0.44693391,0.00314349,0.47330791
-5.34567284,1.37746546,0.00827390,0.24605087,1.19564496,0.45657558,0.00277326,0.47922526
-5.33966983,1.39394070,0.00885356,0.24355689,1.18281731,0.47001448,0.00244318,0.48736454
-5.33366683,1.42178048,0.00944637,0.24474155,1.18118017,0.48718714,0.00215226,0.49763611
-5.32766383,1.46058294,0.01004335,0.24954154,1.19028373,0.50799934,0.00189897,0.50990184
-5.32166083,1.50980273,0.01063492,0.25786348,1.20950077,0.53232262,0.00168134,0.52397735
-5.31565783,1.56875530,0.01121116,0.26958341,1.23804035,0.55999171,0.00149701,0.53963547
-5.30965483,1.63662521,0.01176202,0.28454701,1.27496601,0.59080321,0.00134340,0.55661132
-5.30365183,1.71247885,0.01227768,0.30257040,1.31921844,0.62451568,0.00121773,0.57460877
-5.29764882,1.79528165,0.01274877,0.32344186,1.36964220,0.66085146,0.00111716,0.59330835
-5.29164582,1.88391949,0.01316669,0.34692437,1.42501597,0.69950017,0.00103883,0.61237635
-5.28564282,1.97722407,0.01352386,0.37275884,1.48408559,0.74012408,0.00097997,0.63147492
-5.27963982,2.07400134,0.01381392,0.40066828,1.54559902,0.78236492,0.00093792,0.65027294
-5.27363682,2.17306230,0.01403197,0.43036246,1.60834207,0.82585224,0.00091023,0.66845706
-5.26763382,2.27325476,0.01417468,0.46154313,1.67117372,0.87021256,0.00089468,0.68574278
-5.26163082,2.37349485,0.01424042,0.49390951,1.73305970,0.91507925,0.00088933,0.70188479
-5.25562781,2.47279683,0.01422929,0.52716384,1.79310301,0.96010224,0.00089255,0.71668629
-5.24962481,2.57029968,0.01414311,0.56101676,1.85056997,1.00495736,0.00090307,0.73000675
-5.24362181,2.66528913,0.01398537,0.59519216,1.90491066,1.04935453,0.00091997,0.74176776
-5.23761881,2.75721395,0.01376109,0.62943137,1.95577285,1.09304441,0.00094273,0.75195657
-5.23161581,2.84569553,0.01347672,0.66349653,2.00300841,1.13582309,0.00097126,0.76062708
-5.22561281,2.93053014,0.01313987,0.69717271,2.04667205,1.17753455,0.00100588,0.76789828
-5.21960980,3.01168378,0.01275911,0.73026910,2.08701220,1.21807070,0.00104737,0.77395009
-5.21360680,3.08927971,0.01234373,0.76261885,2.12445432,1.25736905,0.00109695,0.77901675
-5.20760380,3.16357950,0.01190346,0.79407793,2.15957752,1.29540817,0.00115633,0.78337813
-5.20160080,3.23495850,0.01144820,0.82452302,2.19308530,1.33220133,0.00122772,0.78734922
-5.19559780,3.30387728,0.01098774,0.85384856,2.22577203,1.36778857,0.00131381,0.79126859
-5.18959480,3.37085060,0.01053155,0.88196351,2.25848654,1.40222811,0.00141783,0.79548603
-5.18359180,3.43641579,0.01008854,0.90878775,2.29209459,1.43558733,0.00154351,0.80035023
-5.17758879,3.50110225,0.00966687,0.93424878,2.32744207,1.46793431,0.00169514,0.80619703
-5.17158579,3.56540395,0.00927376,0.95827878,2.36532034,1.49933031,0.00187752,0.81333868
-5.16558279,3.62975636,0.00891545,0.98081248,2.40643549,1.52982381,0.00209599,0.82205473
-5.15957979,3.69451901,0.00859704,1.00178588,2.45138257,1.55944656,0.00235641,0.83258481
-5.15357679,3.75996452,0.00832253,1.02113616,2.50062567,1.58821192,0.00266511,0.84512355
-5.14757379,3.82627444,0.00809475,1.03880267,2.55448465,1.61611551,0.00302884,0.85981779
-5.14157079,3.89354182,0.00791544,1.05472909,2.61312840,1.64313826,0.00345472,0.87676592
-5.13556778,3.96178001,0.00778530,1.06886655,2.67657468,1.66925148,0.00395012,0.89601935
-5.12956478,4.03093662,0.00770411,1.08117761,2.74469586,1.69442373,0.00452253,0.91758560
-5.12356178,4.10091152,0.00767075,1.09164072,2.81722991,1.71862876,0.00517939,0.94143286
-5.11755878,4.17157743,0.00768342,1.10025505,2.89379566,1.74185412,0.00592792,0.96749534
-5.11155578,4.24280134,0.00773966,1.10704514,2.97391113,1.76410968,0.00677483,0.99567919
-5.10555278,4.31446538,0.00783652,1.11206520,3.05701398,1.78543542,0.00772612,1.02586839
-5.09954977,4.38648557,0.00797064,1.11540272,3.14248302,1.80590797,0.00878672,1.05793018
-5.09354677,4.45882731,0.00813835,1.11718110,3.22965970,1.82564518,0.00996024,1.09171991
-5.08754377,4.53151652,0.00833571,1.11756113,3.31786897,1.84480860,0.01124858,1.12708486
-5.08154077,4.60464592,0.00855861,1.11674113,3.40643884,1.86360334,0.01265167,1.16386697
-5.07553777,4.67837613,0.00880278,1.11495570,3.49471821,1.88227534,0.01416710,1.20190460
-5.06953477,4.75293161,0.00906385,1.11247302,3.58209271,1.90110604,0.01578993,1.24103316
-5.06353177,4.82859190,0.00933733,1.10959083,3.66799844,1.92040471,0.01751237,1.28108504
-5.05752876,4.90567860,0.00961864,1.10663104,3.75193354,1.94049858,0.01932370,1.32188880
-5.05152576,4.98453893,0.00990312,1.10393324,3.83346747,1.96172137,0.02121016,1.36326815
-5.04552276,5.06552673,0.01018604,1.10184716,3.91224803,1.98440047,0.02315497,1.40504067
-5.03951976,5.14898160,0.01046263,1.10072430,3.98800594,2.00884348,0.02513849,1.44701677
-5.03351676,5.23520723,0.01072811,1.10090892,4.06055678,2.03532447,0.02713841,1.48899890
-5.02751376,5.32444928,0.01097771,1.10272853,4.12980008,2.06407046,0.02913014,1.53078110
-5.02151076,5.41687374,0.01120679,1.10648410,4.19571516,2.09524865,0.03108726,1.57214901
-5.01550775,5.51254601,0.01141085,1.11244023,4.25835347,2.12895470,0.03298208,1.61288022
-5.00950475,5.61141117,0.01158566,1.12081546,4.31782723,2.16520242,0.03478629,1.65274488
-5.00350175,5.71327575,0.01172735,1.13177285,4.37429413,2.20391517,0.03647166,1.69150640
-4.99749875,5.81779134,0.01183249,1.14541133,4.42793837,2.24491929,0.03801080,1.72892205
-4.99149575,5.92444040,0.01189822,1.16175779,4.47894818,2.28793958,0.03937788,1.76474348
-4.98549275,6.03252464,0.01192232,1.18076051,4.52749074,2.33259717,0.04054941,1.79871672
-4.97948974,6.14115675,0.01190328,1.20228399,4.57368521,2.37840991,0.04150490,1.83058201
-4.97348674,6.24925595,0.01184041,1.22610570,4.61757534,2.42479540,0.04222745,1.86007320
-4.96748374,6.35554822,0.01173379,1.25191500,4.65910315,2.47107674,0.04270428,1.88691702
-4.96148074,6.45857218,0.01158437,1.27931442,4.69808533,2.51649120,0.04292708,1.91083237
-4.95547774,6.55669124,0.01139387,1.30782380,4.73419418,2.56020184,0.04289226,1.93152991
-4.94947474,6.64811297,0.01116479,1.33688712,4.76694474,2.60131198,0.04260101,1.94871238
-4.94347174,6.73091596,0.01090027,1.36588232,4.79568967,2.63888247,0.04205928,1.96207584
-4.93746873,6.80308468,0.01060406,1.39413400,4.81962287,2.67195167,0.04127751,1.97131227
-4.93146573,6.86255184,0.01028033,1.42092864,4.83779281,2.69955753,0.04027031,1.97611374
-4.92546273,6.90724789,0.00993358,1.44553218,4.84912534,2.72076161,0.03905599,1.97617824
-4.91945973,6.93515636,0.00956848,1.46720941,4.85245589,2.73467416,0.03765596,1.97121729
-4.91345673,6.94437344,0.00918971,1.48524448,4.84656978,2.74047967,0.03609414,1.96096513
-4.90745373,6.93316980,0.00880186,1.49896186,4.83024902,2.73746200,0.03439625,1.94518918
-4.90145073,6.90005218,0.00840926,1.50774702,4.80232361,2.72502809,0.03258907,1.92370143
-4.89544772,6.84382209,0.00801591,1.51106588,4.76172473,2.70272946,0.03069982,1.89637006
-4.88944472,6.76362900,0.00762539,1.50848230,4.70753721,2.67028036,0.02875543,1.86313086
-4.88344172,6.65901523,0.00724076,1.49967290,4.63904848,2.62757192,0.02678197,1.82399758
-4.87743872,6.52995034,0.00686458,1.48443843,4.55579148,2.57468150,0.02480409,1.77907057
-4.87143572,6.37685305,0.00649885,1.46271135,4.45757925,2.51187666,0.02284458,1.72854327
-4.86543272,6.20059919,0.00614508,1.43455921,4.34452922,2.43961360,0.02092403,1.67270576
-4.85942971,6.00251524,0.00580425,1.40018360,4.21707614,2.35852989,0.01906053,1.61194530
-4.85342671,5.78435723,0.00547695,1.35991500,4.07597291,2.26943175,0.01726954,1.54674341
-4.84742371,5.54827582,0.00516338,1.31420345,3.92227921,2.17327641,0.01556380,1.47766973
-4.84142071,5.29676909,0.00486346,1.26360578,3.75733891,2.07115010,0.01395336,1.40537269
-4.83541771,5.03262485,0.00457690,1.20876970,3.58274715,1.96424272,0.01244567,1.33056744
-4.82941471,4.75885507,0.00430329,1.15041572,3.40030904,1.85382009,0.01104570,1.25402152
-4.82341171,4.47862518,0.00404217,1.08931740,3.21199198,1.74119499,0.00975620,1.17653895
-4.81740870,4.19518105,0.00379310,1.02628097,3.01987385,1.62769798,0.00857791,1.09894338
-4.81140570,3.91177654,0.00355572,0.96212486,2.82608941,1.51464916,0.00750982,1.02206101
-4.80540270,3.63160433,0.00332983,0.89766009,2.63277719,1.40333176,0.00654950,0.94670406
-4.79939970,3.35773210,0.00311536,0.83367193,2.44202891,1.29496838,0.00569330,0.87365522
-4.79339670,3.09304616,0.00291245,0.77090356,2.25584313,1.19070050,0.00493673,0.80365375
-4.78739370,2.84020354,0.00272144,0.71004195,2.07608444,1.09157152,0.00427461,0.73738346
-4.78139070,2.60159347,0.00254286,0.65170633,1.90444934,0.99851370,0.00370139,0.67546287
-4.77538769,2.37930834,0.00237739,0.59643931,1.74243904,0.91233872,0.00321131,0.61843760
-4.76938469,2.17512388,0.00222591,0.54470067,1.59133950,0.83373179,0.00279856,0.56677485
-4.76338169,1.99048775,0.00208936,0.49686369,1.45220844,0.76324888,0.00245749,0.52085988
-4.75737869,1.82651562,0.00196878,0.45321381,1.32586873,0.70131649,0.00218263,0.48099420
-4.75137569,1.68399339,0.00186522,0.41394948,1.21290752,0.64823356,0.00196881,0.44739508
-4.74537269,1.56338433,0.00177971,0.37918471,1.11368027,0.60417486,0.00181120,0.42019606
-4.73936968,1.46483984,0.00171316,0.34895312,1.02831870,0.56919536,0.00170529,0.39944829
-4.73336668,1.38821269,0.00166639,0.32321326,0.95674189,0.54323517,0.00164692,0.38512213
-4.72736368,1.33307189,0.00163998,0.30185470,0.89866980,0.52612468,0.00163220,0.37710914
-4.72136068,1.29871860,0.00163429,0.28470493,0.85363844,0.51758979,0.00165748,0.37522408
-4.71535768,1.28420268,0.00164938,0.27153657,0.82101629,0.51725705,0.00171928,0.37920719
-4.70935468,1.28834000,0.00168502,0.26207497,0.80002168,0.52465894,0.00181421,0.38872656
-4.70335168,1.30973070,0.00174058,0.25600594,0.78974091,0.53923941,0.00193894,0.40338104
-4.69734867,1.34677892,0.00181508,0.25298353,0.78914699,0.56035997,0.00209007,0.42270380
-4.69134567,1.39771464,0.00190717,0.25263791,0.79711925,0.58730679,0.00226412,0.44616687
-4.68534267,1.46061821,0.00201510,0.25458315,0.81246364,0.61929911,0.00245747,0.47318695
-4.67933967,1.53344836,0.00213677,0.25842498,0.83393402,0.65549932,0.00266633,0.50313286
-4.67333667,1.61407394,0.00226977,0.26376838,0.86025432,0.69502501,0.00288673,0.53533465
-4.66733367,1.70030979,0.00241141,0.27022510,0.89014169,0.73696319,0.00311455,0.56909475
-4.66133067,1.78995667,0.00255876,0.27742081,0.92233025,0.78038662,0.00334554,0.60370094
-4.65532766,1.88084465,0.00270880,0.28500202,0.95559542,0.82437220,0.00357539,0.63844114
-4.64932466,1.97087948,0.00285843,0.29264245,0.98877817,0.86802099,0.00379978,0.67261969
-4.64332166,2.05809050,0.00300461,0.30004886,1.02080881,0.91047945,0.00401451,0.70557466
-4.63731866,2.14067882,0.00314446,0.30696611,1.05072953,0.95096122,0.00421558,0.73669579
-4.63131566,2.21706393,0.00327539,0.31318137,1.07771508,0.98876848,0.00439932,0.76544218
-4.62531266,2.28592691,0.00339514,0.31852729,1.10109073,1.02331226,0.00456249,0.79135911
-4.61930965,2.34624827,0.00350199,0.32288403,1.12034687,1.05413053,0.00470240,0.81409329
-4.61330665,2.39733847,0.00359476,0.32618008,1.13514946,1.08090322,0.00481701,0.83340559
-4.60730365,2.43885947,0.00367297,0.32839180,1.14534587,1.10346339,0.00490499,0.84918067
-4.60130065,2.47083580,0.00373687,0.32954169,1.15096562,1.12180358,0.00496584,0.86143287
-4.59529765,2.49365413,0.00378750,0.32969539,1.15221586,1.13607710,0.00499987,0.87030784
-4.58929465,2.50805073,0.00382672,0.32895760,1.14947153,1.14659360,0.00500821,0.87607970
-4.58329165,2.51508678,0.00385722,0.32746685,1.14326041,1.15380897,0.00499286,0.87914345
-4.57728864,2.51611190,0.00388248,0.32538958,1.13424350,1.15830972,0.00495652,0.88000290
-4.57128564,2.51271698,0.00390675,0.32291348,1.12319130,1.16079220,0.00490260,0.87925433
-4.56528264,2.50667781,0.00393499,0.32024044,1.11095684,1.16203729,0.00483508,0.87756637
-4.55927964,2.49989128,0.00397271,0.31757933,1.09844632,1.16288147,0.00475836,0.87565684
-4.55327664,2.49430664,0.00402595,0.31513887,1.08658837,1.16418534,0.00467713,0.87426729
-4.54727364,2.49185417,0.00410106,0.31312076,1.07630310,1.16680069,0.00459618,0.87413622
-4.54127064,2.49437387,0.00420462,0.31171331,1.06847182,1.17153745,0.00452027,0.87597211
-4.53526763,2.50354714,0.00434325,0.31108572,1.06390861,1.17913176,0.00445394,0.88042700
-4.52926463,2.52083359,0.00452343,0.31138326,1.06333458,1.19021650,0.00440135,0.88807199
-4.52326163,2.54741579,0.00475138,0.31272328,1.06735567,1.20529529,0.00436617,0.89937535
-4.51725863,2.58415380,0.00503286,0.31519227,1.07644463,1.22472123,0.00435142,0.91468428
-4.51125563,2.63155122,0.00537300,0.31884393,1.09092770,1.24868104,0.00435943,0.93421091
-4.50525263,2.68973422,0.00577617,0.32369829,1.11097629,1.27718536,0.00439175,0.95802323
-4.49924962,2.75844407,0.00624586,0.32974179,1.13660381,1.31006562,0.00444915,0.98604118
-4.49324662,2.83704367,0.00678452,0.33692835,1.16766754,1.34697759,0.00453161,1.01803821
-4.48724362,2.92453767,0.00739348,0.34518129,1.20387543,1.38741161,0.00463838,1.05364814
-4.48124062,3.01960533,0.00807290,0.35439598,1.24479723,1.43070892,0.00476806,1.09237706
-4.47523762,3.12064500,0.00882167,0.36444324,1.28987959,1.47608369,0.00491872,1.13361993
-4.46923462,3.22582814,0.00963745,0.37517322,1.33846441,1.52264975,0.00508796,1.17668093
-4.46323162,3.33316098,0.01051663,0.38641966,1.38980948,1.56945085,0.00527314,1.22079704
-4.45722861,3.44055109,0.01145440,0.39800451,1.44311089,1.61549350,0.00547148,1.26516362
-4.45122561,3.54587628,0.01244480,0.40974255,1.49752600,1.65978066,0.00568019,1.30896101
-4.44522261,3.64705290,0.01348082,0.42144613,1.55219632,1.70134523,0.00589664,1.35138112
-4.43921961,3.74210089,0.01455453,0.43292960,1.60626937,1.73928167,0.00611850,1.39165275
-4.43321661,3.82920280,0.01565718,0.44401353,1.65891869,1.77277463,0.00634377,1.42906466
-4.42721361,3.90675466,0.01677941,0.45452844,1.70936156,1.80112328,0.00657090,1.46298559
-4.42121061,3.97340656,0.01791137,0.46431800,1.75687370,1.82376049,0.00679882,1.49288024
-4.41520760,4.02809173,0.01904289,0.47324161,1.80080080,1.84026612,0.00702691,1.51832084
-4.40920460,4.07004335,0.02016368,0.48117628,1.84056666,1.85037404,0.00725497,1.53899396
-4.40320160,4.09879882,0.02126348,0.48801775,1.87567797,1.85397277,0.00748319,1.55470245
-4.39719860,4.11419214,0.02233218,0.49368105,1.90572612,1.85110007,0.00771198,1.56536281
-4.39119560,4.11633545,0.02336004,0.49810020,1.93038615,1.84193202,0.00794190,1.57099832
-4.38519260,4.10559150,0.02433773,0.50122753,1.94941375,1.82676742,0.00817351,1.57172874
-4.37918959,4.08253900,0.02525649,0.50303248,1.96264051,1.80600860,0.00840721,1.56775719
-4.37318659,4.04793332,0.02610823,0.50350001,1.96996845,1.78013986,0.00864315,1.55935538
-4.36718359,4.00266516,0.02688556,0.50262895,1.97136413,1.74970482,0.00888108,1.54684799
-4.36118059,3.94771936,0.02758192,0.50043028,1.96685319,1.71528396,0.00912025,1.53059722
-4.35517759,3.88413640,0.02819157,0.49692548,1.95651558,1.67747350,0.00935940,1.51098832
-4.34917459,3.81297832,0.02870970,0.49214516,1.94048186,1.63686671,0.00959671,1.48841691
-4.34317159,3.73530053,0.02913240,0.48612797,1.91893075,1.59403832,0.00982983,1.46327852
-4.33716858,3.65213042,0.02945679,0.47891989,1.89208776,1.54953262,0.01005594,1.43596069
-4.33116558,3.56445297,0.02968096,0.47057386,1.86022483,1.50385547,0.01027192,1.40683767
-4.32516258,3.47320315,0.02980408,0.46114967,1.82366047,1.45747005,0.01047442,1.37626768
-4.31915958,3.37926426,0.02982638,0.45071425,1.78276008,1.41079613,0.01066009,1.34459219
-4.31315658,3.28347103,0.02974920,0.43934189,1.73793573,1.36421224,0.01082577,1.31213686
-4.30715358,3.18661580,0.02957496,0.42711466,1.68964497,1.31805993,0.01096866,1.27921348
