energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.66983492,2.98870059,0.05334057,0.29823080,0.15234310,1.04933697,1.30248477,0.86271254,0.05821632,0.30186797
-5.66383192,2.90712740,0.05063227,0.28037464,0.13989423,1.02894570,1.27954735,0.83939824,0.05597931,0.28947588
-5.65782891,2.83966820,0.04795693,0.26377543,0.12794462,1.01456058,1.25787152,0.81981999,0.05455162,0.27816087
-5.65182591,2.78754209,0.04532868,0.24857428,0.11657205,1.00667483,1.23810437,0.80433557,0.05399188,0.26803446
-5.64582291,2.75168948,0.04276347,0.23488370,0.10584042,1.00567988,1.22088681,0.79321414,0.05435471,0.25917434
-5.63981991,2.73275502,0.04027856,0.22278612,0.09579956,1.01185833,1.20683336,0.78663300,0.05569066,0.25162378
-5.63381691,2.73107726,0.03789184,0.21233327,0.08648534,1.02537905,1.19651273,0.78467651,0.05804584,0.24539193
-5.62781391,2.74668505,0.03562123,0.20354634,0.07792019,1.04629460,1.19042961,0.78733688,0.06146145,0.24045495
-5.62181091,2.77930066,0.03348399,0.19641700,0.07011393,1.07454069,1.18900859,0.79451691,0.06597300,0.23675804
-5.61580790,2.82834905,0.03149611,0.19090903,0.06306471,1.10993758,1.19258039,0.80603441,0.07160922,0.23421809
-5.60980490,2.89297283,0.02967175,0.18696066,0.05676030,1.15219312,1.20137087,0.82162813,0.07839074,0.23272710
-5.60380190,2.97205212,0.02802271,0.18448733,0.05117938,1.20090728,1.21549289,0.84096498,0.08632848,0.23215599
-5.59779890,3.06422836,0.02655803,0.18338478,0.04629302,1.25557778,1.23494116,0.86364827,0.09542170,0.23235889
-5.59179590,3.16793129,0.02528370,0.18353242,0.04206604,1.31560652,1.25958993,0.88922673,0.10565604,0.23317768
-5.58579290,3.28140800,0.02420247,0.18479677,0.03845850,1.38030677,1.28919347,0.91720398,0.11700133,0.23444665
-5.57978989,3.40275334,0.02331371,0.18703480,0.03542701,1.44891066,1.32338899,0.94704826,0.12940948,0.23599708
-5.57378689,3.52994085,0.02261349,0.19009727,0.03292601,1.52057715,1.36170197,0.97820220,0.14281252,0.23766173
-5.56778389,3.66085365,0.02209467,0.19383169,0.03090887,1.59440031,1.40355348,1.01009235,0.15712092,0.23927901
-5.56178089,3.79331504,0.02174710,0.19808519,0.02932895,1.66941800,1.44826947,1.04213851,0.17222241,0.24069677
-5.55577789,3.92511846,0.02155798,0.20270693,0.02814039,1.74462123,1.49509178,1.07376261,0.18798132,0.24177553
-5.54977489,4.05405702,0.02151212,0.20755034,0.02729886,1.81896431,1.54319072,1.10439718,0.20423872,0.24239122
-5.54377189,4.17795260,0.02159249,0.21247498,0.02676213,1.89137608,1.59167932,1.13349349,0.22081337,0.24243733
-5.53776888,4.29468492,0.02178059,0.21734819,0.02649056,1.96077254,1.63962895,1.16052924,0.23750357,0.24182637
-5.53176588,4.40222080,0.02205701,0.22204656,0.02644738,2.02607097,1.68608644,1.18501602,0.25409006,0.24049076
-5.52576288,4.49864370,0.02240194,0.22645713,0.02659898,2.08620581,1.73009247,1.20650646,0.27033978,0.23838320
-5.51975988,4.58218379,0.02279568,0.23047855,0.02691511,2.14014613,1.77070108,1.22460111,0.28601061,0.23547637
-5.51375688,4.65124828,0.02321920,0.23402211,0.02736892,2.18691463,1.80700004,1.23895514,0.30085681,0.23176233
-5.50775388,4.70445147,0.02365457,0.23701264,0.02793708,2.22560782,1.83813170,1.24928453,0.31463517,0.22725135
-5.50175088,4.74064408,0.02408546,0.23938938,0.02859974,2.25541682,1.86331378,1.25537188,0.32711152,0.22197058
-5.49574787,4.75894056,0.02449753,0.24110666,0.02934049,2.27564803,1.88185950,1.25707141,0.33806737,0.21596235
-5.48974487,4.75874344,0.02487875,0.24213452,0.03014628,2.28574299,1.89319634,1.25431301,0.34730648,0.20928229
-5.48374187,4.73976317,0.02521967,0.24245894,0.03100729,2.28529642,1.89688271,1.24710501,0.35466102,0.20199742
-5.47773887,4.70203203,0.02551358,0.24208201,0.03191667,2.27407137,1.89262163,1.23553536,0.35999699,0.19418403
-5.47173587,4.64591093,0.02575658,0.24102158,0.03287031,2.25201080,1.88027082,1.21977094,0.36321873,0.18592562
-5.46573287,4.57208771,0.02594757,0.23931058,0.03386649,2.21924453,1.85984843,1.20005483,0.36427225,0.17731086
-5.45972986,4.48156624,0.02608808,0.23699593,0.03490544,2.17609105,1.83153401,1.17670125,0.36314718,0.16843151
-5.45372686,4.37564583,0.02618213,0.23413695,0.03598887,2.12305366,1.79566440,1.15008826,0.35987729,0.15938046
-5.44772386,4.25589111,0.02623586,0.23080330,0.03711942,2.06081087,1.75272441,1.12064831,0.35453947,0.15024987
-5.44172086,4.12409286,0.02625721,0.22707259,0.03830005,1.99020105,1.70333260,1.08885675,0.34725125,0.14112936
-5.43571786,3.98222112,0.02625546,0.22302756,0.03953340,1.91220195,1.64822259,1.05521874,0.33816694,0.13210442
-5.42971486,3.83237211,0.02624081,0.21875311,0.04082119,1.82790559,1.58822052,1.02025505,0.32747261,0.12325493
-5.42371186,3.67671114,0.02622390,0.21433318,0.04216364,1.73848969,1.52421969,0.98448726,0.31538006,0.11465386
-5.41770885,3.51741387,0.02621542,0.20984766,0.04355887,1.64518658,1.45715344,0.94842312,0.30212013,0.10636622
-5.41170585,3.35660844,0.02622562,0.20536951,0.04500258,1.54925103,1.38796736,0.91254258,0.28793562,0.09844820
-5.40570285,3.19632107,0.02626404,0.20096223,0.04648769,1.45192832,1.31759220,0.87728529,0.27307407,0.09094657
-5.39969985,3.03842743,0.02633923,0.19667778,0.04800419,1.35442369,1.24691846,0.84304009,0.25778087,0.08389840
-5.39369685,2.88461182,0.02645852,0.19255513,0.04953928,1.25787452,1.17677386,0.81013696,0.24229279,0.07733093
-5.38769385,2.73633579,0.02662798,0.18861944,0.05107748,1.16332625,1.10790452,0.77884184,0.22683226,0.07126183
-5.38169085,2.59481721,0.02685236,0.18488199,0.05260113,1.07171274,1.04096046,0.74935441,0.21160262,0.06569959
-5.37568784,2.46102005,0.02713520,0.18134079,0.05409092,0.98384165,0.97648584,0.72180902,0.19678437,0.06064422
-5.36968484,2.33565500,0.02747892,0.17798189,0.05552661,0.90038514,0.91491410,0.69627835,0.18253257,0.05608807
-5.36368184,2.21918969,0.02788501,0.17478121,0.05688783,0.82187583,0.85656781,0.67277975,0.16897540,0.05201686
-5.35767884,2.11186758,0.02835421,0.17170687,0.05815490,0.74870777,0.80166286,0.65128358,0.15621369,0.04841073
-5.35167584,2.01373356,0.02888670,0.16872182,0.05930974,0.68114184,0.75031638,0.63172320,0.14432152,0.04524540
-5.34567284,1.92466438,0.02948225,0.16578654,0.06033658,0.61931510,0.70255772,0.61400578,0.13334762,0.04249330
-5.33966983,1.84440179,0.03014027,0.16286178,0.06122266,0.56325310,0.65834155,0.59802351,0.12331739,0.04012463
-5.33366683,1.77258637,0.03085987,0.15991106,0.06195870,0.51288447,0.61756222,0.58366448,0.11423544,0.03810835
-5.32766383,1.70879010,0.03163981,0.15690280,0.06253926,0.46805682,0.58006860,0.57082280,0.10608844,0.03641304
-5.32166083,1.65254624,0.03247830,0.15381204,0.06296277,0.42855325,0.54567855,0.55940748,0.09884805,0.03500759
-5.31565783,1.60337519,0.03337284,0.15062157,0.06323139,0.39410869,0.51419238,0.54934987,0.09247385,0.03386176
-5.30965483,1.56080580,0.03431986,0.14732251,0.06335067,0.36442555,0.48540479,0.54060946,0.08691617,0.03294650
-5.30365183,1.52439174,0.03531444,0.14391431,0.06332896,0.33918807,0.45911500,0.53317816,0.08211861,0.03223423
-5.29764882,1.49372316,0.03634995,0.14040425,0.06317670,0.31807537,0.43513481,0.52708303,0.07802032,0.03169890
-5.29164582,1.46843433,0.03741773,0.13680643,0.06290559,0.30077259,0.41329470,0.52238790,0.07455797,0.03131594
-5.28564282,1.44820793,0.03850678,0.13314053,0.06252768,0.28698051,0.39344809,0.51919404,0.07166736,0.03106223
-5.27963982,1.43277720,0.03960363,0.12943029,0.06205456,0.27642341,0.37547397,0.51764030,0.06928483,0.03091591
-5.27363682,1.42192698,0.04069227,0.12570196,0.06149652,0.26885534,0.35927827,0.51790301,0.06734836,0.03085631
-5.26763382,1.41549462,0.04175418,0.12198283,0.06086189,0.26406507,0.34479440,0.52019592,0.06579853,0.03086380
-5.26163082,1.41337176,0.04276865,0.11829998,0.06015658,0.26187974,0.33198325,0.52477034,0.06457930,0.03091980
-5.25562781,1.41550732,0.04371312,0.11467929,0.05938377,0.26216741,0.32083307,0.53191549,0.06363876,0.03100681
-5.24962481,1.42191216,0.04456374,0.11114485,0.05854390,0.26483871,0.31135943,0.54195901,0.06292984,0.03110854
-5.24362181,1.43266511,0.04529610,0.10771881,0.05763480,0.26984746,0.30360555,0.55526736,0.06241095,0.03121015
-5.23761881,1.44791992,0.04588603,0.10442162,0.05665215,0.27719047,0.29764305,0.57224569,0.06204664,0.03129853
-5.23161581,1.46791238,0.04631046,0.10127266,0.05559001,0.28690632,0.29357310,0.59333686,0.06180829,0.03136272
-5.22561281,1.49296640,0.04654830,0.09829122,0.05444159,0.29907322,0.29152791,0.61901873,0.06167470,0.03139427
-5.21960980,1.52349791,0.04658140,0.09549777,0.05320005,0.31380565,0.29167236,0.64979958,0.06163261,0.03138770
-5.21360680,1.56001534,0.04639530,0.09291524,0.05185940,0.33124980,0.29420558,0.68621074,0.06167715,0.03134087
-5.20760380,1.60311541,0.04597994,0.09057047,0.05041529,0.35157780,0.29936206,0.72879626,0.06181209,0.03125538
-5.20160080,1.65347339,0.04533023,0.08849551,0.04886583,0.37498053,0.30741224,0.77809916,0.06204989,0.03113678
-5.19559780,1.71182708,0.04444641,0.08672870,0.04721221,0.40165924,0.31866197,0.83464437,0.06241144,0.03099473
-5.18959480,1.77895443,0.04333417,0.08531546,0.04545920,0.43181596,0.33345094,0.89891843,0.06292566,0.03084306
-5.18359180,1.85564489,0.04200466,0.08430877,0.04361544,0.46564303,0.35214960,0.97134637,0.06362864,0.03069957
-5.17758879,1.94266545,0.04047413,0.08376911,0.04169354,0.50331200,0.37515462,1.05226672,0.06456258,0.03058581
-5.17158579,2.04072245,0.03876357,0.08376404,0.03970999,0.54496233,0.40288288,1.14190545,0.06577443,0.03052657
-5.16558279,2.15042101,0.03689800,0.08436724,0.03768484,0.59069031,0.43576387,1.24035031,0.06731432,0.03054939
-5.15957979,2.27222404,0.03490572,0.08565722,0.03564127,0.64053888,0.47423086,1.34752681,0.06923374,0.03068378
-5.15357679,2.40641329,0.03281747,0.08771554,0.03360499,0.69448864,0.51871101,1.46317769,0.07158366,0.03096045
-5.14757379,2.55305475,0.03066550,0.09062480,0.03160355,0.75245092,0.56961473,1.58684719,0.07441265,0.03141044
-5.14157079,2.71197084,0.02848264,0.09446638,0.02966561,0.81426311,0.62732459,1.71787190,0.07776496,0.03206414
-5.13556778,2.88272164,0.02630139,0.09931803,0.02782014,0.87968685,0.69218444,1.85537933,0.08167880,0.03295045
-5.12956478,3.06459687,0.02415314,0.10525148,0.02609575,0.94840928,0.76448892,1.99829538,0.08618486,0.03409579
-5.12356178,3.25662012,0.02206743,0.11233006,0.02451993,1.02004761,0.84447401,2.14536132,0.09130509,0.03552327
-5.11755878,3.45756580,0.02007132,0.12060655,0.02311853,1.09415691,0.93230890,2.29516050,0.09705185,0.03725191
-5.11155578,3.66598907,0.01818896,0.13012124,0.02191517,1.17024098,1.02808968,2.44615433,0.10342747,0.03929597
-5.10555278,3.88026779,0.01644125,0.14090030,0.02093093,1.24776603,1.13183501,2.59672690,0.11042422,0.04166440
-5.09954977,4.09865510,0.01484562,0.15295451,0.02018399,1.32617651,1.24348416,2.74523637,0.11802473,0.04436046
-5.09354677,4.31934045,0.01341599,0.16627843,0.01968952,1.40491254,1.36289734,2.89007151,0.12620275,0.04738144
-5.08754377,4.54051607,0.01216281,0.18084993,0.01945958,1.48342816,1.48985843,3.02971060,0.13492433,0.05071861
-5.08154077,4.76044579,0.01109316,0.19663013,0.01950308,1.56120948,1.62407985,3.16278011,0.14414921,0.05435731
-5.07553777,4.97753243,0.01021100,0.21356371,0.01982592,1.63779188,1.76520948,3.28810994,0.15383247,0.05827717
-5.06953477,5.19037998,0.00951734,0.23157960,0.02043105,1.71277538,1.91283891,3.40478223,0.16392624,0.06245252
-5.06353177,5.39784707,0.00901058,0.25059190,0.02131862,1.78583736,2.06651285,3.51217071,0.17438138,0.06685295
-5.05752876,5.59908809,0.00868674,0.27050103,0.02248613,1.85674183,2.22573876,3.60996802,0.18514915,0.07144394
-5.05152576,5.79357935,0.00853975,0.29119508,0.02392854,1.92534477,2.38999628,3.69819868,0.19618254,0.07618763
-5.04552276,5.98112797,0.00856169,0.31255120,0.02563844,1.99159503,2.55874558,3.77721636,0.20743742,0.08104367
-5.03951976,6.16186229,0.00874302,0.33443708,0.02760608,2.05553071,2.73143396,3.84768460,0.21887323,0.08597007
-5.03351676,6.33620340,0.00907274,0.35671238,0.02981947,2.11727084,2.90750010,3.91054114,0.23045335,0.09092408
-5.02751376,6.50481864,0.00953866,0.37923006,0.03226439,2.17700283,3.08637545,3.96694700,0.24214491,0.09586305
-5.02151076,6.66855869,0.01012742,0.40183774,0.03492439,2.23496590,3.26748219,4.01822220,0.25391830,0.10074525
-5.01550775,6.82838108,0.01082475,0.42437880,0.03778079,2.29143132,3.45022784,4.06577090,0.26574613,0.10553055
-5.00950475,6.98526381,0.01161550,0.44669346,0.04081263,2.34668017,3.63399637,4.11099971,0.27760194,0.11018101
-5.00350175,7.14011325,0.01248385,0.46861979,0.04399664,2.40097965,3.81813617,4.15523293,0.28945854,0.11466136
-4.99749875,7.29367140,0.01341340,0.48999451,0.04730725,2.45455895,4.00194551,4.19962947,0.30128624,0.11893927
-4.99149575,7.44642733,0.01438731,0.51065390,0.05071657,2.50758587,4.18465627,4.24510573,0.31305089,0.12298553
-4.98549275,7.59853819,0.01538852,0.53043461,0.05419449,2.56014529,4.36541711,4.29226892,0.32471207,0.12677399
-4.97948974,7.74976424,0.01639988,0.54917454,0.05770874,2.61222052,4.54327735,4.34136468,0.33622133,0.13028144
-4.97348674,7.89942236,0.01740439,0.56671387,0.06122512,2.66367874,4.71717304,4.39224232,0.34752080,0.13348729
-4.96748374,8.04636131,0.01838542,0.58289609,0.06470777,2.71426121,4.88591674,4.44433997,0.35854204,0.13637327
-4.96148074,8.18896116,0.01932689,0.59756941,0.06811948,2.76357913,5.04819247,4.49669113,0.36920551,0.13892294
-4.95547774,8.32515804,0.02021360,0.61058821,0.07142220,2.81111553,5.20255739,4.54795267,0.37942054,0.14112134
-4.94947474,8.45249424,0.02103138,0.62181479,0.07457757,2.85623363,5.34745117,4.59645349,0.38908585,0.14295456
-4.94347174,8.56819212,0.02176736,0.63112144,0.07754760,2.89819152,5.48121399,4.64026167,0.39809084,0.14440947
-4.93746873,8.66924935,0.02241019,0.63839260,0.08029540,2.93616305,5.60211363,4.67726699,0.40631741,0.14547356
-4.93146573,8.75255166,0.02295020,0.64352734,0.08278601,2.96926426,5.70838149,4.70527492,0.41364253,0.14613490
-4.92546273,8.81499818,0.02337961,0.64644196,0.08498732,2.99658466,5.79825708,4.72210740,0.41994129,0.14638231
-4.91945973,8.85363409,0.02369264,0.64707268,0.08687100,3.01722222,5.87003962,4.72570543,0.42509048,0.14620573
-4.91345673,8.86578444,0.02388561,0.64537838,0.08841341,3.03032081,5.92214535,4.71422842,0.42897260,0.14559673
-4.90745373,8.84918292,0.02395701,0.64134316,0.08959659,3.03510855,5.95316811,4.68614535,0.43148001,0.14454924
-4.90145073,8.80208971,0.02390752,0.63497882,0.09040905,3.03093561,5.96194086,4.64031331,0.43251928,0.14306031
-4.89544772,8.72339262,0.02374001,0.62632688,0.09084659,3.01730969,5.94759508,4.57603966,0.43201532,0.14113106
-4.88944472,8.61268671,0.02345946,0.61546026,0.09091287,2.99392756,5.90961543,4.49312497,0.42991535,0.13876761
-4.88344172,8.47032856,0.02307291,0.60248430,0.09061989,2.96070120,5.84788639,4.39188494,0.42619234,0.13598194
-4.87743872,8.29746221,0.02258931,0.58753710,0.08998819,2.91777705,5.76272845,4.27315050,0.42084775,0.13279269
-4.87143572,8.09601559,0.02201937,0.57078914,0.08904683,2.86554738,5.65492139,4.13824654,0.41391356,0.12922579
-4.86543272,7.86866712,0.02137535,0.55244193,0.08783311,2.80465286,5.52571286,3.98895079,0.40545327,0.12531487
-4.85942971,7.61878394,0.02067090,0.53272592,0.08639198,2.73597601,5.37681111,3.82743503,0.39556192,0.12110142
-4.85342671,7.35033406,0.01992073,0.51189737,0.08477522,2.66062542,5.21036138,3.65619202,0.38436494,0.11663458
-4.84742371,7.06777649,0.01914044,0.49023448,0.08304036,2.57991113,5.02890631,3.47795166,0.37201597,0.11197071
-4.84142071,6.77593359,0.01834614,0.46803277,0.08124927,2.49531208,4.83533141,3.29559058,0.35869360,0.10717262
-4.83541771,6.47985123,0.01755422,0.44559973,0.07946670,2.40843656,4.63279745,3.11203929,0.34459713,0.10230842
-4.82941471,6.18465236,0.01678099,0.42324908,0.07775851,2.32097741,4.42466208,2.93019089,0.32994162,0.09745022
-4.82341171,5.89539005,0.01604237,0.40129471,0.07618996,2.23466351,4.21439379,2.75281523,0.31495221,0.09267251
-4.81740870,5.61690547,0.01535360,0.38004449,0.07482382,2.15120957,4.00548124,2.58248161,0.29985814,0.08805043
-4.81140570,5.35369650,0.01472887,0.35979427,0.07371861,2.07226614,3.80134159,2.42149288,0.28488661,0.08365790
-4.80540270,5.10980131,0.01418107,0.34082212,0.07292691,1.99937172,3.60523108,2.27183272,0.27025670,0.07956573
-4.79939970,4.88870101,0.01372148,0.32338313,0.07249382,1.93390890,3.42016130,2.13512745,0.25617368,0.07583976
-4.79339670,4.69324414,0.01335949,0.30770484,0.07245564,1.87706600,3.24882387,2.01262276,0.24282388,0.07253910
-4.78739370,4.52559478,0.01310245,0.29398348,0.07283882,1.82980557,3.09352618,1.90517521,0.23037029,0.06971454
-4.78139070,4.38720499,0.01295540,0.28238111,0.07365917,1.79284071,2.95613995,1.81325764,0.21894908,0.06740714
-4.77538769,4.27881134,0.01292099,0.27302357,0.07492147,1.76661985,2.83806417,1.73697700,0.20866716,0.06564713
-4.76938469,4.20045394,0.01299936,0.26599949,0.07661935,1.75132012,2.74020284,1.67610299,0.19960077,0.06445306
-4.76338169,4.15151602,0.01318814,0.26136002,0.07873551,1.74684929,2.66295788,1.63010524,0.19179509,0.06383128
-4.75737869,4.13078100,0.01348246,0.25911941,0.08124229,1.75285572,2.60623654,1.59819683,0.18526494,0.06377575
-4.75137569,4.13650360,0.01387505,0.25925622,0.08410248,1.76874561,2.56947254,1.57938186,0.17999637,0.06426817
-4.74537269,4.16649142,0.01435637,0.26171507,0.08727044,1.79370647,2.55165942,1.57250472,0.17594898,0.06527843
-4.73936968,4.21819295,0.01491485,0.26640882,0.09069337,1.82673585,2.55139446,1.57629900,0.17305895,0.06676537
-4.73336668,4.28878829,0.01553716,0.27322095,0.09431278,1.86667382,2.56693129,1.58943421,0.17124250,0.06867780
-4.72736368,4.37527908,0.01620851,0.28200815,0.09806607,1.91223811,2.59623914,1.61055856,0.17039969,0.07095580
-4.72136068,4.47457449,0.01691301,0.29260296,0.10188812,1.96206068,2.63706663,1.63833673,0.17041830,0.07353220
-4.71535768,4.58357062,0.01763408,0.30481639,0.10571290,2.01472440,2.68700798,1.67148167,0.17117771,0.07633424
-4.70935468,4.69922127,0.01835489,0.31844056,0.10947506,2.06879894,2.74356992,1.70877985,0.17255266,0.07928536
-4.70335168,4.81859874,0.01905874,0.33325124,0.11311138,2.12287502,2.80423715,1.74910986,0.17441677,0.08230702
-4.69734867,4.93894399,0.01972953,0.34901050,0.11656212,2.17559608,2.86653499,1.79145452,0.17664563,0.08532066
-4.69134567,5.05770580,0.02035214,0.36546935,0.11977221,2.22568714,2.92808772,1.83490690,0.17911970,0.08824949
-4.68534267,5.17256963,0.02091284,0.38237062,0.12269222,2.27198016,2.98667137,1.87867108,0.18172662,0.09102031
-4.67933967,5.28147694,0.02139964,0.39945201,0.12527924,2.31343591,3.04026002,1.92205839,0.18436333,0.09356516
-4.67333667,5.38263622,0.02180253,0.41644948,0.12749742,2.34916203,3.08706495,1.96448031,0.18693768,0.09582285
-4.66733367,5.47452739,0.02211375,0.43310109,0.12931850,2.37842743,3.12556614,2.00543908,0.18936986,0.09774020
-4.66133067,5.55590098,0.02232797,0.44915117,0.13072200,2.40067300,3.15453575,2.04451716,0.19159341,0.09927317
-4.65532766,5.62577397,0.02244232,0.46435497,0.13169533,2.41551881,3.17305384,2.08136657,0.19355616,0.10038760
-4.64932466,5.68342361,0.02245648,0.47848371,0.13223377,2.42276786,3.18051610,2.11569917,0.19522093,0.10105976
-4.64332166,5.72838061,0.02237258,0.49132992,0.13234027,2.42240671,3.17663436,2.14727854,0.19656604,0.10127660
