energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,W_p_up,W_d_up
-6.00000000,0.57707762,0.00038640,0.02937844,0.26588399,0.00018166,0.20562818,0.25729034
-5.99399700,0.62413464,0.00041914,0.03175643,0.28735069,0.00019708,0.22194749,0.27850035
-5.98799400,0.67080617,0.00045141,0.03412214,0.30867872,0.00021227,0.23819778,0.29950036
-5.98199100,0.71630587,0.00048268,0.03643625,0.32950465,0.00022700,0.25409394,0.31994170
-5.97598799,0.75983310,0.00051243,0.03865902,0.34945950,0.00024101,0.26934721,0.33946840
-5.96998499,0.80059549,0.00054011,0.04075145,0.36817917,0.00025406,0.28367322,0.35772723
-5.96398199,0.83783277,0.00056521,0.04267657,0.38531548,0.00026590,0.29680047,0.37437834
-5.95797899,0.87084118,0.00058724,0.04440066,0.40054742,0.00027630,0.30847900,0.38910611
-5.95197599,0.89899716,0.00060577,0.04589453,0.41359212,0.00028506,0.31848871,0.40162974
-5.94597299,0.92177958,0.00062043,0.04713464,0.42421505,0.00029201,0.32664726,0.41171317
-5.93996998,0.93878911,0.00063091,0.04810413,0.43223895,0.00029700,0.33281680,0.41917377
-5.93396698,0.94976414,0.00063701,0.04879358,0.43755114,0.00029995,0.33690959,0.42388947
-5.92796398,0.95459214,0.00063861,0.04920162,0.44010867,0.00030080,0.33889191,0.42580388
-5.92196098,0.95331605,0.00063570,0.04933522,0.43994122,0.00029953,0.33878616,0.42492923
-5.91595798,0.94613515,0.00062837,0.04920961,0.43715133,0.00029621,0.33667106,0.42134686
-5.90995498,0.93340035,0.00061683,0.04884803,0.43191208,0.00029091,0.33267970,0.41520528
-5.90395198,0.91560405,0.00060136,0.04828103,0.42446217,0.00028378,0.32699575,0.40671581
-5.89794897,0.89336485,0.00058234,0.04754559,0.41509857,0.00027499,0.31984770,0.39614599
-5.89194597,0.86740787,0.00056025,0.04668387,0.40416710,0.00026475,0.31150149,0.38381106
-5.88594297,0.83854135,0.00053560,0.04574181,0.39205121,0.00025330,0.30225186,0.37006388
-5.87993997,0.80763070,0.00050899,0.04476759,0.37915952,0.00024090,0.29241259,0.35528373
-5.87393697,0.77557094,0.00048104,0.04380987,0.36591255,0.00022784,0.28230624,0.33986439
-5.86793397,0.74325873,0.00045241,0.04291614,0.35272923,0.00021440,0.27225368,0.32420214
-5.86193097,0.71156517,0.00042376,0.04213096,0.34001370,0.00020087,0.26256386,0.30868410
-5.85592796,0.68131026,0.00039575,0.04149443,0.32814291,0.00018753,0.25352414,0.29367733
-5.84992496,0.65324023,0.00036905,0.04104069,0.31745554,0.00017465,0.24539177,0.27951913
-5.84392196,0.62800824,0.00034428,0.04079680,0.30824250,0.00016248,0.23838650,0.26650892
-5.83791896,0.60615932,0.00032206,0.04078171,0.30073950,0.00015126,0.23268491,0.25490183
-5.83191596,0.58811978,0.00030297,0.04100570,0.29512178,0.00014120,0.22841633,0.24490429
-5.82591296,0.57419141,0.00028755,0.04147008,0.29150118,0.00013248,0.22566066,0.23667157
-5.81990995,0.56455031,0.00027631,0.04216727,0.28992557,0.00012528,0.22444810,0.23030731
-5.81390695,0.55925040,0.00026970,0.04308121,0.29038060,0.00011971,0.22476057,0.22586495
-5.80790395,0.55823091,0.00026817,0.04418812,0.29279349,0.00011590,0.22653491,0.22335081
-5.80190095,0.56132767,0.00027211,0.04545758,0.29703885,0.00011394,0.22966753,0.22272859
-5.79589795,0.56828721,0.00028186,0.04685390,0.30294597,0.00011389,0.23402035,0.22392514
-5.78989495,0.57878320,0.00029777,0.04833762,0.31030743,0.00011580,0.23942775,0.22683695
-5.78389195,0.59243427,0.00032010,0.04986724,0.31888853,0.00011970,0.24570411,0.23133718
-5.77788894,0.60882249,0.00034911,0.05140101,0.32843713,0.00012560,0.25265176,0.23728293
-5.77188594,0.62751161,0.00038500,0.05289866,0.33869359,0.00013350,0.26006893,0.24452220
-5.76588294,0.64806438,0.00042794,0.05432316,0.34940021,0.00014339,0.26775733,0.25290055
-5.75987994,0.67005820,0.00047803,0.05564219,0.36031005,0.00015522,0.27552916,0.26226688
-5.75387694,0.69309851,0.00053534,0.05682944,0.37119459,0.00016896,0.28321318,0.27247833
-5.74787394,0.71682951,0.00059987,0.05786567,0.38185002,0.00018455,0.29065969,0.28340404
-5.74187094,0.74094175,0.00067154,0.05873934,0.39210209,0.00020191,0.29774420,0.29492764
-5.73586793,0.76517658,0.00075019,0.05944686,0.40180913,0.00022095,0.30436968,0.30694846
-5.72986493,0.78932726,0.00083560,0.05999255,0.41086353,0.00024156,0.31046748,0.31938145
-5.72386193,0.81323706,0.00092742,0.06038812,0.41919140,0.00026361,0.31599669,0.33215596
-5.71785893,0.83679445,0.00102523,0.06065180,0.42675080,0.00028697,0.32094236,0.34521336
-5.71185593,0.85992607,0.00112849,0.06080723,0.43352855,0.00031147,0.32531253,0.35850390
-5.70585293,0.88258780,0.00123653,0.06088198,0.43953599,0.00033693,0.32913429,0.37198296
-5.69984992,0.90475476,0.00134860,0.06090603,0.44480405,0.00036312,0.33244936,0.38560687
-5.69384692,0.92641091,0.00146380,0.06091006,0.44937779,0.00038985,0.33530915,0.39932891
-5.68784392,0.94753906,0.00158114,0.06092382,0.45331100,0.00041685,0.33776993,0.41309544
-5.68184092,0.96811198,0.00169953,0.06097459,0.45666111,0.00044387,0.33988823,0.42684280
-5.67583792,0.98808526,0.00181778,0.06108583,0.45948476,0.00047063,0.34171685,0.44049506
-5.66983492,1.00739272,0.00193460,0.06127610,0.46183437,0.00049686,0.34330164,0.45396292
-5.66383192,1.02594461,0.00204867,0.06155839,0.46375587,0.00052227,0.34467939,0.46714408
-5.65782891,1.04362901,0.00215861,0.06193977,0.46528783,0.00054656,0.34587692,0.47992496
-5.65182591,1.06031651,0.00226306,0.06242148,0.46646206,0.00056947,0.34691131,0.49218399
