energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.59779890,3.50748488,0.01362322,0.59340591,0.03506527,3.46934550,1.13072426,0.15426591,1.36141581
-5.59179590,3.46045777,0.01284303,0.57290253,0.03596359,3.25296441,1.15939125,0.15562437,1.34753216
-5.58579290,3.41907905,0.01212070,0.55342394,0.03710794,3.05054280,1.18727478,0.15701931,1.33647831
-5.57978989,3.38339769,0.01146567,0.53511346,0.03849433,2.86457480,1.21373173,0.15840379,1.32829331
-5.57378689,3.35313170,0.01088525,0.51805212,0.04011206,2.69700933,1.23807777,0.15972116,1.32287641
-5.56778389,3.32769782,0.01038453,0.50226120,0.04194339,2.54922340,1.25961261,0.16090743,1.31999703
-5.56178089,3.30625455,0.00996651,0.48770709,0.04396357,2.42201517,1.27764770,0.16189416,1.31931012
-5.55577789,3.28775591,0.00963217,0.47430839,0.04614116,2.31561586,1.29153516,0.16261156,1.32037594
-5.54977489,3.27101279,0.00938071,0.46194435,0.04843860,2.22971883,1.30069640,0.16299167,1.32268326
-5.54377189,3.25475871,0.00920990,0.45046450,0.05081311,2.16352373,1.30464917,0.16297161,1.32567477
-5.53776888,3.23771677,0.00911636,0.43969864,0.05321788,2.11579353,1.30303170,0.16249645,1.32877350
-5.53176588,3.21866477,0.00909608,0.42946691,0.05560341,2.08492155,1.29562274,0.16152187,1.33140920
-5.52576288,3.19649568,0.00914478,0.41958925,0.05791911,2.06900599,1.28235679,0.16001624,1.33304357
-5.51975988,3.17027133,0.00925847,0.40989408,0.06011500,2.06592915,1.26333369,0.15796220,1.33319344
-5.51375688,3.13926737,0.00943383,0.40022579,0.06214352,2.07343851,1.23882248,0.15535761,1.33145123
-5.50775388,3.10300833,0.00966875,0.39045074,0.06396126,2.08922719,1.20925927,0.15221589,1.32750194
-5.50175088,3.06129206,0.00996267,0.38046189,0.06553071,2.11101127,1.17523958,0.14856572,1.32113651
-5.49574787,3.01420321,0.01031700,0.37018173,0.06682177,2.13660169,1.13750553,0.14445020,1.31226105
-5.48974487,2.96211604,0.01073533,0.35956379,0.06781313,2.16396878,1.09692856,0.13992551,1.30090206
-5.48374187,2.90568706,0.01122364,0.34859269,0.06849327,2.19129759,1.05448854,0.13505914,1.28720752
-5.47773887,2.84583821,0.01179033,0.33728298,0.06886120,2.21703272,1.01125017,0.12992786,1.27144404
-5.47173587,2.78373168,0.01244618,0.32567683,0.06892677,2.23991146,0.96833741,0.12461539,1.25399024
-5.46573287,2.72073728,0.01320414,0.31384090,0.06871060,2.25898459,0.92690693,0.11921010,1.23532669
-5.45972986,2.65839358,0.01407898,0.30186259,0.06824357,2.27362449,0.88812126,0.11380254,1.21602253
-5.45372686,2.59836377,0.01508677,0.28984570,0.06756591,2.28352074,0.85312223,0.10848314,1.19671929
-5.44772386,2.54238746,0.01624435,0.27790596,0.06672592,2.28866355,0.82300519,0.10333997,1.17811208
-5.44172086,2.49222921,0.01756851,0.26616632,0.06577834,2.28931615,0.79879436,0.09845673,1.16092874
-5.43571786,2.44962510,0.01907523,0.25475235,0.06478248,2.28597720,0.78141965,0.09391086,1.14590709
-5.42971486,2.41622818,0.02077875,0.24378777,0.06380011,2.27933517,0.77169494,0.08977195,1.13377109
-5.42371186,2.39355392,0.02269067,0.23339021,0.06289324,2.27021643,0.77029807,0.08610032,1.12520615
-5.41770885,2.38292701,0.02481900,0.22366735,0.06212195,2.25952943,0.77775269,0.08294587,1.12083443
-5.41170585,2.38543064,0.02716732,0.21471340,0.06154216,2.24820728,0.79441198,0.08034710,1.12119072
-5.40570285,2.40185988,0.02973400,0.20660614,0.06120370,2.23715132,0.82044473,0.07833044,1.12669963
-5.39969985,2.43268056,0.03251154,0.19940440,0.06114847,2.22717803,0.85582382,0.07690972,1.13765501
-5.39369685,2.47799550,0.03548614,0.19314620,0.06140906,2.21897166,0.90031782,0.07608589,1.15420242
-5.38769385,2.53751950,0.03863743,0.18784751,0.06200763,2.21304480,0.95348602,0.07584701,1.17632541
-5.38169085,2.61056499,0.04193852,0.18350162,0.06295527,2.20970851,1.01467758,0.07616845,1.20383657
-5.37568784,2.69603947,0.04535621,0.18007936,0.06425173,2.20905352,1.08303537,0.07701338,1.23637395
-5.36968484,2.79245622,0.04885162,0.17752993,0.06588565,2.21094335,1.15750503,0.07833349,1.27340345
-5.36368184,2.89795869,0.05238091,0.17578260,0.06783520,2.21501971,1.23684977,0.08007009,1.31422757
-5.35767884,3.01035928,0.05589646,0.17474907,0.07006904,2.22071996,1.31967111,0.08215544,1.35800068
-5.35167584,3.12719177,0.05934806,0.17432663,0.07254771,2.22730598,1.40443576,0.08451440,1.40375059
-5.34567284,3.24577685,0.06268443,0.17440193,0.07522521,2.23390297,1.48950828,0.08706636,1.45040610
-5.33966983,3.36329890,0.06585482,0.17485534,0.07805079,2.23954672,1.57318916,0.08972740,1.49682969
-5.33366683,3.47689191,0.06881058,0.17556580,0.08097087,2.24323686,1.65375735,0.09241270,1.54185442
-5.32766383,3.58373179,0.07150682,0.17641600,0.08393091,2.24399410,1.72951615,0.09503899,1.58432369
-5.32166083,3.68113165,0.07390397,0.17729772,0.08687727,2.24091859,1.79884112,0.09752714,1.62313244
-5.31565783,3.76663659,0.07596908,0.17811721,0.08975891,2.23324696,1.86022816,0.09980469,1.65726813
-5.30965483,3.83811429,0.07767707,0.17880045,0.09252880,2.22040565,1.91234016,0.10180823,1.68584983
-5.30365183,3.89383751,0.07901153,0.17929798,0.09514518,2.20205815,1.95405034,0.10348551,1.70816377
-5.29764882,3.93255526,0.07996534,0.17958935,0.09757244,2.17814441,1.98448032,0.10479731,1.72369381
-5.29164582,3.95354943,0.08054091,0.17968681,0.09978171,2.14891080,2.00303159,0.10571881,1.73214544
-5.28564282,3.95667449,0.08075008,0.17963836,0.10175110,2.11492972,2.00940870,0.10624048,1.73346233
-5.27963982,3.94237858,0.08061368,0.17952971,0.10346573,2.07710818,2.00363332,0.10636842,1.72783458
-5.27363682,3.91170491,0.08016078,0.17948549,0.10491744,2.03668551,1.98604840,0.10612414,1.71569832
-5.26763382,3.86627358,0.07942775,0.17966927,0.10610435,1.99522029,1.95731233,0.10554375,1.69772667
-5.26163082,3.80824452,0.07845699,0.18028262,0.10703020,1.95456751,1.91838324,0.10467655,1.67481241
-5.25562781,3.74026304,0.07729561,0.18156306,0.10770373,1.91684677,1.87049423,0.10358316,1.64804316
-5.24962481,3.66539037,0.07599397,0.18378098,0.10813796,1.88440289,1.81512049,0.10233319,1.61866999
-5.24362181,3.58702185,0.07460424,0.18723561,0.10834950,1.85976013,1.75393981,0.10100259,1.58807081
-5.23761881,3.50879592,0.07317891,0.19224986,0.10835794,1.84557138,1.68878807,0.09967075,1.55770996
-5.23161581,3.43449727,0.07176954,0.19916445,0.10818539,1.84456352,1.62161143,0.09841757,1.52909551
-5.22561281,3.36795748,0.07042548,0.20833097,0.10785602,1.85948011,1.55441715,0.09732049,1.50373588
-5.21960980,3.31295632,0.06919287,0.22010428,0.10739578,1.89302232,1.48922474,0.09645170,1.48309713
-5.21360680,3.27312660,0.06811379,0.23483411,0.10683218,1.94778881,1.42801902,0.09587570,1.46856238
-5.20760380,3.25186522,0.06722561,0.25285607,0.10619405,2.02621543,1.37270646,0.09564715,1.46139442
-5.20160080,3.25225217,0.06656046,0.27448208,0.10551139,2.13051503,1.32507611,0.09580926,1.46270263
-5.19559780,3.27697943,0.06614501,0.29999048,0.10481514,2.26261808,1.28676552,0.09639268,1.47341469
-5.18959480,3.32829048,0.06600026,0.32961582,0.10413679,2.42411463,1.25923265,0.09741498,1.49425379
-5.18359180,3.40793123,0.06614151,0.36353876,0.10350804,2.61619825,1.24373342,0.09888064,1.52572152
-5.17758879,3.51711255,0.06657846,0.40187606,0.10296013,2.83961288,1.24130532,0.10078168,1.56808642
-5.17158579,3.65648431,0.06731528,0.44467123,0.10252315,3.09460352,1.25275624,0.10309872,1.62137822
-5.16558279,3.82612050,0.06835082,0.49188590,0.10222515,3.38087232,1.27865848,0.10580241,1.68538748
-5.15957979,4.02551510,0.06967876,0.54339248,0.10209120,3.69754137,1.31934694,0.10885534,1.75967023
-5.15357679,4.25358790,0.07128782,0.59896837,0.10214227,4.04312407,1.37492105,0.11221396,1.84355724
-5.14757379,4.50869984,0.07316188,0.65829213,0.10239425,4.41550686,1.44524954,0.11583079,1.93616749
-5.14157079,4.78867709,0.07528024,0.72094187,0.10285688,4.81194324,1.52997751,0.11965643,2.03642527
-5.13556778,5.09084330,0.07761771,0.78639637,0.10353290,5.22906173,1.62853522,0.12364159,2.14308062
-5.12956478,5.41205944,0.08014482,0.85403894,0.10441735,5.66288932,1.74014795,0.12773871,2.25473233
-5.12356178,5.74877060,0.08282804,0.92316430,0.10549710,6.10889146,1.86384677,0.13190335,2.36985344
-5.11755878,6.09705915,0.08563001,0.99298850,0.10675076,6.56202918,1.99847990,0.13609514,2.48681837
-5.11155578,6.45270363,0.08850984,1.06266175,0.10814882,7.01683317,2.14272453,0.14027829,2.60393157
-5.10555278,6.81124261,0.09142352,1.13128403,0.10965416,7.46749423,2.29509928,0.14442165,2.71945702
-5.09954977,7.16804285,0.09432439,1.19792299,0.11122295,7.90796824,2.45397728,0.14849825,2.83164824
-5.09354677,7.51837065,0.09716367,1.26163384,0.11280579,8.33209370,2.61760026,0.15248462,2.93877833
-5.08754377,7.85746578,0.09989122,1.32148048,0.11434909,8.73371854,2.78409394,0.15635958,3.03916951
-5.08154077,8.18061651,0.10245625,1.37655732,0.11579676,9.10683287,2.95148500,0.16010300,3.13122184
-5.07553777,8.48323506,0.10480824,1.42601101,0.11709189,9.44570352,3.11772022,0.16369430,3.21344041
-5.06953477,8.76093186,0.10689785,1.46906129,0.11817853,9.74500610,3.28068786,0.16711105,3.28446085
-5.06353177,9.00958787,0.10867799,1.50502036,0.11900350,9.99995030,3.43824183,0.17032768,3.34307248
-5.05752876,9.22542332,0.11010479,1.53330992,0.11951793,10.20639402,3.58822861,0.17331443,3.38823873
-5.05152576,9.40506206,0.11113868,1.55347537,0.11967885,10.36094258,3.72851718,0.17603669,3.41911459
-5.04552276,9.54559005,0.11174537,1.56519668,0.11945031,10.46102951,3.85703161,0.17845470,3.43506058
-5.03951976,9.64460706,0.11189677,1.56829554,0.11880441,10.50497618,3.97178607,0.18052381,3.43565307
-5.03351676,9.70027047,0.11157178,1.56273859,0.11772196,10.49202835,4.07092166,0.18219521,3.42069070
-5.02751376,9.71133015,0.11075699,1.54863673,0.11619282,10.42236850,4.15274426,0.18341717,3.39019674
-5.02151076,9.67715348,0.10944714,1.52624047,0.11421600,10.29710379,4.21576237,0.18413666,3.34441733
-5.01550775,9.59773980,0.10764539,1.49593178,0.11179940,10.11823025,4.25872363,0.18430140,3.28381555
-5.00950475,9.47372357,0.10536338,1.45821261,0.10895938,9.88857480,4.28064885,0.18386214,3.20906144
-5.00350175,9.30636566,0.10262109,1.41369067,0.10572003,9.61171736,4.28086184,0.18277501,3.12101810
-4.99749875,9.09753271,0.09944639,1.36306299,0.10211238,9.29189588,4.25901384,0.18100394,3.02072410
-4.99149575,8.84966418,0.09587445,1.30709786,0.09817333,8.93389768,4.21510100,0.17852284,2.90937266
-4.98549275,8.56572780,0.09194688,1.24661580,0.09394463,8.54294090,4.14947383,0.17531753,2.78828778
-4.97948974,8.24916365,0.08771075,1.18247018,0.08947174,8.12454985,4.06283760,0.17138726,2.65889815
-4.97348674,7.90381808,0.08321740,1.11552808,0.08480270,7.68442827,3.95624322,0.16674568,2.52270918
-4.96748374,7.53386884,0.07852120,1.04665193,0.07998704,7.22833425,3.83106831,0.16142125,2.38127399
-4.96148074,7.14374312,0.07367826,0.97668247,0.07507471,6.76196047,3.68898879,0.15545708,2.23616400
-4.95547774,6.73803061,0.06874506,0.90642336,0.07011512,6.29082277,3.53194173,0.14891010,2.08893997
-4.94947474,6.32139407,0.06377717,0.83662787,0.06515631,5.82016013,3.36208059,0.14184969,1.94112414
-4.94347174,5.89847983,0.05882804,0.76798778,0.06024414,5.35484788,3.18172428,0.13435581,1.79417445
-4.93746873,5.47383115,0.05394792,0.70112474,0.05542167,4.89932625,2.99330223,0.12651675,1.64946129
-4.93146573,5.05180689,0.04918287,0.63658405,0.05072873,4.45754497,2.79929711,0.11842654,1.50824770
-4.92546273,4.63650825,0.04457403,0.57483099,0.04620151,4.03292465,2.60218784,0.11018221,1.37167330
-4.91945973,4.23171563,0.04015702,0.51624943,0.04187242,3.62833476,2.40439470,0.10188107,1.24074262
-4.91345673,3.84083777,0.03596158,0.46114274,0.03777001,3.24608769,2.20822884,0.09361803,1.11631787
-4.90745373,3.46687432,0.03201139,0.40973665,0.03391911,2.88794770,2.01584788,0.08548311,0.99911643
-4.90145073,3.11239290,0.02832410,0.36218392,0.03034108,2.55515344,1.82921918,0.07755937,0.88971288
-4.89544772,2.77952091,0.02491153,0.31857046,0.02705421,2.24845208,1.65009172,0.06992107,0.78854539
-4.88944472,2.46995158,0.02178004,0.27892260,0.02407427,1.96814314,1.47997745,0.06263240,0.69592612
-4.88344172,2.18496363,0.01893102,0.24321524,0.02141511,1.71412980,1.32014202,0.05574655,0.61205507
-4.87743872,1.92545285,0.01636145,0.21138047,0.01908948,1.48597534,1.17160482,0.04930535,0.53703669
-4.87143572,1.69197376,0.01406463,0.18331646,0.01710979,1.28296261,1.03514750,0.04333926,0.47089863
-4.86543272,1.48478907,0.01203085,0.15889619,0.01548899,1.10415424,0.91133002,0.03786776,0.41361173
-4.85942971,1.30392435,0.01024814,0.13797586,0.01424141,0.94845172,0.80051266,0.03290015,0.36511039
-4.85342671,1.14922517,0.00870299,0.12040262,0.01338366,0.81465140,0.70288269,0.02843650,0.32531253
-4.84742371,1.02041394,0.00738102,0.10602146,0.01293532,0.70149598,0.61848374,0.02446886,0.29413821
-4.84142071,0.91714381,0.00626763,0.09468117,0.01291966,0.60772006,0.54724632,0.02098260,0.27152616
-4.83541771,0.83904691,0.00534857,0.08623895,0.01336404,0.53208892,0.48901772,0.01795776,0.25744734
-4.82941471,0.78577491,0.00461045,0.08056395,0.01430027,0.47342956,0.44358968,0.01537035,0.25191509
-4.82341171,0.75702970,0.00404109,0.07753930,0.01576455,0.43065379,0.41072258,0.01319368,0.25499095
-4.81740870,0.75258280,0.00362989,0.07706294,0.01779726,0.40277307,0.39016485,0.01139945,0.26678606
-4.81140570,0.77228244,0.00336804,0.07904701,0.02044225,0.38890521,0.38166686,0.00995876,0.28745757
-4.80540270,0.81604765,0.00324862,0.08341610,0.02374597,0.38827330,0.38498860,0.00884293,0.31720009
-4.79939970,0.88384950,0.00326663,0.09010423,0.02775603,0.40019744,0.39990103,0.00802411,0.35623208
-4.79339670,0.97567990,0.00341897,0.09905098,0.03251955,0.42407997,0.42618115,0.00747575,0.40477758
-4.78739370,1.09150929,0.00370424,0.11019673,0.03808107,0.45938529,0.46360109,0.00717285,0.46304362
-4.78139070,1.23123484,0.00412256,0.12347734,0.04448015,0.50561531,0.51191215,0.00709209,0.53119409
-4.77538769,1.39462143,0.00467523,0.13881856,0.05174882,0.56228190,0.57082464,0.00721177,0.60932092
-4.76938469,1.58123833,0.00536435,0.15613036,0.05990872,0.62887766,0.63998475,0.00751174,0.69741375
-4.76338169,1.79039464,0.00619243,0.17530159,0.06896828,0.70484663,0.71895011,0.00797312,0.79532945
-4.75737869,2.02107710,0.00716187,0.19619512,0.07891995,0.78955637,0.80716535,0.00857810,0.90276290
-4.75137569,2.27189407,0.00827447,0.21864399,0.08973759,0.88227306,0.90393961,0.00930958,1.01922067
-4.74537269,2.54102926,0.00953090,0.24244859,0.10137425,0.98214101,1.00842758,0.01015099,1.14399929
-4.73936968,2.82620904,0.01093017,0.26737538,0.11376038,1.08816806,1.11961558,0.01108595,1.27616960
-4.73336668,3.12468637,0.01246915,0.29315712,0.12680277,1.19921794,1.23631438,0.01209813,1.41456877
-4.72736368,3.43324426,0.01414207,0.31949495,0.14038415,1.31401067,1.35715971,0.01317111,1.55780110
-4.72136068,3.74822058,0.01594021,0.34606223,0.15436371,1.43113137,1.48062147,0.01428834,1.70424874
-4.71535768,4.06555529,0.01785153,0.37251026,0.16857858,1.54904799,1.60502208,0.01543320,1.85209262
-4.70935468,4.38086006,0.01986055,0.39847566,0.18284621,1.66613754,1.72856394,0.01658909,1.99934383
-4.70335168,4.68950909,0.02194830,0.42358922,0.19696782,1.78072029,1.84936554,0.01773971,2.14388488
-4.69734867,4.98674869,0.02409239,0.44748605,0.21073263,1.89110080,1.96550528,0.01886929,2.28351990
-4.69134567,5.26782215,0.02626731,0.46981641,0.22392297,1.99561433,2.07507141,0.01996300,2.41603219
-4.68534267,5.52810521,0.02844486,0.49025704,0.23632003,2.09267665,2.17621637,0.02100733,2.53924704
-4.67933967,5.76324677,0.03059471,0.50852222,0.24771000,2.18083510,2.26721311,0.02199045,2.65109745
-4.67333667,5.96930882,0.03268515,0.52437425,0.25789050,2.25881852,2.34651111,0.02290271,2.74968995
-4.66733367,6.14289912,0.03468394,0.53763273,0.26667688,2.32558355,2.41278936,0.02373692,2.83336755
-4.66133067,6.28129045,0.03655925,0.54818203,0.27390836,2.38035492,2.46500383,0.02448873,2.90076694
-4.65532766,6.38252056,0.03828069,0.55597679,0.27945351,2.42265744,2.50242702,0.02515683,2.95086717
-4.64932466,6.44546755,0.03982037,0.56104473,0.28321502,2.45233794,2.52467768,0.02574307,2.98302735
-4.64332166,6.46989681,0.04115387,0.56348686,0.28513343,2.46957561,2.53173886,0.02625254,2.99701131
-4.63731866,6.45647664,0.04226125,0.56347474,0.28518980,2.47487981,2.52396347,0.02669335,2.99299799
-4.63131566,6.40676145,0.04312784,0.56124494,0.28340702,2.46907536,2.50206688,0.02707649,2.97157676
-4.62531266,6.32314297,0.04374504,0.55709084,0.27984989,2.45327530,2.46710667,0.02741539,2.93372783
-4.61930965,6.20877146,0.04411077,0.55135203,0.27462391,2.42884266,2.42045062,0.02772550,2.88078850
-4.61330665,6.06745055,0.04422983,0.54440186,0.26787278,2.39734241,2.36373419,0.02802366,2.81440679
-4.60730365,5.90351067,0.04411402,0.53663357,0.25977482,2.36048627,2.29880978,0.02832753,2.73648482
-4.60130065,5.72166679,0.04378201,0.52844579,0.25053848,2.32007261,2.22768981,0.02865486,2.64911427
-4.59529765,5.52686742,0.04325901,0.52022785,0.24039699,2.27792458,2.15248664,0.02902285,2.55450739
-4.58929465,5.32414167,0.04257619,0.51234591,0.22960253,2.23582937,2.07535180,0.02944752,2.45492639
-4.58329165,5.11845130,0.04176998,0.50513025,0.21842009,2.19548149,1.99841749,0.02994315,2.35261478
-4.57728864,4.91455425,0.04088110,0.49886461,0.20712113,2.15843294,1.92374263,0.03052179,2.24973341
-4.57128564,4.71688527,0.03995358,0.49377788,0.19597740,2.12605237,1.85326587,0.03119299,2.14830405
-4.56528264,4.52945822,0.03903355,0.49003861,0.18525492,2.09949531,1.78876708,0.03196362,2.05016273
-4.55927964,4.35579326,0.03816805,0.48775260,0.17520842,2.07968633,1.73183876,0.03283783,1.95692422
-4.55327664,4.19887060,0.03740381,0.48696354,0.16607621,2.06731399,1.68386782,0.03381727,1.86995880
-4.54727364,4.06111131,0.03678599,0.48765672,0.15807561,2.06283811,1.64602802,0.03490136,1.79038136
-4.54127064,3.94438380,0.03635697,0.48976544,0.15139893,2.06650865,1.61928246,0.03608777,1.71905249
-4.53526763,3.85003369,0.03615521,0.49317984,0.14621008,2.07839452,1.60439518,0.03737301,1.65659036
-4.52926463,3.77893340,0.03621418,0.49775749,0.14264173,2.09842058,1.60195065,0.03875303,1.60339191
-4.52326163,3.73154706,0.03656141,0.50333524,0.14079304,2.12641000,1.61237923,0.04022389,1.55966121
-4.51725863,3.70800588,0.03721761,0.50974156,0.14072789,2.16212971,1.63598693,0.04178242,1.52544286
-4.51125563,3.70818866,0.03819602,0.51680883,0.14247371,2.20533583,1.67298719,0.04342676,1.50065787
-4.50525263,3.73180231,0.03950180,0.52438467,0.14602077,2.25581660,1.72353289,0.04515683,1.48513987
-4.49924962,3.77845773,0.04113166,0.53234199,0.15132206,2.31343022,1.78774641,0.04697463,1.47866920
-4.49324662,3.84773656,0.04307367,0.54058704,0.15829372,2.37813547,1.86574602,0.04888433,1.48100321
