energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.75987994,1.77955567,0.34192457,0.75743342,0.00815087,0.12863923,0.48764589,0.00000000,0.44505281,0.07003498
-5.75387694,1.80709883,0.35313005,0.77021364,0.00775318,0.13027330,0.49339950,0.00000000,0.46681246,0.07064861
-5.74787394,1.83881168,0.36562798,0.78523822,0.00735884,0.13223090,0.50083374,0.00000000,0.48959254,0.07123779
-5.74187094,1.87509448,0.37957038,0.80260978,0.00696916,0.13453254,0.51017493,0.00000000,0.51343404,0.07181645
-5.73586793,1.91623438,0.39508573,0.82236842,0.00658553,0.13718953,0.52160982,0.00000000,0.53836169,0.07239773
-5.72986493,1.96238776,0.41226997,0.84448889,0.00620948,0.14020348,0.53527587,0.00000000,0.56437696,0.07299310
-5.72386193,2.01356550,0.43117805,0.86887921,0.00584263,0.14356591,0.55125248,0.00000000,0.59145136,0.07361157
-5.71785893,2.06962159,0.45181657,0.89538067,0.00548665,0.14725820,0.56955374,0.00000000,0.61952037,0.07425891
-5.71185593,2.13024587,0.47413781,0.92376939,0.00514322,0.15125166,0.59012308,0.00000000,0.64847851,0.07493710
-5.70585293,2.19496139,0.49803564,0.95375929,0.00481398,0.15550782,0.61283008,0.00000000,0.67817576,0.07564388
-5.69984992,2.26312710,0.52334354,0.98500667,0.00450047,0.15997905,0.63746987,0.00000000,0.70841574,0.07637250
-5.69384692,2.33394609,0.54983510,1.01711628,0.00420404,0.16460923,0.66376517,0.00000000,0.73895594,0.07711178
-5.68784392,2.40647975,0.57722706,1.04964898,0.00392587,0.16933492,0.69137126,0.00000000,0.76951004,0.07784623
-5.68184092,2.47966773,0.60518490,1.08213088,0.00366687,0.17408653,0.71988356,0.00000000,0.79975260,0.07855663
-5.67583792,2.55235349,0.63333105,1.11406403,0.00342768,0.17878995,0.74884800,0.00000000,0.82932588,0.07922056
-5.66983492,2.62331485,0.66125522,1.14493826,0.00320864,0.18336835,0.77777356,0.00000000,0.85784874,0.07981335
-5.66383192,2.69129866,0.68852680,1.17424417,0.00300982,0.18774413,0.80614671,0.00000000,0.88492734,0.08030905
-5.65782891,2.75505847,0.71470857,1.20148677,0.00283101,0.19184114,0.83344723,0.00000000,0.91016723,0.08068150
-5.65182591,2.81339375,0.73937138,1.22619945,0.00267175,0.19558694,0.85916472,0.00000000,0.93318628,0.08090549
-5.64582291,2.86518916,0.76210898,1.24795774,0.00253138,0.19891509,0.88281505,0.00000000,0.95362800,0.08095791
-5.63981991,2.90945211,0.78255246,1.26639234,0.00240906,0.20176739,0.90395623,0.00000000,0.97117463,0.08081879
-5.63381691,2.94534697,0.80038350,1.28120090,0.00230379,0.20409590,0.92220277,0.00000000,0.98555933,0.08047225
-5.62781391,2.97222427,0.81534589,1.29215795,0.00221453,0.20586474,0.93723811,0.00000000,0.99657685,0.07990727
-5.62181091,2.98964352,0.82725467,1.29912254,0.00214015,0.20705149,0.94882440,0.00000000,1.00409230,0.07911825
-5.61580790,2.99738845,0.83600247,1.30204313,0.00207950,0.20764810,0.95680921,0.00000000,1.00804742,0.07810537
-5.60980490,2.99547389,0.84156269,1.30095947,0.00203144,0.20766137,0.96112902,0.00000000,1.00846404,0.07687460
-5.60380190,2.98414393,0.84398935,1.29600140,0.00199487,0.20711273,0.96180921,0.00000000,1.00544452,0.07543761
-5.59779890,2.96386138,0.84341362,1.28738440,0.00196868,0.20603754,0.95896066,0.00000000,0.99916922,0.07381134
-5.59179590,2.93528903,0.84003713,1.27540226,0.00195182,0.20448380,0.95277317,0.00000000,0.98989088,0.07201737
-5.58579290,2.89926378,0.83412244,1.26041712,0.00194328,0.20251027,0.94350606,0.00000000,0.97792636,0.07008115
-5.57978989,2.85676467,0.82598112,1.24284737,0.00194206,0.20018425,0.93147650,0.00000000,0.96364596,0.06803104
-5.57378689,2.80887671,0.81596002,1.22315396,0.00194716,0.19757893,0.91704606,0.00000000,0.94746091,0.06589738
-5.56778389,2.75675209,0.80442632,1.20182592,0.00195760,0.19477053,0.90060629,0.00000000,0.92980956,0.06371135
-5.56178089,2.70157066,0.79175229,1.17936560,0.00197240,0.19183543,0.88256394,0.00000000,0.91114292,0.06150400
-5.55577789,2.64450175,0.77830025,1.15627445,0.00199055,0.18884722,0.86332655,0.00000000,0.89191019,0.05930526
-5.54977489,2.58666877,0.76440860,1.13303997,0.00201102,0.18587404,0.84328903,0.00000000,0.87254496,0.05714308
-5.54377189,2.52911827,0.75037956,1.11012428,0.00203278,0.18297622,0.82282184,0.00000000,0.85345264,0.05504269
-5.53776888,2.47279464,0.73646900,1.08795479,0.00205478,0.18020428,0.80226114,0.00000000,0.83499959,0.05302605
-5.53176588,2.41852120,0.72287904,1.06691717,0.00207599,0.17759757,0.78190136,0.00000000,0.81750448,0.05111142
-5.52576288,2.36698812,0.70975346,1.04735080,0.00209538,0.17518332,0.76199015,0.00000000,0.80123203,0.04931316
-5.51975988,2.31874723,0.69717613,1.02954656,0.00211198,0.17297641,0.74272606,0.00000000,0.78638928,0.04764169
-5.51375688,2.27421322,0.68517250,1.01374678,0.00212490,0.17097963,0.72425851,0.00000000,0.77312446,0.04610359
-5.50775388,2.23367060,0.67371374,1.00014693,0.00213332,0.16918455,0.70669008,0.00000000,0.76152827,0.04470186
-5.50175088,2.19728534,0.66272349,0.98889882,0.00213659,0.16757280,0.69008065,0.00000000,0.75163721,0.04343630
-5.49574787,2.16511993,0.65208646,0.98011450,0.00213418,0.16611774,0.67445304,0.00000000,0.74343876,0.04230391
-5.48974487,2.13715067,0.64165863,0.97387066,0.00212576,0.16478644,0.65979966,0.00000000,0.73687789,0.04129947
-5.48374187,2.11328568,0.63127824,0.97021285,0.00211121,0.16354172,0.64608976,0.00000000,0.73186431,0.04041600
-5.47773887,2.09338251,0.62077714,0.96915916,0.00209060,0.16234427,0.63327675,0.00000000,0.72828017,0.03964527
-5.47173587,2.07726409,0.60999179,0.97070301,0.00206428,0.16115466,0.62130518,0.00000000,0.72598755,0.03897834
-5.46573287,2.06473236,0.59877331,0.97481496,0.00203280,0.15993510,0.61011718,0.00000000,0.72483551,0.03840589
-5.45972986,2.05557880,0.58699637,0.98144326,0.00199697,0.15865095,0.59965777,0.00000000,0.72466612,0.03791866
-5.45372686,2.04959165,0.57456613,0.99051348,0.00195783,0.15727187,0.58987922,0.00000000,0.72531957,0.03750765
-5.44772386,2.04655988,0.56142341,1.00192721,0.00191662,0.15577255,0.58074405,0.00000000,0.72663789,0.03716438
-5.44172086,2.04627415,0.54754754,1.01556024,0.00187479,0.15413303,0.57222688,0.00000000,0.72846753,0.03688094
-5.43571786,2.04852529,0.53295716,1.03126066,0.00183395,0.15233870,0.56431508,0.00000000,0.73066082,0.03665008
-5.42971486,2.05310112,0.51770898,1.04884715,0.00179581,0.15037991,0.55700840,0.00000000,0.73307639,0.03646519
-5.42371186,2.05978231,0.50189457,1.06810813,0.00176221,0.14825134,0.55031778,0.00000000,0.73557896,0.03632022
-5.41770885,2.06833821,0.48563576,1.08880199,0.00173500,0.14595118,0.54426343,0.00000000,0.73803871,0.03620965
-5.41170585,2.07852341,0.46907867,1.11065869,0.00171602,0.14348021,0.53887261,0.00000000,0.74033048,0.03612833
-5.40570285,2.09007567,0.45238703,1.13338311,0.00170707,0.14084090,0.53417704,0.00000000,0.74233320,0.03607145
-5.39969985,2.10271569,0.43573502,1.15666002,0.00170983,0.13803657,0.53021035,0.00000000,0.74392963,0.03603444
-5.39369685,2.11614901,0.41930017,1.18016061,0.00172578,0.13507072,0.52700552,0.00000000,0.74500669,0.03601291
-5.38769385,2.13006991,0.40325651,1.20355039,0.00175623,0.13194653,0.52459250,0.00000000,0.74545639,0.03600260
-5.38169085,2.14416725,0.38776844,1.22649806,0.00180219,0.12866670,0.52299604,0.00000000,0.74517732,0.03599942
-5.37568784,2.15813155,0.37298541,1.24868480,0.00186437,0.12523340,0.52223369,0.00000000,0.74407670,0.03599941
-5.36968484,2.17166294,0.35903776,1.26981351,0.00194314,0.12164859,0.52231401,0.00000000,0.74207266,0.03599879
-5.36368184,2.18447910,0.34603362,1.28961737,0.00203849,0.11791447,0.52323486,0.00000000,0.73909669,0.03599397
-5.35767884,2.19632250,0.33405703,1.30786723,0.00215003,0.11403410,0.52498183,0.00000000,0.73509584,0.03598159
-5.35167584,2.20696631,0.32316720,1.32437723,0.00227697,0.11001212,0.52752674,0.00000000,0.73003461,0.03595853
-5.34567284,2.21621844,0.31339880,1.33900850,0.00241814,0.10585549,0.53082613,0.00000000,0.72389603,0.03592188
-5.33966983,2.22392328,0.30476317,1.35167056,0.00257201,0.10157416,0.53481994,0.00000000,0.71668204,0.03586894
-5.33366683,2.22996101,0.29725028,1.36232042,0.00273671,0.09718166,0.53943026,0.00000000,0.70841287,0.03579713
-5.32766383,2.23424471,0.29083127,1.37095959,0.00291011,0.09269546,0.54456036,0.00000000,0.69912546,0.03570394
-5.32166083,2.23671539,0.28546135,1.37762918,0.00308983,0.08813719,0.55009412,0.00000000,0.68887098,0.03558682
-5.31565783,2.23733569,0.28108301,1.38240355,0.00327337,0.08353254,0.55589593,0.00000000,0.67771170,0.03544313
-5.30965483,2.23608271,0.27762915,1.38538310,0.00345812,0.07891097,0.56181139,0.00000000,0.66571722,0.03526998
-5.30365183,2.23294094,0.27502629,1.38668664,0.00364149,0.07430516,0.56766870,0.00000000,0.65296055,0.03506421
-5.29764882,2.22789583,0.27319742,1.38644398,0.00382096,0.06975025,0.57328107,0.00000000,0.63951428,0.03482234
-5.29164582,2.22092891,0.27206471,1.38478932,0.00399417,0.06528292,0.57845006,0.00000000,0.62544708,0.03454057
-5.28564282,2.21201488,0.27155169,1.38185568,0.00415896,0.06094030,0.58296997,0.00000000,0.61082089,0.03421482
-5.27963982,2.20112105,0.27158516,1.37777090,0.00431348,0.05675891,0.58663304,0.00000000,0.59568899,0.03384083
-5.27363682,2.18820927,0.27209653,1.37265519,0.00445618,0.05277353,0.58923547,0.00000000,0.58009517,0.03341433
-5.26763382,2.17324037,0.27302274,1.36662030,0.00458586,0.04901608,0.59058402,0.00000000,0.56407391,0.03293120
-5.26163082,2.15618048,0.27430669,1.35977012,0.00470169,0.04551473,0.59050281,0.00000000,0.54765179,0.03238777
-5.25562781,2.13700904,0.27589730,1.35220249,0.00480318,0.04229301,0.58884015,0.00000000,0.53084979,0.03178099
-5.24962481,2.11572752,0.27774903,1.34401177,0.00489016,0.03936921,0.58547493,0.00000000,0.51368647,0.03110879
-5.24362181,2.09236821,0.27982121,1.33529178,0.00496276,0.03675595,0.58032237,0.00000000,0.49618171,0.03037030
-5.23761881,2.06700230,0.28207699,1.32613867,0.00502132,0.03445989,0.57333869,0.00000000,0.47836065,0.02956607
-5.23161581,2.03974641,0.28448212,1.31665324,0.00506637,0.03248178,0.56452450,0.00000000,0.46025775,0.02869830
-5.22561281,2.01076697,0.28700363,1.30694249,0.00509853,0.03081662,0.55392667,0.00000000,0.44192031,0.02777098
-5.21960980,1.98028205,0.28960853,1.29712004,0.00511846,0.02945404,0.54163860,0.00000000,0.42341161,0.02678994
-5.21360680,1.94856028,0.29226257,1.28730536,0.00512679,0.02837881,0.52779878,0.00000000,0.40481298,0.02576287
-5.20760380,1.91591690,0.29492921,1.27762178,0.00512408,0.02757154,0.51258770,0.00000000,0.38622502,0.02469922
-5.20160080,1.88270700,0.29756886,1.26819344,0.00511076,0.02700939,0.49622324,0.00000000,0.36776758,0.02361007
-5.19559780,1.84931646,0.30013847,1.25914141,0.00508715,0.02666697,0.47895477,0.00000000,0.34957866,0.02250786
-5.18959480,1.81615093,0.30259152,1.25057925,0.00505337,0.02651708,0.46105610,0.00000000,0.33181213,0.02140616
-5.18359180,1.78362369,0.30487844,1.24260846,0.00500943,0.02653166,0.44281771,0.00000000,0.31463442,0.02031925
-5.17758879,1.75214279,0.30694740,1.23531410,0.00495522,0.02668253,0.42453846,0.00000000,0.29822031,0.01926181
-5.17158579,1.72209848,0.30874554,1.22876107,0.00489054,0.02694218,0.40651718,0.00000000,0.28274808,0.01824846
-5.16558279,1.69385129,0.31022050,1.22299125,0.00481518,0.02728438,0.38904439,0.00000000,0.26839405,0.01729339
-5.15957979,1.66772148,0.31132220,1.21802179,0.00472898,0.02768480,0.37239443,0.00000000,0.25532698,0.01640993
-5.15357679,1.64398030,0.31200477,1.21384483,0.00463186,0.02812141,0.35681827,0.00000000,0.24370235,0.01561019
-5.14757379,1.62284330,0.31222852,1.21042849,0.00452394,0.02857484,0.34253723,0.00000000,0.23365683,0.01490468
-5.14157079,1.60446600,0.31196189,1.20771938,0.00440559,0.02902856,0.32973762,0.00000000,0.22530319,0.01430206
-5.13556778,1.58894189,0.31118318,1.20564630,0.00427749,0.02946895,0.31856657,0.00000000,0.21872575,0.01380883
-5.12956478,1.57630291,0.30988204,1.20412515,0.00414067,0.02988531,0.30912904,0.00000000,0.21397662,0.01342918
-5.12356178,1.56652206,0.30806068,1.20306478,0.00399658,0.03026975,0.30148610,0.00000000,0.21107274,0.01316487
-5.11755878,1.55951827,0.30573464,1.20237345,0.00384713,0.03061694,0.29565433,0.00000000,0.20999406,0.01301516
-5.11155578,1.55516310,0.30293324,1.20196583,0.00369470,0.03092393,0.29160657,0.00000000,0.21068267,0.01297679
-5.10555278,1.55328919,0.29969953,1.20177015,0.00354214,0.03118984,0.28927374,0.00000000,0.21304323,0.01304415
-5.09954977,1.55370015,0.29608998,1.20173536,0.00339281,0.03141557,0.28854785,0.00000000,0.21694443,0.01320935
-5.09354677,1.55618165,0.29217375,1.20183799,0.00325055,0.03160358,0.28928603,0.00000000,0.22222176,0.01346249
-5.08754377,1.56051353,0.28803172,1.20208852,0.00311969,0.03175758,0.29131546,0.00000000,0.22868135,0.01379191
-5.08154077,1.56648240,0.28375523,1.20253720,0.00300500,0.03188241,0.29443922,0.00000000,0.23610488,0.01418454
-5.07553777,1.57389460,0.27944470,1.20327886,0.00291170,0.03198391,0.29844276,0.00000000,0.24425542,0.01462629
-5.06953477,1.58258901,0.27520805,1.20445671,0.00284540,0.03206883,0.30310093,0.00000000,0.25288408,0.01510244
-5.06353177,1.59244913,0.27115907,1.20626483,0.00281210,0.03214489,0.30818531,0.00000000,0.26173717,0.01559811
-5.05752876,1.60341413,0.26741556,1.20894914,0.00281810,0.03222082,0.31347163,0.00000000,0.27056375,0.01609868
-5.05152576,1.61548805,0.26409754,1.21280653,0.00286993,0.03230650,0.31874706,0.00000000,0.27912321,0.01659028
-5.04552276,1.62874661,0.26132518,1.21818204,0.00297433,0.03241307,0.32381709,0.00000000,0.28719256,0.01706016
-5.03951976,1.64334113,0.25921669,1.22546382,0.00313810,0.03255309,0.32851168,0.00000000,0.29457328,0.01749713
-5.03351676,1.65949885,0.25788598,1.23507571,0.00336798,0.03274066,0.33269051,0.00000000,0.30109723,0.01789183
-5.02751376,1.67751933,0.25744013,1.24746734,0.00367052,0.03299147,0.33624702,0.00000000,0.30663157,0.01823706
-5.02151076,1.69776653,0.25797670,1.26310182,0.00405191,0.03332277,0.33911110,0.00000000,0.31108223,0.01852790
-5.01550775,1.72065667,0.25958081,1.28244125,0.00451775,0.03375328,0.34125021,0.00000000,0.31439597,0.01876185
-5.00950475,1.74664177,0.26232208,1.30593015,0.00507283,0.03430292,0.34266892,0.00000000,0.31656076,0.01893877
-5.00350175,1.77618960,0.26625152,1.33397756,0.00572090,0.03499245,0.34340688,0.00000000,0.31760453,0.01906084
-4.99749875,1.80976048,0.27139843,1.36693829,0.00646439,0.03584293,0.34353521,0.00000000,0.31759236,0.01913230
-4.99149575,1.84778213,0.27776750,1.40509419,0.00730413,0.03687512,0.34315155,0.00000000,0.31662214,0.01915923
-4.98549275,1.89062358,0.28533624,1.44863626,0.00823912,0.03810870,0.34237402,0.00000000,0.31481901,0.01914915
-4.97948974,1.93856963,0.29405291,1.49764873,0.00926626,0.03956142,0.34133431,0.00000000,0.31232884,0.01911065
-4.97348674,1.99179729,0.30383516,1.55209597,0.01038015,0.04124820,0.34017034,0.00000000,0.30931096,0.01905291
-4.96748374,2.05035558,0.31456960,1.61181324,0.01157295,0.04318019,0.33901883,0.00000000,0.30593071,0.01898530
-4.96148074,2.11415011,0.32611235,1.67650206,0.01283430,0.04536385,0.33800817,0.00000000,0.30235198,0.01891687
-4.95547774,2.18293358,0.33829074,1.74573082,0.01415127,0.04780013,0.33725195,0.00000000,0.29873011,0.01885596
-4.94947474,2.25630303,0.35090627,1.81894098,0.01550849,0.05048375,0.33684351,0.00000000,0.29520571,0.01880983
-4.94347174,2.33370433,0.36373878,1.89545895,0.01688833,0.05340258,0.33685179,0.00000000,0.29189930,0.01878435
-4.93746873,2.41444396,0.37655169,1.97451337,0.01827117,0.05653733,0.33731861,0.00000000,0.28890740,0.01878374
-4.93146573,2.49770781,0.38909838,2.05525709,0.01963581,0.05986139,0.33825757,0.00000000,0.28629980,0.01881047
-4.92546273,2.58258603,0.40112927,2.13679302,0.02095991,0.06334092,0.33965455,0.00000000,0.28411849,0.01886518
-4.91945973,2.66810282,0.41239951,2.21820267,0.02222062,0.06693528,0.34146966,0.00000000,0.28237782,0.01894674
-4.91345673,2.75324960,0.42267685,2.29857573,0.02339514,0.07059767,0.34364065,0.00000000,0.28106617,0.01905231
-4.90745373,2.83701976,0.43174940,2.37703951,0.02446141,0.07427603,0.34608731,0.00000000,0.28014873,0.01917758
-4.90145073,2.91844314,0.43943289,2.45278625,0.02539879,0.07791422,0.34871680,0.00000000,0.27957118,0.01931704
-4.89544772,2.99661821,0.44557716,2.52509719,0.02618869,0.08145333,0.35142933,0.00000000,0.27926423,0.01946421
-4.88944472,3.07074037,0.45007138,2.59336178,0.02681520,0.08483326,0.35412404,0.00000000,0.27914848,0.01961201
-4.88344172,3.14012463,0.45284795,2.65709113,0.02726562,0.08799422,0.35670465,0.00000000,0.27913944,0.01975312
-4.87743872,3.20422172,0.45388466,2.71592498,0.02753090,0.09087849,0.35908452,0.00000000,0.27915248,0.01988024
-4.87143572,3.26262657,0.45320518,2.76963184,0.02760592,0.09343197,0.36119089,0.00000000,0.27910733,0.01998646
-4.86543272,3.31507922,0.45087764,2.81810245,0.02748971,0.09560576,0.36296818,0.00000000,0.27893203,0.02006553
-4.85942971,3.36145806,0.44701157,2.86133709,0.02718547,0.09735757,0.36437998,0.00000000,0.27856612,0.02011205
-4.85342671,3.40176632,0.44175315,2.89942764,0.02670043,0.09865287,0.36540990,0.00000000,0.27796289,0.02012168
-4.84742371,3.43611270,0.43527909,2.93253566,0.02604563,0.09946590,0.36606122,0.00000000,0.27709077,0.02009123
-4.84142071,3.46468768,0.42778942,2.96086797,0.02523549,0.09978031,0.36635529,0.00000000,0.27593370,0.02001874
-4.83541771,3.48773718,0.41949955,2.98465134,0.02428738,0.09958951,0.36632909,0.00000000,0.27449068,0.01990346
-4.82941471,3.50553527,0.41063188,3.00410789,0.02322096,0.09889678,0.36603195,0.00000000,0.27277442,0.01974582
-4.82341171,3.51835777,0.40140751,3.01943287,0.02205762,0.09771498,0.36552166,0.00000000,0.27080938,0.01954727
-4.81740870,3.52645845,0.39203824,3.03077607,0.02081976,0.09606601,0.36486045,0.00000000,0.26862924,0.01931022
-4.81140570,3.53004912,0.38271941,3.03822815,0.01953014,0.09398002,0.36411078,0.00000000,0.26627413,0.01903781
-4.80540270,3.52928498,0.37362367,3.04181237,0.01821124,0.09149441,0.36333147,0.00000000,0.26378757,0.01873376
-4.79939970,3.52425575,0.36489614,3.04148253,0.01688465,0.08865268,0.36257423,0.00000000,0.26121353,0.01840216
-4.79339670,3.51498315,0.35665092,3.03712666,0.01557056,0.08550310,0.36188081,0.00000000,0.25859372,0.01804730
-4.78739370,3.50142452,0.34896924,3.02857646,0.01428734,0.08209744,0.36128090,0.00000000,0.25596516,0.01767350
-4.78139070,3.48348225,0.34189917,3.01562159,0.01305119,0.07848964,0.36079090,0.00000000,0.25335825,0.01728496
-4.77538769,3.46101820,0.33545676,2.99802782,0.01187586,0.07473460,0.36041351,0.00000000,0.25079548,0.01688560
-4.76938469,3.43387202,0.32962871,2.97555781,0.01077261,0.07088700,0.36013822,0.00000000,0.24829067,0.01647902
-4.76338169,3.40188205,0.32437607,2.94799332,0.00975005,0.06700039,0.35994254,0.00000000,0.24584888,0.01606840
-4.75737869,3.36490757,0.31963905,2.91515728,0.00881429,0.06312636,0.35979384,0.00000000,0.24346697,0.01565647
-4.75137569,3.32285077,0.31534240,2.87693450,0.00796896,0.05931396,0.35965175,0.00000000,0.24113463,0.01524552
-4.74537269,3.27567725,0.31140124,2.83328983,0.00721547,0.05560931,0.35947089,0.00000000,0.23883596,0.01483742
-4.73936968,3.22343374,0.30772694,2.78428272,0.00655315,0.05205540,0.35920373,0.00000000,0.23655135,0.01443365
-4.73336668,3.16626200,0.30423283,2.73007737,0.00597958,0.04869206,0.35880344,0.00000000,0.23425960,0.01403536
-4.72736368,3.10440824,0.30083942,2.67094808,0.00549078,0.04555611,0.35822655,0.00000000,0.23194012,0.01364346
-4.72136068,3.03822747,0.29747891,2.60727953,0.00508154,0.04268157,0.35743528,0.00000000,0.22957508,0.01325865
-4.71535768,2.96818263,0.29409883,2.53956198,0.00474567,0.04010001,0.35639940,0.00000000,0.22715135,0.01288151
-4.70935468,2.89483859,0.29066467,2.46838198,0.00447623,0.03784085,0.35509757,0.00000000,0.22466221,0.01251257
-4.70335168,2.81885154,0.28716134,2.39440880,0.00426582,0.03593176,0.35351812,0.00000000,0.22210858,0.01215230
-4.69734867,2.74095413,0.28359360,2.31837778,0.00410673,0.03439890,0.35165914,0.00000000,0.21949987,0.01180124
-4.69134567,2.66193754,0.27998536,2.24107113,0.00399118,0.03326717,0.34952821,0.00000000,0.21685426,0.01145994
-4.68534267,2.58263114,0.27637798,2.16329741,0.00391150,0.03256027,0.34714141,0.00000000,0.21419857,0.01112900
-4.67933967,2.50388100,0.27282777,2.08587063,0.00386020,0.03230070,0.34452213,0.00000000,0.21156754,0.01080907
-4.67333667,2.42652824,0.26940272,2.00958999,0.00383019,0.03250954,0.34169951,0.00000000,0.20900278,0.01050084
-4.66733367,2.35138835,0.26617886,1.93522118,0.00381483,0.03320617,0.33870670,0.00000000,0.20655130,0.01020499
-4.66133067,2.27923237,0.26323626,1.86348002,0.00380801,0.03440774,0.33557918,0.00000000,0.20426378,0.00992223
-4.65532766,2.21077070,0.26065502,1.79501911,0.00380426,0.03612861,0.33235311,0.00000000,0.20219273,0.00965320
-4.64932466,2.14664036,0.25851147,1.73041792,0.00379880,0.03837968,0.32906390,0.00000000,0.20039054,0.00939853
-4.64332166,2.08739592,0.25687462,1.67017658,0.00378754,0.04116754,0.32574512,0.00000000,0.19890760,0.00915878
