energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.20283127,0.16871231,0.00007727,0.66443153,0.00000000,0.30254646,0.52381919
-5.99399700,1.25316968,0.17831706,0.00008502,0.69293065,0.00000000,0.32054979,0.53348383
-5.98799400,1.31794806,0.18998598,0.00009397,0.72967596,0.00000000,0.34268988,0.54838622
-5.98199100,1.39762459,0.20375071,0.00010414,0.77498858,0.00000000,0.36886932,0.56880751
-5.97598799,1.49237330,0.21960039,0.00011554,0.82903324,0.00000000,0.39892557,0.59490822
-5.96998499,1.60205062,0.23747733,0.00012818,0.89179799,0.00000000,0.43262538,0.62671496
-5.96398199,1.72617069,0.25727412,0.00014200,0.96307850,0.00000000,0.46966134,0.66411091
-5.95797899,1.86389083,0.27883216,0.00015697,1.04246780,0.00000000,0.50965138,0.70683069
-5.95197599,2.01400858,0.30194201,0.00017299,1.12935248,0.00000000,0.55214116,0.75445994
-5.94597299,2.17497135,0.32634557,0.00018997,1.22291578,0.00000000,0.59660989,0.80643990
-5.93996998,2.34489904,0.35174015,0.00020778,1.32214796,0.00000000,0.64247937,0.86207707
-5.93396698,2.52161966,0.37778446,0.00022629,1.42586417,0.00000000,0.68912618,0.92055788
-5.92796398,2.70271739,0.40410635,0.00024534,1.53272939,0.00000000,0.73589669,0.98096809
-5.92196098,2.88559163,0.43031205,0.00026478,1.64128992,0.00000000,0.78212418,1.04231625
-5.91595798,3.06752542,0.45599667,0.00028444,1.75001047,0.00000000,0.82714769,1.10356078
-5.90995498,3.24576062,0.48075559,0.00030417,1.85731564,0.00000000,0.87033136,1.16363948
-5.90395198,3.41757708,0.50419614,0.00032380,1.96163402,0.00000000,0.91108371,1.22150059
-5.89794897,3.58037254,0.52594928,0.00034321,2.06144330,0.00000000,0.94887561,1.27613412
-5.89194597,3.73173979,0.54568065,0.00036226,2.15531441,0.00000000,0.98325619,1.32660214
-5.88594297,3.86953765,0.56310046,0.00038086,2.24195265,0.00000000,1.01386575,1.37206692
-5.87993997,3.99195256,0.57797186,0.00039893,2.32023398,0.00000000,1.04044494,1.41181553
-5.87393697,4.09754799,0.59011735,0.00041641,2.38923477,0.00000000,1.06283972,1.44528002
-5.86793397,4.18529920,0.59942288,0.00043329,2.44825364,0.00000000,1.08100182,1.47205205
-5.86193097,4.25461202,0.60583958,0.00044954,2.49682438,0.00000000,1.09498451,1.49189173
-5.85592796,4.30532487,0.60938296,0.00046520,2.53471942,0.00000000,1.10493423,1.50472997
-5.84992496,4.33769418,0.61012968,0.00048029,2.56194400,0.00000000,1.11107821,1.51066460
-5.84392196,4.35236442,0.60821211,0.00049486,2.57872141,0.00000000,1.11370906,1.50995051
-5.83791896,4.35032456,0.60381114,0.00050895,2.58547043,0.00000000,1.11316715,1.50298442
-5.83191596,4.33285377,0.59714732,0.00052262,2.58277648,0.00000000,1.10982185,1.49028522
-5.82591296,4.30145935,0.58847128,0.00053592,2.57135818,0.00000000,1.10405274,1.47247098
-5.81990995,4.25781067,0.57805360,0.00054889,2.55203135,0.00000000,1.09623183,1.45023384
-5.81390695,4.20367242,0.56617481,0.00056157,2.52567263,0.00000000,1.08670794,1.42431411
-5.80790395,4.14084093,0.55311612,0.00057396,2.49318459,0.00000000,1.07579391,1.39547495
-5.80190095,4.07108648,0.53915107,0.00058607,2.45546426,0.00000000,1.06375746,1.36447853
-5.79589795,3.99610414,0.52453879,0.00059789,2.41337654,0.00000000,1.05081595,1.33206503
-5.78989495,3.91747515,0.50951878,0.00060941,2.36773352,0.00000000,1.03713528,1.29893495
-5.78389195,3.83663970,0.49430761,0.00062059,2.31928048,0.00000000,1.02283275,1.26573545
-5.77788894,3.75488149,0.47909739,0.00063142,2.26868851,0.00000000,1.00798336,1.23305083
-5.77188594,3.67332350,0.46405594,0.00064186,2.21655359,0.00000000,0.99262913,1.20139720
-5.76588294,3.59293375,0.44932845,0.00065189,2.16340134,0.00000000,0.97679045,1.17122106
-5.75987994,3.51453942,0.43504042,0.00066154,2.10969626,0.00000000,0.96047874,1.14290123
-5.75387694,3.43884698,0.42130130,0.00067081,2.05585432,0.00000000,0.94370923,1.11675364
-5.74787394,3.36646624,0.40820880,0.00067975,2.00225729,0.00000000,0.92651326,1.09303817
-5.74187094,3.29793582,0.39585309,0.00068845,1.94926754,0.00000000,0.90894898,1.07196671
-5.73586793,3.23374799,0.38432096,0.00069701,1.89724176,0.00000000,0.89110991,1.05371192
-5.72986493,3.17437090,0.37369924,0.00070558,1.84654273,0.00000000,0.87313089,1.03841579
-5.72386193,3.12026683,0.36407755,0.00071434,1.79754797,0.00000000,0.85519095,1.02619751
-5.71785893,3.07190537,0.35554997,0.00072348,1.75065485,0.00000000,0.83751315,1.01716034
-5.71185593,3.02977104,0.34821575,0.00073324,1.70628192,0.00000000,0.82036146,1.01139691
-5.70585293,2.99436533,0.34217889,0.00074385,1.66486639,0.00000000,0.80403494,1.00899308
-5.69984992,2.96620343,0.33754672,0.00075558,1.62685810,0.00000000,0.78885966,1.01003010
-5.69384692,2.94580635,0.33442764,0.00076870,1.59271067,0.00000000,0.77517895,1.01458523
-5.68784392,2.93368940,0.33292810,0.00078345,1.56287027,0.00000000,0.76334254,1.02273103
-5.68184092,2.93034794,0.33314914,0.00080010,1.53776307,0.00000000,0.75369525,1.03453338
-5.67583792,2.93624162,0.33518265,0.00081888,1.51778198,0.00000000,0.74656580,1.05004863
-5.66983492,2.95177802,0.33910760,0.00083998,1.50327357,0.00000000,0.74225633,1.06932001
-5.66383192,2.97729670,0.34498642,0.00086359,1.49452594,0.00000000,0.74103308,1.09237365
-5.65782891,3.01305443,0.35286189,0.00088984,1.49175793,0.00000000,0.74311856,1.11921433
-5.65182591,3.05921216,0.36275446,0.00091882,1.49511035,0.00000000,0.74868550,1.14982125
-5.64582291,3.11582417,0.37466033,0.00095058,1.50463938,0.00000000,0.75785265,1.18414398
-5.63981991,3.18282970,0.38855032,0.00098510,1.52031237,0.00000000,0.77068257,1.22209867
-5.63381691,3.26004711,0.40436947,0.00102234,1.54200607,0.00000000,0.78718116,1.26356481
-5.62781391,3.34717058,0.42203754,0.00106217,1.56950725,0.00000000,0.80729898,1.30838242
-5.62181091,3.44376932,0.44145024,0.00110444,1.60251538,0.00000000,0.83093401,1.35635004
-5.61580790,3.54928904,0.46248106,0.00114893,1.64064752,0.00000000,0.85793567,1.40722336
-5.60980490,3.66305564,0.48498375,0.00119536,1.68344469,0.00000000,0.88810990,1.46071475
-5.60380190,3.78428088,0.50879516,0.00124343,1.73037996,0.00000000,0.92122485,1.51649372
-5.59779890,3.91206996,0.53373832,0.00129277,1.78086752,0.00000000,0.95701726,1.57418831
-5.59179590,4.04543078,0.55962570,0.00134299,1.83427289,0.00000000,0.99519895,1.63338755
-5.58579290,4.18328489,0.58626229,0.00139366,1.88992379,0.00000000,1.03546356,1.69364502
-5.57978989,4.32448005,0.61344864,0.00144431,1.94712159,0.00000000,1.07749319,1.75448339
-5.57378689,4.46780425,0.64098357,0.00149446,2.00515309,0.00000000,1.12096491,1.81540018
-5.56778389,4.61200131,0.66866645,0.00154360,2.06330258,0.00000000,1.16555711,1.87587434
-5.56178089,4.75578778,0.69629927,0.00159122,2.12086391,0.00000000,1.21095555,1.93537395
-5.55577789,4.89787122,0.72368811,0.00163680,2.17715256,0.00000000,1.25685915,1.99336458
-5.54977489,5.03696973,0.75064450,0.00167982,2.23151749,0.00000000,1.30298550,2.04931833
-5.54377189,5.17183231,0.77698634,0.00171977,2.28335267,0.00000000,1.34907604,2.10272337
-5.53776888,5.30126012,0.80253875,0.00175618,2.33210805,0.00000000,1.39490090,2.15309357
-5.53176588,5.42412788,0.82713484,0.00178857,2.37729993,0.00000000,1.44026334,2.19997822
-5.52576288,5.53940533,0.85061650,0.00181653,2.41852033,0.00000000,1.48500372,2.24297127
-5.51975988,5.64617793,0.87283541,0.00183967,2.45544529,0.00000000,1.52900285,2.28172011
-5.51375688,5.74366621,0.89365423,0.00185766,2.48784171,0.00000000,1.57218465,2.31593328
-5.50775388,5.83124321,0.91294799,0.00187023,2.51557258,0.00000000,1.61451788,2.34538704
-5.50175088,5.90844910,0.93060591,0.00187717,2.53860019,0.00000000,1.65601681,2.36993051
-5.49574787,5.97500231,0.94653323,0.00187835,2.55698718,0.00000000,1.69674059,2.38948905
-5.48974487,6.03080649,0.96065337,0.00187371,2.57089512,0.00000000,1.73679121,2.40406576
-5.48374187,6.07595272,0.97290995,0.00186326,2.58058053,0.00000000,1.77630980,2.41374103
-5.47773887,6.11071644,0.98326878,0.00184713,2.58638807,0.00000000,1.81547126,2.41866998
-5.47173587,6.13554887,0.99171945,0.00182548,2.58874109,0.00000000,1.85447718,2.41907792
-5.46573287,6.15106301,0.99827653,0.00179859,2.58812952,0.00000000,1.89354699,2.41525388
-5.45972986,6.15801420,1.00298008,0.00176679,2.58509524,0.00000000,1.93290764,2.40754240
-5.45372686,6.15727595,1.00589537,0.00173051,2.58021549,0.00000000,1.97278196,2.39633391
-5.44772386,6.14981171,1.00711180,0.00169022,2.57408453,0.00000000,2.01337606,2.38205396
-5.44172086,6.13664361,1.00674080,0.00164645,2.56729431,0.00000000,2.05486626,2.36515173
-5.43571786,6.11881940,1.00491293,0.00159979,2.56041477,0.00000000,2.09738608,2.34608833
-5.42971486,6.09737890,1.00177399,0.00155086,2.55397452,0.00000000,2.14101391,2.32532516
-5.42371186,6.07332152,0.99748048,0.00150030,2.54844266,0.00000000,2.18576192,2.30331304
-5.41770885,6.04757621,0.99219445,0.00144879,2.54421268,0.00000000,2.23156702,2.28048224
-5.41170585,6.02097519,0.98607800,0.00139699,2.54158896,0.00000000,2.27828429,2.25723405
-5.40570285,5.99423282,0.97928764,0.00134558,2.54077684,0.00000000,2.32568357,2.23393402
-5.39969985,5.96793035,0.97196883,0.00129522,2.54187652,0.00000000,2.37344956,2.21090719
-5.39369685,5.94250737,0.96425089,0.00124657,2.54488138,0.00000000,2.42118575,2.18843533
-5.38769385,5.91826024,0.95624260,0.00120024,2.54968079,0.00000000,2.46842220,2.16675631
-5.38169085,5.89534731,0.94802877,0.00115685,2.55606737,0.00000000,2.51462719,2.14606538
-5.37568784,5.87380055,0.93966780,0.00111696,2.56374856,0.00000000,2.55922227,2.12651821
-5.36968484,5.85354275,0.93119062,0.00108111,2.57236175,0.00000000,2.60160033,2.10823534
-5.36368184,5.83440901,0.92260087,0.00104977,2.58149249,0.00000000,2.64114588,2.09130765
-5.35767884,5.81617115,0.91387652,0.00102340,2.59069477,0.00000000,2.67725664,2.07580244
-5.35167584,5.79856345,0.90497267,0.00100239,2.59951232,0.00000000,2.70936548,2.06176952
-5.34567284,5.78130796,0.89582567,0.00098706,2.60749992,0.00000000,2.73696159,2.04924690
-5.33966983,5.76413769,0.88635808,0.00097769,2.61424343,0.00000000,2.75960978,2.03826564
-5.33366683,5.74681625,0.87648442,0.00097448,2.61937769,0.00000000,2.77696685,2.02885339
-5.32766383,5.72915262,0.86611732,0.00097754,2.62260110,0.00000000,2.78879419,2.02103635
-5.32166083,5.71101008,0.85517379,0.00098690,2.62368638,0.00000000,2.79496577,2.01483948
-5.31565783,5.69230885,0.84358118,0.00100251,2.62248666,0.00000000,2.79547114,2.01028491
-5.30965483,5.67302232,0.83128260,0.00102419,2.61893704,0.00000000,2.79041315,2.00738862
-5.30365183,5.65316736,0.81824147,0.00105170,2.61305124,0.00000000,2.78000059,2.00615561
-5.29764882,5.63278945,0.80444495,0.00108465,2.60491404,0.00000000,2.76453604,2.00657397
-5.29164582,5.61194410,0.78990599,0.00112256,2.59466986,0.00000000,2.74439978,2.00860834
-5.28564282,5.59067584,0.77466405,0.00116486,2.58250840,0.00000000,2.72003052,2.01219326
-5.27963982,5.56899692,0.75878442,0.00121085,2.56864841,0.00000000,2.69190433,2.01722703
-5.27363682,5.54686725,0.74235608,0.00125976,2.55332056,0.00000000,2.66051280,2.02356668
-5.26763382,5.52417761,0.72548852,0.00131073,2.53675065,0.00000000,2.62634190,2.03102468
-5.26163082,5.50073766,0.70830755,0.00136286,2.51914423,0.00000000,2.58985275,2.03936769
-5.25562781,5.47627001,0.69095051,0.00141518,2.50067363,0.00000000,2.55146538,2.04831791
-5.24962481,5.45041134,0.67356114,0.00146672,2.48146805,0.00000000,2.51154641,2.05755702
-5.24362181,5.42272092,0.65628458,0.00151648,2.46160746,0.00000000,2.47040139,2.06673292
-5.23761881,5.39269633,0.63926276,0.00156352,2.44112052,0.00000000,2.42827201,2.07546903
-5.23161581,5.35979605,0.62263041,0.00160693,2.41998645,0.00000000,2.38533830,2.08337586
-5.22561281,5.32346738,0.60651224,0.00164586,2.39814078,0.00000000,2.34172548,2.09006435
-5.21960980,5.28317869,0.59102106,0.00167959,2.37548438,0.00000000,2.29751486,2.09516046
-5.21360680,5.23845378,0.57625730,0.00170747,2.35189519,0.00000000,2.25275797,2.09832030
-5.20760380,5.18890658,0.56230970,0.00172900,2.32724166,0.00000000,2.20749281,2.09924497
-5.20160080,5.13427419,0.54925720,0.00174383,2.30139731,0.00000000,2.16176122,2.09769456
-5.19559780,5.07444615,0.53717173,0.00175174,2.27425512,0.00000000,2.11562601,2.09350037
-5.18959480,5.00948827,0.52612184,0.00175268,2.24574116,0.00000000,2.06918684,2.08657495
-5.18359180,4.93965953,0.51617663,0.00174672,2.21582652,0.00000000,2.02259377,2.07691921
-5.17758879,4.86542106,0.50740979,0.00173412,2.18453689,0.00000000,1.97605762,2.06462633
-5.17158579,4.78743639,0.49990344,0.00171523,2.15195931,0.00000000,1.92985662,2.04988226
-5.16558279,4.70656305,0.49375124,0.00169057,2.11824582,0.00000000,1.88433881,2.03296259
-5.15957979,4.62383559,0.48906072,0.00166074,2.08361376,0.00000000,1.83992024,2.01422605
-5.15357679,4.54044097,0.48595441,0.00162643,2.04834292,0.00000000,1.79707908,1.99410476
-5.14757379,4.45768740,0.48456973,0.00158839,2.01276977,0.00000000,1.75634602,1.97309172
-5.14157079,4.37696803,0.48505750,0.00154744,1.97727913,0.00000000,1.71829162,1.95172606
-5.13556778,4.29972135,0.48757914,0.00150442,1.94229372,0.00000000,1.68351127,1.93057667
-5.12956478,4.22739003,0.49230262,0.00146016,1.90826251,0.00000000,1.65260873,1.91022498
-5.12356178,4.16138011,0.49939734,0.00141549,1.87564812,0.00000000,1.62617908,1.89124762
-5.11755878,4.10302245,0.50902825,0.00137119,1.84491432,0.00000000,1.60479185,1.87419972
-5.11155578,4.05353802,0.52134946,0.00132803,1.81651409,0.00000000,1.58897539,1.85959971
-5.10555278,4.01400848,0.53649759,0.00128667,1.79087890,0.00000000,1.57920283,1.84791611
-5.09954977,3.98535330,0.55458532,0.00124775,1.76840970,0.00000000,1.57588045,1.83955710
-5.09354677,3.96831402,0.57569534,0.00121179,1.74947007,0.00000000,1.57933859,1.83486316
-5.08754377,3.96344610,0.59987501,0.00117926,1.73438173,0.00000000,1.58982541,1.83410312
-5.08154077,3.97111842,0.62713194,0.00115052,1.72342259,0.00000000,1.60750343,1.83747377
-5.07553777,3.99151982,0.65743063,0.00112588,1.71682719,0.00000000,1.63244872,1.84510291
-5.06953477,4.02467203,0.69069033,0.00110555,1.71478954,0.00000000,1.66465241,1.85705559
-5.06353177,4.07044788,0.72678404,0.00108966,1.71746782,0.00000000,1.70402420,1.87334310
-5.05752876,4.12859340,0.76553872,0.00107828,1.72499073,0.00000000,1.75039746,1.89393414
-5.05152576,4.19875239,0.80673656,0.00107143,1.73746480,0.00000000,1.80353535,1.91876746
-5.04552276,4.28049194,0.85011727,0.00106906,1.75498227,0.00000000,1.86313775,1.94776513
-5.03951976,4.37332736,0.89538115,0.00107108,1.77762887,0.00000000,1.92884856,1.98084566
-5.03351676,4.47674513,0.94219288,0.00107737,1.80549090,0.00000000,2.00026304,2.01793618
-5.02751376,4.59022285,0.99018590,0.00108776,1.83866123,0.00000000,2.07693517,2.05898285
-5.02151076,4.71324500,1.03896712,0.00110207,1.87724374,0.00000000,2.15838488,2.10395885
-5.01550775,4.84531424,1.08812209,0.00112012,1.92135576,0.00000000,2.24410508,2.15286952
-5.00950475,4.98595764,1.13722026,0.00114169,1.97112851,0.00000000,2.33356857,2.20575419
-5.00350175,5.13472809,1.18582056,0.00116657,2.02670517,0.00000000,2.42623496,2.26268465
-4.99749875,5.29120103,1.23347704,0.00119455,2.08823684,0.00000000,2.52155749,2.32376012
-4.99149575,5.45496712,1.27974463,0.00122542,2.15587637,0.00000000,2.61898984,2.38909915
-4.98549275,5.62562154,1.32418489,0.00125898,2.22977029,0.00000000,2.71799283,2.45882859
-4.97948974,5.80275071,1.36637190,0.00129504,2.31004921,0.00000000,2.81804085,2.53307039
-4.97348674,5.98591730,1.40589790,0.00133340,2.39681688,0.00000000,2.91862772,2.61192658
-4.96748374,6.17464444,1.44237890,0.00137388,2.49013856,0.00000000,3.01927170,2.69546337
-4.96148074,6.36839982,1.47545991,0.00141632,2.59002874,0.00000000,3.11951931,2.78369496
-4.95547774,6.56658048,1.50481980,0.00146052,2.69643901,0.00000000,3.21894750,2.87656777
-4.94947474,6.76849878,1.53017556,0.00150633,2.80924606,0.00000000,3.31716376,2.97394588
-4.94347174,6.97337007,1.55128589,0.00155355,2.92824059,0.00000000,3.41380415,3.07559817
-4.93746873,7.18030237,1.56795390,0.00160198,3.05311711,0.00000000,3.50852875,3.18118778
-4.93146573,7.38828837,1.58002894,0.00165141,3.18346519,0.00000000,3.60101486,3.29026430
-4.92546273,7.59619991,1.58740736,0.00170158,3.31876236,0.00000000,3.69094800,3.40225904
-4.91945973,7.80278527,1.59003231,0.00175221,3.45836893,0.00000000,3.77801120,3.51648348
-4.91345673,8.00666923,1.58789263,0.00180296,3.60152506,0.00000000,3.86187322,3.63213126
-4.90745373,8.20635644,1.58102075,0.00185346,3.74735020,0.00000000,3.94217644,3.74828350
-4.90145073,8.40023803,1.56949004,0.00190326,3.89484524,0.00000000,4.01852545,3.86391753
-4.89544772,8.58660211,1.55341150,0.00195188,4.04289758,0.00000000,4.09047729,3.97791885
-4.88944472,8.76364816,1.53293029,0.00199877,4.19028928,0.00000000,4.15753431,4.08909622
-4.88344172,8.92950581,1.50822203,0.00204334,4.33570844,0.00000000,4.21914064,4.19619954
-4.87743872,9.08225828,1.47948940,0.00208494,4.47776402,0.00000000,4.27468306,4.29794037
-4.87143572,9.21997054,1.44695888,0.00212291,4.61500425,0.00000000,4.32349667,4.39301466
-4.86543272,9.34072240,1.41087807,0.00215655,4.74593840,0.00000000,4.36487589,4.48012754
-4.85942971,9.44264622,1.37151352,0.00218519,4.86906223,0.00000000,4.39809056,4.55801965
-4.85342671,9.52396912,1.32914902,0.00220816,4.98288661,0.00000000,4.42240695,4.62549463
-4.84742371,9.58305893,1.28408457,0.00222485,5.08596928,0.00000000,4.43711301,4.68144742
-4.84142071,9.61847311,1.23663561,0.00223471,5.17694922,0.00000000,4.44154691,4.72489287
-4.83541771,9.62900957,1.18713262,0.00223728,5.25458306,0.00000000,4.43512779,4.75499395
-4.82941471,9.61375799,1.13592076,0.00223224,5.31778285,0.00000000,4.41738735,4.77108924
-4.82341171,9.57215010,1.08335949,0.00221939,5.36565422,0.00000000,4.38800099,4.77271881
-4.81740870,9.50400712,1.02982186,0.00219869,5.39753391,0.00000000,4.34681685,4.75964792
-4.81140570,9.40958255,0.97569340,0.00217029,5.41302539,0.00000000,4.29388163,4.73188769
-4.80540270,9.28959819,0.92137046,0.00213451,5.41203133,0.00000000,4.22946171,4.68971200
-4.79939970,9.14527164,0.86725790,0.00209186,5.39478127,0.00000000,4.15405855,4.63366983
-4.79339670,8.97833328,0.81376613,0.00204305,5.36185329,0.00000000,4.06841746,4.56459213
