energy_ev,total_up,Ag_p_up,Ag_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-5.83191596,3.22603809,0.94113105,2.35053413,0.17409258,0.00159494,0.57983112,0.00000000
-5.82591296,3.15763518,0.92531329,2.30863105,0.17033179,0.00155368,0.56208864,0.00000000
-5.81990995,3.08714371,0.91113304,2.26353748,0.16706944,0.00151012,0.54463533,0.00000000
-5.81390695,3.01535450,0.89853850,2.21586512,0.16427581,0.00146502,0.52766120,0.00000000
-5.80790395,2.94320329,0.88747023,2.16637324,0.16191554,0.00141924,0.51135714,0.00000000
-5.80190095,2.87174547,0.87786651,2.11594369,0.15994955,0.00137376,0.49591286,0.00000000
-5.79589795,2.80212523,0.86966817,2.06555013,0.15833699,0.00132958,0.48151511,0.00000000
-5.78989495,2.73554072,0.86282266,2.01622308,0.15703693,0.00128776,0.46834642,0.00000000
-5.78389195,2.67320675,0.85728756,1.96901235,0.15601007,0.00124933,0.45658436,0.00000000
-5.77788894,2.61631725,0.85303352,1.92494873,0.15522016,0.00121530,0.44640128,0.00000000
-5.77188594,2.56600896,0.85004648,1.88500677,0.15463523,0.00118660,0.43796454,0.00000000
-5.76588294,2.52332829,0.84832947,1.85007031,0.15422872,0.00116410,0.43143720,0.00000000
-5.75987994,2.48920257,0.84790380,1.82090228,0.15398023,0.00114853,0.42697898,0.00000000
-5.75387694,2.46441701,0.84880972,1.79812016,0.15387618,0.00114050,0.42474734,0.00000000
-5.74787394,2.44959790,0.85110657,1.78217793,0.15391011,0.00114048,0.42489856,0.00000000
-5.74187094,2.44520259,0.85487240,1.77335500,0.15408288,0.00114880,0.42758847,0.00000000
-5.73586793,2.45151612,0.86020302,1.77175259,0.15440250,0.00116563,0.43297280,0.00000000
-5.72986493,2.46865396,0.86721048,1.77729702,0.15488384,0.00119100,0.44120677,0.00000000
-5.72386193,2.49657023,0.87602095,1.78974961,0.15554806,0.00122483,0.45244379,0.00000000
-5.71785893,2.53507022,0.88677207,1.80872215,0.15642193,0.00126686,0.46683311,0.00000000
-5.71185593,2.58382595,0.89960959,1.83369697,0.15753689,0.00131678,0.48451628,0.00000000
-5.70585293,2.64239343,0.91468347,1.86405010,0.15892806,0.00137413,0.50562241,0.00000000
-5.69984992,2.71023015,0.93214344,1.89907640,0.16063300,0.00143840,0.53026220,0.00000000
-5.69384692,2.78671150,0.95213395,1.93801499,0.16269056,0.00150901,0.55852080,0.00000000
-5.68784392,2.87114505,0.97478878,1.98007375,0.16513946,0.00158532,0.59044980,0.00000000
-5.68184092,2.96278162,1.00022515,2.02445173,0.16801703,0.00166664,0.62605850,0.00000000
-5.67583792,3.06082277,1.02853772,2.07035846,0.17135780,0.00175227,0.66530487,0.00000000
-5.66983492,3.16442433,1.05979240,2.11702937,0.17519217,0.00184146,0.70808663,0.00000000
-5.66383192,3.27269619,1.09402026,2.16373702,0.17954517,0.00193346,0.75423290,0.00000000
-5.65782891,3.38469895,1.13121175,2.20979801,0.18443522,0.00202749,0.80349697,0.00000000
-5.65182591,3.49943821,1.17131129,2.25457568,0.18987303,0.00212276,0.85555069,0.00000000
-5.64582291,3.61585767,1.21421267,2.29747926,0.19586070,0.00221844,0.90998111,0.00000000
-5.63981991,3.73283248,1.25975526,2.33796007,0.20239086,0.00231371,0.96628964,0.00000000
-5.63381691,3.84916410,1.30772145,2.37550571,0.20944609,0.00240769,1.02389431,0.00000000
-5.62781391,3.96357832,1.35783528,2.40963333,0.21699854,0.00249950,1.08213527,0.00000000
-5.62181091,4.07472757,1.40976264,2.43988300,0.22500973,0.00258823,1.14028377,0.00000000
-5.61580790,4.18119867,1.46311302,2.46581210,0.23343062,0.00267295,1.19755446,0.00000000
-5.60980490,4.28152668,1.51744295,2.48699180,0.24220195,0.00275271,1.25312091,0.00000000
-5.60380190,4.37421527,1.57226105,2.50300622,0.25125478,0.00282657,1.30613392,0.00000000
-5.59779890,4.45776344,1.62703472,2.51345467,0.26051134,0.00289358,1.35574202,0.00000000
-5.59179590,4.53069786,1.68119842,2.51795733,0.26988604,0.00295280,1.40111357,0.00000000
-5.58579290,4.59161007,1.73416314,2.51616413,0.27928679,0.00300336,1.44145953,0.00000000
-5.57978989,4.63919682,1.78532715,2.50776642,0.28861641,0.00304443,1.47605606,0.00000000
-5.57378689,4.67230187,1.83408750,2.49251093,0.29777432,0.00307526,1.50426598,0.00000000
-5.56778389,4.68995734,1.87985224,2.47021503,0.30665825,0.00309519,1.52555822,0.00000000
-5.56178089,4.69142247,1.92205280,2.44078233,0.31516617,0.00310372,1.53952444,0.00000000
-5.55577789,4.67621773,1.96015645,2.40421754,0.32319819,0.00310045,1.54589200,0.00000000
-5.54977489,4.64415251,1.99367842,2.36063945,0.33065858,0.00308518,1.54453289,0.00000000
-5.54377189,4.59534472,2.02219342,2.31029114,0.33745771,0.00305787,1.53546811,0.00000000
-5.53776888,4.53023114,2.04534624,2.25354637,0.34351403,0.00301865,1.51886744,0.00000000
-5.53176588,4.44956776,2.06286130,2.19091158,0.34875594,0.00296789,1.49504462,0.00000000
-5.52576288,4.35441982,2.07455076,2.12302307,0.35312360,0.00290610,1.46444824,0.00000000
-5.51975988,4.24614190,2.08032111,2.05063911,0.35657051,0.00283403,1.42764879,0.00000000
-5.51375688,4.12634856,2.08017793,1.97462722,0.35906502,0.00275257,1.38532254,0.00000000
-5.50775388,3.99687687,2.07422881,1.89594680,0.36059154,0.00266281,1.33823289,0.00000000
-5.50175088,3.85974216,2.06268401,1.81562800,0.36115150,0.00256596,1.28721004,0.00000000
-5.49574787,3.71708877,2.04585506,1.73474732,0.36076397,0.00246336,1.23312990,0.00000000
-5.48974487,3.57113764,2.02415088,1.65440123,0.35946593,0.00235645,1.17689279,0.00000000
-5.48374187,3.42413266,1.99807152,1.57567854,0.35731210,0.00224672,1.11940298,0.00000000
-5.47773887,3.27828756,1.96819948,1.49963285,0.35437431,0.00213569,1.06154937,0.00000000
-5.47173587,3.13573519,1.93518856,1.42725600,0.35074037,0.00202489,1.00418810,0.00000000
-5.46573287,2.99848054,1.89975045,1.35945349,0.34651244,0.00191579,0.94812723,0.00000000
-5.45972986,2.86835882,1.86263917,1.29702277,0.34180483,0.00180982,0.89411385,0.00000000
-5.45372686,2.74699955,1.82463364,1.24063504,0.33674140,0.00170829,0.84282365,0.00000000
-5.44772386,2.63579728,1.78651881,1.19082107,0.33145244,0.00161238,0.79485290,0.00000000
-5.44172086,2.53588942,1.74906577,1.14796141,0.32607115,0.00152314,0.75071280,0.00000000
-5.43571786,2.44814117,1.71301144,1.11228108,0.32072995,0.00144144,0.71082579,0.00000000
-5.42971486,2.37313753,1.67903842,1.08384872,0.31555652,0.00136797,0.67552389,0.00000000
-5.42371186,2.31118209,1.64775572,1.06258001,0.31066988,0.00130323,0.64504848,0.00000000
-5.41770885,2.26230218,1.61968119,1.04824503,0.30617658,0.00124751,0.61955154,0.00000000
-5.41170585,2.22625984,1.59522606,1.04047915,0.30216724,0.00120093,0.59909791,0.00000000
-5.40570285,2.20256803,1.57468266,1.03879691,0.29871345,0.00116339,0.58366853,0.00000000
-5.39969985,2.19051145,1.55821558,1.04260837,0.29586536,0.00113462,0.57316450,0.00000000
-5.39369685,2.18917137,1.54585690,1.05123729,0.29364999,0.00111421,0.56741186,0.00000000
-5.38769385,2.19745379,1.53750581,1.06394073,0.29207034,0.00110156,0.56616702,0.00000000
-5.38169085,2.21412038,1.53293282,1.07992928,0.29110544,0.00109597,0.56912303,0.00000000
-5.37568784,2.23782149,1.53178845,1.09838755,0.29071130,0.00109665,0.57591643,0.00000000
-5.36968484,2.26713069,1.53361627,1.11849441,0.29082283,0.00110270,0.58613506,0.00000000
-5.36368184,2.30058020,1.53786992,1.13944257,0.29135659,0.00111320,0.59932659,0.00000000
-5.35767884,2.33669655,1.54393342,1.16045693,0.29221427,0.00112719,0.61500789,0.00000000
-5.35167584,2.37403582,1.55114413,1.18081168,0.29328684,0.00114375,0.63267530,0.00000000
-5.34567284,2.41121781,1.55881742,1.19984548,0.29445910,0.00116194,0.65181550,0.00000000
-5.33966983,2.44695840,1.56627219,1.21697481,0.29561452,0.00118092,0.67191707,0.00000000
-5.33366683,2.48009937,1.57285608,1.23170497,0.29664007,0.00119990,0.69248229,0.00000000
-5.32766383,2.50963495,1.57796945,1.24363879,0.29743088,0.00121820,0.71303912,0.00000000
-5.32166083,2.53473448,1.58108720,1.25248275,0.29789454,0.00123521,0.73315290,0.00000000
-5.31565783,2.55476038,1.58177740,1.25805049,0.29795476,0.00125048,0.75243745,0.00000000
-5.30965483,2.56928097,1.57971611,1.26026359,0.29755428,0.00126366,0.77056510,0.00000000
-5.30365183,2.57807753,1.57469774,1.25914970,0.29665698,0.00127451,0.78727538,0.00000000
-5.29764882,2.58114540,1.56664055,1.25483797,0.29524889,0.00128294,0.80238182,0.00000000
-5.29164582,2.57868878,1.55558715,1.24755189,0.29333831,0.00128894,0.81577667,0.00000000
-5.28564282,2.57110935,1.54169996,1.23759979,0.29095483,0.00129263,0.82743311,0.00000000
-5.27963982,2.55898890,1.52525202,1.22536314,0.28814750,0.00129421,0.83740486,0.00000000
-5.27363682,2.54306636,1.50661338,1.21128301,0.28498206,0.00129394,0.84582304,0.00000000
-5.26763382,2.52420997,1.48623402,1.19584499,0.28153753,0.00129215,0.85289032,0.00000000
-5.26163082,2.50338532,1.46462382,1.17956308,0.27790225,0.00128923,0.85887237,0.00000000
-5.25562781,2.48162044,1.44233065,1.16296299,0.27416962,0.00128556,0.86408708,0.00000000
-5.24962481,2.45996900,1.41991757,1.14656532,0.27043366,0.00128156,0.86889171,0.00000000
-5.24362181,2.43947306,1.39794001,1.13086925,0.26678472,0.00127763,0.87366848,0.00000000
-5.23761881,2.42112648,1.37692419,1.11633715,0.26330545,0.00127414,0.87880918,0.00000000
-5.23161581,2.40584061,1.35734739,1.10338078,0.26006734,0.00127146,0.88469931,0.00000000
-5.22561281,2.39441338,1.33962121,1.09234936,0.25712778,0.00126990,0.89170250,0.00000000
-5.21960980,2.38750294,1.32407832,1.08352011,0.25452805,0.00126973,0.90014565,0.00000000
-5.21360680,2.38560696,1.31096324,1.07709145,0.25229208,0.00127118,0.91030554,0.00000000
-5.20760380,2.38904830,1.30042765,1.07317916,0.25042623,0.00127445,0.92239736,0.00000000
-5.20160080,2.39796762,1.29253010,1.07181558,0.24891992,0.00127968,0.93656568,0.00000000
-5.19559780,2.41232316,1.28724032,1.07295190,0.24774720,0.00128699,0.95287818,0.00000000
-5.18959480,2.43189766,1.28444762,1.07646340,0.24686913,0.00129645,0.97132237,0.00000000
-5.18359180,2.45631216,1.28397316,1.08215740,0.24623689,0.00130813,0.99180552,0.00000000
-5.17758879,2.48504598,1.28558524,1.08978363,0.24579534,0.00132208,1.01415760,0.00000000
-5.17158579,2.51746212,1.28901708,1.09904660,0.24548707,0.00133835,1.03813733,0.00000000
-5.16558279,2.55283697,1.29398603,1.10961938,0.24525662,0.00135699,1.06344089,0.00000000
-5.15957979,2.59039310,1.30021351,1.12115847,0.24505459,0.00137806,1.08971302,0.00000000
-5.15357679,2.62933381,1.30744449,1.13331885,0.24484166,0.00140164,1.11655995,0.00000000
-5.14757379,2.66887800,1.31546588,1.14576899,0.24459219,0.00142783,1.14356385,0.00000000
-5.14157079,2.70829392,1.32412263,1.15820500,0.24429714,0.00145674,1.17029789,0.00000000
-5.13556778,2.74693050,1.33333107,1.17036344,0.24396644,0.00148852,1.19634167,0.00000000
-5.12956478,2.78424491,1.34308862,1.18203241,0.24363033,0.00152333,1.22129610,0.00000000
-5.12356178,2.81982534,1.35347939,1.19306039,0.24333992,0.00156134,1.24479741,0.00000000
-5.11755878,2.85340797,1.36467545,1.20336259,0.24316662,0.00160274,1.26652956,0.00000000
-5.11155578,2.88488755,1.37693346,1.21292452,0.24320070,0.00164771,1.28623479,0.00000000
-5.10555278,2.91432103,1.39058672,1.22180267,0.24354877,0.00169641,1.30372175,0.00000000
-5.09954977,2.94192417,1.40603301,1.23012226,0.24433044,0.00174898,1.31887103,0.00000000
-5.09354677,2.96806113,1.42371833,1.23807211,0.24567406,0.00180554,1.33163801,0.00000000
-5.08754377,2.99322746,1.44411742,1.24589676,0.24771196,0.00186613,1.34205274,0.00000000
-5.08154077,3.01802703,1.46771158,1.25388617,0.25057505,0.00193074,1.35021720,0.00000000
-5.07553777,3.04314385,1.49496467,1.26236319,0.25438720,0.00199929,1.35629984,0.00000000
-5.06953477,3.06930970,1.52629820,1.27166940,0.25925945,0.00207161,1.36052784,0.00000000
-5.06353177,3.09726886,1.56206664,1.28214955,0.26528447,0.00214741,1.36317742,0.00000000
-5.05752876,3.12774129,1.60253366,1.29413539,0.27253122,0.00222634,1.36456252,0.00000000
-5.05152576,3.16138564,1.64785061,1.30792923,0.28104027,0.00230791,1.36502240,0.00000000
-5.04552276,3.19876357,1.69803790,1.32378796,0.29081983,0.00239154,1.36490871,0.00000000
-5.03951976,3.24030677,1.75297027,1.34190810,0.30184276,0.00247653,1.36457232,0.00000000
-5.03351676,3.28628811,1.81236664,1.36241244,0.31404464,0.00256211,1.36435072,0.00000000
-5.02751376,3.33679802,1.87578494,1.38533881,0.32732303,0.00264739,1.36455613,0.00000000
-5.02151076,3.39172726,1.94262256,1.41063158,0.34153808,0.00273143,1.36546487,0.00000000
-5.01550775,3.45075677,2.01212227,1.43813615,0.35651432,0.00281323,1.36730841,0.00000000
-5.00950475,3.51335520,2.08338391,1.46759689,0.37204383,0.00289174,1.37026609,0.00000000
-5.00350175,3.57878441,2.15538128,1.49865867,0.38789057,0.00296591,1.37446003,0.00000000
-4.99749875,3.64611282,2.22698401,1.53087209,0.40379573,0.00303467,1.37995196,0.00000000
-4.99149575,3.71423629,2.29698372,1.56370229,0.41948411,0.00309700,1.38674228,0.00000000
-4.98549275,3.78190582,2.36412355,1.59654123,0.43467111,0.00315193,1.39477111,0.00000000
-4.97948974,3.84776124,2.42713030,1.62872293,0.44907020,0.00319854,1.40392122,0.00000000
-4.97348674,3.91036963,2.48474797,1.65954142,0.46240063,0.00323602,1.41402281,0.00000000
-4.96748374,3.96826708,2.53577170,1.68827053,0.47439504,0.00326368,1.42485961,0.00000000
-4.96148074,4.02000249,2.57908083,1.71418506,0.48480675,0.00328094,1.43617643,0.00000000
-4.95547774,4.06418154,2.61367021,1.73658243,0.49341644,0.00328736,1.44768764,0.00000000
-4.94947474,4.09950951,2.63867837,1.75480402,0.50003803,0.00328267,1.45908636,0.00000000
-4.94347174,4.12483138,2.65341187,1.76825552,0.50452344,0.00326675,1.47005425,0.00000000
-4.93746873,4.13916763,2.65736493,1.77642536,0.50676623,0.00323964,1.48027146,0.00000000
-4.93146573,4.14174486,2.65023357,1.77890066,0.50670390,0.00320156,1.48942663,0.00000000
-4.92546273,4.13201986,2.63192402,1.77538013,0.50431879,0.00315288,1.49722669,0.00000000
-4.91945973,4.10969667,2.60255500,1.76568330,0.49963763,0.00309414,1.50340622,0.00000000
-4.91345673,4.07473603,2.56245390,1.74975601,0.49272978,0.00302603,1.50773616,0.00000000
-4.90745373,4.02735709,2.51214705,1.72767177,0.48370420,0.00294937,1.51003169,0.00000000
-4.90145073,3.96803141,2.45234452,1.69962921,0.47270543,0.00286512,1.51015906,0.00000000
-4.89544772,3.89746974,2.38392001,1.66594567,0.45990864,0.00277434,1.50804112,0.00000000
-4.88944472,3.81660218,2.30788659,1.62704731,0.44551404,0.00267820,1.50366146,0.00000000
-4.88344172,3.72655235,2.22536921,1.58345620,0.42974085,0.00257793,1.49706676,0.00000000
-4.87743872,3.62860692,2.13757493,1.53577485,0.41282113,0.00247481,1.48836747,0.00000000
-4.87143572,3.52418118,2.04576200,1.48466897,0.39499361,0.00237016,1.47773639,0.00000000
-4.86543272,3.41478216,1.95120865,1.43084901,0.37649780,0.00226530,1.46540527,0.00000000
-4.85942971,3.30197035,1.85518285,1.37505116,0.35756859,0.00216152,1.45165927,0.00000000
-4.85342671,3.18732117,1.75891373,1.31801857,0.33843145,0.00206009,1.43682944,0.00000000
-4.84742371,3.07238747,1.66356567,1.26048326,0.31929829,0.00196218,1.42128327,0.00000000
-4.84142071,2.95866392,1.57021570,1.20314943,0.30036429,0.00186891,1.40541353,0.00000000
-4.83541771,2.84755440,1.47983467,1.14667847,0.28180540,0.00178125,1.38962585,0.00000000
-4.82941471,2.74034309,1.39327264,1.09167611,0.26377681,0.00170008,1.37432529,0.00000000
-4.82341171,2.63816992,1.31124869,1.03868198,0.24641213,0.00162610,1.35990252,0.00000000
-4.81740870,2.54201096,1.23434505,0.98816170,0.22982336,0.00155987,1.34672008,0.00000000
-4.81140570,2.45266404,1.16300558,0.94050153,0.21410142,0.00150180,1.33509934,0.00000000
-4.80540270,2.37073977,1.09753813,0.89600559,0.19931720,0.00145209,1.32530872,0.00000000
-4.79939970,2.29665806,1.03812052,0.85489549,0.18552304,0.00141082,1.31755375,0.00000000
-4.79339670,2.23064984,0.98480957,0.81731221,0.17275440,0.00137786,1.31196933,0.00000000
-4.78739370,2.17276390,0.93755262,0.78331992,0.16103170,0.00135294,1.30861472,0.00000000
-4.78139070,2.12287819,0.89620095,0.75291160,0.15036220,0.00133564,1.30747141,0.00000000
-4.77538769,2.08071524,0.86052445,0.72601592,0.14074176,0.00132542,1.30844395,0.00000000
-4.76938469,2.04586078,0.83022696,0.70250531,0.13215656,0.00132160,1.31136378,0.00000000
-4.76338169,2.01778503,0.80496166,0.68220470,0.12458455,0.00132343,1.31599576,0.00000000
-4.75737869,1.99586572,0.78434603,0.66490065,0.11799671,0.00133008,1.32204708,0.00000000
-4.75137569,1.97941197,0.76797599,0.65035068,0.11235815,0.00134067,1.32917812,0.00000000
-4.74537269,1.96768830,0.75543863,0.63829237,0.10762891,0.00135430,1.33701464,0.00000000
-4.73936968,1.95993795,0.74632359,0.62845209,0.10376469,0.00137008,1.34516070,0.00000000
-4.73336668,1.95540472,0.74023258,0.62055311,0.10071735,0.00138711,1.35321178,0.00000000
-4.72736368,1.95335295,0.73678717,0.61432302,0.09843542,0.00140457,1.36076740,0.00000000
-4.72136068,1.95308494,0.73563480,0.60950021,0.09686454,0.00142167,1.36744274,0.00000000
-4.71535768,1.95395574,0.73645305,0.60583946,0.09594793,0.00143773,1.37287897,0.00000000
-4.70935468,1.95538503,0.73895238,0.60311662,0.09562697,0.00145211,1.37675177,0.00000000
-4.70335168,1.95686622,0.74287752,0.60113235,0.09584189,0.00146429,1.37877807,0.00000000
-4.69734867,1.95797278,0.74800779,0.59971494,0.09653263,0.00147386,1.37872082,0.00000000
-4.69134567,1.95836228,0.75415653,0.59872241,0.09763984,0.00148049,1.37639204,0.00000000
-4.68534267,1.95777824,0.76117002,0.59804386,0.09910614,0.00148395,1.37165410,0.00000000
-4.67933967,1.95605031,0.76892599,0.59760020,0.10087741,0.00148412,1.36441974,0.00000000
-4.67333667,1.95309314,0.77733203,0.59734430,0.10290431,0.00148096,1.35465092,0.00000000
-4.66733367,1.94890415,0.78632391,0.59726072,0.10514380,0.00147452,1.34235690,0.00000000
-4.66133067,1.94356051,0.79586403,0.59736485,0.10756067,0.00146491,1.32759183,0.00000000
-4.65532766,1.93721551,0.80593990,0.59770174,0.11012903,0.00145232,1.31045207,0.00000000
-4.64932466,1.93009423,0.81656269,0.59834430,0.11283355,0.00143701,1.29107333,0.00000000
-4.64332166,1.92248859,0.82776566,0.59939113,0.11567054,0.00141925,1.26962791,0.00000000
-4.63731866,1.91475144,0.83960246,0.60096363,0.11864861,0.00139938,1.24632179,0.00000000
-4.63131566,1.90728972,0.85214503,0.60320255,0.12178898,0.00137777,1.22139181,0.00000000
-4.62531266,1.90055625,0.86548104,0.60626383,0.12512527,0.00135481,1.19510260,0.00000000
-4.61930965,1.89504008,0.87971067,0.61031378,0.12870277,0.00133089,1.16774321,0.00000000
-4.61330665,1.89125527,0.89494270,0.61552348,0.13257721,0.00130643,1.13962338,0.00000000
-4.60730365,1.88972795,0.91128992,0.62206263,0.13681296,0.00128185,1.11106923,0.00000000
-4.60130065,1.89098199,0.92886371,0.63009290,0.14148073,0.00125756,1.08241831,0.00000000
-4.59529765,1.89552327,0.94776817,0.63976091,0.14665486,0.00123396,1.05401404,0.00000000
-4.58929465,1.90382319,0.96809375,0.65119116,0.15241023,0.00121143,1.02619953,0.00000000
-4.58329165,1.91630181,0.98991082,0.66447917,0.15881896,0.00119034,0.99931096,0.00000000
-4.57728864,1.93331136,1.01326327,0.67968500,0.16594693,0.00117103,0.97367056,0.00000000
-4.57128564,1.95512068,1.03816268,0.69682774,0.17385043,0.00115380,0.94957963,0.00000000
-4.56528264,1.98190157,1.06458323,0.71588102,0.18257285,0.00113891,0.92731161,0.00000000
-4.55927964,2.01371743,1.09245766,0.73676991,0.19214178,0.00112658,0.90710567,0.00000000
-4.55327664,2.05051506,1.12167472,0.75936947,0.20256650,0.00111698,0.88916098,0.00000000
-4.54727364,2.09211985,1.15207800,0.78350501,0.21383598,0.00111024,0.87363184,0.00000000
-4.54127064,2.13823480,1.18346654,0.80895420,0.22591763,0.00110642,0.86062397,0.00000000
-4.53526763,2.18844335,1.21559701,0.83545091,0.23875665,0.00110554,0.85019195,0.00000000
-4.52926463,2.24221591,1.24818757,0.86269067,0.25227612,0.00110756,0.84233797,0.00000000
-4.52326163,2.29891982,1.28092304,0.89033754,0.26637792,0.00111240,0.83701179,0.00000000
-4.51725863,2.35783217,1.31346126,0.91803206,0.28094420,0.00111989,0.83411185,0.00000000
-4.51125563,2.41815490,1.34544031,0.94539996,0.29583966,0.00112985,0.83348746,0.00000000
-4.50525263,2.47903149,1.37648618,0.97206112,0.31091421,0.00114203,0.83494195,0.00000000
-4.49924962,2.53956453,1.40622061,0.99763856,0.32600622,0.00115613,0.83823651,0.00000000
-4.49324662,2.59883351,1.43426869,1.02176695,0.34094607,0.00117182,0.84309469,0.00000000
-4.48724362,2.65591216,1.46026605,1.04410036,0.35555982,0.00118872,0.84920739,0.00000000
-4.48124062,2.70988500,1.48386524,1.06431902,0.36967312,0.00120641,0.85623820,0.00000000
-4.47523762,2.75986264,1.50474136,1.08213487,0.38311500,0.00122445,0.86382917,0.00000000
-4.46923462,2.80499580,1.52259671,1.09729584,0.39572156,0.00124237,0.87160674,0.00000000
-4.46323162,2.84448792,1.53716457,1.10958896,0.40733948,0.00125967,0.87918807,0.00000000
-4.45722861,2.87760661,1.54821225,1.11884216,0.41782925,0.00127585,0.88618755,0.00000000
-4.45122561,2.90369395,1.55554343,1.12492521,0.42706804,0.00129041,0.89222370,0.00000000
-4.44522261,2.92217602,1.55900012,1.12774978,0.43495233,0.00130284,0.89692627,0.00000000
-4.43921961,2.93257189,1.55846436,1.12726891,0.44140008,0.00131265,0.89994362,0.00000000
-4.43321661,2.93450210,1.55385988,1.12347619,0.44635253,0.00131937,0.90095018,0.00000000
-4.42721361,2.92769684,1.54515379,1.11640468,0.44977571,0.00132260,0.89965399,0.00000000
-4.42121061,2.91200378,1.53235855,1.10612586,0.45166151,0.00132196,0.89580402,0.00000000
-4.41520760,2.88739519,1.51553401,1.09274863,0.45202835,0.00131714,0.88919710,0.00000000
-4.40920460,2.85397433,1.49478965,1.07641838,0.45092156,0.00130792,0.87968418,0.00000000
-4.40320160,2.81198032,1.47028678,1.05731610,0.44841319,0.00129414,0.86717563,0.00000000
-4.39719860,2.76179132,1.44224059,1.03565739,0.44460160,0.00127576,0.85164538,0.00000000
-4.39119560,2.70392521,1.41092169,1.01169126,0.43961038,0.00125283,0.83313348,0.00000000
-4.38519260,2.63903742,1.37665699,0.98569855,0.43358692,0.00122550,0.81174713,0.00000000
-4.37918959,2.56791543,1.33982967,0.95798970,0.42670041,0.00119403,0.78765982,0.00000000
-4.37318659,2.49146953,1.30087788,0.92890186,0.41913933,0.00115879,0.76110856,0.00000000
-4.36718359,2.41071991,1.26029215,0.89879500,0.41110836,0.00112022,0.73238944,0.00000000
-4.36118059,2.32677992,1.21861127,0.86804717,0.40282485,0.00107887,0.70185130,0.00000000
-4.35517759,2.24083593,1.17641664,0.83704880,0.39451473,0.00103536,0.66988805,0.00000000
-4.34917459,2.15412421,1.13432522,0.80619607,0.38640806,0.00099036,0.63692971,0.00000000
-4.34317159,2.06790554,1.09298100,0.77588355,0.37873425,0.00094461,0.60343259,0.00000000
-4.33716858,1.98343834,1.05304540,0.74649642,0.37171702,0.00089883,0.56986901,0.00000000
-4.33116558,1.90195135,1.01518668,0.71840230,0.36556939,0.00085380,0.53671688,0.00000000
-4.32516258,1.82461671,0.98006884,0.69194325,0.36048860,0.00081027,0.50444956,0.00000000
-4.31915958,1.75252457,0.94834002,0.66742815,0.35665139,0.00076894,0.47352631,0.00000000
-4.31315658,1.68665997,0.92062098,0.64512570,0.35420954,0.00073052,0.44438365,0.00000000
-4.30715358,1.62788288,0.89749382,0.62525858,0.35328604,0.00069561,0.41742770,0.00000000
