energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-3.34067034,2.65442486,0.00096780,0.02726770,0.58140380,2.14204579,0.17130391,0.59305629,0.21505163,0.00000000
-3.33466733,2.67955956,0.00096107,0.02817215,0.59429906,2.15418914,0.17522116,0.60115468,0.22065249,0.00000000
-3.32866433,2.70623386,0.00095317,0.02914296,0.60669370,2.16755791,0.17941140,0.60967155,0.22638999,0.00000000
-3.32266133,2.73409466,0.00094418,0.03017798,0.61840173,2.18171744,0.18386805,0.61867181,0.23226762,0.00000000
-3.31665833,2.76287973,0.00093420,0.03127569,0.62926629,2.19631364,0.18858766,0.62823577,0.23829631,0.00000000
-3.31065533,2.79242221,0.00092332,0.03243510,0.63916410,2.21108045,0.19356952,0.63845530,0.24449438,0.00000000
-3.30465233,2.82265122,0.00091166,0.03365563,0.64800898,2.22584340,0.19881523,0.64942983,0.25088735,0.00000000
-3.29864932,2.85358853,0.00089934,0.03493689,0.65575386,2.24051890,0.20432810,0.66126224,0.25750748,0.00000000
-3.29264632,2.88534068,0.00088651,0.03627855,0.66239132,2.25510913,0.21011243,0.67405457,0.26439301,0.00000000
-3.28664332,2.91808682,0.00087333,0.03768008,0.66795239,2.26969254,0.21617274,0.68790367,0.27158706,0.00000000
-3.28064032,2.95206217,0.00086002,0.03914056,0.67250375,2.28441015,0.22251270,0.70289681,0.27913605,0.00000000
-3.27463732,2.98753761,0.00084678,0.04065847,0.67614319,2.29944824,0.22913401,0.71910728,0.28708781,0.00000000
-3.26863432,3.02479607,0.00083388,0.04223146,0.67899366,2.31501808,0.23603517,0.73659001,0.29548925,0.00000000
-3.26263132,3.06410661,0.00082160,0.04385622,0.68119594,2.33133367,0.24321009,0.75537741,0.30438365,0.00000000
-3.25662831,3.10569743,0.00081023,0.04552826,0.68290043,2.34858858,0.25064672,0.77547544,0.31380772,0.00000000
-3.25062531,3.14972909,0.00080009,0.04724187,0.68425840,2.36693323,0.25832567,0.79686010,0.32378855,0.00000000
-3.24462231,3.19626942,0.00079152,0.04899003,0.68541307,2.38645370,0.26621906,0.81947456,0.33434051,0.00000000
-3.23861931,3.24527165,0.00078485,0.05076439,0.68649106,2.40715366,0.27428940,0.84322701,0.34546229,0.00000000
-3.23261631,3.29655708,0.00078043,0.05255531,0.68759469,2.42894017,0.28248896,0.86798954,0.35713434,0.00000000
-3.22661331,3.34980362,0.00077861,0.05435200,0.68879552,2.45161470,0.29075941,0.89359805,0.36931675,0.00000000
-3.22061031,3.40454103,0.00077973,0.05614266,0.69012948,2.47486977,0.29903197,0.91985345,0.38194783,0.00000000
-3.21460730,3.46015360,0.00078416,0.05791466,0.69159393,2.49829179,0.30722804,0.94652419,0.39494342,0.00000000
-3.20860430,3.51589041,0.00079225,0.05965484,0.69314687,2.52137002,0.31526042,0.97335007,0.40819712,0.00000000
-3.20260130,3.57088286,0.00080440,0.06134977,0.69470816,2.54351132,0.32303499,1.00004733,0.42158140,0.00000000
-3.19659830,3.62416898,0.00082102,0.06298606,0.69616297,2.56406003,0.33045292,1.02631487,0.43494960,0.00000000
-3.19059530,3.67472315,0.00084258,0.06455065,0.69736701,2.58232199,0.33741326,1.05184139,0.44813888,0.00000000
-3.18459230,3.72149014,0.00086958,0.06603115,0.69815339,2.59759127,0.34381587,1.07631317,0.46097378,0.00000000
-3.17858929,3.76342135,0.00090263,0.06741606,0.69834070,2.60917847,0.34956444,1.09942209,0.47327051,0.00000000
-3.17258629,3.79951184,0.00094237,0.06869506,0.69774182,2.61643873,0.35456965,1.12087370,0.48484162,0.00000000
-3.16658329,3.82883580,0.00098958,0.06985913,0.69617296,2.61879826,0.35875206,1.14039477,0.49550091,0.00000000
-3.16058029,3.85057905,0.00104509,0.07090072,0.69346247,2.61577770,0.36204484,1.15774010,0.50506837,0.00000000
-3.15457729,3.86406667,0.00110983,0.07181376,0.68945901,2.60701143,0.36439598,1.17269816,0.51337494,0.00000000
-3.14857429,3.86878460,0.00118481,0.07259369,0.68403845,2.59226158,0.36577002,1.18509544,0.52026697,0.00000000
-3.14257129,3.86439426,0.00127107,0.07323734,0.67710946,2.57142648,0.36614910,1.19479922,0.52561008,0.00000000
-3.13656828,3.85073972,0.00136969,0.07374278,0.66861731,2.54454298,0.36553339,1.20171871,0.52929246,0.00000000
-3.13056528,3.82784728,0.00148171,0.07410922,0.65854592,2.51178303,0.36394080,1.20580464,0.53122744,0.00000000
-3.12456228,3.79591810,0.00160810,0.07433670,0.64691805,2.47344482,0.36140608,1.20704736,0.53135527,0.00000000
-3.11855928,3.75531443,0.00174969,0.07442595,0.63379380,2.42993928,0.35797932,1.20547366,0.52964419,0.00000000
-3.11255628,3.70654077,0.00190712,0.07437814,0.61926752,2.38177289,0.35372399,1.20114270,0.52609069,0.00000000
-3.10655328,3.65022128,0.00208076,0.07419471,0.60346350,2.32952790,0.34871465,1.19414126,0.52071924,0.00000000
-3.10055028,3.58707483,0.00227065,0.07387725,0.58653072,2.27384132,0.34303445,1.18457871,0.51358124,0.00000000
-3.09454727,3.51788941,0.00247644,0.07342737,0.56863700,2.21538360,0.33677259,1.17258214,0.50475366,0.00000000
-3.08854427,3.44349719,0.00269733,0.07284676,0.54996291,2.15483836,0.33002186,1.15829186,0.49433713,0.00000000
-3.08254127,3.36475143,0.00293200,0.07213713,0.53069582,2.09288397,0.32287636,1.14185761,0.48245379,0.00000000
-3.07653827,3.28250643,0.00317866,0.07130044,0.51102433,2.03017770,0.31542954,1.12343564,0.46924490,0.00000000
-3.07053527,3.19760097,0.00343494,0.07033899,0.49113343,1.96734302,0.30777258,1.10318679,0.45486822,0.00000000
-3.06453227,3.11084573,0.00369800,0.06925565,0.47120035,1.90496024,0.29999322,1.08127554,0.43949537,0.00000000
-3.05852926,3.02301465,0.00396447,0.06805409,0.45139155,1.84356044,0.29217485,1.05786992,0.42330908,0.00000000
-3.05252626,2.93483992,0.00423060,0.06673901,0.43186046,1.78362252,0.28439606,1.03314218,0.40650030,0.00000000
-3.04652326,2.84701007,0.00449228,0.06531636,0.41274632,1.72557288,0.27673047,1.00726997,0.38926547,0.00000000
-3.04052026,2.76017047,0.00474517,0.06379350,0.39417378,1.66978724,0.26924665,0.98043764,0.37180360,0.00000000
-3.03451726,2.67492534,0.00498481,0.06217927,0.37625318,1.61659391,0.26200835,0.95283753,0.35431344,0.00000000
-3.02851426,2.59184045,0.00520675,0.06048405,0.35908147,1.56627787,0.25507459,0.92467087,0.33699065,0.00000000
-3.02251126,2.51144569,0.00540669,0.05871968,0.34274330,1.51908502,0.24849985,0.89614809,0.32002495,0.00000000
-3.01650825,2.43423685,0.00558064,0.05689926,0.32731251,1.47522611,0.24233403,0.86748826,0.30359745,0.00000000
-3.01050525,2.36067602,0.00572503,0.05503696,0.31285342,1.43487984,0.23662233,0.83891767,0.28787792,0.00000000
-3.00450225,2.29119037,0.00583685,0.05314761,0.29942209,1.39819489,0.23140496,0.81066747,0.27302231,0.00000000
-2.99849925,2.22616911,0.00591375,0.05124634,0.28706733,1.36529068,0.22671661,0.78297028,0.25917041,0.00000000
-2.99249625,2.16595883,0.00595412,0.04934811,0.27583134,1.33625690,0.22258586,0.75605615,0.24644373,0.00000000
-2.98649325,2.11085742,0.00595718,0.04746726,0.26574996,1.31115195,0.21903440,0.73014776,0.23494364,0.00000000
-2.98049025,2.06110702,0.00592297,0.04561703,0.25685264,1.29000040,0.21607628,0.70545538,0.22474988,0.00000000
-2.97448724,2.01688650,0.00585235,0.04380916,0.24916194,1.27278991,0.21371708,0.68217156,0.21591940,0.00000000
-2.96848424,1.97830410,0.00574700,0.04205348,0.24269281,1.25946785,0.21195331,0.66046608,0.20848554,0.00000000
-2.96248124,1.94539073,0.00560932,0.04035771,0.23745157,1.24993806,0.21077177,0.64048125,0.20245773,0.00000000
-2.95647824,1.91809450,0.00544237,0.03872719,0.23343480,1.24405800,0.21014930,0.62232790,0.19782150,0.00000000
-2.95047524,1.89627690,0.00524975,0.03716488,0.23062811,1.24163667,0.21005262,0.60608212,0.19453902,0.00000000
-2.94447224,1.87971107,0.00503546,0.03567135,0.22900501,1.24243355,0.21043849,0.59178315,0.19255000,0.00000000
-2.93846923,1.86808228,0.00480380,0.03424500,0.22852581,1.24615866,0.21125420,0.57943218,0.19177301,0.00000000
-2.93246623,1.86099093,0.00455919,0.03288225,0.22913684,1.25247407,0.21243824,0.56899240,0.19210725,0.00000000
-2.92646323,1.85795790,0.00430607,0.03157794,0.23076987,1.26099675,0.21392131,0.56039020,0.19343460,0.00000000
-2.92046023,1.85843248,0.00404875,0.03032570,0.23334197,1.27130292,0.21562747,0.55351739,0.19562212,0.00000000
-2.91445723,1.86180257,0.00379132,0.02911843,0.23675575,1.28293387,0.21747561,0.54823457,0.19852473,0.00000000
-2.90845423,1.86740702,0.00353755,0.02794876,0.24090006,1.29540316,0.21938095,0.54437535,0.20198827,0.00000000
-2.90245123,1.87455003,0.00329078,0.02680952,0.24565119,1.30820523,0.22125677,0.54175153,0.20585271,0.00000000
-2.89644822,1.88251726,0.00305395,0.02569420,0.25087456,1.32082529,0.22301619,0.54015894,0.20995557,0.00000000
-2.89044522,1.89059349,0.00282949,0.02459732,0.25642696,1.33275027,0.22457397,0.53938388,0.21413543,0.00000000
-2.88444222,1.89808136,0.00261941,0.02351478,0.26215915,1.34348087,0.22584842,0.53921010,0.21823550,0.00000000
-2.87843922,1.90432109,0.00242525,0.02244411,0.26791889,1.35254434,0.22676321,0.53942603,0.22210719,0.00000000
-2.87243622,1.90871053,0.00224818,0.02138469,0.27355439,1.35950772,0.22724919,0.53983220,0.22561355,0.00000000
-2.86643322,1.91072523,0.00208902,0.02033779,0.27891781,1.36399142,0.22724611,0.54024864,0.22863253,0.00000000
-2.86043022,1.90993783,0.00194836,0.01930665,0.28386903,1.36568244,0.22670423,0.54052200,0.23105997,0.00000000
-2.85442721,1.90603628,0.00182662,0.01829643,0.28827928,1.36434709,0.22558580,0.54053221,0.23281226,0.00000000
-2.84842421,1.89884004,0.00172416,0.01731409,0.29203464,1.35984249,0.22386625,0.54019847,0.23382844,0.00000000
-2.84242121,1.88831358,0.00164138,0.01636822,0.29503921,1.35212640,0.22153526,0.53948414,0.23407186,0.00000000
-2.83641821,1.87457644,0.00157876,0.01546889,0.29721783,1.34126482,0.21859736,0.53840048,0.23353114,0.00000000
-2.83041521,1.85790894,0.00153703,0.01462735,0.29851818,1.32743677,0.21507234,0.53700878,0.23222051,0.00000000
-2.82441221,1.83875311,0.00151717,0.01385581,0.29891221,1.31093580,0.21099515,0.53542078,0.23017933,0.00000000
-2.81840920,1.81770794,0.00152050,0.01316716,0.29839674,1.29216784,0.20641543,0.53379710,0.22747098,0.00000000
-2.81240620,1.79551886,0.00154869,0.01257467,0.29699325,1.27164499,0.20139655,0.53234360,0.22418087,0.00000000
-2.80640320,1.77306102,0.00160381,0.01209166,0.29474684,1.24997520,0.19601426,0.53130557,0.22041384,0.00000000
-2.80040020,1.75131656,0.00168831,0.01173125,0.29172436,1.22784782,0.19035481,0.53095986,0.21629086,0.00000000
-2.79439720,1.73134615,0.00180495,0.01150595,0.28801174,1.20601522,0.18451275,0.53160493,0.21194513,0.00000000
-2.78839420,1.71425543,0.00195681,0.01142738,0.28371077,1.18527091,0.17858834,0.53354929,0.20751779,0.00000000
-2.78239120,1.70115726,0.00214713,0.01150591,0.27893519,1.16642476,0.17268472,0.53709846,0.20315324,0.00000000
-2.77638819,1.69313101,0.00237923,0.01175027,0.27380663,1.15027601,0.16690486,0.54254102,0.19899433,0.00000000
-2.77038519,1.69118024,0.00265638,0.01216724,0.26845011,1.13758517,0.16134846,0.55013423,0.19517749,0.00000000
-2.76438219,1.69619039,0.00298164,0.01276122,0.26298973,1.12904566,0.15610890,0.56008982,0.19182807,0.00000000
-2.75837919,1.70888828,0.00335769,0.01353394,0.25754434,1.12525651,0.15127034,0.57256059,0.18905591,0.00000000
-2.75237619,1.72980511,0.00378663,0.01448407,0.25222366,1.12669710,0.14690505,0.58762843,0.18695151,0.00000000
-2.74637319,1.75924478,0.00426983,0.01560700,0.24712480,1.13370521,0.14307121,0.60529437,0.18558274,0.00000000
-2.74037019,1.79725905,0.00480771,0.01689453,0.24232937,1.14645939,0.13981110,0.62547130,0.18499230,0.00000000
-2.73436718,1.84363117,0.00539962,0.01833479,0.23790134,1.16496662,0.13714989,0.64797970,0.18519611,0.00000000
-2.72836418,1.89786890,0.00604368,0.01991211,0.23388565,1.18905593,0.13509500,0.67254691,0.18618256,0.00000000
-2.72236118,1.95920792,0.00673665,0.02160712,0.23030761,1.21837871,0.13363614,0.69881001,0.18791279,0.00000000
-2.71635818,2.02662584,0.00747387,0.02339693,0.22717315,1.25241573,0.13274596,0.72632250,0.19032190,0.00000000
-2.71035518,2.09886698,0.00824925,0.02525543,0.22446980,1.29049108,0.13238136,0.75456463,0.19332116,0.00000000
-2.70435218,2.17447702,0.00905528,0.02715379,0.22216844,1.33179259,0.13248533,0.78295716,0.19680106,0.00000000
-2.69834917,2.25184691,0.00988312,0.02906103,0.22022570,1.37539817,0.13298933,0.81087800,0.20063517,0.00000000
-2.69234617,2.32926420,0.01072270,0.03094480,0.21858680,1.42030713,0.13381607,0.83768141,0.20468463,0.00000000
-2.68634317,2.40497009,0.01156299,0.03277225,0.21718887,1.46547523,0.13488263,0.86271872,0.20880309,0.00000000
-2.68034017,2.47721995,0.01239217,0.03451094,0.21596443,1.50985219,0.13610367,0.88536005,0.21284194,0.00000000
-2.67433717,2.54434478,0.01319797,0.03612989,0.21484496,1.55242001,0.13739475,0.90501606,0.21665565,0.00000000
-2.66833417,2.60481107,0.01396795,0.03760060,0.21376445,1.59223046,0.13867557,0.92115874,0.22010693,0.00000000
-2.66233117,2.65727649,0.01468987,0.03889806,0.21266257,1.62844005,0.13987288,0.93334060,0.22307157,0.00000000
-2.65632816,2.70063888,0.01535204,0.04000174,0.21148759,1.66034101,0.14092314,0.94121129,0.22544267,0.00000000
-2.65032516,2.73407649,0.01594364,0.04089639,0.21019869,1.68738671,0.14177467,0.94453100,0.22713423,0.00000000
-2.64432216,2.75707749,0.01645504,0.04157277,0.20876766,1.70921051,0.14238921,0.94318011,0.22808383,0.00000000
-2.63831916,2.76945762,0.01687813,0.04202816,0.20717997,1.72563708,0.14274298,0.93716467,0.22825427,0.00000000
-2.63231616,2.77136521,0.01720646,0.04226671,0.20543508,1.73668577,0.14282694,0.92661758,0.22763432,0.00000000
-2.62631316,2.76327332,0.01743553,0.04229948,0.20354606,1.74256595,0.14264654,0.91179531,0.22623827,0.00000000
-2.62031016,2.74595973,0.01756280,0.04214431,0.20153851,1.74366465,0.14222078,0.89307049,0.22410456,0.00000000
-2.61430715,2.72047558,0.01758777,0.04182544,0.19944893,1.74052728,0.14158076,0.87092067,0.22129348,0.00000000
-2.60830415,2.68810466,0.01751196,0.04137293,0.19732259,1.73383238,0.14076773,0.84591370,0.21788412,0.00000000
-2.60230115,2.65031499,0.01733877,0.04082175,0.19521105,1.72436203,0.13983083,0.81869048,0.21397060,0.00000000
-2.59629815,2.60870542,0.01707338,0.04021091,0.19316948,1.71296918,0.13882457,0.78994569,0.20965804,0.00000000
-2.59029515,2.56494956,0.01672247,0.03958221,0.19125393,1.70054387,0.13780630,0.76040731,0.20505821,0.00000000
-2.58429215,2.52073961,0.01629403,0.03897908,0.18951874,1.68797985,0.13683362,0.73081578,0.20028525,0.00000000
-2.57828914,2.47773270,0.01579704,0.03844526,0.18801411,1.67614325,0.13596206,0.70190345,0.19545159,0.00000000
-2.57228614,2.43750165,0.01524120,0.03802344,0.18678409,1.66584469,0.13524306,0.67437504,0.19066425,0.00000000
-2.56628314,2.40149218,0.01463665,0.03775406,0.18586501,1.65781599,0.13472221,0.64888978,0.18602177,0.00000000
-2.56028014,2.37098782,0.01399365,0.03767401,0.18528438,1.65269216,0.13443813,0.62604564,0.18161169,0.00000000
-2.55427714,2.34708336,0.01332237,0.03781556,0.18506030,1.65099930,0.13442166,0.60636610,0.17750884,0.00000000
-2.54827414,2.33066731,0.01263263,0.03820538,0.18520143,1.65314828,0.13469567,0.59028967,0.17377436,0.00000000
-2.54227114,2.32241309,0.01193369,0.03886369,0.18570737,1.65943404,0.13527522,0.57816235,0.17045541,0.00000000
-2.53626813,2.32277850,0.01123413,0.03980369,0.18656946,1.67003987,0.13616822,0.57023295,0.16758562,0.00000000
-2.53026513,2.33201246,0.01054171,0.04103112,0.18777185,1.68504582,0.13737634,0.56665141,0.16518597,0.00000000
-2.52426213,2.35016783,0.00986330,0.04254400,0.18929284,1.70444030,0.13889628,0.56746971,0.16326621,0.00000000
-2.51825913,2.37711901,0.00920483,0.04433272,0.19110626,1.72813361,0.14072104,0.57264537,0.16182657,0.00000000
-2.51225613,2.41258283,0.00857127,0.04638020,0.19318287,1.75597252,0.14284138,0.58204721,0.16085954,0.00000000
-2.50625313,2.45614138,0.00796665,0.04866238,0.19549174,1.78775457,0.14524710,0.59546302,0.16035172,0.00000000
-2.50025013,2.50726554,0.00739412,0.05114880,0.19800143,1.82324142,0.14792827,0.61260898,0.16028556,0.00000000
-2.49424712,2.56533809,0.00685594,0.05380348,0.20068099,1.86217045,0.15087626,0.63314039,0.16064089,0.00000000
-2.48824412,2.62967558,0.00635360,0.05658587,0.20350077,1.90426399,0.15408446,0.65666345,0.16139612,0.00000000
-2.48224112,2.69954830,0.00588787,0.05945198,0.20643301,1.94923610,0.15754875,0.68274777,0.16252916,0.00000000
-2.47623812,2.77419800,0.00545883,0.06235565,0.20945221,1.99679660,0.16126774,0.71093931,0.16401798,0.00000000
-2.47023512,2.85285319,0.00506604,0.06524980,0.21253536,2.04665279,0.16524265,0.74077336,0.16584086,0.00000000
-2.46423212,2.93474195,0.00470850,0.06808782,0.21566200,2.09850887,0.16947701,0.77178741,0.16797634,0.00000000
-2.45822911,3.01910247,0.00438481,0.07082491,0.21881423,2.15206369,0.17397613,0.80353335,0.17040294,0.00000000
-2.45222611,3.10519152,0.00409319,0.07341935,0.22197664,2.20700734,0.17874638,0.83558899,0.17309873,0.00000000
-2.44622311,3.19229107,0.00383158,0.07583373,0.22513621,2.26301707,0.18379445,0.86756829,0.17604084,0.00000000
-2.44022011,3.27971337,0.00359768,0.07803604,0.22828230,2.31975308,0.18912647,0.89913029,0.17920491,0.00000000
-2.43421711,3.36680473,0.00338904,0.08000057,0.23140651,2.37685481,0.19474714,0.92998628,0.18256465,0.00000000
-2.42821411,3.45294816,0.00320310,0.08170866,0.23450276,2.43393807,0.20065891,0.95990507,0.18609150,0.00000000
-2.42221111,3.53756516,0.00303727,0.08314911,0.23756716,2.49059334,0.20686115,0.98871612,0.18975439,0.00000000
-2.41620810,3.62011662,0.00288899,0.08431851,0.24059804,2.54638569,0.21334950,1.01631050,0.19351975,0.00000000
-2.41020510,3.70010313,0.00275577,0.08522114,0.24359585,2.60085624,0.22011517,1.04263954,0.19735167,0.00000000
-2.40420210,3.77706455,0.00263525,0.08586870,0.24656302,2.65352555,0.22714449,1.06771116,0.20121217,0.00000000
-2.39819910,3.85057925,0.00252525,0.08627977,0.24950368,2.70389866,0.23441839,1.09158414,0.20506175,0.00000000
-2.39219610,3.92026285,0.00242381,0.08647896,0.25242332,2.75147193,0.24191216,1.11436038,0.20885993,0.00000000
-2.38619310,3.98576680,0.00232923,0.08649595,0.25532829,2.79574145,0.24959515,1.13617551,0.21256598,0.00000000
-2.38019010,4.04677688,0.00224006,0.08636421,0.25822514,2.83621288,0.25743069,1.15718819,0.21613961,0.00000000
-2.37418709,4.10301197,0.00215517,0.08611973,0.26111996,2.87241244,0.26537607,1.17756859,0.21954177,0.00000000
-2.36818409,4.15422300,0.00207372,0.08579955,0.26401751,2.90389881,0.27338266,1.19748645,0.22273534,0.00000000
-2.36218109,4.20019268,0.00199517,0.08544028,0.26692047,2.93027545,0.28139617,1.21709931,0.22568584,0.00000000
-2.35617809,4.24073580,0.00191930,0.08507667,0.26982856,2.95120314,0.28935704,1.23654142,0.22836204,0.00000000
-2.35017509,4.27570050,0.00184613,0.08474029,0.27273793,2.96641213,0.29720106,1.25591381,0.23073651,0.00000000
-2.34417209,4.30497032,0.00177598,0.08445821,0.27564053,2.97571345,0.30486008,1.27527600,0.23278607,0.00000000
-2.33816908,4.32846713,0.00170940,0.08425206,0.27852389,2.97900891,0.31226301,1.29463979,0.23449213,0.00000000
-2.33216608,4.34615471,0.00164715,0.08413718,0.28137100,2.97629925,0.31933689,1.31396530,0.23584097,0.00000000
-2.32616308,4.35804275,0.00159020,0.08412209,0.28416063,2.96768997,0.32600825,1.33315960,0.23682385,0.00000000
-2.32016008,4.36419095,0.00153968,0.08420823,0.28686789,2.95339436,0.33220452,1.35207790,0.23743710,0.00000000
-2.31415708,4.36471291,0.00149686,0.08439004,0.28946520,2.93373350,0.33785566,1.37052730,0.23768208,0.00000000
-2.30815408,4.35977925,0.00146315,0.08465530,0.29192353,2.90913288,0.34289574,1.38827292,0.23756499,0.00000000
-2.30215108,4.34961983,0.00144004,0.08498572,0.29421389,2.88011561,0.34726465,1.40504598,0.23709665,0.00000000
-2.29614807,4.33452443,0.00142915,0.08535790,0.29630900,2.84729241,0.35090967,1.42055371,0.23629215,0.00000000
-2.29014507,4.31484187,0.00143213,0.08574433,0.29818515,2.81134835,0.35378700,1.43449034,0.23517042,0.00000000
-2.28414207,4.29097729,0.00145073,0.08611470,0.29982395,2.77302710,0.35586304,1.44654883,0.23375370,0.00000000
-2.27813907,4.26338754,0.00148671,0.08643721,0.30121407,2.73311300,0.35711550,1.45643266,0.23206694,0.00000000
-2.27213607,4.23257476,0.00154188,0.08667998,0.30235270,2.69241182,0.35753415,1.46386732,0.23013717,0.00000000
-2.26613307,4.19907846,0.00161805,0.08681240,0.30324674,2.65173085,0.35712125,1.46861080,0.22799280,0.00000000
-2.26013007,4.16346624,0.00171698,0.08680643,0.30391360,2.61185935,0.35589168,1.47046280,0.22566293,0.00000000
-2.25412706,4.12632367,0.00184040,0.08663769,0.30438144,2.57354993,0.35387261,1.46927220,0.22317669,0.00000000
-2.24812406,4.08824376,0.00198989,0.08628648,0.30468893,2.53750186,0.35110289,1.46494263,0.22056259,0.00000000
-2.24212106,4.04981643,0.00216689,0.08573845,0.30488451,2.50434679,0.34763206,1.45743592,0.21784800,0.00000000
-2.23611806,4.01161846,0.00237261,0.08498509,0.30502500,2.47463751,0.34351912,1.44677341,0.21505867,0.00000000
-2.23011506,3.97420433,0.00260794,0.08402400,0.30517373,2.44883994,0.33883106,1.43303525,0.21221845,0.00000000
-2.22411206,3.93809825,0.00287342,0.08285880,0.30539834,2.42732857,0.33364122,1.41635772,0.20934909,0.00000000
-2.21810905,3.90378750,0.00316912,0.08149887,0.30576800,2.41038528,0.32802757,1.39692895,0.20647018,0.00000000
-2.21210605,3.87171730,0.00349456,0.07995888,0.30635064,2.39820119,0.32207100,1.37498325,0.20359928,0.00000000
-2.20610305,3.84228717,0.00384868,0.07825809,0.30720986,2.39088123,0.31585361,1.35079444,0.20075209,0.00000000
-2.20010005,3.81584855,0.00422971,0.07641951,0.30840201,2.38845074,0.30945714,1.32466839,0.19794276,0.00000000
-2.19409705,3.79270366,0.00463520,0.07446901,0.30997331,2.39086367,0.30296154,1.29693537,0.19518429,0.00000000
-2.18809405,3.77310531,0.00506190,0.07243432,0.31195739,2.39801158,0.29644372,1.26794229,0.19248889,0.00000000
-2.18209105,3.75725727,0.00550584,0.07034406,0.31437313,2.40973285,0.28997648,1.23804523,0.18986834,0.00000000
-2.17608804,3.74531523,0.00596227,0.06822675,0.31722311,2.42582159,0.28362767,1.20760251,0.18733435,0.00000000
-2.17008504,3.73738786,0.00642579,0.06610997,0.32049261,2.44603577,0.27745950,1.17696848,0.18489876,0.00000000
-2.16408204,3.73353811,0.00689036,0.06401954,0.32414929,2.47010428,0.27152805,1.14648813,0.18257367,0.00000000
-2.15807904,3.73378443,0.00734945,0.06197885,0.32814354,2.49773273,0.26588296,1.11649271,0.18037139,0.00000000
-2.15207604,3.73810213,0.00779618,0.06000838,0.33240950,2.52860797,0.26056710,1.08729620,0.17830432,0.00000000
-2.14607304,3.74642491,0.00822347,0.05812526,0.33686676,2.56240157,0.25561654,1.05919283,0.17638461,0.00000000
-2.14007004,3.75864666,0.00862423,0.05634310,0.34142256,2.59877233,0.25106039,1.03245542,0.17462376,0.00000000
-2.13406703,3.77462373,0.00899157,0.05467189,0.34597456,2.63736827,0.24692084,1.00733454,0.17303206,0.00000000
-2.12806403,3.79417797,0.00931898,0.05311805,0.35041391,2.67782848,0.24321315,0.98405829,0.17161810,0.00000000
-2.12206103,3.81710048,0.00960054,0.05168464,0.35462868,2.71978512,0.23994575,0.96283258,0.17038809,0.00000000
-2.11605803,3.84315641,0.00983112,0.05037168,0.35850734,2.76286593,0.23712038,0.94384174,0.16934536,0.00000000
-2.11005503,3.87209064,0.01000652,0.04917650,0.36194224,2.80669759,0.23473222,0.92724929,0.16848983,0.00000000
-2.10405203,3.90363431,0.01012364,0.04809422,0.36483301,2.85090997,0.23277022,0.91319865,0.16781770,0.00000000
-2.09804902,3.93751216,0.01018056,0.04711832,0.36708964,2.89514139,0.23121746,0.90181364,0.16732116,0.00000000
-2.09204602,3.97345013,0.01017662,0.04624111,0.36863525,2.93904473,0.23005160,0.89319873,0.16698840,0.00000000
-2.08604302,4.01118308,0.01011247,0.04545436,0.36940837,2.98229420,0.22924551,0.88743869,0.16680373,0.00000000
-2.08004002,4.05046204,0.00999000,0.04474980,0.36936474,3.02459249,0.22876797,0.88459781,0.16674792,0.00000000
-2.07403702,4.09106065,0.00981232,0.04411970,0.36847852,3.06567775,0.22858456,0.88471849,0.16679874,0.00000000
-2.06803402,4.13278015,0.00958364,0.04355729,0.36674292,3.10533004,0.22865855,0.88781926,0.16693161,0.00000000
-2.06203102,4.17545262,0.00930916,0.04305719,0.36417024,3.14337671,0.22895201,0.89389235,0.16712042,0.00000000
-2.05602801,4.21894215,0.00899489,0.04261575,0.36079139,3.17969623,0.22942681,0.90290084,0.16733845,0.00000000
-2.05002501,4.26314357,0.00864746,0.04223128,0.35665489,3.21422014,0.23004579,0.91477559,0.16755931,0.00000000
-2.04402201,4.30797870,0.00827396,0.04190421,0.35182534,3.24693272,0.23077375,0.92941226,0.16775787,0.00000000
-2.03801901,4.35339031,0.00788169,0.04163710,0.34638163,3.27786815,0.23157847,0.94666843,0.16791119,0.00000000
-2.03201601,4.39933375,0.00747799,0.04143457,0.34041473,3.30710532,0.23243159,0.96636139,0.16799929,0.00000000
-2.02601301,4.44576686,0.00707006,0.04130312,0.33402529,3.33476019,0.23330929,0.98826654,0.16800587,0.00000000
-2.02001001,4.49263852,0.00666475,0.04125080,0.32732115,3.36097599,0.23419281,1.01211685,0.16791879,0.00000000
-2.01400700,4.53987659,0.00626846,0.04128687,0.32041469,3.38591181,0.23506878,1.03760356,0.16773043,0.00000000
-2.00800400,4.58737576,0.00588698,0.04142125,0.31342026,3.40972992,0.23592933,1.06437819,0.16743782,0.00000000
-2.00200100,4.63498626,0.00552542,0.04166401,0.30645163,3.43258263,0.23677196,1.09205601,0.16704256,0.00000000
-1.99599800,4.68250404,0.00518815,0.04202469,0.29961961,3.45459915,0.23759922,1.12022104,0.16655060,0.00000000
-1.98999500,4.72966306,0.00487874,0.04251173,0.29302982,3.47587342,0.23841826,1.14843245,0.16597179,0.00000000
-1.98399200,4.77613051,0.00460000,0.04313173,0.28678069,3.49645338,0.23924016,1.17623228,0.16531935,0.00000000
-1.97798899,4.82150514,0.00435398,0.04388889,0.28096166,3.51633244,0.24007918,1.20315426,0.16460913,0.00000000
