energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.16609618,0.02369473,0.00000000,0.00000452,0.07789614,0.00431064,0.02816217
-5.99399700,0.17767664,0.02535538,0.00000000,0.00000483,0.08331967,0.00461945,0.03012891
-5.98799400,0.18870848,0.02694128,0.00000000,0.00000513,0.08848284,0.00491740,0.03200395
-5.98199100,0.19899781,0.02842576,0.00000000,0.00000541,0.09329387,0.00520038,0.03375478
-5.97598799,0.20835693,0.02978321,0.00000000,0.00000566,0.09766370,0.00546469,0.03535003
-5.96998499,0.21661031,0.03099005,0.00000000,0.00000588,0.10150877,0.00570713,0.03676047
-5.96398199,0.22360060,0.03202552,0.00000000,0.00000607,0.10475379,0.00592528,0.03796005
-5.95797899,0.22919416,0.03287257,0.00000000,0.00000622,0.10733433,0.00611760,0.03892689
-5.95197599,0.23328603,0.03351859,0.00000000,0.00000632,0.10919914,0.00628364,0.03964405
-5.94597299,0.23580398,0.03395597,0.00000000,0.00000638,0.11031196,0.00642416,0.04010031
-5.93996998,0.23671148,0.03418259,0.00000000,0.00000640,0.11065301,0.00654121,0.04029064
-5.93396698,0.23600950,0.03420205,0.00000000,0.00000637,0.11021971,0.00663818,0.04021648
-5.92796398,0.23373691,0.03402373,0.00000000,0.00000629,0.10902696,0.00671987,0.03988588
-5.92196098,0.22996960,0.03366266,0.00000000,0.00000617,0.10710671,0.00679236,0.03931326
-5.91595798,0.22481822,0.03313910,0.00000000,0.00000601,0.10450697,0.00686300,0.03851905
-5.90995498,0.21842476,0.03247803,0.00000000,0.00000582,0.10129023,0.00694024,0.03752910
-5.90395198,0.21095801,0.03170838,0.00000000,0.00000559,0.09753144,0.00703342,0.03637383
-5.89794897,0.20260820,0.03086217,0.00000000,0.00000533,0.09331562,0.00715257,0.03508729
-5.89194597,0.19358106,0.02997346,0.00000000,0.00000505,0.08873519,0.00730811,0.03370610
-5.88594297,0.18409144,0.02907729,0.00000000,0.00000475,0.08388712,0.00751058,0.03226831
-5.87993997,0.17435698,0.02820857,0.00000000,0.00000445,0.07887020,0.00777031,0.03081221
-5.87393697,0.16459188,0.02740097,0.00000000,0.00000414,0.07378230,0.00809710,0.02937520
-5.86793397,0.15500121,0.02668583,0.00000000,0.00000383,0.06871788,0.00849990,0.02799275
-5.86193097,0.14577589,0.02609122,0.00000000,0.00000354,0.06376590,0.00898656,0.02669742
-5.85592796,0.13708847,0.02564111,0.00000000,0.00000325,0.05900806,0.00956353,0.02551809
-5.84992496,0.12908997,0.02535465,0.00000000,0.00000300,0.05451751,0.01023570,0.02447926
-5.84392196,0.12190785,0.02524571,0.00000000,0.00000277,0.05035809,0.01100627,0.02360070
-5.83791896,0.11564497,0.02532258,0.00000000,0.00000257,0.04658397,0.01187669,0.02289717
-5.83191596,0.11037981,0.02558785,0.00000000,0.00000242,0.04323989,0.01284670,0.02237841
-5.82591296,0.10616761,0.02603862,0.00000000,0.00000232,0.04036169,0.01391447,0.02204933
-5.81990995,0.10304252,0.02666677,0.00000000,0.00000228,0.03797732,0.01507683,0.02191035
-5.81390695,0.10102045,0.02745953,0.00000000,0.00000231,0.03610808,0.01632955,0.02195798
-5.80790395,0.10010261,0.02840021,0.00000000,0.00000241,0.03477008,0.01766775,0.02218544
-5.80190095,0.10027932,0.02946903,0.00000000,0.00000260,0.03397576,0.01908637,0.02258344
-5.79589795,0.10153412,0.03064408,0.00000000,0.00000289,0.03373554,0.02058062,0.02314102
-5.78989495,0.10384768,0.03190236,0.00000000,0.00000329,0.03405916,0.02214649,0.02384639
-5.78389195,0.10720149,0.03322081,0.00000000,0.00000381,0.03495703,0.02378122,0.02468776
-5.77788894,0.11158100,0.03457735,0.00000000,0.00000448,0.03644116,0.02548373,0.02565409
-5.77188594,0.11697800,0.03595177,0.00000000,0.00000529,0.03852573,0.02725493,0.02673573
-5.76588294,0.12339216,0.03732657,0.00000000,0.00000628,0.04122730,0.02909790,0.02792493
-5.75987994,0.13083146,0.03868755,0.00000000,0.00000745,0.04456443,0.03101792,0.02921614
-5.75387694,0.13931150,0.04002427,0.00000000,0.00000883,0.04855693,0.03302232,0.03060618
-5.74787394,0.14885372,0.04133025,0.00000000,0.00001041,0.05322451,0.03512014,0.03209407
-5.74187094,0.15948239,0.04260285,0.00000000,0.00001222,0.05858500,0.03732153,0.03368076
-5.73586793,0.17122064,0.04384304,0.00000000,0.00001427,0.06465223,0.03963703,0.03536860
-5.72986493,0.18408558,0.04505481,0.00000000,0.00001656,0.07143347,0.04207660,0.03716061
-5.72386193,0.19808285,0.04624443,0.00000000,0.00001909,0.07892682,0.04464859,0.03905963
-5.71785893,0.21320068,0.04741953,0.00000000,0.00002185,0.08711844,0.04735856,0.04106733
-5.71185593,0.22940414,0.04858804,0.00000000,0.00002485,0.09597995,0.05020811,0.04318320
-5.70585293,0.24662957,0.04975714,0.00000000,0.00002807,0.10546602,0.05319375,0.04540356
-5.69984992,0.26477981,0.05093211,0.00000000,0.00003147,0.11551249,0.05630586,0.04772058
-5.69384692,0.28372059,0.05211537,0.00000000,0.00003504,0.12603505,0.05952791,0.05012152
-5.68784392,0.30327820,0.05330557,0.00000000,0.00003874,0.13692865,0.06283583,0.05258815
-5.68184092,0.32323907,0.05449697,0.00000000,0.00004252,0.14806780,0.06619784,0.05509641
-5.67583792,0.34335111,0.05567902,0.00000000,0.00004633,0.15930783,0.06957450,0.05761636
-5.66983492,0.36332718,0.05683620,0.00000000,0.00005013,0.17048711,0.07291928,0.06011254
-5.66383192,0.38285056,0.05794826,0.00000000,0.00005385,0.18143019,0.07617946,0.06254453
-5.65782891,0.40158231,0.05899071,0.00000000,0.00005743,0.19195194,0.07929739,0.06486792
-5.65182591,0.41917034,0.05993554,0.00000000,0.00006080,0.20186232,0.08221217,0.06703556
-5.64582291,0.43525978,0.06075232,0.00000000,0.00006392,0.21097183,0.08486154,0.06899903
-5.63981991,0.44950426,0.06140942,0.00000000,0.00006671,0.21909730,0.08718397,0.07071025
-5.63381691,0.46157763,0.06187534,0.00000000,0.00006912,0.22606777,0.08912091,0.07212328
-5.62781391,0.47118544,0.06212016,0.00000000,0.00007111,0.23173028,0.09061892,0.07319603
-5.62181091,0.47807573,0.06211697,0.00000000,0.00007263,0.23595516,0.09163185,0.07389193
-5.61580790,0.48204864,0.06184312,0.00000000,0.00007365,0.23864070,0.09212260,0.07418145
-5.60980490,0.48296416,0.06128145,0.00000000,0.00007415,0.23971689,0.09206475,0.07404338
-5.60380190,0.48074785,0.06042114,0.00000000,0.00007411,0.23914803,0.09144369,0.07346573
-5.59779890,0.47539407,0.05925837,0.00000000,0.00007354,0.23693416,0.09025731,0.07244637
-5.59179590,0.46696663,0.05779670,0.00000000,0.00007245,0.23311115,0.08851624,0.07099322
-5.58579290,0.45559691,0.05604704,0.00000000,0.00007087,0.22774946,0.08624357,0.06912405
-5.57978989,0.44147934,0.05402737,0.00000000,0.00006882,0.22095176,0.08347407,0.06686592
-5.57378689,0.42486471,0.05176217,0.00000000,0.00006635,0.21284926,0.08025304,0.06425428
-5.56778389,0.40605157,0.04928154,0.00000000,0.00006351,0.20359728,0.07663474,0.06133171
-5.56178089,0.38537610,0.04662020,0.00000000,0.00006036,0.19336998,0.07268052,0.05814649
-5.55577789,0.36320102,0.04381627,0.00000000,0.00005695,0.18235467,0.06845684,0.05475101
-5.54977489,0.33990410,0.04091000,0.00000000,0.00005335,0.17074589,0.06403308,0.05120005
-5.54377189,0.31586663,0.03794251,0.00000000,0.00004962,0.15873962,0.05947945,0.04754911
-5.53776888,0.29146257,0.03495450,0.00000000,0.00004582,0.14652765,0.05486494,0.04385280
-5.53176588,0.26704864,0.03198520,0.00000000,0.00004201,0.13429267,0.05025553,0.04016339
-5.52576288,0.24295580,0.02907131,0.00000000,0.00003825,0.12220385,0.04571251,0.03652951
-5.51975988,0.21948237,0.02624625,0.00000000,0.00003458,0.11041341,0.04129131,0.03299520
-5.51375688,0.19688891,0.02353958,0.00000000,0.00003106,0.09905403,0.03704046,0.02959910
-5.50775388,0.17539507,0.02097666,0.00000000,0.00002771,0.08823717,0.03300109,0.02637405
-5.50175088,0.15517817,0.01857850,0.00000000,0.00002457,0.07805242,0.02920662,0.02334686
-5.49574787,0.13637367,0.01636193,0.00000000,0.00002168,0.06856761,0.02568292,0.02053847
-5.48974487,0.11907706,0.01433982,0.00000000,0.00001906,0.05982976,0.02244869,0.01796424
-5.48374187,0.10334724,0.01252164,0.00000000,0.00001674,0.05186672,0.01951615,0.01563455
-5.47773887,0.08921093,0.01091408,0.00000000,0.00001473,0.04468924,0.01689188,0.01355549
-5.47173587,0.07666782,0.00952178,0.00000000,0.00001309,0.03829354,0.01457790,0.01172977
-5.46573287,0.06569642,0.00834817,0.00000000,0.00001183,0.03266409,0.01257280,0.01015762
-5.45972986,0.05626000,0.00739638,0.00000000,0.00001102,0.02777651,0.01087298,0.00883787
-5.45372686,0.04831270,0.00667007,0.00000000,0.00001074,0.02360050,0.00947381,0.00776889
-5.44772386,0.04180539,0.00617437,0.00000000,0.00001108,0.02010263,0.00837088,0.00694964
-5.44172086,0.03669115,0.00591666,0.00000000,0.00001218,0.01724902,0.00756108,0.00638056
-5.43571786,0.03293033,0.00590730,0.00000000,0.00001423,0.01500773,0.00704364,0.00606447
-5.42971486,0.03049489,0.00616028,0.00000000,0.00001747,0.01335091,0.00682098,0.00600726
-5.42371186,0.02937214,0.00669369,0.00000000,0.00002223,0.01225660,0.00689949,0.00621854
-5.41770885,0.02956770,0.00753006,0.00000000,0.00002894,0.01171026,0.00729008,0.00671209
-5.41170585,0.03110762,0.00869648,0.00000000,0.00003812,0.01170593,0.00800856,0.00750614
-5.40570285,0.03403974,0.01022456,0.00000000,0.00005046,0.01224708,0.00907584,0.00862354
-5.39969985,0.03843430,0.01215013,0.00000000,0.00006679,0.01334719,0.01051794,0.01009166
-5.39369685,0.04438357,0.01451268,0.00000000,0.00008817,0.01502994,0.01236571,0.01194213
-5.38769385,0.05200085,0.01735467,0.00000000,0.00011585,0.01732922,0.01465446,0.01421039
-5.38169085,0.06141856,0.02072040,0.00000000,0.00015136,0.02028881,0.01742327,0.01693505
-5.37568784,0.07278565,0.02465483,0.00000000,0.00019654,0.02396175,0.02071417,0.02015696
-5.36968484,0.08626419,0.02920208,0.00000000,0.00025351,0.02840955,0.02457108,0.02391826
-5.36368184,0.10202543,0.03440374,0.00000000,0.00032477,0.03370105,0.02903856,0.02826109
-5.35767884,0.12024511,0.04029707,0.00000000,0.00041318,0.03991108,0.03416049,0.03322630
-5.35167584,0.14109832,0.04691309,0.00000000,0.00052198,0.04711890,0.03997855,0.03885193
-5.34567284,0.16475391,0.05427466,0.00000000,0.00065480,0.05540632,0.04653063,0.04517170
-5.33966983,0.19136865,0.06239459,0.00000000,0.00081563,0.06485571,0.05384925,0.05221349
-5.33366683,0.22108115,0.07127389,0.00000000,0.00100881,0.07554776,0.06195996,0.05999774
-5.32766383,0.25400584,0.08090029,0.00000000,0.00123896,0.08755902,0.07087985,0.06853609
-5.32166083,0.29022710,0.09124697,0.00000000,0.00151092,0.10095942,0.08061616,0.07783001
-5.31565783,0.32979370,0.10227176,0.00000000,0.00182964,0.11580958,0.09116513,0.08786977
-5.30965483,0.37271384,0.11391679,0.00000000,0.00220010,0.13215821,0.10251107,0.09863354
-5.30365183,0.41895086,0.12610852,0.00000000,0.00262710,0.15003948,0.11462576,0.11008688
-5.29764882,0.46841989,0.13875847,0.00000000,0.00311517,0.16947058,0.12746819,0.12218248
-5.29164582,0.52098559,0.15176438,0.00000000,0.00366835,0.19044954,0.14098472,0.13486033
-5.28564282,0.57646110,0.16501186,0.00000000,0.00428999,0.21295337,0.15510962,0.14804820
-5.27963982,0.63460848,0.17837662,0.00000000,0.00498261,0.23693674,0.16976607,0.16166255
-5.27363682,0.69514061,0.19172700,0.00000000,0.00574765,0.26233125,0.18486758,0.17560974
-5.26763382,0.75772477,0.20492688,0.00000000,0.00658536,0.28904548,0.20031985,0.18978764
-5.26163082,0.82198789,0.21783878,0.00000000,0.00749461,0.31696584,0.21602300,0.20408753
-5.25562781,0.88752350,0.23032701,0.00000000,0.00847281,0.34595846,0.23187415,0.21839623
-5.24962481,0.95390034,0.24226094,0.00000000,0.00951586,0.37587200,0.24777032,0.23259850
-5.24362181,1.02067254,0.25351796,0.00000000,0.01061810,0.40654154,0.26361154,0.24657953
-5.23761881,1.08739109,0.26398634,0.00000000,0.01177243,0.43779342,0.27930406,0.26022763
-5.23161581,1.15361644,0.27356770,0.00000000,0.01297040,0.46945094,0.29476367,0.27343682
-5.22561281,1.21893176,0.28217905,0.00000000,0.01420239,0.50134080,0.30991887,0.28610947
-5.21960980,1.28295638,0.28975444,0.00000000,0.01545790,0.53329987,0.32471381,0.29815875
-5.21360680,1.34535898,0.29624605,0.00000000,0.01672580,0.56518221,0.33911092,0.30951089
-5.20760380,1.40586966,0.30162481,0.00000000,0.01799473,0.59686564,0.35309303,0.32010719
-5.20160080,1.46429037,0.30588051,0.00000000,0.01925342,0.62825777,0.36666476,0.32990553
-5.19559780,1.52050298,0.30902139,0.00000000,0.02049105,0.65930073,0.37985319,0.33888158
-5.18959480,1.57447412,0.31107338,0.00000000,0.02169764,0.68997432,0.39270751,0.34702929
-5.18359180,1.62625639,0.31207881,0.00000000,0.02286436,0.72029720,0.40529772,0.35436090
-5.17758879,1.67598521,0.31209489,0.00000000,0.02398374,0.75032565,0.41771209,0.36090627
-5.17158579,1.72387126,0.31119182,0.00000000,0.02504989,0.78014978,0.43005362,0.36671142
-5.16558279,1.77018808,0.30945069,0.00000000,0.02605858,0.80988708,0.44243527,0.37183652
-5.15957979,1.81525535,0.30696120,0.00000000,0.02700720,0.83967340,0.45497433,0.37635315
-5.15357679,1.85941812,0.30381934,0.00000000,0.02789472,0.86965160,0.46778580,0.38034102
-5.14757379,1.90302286,0.30012493,0.00000000,0.02872138,0.89995843,0.48097539,0.38388423
-5.14157079,1.94639151,0.29597932,0.00000000,0.02948851,0.93071007,0.49463208,0.38706725
-5.13556778,1.98979472,0.29148316,0.00000000,0.03019809,0.96198738,0.50882091,0.38997080
-5.12956478,2.03342600,0.28673436,0.00000000,0.03085241,0.99382157,0.52357626,0.39266788
-5.12356178,2.07737835,0.28182638,0.00000000,0.03145362,1.02618127,0.53889609,0.39522013
-5.11755878,2.12162513,0.27684688,0.00000000,0.03200337,1.05896210,0.55473754,0.39767486
-5.11155578,2.16600661,0.27187675,0.00000000,0.03250243,1.09197950,0.57101437,0.40006288
-5.10555278,2.21022368,0.26698972,0.00000000,0.03295043,1.12496568,0.58759643,0.40239734
-5.09954977,2.25383961,0.26225234,0.00000000,0.03334567,1.15757119,0.60431150,0.40467380
-5.09354677,2.29629046,0.25772462,0.00000000,0.03368507,1.18937154,0.62094954,0.40687147
-5.08754377,2.33690424,0.25346107,0.00000000,0.03396423,1.21987876,0.63726937,0.40895577
-5.08154077,2.37492821,0.24951215,0.00000000,0.03417758,1.24855780,0.65300756,0.41088200
-5.07553777,2.40956336,0.24592614,0.00000000,0.03431876,1.27484698,0.66788926,0.41259998
-5.06953477,2.44000446,0.24275102,0.00000000,0.03438094,1.29818181,0.68164041,0.41405947
-5.06353177,2.46548362,0.24003657,0.00000000,0.03435738,1.31802087,0.69400089,0.41521601
-5.05752876,2.48531511,0.23783617,0.00000000,0.03424194,1.33387252,0.70473780,0.41603672
-5.05152576,2.49893877,0.23620830,0.00000000,0.03402963,1.34532106,0.71365821,0.41650588
-5.04552276,2.50595953,0.23521755,0.00000000,0.03371717,1.35205071,0.72062063,0.41662963
-5.03951976,2.50618050,0.23493489,0.00000000,0.03330347,1.35386622,0.72554454,0.41643970
-5.03351676,2.49962753,0.23543718,0.00000000,0.03279005,1.35070874,0.72841730,0.41599554
-5.02751376,2.48656355,0.23680571,0.00000000,0.03218129,1.34266597,0.72929796,0.41538490
-5.02151076,2.46749131,0.23912393,0.00000000,0.03148466,1.32997592,0.72831772,0.41472255
-5.01550775,2.44314437,0.24247428,0.00000000,0.03071071,1.31302393,0.72567680,0.41414717
