energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.60380190,4.22864821,0.02680868,0.38525768,0.92935179,0.58498583,0.61119105,0.50613398,0.08360905,1.70243912
-5.59779890,4.33077126,0.02639479,0.39809414,0.95641566,0.59847807,0.64885156,0.52004088,0.08435096,1.74071692
-5.59179590,4.44174556,0.02609341,0.41165413,0.98575132,0.61306913,0.69081620,0.53394197,0.08515980,1.78326980
-5.58579290,4.55999877,0.02587695,0.42567838,1.01705107,0.62833072,0.73699546,0.54762440,0.08603665,1.82974510
-5.57978989,4.68396752,0.02571996,0.43991216,1.04997719,0.64386036,0.78724915,0.56088514,0.08698277,1.87977261
-5.57378689,4.81213622,0.02559959,0.45411157,1.08416564,0.65929277,0.84138737,0.57353817,0.08799963,1.93297247
-5.56778389,4.94307204,0.02549603,0.46804934,1.11923095,0.67430954,0.89917168,0.58542100,0.08908893,1.98896218
-5.56178089,5.07545462,0.02539267,0.48152005,1.15477214,0.68864682,0.96031647,0.59640036,0.09025258,2.04736239
-5.55577789,5.20809953,0.02527624,0.49434455,1.19037956,0.70210075,1.02449074,0.60637669,0.09149254,2.10780121
-5.54977489,5.33997448,0.02513667,0.50637342,1.22564252,0.71453034,1.09132014,0.61528715,0.09281074,2.16991697
-5.54377189,5.47020776,0.02496694,0.51748941,1.26015750,0.72585790,1.16038963,0.62310708,0.09420879,2.23335930
-5.53776888,5.59808877,0.02476276,0.52760865,1.29353647,0.73606679,1.23124674,0.62984962,0.09568774,2.29778858
-5.53176588,5.72306062,0.02452219,0.53668071,1.32541516,0.74519685,1.30340562,0.63556363,0.09724771,2.36287406
-5.52576288,5.84470554,0.02424521,0.54468737,1.35546079,0.75333754,1.37635194,0.64032986,0.09888757,2.42829072
-5.51975988,5.96272375,0.02393326,0.55164018,1.38337877,0.76061907,1.44954860,0.64425565,0.10060450,2.49371525
-5.51375688,6.07690715,0.02358876,0.55757697,1.40891834,0.76720214,1.52244236,0.64746825,0.10239363,2.55882159
-5.50775388,6.18710910,0.02321470,0.56255733,1.43187643,0.77326635,1.59447109,0.65010721,0.10424770,2.62327626
-5.50175088,6.29321185,0.02281424,0.56665732,1.45209990,0.77899821,1.66507164,0.65231618,0.10615680,2.68673402
-5.49574787,6.39509346,0.02239043,0.56996360,1.46948573,0.78457887,1.73368788,0.65423441,0.10810812,2.74883405
-5.48974487,6.49259576,0.02194593,0.57256730,1.48397931,0.79017245,1.79977878,0.65598859,0.11008592,2.80919703
-5.48374187,6.58549496,0.02148287,0.57455780,1.49557085,0.79591525,1.86282608,0.65768519,0.11207156,2.86742334
-5.47773887,6.67347660,0.02100283,0.57601685,1.50429009,0.80190642,1.92234122,0.65940391,0.11404369,2.92309253
-5.47173587,6.75611607,0.02050679,0.57701321,1.51019975,0.80820053,1.97787135,0.66119234,0.11597858,2.97576421
-5.46573287,6.83286572,0.01999530,0.57759817,1.51338791,0.81480236,2.02900395,0.66306240,0.11785059,3.02498030
-5.45972986,6.90304972,0.01946855,0.57780209,1.51396008,0.82166418,2.07537020,0.66498838,0.11963278,3.07026882
-5.45372686,6.96586686,0.01892664,0.57763228,1.51203117,0.82868567,2.11664675,0.66690699,0.12129762,3.11114899
-5.44772386,7.02040190,0.01836972,0.57707226,1.50771822,0.83571654,2.15255628,0.66871927,0.12281778,3.14713777
-5.44172086,7.06564515,0.01779829,0.57608253,1.50113416,0.84256177,2.18286676,0.67029435,0.12416700,3.17775768
-5.43571786,7.10052014,0.01721337,0.57460285,1.49238322,0.84898930,2.20738996,0.67147482,0.12532098,3.20254581
-5.42971486,7.12391845,0.01661670,0.57255592,1.48155826,0.85473992,2.22597946,0.67208356,0.12625823,3.22106400
-5.42371186,7.13474091,0.01601091,0.56985238,1.46874033,0.85953891,2.23852866,0.67193165,0.12696096,3.23291006
-5.41770885,7.13194379,0.01539966,0.56639689,1.45400064,0.86310899,2.24496922,0.67082707,0.12741581,3.23772979
-5.41170585,7.11458829,0.01478766,0.56209496,1.43740471,0.86518418,2.24527036,0.66858374,0.12761457,3.23522969
-5.40570285,7.08189169,0.01418073,0.55686036,1.41901874,0.86552377,2.23943931,0.66503058,0.12755467,3.22519000
-5.39969985,7.03327802,0.01358576,0.55062260,1.39891769,0.86392601,2.22752318,0.66002008,0.12723959,3.20747779
-5.39369685,6.96842610,0.01301067,0.54333422,1.37719463,0.86024093,2.20961218,0.65343616,0.12667911,3.18205945
-5.38769385,6.88731269,0.01246425,0.53497749,1.35397075,0.85438154,2.18584420,0.64520078,0.12588928,3.14901228
-5.38169085,6.79024860,0.01195607,0.52557014,1.32940541,0.84633314,2.15641036,0.63527919,0.12489232,3.10853427
-5.37568784,6.67790562,0.01149627,0.51516993,1.30370541,0.83616017,2.12156101,0.62368347,0.12371616,3.06095166
-5.36968484,6.55133241,0.01109543,0.50387760,1.27713281,0.82401027,2.08161175,0.61047429,0.12239392,3.00672341
-5.36368184,6.41195785,0.01076431,0.49183823,1.25001068,0.81011531,2.03694857,0.59576070,0.12096310,2.94644194
-5.35767884,6.26158060,0.01051366,0.47924074,1.22272603,0.79478926,1.98803154,0.57969803,0.11946455,2.88082976
-5.35167584,6.10234460,0.01035402,0.46631551,1.19572972,0.77842291,1.93539622,0.56248403,0.11794138,2.81073128
-5.34567284,5.93670014,0.01029544,0.45333017,1.16953272,0.76147547,1.87965222,0.54435316,0.11643764,2.73709985
-5.33966983,5.76735152,0.01034733,0.44058370,1.14469890,0.74446341,1.82147844,0.52556965,0.11499688,2.66097986
-5.33366683,5.59719236,0.01051815,0.42839899,1.12183422,0.72794672,1.76161458,0.50641916,0.11366074,2.58348423
-5.32766383,5.42923057,0.01081524,0.41711408,1.10157265,0.71251321,1.70084900,0.48719976,0.11246742,2.50576775
-5.32166083,5.26650552,0.01124455,0.40707246,1.08455924,0.69876125,1.64000296,0.46821237,0.11145022,2.42899725
-5.31565783,5.11200036,0.01181045,0.39861276,1.07143102,0.68728159,1.57991172,0.44975102,0.11063625,2.35431935
-5.30965483,4.96855273,0.01251549,0.39205812,1.06279641,0.67863895,1.52140317,0.43209351,0.11004518,2.28282732
-5.30365183,4.83876752,0.01336026,0.38770574,1.05921392,0.67335394,1.46527479,0.41549261,0.10968830,2.21552820
-5.29764882,4.72493510,0.01434317,0.38581700,1.06117125,0.67188609,1.41226995,0.40016824,0.10956779,2.15331173
-5.29164582,4.62895853,0.01546036,0.38660838,1.06906557,0.67461858,1.36305475,0.38630094,0.10967632,2.09692239
-5.28564282,4.55229274,0.01670560,0.39024367,1.08318578,0.68184515,1.31819638,0.37402679,0.10999699,2.04693599
-5.27963982,4.49589844,0.01807027,0.39682774,1.10369783,0.69375990,1.27814417,0.36343403,0.11050361,2.00374187
-5.27363682,4.46021258,0.01954342,0.40640201,1.13063355,0.71045010,1.24321441,0.35456143,0.11116139,1.96753161
-5.26763382,4.44513679,0.02111181,0.41894189,1.16388357,0.73189253,1.21357956,0.34739846,0.11192791,1.93829483
-5.26163082,4.45004423,0.02276015,0.43435624,1.20319483,0.75795328,1.18926272,0.34188715,0.11275446,1.91582242
-5.25562781,4.47380448,0.02447130,0.45248890,1.24817260,0.78839108,1.17013750,0.33792575,0.11358765,1.89971699
-5.24962481,4.51482535,0.02622663,0.47312210,1.29828714,0.82286397,1.15593351,0.33537367,0.11437117,1.88941023
-5.24362181,4.57110969,0.02800636,0.49598178,1.35288468,0.86093897,1.14624730,0.33405774,0.11504781,1.88418624
-5.23761881,4.64032461,0.02979000,0.52074447,1.41120214,0.90210433,1.14055816,0.33377949,0.11556142,1.88320999
-5.23161581,4.71988000,0.03155680,0.54704539,1.47238524,0.94578370,1.13824825,0.33432297,0.11585897,1.88555943
-5.22561281,4.80701300,0.03328625,0.57448767,1.53550891,0.99135171,1.13862605,0.33546297,0.11589245,1.89026001
-5.21960980,4.89887468,0.03495850,0.60265198,1.59959953,1.03815023,1.14095210,0.33697328,0.11562059,1.89631988
-5.21360680,4.99261535,0.03655485,0.63110653,1.66365778,1.08550447,1.14446588,0.33863458,0.11501044,1.90276451
-5.20760380,5.08546526,0.03805810,0.65941680,1.72668146,1.13273856,1.14841264,0.34024180,0.11403853,1.90866914
-5.20160080,5.17480746,0.03945290,0.68715482,1.78768749,1.17918977,1.15206905,0.34161062,0.11269182,1.91318788
-5.19559780,5.25824069,0.04072601,0.71390764,1.84573219,1.22422098,1.15476656,0.34258291,0.11096819,1.91557838
-5.18959480,5.33363023,0.04186643,0.73928479,1.89992954,1.26723125,1.15591165,0.34303104,0.10887666,1.91522132
-5.18359180,5.39914581,0.04286550,0.76292457,1.94946677,1.30766403,1.15500205,0.34286086,0.10643712,1.91163424
-5.17758879,5.45328635,0.04371688,0.78449909,1.99361733,1.34501326,1.15163874,0.34201339,0.10367987,1.90447948
-5.17158579,5.49489182,0.04441641,0.80371811,2.03175092,1.37882739,1.14553315,0.34046522,0.10064469,1.89356643
-5.16558279,5.52314334,0.04496200,0.82033175,2.06334086,1.40871170,1.13650977,0.33822777,0.09737971,1.87884836
-5.15957979,5.53755324,0.04535334,0.83413210,2.08796896,1.43432914,1.12450431,0.33534539,0.09394009,1.86041454
-5.15357679,5.53794676,0.04559169,0.84495415,2.10532824,1.45540033,1.10955785,0.33189262,0.09038646,1.83847840
-5.14757379,5.52443790,0.04567961,0.85267601,2.11522377,1.47170305,1.09180756,0.32797070,0.08678325,1.81336254
-5.14157079,5.49740129,0.04562064,0.85721869,2.11757209,1.48307173,1.07147472,0.32370348,0.08319700,1.78548165
-5.13556778,5.45744215,0.04541915,0.85854569,2.11239955,1.48939713,1.04885086,0.31923305,0.07969460,1.75532417
-5.12956478,5.40536620,0.04508007,0.85666236,2.09983958,1.49062663,1.02428276,0.31471510,0.07634162,1.72343353
-5.12356178,5.34215044,0.04460879,0.85161529,2.08012933,1.48676506,0.99815715,0.31031424,0.07320064,1.69038968
-5.11755878,5.26891600,0.04401104,0.84349153,2.05360551,1.47787607,0.97088568,0.30619942,0.07032976,1.65679153
-5.11155578,5.18690296,0.04329290,0.83241779,2.02069932,1.46408382,0.94289088,0.30253942,0.06778119,1.62324057
-5.10555278,5.09744720,0.04246072,0.81855930,1.98193049,1.44557463,0.91459342,0.29949862,0.06560002,1.59032600
-5.09954977,5.00195868,0.04152129,0.80211841,1.93789995,1.42259819,0.88640100,0.29723287,0.06382315,1.55861141
-5.09354677,4.90190025,0.04048179,0.78333253,1.88928108,1.39546784,0.85869898,0.29588573,0.06247842,1.52862287
-5.08754377,4.79876628,0.03934994,0.76247143,1.83680917,1.36455951,0.83184277,0.29558479,0.06158396,1.50083854
-5.08154077,4.69406004,0.03813406,0.73983367,1.78126909,1.33030883,0.80615189,0.29643835,0.06114772,1.47567930
-5.07553777,4.58926936,0.03684309,0.71574214,1.72348105,1.29320620,0.78190547,0.29853222,0.06116726,1.45350054
-5.06953477,4.48584024,0.03548661,0.69053862,1.66428451,1.25378968,0.75933900,0.30192687,0.06162971,1.43458493
-5.06353177,4.38514846,0.03407482,0.66457750,1.60452078,1.21263568,0.73864210,0.30665483,0.06251210,1.41913605
-5.05752876,4.28846986,0.03261845,0.63821877,1.54501447,1.17034778,0.71995712,0.31271854,0.06378180,1.40727309
-5.05152576,4.19695042,0.03112863,0.61182054,1.48655463,1.12754403,0.70337835,0.32008862,0.06539729,1.39902683
-5.04552276,4.11157743,0.02961673,0.58573139,1.42987625,1.08484338,0.68895189,0.32870286,0.06730918,1.39433705
-5.03951976,4.03315380,0.02809417,0.56028290,1.37564302,1.04285189,0.67667595,0.33846584,0.06946146,1.39305182
-5.03351676,3.96227717,0.02657222,0.53578273,1.32443208,1.00214965,0.66650192,0.34924955,0.07179292,1.39492906
-5.02751376,3.89932597,0.02506171,0.51250868,1.27672174,0.96327902,0.65833595,0.36089490,0.07423887,1.39964062
-5.02151076,3.84445397,0.02357293,0.49070409,1.23288284,0.92673523,0.65204154,0.37321438,0.07673290,1.40677924
-5.01550775,3.79759472,0.02211532,0.47057476,1.19317427,0.89295973,0.64744296,0.38599580,0.07920880,1.41586853
-5.00950475,3.75847671,0.02069742,0.45228777,1.15774314,0.86233697,0.64432982,0.39900714,0.08160253,1.42637596
-5.00350175,3.72664922,0.01932669,0.43597216,1.12662958,0.83519492,0.64246275,0.41200242,0.08385411,1.43772858
-4.99749875,3.70151848,0.01800945,0.42172157,1.09977607,0.81180918,0.64158020,0.42472846,0.08590946,1.44933118
-4.99149575,3.68239253,0.01675087,0.40959865,1.07704094,0.79241073,0.64140624,0.43693222,0.08772203,1.46058624
-4.98549275,3.66853305,0.01555500,0.39964094,1.05821528,0.77719667,0.64165922,0.44836861,0.08925420,1.47091478
-4.97948974,3.65921116,0.01442481,0.39186804,1.04304237,0.76634335,0.64206090,0.45880831,0.09047839,1.47977732
-4.97348674,3.65376454,0.01336232,0.38628939,1.03123871,0.76002106,0.64234581,0.46804525,0.09137772,1.48669380
-4.96748374,3.65165214,0.01236867,0.38291242,1.02251536,0.75840912,0.64227026,0.47590350,0.09194635,1.49126150
-4.96148074,3.65250342,0.01144428,0.38175035,1.01659849,0.76171048,0.64162074,0.48224311,0.09218936,1.49316990
-4.95547774,3.65615894,0.01058901,0.38282923,1.01324802,0.77016458,0.64022104,0.48696459,0.09212221,1.49221166
-4.94947474,3.66269946,0.00980220,0.38619374,1.01227338,0.78405755,0.63793783,0.49001192,0.09176974,1.48828898
-4.94347174,3.67246169,0.00908289,0.39191138,1.01354553,0.80372892,0.63468435,0.49137368,0.09116491,1.48141498
-4.93746873,3.68603922,0.00842981,0.40007466,1.01700478,0.82957408,0.63042184,0.49108242,0.09034711,1.47170983
-4.93146573,3.70426834,0.00784150,0.41080134,1.02266411,0.86204214,0.62515878,0.48921224,0.08936037,1.45939193
-4.92546273,3.72819934,0.00731637,0.42423237,1.03060787,0.90162920,0.61894784,0.48587457,0.08825134,1.44476442
-4.91945973,3.75905472,0.00685265,0.44052802,1.04098650,0.94886703,0.61188067,0.48121259,0.08706728,1.42819792
-4.91345673,3.79817669,0.00644846,0.45986212,1.05400748,1.00430788,0.60408096,0.47539443,0.08585409,1.41011039
-4.90745373,3.84696700,0.00610175,0.48241503,1.06992363,1.06850600,0.59569607,0.46860554,0.08465455,1.39094525
-4.90145073,3.90682276,0.00581028,0.50836558,1.08901957,1.14199718,0.58688773,0.46104069,0.08350675,1.37114914
-4.89544772,3.97907195,0.00557159,0.53788274,1.11159744,1.22527720,0.57782249,0.45289607,0.08244284,1.35115045
-4.88944472,4.06491265,0.00538299,0.57111736,1.13796297,1.31878071,0.56866229,0.44436181,0.08148826,1.33133998
-4.88344172,4.16535950,0.00524150,0.60819473,1.16841288,1.42286160,0.55955591,0.43561536,0.08066122,1.31205481
-4.87743872,4.28120072,0.00514386,0.64920821,1.20322445,1.53777628,0.55063164,0.42681607,0.07997273,1.29356615
-4.87143572,4.41296782,0.00508653,0.69421454,1.24264794,1.66367062,0.54199173,0.41810128,0.07942696,1.27607203
-4.86543272,4.56091986,0.00506568,0.74323097,1.28690206,1.80057142,0.53370873,0.40958395,0.07902202,1.25969485
-4.85942971,4.72504252,0.00507727,0.79623432,1.33617269,1.94838265,0.52582404,0.40135200,0.07875099,1.24448407
-4.85342671,4.90506163,0.00511705,0.85316199,1.39061454,2.10688664,0.51834861,0.39346922,0.07860328,1.23042358
-4.84742371,5.10046943,0.00518066,0.91391460,1.45035510,2.27574964,0.51126558,0.38597781,0.07856602,1.21744313
-4.84142071,5.31056123,0.00526366,0.97835999,1.51550014,2.45453111,0.50453481,0.37890206,0.07862560,1.20543312
-4.83541771,5.53447915,0.00536167,1.04633800,1.58613978,2.64269560,0.49809866,0.37225305,0.07876920,1.19426152
-4.82941471,5.77125920,0.00547041,1.11766547,1.66235398,2.83962604,0.49188882,0.36603408,0.07898606,1.18379195
-4.82341171,6.01987782,0.00558582,1.19214094,1.74421631,3.04463682,0.48583350,0.36024628,0.07926871,1.17390159
-4.81740870,6.27929395,0.00570411,1.26954827,1.83179520,3.25698543,0.47986460,0.35489424,0.07961384,1.16449789
-4.81140570,6.54848313,0.00582188,1.34965879,1.92515156,3.47588123,0.47392426,0.34999121,0.08002281,1.15553296
-4.80540270,6.82646086,0.00593615,1.43223161,2.02433257,3.70049052,0.46797048,0.34556349,0.08050196,1.14701473
-4.79939970,7.11229329,0.00604447,1.51701179,2.12936130,3.92993710,0.46198132,0.34165402,0.08106238,1.13901433
-4.79339670,7.40509446,0.00614491,1.60372644,2.24022246,4.16329835,0.45595758,0.33832462,0.08171944,1.13166917
-4.78739370,7.70401039,0.00623612,1.69207898,2.35684499,4.39959712,0.44992369,0.33565707,0.08249203,1.12518167
-4.78139070,8.00819157,0.00631735,1.78174203,2.47908241,4.63779049,0.44392689,0.33375277,0.08340141,1.11981367
-4.77538769,8.31675647,0.00638840,1.87234954,2.60669246,4.87675667,0.43803480,0.33273108,0.08446996,1.11587685
-4.76938469,8.62874950,0.00644965,1.96348910,2.73931747,5.11528196,0.43233156,0.33272643,0.08571975,1.11371989
-4.76338169,8.94309752,0.00650202,2.05469529,2.87646727,5.35204988,0.42691278,0.33388421,0.08717110,1.11371281
-4.75737869,9.25856924,0.00654684,2.14544493,3.01750623,5.58563452,0.42187982,0.33635576,0.08884105,1.11622961
-4.75137569,9.57374182,0.00658590,2.23515537,3.16164610,5.81450022,0.41733361,0.34029252,0.09074208,1.12162980
-4.74537269,9.88697850,0.00662125,2.32318624,3.30794568,6.03700930,0.41336844,0.34583959,0.09288086,1.13023999
-4.73936968,10.19642028,0.00665519,2.40884547,3.45531829,6.25143899,0.41006622,0.35312903,0.09525731,1.14233616
-4.73336668,10.49999375,0.00669011,2.49139962,3.60254732,6.45600822,0.40749136,0.36227298,0.09786389,1.15812743
-4.72736368,10.79543586,0.00672842,2.57008851,3.74830949,6.64891392,0.40568657,0.37335689,0.10068520,1.17774207
-4.72136068,11.08033497,0.00677241,2.64414370,3.89120518,6.82837584,0.40466995,0.38643319,0.10369786,1.20121610
-4.71535768,11.35218651,0.00682416,2.71281008,4.02979441,6.99268809,0.40443315,0.40151549,0.10687075,1.22848502
-4.70935468,11.60846011,0.00688539,2.77536945,4.16263662,7.14027473,0.40494098,0.41857361,0.11016553,1.25937879
-4.70335168,11.84667429,0.00695741,2.83116484,4.28833232,7.26974639,0.40613220,0.43752964,0.11353742,1.29362031
-4.69734867,12.06447414,0.00704103,2.87962414,4.40556416,7.37995446,0.40792138,0.45825528,0.11693621,1.33082726
-4.69134567,12.25970713,0.00713643,2.92028164,4.51313529,7.47003929,0.41020187,0.48057049,0.12030755,1.37051748
-4.68534267,12.43049240,0.00724318,2.95279594,4.61000267,7.53946899,0.41284949,0.50424392,0.12359426,1.41211744
-4.67933967,12.57527920,0.00736018,2.97696320,4.69530387,7.58806608,0.41572679,0.52899487,0.12673789,1.45497397
-4.67333667,12.69289115,0.00748569,2.99272475,4.76837559,7.61601947,0.41868781,0.55449728,0.12968026,1.49836865
-4.66733367,12.78255414,0.00761730,3.00016834,4.82876344,7.62388077,0.42158291,0.58038540,0.13236502,1.54153497
-4.66133067,12.84390650,0.00775206,2.99952305,4.87622258,7.61254411,0.42426369,0.60626146,0.13473927,1.58367753
-4.65532766,12.87699198,0.00788652,2.99114796,4.91070966,7.58321059,0.42658786,0.63170501,0.13675506,1.62399327
-4.64932466,12.88223671,0.00801687,2.97551525,4.93236705,7.53733864,0.42842372,0.65628386,0.13837083,1.66169408
-4.64332166,12.86041272,0.00813905,2.95318862,4.94150075,7.47658318,0.42965448,0.67956629,0.13955272,1.69603029
