energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.77788894,6.09899824,0.03569075,0.18742514,0.10006805,3.90282667,0.96136240,0.98419727,1.05895687,0.52870398
-5.77188594,5.98279239,0.03520076,0.18348323,0.09976054,3.83324013,0.94882807,0.96315200,1.02056888,0.52005398
-5.76588294,5.85376368,0.03459976,0.17944140,0.09882844,3.75477881,0.93731023,0.93920277,0.98173076,0.51026104
-5.75987994,5.71214338,0.03389638,0.17529131,0.09728983,3.66761676,0.92667343,0.91245569,0.94247299,0.49933104
-5.75387694,5.55864874,0.03310400,0.17103649,0.09517829,3.57224502,0.91679465,0.88311551,0.90288078,0.48731073
-5.74787394,5.39447976,0.03224072,0.16669228,0.09254182,3.46946916,0.90756539,0.85148473,0.86309927,0.47428766
-5.74187094,5.22129376,0.03132905,0.16228509,0.08944123,3.36039248,0.89889170,0.81795872,0.82333518,0.46038820
-5.73586793,5.04115976,0.03039551,0.15785114,0.08594819,3.24638646,0.89069253,0.78301701,0.78385498,0.44577392
-5.72986493,4.85649572,0.02947003,0.15343471,0.08214288,3.12905012,0.88289682,0.74721117,0.74497996,0.43063656
-5.72386193,4.66999270,0.02858523,0.14908607,0.07811146,3.01016116,0.87544011,0.71115000,0.70707859,0.41519186
-5.71785893,4.48453003,0.02777546,0.14485919,0.07394338,2.89162137,0.86826099,0.67548266,0.67055685,0.39967276
-5.71185593,4.30308626,0.02707590,0.14080937,0.06972869,2.77539941,0.86129809,0.64088052,0.63584708,0.38432220
-5.70585293,4.12864998,0.02652150,0.13699090,0.06555541,2.66347361,0.85448803,0.60801851,0.60339604,0.36938597
-5.69984992,3.96413472,0.02614589,0.13345485,0.06150708,2.55777751,0.84776459,0.57755675,0.57365288,0.35510597
-5.69384692,3.81230105,0.02598031,0.13024714,0.05766054,2.46014997,0.84105929,0.55012304,0.54705745,0.34171404
-5.68784392,3.67568862,0.02605258,0.12740686,0.05408399,2.37229178,0.83430342,0.52629688,0.52402947,0.32942661
-5.68184092,3.55655979,0.02638611,0.12496499,0.05083545,2.29572970,0.82743128,0.50659537,0.50495901,0.31844038
-5.67583792,3.45685581,0.02699901,0.12294338,0.04796155,2.23178843,0.82038438,0.49146151,0.49019829,0.30892894
-5.66983492,3.37816580,0.02790338,0.12135423,0.04549672,2.18157072,0.81311614,0.48125485,0.48005508,0.30104038
-5.66383192,3.32170784,0.02910465,0.12019984,0.04346277,2.14594519,0.80559668,0.47624488,0.47478763,0.29489584
-5.65782891,3.28832143,0.03060120,0.11947264,0.04186887,2.12554107,0.79781715,0.47660694,0.47460111,0.29058885
-5.65182591,3.27846984,0.03238412,0.11915560,0.04071180,2.12074915,0.78979317,0.48242079,0.47964534,0.28818530
-5.64582291,3.29225076,0.03443718,0.11922280,0.03997664,2.13172777,0.78156695,0.49367141,0.49001367,0.28772402
-5.63981991,3.32941395,0.03673708,0.11964026,0.03963767,2.15841286,0.77320790,0.51025224,0.50574282,0.28921760
-5.63381691,3.38938407,0.03925384,0.12036691,0.03965952,2.20053116,0.76481148,0.53197017,0.52681358,0.29265359
-5.62781391,3.47128761,0.04195153,0.12135567,0.03999856,2.25761558,0.75649633,0.55855243,0.55315195,0.29799583
-5.62181091,3.57398262,0.04478906,0.12255473,0.04060445,2.32902216,0.74839989,0.58965479,0.58463090,0.30518582
-5.61580790,3.69609029,0.04772135,0.12390877,0.04142179,2.41394797,0.74067273,0.62487102,0.62107237,0.31414423
-5.60980490,3.83602775,0.05070046,0.12536040,0.04239187,2.51144958,0.73347193,0.66374306,0.66224962,0.32477245
-5.60380190,3.99204131,0.05367702,0.12685146,0.04345441,2.62046180,0.72695411,0.70577177,0.70788978,0.33695414
-5.59779890,4.16223977,0.05660160,0.12832449,0.04454935,2.73981641,0.72126844,0.75042786,0.75767658,0.35055700
-5.59179590,4.34462728,0.05942623,0.12972406,0.04561849,2.86826079,0.71655026,0.79716269,0.81125334,0.36543450
-5.58579290,4.53713542,0.06210572,0.13099805,0.04660711,3.00447628,0.71291563,0.84541861,0.86822614,0.38142796
-5.57978989,4.73765406,0.06459908,0.13209894,0.04746535,3.14709610,0.71045719,0.89463859,0.92816722,0.39836859
-5.57378689,4.94406069,0.06687066,0.13298482,0.04814951,3.29472282,0.70924170,0.94427496,0.99061868,0.41607988
-5.56778389,5.15424780,0.06889111,0.13362033,0.04862297,3.44594509,0.70930915,0.99379695,1.05509637,0.43438007
-5.56178089,5.36614815,0.07063819,0.13397739,0.04885701,3.59935366,0.71067371,1.04269699,1.12109423,0.45308479
-5.55577789,5.57775759,0.07209717,0.13403564,0.04883128,3.75355660,0.71332619,1.09049568,1.18808885,0.47200982
-5.54977489,5.78715550,0.07326108,0.13378272,0.04853397,3.90719361,0.71723796,1.13674551,1.25554447,0.49097394
-5.54377189,5.99252272,0.07413056,0.13321420,0.04796176,4.05894953,0.72236585,1.18103335,1.32291841,0.50980175
-5.53776888,6.19215736,0.07471349,0.13233337,0.04711943,4.20756709,0.72865785,1.22298196,1.38966680,0.52832650
-5.53176588,6.38448861,0.07502434,0.13115069,0.04601930,4.35185911,0.73605908,1.26225066,1.45525089,0.54639282
-5.52576288,6.56808899,0.07508329,0.12968313,0.04468038,4.49072011,0.74451769,1.29853545,1.51914370,0.56385935
-5.51975988,6.74168558,0.07491518,0.12795332,0.04312740,4.62313780,0.75399035,1.33156892,1.58083700,0.58060111
-5.51375688,6.90417040,0.07454834,0.12598859,0.04138969,4.74820419,0.76444702,1.36112002,1.63984871,0.59651176
-5.50775388,7.05461034,0.07401337,0.12381993,0.03949996,4.86512670,0.77587473,1.38699404,1.69573033,0.61150545
-5.50175088,7.19225673,0.07334185,0.12148101,0.03749309,4.97323886,0.78828016,1.40903296,1.74807446,0.62551848
-5.49574787,7.31655443,0.07256522,0.11900717,0.03540495,5.07201059,0.80169107,1.42711607,1.79652210,0.63851050
-5.48974487,7.42714994,0.07171358,0.11643452,0.03327121,5.16105754,0.81615638,1.44116106,1.84076945,0.65046531
-5.48374187,7.52389816,0.07081481,0.11379914,0.03112635,5.24014906,0.83174510,1.45112525,1.88057401,0.66139120
-5.47773887,7.60686670,0.06989376,0.11113636,0.02900276,5.30921391,0.84854410,1.45700698,1.91575958,0.67132067
-5.47173587,7.67633695,0.06897164,0.10848023,0.02693001,5.36834332,0.86665488,1.45884679,1.94622002,0.68030961
-5.46573287,7.73280074,0.06806561,0.10586306,0.02493425,5.41779028,0.88618959,1.45672811,1.97192128,0.68843574
-5.45972986,7.77695168,0.06718863,0.10331504,0.02303786,5.45796471,0.90726629,1.45077732,1.99290169,0.69579640
-5.45372686,7.80967033,0.06634943,0.10086397,0.02125920,5.48942369,0.93000378,1.44116268,2.00927031,0.70250557
-5.44772386,7.83200261,0.06555269,0.09853500,0.01961259,5.51285667,0.95451605,1.42809224,2.02120316,0.70869017
-5.44172086,7.84513141,0.06479935,0.09635040,0.01810832,5.52906540,0.98090652,1.41181029,2.02893752,0.71448575
-5.43571786,7.85034161,0.06408707,0.09432938,0.01675286,5.53893900,1.00926228,1.39259262,2.03276431,0.72003156
-5.42971486,7.84897926,0.06341078,0.09248780,0.01554918,5.54342477,1.03964824,1.37074045,2.03301883,0.72546518
-5.42371186,7.84240639,0.06276325,0.09083796,0.01449701,5.54349553,1.07210153,1.34657332,2.03007018,0.73091690
-5.41770885,7.83195279,0.06213574,0.08938828,0.01359331,5.54011496,1.10662611,1.32042130,2.02430973,0.73650405
-5.41170585,7.81886720,0.06151862,0.08814310,0.01283262,5.53420213,1.14318775,1.29261665,2.01613902,0.74232556
-5.40570285,7.80426988,0.06090196,0.08710243,0.01220749,5.52659704,1.18170951,1.26348556,2.00595763,0.74845686
-5.39969985,7.78910896,0.06027605,0.08626175,0.01170888,5.51802866,1.22206787,1.23334030,1.99415142,0.75494565
-5.39369685,7.77412297,0.05963193,0.08561200,0.01132651,5.50908703,1.26408969,1.20247211,1.98108156,0.76180844
-5.38769385,7.75981139,0.05896172,0.08513958,0.01104924,5.50020103,1.30755012,1.17114529,1.96707473,0.76902842
-5.38169085,7.74641502,0.05825893,0.08482660,0.01086534,5.49162266,1.35217176,1.13959275,1.95241488,0.77655455
-5.37568784,7.73390735,0.05751862,0.08465129,0.01076279,5.48341896,1.39762517,1.10801309,1.93733666,0.78430213
-5.36968484,7.72199761,0.05673752,0.08458859,0.01072951,5.47547191,1.44353102,1.07656946,1.92202089,0.79215490
-5.36368184,7.71014554,0.05591396,0.08461096,0.01075356,5.46748631,1.48946394,1.04539009,1.90659197,0.79996849
-5.35767884,7.69758751,0.05504782,0.08468942,0.01082334,5.45900559,1.53495829,1.01457030,1.89111745,0.80757543
-5.35167584,7.68337290,0.05414033,0.08479469,0.01092775,5.44943462,1.57951599,0.98417594,1.87560963,0.81479113
-5.34567284,7.66640935,0.05319382,0.08489855,0.01105628,5.43806879,1.62261624,0.95424787,1.86002920,0.82142113
-5.33966983,7.64551513,0.05221151,0.08497526,0.01119916,5.42412817,1.66372730,0.92480715,1.84429081,0.82726884
-5.33366683,7.61947660,0.05119721,0.08500308,0.01134749,5.40679529,1.70232010,0.89586074,1.82827036,0.83214394
-5.32766383,7.58710867,0.05015508,0.08496575,0.01149322,5.38525548,1.73788339,0.86740732,1.81181399,0.83587081
-5.32166083,7.54731621,0.04908938,0.08485395,0.01162934,5.35873805,1.76994033,0.83944286,1.79474848,0.83829695
-5.31565783,7.49915430,0.04800437,0.08466670,0.01174984,5.32655731,1.79806591,0.81196587,1.77689289,0.83930085
-5.30965483,7.44188567,0.04690416,0.08441253,0.01184980,5.28815201,1.82190483,0.78498213,1.75807113,0.83879939
-5.30365183,7.37503360,0.04579269,0.08411059,0.01192538,5.24312232,1.84118936,0.75850860,1.73812525,0.83675421
-5.29764882,7.29842886,0.04467381,0.08379140,0.01197385,5.19126326,1.85575637,0.73257674,1.71692905,0.83317717
-5.29164582,7.21224976,0.04355141,0.08349746,0.01199359,5.13259392,1.86556323,0.70723505,1.69440160,0.82813453
-5.28564282,7.11705404,0.04242958,0.08328352,0.01198405,5.06738169,1.87070149,0.68255091,1.67052025,0.82174996
-5.27963982,7.01380204,0.04131284,0.08321654,0.01194572,4.99616093,1.87140812,0.65861190,1.64533265,0.81420612
-5.27363682,6.90387031,0.04020646,0.08337537,0.01188009,4.91974557,1.86807330,0.63552642,1.61896719,0.80574484
-5.26763382,6.78905500,0.03911664,0.08385002,0.01178959,4.83923491,1.86124436,0.61342404,1.59164137,0.79666587
-5.26163082,6.67156449,0.03805076,0.08474063,0.01167750,4.75601243,1.85162529,0.59245525,1.56366754,0.78732413
-5.25562781,6.55400061,0.03701756,0.08615605,0.01154791,4.67173667,1.84007143,0.57279088,1.53545546,0.77812539
-5.24962481,6.43932788,0.03602724,0.08821197,0.01140556,4.58832411,1.82757886,0.55462106,1.50751135,0.76952049
-5.24362181,6.33083046,0.03509145,0.09102876,0.01125582,4.50792327,1.81526857,0.53815367,1.48043294,0.76199782
-5.23761881,6.23205633,0.03422318,0.09472884,0.01110449,4.43287999,1.80436518,0.52361218,1.45490037,0.75607438
-5.23161581,6.14674876,0.03343658,0.09943364,0.01095775,4.36569363,1.79617055,0.51123286,1.43166297,0.75228510
-5.22561281,6.07876546,0.03274661,0.10526031,0.01082200,4.30896427,1.79203261,0.50126102,1.41152186,0.75117080
-5.21960980,6.03198598,0.03216860,0.11231800,0.01070368,4.26533160,1.79330994,0.49394653,1.39530881,0.75326465
-5.21360680,6.01020888,0.03171782,0.12070393,0.01060921,4.23740604,1.80133310,0.48953812,1.38386182,0.75907752
-5.20760380,6.01704048,0.03140886,0.13049932,0.01054476,4.22769366,1.81736353,0.48827689,1.37799817,0.76908230
-5.20160080,6.05577780,0.03125504,0.14176521,0.01051614,4.23851642,1.84255129,0.49038869,1.37848567,0.78369782
-5.19559780,6.12928889,0.03126787,0.15453844,0.01052860,4.27193010,1.87789302,0.49607570,1.38601327,0.80327256
-5.18959480,6.23989442,0.03145643,0.16882777,0.01058674,4.32964239,1.92419150,0.50550737,1.40116207,0.82806878
-5.18359180,6.38925476,0.03182693,0.18461056,0.01069429,4.41293415,1.98201835,0.51881099,1.42437788,0.85824781
-5.17758879,6.57826712,0.03238220,0.20182988,0.01085403,4.52258703,2.05168142,0.53606216,1.45594651,0.89385694
-5.17158579,6.80697765,0.03312147,0.22039258,0.01106765,4.65882059,2.13319823,0.55727584,1.49597295,0.93481864
-5.16558279,7.07451283,0.03404012,0.24016815,0.01133567,4.82124230,2.22627676,0.58239807,1.54436535,0.98092287
-5.15957979,7.37903464,0.03512962,0.26098881,0.01165733,5.00881311,2.33030477,0.61129917,1.60082476,1.03182283
-5.15357679,7.71772306,0.03637760,0.28265073,0.01203062,5.21983138,2.44434841,0.64376879,1.66484120,1.08703484
-5.14757379,8.08678860,0.03776803,0.30491661,0.01245220,5.45193692,2.56716067,0.67951315,1.73569645,1.14594256
-5.14157079,8.48151658,0.03928157,0.32751950,0.01291749,5.70213653,2.69719975,0.71815506,1.81247373,1.20780576
-5.13556778,8.89634367,0.04089588,0.35016798,0.01342069,5.96685131,2.83265732,0.75923685,1.89407409,1.27177362
-5.12956478,9.32496566,0.04258621,0.37255241,0.01395492,6.24198538,2.97149583,0.80222646,1.97923907,1.33690237
-5.12356178,9.76047436,0.04432586,0.39435228,0.01451234,6.52301451,3.11149405,0.84652672,2.06657901,1.40217679
-5.11755878,10.19551979,0.04608682,0.41524429,0.01508431,6.80509232,3.25029951,0.89148775,2.15460594,1.46653491
-5.11155578,10.62249305,0.04784030,0.43491095,0.01566161,7.08317104,3.38548613,0.93642218,2.24177009,1.52889530
-5.10555278,11.03372386,0.04955741,0.45304946,0.01623464,7.35213283,3.51461532,0.98062276,2.32649864,1.58818574
-5.09954977,11.42168612,0.05120961,0.46938037,0.01679368,7.60692731,3.63529848,1.02338201,2.40723548,1.64337251
-5.09354677,11.77920429,0.05276937,0.48365584,0.01732909,7.84271057,3.74525881,1.06401290,2.48248044,1.69348901
-5.08754377,12.09965336,0.05421057,0.49566714,0.01783162,8.05498065,3.84239051,1.10187024,2.55082692,1.73766272
-5.08154077,12.37714492,0.05550896,0.50525094,0.01829263,8.23970475,3.92481322,1.13637154,2.61099639,1.77513959
-5.07553777,12.60669288,0.05664259,0.51229437,0.01870431,8.39343347,3.99092013,1.16701685,2.66186894,1.80530470
-5.06953477,12.78435260,0.05759207,0.51673838,0.01905994,8.51339806,4.03941812,1.19340653,2.70250872,1.82769868
-5.06353177,12.90732860,0.05834094,0.51857948,0.01935402,8.59758717,4.06935871,1.21525623,2.73218382,1.84202914
-5.05752876,12.97404707,0.05887580,0.51786964,0.01958252,8.64480049,4.08015907,1.23240844,2.75037993,1.84817683
-5.05152576,12.98419076,0.05918660,0.51471435,0.01974293,8.65467746,4.07161246,1.24484004,2.75680766,1.84619638
-5.04552276,12.93869542,0.05926667,0.50926905,0.01983438,8.62770025,4.04388806,1.25266528,2.75140354,1.83631154
-5.03951976,12.83970813,0.05911290,0.50173387,0.01985767,8.56517111,3.99752045,1.25613420,2.73432488,1.81890543
-5.03351676,12.69050961,0.05872574,0.49234713,0.01981526,8.46916514,3.93338928,1.25562621,2.70593891,1.79450606
-5.02751376,12.49540352,0.05810922,0.48137760,0.01971121,8.34246054,3.85269012,1.25163912,2.66680683,1.76376783
-5.02151076,12.25957709,0.05727088,0.46911601,0.01955106,8.18844879,3.75689753,1.24477376,2.61766352,1.72744978
-5.01550775,11.98893835,0.05622166,0.45586607,0.01934167,8.01102828,3.64772187,1.23571499,2.55939355,1.68639139
-5.00950475,11.68993571,0.05497578,0.44193527,0.01909102,7.81448518,3.52706123,1.22520944,2.49300461,1.64148680
-5.00350175,11.36936630,0.05355047,0.42762594,0.01880798,7.60336562,3.39695009,1.21404104,2.41959900,1.59365852
-4.99749875,11.03417957,0.05196567,0.41322667,0.01850200,7.38234369,3.25950646,1.20300509,2.34034428,1.54383127
-4.99149575,10.69128277,0.05024376,0.39900468,0.01818282,7.15608944,3.11687887,1.19288194,2.25644377,1.49290706
-4.98549275,10.34735432,0.04840905,0.38519901,0.01786017,6.92914134,2.97119496,1.18441124,2.16910784,1.44174210
-4.97948974,10.00867118,0.04648738,0.37201508,0.01754346,6.70578701,2.82451287,1.17826776,2.07952657,1.39112631
-4.97348674,9.68095509,0.04450559,0.35962061,0.01724142,6.48995590,2.67877676,1.17503968,1.98884463,1.34176594
-4.96748374,9.36924217,0.04249096,0.34814296,0.01696189,6.28512700,2.53577753,1.17521024,1.89813875,1.29426972
-4.96148074,9.07777929,0.04047068,0.33766803,0.01671149,6.09425402,2.39711953,1.17914337,1.80839829,1.24913893
-4.95547774,8.80994950,0.03847119,0.32824064,0.01649546,5.91970993,2.26419388,1.18707390,1.72050933,1.20676136
-4.94947474,8.56822802,0.03651770,0.31986633,0.01631748,5.76325187,2.13815892,1.19910261,1.63524241,1.16740933
-4.94347174,8.35416866,0.03463357,0.31251446,0.01617954,5.62600686,2.01992781,1.21519620,1.55324408,1.13124155
-4.93746873,8.16842013,0.03283984,0.30612236,0.01608192,5.50847786,1.91016337,1.23519228,1.47503232,1.09830856
-4.93146573,8.01076996,0.03115478,0.30060045,0.01602319,5.41056909,1.80927989,1.25880871,1.40099558,1.06856131
-4.92546273,7.88021323,0.02959349,0.29583797,0.01600029,5.33162886,1.71745139,1.28565717,1.33139543,1.04186253
-4.91945973,7.77504242,0.02816764,0.29170906,0.01600863,5.27050739,1.63462591,1.31525984,1.26637232,1.01800012
-4.91345673,7.69295382,0.02688524,0.28807904,0.01604232,5.22562701,1.56054492,1.34706876,1.20595427,0.99670205
-4.90745373,7.63116586,0.02575052,0.28481042,0.01609435,5.19506133,1.49476706,1.38048658,1.15006779,0.97765204
-4.90145073,7.58654400,0.02476400,0.28176863,0.01615687,5.17662008,1.43669528,1.41488802,1.09855074,0.96050541
-4.89544772,7.55572732,0.02392251,0.27882701,0.01622144,5.16793612,1.38560638,1.44964079,1.05116647,0.94490431
-4.88944472,7.53525180,0.02321943,0.27587108,0.01627936,5.16655134,1.34068189,1.48412536,1.00761870,0.93049197
-4.88344172,7.52166598,0.02264498,0.27280187,0.01632194,5.16999824,1.30103936,1.51775256,0.96756664,0.91692528
-4.87743872,7.51163514,0.02218657,0.26953814,0.01634075,5.17587460,1.26576308,1.54997844,0.93063981,0.90388533
-4.87143572,7.50203106,0.02182929,0.26601769,0.01632797,5.18190896,1.23393327,1.58031606,0.89645211,0.89108579
-4.86543272,7.49000533,0.02155633,0.26219758,0.01627651,5.18601533,1.20465312,1.60834378,0.86461480,0.87827883
-4.85942971,7.47304496,0.02134961,0.25805346,0.01618031,5.18633608,1.17707289,1.63371014,0.83474798,0.86525861
-4.85342671,7.44901015,0.02119029,0.25357802,0.01603443,5.18127272,1.15041056,1.65613549,0.80649042,0.85186258
-4.84742371,7.41615494,0.02105933,0.24877893,0.01583523,5.16950465,1.12396877,1.67541063,0.77950768,0.83797062
-4.84142071,7.37313191,0.02093808,0.24367618,0.01558037,5.14999677,1.09714764,1.69139301,0.75349825,0.82350257
-4.83541771,7.31898322,0.02080881,0.23829924,0.01526891,5.12199696,1.06945353,1.70400105,0.72819796,0.80841430
-4.82941471,7.25312003,0.02065517,0.23268414,0.01490125,5.08502504,1.04050380,1.71320713,0.70338264,0.79269286
-4.82341171,7.17529322,0.02046260,0.22687056,0.01447908,5.03885478,1.01002765,1.71902995,0.67886920,0.77635121
-4.81740870,7.08555770,0.02021873,0.22089929,0.01400532,4.98349068,0.97786347,1.72152672,0.65451528,0.75942262
-4.81140570,6.98423307,0.01991364,0.21480999,0.01348397,4.91914129,0.94395300,1.72078568,0.63021775,0.74195543
-4.80540270,6.87186249,0.01953999,0.20863939,0.01291999,4.84619039,0.90833283,1.71691935,0.60591025,0.72400817
-4.79939970,6.74917187,0.01909320,0.20242008,0.01231912,4.76516758,0.87112372,1.71005859,0.58155991,0.70564540
-4.79339670,6.61703044,0.01857137,0.19617967,0.01168773,4.67671908,0.83251828,1.70034771,0.55716362,0.68693429
-4.78739370,6.47641385,0.01797523,0.18994056,0.01103261,4.58157969,0.79276762,1.68794053,0.53274384,0.66794199
-4.78139070,6.32837020,0.01730797,0.18372004,0.01036083,4.48054632,0.75216736,1.67299713,0.50834435,0.64873387
-4.77538769,6.17398930,0.01657499,0.17753080,0.00967954,4.37445351,0.71104368,1.65568134,0.48402586,0.62937230
-4.76938469,6.01437498,0.01578360,0.17138161,0.00899583,4.26415086,0.66973980,1.63615856,0.45986178,0.60991613
-4.76338169,5.85062046,0.01494267,0.16527827,0.00831658,4.15048274,0.62860325,1.61459370,0.43593409,0.59042051
-4.75737869,5.68378639,0.01406229,0.15922455,0.00764833,4.03426992,0.58797431,1.59114915,0.41232962,0.57093709
-4.75137569,5.51488158,0.01315331,0.15322315,0.00699721,3.91629342,0.54817601,1.56598252,0.38913653,0.55151424
-4.74537269,5.34484616,0.01222700,0.14727661,0.00636885,3.79728043,0.50950565,1.53924425,0.36644125,0.53219746
-4.73936968,5.17453743,0.01129469,0.14138806,0.00576834,3.67789259,0.47222824,1.51107506,0.34432581,0.51302970
-4.73336668,5.00471846,0.01036738,0.13556187,0.00520021,3.55871663,0.43657174,1.48160329,0.32286567,0.49405167
-4.72736368,4.83604994,0.00945547,0.12980414,0.00466846,3.44025780,0.40272411,1.45094247,0.30212799,0.47530211
-4.72136068,4.66908547,0.00856850,0.12412300,0.00417661,3.32293623,0.37083226,1.41918932,0.28217034,0.45681797
-4.71535768,4.50427079,0.00771495,0.11852885,0.00372775,3.20708648,0.34100250,1.38642223,0.26303994,0.43863473
-4.70935468,4.34194729,0.00690211,0.11303443,0.00332463,3.09296044,0.31330262,1.35270078,0.24477330,0.42078665
-4.70335168,4.18235977,0.00613596,0.10765486,0.00296982,2.98073366,0.28776508,1.31806624,0.22739633,0.40330731
-4.69734867,4.02566858,0.00542121,0.10240758,0.00266576,2.87051486,0.26439133,1.28254319,0.21092480,0.38623009
-4.69134567,3.87196568,0.00476128,0.09731234,0.00241499,2.76235856,0.24315681,1.24614248,0.19536515,0.36958903
-4.68534267,3.72129403,0.00415835,0.09239103,0.00222024,2.65628002,0.22401637,1.20886515,0.18071558,0.35341964
-4.67933967,3.57366953,0.00361355,0.08766766,0.00208458,2.55227209,0.20690998,1.17070748,0.16696732,0.33775995
-4.67333667,3.42910429,0.00312700,0.08316817,0.00201160,2.45032304,0.19176821,1.13166668,0.15410611,0.32265151
-4.66733367,3.28763011,0.00269804,0.07892032,0.00200547,2.35043433,0.17851744,1.09174696,0.14211374,0.30814037
-4.66133067,3.14932070,0.00232537,0.07495342,0.00207110,2.25263754,0.16708450,1.05096570,0.13096950,0.29427789
-4.65532766,3.01431131,0.00200720,0.07129808,0.00221419,2.15700930,0.15740049,1.00935922,0.12065178,0.28112122
-4.64932466,2.88281461,0.00174149,0.06798579,0.00244127,2.06368335,0.14940376,0.96698780,0.11113938,0.26873350
-4.64332166,2.75513161,0.00152605,0.06504841,0.00275969,1.97285909,0.14304186,0.92393972,0.10241278,0.25718349
