energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.69384692,3.80243872,0.00351597,0.64533045,0.86691630,0.49973984,1.37759598,1.25911219,0.02282873,1.33205295
-5.68784392,3.76127543,0.00353231,0.64153728,0.85741506,0.49563248,1.38294646,1.23708025,0.02318950,1.31831798
-5.68184092,3.72410998,0.00355374,0.63822524,0.84918611,0.49203081,1.39055112,1.21639160,0.02346716,1.30640126
-5.67583792,3.69164718,0.00357830,0.63538114,0.84247453,0.48906776,1.40044974,1.19722506,0.02365979,1.29669280
-5.66983492,3.66446419,0.00360419,0.63297848,0.83749179,0.48685893,1.41262846,1.17971856,0.02376738,1.28952435
-5.66383192,3.64300349,0.00362982,0.63098054,0.83441080,0.48550017,1.42702022,1.16397090,0.02379180,1.28516141
-5.65782891,3.62756698,0.00365380,0.62934299,0.83336139,0.48506560,1.44350501,1.15004360,0.02373671,1.28379635
-5.65182591,3.61831050,0.00367504,0.62801590,0.83442627,0.48560592,1.46190994,1.13796221,0.02360737,1.28554279
-5.64582291,3.61523876,0.00369268,0.62694497,0.83763756,0.48714703,1.48200902,1.12771726,0.02341033,1.29043109
-5.63981991,3.61820063,0.00370612,0.62607209,0.84297383,0.48968903,1.50352312,1.11926440,0.02315322,1.29840520
-5.63381691,3.62688531,0.00371503,0.62533517,0.85035794,0.49320558,1.52612011,1.11252412,0.02284433,1.30932096
-5.62781391,3.64081997,0.00371925,0.62466746,0.85965584,0.49764368,1.54941609,1.10738102,0.02249229,1.32294611
-5.62181091,3.65936994,0.00371880,0.62399662,0.87067645,0.50292402,1.57297774,1.10368292,0.02210571,1.33896223
-5.61580790,3.68174235,0.00371385,0.62324366,0.88317304,0.50894200,1.59632679,1.10124041,0.02169284,1.35696900
-5.60980490,3.70699445,0.00370460,0.62232219,0.89684616,0.51556947,1.61894667,1.09982696,0.02126128,1.37649093
-5.60380190,3.73404748,0.00369131,0.62113811,0.91134848,0.52265736,1.64029192,1.09918022,0.02081770,1.39698681
-5.59779890,3.76170689,0.00367422,0.61959007,0.92629161,0.53003923,1.65980052,1.09900482,0.02036771,1.41786203
-5.59179590,3.78868924,0.00365351,0.61757080,0.94125487,0.53753570,1.67690894,1.09897685,0.01991571,1.43848367
-5.58579290,3.81365571,0.00362926,0.61496941,0.95579607,0.54495982,1.69106978,1.09875042,0.01946487,1.45819814
-5.57978989,3.83525170,0.00360148,0.61167466,0.96946399,0.55212316,1.70177139,1.09796600,0.01901718,1.47635102
-5.57378689,3.85215124,0.00357005,0.60757918,0.98181219,0.55884248,1.70855878,1.09626065,0.01857351,1.49230853
-5.56778389,3.86310477,0.00353477,0.60258428,0.99241384,0.56494677,1.71105472,1.09327968,0.01813384,1.50547978
-5.56178089,3.86698825,0.00349535,0.59660535,1.00087673,0.57028429,1.70898021,1.08868936,0.01769741,1.51533897
-5.55577789,3.86285119,0.00345145,0.58957723,1.00685812,0.57472929,1.70217295,1.08219002,0.01726300,1.52144658
-5.54977489,3.84996122,0.00340270,0.58145951,1.01007840,0.57818814,1.69060277,1.07352895,0.01682914,1.52346846
-5.54377189,3.82784284,0.00334879,0.57224118,1.01033320,0.58060440,1.67438310,1.06251246,0.01639441,1.52119190
-5.53776888,3.79630788,0.00328943,0.56194441,1.00750303,0.58196263,1.65377740,1.04901619,0.01595761,1.51453777
-5.53176588,3.75547600,0.00322447,0.55062711,1.00156014,0.58229062,1.62920014,1.03299340,0.01551805,1.50356797
-5.52576288,3.70578372,0.00315389,0.53838410,0.99257199,0.58165995,1.60121186,1.01448039,0.01507562,1.48848781
-5.51975988,3.64798119,0.00307784,0.52534676,0.98070127,0.58018470,1.57050834,0.99359890,0.01463099,1.46964293
-5.51375688,3.58311653,0.00299667,0.51168102,0.96620228,0.57801839,1.53790406,0.97055523,0.01418563,1.44751094
-5.50775388,3.51250830,0.00291092,0.49758386,0.94941382,0.57534926,1.50431067,0.94563597,0.01374187,1.42268789
-5.50175088,3.43770721,0.00282134,0.48327835,0.93074896,0.57239412,1.47071114,0.91920061,0.01330284,1.39587038
-5.49574787,3.36044885,0.00272885,0.46900756,0.91068208,0.56939101,1.43813074,0.89167131,0.01287246,1.36783397
-5.48974487,3.28259953,0.00263456,0.45502751,0.88973373,0.56659109,1.40760607,0.86352026,0.01245529,1.33940879
-5.48374187,3.20609770,0.00253969,0.44159953,0.86845415,0.56425009,1.38015331,0.83525524,0.01205644,1.31145360
-5.47773887,3.13289368,0.00244556,0.42898243,0.84740603,0.56261979,1.35673701,0.80740403,0.01168145,1.28482933
-5.47173587,3.06489003,0.00235356,0.41742474,0.82714724,0.56193985,1.33824080,0.78049832,0.01133612,1.26037318
-5.46573287,3.00388534,0.00226506,0.40715738,0.80821440,0.56243039,1.32544085,0.75505789,0.01102638,1.23887434
-5.45972986,2.95152323,0.00218139,0.39838705,0.79110758,0.56428558,1.31898328,0.73157551,0.01075816,1.22105218
-5.45372686,2.90924853,0.00210382,0.39129068,0.77627705,0.56766850,1.31936621,0.71050332,0.01053726,1.20753764
-5.44772386,2.87827193,0.00203346,0.38601088,0.76411209,0.57270728,1.32692688,0.69224105,0.01036921,1.19885829
-5.44172086,2.85954365,0.00197130,0.38265278,0.75493236,0.57949278,1.34183437,0.67712635,0.01025923,1.19542732
-5.43571786,2.85373681,0.00191810,0.38128218,0.74898187,0.58807748,1.36408775,0.66542764,0.01021205,1.19753659
-5.42971486,2.86124005,0.00187446,0.38192497,0.74642554,0.59847580,1.39351990,0.65733942,0.01023188,1.20535357
-5.42371186,2.88215905,0.00184073,0.38456788,0.74734828,0.61066541,1.42980633,0.65298010,0.01032233,1.21892193
-5.41770885,2.91632607,0.00181705,0.38916041,0.75175641,0.62458943,1.47247885,0.65239228,0.01048627,1.23816546
-5.41170585,2.96331647,0.00180334,0.39561769,0.75958113,0.64015939,1.52094341,0.65554521,0.01072581,1.26289472
-5.40570285,3.02247109,0.00179932,0.40382438,0.77068381,0.65725850,1.57450128,0.66233931,0.01104219,1.29281605
-5.39969985,3.09292314,0.00180452,0.41363906,0.78486277,0.67574536,1.63237301,0.67261229,0.01143567,1.32754245
-5.39369685,3.17362858,0.00181831,0.42489932,0.80186123,0.69545755,1.69372417,0.68614677,0.01190549,1.36660573
-5.38769385,3.26339873,0.00183994,0.43742701,0.82137626,0.71621536,1.75769206,0.70267888,0.01244974,1.40946974
-5.38169085,3.36093417,0.00186855,0.45103372,0.84306831,0.73782532,1.82341239,0.72190762,0.01306531,1.45554412
-5.37568784,3.46485899,0.00190321,0.46552613,0.86657119,0.76008361,1.89004513,0.74350460,0.01374784,1.50419845
-5.36968484,3.57375465,0.00194299,0.48071126,0.89150221,0.78277939,1.95679859,0.76712396,0.01449165,1.55477642
-5.36368184,3.68619277,0.00198694,0.49640118,0.91747235,0.80569793,2.02295084,0.79241198,0.01528974,1.60660998
-5.35767884,3.80076621,0.00203419,0.51241742,0.94409614,0.82862387,2.08786781,0.81901637,0.01613385,1.65903316
-5.35167584,3.91611798,0.00208391,0.52859454,0.97100111,0.85134434,2.15101726,0.84659476,0.01701446,1.71139543
-5.34567284,4.03096737,0.00213541,0.54478318,0.99783659,0.87365225,2.21197821,0.87482229,0.01792096,1.76307442
-5.33966983,4.14413288,0.00218813,0.56085216,1.02428160,0.89534953,2.27044530,0.90339810,0.01884180,1.81348778
-5.33366683,4.25455132,0.00224166,0.57668981,1.05005155,0.91625047,2.32622795,0.93205050,0.01976464,1.86210385
-5.32766383,4.36129279,0.00229574,0.59220439,1.07490364,0.93618494,2.37924427,0.96054071,0.02067663,1.90845090
-5.32166083,4.46357090,0.00235029,0.60732366,1.09864060,0.95500148,2.42950994,0.98866509,0.02156469,1.95212460
-5.31565783,4.56074794,0.00240541,0.62199359,1.12111260,0.97257002,2.47712242,1.01625586,0.02241579,1.99279343
-5.30965483,4.65233473,0.00246131,0.63617640,1.14221728,0.98878406,2.52224125,1.04318016,0.02321726,2.03020162
-5.30365183,4.73798502,0.00251836,0.64984781,1.16189772,1.00356224,2.56506517,1.06933774,0.02395712,2.06416959
-5.29764882,4.81748450,0.00257701,0.66299388,1.18013829,1.01684898,2.60580715,1.09465729,0.02462436,2.09459147
-5.29164582,4.89073483,0.00263777,0.67560745,1.19695875,1.02861411,2.64466851,1.11909152,0.02520926,2.12142994
-5.28564282,4.95773318,0.00270115,0.68768437,1.21240651,1.03885152,2.68181340,1.14261149,0.02570358,2.14470829
-5.27963982,5.01854821,0.00276766,0.69921981,1.22654757,1.04757658,2.71734501,1.16520018,0.02610081,2.16450011
-5.27363682,5.07329355,0.00283768,0.71020469,1.23945650,1.05482264,2.75128465,1.18684594,0.02639631,2.18091697
-5.26763382,5.12210025,0.00291150,0.72062260,1.25120599,1.06063657,2.78355508,1.20753594,0.02658738,2.19409470
-5.26163082,5.16508944,0.00298920,0.73044723,1.26185657,1.06507369,2.81396910,1.22725010,0.02667329,2.20417902
-5.25562781,5.20234702,0.00307064,0.73964056,1.27144713,1.06819227,2.84222408,1.24595584,0.02665531,2.21131124
-5.24962481,5.23390175,0.00315543,0.74815193,1.27998668,1.07004799,2.86790321,1.26360396,0.02653656,2.21561497
-5.24362181,5.25970824,0.00324292,0.75591795,1.28744826,1.07068880,2.89048347,1.28012583,0.02632193,2.21718464
-5.23761881,5.27963600,0.00333216,0.76286340,1.29376506,1.07015034,2.90935031,1.29543217,0.02601787,2.21607659
-5.23161581,5.29346549,0.00342190,0.76890305,1.29882945,1.06845247,2.92381863,1.30941343,0.02563222,2.21230337
-5.22561281,5.30089150,0.00351064,0.77394427,1.30249486,1.06559708,2.93315895,1.32194183,0.02517399,2.20583176
-5.21960980,5.30153410,0.00359667,0.77789034,1.30458075,1.06156740,2.93662799,1.33287482,0.02465308,2.19658466
-5.21360680,5.29495658,0.00367807,0.78064433,1.30488034,1.05632891,2.93350186,1.34205994,0.02408008,2.18444693
-5.20760380,5.28068947,0.00375278,0.78211319,1.30317079,1.04983187,2.92311056,1.34934070,0.02346599,2.16927490
-5.20160080,5.25825942,0.00381872,0.78221207,1.29922545,1.04201535,2.90487188,1.35456309,0.02282203,2.15090893
-5.19559780,5.22722124,0.00387377,0.78086835,1.29282728,1.03281251,2.87832304,1.35758244,0.02215939,2.12918852
-5.18959480,5.18719118,0.00391596,0.77802540,1.28378295,1.02215679,2.84314839,1.35827023,0.02148902,2.10396872
-5.18359180,5.13787946,0.00394343,0.77364574,1.27193655,1.00998880,2.79920178,1.35652036,0.02082146,2.07513714
-5.17758879,5.07912004,0.00395461,0.76771346,1.25718228,0.99626315,2.74652227,1.35225467,0.02016669,2.04263023
-5.17158579,5.01089589,0.00394820,0.76023582,1.23947527,0.98095511,2.68534250,1.34542733,0.01953393,2.00644781
-5.16558279,4.93335796,0.00392327,0.75124391,1.21883979,0.96406636,2.61608910,1.33602790,0.01893151,1.96666496
-5.15957979,4.84683680,0.00387931,0.74079240,1.19537441,0.94562972,2.53937520,1.32408309,0.01836677,1.92344027
-5.15357679,4.75184610,0.00381622,0.72895843,1.16925364,0.92571224,2.45598545,1.30965695,0.01784594,1.87701994
-5.14757379,4.64907765,0.00373433,0.71583969,1.14072598,0.90441666,2.36685412,1.29284972,0.01737403,1.82773728
-5.14157079,4.53938824,0.00363441,0.70155193,1.11010826,0.88188096,2.27303775,1.27379554,0.01695473,1.77600762
-5.13556778,4.42377896,0.00351764,0.68622596,1.07777672,0.85827610,2.17568330,1.25265899,0.01659038,1.72231865
-5.12956478,4.30336815,0.00338555,0.67000435,1.04415508,0.83380193,2.07599368,1.22963102,0.01628191,1.66721683
-5.12356178,4.17935949,0.00323998,0.65303808,1.00970023,0.80868169,1.97519223,1.20492427,0.01602880,1.61129041
-5.11755878,4.05300680,0.00308303,0.63548322,0.97488638,0.78315514,1.87448764,1.17876824,0.01582909,1.55515002
-5.11155578,3.92557754,0.00291697,0.61749792,0.94018834,0.75747098,1.77504098,1.15140451,0.01567943,1.49940798
-5.10555278,3.79831678,0.00274419,0.59923961,0.90606480,0.73187876,1.67793614,1.12308212,0.01557515,1.44465712
-5.09954977,3.67241331,0.00256709,0.58086272,0.87294251,0.70662085,1.58415464,1.09405346,0.01551034,1.39145068
-5.09354677,3.54896957,0.00238805,0.56251682,0.84120203,0.68192494,1.49455579,1.06457064,0.01547801,1.34028385
-5.08754377,3.42897648,0.00220934,0.54434520,0.81116581,0.65799728,1.40986242,1.03488237,0.01547029,1.29157833
-5.08154077,3.31329420,0.00203306,0.52648378,0.78308904,0.63501726,1.33065244,1.00523141,0.01547860,1.24567034
-5.07553777,3.20263928,0.00186110,0.50906048,0.75715375,0.61313333,1.25735609,0.97585247,0.01549396,1.20280282
-5.06953477,3.09757831,0.00169513,0.49219467,0.73346623,0.59246059,1.19025824,0.94697047,0.01550716,1.16312198
-5.06353177,2.99852792,0.00153654,0.47599682,0.71205789,0.57308003,1.12950533,0.91879899,0.01550912,1.12667839
-5.05752876,2.90576050,0.00138642,0.46056814,0.69288936,0.55503941,1.07511594,0.89153892,0.01549111,1.09343229
-5.05152576,2.81941478,0.00124562,0.44600018,0.67585751,0.53835556,1.02699421,0.86537701,0.01544505,1.06326273
-5.04552276,2.73951031,0.00111467,0.43237424,0.66080486,0.52301805,0.98494504,0.84048429,0.01536373,1.03597993
-5.03951976,2.66596462,0.00099389,0.41976069,0.64753095,0.50899367,0.94869042,0.81701441,0.01524104,1.01134009
-5.03351676,2.59861183,0.00088335,0.40821806,0.63580490,0.49623168,0.91788574,0.79510166,0.01507215,0.98906170
-5.02751376,2.53722156,0.00078291,0.39779193,0.62537855,0.48466928,0.89213571,0.77485888,0.01485362,0.96884249
-5.02151076,2.48151705,0.00069227,0.38851379,0.61599947,0.47423696,0.87100907,0.75637520,0.01458350,0.95037610
-5.01550775,2.43119150,0.00061101,0.38039986,0.60742318,0.46486355,0.85405189,0.73971382,0.01426133,0.93336751
-5.00950475,2.38592208,0.00053856,0.37344992,0.59942409,0.45648051,0.84079905,0.72490976,0.01388810,0.91754665
-5.00350175,2.34538088,0.00047433,0.36764638,0.59180460,0.44902534,0.83078399,0.71196803,0.01346623,0.90267937
-4.99749875,2.30924284,0.00041764,0.36295363,0.58440207,0.44244396,0.82354656,0.70086203,0.01299933,0.88857559
-4.99149575,2.27719040,0.00036783,0.35931773,0.57709339,0.43669203,0.81863928,0.69153266,0.01249212,0.87509413
-4.98549275,2.24891531,0.00032420,0.35666662,0.56979716,0.43173505,0.81563210,0.68388799,0.01195020,0.86214438
-4.97948974,2.22411791,0.00028611,0.35491082,0.56247339,0.42754764,0.81411593,0.67780385,0.01137980,0.84968492
-4.97348674,2.20250444,0.00025292,0.35394471,0.55512115,0.42411180,0.81370528,0.67312521,0.01078761,0.83771925
-4.96748374,2.18378320,0.00022405,0.35364842,0.54777414,0.42141465,0.81404018,0.66966861,0.01018049,0.82628938
-4.96148074,2.16765998,0.00019895,0.35389019,0.54049484,0.41944569,0.81478759,0.66722538,0.00956528,0.81546748
-4.95547774,2.15383383,0.00017714,0.35452924,0.53336758,0.41819395,0.81564254,0.66556587,0.00894859,0.80534656
-4.94947474,2.14199347,0.00015816,0.35541904,0.52649089,0.41764518,0.81632917,0.66444440,0.00833665,0.79603061
-4.94347174,2.13181506,0.00014163,0.35641085,0.51996983,0.41777940,0.81660152,0.66360492,0.00773514,0.78762482
-4.93746873,2.12296175,0.00012721,0.35735738,0.51390849,0.41856892,0.81624436,0.66278710,0.00714909,0.78022661
-4.93146573,2.11508506,0.00011460,0.35811650,0.50840324,0.41997706,0.81507385,0.66173282,0.00658281,0.77391778
-4.92546273,2.10782837,0.00010353,0.35855478,0.50353697,0.42195750,0.81293802,0.66019271,0.00603984,0.76875825
-4.91945973,2.10083226,0.00009378,0.35855082,0.49937452,0.42445449,0.80971699,0.65793248,0.00552295,0.76478158
-4.91345673,2.09374145,0.00008515,0.35799810,0.49595960,0.42740381,0.80532285,0.65473905,0.00503416,0.76199244
-4.90745373,2.08621306,0.00007749,0.35680740,0.49331303,0.43073425,0.79969905,0.65042596,0.00457481,0.76036597
-4.90145073,2.07792555,0.00007064,0.35490859,0.49143244,0.43436979,0.79281937,0.64483810,0.00414554,0.75984891
-4.89544772,2.06858785,0.00006450,0.35225187,0.49029328,0.43823207,0.78468626,0.63785547,0.00374649,0.76036238
-4.88944472,2.05794817,0.00005895,0.34880821,0.48985091,0.44224311,0.77532870,0.62939582,0.00337725,0.76180579
-4.88344172,2.04580179,0.00005393,0.34456926,0.49004362,0.44632801,0.76479954,0.61941624,0.00303706,0.76406183
-4.87743872,2.03199752,0.00004934,0.33954655,0.49079630,0.45041759,0.75317235,0.60791341,0.00272482,0.76700194
-4.87143572,2.01644231,0.00004514,0.33377018,0.49202443,0.45445062,0.74053802,0.59492274,0.00243922,0.77049200
-4.86543272,1.99910368,0.00004127,0.32728695,0.49363826,0.45837572,0.72700111,0.58051627,0.00217876,0.77439785
-4.85942971,1.98001001,0.00003769,0.32015814,0.49554687,0.46215264,0.71267610,0.56479956,0.00194188,0.77859044
-4.85342671,1.95924836,0.00003438,0.31245700,0.49766185,0.46575297,0.69768375,0.54790765,0.00172696,0.78295016
-4.84742371,1.93696009,0.00003130,0.30426606,0.49990049,0.46916021,0.68214775,0.53000021,0.00153238,0.78737036
-4.84142071,1.91333453,0.00002843,0.29567433,0.50218835,0.47236915,0.66619155,0.51125620,0.00135657,0.79175976
-4.83541771,1.88860070,0.00002575,0.28677462,0.50446108,0.47538474,0.64993581,0.49186815,0.00119804,0.79604384
-4.82941471,1.86301778,0.00002326,0.27766097,0.50666540,0.47822034,0.63349620,0.47203632,0.00105534,0.80016498
-4.82341171,1.83686453,0.00002095,0.26842625,0.50875940,0.48089554,0.61698193,0.45196295,0.00092713,0.80408166
-4.81740870,1.81042810,0.00001879,0.25916015,0.51071202,0.48343366,0.60049461,0.43184686,0.00081218,0.80776655
-4.81140570,1.78399284,0.00001680,0.24994744,0.51250182,0.48585895,0.58412786,0.41187849,0.00070933,0.81120383
-4.80540270,1.75782930,0.00001495,0.24086659,0.51411520,0.48819372,0.56796715,0.39223566,0.00061751,0.81438574
-4.79939970,1.73218409,0.00001326,0.23198886,0.51554413,0.49045551,0.55209024,0.37308000,0.00053575,0.81730868
-4.79339670,1.70727078,0.00001171,0.22337768,0.51678357,0.49265431,0.53656779,0.35455445,0.00046314,0.81996897
-4.78739370,1.68326231,0.00001030,0.21508851,0.51782864,0.49479014,0.52146425,0.33678146,0.00039886,0.82235858
-4.78139070,1.66028517,0.00000902,0.20716893,0.51867186,0.49685095,0.50683896,0.31986237,0.00034214,0.82446098
-4.77538769,1.63841554,0.00000788,0.19965924,0.51930048,0.49881100,0.49274730,0.30387760,0.00029227,0.82624743
-4.76938469,1.61767780,0.00000686,0.19259324,0.51969416,0.50062985,0.47924199,0.28888777,0.00024858,0.82767383
-4.76338169,1.59804529,0.00000598,0.18599931,0.51982309,0.50225199,0.46637450,0.27493572,0.00021048,0.82867846
-4.75737869,1.57944360,0.00000522,0.17990184,0.51964673,0.50360715,0.45419656,0.26204921,0.00017739,0.82918071
-4.75137569,1.56175639,0.00000458,0.17432282,0.51911325,0.50461145,0.44276186,0.25024429,0.00014879,0.82908088
-4.74537269,1.54483359,0.00000407,0.16928361,0.51815984,0.50516914,0.43212799,0.23952922,0.00012420,0.82826139
-4.73936968,1.52850189,0.00000368,0.16480700,0.51671376,0.50517524,0.42235866,0.22990871,0.00010315,0.82658909
-4.73336668,1.51257734,0.00000342,0.16091928,0.51469436,0.50451876,0.41352620,0.22138849,0.00008525,0.82391901
-4.72736368,1.49687955,0.00000331,0.15765244,0.51201579,0.50308645,0.40571444,0.21397990,0.00007011,0.82009914
-4.72136068,1.48124716,0.00000334,0.15504644,0.50859052,0.50076717,0.39902177,0.20770443,0.00005738,0.81497636
-4.71535768,1.46555396,0.00000355,0.15315135,0.50433342,0.49745636,0.39356448,0.20259806,0.00004676,0.80840304
-4.70935468,1.44972496,0.00000394,0.15202938,0.49916616,0.49306078,0.38948008,0.19871517,0.00003795,0.80024423
-4.70335168,1.43375175,0.00000454,0.15175662,0.49302190,0.48750309,0.38693049,0.19613184,0.00003072,0.79038501
-4.69734867,1.41770625,0.00000539,0.15242439,0.48584987,0.48072615,0.38610476,0.19494848,0.00002484,0.77873761
-4.69134567,1.40175210,0.00000653,0.15414009,0.47761963,0.47269685,0.38722106,0.19529146,0.00002011,0.76524802
-4.68534267,1.38615286,0.00000800,0.15702734,0.46832479,0.46340915,0.39052765,0.19731370,0.00001636,0.74990155
-4.67933967,1.37127625,0.00000987,0.16122531,0.45798595,0.45288632,0.39630238,0.20119402,0.00001346,0.73272723
-4.67333667,1.35759394,0.00001219,0.16688714,0.44665258,0.44118211,0.40485053,0.20713516,0.00001127,0.71380051
-4.66733367,1.34567618,0.00001504,0.17417734,0.43440381,0.42838073,0.41650061,0.21536039,0.00000971,0.69324419
-4.66133067,1.33618124,0.00001851,0.18326809,0.42134791,0.41459572,0.43159798,0.22610859,0.00000867,0.67122736
-4.65532766,1.32983946,0.00002268,0.19433445,0.40762044,0.39996757,0.45049626,0.23962797,0.00000810,0.64796237
-4.64932466,1.32743219,0.00002766,0.20754853,0.39338117,0.38466019,0.47354637,0.25616832,0.00000795,0.62369977
-4.64332166,1.32976610,0.00003354,0.22307270,0.37880968,0.36885643,0.50108362,0.27597214,0.00000817,0.59872155
