energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.62181091,13.36506533,2.13014166,8.68698723,0.07984701,0.25355887,1.24552518,1.15920075,0.07976350,3.11963091
-5.61580790,13.32660618,2.03772534,8.75511742,0.07729179,0.24011360,1.18062607,1.15871336,0.07750543,3.07306553
-5.60980490,13.28971999,1.94915041,8.82033266,0.07463782,0.22729073,1.11780917,1.15827542,0.07516874,3.02942724
-5.60380190,13.25291470,1.86473851,8.88108542,0.07190255,0.21511821,1.05751779,1.15768611,0.07276834,2.98854804
-5.59779890,13.21448185,1.78473595,8.93575885,0.06910314,0.20361376,1.00012552,1.15671862,0.07031933,2.95016645
-5.59179590,13.17258414,1.70931459,8.98273078,0.06625648,0.19278579,0.94593207,1.15513163,0.06783692,2.91394858
-5.58579290,13.12534598,1.63857467,9.02043773,0.06337906,0.18263443,0.89516166,1.15268109,0.06533647,2.87951075
-5.57978989,13.07094214,1.57254947,9.04743551,0.06048702,0.17315270,0.84796357,1.14913172,0.06283341,2.84644249
-5.57378689,13.00767976,1.51121152,9.06245319,0.05759609,0.16432778,0.80441484,1.14426765,0.06034310,2.81432857
-5.56778389,12.93406947,1.45448012,9.06443769,0.05472159,0.15614231,0.76452476,1.13790178,0.05788075,2.78276888
-5.56178089,12.84888214,1.40222987,9.05258670,0.05187834,0.14857566,0.72824076,1.12988334,0.05546119,2.75139531
-5.55577789,12.75118853,1.35429966,9.02636827,0.04908062,0.14160517,0.69545539,1.12010340,0.05309871,2.71988471
-5.54977489,12.64038044,1.31050192,8.98552657,0.04634206,0.13520729,0.66601406,1.10849826,0.05080684,2.68796760
-5.54377189,12.51617308,1.27063167,8.93007360,0.04367554,0.12935859,0.63972305,1.09505048,0.04859808,2.65543226
-5.53776888,12.37858933,1.23447501,8.86026811,0.04109302,0.12403662,0.61635759,1.07978781,0.04648372,2.62212455
-5.53176588,12.22792817,1.20181682,8.77658320,0.03860534,0.11922057,0.59566965,1.06278013,0.04447363,2.58794376
-5.52576288,12.06471996,1.17244738,8.67966520,0.03622215,0.11489178,0.57739532,1.04413473,0.04257606,2.55283513
-5.51975988,11.88967239,1.14616780,8.57028661,0.03395161,0.11103408,0.56126161,1.02399030,0.04079750,2.51678001
-5.51375688,11.70361121,1.12279402,8.44929634,0.03180034,0.10763387,0.54699251,1.00251001,0.03914260,2.47978457
-5.50775388,11.50742012,1.10215945,8.31757064,0.02977323,0.10468009,0.53431438,0.97987423,0.03761412,2.44186811
-5.50175088,11.30198388,1.08411615,8.17596773,0.02787332,0.10216400,0.52296060,0.95627313,0.03621293,2.40305201
-5.49574787,11.08813860,1.06853464,8.02528920,0.02610182,0.10007879,0.51267556,0.93189979,0.03493805,2.36335008
-5.48974487,10.86663221,1.05530234,7.86625028,0.02445802,0.09841904,0.50321796,0.90694389,0.03378680,2.32276126
-5.48374187,10.63809745,1.04432085,7.69946080,0.02293939,0.09718009,0.49436361,0.88158651,0.03275489,2.28126490
-5.47773887,10.40303856,1.03550218,7.52541763,0.02154165,0.09635731,0.48590757,0.85599597,0.03183662,2.23881909
-5.47173587,10.16183201,1.02876398,7.34450873,0.02025895,0.09594520,0.47766591,0.83032492,0.03102510,2.19536197
-5.46573287,9.91474045,1.02402423,7.15702806,0.01908407,0.09593653,0.46947690,0.80470870,0.03031247,2.15081569
-5.45972986,9.66193810,1.02119537,6.96319993,0.01800863,0.09632144,0.46120181,0.77926474,0.02969008,2.10509278
-5.45372686,9.40354530,1.02017819,6.76321072,0.01702340,0.09708646,0.45272520,0.75409299,0.02914879,2.05810412
-5.44772386,9.13966902,1.02085591,6.55724552,0.01611858,0.09821369,0.44395478,0.72927714,0.02867914,2.00976790
-5.44172086,8.87044611,1.02308848,6.34552681,0.01528410,0.09967997,0.43482085,0.70488629,0.02827157,1.96001872
-5.43571786,8.59608599,1.02670759,6.12835255,0.01450994,0.10145619,0.42527527,0.68097704,0.02791661,1.90881619
-5.42971486,8.31690944,1.03151266,5.90613072,0.01378638,0.10350687,0.41529000,0.65759557,0.02760503,1.85615227
-5.42371186,8.03338096,1.03726807,5.67940820,0.01310427,0.10578979,0.40485537,0.63477963,0.02732798,1.80205683
-5.41770885,7.74613238,1.04370183,5.44889186,0.01245528,0.10825599,0.39397790,0.61256026,0.02707714,1.74660110
-5.41170585,7.45597642,1.05050612,5.21546059,0.01183204,0.11085008,0.38267804,0.59096316,0.02684475,1.68989871
-5.40570285,7.16390949,1.05733962,4.98016761,0.01122829,0.11351072,0.37098764,0.57000961,0.02662377,1.63210450
-5.39969985,6.87110405,1.06383190,4.74423296,0.01063897,0.11617156,0.35894748,0.54971703,0.02640789,1.57341104
-5.39369685,6.57889125,1.06958977,4.50902673,0.01006025,0.11876246,0.34660478,0.53009917,0.02619162,1.51404347
-5.38769385,6.28873545,1.07420556,4.27604428,0.00948951,0.12121095,0.33401099,0.51116613,0.02597036,1.45425295
-5.38169085,6.00220267,1.07726700,4.04687492,0.00892528,0.12344400,0.32121972,0.49292425,0.02574045,1.39430926
-5.37568784,5.72092509,1.07836862,3.82316605,0.00836715,0.12538995,0.30828507,0.47537607,0.02549926,1.33449324
-5.36968484,5.44656405,1.07712399,3.60658474,0.00781564,0.12698062,0.29526030,0.45852050,0.02524529,1.27508948
-5.36368184,5.18077368,1.07317855,3.39877884,0.00727206,0.12815341,0.28219694,0.44235321,0.02497822,1.21637982
-5.35767884,4.92516720,1.06622232,3.20133957,0.00673834,0.12885335,0.26914425,0.42686755,0.02469907,1.15863802
-5.35167584,4.68128734,1.05600196,3.01576713,0.00621688,0.12903505,0.25614905,0.41205571,0.02441025,1.10212578
-5.34567284,4.45058200,1.04233167,2.84344087,0.00571037,0.12866440,0.24325586,0.39791045,0.02411572,1.04709029
-5.33966983,4.23438557,1.02510223,2.68559465,0.00522166,0.12771989,0.23050725,0.38442701,0.02382101,0.99376329
-5.33366683,4.03390593,1.00428777,2.54329799,0.00475361,0.12619361,0.21794434,0.37160535,0.02353332,0.94236132
-5.32766383,3.85021644,0.97994990,2.41744302,0.00430902,0.12409173,0.20560734,0.35945236,0.02326152,0.89308704
-5.32166083,3.68425224,0.95223878,2.30873684,0.00389049,0.12143458,0.19353603,0.34798400,0.02301611,0.84613115
-5.31565783,3.53680939,0.92139117,2.21769863,0.00350045,0.11825607,0.18177014,0.33722705,0.02280917,0.80167454
-5.30965483,3.40854564,0.88772528,2.14466063,0.00314106,0.11460279,0.17034951,0.32722047,0.02265412,0.75989028
-5.30365183,3.29998140,0.85163277,2.08977191,0.00281426,0.11053256,0.15931407,0.31801591,0.02256557,0.72094497
-5.29764882,3.21149983,0.81356797,2.05300403,0.00252180,0.10611256,0.14870349,0.30967759,0.02255893,0.68499930
-5.29164582,3.14334483,0.77403497,2.03415739,0.00226525,0.10141721,0.13855664,0.30228116,0.02265004,0.65220742
-5.28564282,3.09561662,0.73357298,2.03286777,0.00204612,0.09652580,0.12891079,0.29591175,0.02285474,0.62271517
-5.27963982,3.06826439,0.69274061,2.04861212,0.00186591,0.09151991,0.11980068,0.29066109,0.02318834,0.59665701
-5.27363682,3.06107641,0.65209969,2.08071356,0.00172619,0.08648093,0.11125741,0.28662390,0.02366508,0.57415189
-5.26763382,3.07366808,0.61219938,2.12834532,0.00162869,0.08148760,0.10330728,0.28389372,0.02429755,0.55529826
-5.26163082,3.10546886,0.57356105,2.19053393,0.00157538,0.07661367,0.09597075,0.28255822,0.02509619,0.54016852
-5.25562781,3.15570934,0.53666459,2.26616201,0.00156850,0.07192593,0.08926137,0.28269447,0.02606873,0.52880317
-5.24962481,3.22340976,0.50193658,2.35397133,0.00161064,0.06748252,0.08318498,0.28436426,0.02721977,0.52120533
-5.24362181,3.30737139,0.46974075,2.45256680,0.00170476,0.06333160,0.07773908,0.28760969,0.02855043,0.51733569
-5.23761881,3.40617228,0.44037089,2.56042221,0.00185414,0.05951050,0.07291254,0.29244943,0.03005805,0.51710853
-5.23161581,3.51816835,0.41404634,2.67588843,0.00206235,0.05604524,0.06868548,0.29887562,0.03173609,0.52038902
-5.22561281,3.64150107,0.39091014,2.79720474,0.00233323,0.05295050,0.06502961,0.30685181,0.03357412,0.52699196
-5.21960980,3.77411200,0.37102959,2.92251372,0.00267068,0.05023003,0.06190878,0.31631178,0.03555797,0.53668226
-5.21360680,3.91376472,0.35439913,3.04988006,0.00307861,0.04787734,0.05927981,0.32715949,0.03766992,0.54917709
-5.20760380,4.05807369,0.34094512,3.17731319,0.00356070,0.04587671,0.05709362,0.33926997,0.03988917,0.56414963
-5.20160080,4.20453965,0.33053229,3.30279363,0.00412019,0.04420455,0.05529650,0.35249124,0.04219225,0.58123442
-5.19559780,4.35059036,0.32297134,3.42430246,0.00475969,0.04283073,0.05383152,0.36664693,0.04455358,0.60003381
-5.18959480,4.49362565,0.31802743,3.53985329,0.00548090,0.04172020,0.05264008,0.38153965,0.04694608,0.62012552
-5.18359180,4.63106492,0.31542907,3.64752571,0.00628434,0.04083454,0.05166338,0.39695476,0.04934176,0.64107071
-5.17758879,4.76039577,0.31487709,3.74549922,0.00716915,0.04013351,0.05084393,0.41266454,0.05171230,0.66242246
-5.17158579,4.87922172,0.31605344,3.83208647,0.00813278,0.03957649,0.05012695,0.42843231,0.05402967,0.68373407
-5.16558279,4.98530763,0.31862952,3.90576469,0.00917086,0.03912380,0.04946153,0.44401668,0.05626655,0.70456711
-5.15957979,5.07662104,0.32227375,3.96520414,0.01027698,0.03873782,0.04880177,0.45917554,0.05839679,0.72449882
-5.15357679,5.15136840,0.32665848,4.00929257,0.01144261,0.03838397,0.04810755,0.47366981,0.06039575,0.74312871
-5.14757379,5.20802501,0.33146601,4.03715490,0.01265706,0.03803138,0.04734517,0.48726689,0.06224052,0.76008426
-5.14157079,5.24535799,0.33639364,4.04816748,0.01390751,0.03765339,0.04648767,0.49974383,0.06391007,0.77502564
-5.13556778,5.26244201,0.34115801,4.04196646,0.01517911,0.03722787,0.04551502,0.51089018,0.06538538,0.78764943
-5.12956478,5.25866771,0.34549855,4.01845013,0.01645524,0.03673729,0.04441396,0.52051056,0.06664944,0.79769152
-5.12356178,5.23374298,0.34918027,3.97777537,0.01771776,0.03616864,0.04317776,0.52842706,0.06768729,0.80492910
-5.11755878,5.18768774,0.35199584,3.92034838,0.01894742,0.03551319,0.04180570,0.53448152,0.06848595,0.80918209
-5.11155578,5.12082275,0.35376724,3.84681029,0.02012428,0.03476617,0.04030246,0.53853764,0.06903450,0.81031391
-5.10555278,5.03375334,0.35434678,3.75801818,0.02122824,0.03392633,0.03867744,0.54048306,0.06932404,0.80823193
-5.09954977,4.92734890,0.35361789,3.65502232,0.02223959,0.03299549,0.03694391,0.54023135,0.06934776,0.80288745
-5.09354677,4.80271888,0.35149533,3.53904047,0.02313957,0.03197802,0.03511818,0.53772384,0.06910109,0.79427552
-5.08754377,4.66118622,0.34792517,3.41142997,0.02391096,0.03088037,0.03321881,0.53293127,0.06858177,0.78243437
-5.08154077,4.50425892,0.34288435,3.27365856,0.02453860,0.02971057,0.03126576,0.52585525,0.06779010,0.76744465
-5.07553777,4.33360017,0.33637988,3.12727460,0.02500987,0.02847786,0.02927962,0.51652918,0.06672906,0.74942820
-5.06953477,4.15099792,0.32844762,2.97387757,0.02531518,0.02719225,0.02728097,0.50501874,0.06540455,0.72854652
-5.06353177,3.95833398,0.31915063,2.81508930,0.02544819,0.02586421,0.02528974,0.49142181,0.06382554,0.70499859
-5.05752876,3.75755326,0.30857713,2.65252663,0.02540614,0.02450443,0.02332475,0.47586751,0.06200417,0.67901821
-5.05152576,3.55063331,0.29683799,2.48777589,0.02518986,0.02312355,0.02140326,0.45851463,0.05995579,0.65087057
-5.04552276,3.33955467,0.28406380,2.32236961,0.02480382,0.02173200,0.01954072,0.43954906,0.05769896,0.62084819
-5.03951976,3.12627213,0.27040160,2.15776581,0.02425593,0.02033986,0.01775056,0.41918053,0.05525521,0.58926611
-5.03351676,2.91268747,0.25601123,1.99533007,0.02355735,0.01895675,0.01604408,0.39763854,0.05264886,0.55645652
-5.02751376,2.70062395,0.24106152,1.83632052,0.02272205,0.01759175,0.01443048,0.37516761,0.04990660,0.52276278
-5.02151076,2.49180297,0.22572629,1.68187600,0.02176646,0.01625331,0.01291682,0.35202212,0.04705699,0.48853313
-5.01550775,2.28782341,0.21018043,1.53300738,0.02070889,0.01494921,0.01150826,0.32846075,0.04412998,0.45411417
-5.00950475,2.09014404,0.19459597,1.39059202,0.01956900,0.01368651,0.01020813,0.30474081,0.04115619,0.41984442
-5.00350175,1.90006941,0.17913851,1.25537145,0.01836727,0.01247150,0.00901821,0.28111275,0.03816628,0.38604810
-4.99749875,1.71873958,0.16396392,1.12795212,0.01712440,0.01130967,0.00793890,0.25781491,0.03519027,0.35302945
-4.99149575,1.54712395,0.14921553,1.00880897,0.01586080,0.01020566,0.00696953,0.23506882,0.03225689,0.32106769
-4.98549275,1.38601929,0.13502188,0.89829178,0.01459610,0.00916329,0.00610859,0.21307520,0.02939296,0.29041292
-4.97948974,1.23605193,0.12149499,0.79663387,0.01334878,0.00818550,0.00535400,0.19201074,0.02662286,0.26128299
-4.97348674,1.09768402,0.10872934,0.70396284,0.01213577,0.00727439,0.00470336,0.17202580,0.02396806,0.23386153
-4.96748374,0.97122347,0.09680142,0.62031300,0.01097225,0.00643124,0.00415416,0.15324307,0.02144686,0.20829700
-4.96148074,0.85683704,0.08576988,0.54563892,0.00987146,0.00565652,0.00370402,0.13575717,0.01907411,0.18470296
-4.95547774,0.75456613,0.07567623,0.47982970,0.00884461,0.00495002,0.00335089,0.11963508,0.01686118,0.16315927
-4.94947474,0.66434433,0.06654600,0.42272347,0.00790094,0.00431084,0.00309315,0.10491744,0.01481596,0.14371422
-4.94347174,0.58601618,0.05839029,0.37412154,0.00704769,0.00373755,0.00292980,0.09162044,0.01294299,0.12638736
-4.93746873,0.51935612,0.05120759,0.33380172,0.00629034,0.00322827,0.00286050,0.07973834,0.01124376,0.11117288
-4.93146573,0.46408703,0.04498576,0.30153047,0.00563265,0.00278079,0.00288564,0.06924626,0.00971694,0.09804332
-4.92546273,0.41989746,0.03970409,0.27707336,0.00507700,0.00239271,0.00300635,0.06010325,0.00835881,0.08695345
-4.91945973,0.38645697,0.03533538,0.26020354,0.00462448,0.00206154,0.00322444,0.05225541,0.00716365,0.07784404
-4.91345673,0.36342909,0.03184783,0.25070814,0.00427518,0.00178489,0.00354240,0.04563892,0.00612417,0.07064543
-4.90745373,0.35048139,0.02920682,0.24839223,0.00402838,0.00156053,0.00396321,0.04018291,0.00523193,0.06528077
-4.90145073,0.34729256,0.02737643,0.25308051,0.00388272,0.00138654,0.00449026,0.03581206,0.00447776,0.06166877
-4.89544772,0.35355632,0.02632069,0.26461669,0.00383639,0.00126144,0.00512716,0.03244881,0.00385211,0.05972589
-4.88944472,0.36898233,0.02600455,0.28286075,0.00388725,0.00118426,0.00587757,0.03001523,0.00334542,0.05936801
-4.88344172,0.39329423,0.02639456,0.30768433,0.00403289,0.00115459,0.00674496,0.02843452,0.00294837,0.06051152
-4.87743872,0.42622536,0.02745923,0.33896461,0.00427073,0.00117271,0.00773240,0.02763207,0.00265213,0.06307394
-4.87143572,0.46751233,0.02916922,0.37657693,0.00459805,0.00123958,0.00884235,0.02753627,0.00244854,0.06697401
-4.86543272,0.51688728,0.03149721,0.42038673,0.00501194,0.00135686,0.01007646,0.02807889,0.00233018,0.07213148
-4.85942971,0.57406920,0.03441763,0.47024116,0.00550931,0.00152694,0.01143531,0.02919539,0.00229050,0.07846666
-4.85342671,0.63875498,0.03790628,0.52596074,0.00608679,0.00175290,0.01291830,0.03082490,0.00232380,0.08589974
-4.84742371,0.71061081,0.04193978,0.58733165,0.00674072,0.00203845,0.01452346,0.03291023,0.00242519,0.09435018
-4.84142071,0.78926440,0.04649505,0.65409882,0.00746700,0.00238796,0.01624737,0.03539776,0.00259058,0.10373604
-4.83541771,0.87429854,0.05154875,0.72596037,0.00826105,0.00280630,0.01808506,0.03823733,0.00281654,0.11397361
-4.82941471,0.96524648,0.05707674,0.80256355,0.00911770,0.00329885,0.02003006,0.04138232,0.00310023,0.12497713
-4.82341171,1.06158940,0.06305370,0.88350249,0.01003111,0.00387141,0.02207437,0.04478967,0.00343923,0.13665896
-4.81740870,1.16275626,0.06945277,0.96831791,0.01099471,0.00453013,0.02420860,0.04842018,0.00383147,0.14892995
-4.81140570,1.26812623,0.07624542,1.05649890,0.01200113,0.00528152,0.02642211,0.05223886,0.00427506,0.16170027
-4.80540270,1.37703380,0.08340144,1.14748694,0.01304214,0.00613237,0.02870322,0.05621550,0.00476818,0.17488061
-4.79939970,1.48877654,0.09088913,1.24068202,0.01410867,0.00708980,0.03103952,0.06032528,0.00530900,0.18838361
-4.79339670,1.60262552,0.09867567,1.33545096,0.01519080,0.00816127,0.03341811,0.06454961,0.00589556,0.20212579
-4.78739370,1.71783824,0.10672779,1.43113786,0.01627779,0.00935468,0.03582606,0.06887695,0.00652575,0.21602955
-4.78139070,1.83367373,0.11501248,1.52707638,0.01735815,0.01067846,0.03825074,0.07330367,0.00719728,0.23002552
-4.77538769,1.94940967,0.12349800,1.62260379,0.01841975,0.01214172,0.04068034,0.07783497,0.00790764,0.24405491
-4.76938469,2.06436097,0.13215499,1.71707644,0.01944993,0.01375437,0.04310426,0.08248558,0.00865420,0.25807189
-4.76338169,2.17789923,0.14095765,1.80988627,0.02043571,0.01552728,0.04551366,0.08728040,0.00943422,0.27204588
-4.75737869,2.28947249,0.14988501,1.90047779,0.02136395,0.01747246,0.04790183,0.09225492,0.01024495,0.28596363
-4.75137569,2.39862445,0.15892213,1.98836515,0.02222163,0.01960309,0.05026469,0.09745524,0.01108374,0.29983080
-4.74537269,2.50501212,0.16806116,2.07314827,0.02299607,0.02193361,0.05260114,0.10293789,0.01194812,0.31367321
-4.73936968,2.60842102,0.17730219,2.15452761,0.02367524,0.02447964,0.05491335,0.10876904,0.01283597,0.32753728
-4.73336668,2.70877682,0.18665380,2.23231645,0.02424805,0.02725779,0.05720695,0.11502342,0.01374553,0.34148974
-4.72736368,2.80615227,0.19613312,2.30644991,0.02470464,0.03028535,0.05949112,0.12178256,0.01467554,0.35561647
-4.72136068,2.90076860,0.20576546,2.37699000,0.02503670,0.03357976,0.06177847,0.12913261,0.01562523,0.37002023
-4.71535768,2.99299030,0.21558331,2.44412566,0.02523768,0.03715798,0.06408484,0.13716157,0.01659431,0.38481743
-4.70935468,3.08331301,0.22562469,2.50816758,0.02530307,0.04103562,0.06642880,0.14595607,0.01758292,0.40013375
-4.70335168,3.17234397,0.23593094,2.56953719,0.02523055,0.04522586,0.06883107,0.15559770,0.01859148,0.41609878
-4.69734867,3.26077535,0.24654385,2.62874986,0.02502017,0.04973838,0.07131373,0.16615905,0.01962050,0.43283975
-4.69134567,3.34935100,0.25750229,2.68639270,0.02467435,0.05457796,0.07389929,0.17769951,0.02067036,0.45047450
-4.68534267,3.43882782,0.26883848,2.74309751,0.02419790,0.05974328,0.07660958,0.19026110,0.02174100,0.46910404
-4.67933967,3.52993316,0.28057399,2.79951011,0.02359793,0.06522549,0.07946466,0.20386444,0.02283161,0.48880490
-4.67333667,3.62332058,0.29271578,2.85625730,0.02288370,0.07100712,0.08248162,0.21850518,0.02394029,0.50962183
-4.66733367,3.71952601,0.30525251,2.91391322,0.02206636,0.07706096,0.08567350,0.23415090,0.02506374,0.53156101
-4.66133067,3.81892723,0.31815124,2.97296716,0.02115868,0.08334937,0.08904826,0.25073901,0.02619696,0.55458450
-4.65532766,3.92170907,0.33135502,3.03379449,0.02017469,0.08982388,0.09260800,0.26817554,0.02733304,0.57860612
-4.64932466,4.02783712,0.34478141,3.09663299,0.01912932,0.09642519,0.09634843,0.28633520,0.02846297,0.60348923
-4.64332166,4.13704189,0.35832215,3.16156602,0.01803798,0.10308368,0.10025860,0.30506277,0.02957565,0.62904674
